   śrīḥ //	SrIH //
   [ku.3.400] na cājñātasyopalambhādyabhāvasya liṅgatā /	[ku.3.400] na ca-ajQAtasya-upalamBa-Adi-aBAvasya liFgatA /
   na ca prākaṭyābhāvaḥ sattāmātreṇopalambhābhāvamāvedayatīti yuktam-	na ca prAkawya-aBAvaH sattA-mAtreNa-upalamBa-aBAvam-Avedayati-iti yuktam-
   liṅgābhāvasya tathātve 'tiprasaṅgāt /	liFga-aBAvasya taTAtve ati-prasaFgAt /
   avinābhāvabalena tu niyame tatpratisandhānāpatteḥ /	avinA-aBAva-balena tu niyame tad-pratisanDAnApatteH /
   na hyavinābhāvaḥ sattāmātreṇa jñānahetuṃ niyamayati, dhūmādāvapi	na hi-avinABAvaH sattA-mAtreNa jQAna-hetum niyamayati, DUma-AdO=-api
   tathābhāvaprasaṅgāditi /	taTA-aBAva-prasaFgAt-iti /
   [ku.3.401] jñānapratyakṣatvena tvaddiśā bhaviṣyatīti cenna-	[ku.3.401] jQAna-pratyakza-tvena tvad-diSA Bavizyati-iti ced-na-
   śabdadhvaṃsādinoktottaratvāt /	Sabda-DvaMsA-AdinA-ukta-uttara-tvAt /
   [ku.3.402] apica	[ku.3.402] apica
   pratiyogigrāhakendriyeṇādhikaraṇadharmapratītiranupalabdheraṅgamiti,	pratiyogi-grAhaka-indriyeNa-aDikaraNa-Darma-pratItiH-anupalabDeH-aFgam-iti,
   tadrahitāyāstasyāḥ kāryavyabhicārādvyavasthāpyeta, vyāptibalādvā (208) /	tad-rahitAyAH-tasyAH kArya-vyaBicArAt-vyavasTA-apya-ita, vyApti-balAt-vA (208) /
   na tāvaduktarūpānupalabdhistāṃ vinā abhāvapratyayamajanayantī dṛśyate /	na tAvat-ukta-rUpa-anupalabDiH-tAm vinA aBAva-pratyayam-ajanayantI dRSyate /
   nāpi vyāpteḥ, tathā sati vayau rūpābhāvapratyayastāmākṣipet, evambhūtatvāt	na-api vyApteH, taTA sati vayO rUpa-aBAva-pratyayaH-tAm-Akzipet, evam-BUta-tvAt
   anākṣepe vā,na tatkāraṇako bhavet, na vā bhavet /	anAkzepe vA,na tad-kAraNakaH Bavet, na vA Bavet /
   tato na bhavatyeva, liṅgāttadutpatti(209)riti cet- nanu liṅgamapi saiva;	tatas na Bavati-eva, liFgAt-tad-utpatti(209)riti cet nanu liFgam-api sA-eva;
   na tattvāntaram /	na tattva-antaram /
   yathā yonisambandho 'liṅgadaśāyāmindriyasannikarṣamapekṣate, liṅgadaśāyāṃ	yaTA yoni-sambanDaH aliFga-daSAyAm-indriya-sannikarzam-apekzate, liFgadaSAyAm
   tu tadanapekṣa eva brāhmaṇyajñāne, tathaitat syāditi cenna-	tu tad-anapekzaH eva brAhmaNya-jQAne, taTA-etat syAt-iti ced-na-
   kāryajātibhedāttadupapatteḥ; prakṛte ca tadanabhyupagamāt /	kArya-jAti-BedAt-tad-upapatteH; prakRte ca tad-anaByupagamAt /
   pārokṣyāpārokṣye vihāyānyathāpyasau bhaviṣyatīti cenna- anupalambhāt /	pArokzya-apArokzye vihAyAni-aTA-api-asO Bavizyati-iti ced-na anupalamBAt /
   sambhāvyate tāvaditi cet- sambhāvyatām, na tvetāvatāpi tamāśritya	samBAvyate tAvat-iti cet samBAvyatAm, na tu-etAvatA-api tam-ASritya
   karaṇaniyamaniścayaḥ /	karaNa-niyama-niScayaH /
   [ku.3.403] ajñātakaraṇatvācca /	[ku.3.403] ajQAta-karaNa-tvAt-ca /
   yadajñāyamānakaraṇajaṃ jñānaṃ tatsākṣādindriyajam, yathā rūpapratyakṣam /	yat-ajQAyamAna-karaNa-jam jQAnam tad-sAkzAt-indriya-jam, yaTA rUpa-pratyakzam /
   tathāceha bhūtale ghaṭo nāstīti jñānamiti /	taTA-Aca-iha BU-tale GawaH na-asti-iti jQAnam-iti /
   yathā vā smaraṇamajñāyamānakaraṇajaṃ sākṣānmanojanma /	yaTA vA smaraNam-ajQAyamAna-karaNa-jam sAkzAt-manaH-janma /
   kutastarhi na sākṣātkāryanubhavarūpam? saṃskārātiriktasannikarṣābhāvāditi	kutas-tarhi na sAkzAt-kArI-anuBava-rUpam? saMskAra-atirikta-sannikarza-aBAvAt-iti
   vakṣyāmaḥ /	vakzyAmaH /
   [ku.3.404] tathāpi bhāvaviṣaye iyaṃ vyavasthā, abhāvajñānaṃ	[ku.3.404] taTA-api BAva-vizaye iyam vyavasTA, aBAva-jQAnam
   tvajñātakaraṇatve 'pi na sākṣādindriyajaṃ bhaviṣyatīti cenna- utsargasya	tu-ajQAta-karaNa-tve api na sAkzAt-indriya-jam Bavizyati-iti ced-na utsargasya
   bādhakābhāvena saṅkocānupapatteḥ /	bADaka-aBAvena saFkoca-anupapatteH /
   anyathā sarvavyāptīnāṃ bhāvamātraviṣayatvaprasaṅgaḥ, aviśeṣāt /	anyaTA sarva-vyAptInAm BAva-mAtra-vizaya-tva-prasaFgaH, aviSezAt /
   tathāpi vipakṣe kiṃ bādhakamiti cet- nanvidameva tāvat /	taTA-api vipakze kim bADakam-iti cet nanu-idam-eva tAvat /
   anyadapyucyamānamākarṇaya /	anyat-api-ucyamAnam-AkarNaya /
   tadyathā- akāraṇakakāryaprasaṅgaḥ, rūpādyupalabdhīnāmapi	tat-yaTA akAraNaka-kArya-prasaFgaH, rUpa-Adi-upalabDInAm-api
   vānindriyakaraṇatvaprasaṅgaḥ /	vAn-indriya-karaNa-tva-prasaFgaH /
   na hyanumityādibhirupalabhyamānakaraṇikābhiścakṣurādivyavasthāpanam,	na hi-anumiti-AdiBiH-upalaByamAna-karaNikABiH-cakzuH-Adi-vyavasTApanam,
   apitvanupalabhyamānakaraṇikābhī rūpādyupalabdhibhireva /	apitu-anupalaByamAna-karaNikABiH rUpa-Adi-upalabDiBiH-eva /
   yadyapi sākṣātkāritāpi tatraiva paryavasyati, tathāpi prathamato	yadi-api sAkzAtkAritA-api tatra-eva paryavasyati, taTA-api praTamatas-
   'nupalabhyamānakaraṇatvameva prayojakaṃ cakṣurādikalpane /	anupalaByamAna-karaNa-tvam-eva prayojakam cakzuH-Adi-kalpane /
   na hyupalabhyamāne karaṇāntare sākṣātkāriṇīṣvapi tāsu cakṣurādi	na hi-upalaByamAne karaNa-antare sAkzAt-kAriNIzu-api tAsu cakzuH-Adi
   anupalabhyamānaṃ kaścidakalpayiṣyat /	anupalaByamAnam kaScid-akalpayizyat /
   ata evāsākṣātkāritve 'pi smṛtermana eva karaṇamupāgaman dhīrāḥ /	atas eva-asAkzAtkAri-tve api smRteH-manaH eva karaNam-upAgaman DIrAH /
   saṃskārastvarthaviśeṣaprattyāsattāvupayujyate, indriyāṇāṃ	saMskAraH-tu-arTa-viSeza-pratti-AsattO=-upayujyate, indriyANAm
   prāpyakāritvavyavasthāpanāt /	prApya-kAri-tva-vyavasTApanAt /
   [ku.3.405] bhāvāveśācca cetasaḥ /	[ku.3.405] BAva-AveSAt-ca cetasaH /
   sarvatra hi bāhyārthānubhave janayitavye bhāvabhūtapramāṇāviṣṭameva ceta	sarvatra hi bAhya-arTa-anuBave janayitavye BAva-BUta-pramANa-Avizwam-eva ceta
   upayujyate, nāto 'nyatheti vyāptiḥ, tathaiva śakteravadhāraṇāt /	upayujyate, na-atas anyaTA-iti vyAptiH, taTA-eva SakteH-avaDAraNAt /
   na hyanupalabdhimātrasahāyaṃ tat abhāve 'pyanubhavamādhātumutsahate,	na hi-anupalabDi-mAtra-sahAyam tat aBAve api-anuBavam-ADAtum-utsahate,
   śabdaliṅgāderapekṣādarśanāt /	Sabda-liFga-AdeH-apekzA-darSanAt /
   na ca yatra yadapekṣaṃ yasya janakatvamupalabdham,tadeva tasyaiva	na ca yatra yat-apekzam yasya janaka-tvam-upalabDam-,tat-eva tasya-eva
   tadanapekṣaṃ janakamiti nyāyasaham /	tad-anapekzam janakam-iti nyAya-saham /
   ārdendhanasambandhamantareṇāpi dahanāddhūmasambhāvanāpatteḥ /	Arda-inDana-sambanDam-antareNa-api dahanAt-DUma-samBAvana-ApatteH /
   tathāca gataṃ kāryakāraṇabhāvaparigrahavyasanena /	taTA-ca gatam kArya-kAraNa-BAva-parigraha-vyasanena /
   [ku.3.406] api ca - pratiyogini sāmarthyāt vyāpārāvyavadhānataḥ /	[ku.3.406] api ca  pratiyogini sAmarTyAt vyApAra-avi-avaDAnataH /
   akṣāśrayatvāddoṣāṇāmindriyāṇi vikalpanāt //21 //	akza-ASraya-tvAt-dozANAm-indriyANi vikalpanAt //21 //
   yaddhi pramāṇaṃ yadbhāvāvagāhi, tat tadabhāvagāhi, yathā liṅgaṃ śabdo vā;	yat-hi pramANam yat-BAva-avagAhi, tat tad-aBAva-gAhi, yaTA liFgam SabdaH vA;
   ghaṭādyavagāhi cendriyamiti /	Gawa-Adi-avagAhi ca-indriyam-iti /
   anyathā hi śabdādikamapi nābhāvamāvedayet, bhāva eva sāmarthyāvadhāraṇāt /	anyaTA hi Sabda-Adikam-api na-aBAvam-Avedayet, BAvaH eva sAmarTya-avaDAraNAt /
   na caivameva nyāyyam /	na ca-evam-eva nyAyyam /
   devadatto gehe nāstīti śabdāt, mayā tatra jijñāsamānenāpi na dṛṣṭo maitra	devadattaH gehe na-asti-iti SabdAt, mayA tatra jijQAsamAnena-api na dRzwaH mEtra
   ityavagatānupalabdhyānumānādapyavagateḥ /	iti-avagata-anupalabDyA-anumAnAt-api-avagateH /
   [ku.3.407] grāhayatu vā'śrayamindriyam, tathāpi na tenedaṃ vyavadhīyate,	[ku.3.407] grAhayatu vA-aSrayam-indriyam, taTA-api na tena-idam vyavaDIyate,
   vyāpāratvāt /	vyApAra-tvAt /
   anyathā sarvasavikalpakānāṃ pratyakṣatvāya datto jalāñcaliḥ syāt /	anyaTA sarva-savikalpakAnAm pratyakza-tvAya dattaH jala-aQcaliH syAt /
   nanvevaṃ sati dhūmopalambho 'pyasya vyāpāraḥsyāt /	nanu-evam sati DUma-upalamBaH api-asya vyApAraH-syAt /
   tathā ca gatamanumānenāpīti cenna- yayā kriyayā vinā yasya yatkāraṇatvaṃ	taTA ca gatam-anumAnena-api-iti ca-id-na yayA kriyayA vinA yasya yat-kAraNa-tvam
   na nirvahati, taṃ prati tasyā eva vyāpāratvāt /	na nirvahati, tam prati tasyAH eva vyApAra-tvAt /
   na ca dhūmādyupalabdhimantareṇa cakṣuṣo vanhijñānakāraṇatvaṃ na nirvahati	na ca DUma-Adi-upalabDim-antareNa cakzuzaH vanhi-jQAna-kAraNa-tvam na nirvahati
   saṃyogavaditi /	saMyoga-vat-iti /
   [ku.3.408] asti ca bhāvābhāvaviparyayaḥ /	[ku.3.408] asti ca BAva-aBAva-viparyayaH /
   so 'yaṃ yasya doṣamanuvidhatte, tadevātra karaṇamiti nyāyyam /	saH ayam yasya dozam-anuviDatte, tat-eva-atra karaNam-iti nyAyyam /
   na cānupalabdhiḥ svabhāvato duṣṭā; nāpyadhikaraṇagrahaṇaṃ	na ca-anupalabDiH svaBAvataH duzwA; na-api-aDikaraNa-grahaNam
   pratiyogismaraṇaṃ vā svabhāvato duṣṭam;	pratiyogi-smaraNam vA svaBAvataH duzwam;
   anupatpattidaśāyāmanutpatteḥ,utpattidaśāyāñca svārthaprakāśanasvabhāvatāyā	anupad-patti-daSAyAm-anutpatteH-,utpatti-daSA-yAQca sva-arTa-prakASana-svaBAva-tAyAH-
   aparāvṛtteḥ /	aparAvRtteH /
   asaṃsṛṣṭayoradhikaramapratiyoginoḥ saṃsṛṣṭatayā pratimānaṃ duṣṭam;	asaMsRzwayoH-aDikaram-apratiyoginoH saMsRzwa-tayA pratimAnam duzwam;
   saṃsṛṣṭayoścāsaṃsṛṣṭatayeti cet- nanvayameva viparyayaḥ /	saMsRzwayoH-ca-asaMsRzwa-tayA-iti cet nanu-ayam-eva viparyayaH /
   tathācā'tmāśrayo doṣaḥ /	taTA-AcA-atma-ASrayaH dozaH /
   tasmādduṣṭendriyasya tadviparyayasāmarthye aduṣṭasya	tasmAt-duzwa-indriyasya tad-viparyaya-sAmarTye aduzwasya
   tatsamīcīnajñānasāmarthyamapi /	tad-samIcIna-jQAna-sAmarTyam-api /
   tathāca prayogaḥ- indriyamabhāvapramākaraṇaṃ tadviparyayakaraṇatvāt, yat	taTA-ca prayogaH indriyam-aBAva-pramAkaraNam tad-viparyaya-karaNa-tva-at, yat-
   yadviparyayakaraṇaṃ tat tatpramākaraṇam, yathā rūpapramākaraṇaṃ cakṣuriti	yad-viparyaya-karaNam tat tad-pramAkaraNam, yaTA rUpa-pramAkaraNam cakzuH-iti
   [ku.3.409] vikalpanātkhalvapi /	[ku.3.409] vikalpanAt-Kalu-api /
   aghaṭaṃ bhūtalamiti hi viśiṣṭadhīravaśyamindriyakaraṇikā svīkartavyā;	aGawam BU-talam-iti hi viSizwa-DIravaSyam-indriya-karaNikA svIkartavyA;
   pramāṇāntaraṃ vā saptamamāstheyam /	pramANa-antaram vA saptamam-AsTeyam /
   yathā hi viśeṣyamātropakṣīṇamindriyamakaraṇamatra, tathā	yaTA hi viSezya-mAtra-upakzINam-indriyam-akaraNam-atra, taTA
   viśeṣaṇamātropakṣīṇānupalabdhirapi na karaṇaṃ syāt /	viSezaNa-mAtra-upakzINa-anupalabDiH-api na karaNam syAt /
   svasvaviṣayamātrapravṛttayoḥ pramāṇayoḥ samāhāraḥ kāraṇamiti cenna-	sva-sva-vizaya-mAtra-pravRttayoH pramANayoH samAhAraH kAraNam-iti ced-na-
   viṣayabhede phalavaijātye ca tadanupapatteḥ /	vizaya-Bede Pala-vEjAtye ca tad-anupapatteH /
   na hi mṛtsu tantuṣu ca vyāpriyamāṇayoḥ kulālakuvindayoḥ samāhāraḥsyāt /	na hi mRtsu tantuzu ca vyApriyamANayoH kulAla-kuvindayoH samAhAraH-syAt /
   nāpi ghaṭapaṭādikāriṇāṃ cakravemādīnāṃ samāhāraḥ kvacidupayujyate /	na-api Gawa-pawa-Adi-kAriNAm cakravema-AdInAm samAhAraH kvacid-upayujyate /
   tatra karburakāryābhāvānna tathā; prakṛte tu viśiṣṭapratyayasya	tatra karbura-kArya-aBAvAt-na taTA; prakRte tu viSizwa-pratyayasya
   parokṣāparokṣarūpasya darśanāttatheti cenna- viruddhajātisamāveśābhāvāt /	parokza-aparokza-rUpasya darSanAt-taTA-iti ced-na virudDa-jAti-samAveSa-aBAvAt /
   bhāve vā karambita (karbura) eva kārye dvayorapi śaktirabhyupagantavyā;	BAve vA karambitaH (karbura) eva kArye dvayoH-api SaktiH-aByupagantavyA;
   darśanabalāt /	darSana-balAt /
   na hi niyataviṣayeṇa sāmarthyena karburakāryasiddhiḥ; anyatrāpi tathā	na hi niyata-vizayeNa sAmarTyena karbura-kArya-sidDiH; anyatra-api taTA
   prasaṅgāt /	prasaFgAt /
   nanūbhayorapyubhayatra sāmarthye kor'tho mithaḥsannidhāneneti cenna-	nanu-uBayoH-api-uBayatra sAmarTye kor-aTo miTas-sanniDAnena-iti ced-na-
   tatsahitasyaiva tasya tatra sāmarthyāditi /	tad-sahitasya-eva tasya tatra sAmarTyAt-iti /
   etena surabhi candanamityādayo vyākhyātāḥ /	etena suraBi candanam-ityAdayaH vyAKyAtAH /
   tathācābhāvaviṣaye 'pīndriyasāmarthyasya durapahnavatvādalamasadgraheṇeti	taTA-ca-aBAva-vizaye api-indriya-sAmarTyasya durapahnava-tvAt-alam-asat-graheNa-iti
   [ku.3.410] syādetat- nāgṛhīte viśeṣaṇe viśaṣṭabuddhirudeti, tatkāryatvāt /	[ku.3.410] syAt-etat na-agRhIte viSezaNe viSazwa-budDiH-udeti, tad-kArya-tvAt /
   na ca viśiṣṭasāmarthye kevalaviśeṣaṇe 'pi sāmarthyam, kevalasaurabhe 'pi	na ca viSizwa-sAmarTye kevala-viSezaNe api sAmarTyam, kevala-sOraBe api
   cakṣuṣo vṛttiprasaṅgāt /	cakzuzaH vRtti-prasaFgAt /
   ato 'bhāvaviśeṣaṇagrahaṇāya mānāntarasambhavaḥ /	atas aBAva-viSezaNa-grahaNAya mAna-antara-samBavaH /
   api ca kathamanālocitor'tha indriyeṇa vikalpyeta? na ca mānāntarasyāpyeṣā	api ca kaTam-anAlocitor-aTa indriyeNa vikalpya-ita? na ca mAna-antarasya-api-ezA
   rītiḥ,anumānādibhiranālocitasyāpyarthasya vikalpanāt /	rItiH,anumAna-AdiBiH-anAla-ucitasya-api-arTasya vikalpanAt /
   aprāpteśca /	aprApteH-ca /
   na hyabhāvenendriyasya saṃyogādiḥ sambhavati /	na hi-aBAvena-indriyasya saMyoga-AdiH samBavati /
   na ca viśeṣaṇatvam, sambandhāntarapūrvakatvāttasya /	na ca viSezaNa-tvam, sambanDa-antara-pUrvaka-tvAt-tasya /
   avaśyābhyupagantavyatvāccānupalabdheḥ /	avaSya-aByupagantavya-tvAt-ca-anupalabDeH /
   na hi tadupalabdhau tasyābhāvopalambha iti cet-[ku.3.411]	na hi tad-upalabDO tasya-aBAva-upalamBaH iti cet-[ku.3.411]
   ucyate-(210)avacchedagrahadhrauvyādadhrauvye	ucyate-(210)avacCeda-graha-DrOvyAt-aDrOvye
   siddhasādhanāt /	sidDa-sADanAt /
   prāptyantare 'navasthānātra cedanyo 'pi durghaṭaḥ //22 //	prApti-antare anavasTAnA-atra ced-anyaH api durGawaH //22 //
   [ku.3.412] sa hyarthaviśeṣaṇībhaviṣyan kevalo 'pi visphuret,	[ku.3.412] sa hi-arTa-viSezaNI-Bavizyan kevalaH api visPuret,
   yasyāvacchedakajñānaṃ na vyañjakam /	yasya-avacCedaka-jQAnam na vyaQjakam /
   sa ca (vā) vikalpayitavya ālocyate, yo viśeṣaṇajñānanirapekṣeṇendriyeṇa	sa ca (vA) vikalpayitavyaH Alocyate, yaH viSezaNa-jQAna-nirapekzeNa-indriyeNa
   vijñāpyate /	vijQApyate /
   yastu tatpuraḥsara eva prakāśate, tatra tasya	yaH-tu tad-puraHsaraH eva prakASate, tatra tasya
   vikalpasāmagrīsamavadhānavata eva sāmarthyānnāyaṃ vidhiḥ /	vikalpa-sAmagrI-samavaDAnavataH eva sAmarTyAt-na-ayam viDiH /
   [ku.3.413] svabhāvaprāptau satyāmapyadhikā prāptiḥ pratipattibalena	[ku.3.413] svaBAva-prAptO satyAm-api-aDikA prAptiH pratipatti-balena
   rūpādāvabhyupagatā /	rUpa-AdO=-aByupagatA /
   iha tvanavasthādusthatayā na tadabhyupagamaḥ; na tu	iha tu-anavasTAt-usTa-tayA na tad-aByupagamaH; na tu
   svabhāvapratyāsattiretāvataiva viphalāyate /	svaBAva-pratyAsattiH-etAvatA-eva viPalAyate /
   [ku.3.414] na cedevaṃ, pramāṇāntare 'pi sarvametaddurghaṭaṃ syāt /	[ku.3.414] na ced-evaM, pramANa-antare api sarvam-etat-durGawam syAt /
   tathāhi- sarvameva mānaṃ sākṣātparamparayā vā nirvikalpakaviśrāntam /	taTA-hi sarvam-eva mAnam sAkzAt-paramparayA vA nirvikalpaka-viSrAntam /
   na hyanumānādikamapyanālocanapūrvakam /	na hi-anumAna-Adikam-api-anAlocana-pUrvakam /
   tato 'nālocito 'bhāvaḥ kathamanupalabdhyāpi vikalpyeta /	tatas anAlocitaH aBAvaH kaTam-anupalabDyA-api vikalpyeta /
   na ca tayā tadālocanameva janyate,pratiyogyanavacchinnasya tasya	na ca tayA tad-Alocanam-eva janyate,-pratiyogi-anavacCinnasya tasya
   nirūpayitumaśakyatvāt /	nirUpayitum-aSakyatvAt /
   śakyatve vā kimaparāddhamindriyeṇa /	Sakya-tve vA kim-aparAdDam-indriyeNa /
   tathā sambandhāntaragarbhatvaniyamena viśeṣaṇatvasya, mānāntare 'pi kaḥ	taTA sambanDa-antara-garBa-tva-niyamena viSezaNa-tvasya, mAna-antare api kaH
   pratīkāraḥ; tadabhāvasya tadānīmapisamānatvāt /	pratIkAraH; tad-aBAvasya tadAnIm-apisamAna-tvAt /
   parasya tādātmyamastīti cet- nanu yadyasāvasti, astyeva; na cet, naiva /	parasya tAdAtmyam-asti-iti cet nanu yadi-asA-=-asti, asti-eva; na cet, na-eva /
   na hyabhyupagamenārthāḥ kriyante, anabhyupagamena vā nivartante iti /	na hi-aByupagamena-arTAH kriyante, anaByupagamena vA nivartante iti /
   [ku.3.415] avaśyābhyupagantavyatve kāraṇatvaṃ siddhayet, na tu	[ku.3.415] avaSya-aByupagantavya-tve kAraNa-tvam sidDayet, na tu
   mānāntaratvam /	mAna-antara-tvam /
   anyathā bhāvopalambhe 'pyabhāvānupalabdhireva pramāṇaṃ syāt; nendriyam /	anyaTA BAva-upalamBe api-aBAva-anupalabDiH-eva pramANam syAt; na-indriyam /
   abhāvopalambhe bhāvānupalambhavatbhāvopalambhe abhāvānupalambhasyāpi	aBAva-upalamBe BAvAnupalamBa-vat-BAva-upalamBe aBAvAnupalamBasya-api
   vajralepāyamānatvāditi /	vajra-lepAya-mAna-tvAt-iti /
   [ku.3.416] (212)pratyakṣādibhirebhirevam adharo dūre virodhodayaḥ /	[ku.3.416] (212)-pratyakza-AdiBiH-eBiH-evam aDaraH dUre viroDa-udayaH /
   prāyo yanmukhavīkṣaṇaikavidhurairātmāpi nāsādyate //	prAyas yad-muKa-vIkzaNa-eka-viDurEH-AtmA-api na-AsAdyate //
   taṃ sarvānuvidheyamekamasamasvacchandalīlotsavam /	tam sarva-anuviDeyam-ekam-asama-svacCanda-lIla-utsavam /
   devānāmapi devamudbhavadatiśraddhāḥ	devAnAm-api devam-udBavat-ati-SradDAH
   prapadyāmahe // 23 //	prapadyAmahe // 23 //
   iti nyāyakusumāñcalau	iti nyAya-kusuma-aQcalO
   tṛtīyaḥ stabakaḥ //3 //	tRtIyaH stabakaH //3 //
