   1. daivapuruṣākārādhyāye 21 verses	1. dEva-puruza-AkAra-aDyAye 21 verseH-
   YY_5.24ab/.āśritya candrasya balābalāni grahāḥ prayacchanti śubhāśubhāni/	YY_5.24ab/.a-ASritya candrasya bala-abalAni grahAH prayacCanti SuBa-aSuBAni/
   YY_5.24cd/.manaḥsametāni yathendriyāṇi karmārhatāṃ[K.karmaṇyatāṃ] yānti na	YY_5.24cd/.-manaH-sametAni yaTA-indriyANi karma-arha-tAM[K.-karmaNyatAM] yAnti na
   kevalāni//	kevalAni//
   YY_5.25ab/.sarvataḥ kṣutam aśobhanam uktaṃ goḥ kṣutaṃ[K.gokṣutam] maraṇaṃ	YY_5.25ab/.-sarvatas kzutam aSoBanam uktam goH kzutaM[K.-go-kzutam] maraNam
   eva karoti/	eva karoti/
   YY_5.25cd/.kecid āhur aphalaṃ bakād ca[K.hi balād] yad	YY_5.25cd/.kecid AhuH aPalam bakAt ca[K.hi balAd] yat-
   vṛddhapīnasitabālākṛtaṃ ca//	vRdDa-pIna-sita-bAla-akRtam ca//
   YY_5.26ab/.śakunatithibhalābhe chattraśayyāsanādyaṃ padam api vijigīṣuś	YY_5.26ab/.-Sakuna-tiTi-BalABe Cattra-SayyA-Asana-Adyam padam api vijigIzuH-
   cālayec chradadhānaḥ[K.chraddhadhānaḥ]/	cAlayet Srada-DAnaH[K.SradDa-DAnaH]/
   YY_5.26cd/.yadi śakunanimittasvapnacetoviśuddhir[K.śakunanimitte 'sya	YY_5.26cd/.yadi Sakuna-nimitta-svapna-cetaH-viSudDiH-[K.-Sakuna-nimitte asya
   svacetoviśuddhir] na bhavati tad aniṣṭaṃ sarvakāryeṣu yānam//	sva-cetaH-viSudDir] na Bavati tat anizwam sarva-kAryezu yAnam//
   YY_5.27ab/.dinakṛddivase tathā 'ṃśake yātrā lagnagate 'thavā ravau/	YY_5.27ab/.dina-kRt-divase taTA aMSake yAtrA lagna-gate aTavA ravO/
   YY_5.27cd/.saṃtāpāyati smarāturā[K.smarāturaṃ] veśye 'vā 'rthavivarjitaṃ	YY_5.27cd/.-saMtApAyati smara-Atura-a[-K.smara-AturaM] veSye avA arTa-vivarjitam
   naram//	naram//
   YY_5.28ab/.udaye śaśino 'ṃśake 'hni vā bhavati gato na cireṇa durmanāḥ//	YY_5.28ab/.udaye SaSinaH aMSake ahni vA Bavati gataH na cireNa durmanAH//
   YY_5.28cd/.pramadām iva jātayauvanāṃ[K.yātayauvanāṃ] ratyarthaṃ samavāpya	YY_5.28cd/.-pramadAm iva jAta-yOvana-aM[K.yAta-yOvanAM] rati-arTam samavApya
   karkaśaḥ//	karkaSaH//
   YY_5.29ab/.bhaumodaye 'ṃśe 'hani vā 'sya yātrā karoti bandhaṃ vadham	YY_5.29ab/.BOma-udaye aMSe ahani vA asya yAtrA karoti banDam vaDam
   arthanāśam/	arTa-nASam/
   YY_5.29cd/.saṃsevitā 'pāpaparāṅmukhena manobhavāndhena parāṅgane 'va//	YY_5.29cd/.-saMsevitAH apApa-parAFmuKena manoBava-anDena para-aFgane ava//
   YY_5.30ab/.budhasya lagnāṃśakavāsareṣu yātrā naraṃ prīṇayati prakāmam/	YY_5.30ab/.buDasya lagna-aMSaka-vAsarezu yAtrA naram prINayati prakAmam/
   YY_5.30cd/.bhāvānuraktā pravarāṅgane 'va vidagdhaceṣṭā	YY_5.30cd/.-BAva-anuraktA pravara-aFgane ava vidagDa-cezwA
   madanābhitaptam[K.madanābhibhūtam]//	madana-aBitapta-m[K.-madana-aBiBUta-m]//
   YY_5.31ab/.guror vilagnāṃśadineṣu yātrā śubhānu[K.hitānu]bandhepsitakāmadā	YY_5.31ab/.guroH vilagna-aMSa-dinezu yAtrA SuBa-anu[K.hita-anu]banDa-Ipsita-kAma-dA
   ca/(Bṝ 5.31--33)	ca/(BL 5.31--33)
   YY_5.31cd/.jāye 'va bhartur manaso 'nukūlā kulābhivṛddhyai ratidā hitā	YY_5.31cd/.-jAye ava BartuH manasaH anukUlA kula-aBivRdDyE rati-dA hitA
   ca//	ca//
   YY_5.32ab/.yātrā bhṛgor aṃśadinodayeṣu prīṇāti kāmair vividhair yiyāsum//	YY_5.32ab/.yAtrA BRgoH aMSa-dina-udayezu prINAti kAmEH viviDEH yiyAsum//
   YY_5.32cd/.vilāsinī kāmavaśopayātam bhāvair anekair madanāture 'va//	YY_5.32cd/.vilAsinI kAma-vaSa-upayAtam BAvEH anekEH madana-Ature ava//
   YY_5.33ab/.dyulagnabhāgeṣu śaneś ca yātrā prāṇacchidādīn	YY_5.33ab/.dyu-lagna-BAgezu SaneH ca yAtrA prANa=-Cida-AdIn
   pracinoti[K.pratanoti] doṣān/	pracina-uti[K.-pratanoti] dozAn-/
   YY_5.33cd/.anyaprasaktā vanite 'va mohāt saṃṣevitā[K.mohān niṣevitā]	YY_5.33cd/.anya-prasaktA vanite ava mohAt saMzevita-a[-K.mohAt nizevitA]
   manmathamohitena//	manmaTa-mohitena//
   YY_5.34ab/.lagnena hīnā 'nyaguṇānvitāpi prītiṃ na yātrā manasaḥ karoti/	YY_5.34ab/.lagnena hInA anya-guNa-anvitA-api prItim na yAtrA manasaH karoti/
   YY_5.34cd/.svalaṅkṛtā rūpasamanvitā 'pi prabhraṣṭaśīlā vanite 'va puṃsaḥ//	YY_5.34cd/.su-alaFkRtAH rUpa-samanvitA api praBrazwa-SIlAH vanite ava puMsaH//
   YY_5.35ab/.lagnasya śuddhiḥ śakunair nimittair vijñāyate 'ntaḥkaraṇena	YY_5.35ab/.lagnasya SudDiH SakunEH nimittEH vijQAyate antaHkaraNena
   samyak/	samyak-/
   YY_5.35cd/.ananyabhāvāśrayasaṃpravṛttaiḥ kaulī 'va puṃsaś caritair	YY_5.35cd/.ananya-BAva-ASraya-saMpravRttEH kOlI ava puMsaH caritEH-
   videśe//	videSe//
   YY_5.36ab/.chāyā śubhāśubhaphalāni nivedayantī lakṣyā manuṣyapaśupakṣiṣu	YY_5.36ab/.CAyA SuBa-aSuBa-PalAni nivedayantI lakzyAH manuzya-paSu-pakzizu
   lakṣaṇajñaiḥ/	lakzaNa-jQEH/
   YY_5.36cd/.tejoguṇān bahir api pravikāśayantī dīpaprabhā	YY_5.36cd/.-tejaH-guNAn bahis api pravikASayantI dIpa-praBA
   sphaṭikaratnaghaṭasthitaiva[K.sphaṭikaratnaghaṭasthite 'va]//	sPawika-ratna-Gawa-sTitA-eva[-K.-sPawika-ratna-Gawa-sTite ava]//
   YY_5.37ab/.snighadvijatvaṅnakharomakeśā chāyā sugandhā ca mahīsamutthā/	YY_5.37ab/.-sniGa-dvija-tvak-naKa-romakeSA CAyA suganDA ca mahI-samutTA/
   YY_5.37cd/.tuṣṭyarthalābhābhiudayān karoti dharmasya ca 'hany ahani	YY_5.37cd/.-tuzwi-arTa-lABa-aBiudayAn karoti Darmasya ca ahani ahani
   pravṛddhim//	pravRdDim//
   YY_5.38ab/.snigdhā sitā ca haritā nayanābhirāmā	YY_5.38ab/.-snigDA sitA ca haritA nayana-aBirAmA
   saubhāgyamārdavasukhābhyudayān karoti/	sOBAgya-mArdava-suKa-aByudayAn karoti/
   YY_5.38cd/.sarvārthasiddhijananī jananī 'va cāpyā[K.''pyā] chāyā phalaṃ	YY_5.38cd/.-sarva-arTa-sidDi-jananI jananI ava ca-api-A[K.-aapyA] CAyA Palam
   tanubhṛtāṃ śubham ādadhāti//	tanuBRtAm SuBam AdaDAti//
   YY_5.39ab/.caṇḍā 'dhṛṣyā padmahemāgnivarṇā yuktā tejovikramaiḥ	YY_5.39ab/.caNxA aDRzyA padma-hema-agni-varNA yuktA tejaH-vikramEH
   sapratāpaiḥ/	sa-pratApEH/
   YY_5.39cd/.āgneyī 'ti prāṇināṃ syāj jayāya kṣipraṃ siddhiṃ vāñchitārthasya	YY_5.39cd/.A-AgneyI ati prANinAm syAt jayAya kzipram sidDim vAQCita-arTasya
   dhatte//	Datte//
   YY_5.40ab/.malinaparuṣakṛṣṇā pāpagandhā 'nilotthā janayati	YY_5.40ab/.-malina-paruza-kRzNA pApa-ganDA anila-utTA janayati
   vadhabandhavyādhyanarthārthanāśān/	vaDa-banDa-vyADi-anarTa-arTa-nASAn/
   YY_5.40cd/.sphaṭikasadṛśarūpā bhāgyayuktā 'tyudārā nidhir iva gaganotthā	YY_5.40cd/.-sPawika-sadRSa-rUpAH BAgya-yuktA ati-udArAH niDiH iva gagana-utTA
   śreyasāṃ svacchavarṇā//E40	SreyasAm svacCa-varNA/-/E40
   YY_6.1ab/.puruhūtahutāśayamā nirṛtir varuṇānilayakṣaśivāś ca diśām/	YY_6.1ab/.-puruhUta-hutASa-yamA nirRtiH varuNa-anila-yakza-SivAH ca diSAm-/
   YY_6.1cd/.punar arkasitāratamoravijāḥ śaśisaumyabṛhaspatayaḥ patayaḥ//	YY_6.1cd/.-punar arka-sitAra-tamaH-ravijAH SaSi-sOmya-bRhaspatayaH patayaH//
   YY_6.2ab/.śacyā sahairāvaṇagaḥ savajro haimo 'thavā dārumayo mahendraḥ/	YY_6.2ab/.SacyA sahErAvaNa-gaH sa-vajraH hEmaH aTavA dAru-mayaH mahA-indraH/
   YY_6.2cd/.vicitramālyadhvajaraktacandanaiḥ saumyopahāreṇa ca pūjanīyaḥ//	YY_6.2cd/.-vicitra-mAlya-Dvaja-raktacandanEH sOmya-upahAreNa ca pUjanIyaH//
   YY_6.3ab/.atha mantram[K.mantraḥ:] iti japtvā purataḥ prandarasya/	YY_6.3ab/.aTa mantra-m[K.mantraH:] iti japtvA puratas prandarasya/
   YY_6.3cd/.puruhūtadiśaṃ nṛpo 'bhiyuñjyāt puruhūtaṃ hṛdaye niveśya samyak//	YY_6.3cd/.-puruhUta-diSam nRpaH aBiyuQjyAt puruhUtam hRdaye niveSya samyak//
   YY_6.4ab/.tāmrajā pratikṛtiḥ sahasrago raktacandanakṛtānulepanā/	YY_6.4ab/.tAmra-jA pratikRtiH sahasragaH raktacandana-kRta-anulepanA/
   YY_6.4cd/.raktavastrakusumadhvajārcitā[K.dhvajācitā] sūryakāntamaṇibhir	YY_6.4cd/.-rakta-vastra-kusuma-Dvaja-arcita-a[K.Dvaja-AcitA] sUryakAnta-maNiBiH-
   vibhūṣitā//	viBUzitA//
   YY_6.5ab/.<ā kṛṣṇa> pūrvaṃ yadivā 'py mantraṃ samāvartya raveḥ purastāt/	YY_6.5ab/.<A kRzNa> pUrvam yat-ivA api mantram samAvartya raveH purastAt/
   YY_6.5cd/.kṣīraudanena pratipūjya yāyāt prācīm puraskṛtya dineśaśakrau//	YY_6.5cd/.kzIra-odanena pratipUjya yAyAt prAcIm puraskRtya dineSa-SakrO//
   YY_6.6ab/.agnes tanuḥ kanakenaiva kāryā raktaā[K.raktaṃ] dhvajaṃ kusumaṃ	YY_6.6ab/.agneH tanuH kanakena-eva kAryA raktaA-a[K.-raktaM] Dvajam kusumam
   candanaṃ ca/	candanam ca/
   YY_6.6cd/.ājyam balir hutabhugvijigīṣor[K.hutabhugdigjigīṣor]	YY_6.6cd/.Ajyam baliH hutaBuj-vijigIzoH-[K.-hutaBuj-digjigIzoH-]
   mantro[K.mantraṃ] pibeti[K.paṭhec ca]//	mantraH-[K.mantraM] pibA-iti[K.paWet ca]//
   YY_6.7ab/.kāryaś citro ditisutagurur vāmayorṣāddhakāyo[K.yamo vā	YY_6.7ab/.kAryaH citraH diti-suta-guruH vAmayoH-zAdDakAya-u[K.yamaH vA
   'rdhakāyo] nānārūpāḥ kusumabhalayas tasya citro dhvajaś ca/	arDakAyo] nAnA-rUpAH kusuma-BalayaH tasya citraH DvajaH ca/
   YY_6.7cd/.<śukrajyotiḥ> prabhṛti ca japen[K.paṭhen] mantram asya 'gratas	YY_6.7cd/.<-Sukra-jyotiH> praBRti ca japen[K.paWen] mantram asya agratas
   tau kṛtvā yāyād bhṛgujadahanau jetum icchus[K.icchaṃs] tad āśām//	tO kRtvA yAyAt BRguja-dahanO jetum icCu-s[K.i=-CaMs] tat ASAm//
   YY_6.8ab/.ayomayam prodyatadaṇḍahastaṃ yamaṃ	YY_6.8ab/.ayaH-mayam prodyata-daNxa-hastam yamam
   sakṛṣṇadhvajapuṣpagandham[K.sakṛṣṇa\-.dhvaja\-.puṣpa\-.gandhaiḥ]/	sa-kRzNa-Dvaja-puzpa-ganDa-m[K.sa-kRzNa-\-.Dvaja\-.-puzpa-\-.ganDEH]/
   YY_6.8cd/.tilaudanair[K.tilodanair] arcya samāṃsamadyair ca japo 'sya	YY_6.8cd/.-tila-oda-nEH-[K.ti-lodanEr] arcya sa-mAMsa-madyEH ca japaH asya
   kāryaḥ//	kAryaH//
   YY_6.9ab/.mūrttiḥ syād rudhirākhyasaṃjñamaṇinā[K.rudhirākṣasaṃjñamaṇinā]	YY_6.9ab/.mUrttiH syAt ruDira-AKya-saMjQa-maNinA-a[-K.ru-DirAkza-saMjQa-maNinA]
   bhaumasya raktāḥ srajo raktāni dhvajacandanāni kusumaiḥ pakvānnamāṃsair	BOmasya raktAH srajaH raktAni Dvaja-candanAni kusumEH pakva-anna-mAMsEH-
   baliḥ/	baliH/
   YY_6.9cd/.padaiḥ stutiḥ kṣitisutasyaivaṃ yamāṅgārakau diṅnāthau gamane	YY_6.9cd/.-padEH stutiH kziti-sutasya-evam yama-aFgArakO diS-nATO gamane
   'grato narapatiḥ kṛtvā vrajed dakṣiṇam[K.dakṣiṇām]//	agratas narapatiH kRtvA vrajet dakziNa-m[K.-dakziNAm]//
   YY_6.10ab/.bhairavāpratikṛtiḥ paṭe kṛtā	YY_6.10ab/.BErava-apratikRtiH pawe kRtA
   sarvagandha[K.puṣpa]phalapuṣpa[K.dhūpa]pūjitā/	sarva-ganDa[K.puzpa]-Pala-puzpa[K.DUpa]-pUjitA/
   YY_6.10cd/. nirṛtimantracodanā kṛṣṇaraktakusumadhvajāmbarā//	YY_6.10cd/. nirRti-mantra-codanA kRzNa-rakta-kusuma-Dvaja-ambarA//
   YY_6.11ab/.suradārumayaḥ śaśāṅkaśatruḥ kusumādyair asitaiḥ kṛtopahāraḥ/	YY_6.11ab/.suradAru-mayaH SaSAFka-SatruH kusuma-AdyEH asitEH kRta-upahAraH/
   YY_6.11cd/.nirṛtisahitaḥ[K.nirṛter mahitaḥ] svadikprayāṇe stutimantro 'sya	YY_6.11cd/.-nirRti-sahitaH[K.nirRteH mahitaH] sva-diS-prayANe stuti-mantraH asya
   ca kīrtitaḥ //	ca kIrtitaH //
   YY_6.12ab/.paścād vrajed rajatamayaṃ jaleśvaraṃ pāśānvitam saha gadayā	YY_6.12ab/.paScAt vrajet rajata-mayam jaleSvaram pASa-anvitam saha gadayA
   'bjapūjitam/	abja-pUjitam/
   YY_6.12cd/.kṛtvaudanair balim api yāvākānvitaṃ[K.yāvākācitaṃ]	YY_6.12cd/.kRtvA-odanEH balim api yAvAka-anvita-M[K.yO=-AkAcitaM]
   varuṇa[K.varuṇaṃ] iti stuyād dvijaḥ//	varuNa-[K.varuNan] iti stuyAt dvijaH//
   YY_6.13ab/.saurer arcā nīlakācā ṛśāṅgī pūjyā kṛṣṇair vastramālyopahāraiḥ/	YY_6.13ab/.sOreH arcA nIla-kAcA RSa-aFgI pUjyA kRzNEH vastra-mAlya-upahArEH/
   YY_6.13cd/.<śaṃ no devī> 'ty eṣa mantro 'parāśāṃ jetuṃ yāyāt tau	YY_6.13cd/.<Sam naH devI> ati eza mantraH aparASAm jetum yAyAt tO
   puraskṛtya devau//	puraskRtya devO//
   YY_6.14ab/.vāyor mūrttiḥ śvetamṛdbhir vidheyā pūjyā śvetaiḥ	YY_6.14ab/.vAyoH mUrttiH Sveta-mRdBiH viDeyA pUjyA SvetEH
   puṣpavastradhvajādyaiḥ/	puzpa-vastra-Dvaja-AdyEH/
   YY_6.14cd/.mantro 'ti jāpyo vāyavyāśām prasthitasye ''śvarasya//	YY_6.14cd/.-mantraH ati jApyaH vAyavya-ASAm prasTitasye aaSvarasya//
   YY_6.15ab/.mantraḥ somasyā <''pyāyasve> 'ty anyac chvetaṃ sragvastrādyam/	YY_6.15ab/.mantraH somasyAH <-aapi-Ayasve> ati anyat Svetam sraj-vastra-Adyam/
   YY_6.15cd/.vāyuṃ somaṃ ca 'gre kṛtvā yāyād rājā vāyoḥ kāṣṭhām//	YY_6.15cd/.-vAyum somam ca agre kRtvA yAyAt rAjA vAyoH kAzWAm//
   YY_6.16ab/.hāṭakamūrtiṃ[K.hāṭakīm mūrtiṃ] kuryād dhanadasya	YY_6.16ab/.hAwaka-mUrtiM[K.hAwakIm mUrtiM] kuryAt Danadasya
   vibhūṣitāṃ[K.bhūṣitāṃ] ratnaiḥ sagadāñ ca[K.sarvaiḥ sagadāṃ ca]/	viBUzita-aM[K.BUzitAM] ratnEH sa-gadAn ca[K.-sarvEH sa-gadAm ca]/
   YY_6.16cd/.pūjitāṃ sragvastrādyaiś ca vicitrai 'ty eṣa hi mantraḥ//	YY_6.16cd/.-pUjitAm sraj-vastra-AdyEH ca vicitra-e ati eza hi mantraH//
   YY_6.17ab/.sauvarṇaṃ rajatāsane nṛmithunaṃ candrātmajasyeṣyate	YY_6.17ab/.-sOvarNam rajata-Asane nR-miTunam candra-Atmajasya-izyate
   hāridraudana\-.miṣṭa\-.gandha\-.kusumair gandhaiś ca saṃpūjitam[K.tat	hAridra-odana-\-.mizwa-\-.ganDa\-.-kusumEH ganDEH ca saMpUjitam-[K.tat
   pūjitam]/	pUjitam]/
   YY_6.17cd/. japaś ca tasya kathitaḥ syād brahmayajñeti	YY_6.17cd/. japaH ca tasya kaTitaH syAt brahmayajQa-iti
   ca[K.brahmayajñādinā] gacched uttarato dhaneśvarabudhau dhyāyan puraskṛtya	ca[K.brahma-yajQa-AdinA] gacCet uttaratas DaneSvara-buDO DyAyan puraskRtya
   ca//	ca//
   YY_6.18ab/.gotvagjāpyati bhairavā[K.gotvagjā pratibhairavā] pratikṛtir	YY_6.18ab/.go-tvac-jApyati BEravA[-K.go-tvagjA pratiBEravA] pratikRtiH-
   bhasmotkaṭā śūlino dadhnā codanaṣaṃyutena ca[K.omitted] balir[K.balibhir]	Basma-utkawA SUlinaH daDnA codanazaMyutena ca[K.omitted] baliH-[K.-baliBiH-]
   mantro /	mantraH /
   YY_6.18cd/.mūrttiḥ syān maṇito guror vimalikā[K.vimalakāt] pītaṃ tu	YY_6.18cd/.mUrttiH syAt maNitaH guroH vimalikA-a[K.-vimala-kAt] pItam tu
   vastrādikaṃ[K.vastrādi yan] mantraś ca 'sya iti tayor yāyād diśam pūjya	vastra-Adi-kaM[K.-vastra-Adi yan] mantraH ca asya iti tayoH yAyAt diSam pUjya
   tau//	tO//
   YY_6.19ab/.diṅnāthaṃ kuladevatāṃ svanagare yeṣāṃ kṛtāc ca ''layās tān	YY_6.19ab/.dij-nATam kula-devatAm sva-nagare yezAm kRtAt ca aalayAH tAn
   sampūjya yathānurūpa\-.balibhir dadyād balim bhautikīm[K.bhautikam]/	sampUjya yaTA-anurUpa-\-.baliBiH dadyAt balim BOtikI-m[K.BOtikam]/
   YY_6.19cd/.kṛtvā pāyasamadyamāṃsapalalair bhakṣyaiś ca nānāvidhair	YY_6.19cd/.kRtvA pAyasa-madya-mAMsa-palalEH BakzyEH ca nAnAviDEH-
   bālakṛīḍanakaiḥ sugandhakusumair[K.sugandhikusumair] mūlaiḥ phalaiḥ	bAla-kRIxanakEH suganDa-kusumEr[K.-suganDi-kusumEr] mUlEH PalEH
   svādubhiḥ//	svAduBiH//
   YY_6.20ab/.rathyāpuradvāranadītaṭeṣu catuṣpathāṭṭālakaniḥkuṭeṣu/	YY_6.20ab/.raTyApura-dvAra-nadI-tawezu catuzpaTa-awwAlaka-niHkuwa-izu/
   YY_6.20cd/.guhaikavṛkṣādiṣu ye vasanti te pūjanīyāḥ pramathā yathāvat//	YY_6.20cd/.guhA-eka-vRkza-Adizu ye vasanti te pUjanIyAH pramaTAH yaTAvat-//
   YY_6.21ab/.	YY_6.21ab/.
   YY_6.21cd/.kuberarudrāhisuparṇaśaktibhṛtpiśācadaityānucarāś ca ye gaṇāḥ>//	YY_6.21cd/.kubera-rudra-ahi-suparNa-Sakti-BRt-piSAca-dEtya-anucarAH ca ye gaNAH>//
   YY_6.22ab/.	YY_6.22ab/.
   YY_6.22cd/.pavanasadṛśavegā mānino nityahṛṣṭās	YY_6.22cd/.-pavana-sadRSa-vegAH mAninaH nitya-hRzwA-as
   taruṇadinakaratviṭspardhitejodadhāṇāḥ>//	taruNa-dinakara-tviz-sparDi-ta-ija-udaDANAH>//
   YY_6.23ab/.	YY_6.23ab/.
   YY_6.23cd/.nānāpakṣivyāloṣṭrāsyā vaktrair hīnāḥ kroḍāsyāś ca>//	YY_6.23cd/.-nAnA-pakzi-vyAla-uzwra-AsyAH vaktrEH hInAH kroxa-AsyAH ca>//
   YY_6.24ab/.	YY_6.24ab/.
   YY_6.24cd/.vikaṭā mukuṭotkaṭaratnabhṛtas taruṇārkataḍiddhutabhukkapilāḥ>//	YY_6.24cd/.-vikawAH mukuwa-utkawa-ratna-BRtaH taruNa-arka-taxit-huta-Buj-kapilAH>//
   YY_6.25ab/.	YY_6.25ab/.
   YY_6.25cd/.aśaninipātasvanasaninādā[K.manādā] drutagamane ca	YY_6.25cd/.aSani-nipAta-svanasa-ninAda-a[-K.manAdA] druta-gamane ca
   sva[K.śva]sanamanogāḥ>//	sva[K.Sva]sana-manaH-gAH>//
   YY_6.26ab/.	YY_6.26ab/.
   YY_6.26cd/.kaṇaya[K.kaṇapa]parighakuntamuṣṭimāyā	YY_6.26cd/.-kaNaya[-K.-kaNa-pa]-pariGa-kunta-muzwi-mAyA
   laguḍakuṭhāraśataghnīdhāriṇaś ca>//	laguxa-kuWAra-SataGnI-DAriNaH ca>//
   YY_6.27ab/.	YY_6.27ab/.
   YY_6.27cd/.jitvā 'rīn dviguṇam ato baliṃ vicitraṃ dāsyāmaḥ svaviṣayam etya	YY_6.27cd/.jitvA arIn dviguNam atas balim vicitram dAsyAmaH sva-vizayam etya
   vaḥ prasādāt>//	vaH prasAdAt>//
   YY_6.28ab/.	YY_6.28ab/.
   YY_6.28cd/.rakṣārtham manujapateḥ sahāyakṛtyaṃ kruvīdhvaṃ	YY_6.28cd/.-rakzA-arTam manuja-pateH sahAya-kRtyam kruvIDvam
   ripubalasaṃkṣayāya ca 'sya>//	ripu-bala-saMkzayAya ca asya>//
   YY_6.29ab/.	YY_6.29ab/.
   YY_6.29cd/.evaṃ bhavaty upakṛtaṃ sumahad bhavadbhiḥ kāryaṃ kariṣyati yathā	YY_6.29cd/.-evam Bavati upakRtam su-mahat BavadBiH kAryam karizyati yaTA
   bhavatāṃ prasādāt>//E29	BavatAm prasAda-at>//E29
   YY_7.1ab/.madayantikā 'śvagandhā madanaphalavacāmadhūni śasyante/	YY_7.1ab/.madayantikAH aSvaganDA madana-Pala-vacA-maDUni Sasyante/
   YY_7.1cd/.prathamarkṣe bharaṇīṣu ca[K.(tu)] siddhārthakabhadradāruvacāḥ//	YY_7.1cd/.-praTama-Rkze BaraNIzu ca[K.(tu)] sidDArTaka-Badra-dAru-vacAH//
   YY_7.2ab/.nyagrodhaśirīṣāśvatthapatragandhāś ca kṛttikāsnāne/	YY_7.2ab/.-nyagroDa-SirIza-aSvatTa-patra-ganDAH ca kRttikA-snAne/
   YY_7.2cd/.bahubījapraśastatoyair jayārthino rohiṇīsnānam//	YY_7.2cd/.-bahu-bIja-praSasta-toyEH jaya-arTinaH rohiNI-snAnam//
   YY_7.3ab/.muktākāñcanamaṇisaṃyuktena 'mbhasā mṛigāṅkarkṣe/	YY_7.3a-b/.muktA-kAQcana-maNi-saMyuktena amBasA mRigAFka-Rkze/
   YY_7.3cd/.raudre vacāśvagandhāpriyaṃgumiśrair jalaiḥ kathitam//	YY_7.3cd/.-rOdre vacA-aSvaganDA-priyaMgu-miSrEH jalEH kaTitam//
   YY_7.4ab/.āditye gomayagoṣṭhamṛdbhir atha gauraśālibhiḥ puṣye/	YY_7.4ab/.a-Aditye gomaya-gozWa-mRdBiH aTa gOra-SAliBiH puzye/
   YY_7.4cd/.siddhārthasahasradvaya[K.siddhārthadvisahasraiḥ]priyaṃgumadayantikābhiś	YY_7.4cd/.-sidDArTa-sahasra-dvaya-[K.-sidDArTa-dvi-sahasrEH]priyaMgu-madayantikA-aBiH-
   ca//	ca//
   YY_7.5ab/.valmīkaśatān mṛdbhiḥ nāge[K.sārpe] pitrye ca devanirmālyaiḥ/	YY_7.5ab/.valmIka-SatAt mRdBiH nAge[K.sArpe] pitrye ca deva-nirmAlyEH/
   YY_7.5cd/.pūrvāsu phalgunīṣu ca salavaṇaghṛtaśāḍvalaiḥ proktam//	YY_7.5cd/.-pUrvAsu PalgunIzu ca sa-lavaNa-GRta-SAxvalEH proktam//
   YY_7.6ab/.śatapuṣpayā priyaṃgvā mustābhiś cottarāsu kruvīta/	YY_7.6ab/.SatapuzpayA priyaMgvA mustABiH ca-uttarAsu kruvIta/
   YY_7.6cd/.haste sarogirimṛdā citrāyāṃ devanirmālyaiḥ//	YY_7.6cd/.-haste sa-rogiri-mRdA citrAyAm deva-nirmAlyEH//
   YY_7.7ab/.svātau jalaruhakusumair aindrāgnye[K.aindrāgne]	YY_7.7ab/.-svAtO jalaruha-kusumEH Endra-agni-e[-K.A-Endra-agne]
   matsya[K.musta]padmakakṣaudraiḥ/	matsya[K.-musta]padmaka-kzOdrEH/
   YY_7.7cd/.maitre saridubhayamṛdā haritālamṛdā ca māhendre//	YY_7.7cd/.-mEtre sarit-uBaya-mRdA haritAla-mRdA ca mAhendre//
   YY_7.8ab/.bhadrāsane śamīmayapatrasahasradvayāmbubhir mūle//	YY_7.8ab/.Badra-Asane SamI-maya-patra-sahasra-dvaya-ambuBiH mUle//
   YY_7.8cd/.samadhūkapadmamatsyaiḥ snānam aṣāḍhāsu pūrvāsu//	YY_7.8cd/.sa-maDUka-padma-matsyEH snAnam azAXAsu pUrva-asu//
   YY_7.9ab/.kuryād uśīracandanapadmakamiśreṇa vāriṇā vaiśve/	YY_7.9ab/.kuryAt uSIra-candana-padmaka-miSreNa vAriNA vESve/
   YY_7.9cd/.nadyubhayakūlasaṃgamamṛtkanakaiḥ kīrtyate śravaṇe//	YY_7.9cd/.-nadyu-Baya-kUla-saMgama-mRd-kanakEH kIrtyate SravaNe//
   YY_7.10ab/.ghṛtabhadradārumadhubhiś ca vāsave vārune ghṛtakṣaudraiḥ/	YY_7.10ab/.-GRta-BadradAru-maDuBiH ca vAsave vArune GRta-kzOdrEH/
   YY_7.10cd/.samadanaphala[K.samadanaphalaiḥ]sahadevāmbuśūkamadayantikāmiśraiḥ//	YY_7.10cd/.sa-madana-Pala[K.sa-madana-PalEH]-sahadeva-ambu-SUka-madayantikA-miSrEH//
   YY_7.11ab/.śrīvāsakaḥ priyaṃguś ca ''je syād uttarāsv agurugandhāḥ/	YY_7.11ab/.-SrI-vAsakaH priyaMguH ca aaje syAt uttarAsu aguru-ganDAH/
   YY_7.11cd/.śastāḥ sapadmakośīracandanā mānavendrāṇām//	YY_7.11cd/.SastAH sa-padmaka-uSIra-candanAH mAnava-indrANAm-//
   YY_7.12ab/.revatyāṃ vṛṣabhadvipaviṣāṇakośaiḥ ca	YY_7.12ab/.revatyAm vRzaBa-dvipa-vizANa-koSEH ca
   sarpimadhupūrṇaiḥ[K.sasarpimadhupūrṇaiḥ]/	sarpi-maDu-pUrNEH-[K.sa-sarpi-maDu-pUrNEH]/
   YY_7.12cd/.gorocanāñjanayutaiḥ salilaiś ca yiyāsataḥ puṃsaḥ[K.yiyāsatām	YY_7.12cd/.-gorocanA-aQjana-yutEH salilEH ca yiyAsataH puMsaH[K.yiyA-asatAm
