   oṃ	om
   sa ya evam etad yajñāyajñīyam aṅgeṣu protaṃ veda |	sa yaH evam etat yajQAyajQIyam aFgezu protam veda |
   aṅgī bhavati |	aFgI Bavati |
   nāṅgena vihūrchati |	na aFgena vihUrCati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   saṃvatsaraṃ majjño nāśnīyāt |	saMvatsaram majjQaH na aSnIyAt |
   tad vratam |	tat vratam |
   majjño nāśnīyād iti vā || ChUp_2,19.2 ||	majjQaH na aSnIyAt iti vA || ShUp_2,19.2 ||
   ChUpBh_2,19.2 aṅgī bhavati samagrāṅgo bhavatītyarthaḥ /	ChUpBh_2,19.2 aFgI Bavati samagra aFgaH Bavati iti arTaH /
   nāṅgena hastapādādinā vihūrchati na kuṭilī bhavati paṅguḥ kuṇī vetyarthaḥ	na aFgena hasta pAda AdinA vihUrCati na kuwilI Bavati paFguH kuNI vA iti arTaH
   saṃvatsaraṃ saṃvatsaramātraṃ majjño māṃsāni nāśnīyānna bhakṣayet /	saMvatsaram saMvatsara mAtram majjQaH mAMsAni na aSnIyAt na Bakzayet /
   bahuvacanaṃ matsyopalakṣaṇārtham /	bahuvacanam matsya upalakzaNa arTam /
   majjño nāśnīyātsarvadaiva nāśnīyāditi vā tadvratam //2//	majjQaH na aSnIyAt sarvadA eva na aSnIyAt iti vA tad vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasyaikonaviṃśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya ekonaviMSaH KaNxaH
   START ChUp 2,20.1	START ShUp 2,20.1
   agnir hiṅkāraḥ |	agniH hiFkAraH |
   vāyuḥ prastāvaḥ |	vAyuH prastAvaH |
   āditya udgīthaḥ |	AdityaH udgITaH |
   nakṣatrāṇi pratihāraḥ |	nakzatrANi pratihAraH |
   candramā nidhanam |	candramAH niDanam |
   etad rājanaṃ devatāsu protam || ChUp_2,20.1 ||	etat rAjanam devatAsu protam || ShUp_2,20.1 ||
   ChUpBh_2,20.1 agnirhiṅkāraḥ prathamasthānatvāt /	ChUpBu _2,20.1 agniH hiFkAraH praTama sTAna tvAt /
   vāyuḥ prastāva ānantaryasāmānyāt /	vAyuH prastAvaH Anantarya sAmAnyAt /
   āditya udgīthaḥ śraiṣṭhyāt /	AdityaH udgITaH SrEzWyAt /
   nakṣatrāṇi pratihāraḥ pratihṛtatvāt /	nakzatrANi pratihAraH pratihRta tvAt /
   candramā nidhanaṃ karmiṇāṃ tannidhanāt /	candramAH niDanam karmiNAm tat niDanAt /
   etadrājanaṃ devatāsu protaṃ devatānāṃ dīptimattvāt //1 //	etat rAjanam devatAsu protam devatAnAm dIptimat tvAt //1 //
   START ChUp 2,20.2	START ShUp 2,20.2
   sa ya evam etad rājanaṃ devatāsu protaṃ veda |	sa yaH evam etat rAjanam devatAsu protam veda |
   etāsām eva devatānāṃ salokatāṃ sarṣṭitāṃ sāyujyaṃ gacchati |	etAsAm eva devatAnAm salokatAm sa Rzwi tAm sAyujyam gacCati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   brāhmaṇān na nindet |	brAhmaNAn na nindet |
   tad vratam || ChUp_2,20.2 ||	tat vratam || ShUp_2,20.2 ||
   ChUpBh_2,20.2 vidvatphalam etāsāmevāgnyādīnāṃ devatānāṃ salokatāṃ	ChUpBh_2,20.2 vidvat Palam etAsAm eva agni AdInAm devatAnAm salokatAm
   samānalokatāṃ sārṣṭitāṃ samānarddhitvaṃ sāyujyaṃ	samAna lokatAm sa ArzwitAm samAna RdDi tvam sAyujyam
   samugbhāvamekadehadehitvamityetat /	sa mugBAvam eka deha dehi tvam iti etat /
   vāśabdo 'tra lupto draṣṭavyaḥ salokatāṃ vetyādi /	vA SabdaH atra luptaH drazwavyaH salokatAm vA ityAdi /
   bhāvanāviśeṣataḥ phalaviśeṣopapatteḥ /	BAvanA viSezataH Pala viSeza upapatteH /
   gacchati prāpnoti /	gacCati prApnoti /
   samuccayānupapatteśca /	samuccaya anupapatteH ca /
   brāhmaṇānna nindettadvratam /	brAhmaNAn na nindet tat vratam /
   "ete vai devāḥ pratyakṣaṃ yadbrāhmaṇā"iti śruterbrāhmaṇanindā	"ete vE devAH pratyakzam yat brAhmaNA" iti SruteH brAhmaNa nindA
   devatānindaiveti //2//	devatA anindA eva iti //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya viṃśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya viMSaH KaNxaH
   START ChUp 2,21.1	START ShUp 2,21.1
   trayī vidyā hiṅkāraḥ |	trayI vidyA hiFkAraH |
   traya ime lokāḥ sa prastāvaḥ |	trayaH ime lokAH sa prastAvaH |
   agnir vāyur ādityaḥ sa udgīthaḥ |	agniH vAyuH AdityaH saH udgITaH |
   nakṣatrāṇi vayāṃsi marīcayaḥ sa pratihāraḥ |	nakzatrANi vayAMsi marIcayaH sa pratihAraH |
   sarpā gandharvāḥ pitaras tan nidhanam |	sarpAH ganDarvAH pitaraH tat niDanam |
   etat sāma sarvasmin protam || ChUp_2,21.1 ||	etat sAma sarvasmin protam || ShUp_2,21.1 ||
   ChUpBh_2,21.1 trayī vidyā hiṅkāraḥ /	ChUpBh_2,21.1 trayI vidyA hiFkAraH /
   agnyādisāmna ānantaryaṃ trayīvidyāyā agnyādikāryatvaśruteḥ /	agni Adi sAmnaH Anantaryam trayI vidyAyAH agni Adi kAryatva SruteH /
   hiṅkāraḥ prāthamyātsarvakartavyānām /	hiFkAraH prATamyAt sarva kartavyAnAm /
   traya ime lokāstatkāryatvādanantarā iti prastāvaḥ /	trayaH ime lokAH tad kArya tvAt anantarAH iti prastAvaH /
   agnyādīnāmudgīthatvaṃ śraiṣṭhyāt /	agni AdInAm udgITa tvam SrEzWyAt /
   nakṣatrādīnāṃ pratihṛtatvātpratihāratvam /	nakzatra AdInAm pratihRta tvAt pratihAra tvam /
   sarpādīnāṃ dhakārasāmānyānnidhanatvametatsāma nāmaviśṣābhāvātsāmasamudāyaḥ	sarpa AdInAm DakAra sAmAnyAt niDana tvam etat sAma nAma viSza aBAvAt sAma samudAyaH
   sāmaśabdaḥ  sarvasminprotam /	sAma SabdaH  sarvasmin protam /
   trayīvidyādidṛṣṭyā hiṅkārādisāmabhaktaya upāsyāḥ /	trayI vidyA Adi dRzwyA hiFkAra Adi sAma Baktaye upAsyAH /
   atīteṣvapi sāmopāsaneṣu yeṣu yeṣu protaṃ yadyatsāma taddṛṣṭyā	atItezu api sAma upAsanezu yezu yezu protam yat yat sAma tad dRzwyA
   tadupāsyamiti /	tad upAsyam iti /
   karmāṅganāṃ dṛṣṭiviśeṣeṇājyasyeva saṃskāryatvāt //1 //	karma aFganAm dRzwi viSezeNa Ajyasya iva saMskArya tvAt //1 //
   START ChUp 2,21.2	START ShUp 2,21.2
   sa ya evam etat sāma sarvasmin protaṃ veda sarvaṃ ha bhavati ||	sa yaH evam etat sAma sarvasmin protam veda sarvam ha Bavati ||
   ChUp_2,21.2 ||	ChUp_2,21.2 ||
   ChUpBh_2,21.2 sarvaviṣayasāmavidaḥ phalaṃ sarvaṃ ha bhavati sarveśvaro	ChUpBh_2,21.2 sarva vizaya sAma vidaH PalaM sarvam ha Bavati sarva ISvaraH 
   bhavatītyarthaḥ /	Bavati iti arTaH /
   nirupacaritasarvabhāve hi diksthebhyo baliprāptyanupapattiḥ //2 //	nirupacarita sarva BAve hi diS sTeByaH bali prApti anupapattiH //2 //
   START ChUp 2,21.3	START ShUp 2,21.3
   tad eṣa ślokaḥ |	tat eza SlokaH |
   yāni pañcadhā trīṇi trīṇi |	yAni paQcaDA trINi trINi |
   tebhyo na jyāyaḥ param anyad asti || ChUp_2,21.3 ||	teByaH na jyAyaH param anyat asti || ShUp_2,21.3 ||
   ChUpBh_2,21.3 tadetasminnartha eṣa śloko mantro 'pyasti /	ShUpBh_2,21.3 tat etasmin= arTaH eza SlokaH mantraH api asti /
   yāni pañcadhā pañcaprakāreṇa hiṅkārādivibhāgaiḥ proktāni trīṇi trīṇi	yAni paQcaDA paQca prakAreNa hiFkAra Adi viBAgEH proktAni trINi trINi
   trayīvidyādīni tebhyaḥ pañcatrikebhyo jyāyo mahattaraṃ paraṃ ca	trayI vidyA AdIni teByaH paQcatrikeByaH jyAyaH mahattaram param ca
   vyatiriktamanyadvastvantaraṃ nāsti na vidyata ityarthaḥ /	vyatiriktam anya t vastu antaram na asti na vidyate iti arTaH /
   tatraiva hi sarvasyāntabhaviḥ //3 //	tatra eva hi sarvasya anta BaviH //3 //
   START ChUp 2,21.4	START ShUp 2,21.4
   yas tad veda sa veda sarvam |	yaH tat veda sa veda sarvam |
   sarvā diśo balim asmai haranti |	sarvAH diSaH balim asmE haranti |
   sarvam asmīty upāsita |	sarvam asmi iti upAsitaH |
   tad vrataṃ tad vratam || ChUp_2,21.4 ||	tat vratam tat vratam || ShUp_2,21.4 ||
   ChUpBh_2,21.4 yastadyathoktaṃ sarvātmakaṃ sāma veda sa veda sarvaṃ;sa	ChUpBh_2,21.4 yaH tat yaTA uktam sarva Atmakam sAma veda sa veda sarvam;sa
   sarvajño bhavatītyarthaḥ /	sarvajQaH Bavati iti arTaH /
   sarvā diśaḥ sarvadiksthā asmā evaṃvide baliṃ bhogaṃ haranti	sarvAH diSaH sarva diS sTAH asmE evaMvide balim Bogam haranti
   prāpayantītyarthaḥ /	prApayanti iti arTaH /
   sarvamasmi bhavāmītyevametatsāmopāsīta tasyaitadeva vratam /	sarvam asmi BavAmi iti evam etat sAma upAsIta tasya etat eva vratam /
   dbiruktiḥ sāmopāsanasamāptyarpthā //4//	dbiruktiH sAma upAsana samApti arpTAH //4//
   iti chāndogyopaniṣadi dvitīyādhyāyasyaikaviṃśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya ekaviMSaH KaNxaH
   START ChUp 2,22.1	START ShUp 2,22.1
   vinardi sāmno vṛṇe paśavyam ity agner udgīthaḥ |	vinardi sAmnaH vRNe paSavyam iti agneH udgITaH |
   aniruktaḥ prajāpateḥ |	aniruktaH prajApateH |
   niruktaḥ somasya |	niruktaH somasya |
   mṛdu ślakṣṇaṃ vāyoḥ |	mRdu SlakzNam vAyoH |
   ślakṣṇaṃ balavad indrasya |	SlakzNam balavat indrasya |
   krauñcaṃ bṛhaspateḥ |	krOQcam bRhaspateH |
   apadhvāntaṃ varuṇasya |	apaDvAntam varuNasya |
   tān sarvān evopaseveta |	tAn sarvAn eva upaseveta |
   vāruṇaṃ tv eva varjayet || ChUp_2,22.1 ||	vAruNam tu eva varjayet || ShUp_2,22.1 ||
   ChUpBh_2,22.1 sāmopāsanaprasaṅgena gānaviśeṣādisampadudgāturupadiśyate /	Shu upBh_2,22.1 sAma upAsana prasaFgena gAna viSeza Adi sampad udgAtuH upadiSyate /
   phalaviśeṣasambandhātṣa vinardi viśiṣṭo nardaḥ svaraviśeṣa	Pala viSeza sambanDa atza vinardi viSizwaH nardaH svara viSeza
   ṛṣabhakūjitasamo 'syāstīti vinardi gānamiti vākyaśeṣaḥ /	RzaBakUjita samaH asya asti iti vinardi gAnam iti vAkya SezaH /
   tacca sāmnaḥ sambandhi paśubhyo hitaṃ paśavyamagneragnidevatyaṃ codgītha	tat ca sAmnaH sambanDi paSuByaH hitam paSavyam agneH agni devatyam ca udgITa
   udgānam /	udgAnam /
   tadahamevaṃviśiṣṭaṃ vṛṇe prarthaya iti kaścidyajamāna udgātā vā manyate /	tat aham evaMviSizwam vRNe prarTayaH iti kaScid yajamAnaH udgAtA vA manyate /
   anirukto 'mukasama ityaviśeṣitaḥ prajāpateḥ prajāpatidevatyaḥ sa na	aniruktaH amuka samaH iti aviSezitaH prajApateH prajApati devatyaH sa na
   gānaviśeṣaḥ /	gAna viSezaH /
   āniruktyātprajāpaterniruktaḥ spaṣṭaḥ somasya, somadevatyaḥ sa udgītha	AniruktyAt prajApateH niruktaH spazwaH somasya, soma devatyaH saH udgITa
   ityarthaḥ /	iti arTaH /
   mṛdu ślakṣaṇaṃ ca gānaṃ vāyorvāyudevatyaṃ tat /	mRdu SlakzaNam ca gAnam vAyoH vAyu devatyam tat /
   ślakṣṇaṃ balavacca prayatnādhikyopetaṃ cendrasyaindraṃ tadgānam /	SlakzNam balavat ca prayatna ADikya upetam ca indrasya Endram tat gAnam /
   krauñcaṃ krauñcapakṣininādasamaṃ bṛhaspaterbārhaspatyaṃ tat /	krOQcam krOQca pakzi ninAda samam bRhaspateH bArhaspatyam tat /
   apadhvāntaṃ bhinnakāṃsyasvarasamaṃ varuṇasyaitadgānam /	apaDvAntam Binna kAMsya svara samam varuNasya etat gAnam /
   tānsarvānevopaseveta prayuñjīta vāruṇaṃ tvevaikaṃ varjayet //1 //	tAn sarvAn eva upaseveta prayuQjIta vAruNam tu eva ekam varjayet //1 //
   START ChUp 2,22.2	START ShUp 2,22.2
   amṛtatvaṃ devebhya āgāyānīty āgāyet |	amRta tvam deveByaH AgAyAni iti AgAyet |
   svadhāṃ pitṛbhya āśāṃ manuṣyebhyas tṛṇodakaṃ paśubhyaḥ svargaṃ lokaṃ	svaDAm pitRByaH ASAm manuzyeByaH tRNa udakam paSuByaH svargam lokam
   yajamānāyānnam ātmana āgāyānīty etāni manasā dhyāyann apramattaḥ stuvīta	yajamAnAya annam AtmanaH AgAyAni iti etAni manasA DyAyan apramattaH stuvIta
   || ChUp_2,22.2 ||	|| ShUp_2,22.2 ||
   ChUpBh_2,22.2 amṛtatvaṃ devebhya āgāyāni sādhayāni /	ShUpBu _2,22.2 amRta tvam deveByaH AgAyAni sADayAni /
   svadhāṃ pitṛbhya āgāyānyāśāṃ manuṣyebhya āśāṃ prārthanāṃ prārthitamityetat	svaDAm pitRByaH AgAyAni ASAm manuzyeByaH ASAm prArTanAm prArTitam iti etat 
   tṛṇodakaṃ paśubhyaḥ svargaṃ lokaṃ yajamānāyānnamātmane	tRNa udakam paSuByaH svargam lokam yajamAnAya annam Atmane
   mahyamāgāyānītyetāni manasā cintayandhyāyannapramattaḥ	mahyam AgAyAni iti etAni manasA cintayan DyAyan= apramattaH
   svaroṣmavyañjanādibhyaḥ stuvīta //2 //	sva ra Uzma vyaQjana AdiByaH stuvIta //2 //
   START ChUp 2,22.3	START ShUp 2,22.3
   sarve svarā indrasyātmānaḥ |	sarve svarAH indrasya AtmAnaH |
   sarva ūṣmāṇaḥ prajāpater ātmānaḥ |	sarve UzmANaH prajApateH AtmAnaH |
   sarve sparśā mṛtyor ātmānaḥ |	sarve sparSAH mRtyoH AtmAnaH |
   taṃ yadi svareṣūpālabheta |	tam yadi svarezu upAlaBeta |
   indraṃ śaraṇaṃ prapanno 'bhūvaṃ sa tvā prati vakṣyatīty enaṃ brūyāt ||	indram SaraNam prapannaH aBUvam sa tvA prati vakzyati iti enam brUyAt ||
   ChUp_2,22.3 ||	ChUp_2,22.3 ||
   ChUpBh_2,22.3 sarve svarā akārādaya indrasya balakarmaṇaḥ prāṇasyā'tmāno	ChUpBh_2,22.3 sarve svarAH akAra AdayaH indrasya bala karmaNaH prANasyA atmAnaH 
   dehāvayavasthānīyāḥ sarva ūṣmāṇaḥ śaṣasahādayaḥ prajāpatervirājaḥ	deha avayava sTAnIyAH sarve UzmANaH Saza saha AdayaH prajApateH virAjaH
   kaśyapasya vā'tmānaḥ /	kaSyapasya vA atmAnaH /
   sarve sparśāḥ kādayo vyañjanāni mṛtyorātmānastamevaṃvidamudgātāraṃ yadi	sarve sparSAH ka AdayaH vyaQjanAni mRtyoH AtmAnaH tam evaMvidamudgAtAram yadi
   kaścitsvareṣūpālabheta svarastvayā duṣṭaḥ prayukta ityevamupālabdha indraṃ	kaScid svarezu upAlaBeta svaraH tvayA duzwaH prayuktaH iti evam upAlabDaH indram
   prāṇamīśvaraṃ śaraṇamāśrayaṃ prapanno 'bhūvaṃ svarān prayuñjāno 'haṃ sa	prANam ISvaram SaraNam ASrayam prapannaH aBUvam svarAn prayuQjAnaH aham sa
   indro yattava vaktavyaṃ tvā tvāṃ prati vakṣyati sa eva deva uttaraṃ	indraH yat tava vaktavyam tvA tvAm prati vakzyati saH eva devaH uttaram
   dāsyatītyenaṃ brūyāt //3 //	dAsyati iti enam brUyAt //3 //
   START ChUp 2,22.4	START ShUp 2,22.4
   atha yady enam ūṣmāsūpālabheta |	aTa yadi enam UzmAsu upAlaBeta |
   prajāpatiṃ śaraṇaṃ prapanno 'bhūvaṃ sa tvā prati pekṣyatīty enaṃ brūyāt |	prajApatim SaraNam prapannaH aBUvam sa tvA prati pekzyati iti enam brUyAt |
   atha yady enaṃ sparśeṣūpālabheta |	aTa yadi enam sparSezu upAlaBeta |
   mṛtyuṃ śaraṇaṃ prapanno 'bhūvaṃ sa tvā prati dhakṣyatīty enaṃ brūyāt ||	mRtyum SaraNam prapannaH aBUvam sa tvA prati Dakzyati iti enam brUyAt ||
   ChUp_2,22.4 ||	ChUp_2,22.4 ||
   ChUpBh_2,22.4 atha yadyenamūṣmasu tathaivopālabheta prajāpatiṃ śaraṇaṃ	ChUpBh_2,22.4 aTa yadi enam Uzmasu taTA eva upAlaBeta prajApatim SaraNam
   prapanno 'bhūvaṃ sa tvā pratipekṣyati sañcūrṇayiṣyatītyenaṃ brūyāt /	prapannaH aBUvam sa tvA pratipekzyati saQcUrNayizyati iti enam brUyAt /
   atha yadyenaṃ sparśeṣūpālabheta mṛtyuṃ śaraṇaṃ prapanno 'bhūvaṃ sa tvā	aTa yadi enam sparSezu upAlaBeta mRtyum SaraNam prapannaH aBUvam sa tvA
   prati dhakṣyati bhasmīkariṣyatītyenaṃ brūyāt //4 //	prati Dakzyati BasmIkarizyati iti enam brUyAt //4 //
   START ChUp 2,22.5	START ShUp 2,22.5
   sarve svarā ghoṣavanto balavanto vaktavyā indre balaṃ dadānīti |	sarve svarAH GozavantaH balavantaH vaktavyAH indre balam dadAni iti |
   sarva ūṣmāṇo 'grastā anirastā vivṛtā vaktavyāḥ prajāpater ātmānaṃ	sarve UzmANaH agrastAH anirastAH vivRtAH vaktavyAH prajApateH AtmAnam
   paridadānīti |	paridadAni iti |
   sarve sparśā leśenānabhinihitā vaktavyā mṛtyor ātmānaṃ pariharāṇīti ||	sarve sparSA leSena anaBinihitA vaktavyA mRtyoH AtmAnam pariharANi iti ||
   ChUp_2,22.5 ||	ChUp_2,22.5 ||
   ChUpBh_2,22.5 yata indrādyātmānaḥ svarādayo 'taḥ sarve svarā ghoṣavanto	ShUpBh_2,22.5 yatas indra Adi AtmAnaH svara AdayaH atas sarve svarAH GozavantaH 
   balavanto vaktavyāḥ /	balavantaH vaktavyAH /
   tathāhamindre balaṃ dadāni balamādadhānīti /	taTA aham indre balam dadAni balam AdaDAni iti /
   tathā sarva ūṣmāṇo 'grastā antarapraveśitā anirastā bahiraprakṣiptā	taTA sarve UzmANaH agrastAH antara praveSitA anirastA bahis aprakziptA
   vivṛtā[vivṛttā] vivṛtaprayatnopetāḥ prajāpaterātmānaṃ paridadāni	vivRtA[ vivRttA] vivRta prayatna upetAH prajApateH AtmAnam paridadAni
   prayacchānīti /	prayacCAni iti /
   sarve sparśā leśena śanakairanabhinihitā anabhinikṣiptā vaktavyā	sarve sparSA leSena SanakEs anaBinihitA anaBinikziptA vaktavyA
   mṛtyorātmānaṃ bālāniva śanakaiḥ pariharan mṛtyorātmānaṃ pariharāṇīti //5//	mRtyoH AtmAnam bAlAn iva SanakEs pariharan mRtyoH AtmAnam pariharANi iti //5//
   iti chāndogyopaniṣadi dvitīyādhyāyasya dvāviṃśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya dvAviMSaH KaNxaH
   START ChUp 2,23.1	START ShUp 2,23.1
   trayo dharmaskandhāḥ |	trayaH Darma skanDAH |
   yajño 'dhyayanaṃ dānam iti prathamaḥ |	yajQaH aDyayanam dAnam iti praTamaH |
   tapa eva dvitīyaḥ |	tapaH eva dvitIyaH |
   brahmacāryācāryakulavāsī tṛtīyo 'tyantam ātmānam ācāryakule 'vasādayan |	brahmacArI AcArya kula vAsI tRtIyaH atyantam AtmAnam AcArya kule avasAdayan |
   sarva ete puṇyalokā bhavanti |	sarve ete puNya lokAH Bavanti |
   brahmasaṃstho 'mṛtatvam eti || ChUp_2,23.1 ||	brahma saMsTaH amRta tvam eti || ShUp_2,23.1 ||
   ChUpBh_2,23.1 oṅkārasyopāsanavidhyarthaṃ trayo dharmaskandhā	ShUpBh_2,23.1 oFkArasya upAsana viDi arTam trayaH Darma skanDA
   ityādyārabhyate /	iti AdyAraByate /
   naivaṃ manatavyaṃ	na evam manatavyam
   sāmāvayavabhūtasyaivodgīthādilakṣaṇasyoṅkārasyopāsanātphalaṃ prāpyata iti	sAma avayava BUtasya eva udgITa Adi lakzaNasya uFkArasya upAsanAt Palam prApyate iti
   kiṃ tarhi?yatsarvairapi sāmopāsanaiḥ karmabhiścāprāpyaṃ tatphalamamṛtatvaṃ	kim tarhi?yat sarvEH api sAma upAsanEH karmaBiH ca aprApyam tat Palam amRta tvam
   kevalādoṅkāropāsanātprāpyata iti /	kevalAdoFkAra upAsanAt prApyate iti /
   tatstutyarthaṃ sāmaprakaraṇe tadupanyāsaḥ /	tat stuti arTam sAma prakaraNe tad upanyAsaH /
   trayasrisaṃkhyākā dharmasya skandhā dharmaskandhāḥ dharmavibāgā ityarthaḥ	trayasri saMKyAkAH Darmasya skanDAH Darma skanDAH Darma vibAgAH iti arTaH
   ke ta ityāha  yajño 'gnihotrādiḥ /	ke te iti Aha  yajQaH agnihotra AdiH /
   adhyayanaṃ saniyamasya ṛgāderabhyāsaḥ /	aDyayanam sa niyamasya Rc AdeH aByAsaH /
   dānaṃ bahirvedi yathāśaktidravyasaṃvibhāgo bhikṣamāṇebhyaḥ /	dAnam bahis vedi yaTASakti dravya saMviBAgaH BikzamANeByaH /
   ityeṣa prathamo dharmaskandhaḥ /	iti eza praTamaH Darma skanDaH /
   gṛhasthasamavetatvāttannirvartakena gṛhasthena nirdiśyate prathama eka	gRhasTa samaveta tvAt tad nirvartakena gRhasTena nirdiSyate praTamaH eka
   ityartho dvitīyatṛtīyaśravaṇānnā'dyārthaḥ /	iti arTaH dvitIya tRtIya SravaNAn nA adya arTaH /
   tapa eva dvitīyastapa iti kṛcchracāndrāyaṇādi tadvāṃstāpasaḥ parivrāḍvā na	tapaH eva dvitIyaH tapaH iti kRcCra cAndrAyaNa Adi tadvAn= tApasaH parivrAj vA na
   brahmasaṃstha āśramadharmamātrasaṃstho;brahmasaṃsthasya tvamṛtatvaśravaṇāt	brahma saMsTaH ASrama Darma mAtra saMsTo;brahma saMsTasya tu amRta tva SravaNAt 
   dvitīyo dharmaskandhaḥ /	dvitIyaH Darma skanDaH /
   brahmacāryācāryakule vastuṃ śīlamasyetyācāryakulavāsī /	brahmacArI AcArya kule vastum SIlam asya iti AcArya kula vAsI /
   atyantaṃ yāvajjīvamātmānaṃ niyamairācāryakule 'vasādayankṣapayandehaṃ	atyantam yAvat jIvam AtmAnam niyamEH AcArya kule avasAdayan kzapayan deham
   tṛtīyo dharmaskandhaḥ /	tRtIyaH Darma skanDaH /
   atyantamityādiviśeṣaṇānnaiṣṭhika iti gamyate /	atyantam ityAdi viSezaNAt nEzWikaH iti gamyate /
   upakurvāṇasya svādhyāyagrahaṇārthatvānna puṇyalokatvaṃ brahmacaryeṇa /	upakurvANasya svADyAya grahaNa arTa tvAt na puNya loka tvam brahmacaryeNa /
   sarva ete trayo 'pyāśramiṇo yathoktairdharmaiḥ puṇyalokā bhavanti /	sarve ete trayaH api ASramiNaH yaTA uktEH DarmEH puNya lokAH Bavanti /
   puṇyo loko yeṣāṃ ta ime puṇyalokā āśramiṇo bhavanti /	puNyaH lokaH yezAm te ime puNya lokAH ASramiNaH Bavanti /
   avaśiṣṭastvanuktaḥ parivrāḍbrahmasaṃstho brahmaṇi samyaksthitaḥ so	avaSizwaH tu anuktaH parivrAj brahma saMsTaH brahmaNi samyak sTitaH saH 
   'mṛtatvaṃ puṇyalokavilakṣaṇamamaraṇabhāvamātyantikameti nā'pekṣikaṃ	amRta tvam puNya loka vilakzaNam amaraNa BAvam Atyantikam eti nA apekzikam
   devādyamṛtatvavat /	deva Adi amRta tva vat /
   puṇyalokātpṛyagamṛtatvasya vibhāgakaraṇāt /	puNya lokAt pRyak amRta tvasya viBAga karaNAt /
   yadi ca pumyalokātiśayamātramamṛtatvamabhaviṣyattataḥ	yadi ca pumya loka atiSaya mAtram amRta tvam aBavizyat tatas 
   puṇyalokatvādvibhaktaṃ nāvakṣyat /	puNya loka tvAt viBaktam na avakzyat /
   vibhaktepadeśāccā'tyantikamamṛtatvamiti gamyate /	viBaktepadeSAt cA atyantikam amRta tvam iti gamyate /
   atra cā'śramadharmaphalopanyāsaḥ praṇavasevāstutyarthaṃ na	atra cA aSrama Darma Pala upanyAsaH praNava sevA astuti arTam na
   tatphalavidhyartham /	tad Pala viDi arTam /
   stutaye ca pravamasevāyā āśramadharmaphalavidhaye ceti hi bhidyeta vākyam	stutaye ca pravama sevAyAH ASrama Darma Pala viDaye ca iti hi Bidyeta vAkyam
   tasmātsmṛtisiddhāśramaphalānuvādena praṇavasevāphalamamṛtatvaṃ	tasmAt smRti sidDa ASrama Pala anuvAdena praNava sevA Palam amRta tvam
   bruvanpraṇavasevāṃ stauti /	bruvan praNava sevAm stOti /
   yathā pūrṇavarmaṇaḥ sevā bhaktaparidhānamātraphalā rājavarmaṇastu sevā	yaTA pUrNavarmaNaH sevA Bakta pariDAna mAtraPalA rAjavarmaNaH tu sevA
   rājyatulyaphaleti tadvat /	rAjya tulya Pala iti tadvat /
   praṇavaśca tatsatyaṃ paraṃ brahma tatpratīkatvāt /	praNavaH ca tat satyam param brahma tad pratIka tvAt /
   "etaddhyevākṣaraṃ brahma etaddhyevākṣaraṃ param" ityādyāmnāyātkāṭhake	"etat hi eva akzaram brahma etat hi eva akzaram param" iti Adi AmnAyAt kAWake
