   Pañcaviṃśatisāhasrikā prajñāpāramitā	PaQcaviMSati sAhasrikA prajQApAramitA
   cāturmahārājakāyikā devā yāvad akaniṣṭhā devās te 'pi tasya bodhisattvasya	cAturmahArAja kAyikAH devAH yAvat akanizWAH devAH te api tasya boDisattvasya
   mahāsattvasya rakṣāṃ kurvanti/ mā khalv asya bodhisattvasya	mahAsattvasya rakzAm kurvanti/ mA Kalu asya boDisattvasya
   mahāsattvasyāntarāyo bhūd iti/ ye'pi te śāriputra dakṣiṇapaścimāyāṃ diśi	mahAsattvasya antarAyaH BUt iti/ ye api te SAriputra dakziNa paScimAyAm diSi
   gaṅgānadīvālukopameṣu lokadhātuṣu buddhā bhagavantas tiṣṭhanti dhriyante	gaFgA nadI vAlukA upamezu lokaDAtuzu budDAH BagavantaH tizWanti Driyante
   yāpayanti dharmaṃ ca deśayanti/ ye ca teṣāṃ śrāvakā ye ca pratyekabuddhā	yApayanti Darmam ca deSayanti/ ye ca tezAm SrAvakAH ye ca pratyekabudDA
   ye ca cāturmahārājakāyikā devā yāvad akaniṣṭhā devās te 'pi tasya	ye ca cAturmahArAja kAyikAH devAH yAvat akanizWAH devAH te api tasya
   bodhisattvasya mahāsattvasya rakṣāṃ kurvanti/ mā khalv asya bodhisattvasya	boDisattvasya mahAsattvasya rakzAm kurvanti/ mA Kalu asya boDisattvasya
   mahāsattvasyāntarāyo bhūd iti/ mā khalv asya bodhisattvasya	mahAsattvasya antarAyaH BUt iti/ mA Kalu asya boDisattvasya
   mahāsattvasyāntarāyo bhūd iti/ ye'pi te śāriputra paścimottarasyāṃ diśi	mahAsattvasya antarAyaH BUt iti/ ye api te SAriputra paScima uttarasyAm diSi
   gaṅgānadīvālukopameṣu lokadhātuṣu buddhā bhagavantas tiṣṭhanti dhriyante	gaFgA nadI vAlukA upamezu lokaDAtuzu budDAH BagavantaH tizWanti Driyante
   yāpayanti dharmaṃ ca deśayanti/ ye ca teṣāṃ śrāvakā ye ca pratyekabuddhā	yApayanti Darmam ca deSayanti/ ye ca tezAm SrAvakAH ye ca pratyekabudDA
   ye ca cāturmahārājakāyikā devā yāvad akaniṣṭhā devās te 'pi tasya	ye ca cAturmahArAja kAyikAH devAH yAvat akanizWAH devAH te api tasya
   bodhisattvasya mahāsattvasya rakṣāṃ kurvanti/ mā khalv asya bodhisattvasya	boDisattvasya mahAsattvasya rakzAm kurvanti/ mA Kalu asya boDisattvasya
   mahāsattvasyāntarāyo bhūd iti/ ye'pi te śāriputra adhastād diśi	mahAsattvasya antarAyaH BUt iti/ ye api te SAriputra aDastAt diSi
   gaṅgānadīvālukopameṣu lokadhātuṣu buddhā bhagavantas tiṣṭhanti dhriyante	gaFgA nadI vAlukA upamezu lokaDAtuzu budDAH BagavantaH tizWanti Driyante
   yāpayanti dharmaṃ ca deśayanti/ ye ca teṣāṃ śrāvakā ye ca pratyekabuddhā	yApayanti Darmam ca deSayanti/ ye ca tezAm SrAvakAH ye ca pratyekabudDA
   ye ca cāturmahārājakāyikā devā yāvad akaniṣṭhā devās te 'pi tasya	ye ca cAturmahArAja kAyikAH devAH yAvat akanizWAH devAH te api tasya
   bodhisattvasya mahāsattvasya rakṣāṃ kurvanti/ mā khalv asya bodhisattvasya	boDisattvasya mahAsattvasya rakzAm kurvanti/ mA Kalu asya boDisattvasya
   mahāsattvasyāntarāyo bhūd iti/}}	mahAsattvasya antarAyaH BUt iti/}}
   05608 {{ye'pi te śāriputra ūrdhvaṃ diśi gaṅgānadīvālukopameṣu lokadhātuṣu	05608 {{ye api te SAriputraH UrDvam diSi gaFgA nadI vAlukA upamezu lokaDAtuzu
   buddhā bhagavantas tiṣṭhanti dhriyante yāpayanti dharmaṃ ca deśayanti/ ye	budDAH BagavantaH tizWanti Driyante yApayanti Darmam ca deSayanti/ ye
   ca teṣāṃ śrāvakā ye ca pratyekabuddhā ye ca cāturmahārājakāyikā devā yāvad	ca tezAm SrAvakAH ye ca pratyekabudDAH ye ca cAturmahArAja kAyikAH devAH yAvat 
   akaniṣṭhā devās te 'pi tasya bodhisattvasya mahāsattvasya rakṣāṃ kurvanti/	akanizWAH devAH te api tasya boDisattvasya mahAsattvasya rakzAm kurvanti/
   mā khalv asya bodhisattvasya mahāsattvasyāntarāyo bhūd iti/}}	mA Kalu asya boDisattvasya mahAsattvasya antarAyaH BUt iti/}}
   05609 punar aparaṃ śāriputa {bodhisattvasya} mahāsattvasya	05609 punar aparam SAriputa {boDisattvasya} mahAsattvasya
   prajñāpāramitāyāṃ carataḥ alpa 	prajQApAramitAyAm carataH alpa 
   05610 kṛcchreṇa dhāraṇīmukhāni samādhimukhāni cāmukhībhavanti	05610 kRcCreNa DAraNI muKAni samADi muKAni ca amuKIBavanti
   sarvopapattyāya 	sarva upapatti Aya 
   05611 taneṣu ca tathāgatān arhataḥ samykasaṃbuddhān ārāgayati nanu kadācid	05611 tanezu ca taTAgatAn arhataH samyka saMbudDAn ArAgayati nanu kadAcid 
   buddhai 	budDE 
   05612 r bhagavadbhir virahito bhavati yāvad anuttarāṃ samyaksaṃbodhim	05612 r BagavadBiH virahitaH Bavati yAvat anuttarAm samyaksaMboDim
   abhisaṃbuddha iti/	aBisaMbudDaH iti/
   05613 evaṃ hi śāriputra {bodhisattvo} mahāsattvaḥ prajñāpāramitāyāṃ caran	05613 evam hi SAriputra {boDisattvo} mahAsattvaH prajQApAramitAyAm caran
   yukta iti	yuktaH iti
   05614 vaktavyaḥ/	05614 vaktavyaH/
   05615 punar aparaṃ śāriputra {bodhisattvasya} mahāsattvasya	05615 punar aparam SAriputra {boDisattvasya} mahAsattvasya
   prajñāpāramitāyāṃ carato	prajQApAramitAyAm carataH 
   05616 naivaṃ bhavati/ asti sa kaścid dharmo yo dharmaiḥ saha saṃyujyate vā	05616 na evam Bavati/ asti sa kaScid DarmaH yaH DarmEH saha saMyujyate vA
   visaṃ 	visaM 
   05617 yujyate vā/	05617 yujyate vA/
   05618 punar aparaṃ śāriputra {bodhisattvasya} mahāsattvasya	05618 punar aparam SAriputra {boDisattvasya} mahAsattvasya
   prajñāpāramitāyāṃ carato naivaṃ	prajQApAramitAyAm carataH na evam
   05619 bhavati/ kaścid ahaṃ kṣiprataraṃ dharmadhātum abhisaṃbudhyeyaṃ vā na	05619 Bavati/ kaScid aham kziprataram DarmaDAtum aBisaMbuDyeyam vA na
   vābhi 	vABi 
   05701 saṃbudhyeyam/ tat kasya hetoḥ/ na hi dharmadhātur	05701 saMbuDyeyam/ tat kasya hetoH/ na hi DarmaDAtuH 
   dharmadhātunābhisaṃbudhyate/	DarmaDAtu nA aBisaMbuDyate/
   05702 evaṃ hi śāriputra {bodhisattvo} mahāsattvaḥ prajñāpāramitāyāṃ caran	05702 evam hi SAriputra {boDisattvo} mahAsattvaH prajQApAramitAyAm caran
   yukta iti	yuktaH iti
   05703 vaktavyaḥ/	05703 vaktavyaH/
   05704 punar aparaṃ śāriputra {bodhisattvo} mahāsattvaḥ prajñāpāramitāyāṃ	05704 punar aparam SAriputra {boDisattvo} mahAsattvaH prajQApAramitAyAm
   caran na	caran na
   05705 kiñcid dharmadhātor vyatiriktaṃ samanupaśyati nāpi dharmadhātor	05705 kiQcid DarmaDAtoH vyatiriktam samanupaSyati na api DarmaDAtoH 
   dharmanānā 	DarmanAnA 
   05706 karaṇaṃ karoti/ nāpy asyaivaṃ bhavati ayaṃ dharmadhātur evaṃ	05706 karaNam karoti/ na api asya evam Bavati ayam DarmaDAtuH evam
   pratividhyate na vā	prativiDyate na vA
   05707 pratividhyata iti/ tathā hi na sa kañcid dharmaṃ samanupaśyati yena	05707 prativiDyate iti/ taTA hi na sa kaQcid Darmam samanupaSyati yena
   05708 dharmeṇa tāṃ dharmatāṃ pratividhyed iti/ tathā hi sa na dharmadhatuṃ	05708 DarmeNa tAm Darma tAm prativiDyet iti/ taTA hi sa na Darma Datum
   śūnyam iti	SUnyam iti
   05709 yojayati nāśūnyam iti yojayati/ evaṃ hi śāriputra {bodhisattvo}	05709 yojayati na aSUnyam iti yojayati/ evam hi SAriputra {boDisattvaH }
   mahā 	mahA 
   05710 sattvaḥ prajñāpāramitāyāṃ caran yukta iti vaktavyaḥ/	05710 sattvaH prajQApAramitAyAm caran yuktaH iti vaktavyaH/
   05711 punar aparaṃ śāriputra {bodhisattvo} mahāsattvaḥ prajñāpāramitāyāṃ	05711 punar aparam SAriputra {boDisattvo} mahAsattvaH prajQApAramitAyAm
   caran na cakṣu 	caran na cakzu 
   05712 rdhātuṃ śūnyatayā yojayati na śūnyatāṃ cakṣurdhātunā yojayati/ na	05712 rDAtum SUnyatayA yojayati na SUnyatAm cakzuH DAtunA yojayati/ na
   05713 rūpadhātuṃ śūnyatayā yojayati na śūnyatāṃ rūpadhātunā yojayati/ na	05713 rUpa DAtum SUnyatayA yojayati na SUnyatAm rUpa DAtunA yojayati/ na
   05714 cakṣurvijñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ	05714 cakzuH vijQAna DAtum SUnyatayA yojayati na SUnyatAm
   cakṣurvijñānadhātunā	cakzuH vijQAna DAtunA
   05715 yojayati/	05715 yojayati/
   05801 na śrotradhātuṃ śūnyatayā yojayati na śūnyatāṃ śrotradhātunā	05801 na Srotra DAtum SUnya tayA yojayati na SUnyatAm Srotra DAtunA
   yojayati/	yojayati/
   05802 na śabdadhātuṃ śūnyatayā yojayati na śūnyatāṃ śabdadhātunā yojayati/	05802 na Sabda DAtum SUnyatayA yojayati na SUnyatAm Sabda DAtunA yojayati/
   05803 na śrotravijñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ	05803 na Srotra vijQAna DAtum SUnyatayA yojayati na SUnyatAm
   śrotravijñānadhātunā yojayati/	Srotra vijQAna DAtunA yojayati/
   05804 na ghrāṇadhātuṃ śūnyatayā yojayati na śūnyatāṃ ghrāṇadhātunā	05804 na GrANa DAtum SUnyatayA yojayati na SUnyatAm GrANa DAtunA
   yojayati/	yojayati/
   05805 na gandhadhātuṃ śūnyatayā yojayati na śūnyatāṃ gandhadhātunā	05805 na ganDaDAtum SUnyatayA yojayati na SUnyatAm ganDaDAtunA
   yojayati/	yojayati/
   05806 na ghrāṇavijñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ	05806 na GrANa vijQAna DAtum SUnyatayA yojayati na SUnyatAm
   ghrāṇavijñānadhātunā yojayati/	GrANa vijQAna DAtunA yojayati/
   05807 na jihvādhātuṃ śūnyatayā yojayati na śūnyatāṃ jihvādhātunā yojayati/	05807 na jihvA DAtum SUnyatayA yojayati na SUnyatAm jihvA DAtunA yojayati/
   05808 na rasadhātuṃ śūnyatayā yojayati na śūnyatāṃ rasadhātunā yojayati/	05808 na rasaDAtum SUnyatayA yojayati na SUnyatAm rasa DAtunA yojayati/
   05809 na jihvāvijñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ	05809 na jihvA vijQAna DAtum SUnyatayA yojayati na SUnyatAm
   jihvāvijñānadhātunā yojayati/	jihvA vijQAna DAtunA yojayati/
   05810 na kāyadhātuṃ śūnyatayā yojayati na śūnyatāṃ kāyadhātunā yojayati/	05810 na kAya DAtum SUnyatayA yojayati na SUnyatAm kAya DAtunA yojayati/
   05811 na spraṣṭavyadhātuṃ śūnyatayā yojayati na śūnyatāṃ spraṣṭavyadhātunā	05811 na sprazwavya DAtum SUnya tayA yojayati na SUnyatAm sprazwavya DAtunA
   yojayati/	yojayati/
   05812 na kāyavijñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ	05812 na kAya vijQAna DAtum SUnyatayA yojayati na SUnyatAm
   kāyavijñānadhātunā yojayati/	kAya vijQAna DAtunA yojayati/
   05813 na manodhātuṃ śūnyatayā yojayati na śūnyatāṃ manodhātunā yojayati/	05813 na manaH DAtum SUnyatayA yojayati na SUnyatAm manaH DAtunA yojayati/
   05814 na dharmadhātuṃ śūnyatayā yojayati na śūnyatāṃ dharmadhātunā	05814 na DarmaDAtum SUnyatayA yojayati na SUnyatAm DarmaDAtunA
   yojayati/	yojayati/
   05815 na manoviñānadhātuṃ śūnyatayā yojayati na śūnyatāṃ manoviñānadhātunā	05815 na manaH viQAna DAtum SUnyatayA yojayati na SUnyatAm manaH viQAna DAtunA
   yojayati/	yojayati/
   05816 tat kasya hetoḥ/ eṣa hi śāriputra paramayogo {bodhisattvasya}	05816 tat kasya hetoH/ eza hi SAriputra parama yogaH {boDisattvasya}
   mahāsattvasya	mahAsattvasya
   05817 yad uta śūnyatāyogaḥ/ śūnyatāyāṃ śāriputra caran {bodhisattvo}	05817 yat uta SUnyatA yogaH/ SUnyatAyAm SAriputra caran {boDisattvaH }
   mahāsattvo	mahAsattvaH 
   05818 na śrāvakapratyekabuddhabhūmau patati buddhakṣetraṃ pariśodhayati	05818 na SrAvaka pratyekabudDa BUmO patati budDa kzetram pariSoDayati
   sattvān	sattvAn
   05819 paripācayati kṣipraṃ cānuttarāṃ samykasaṃbodhim abhisaṃbudhyate/	05819 paripAcayati kzipram ca anuttarAm samyka saMboDim aBisaMbuDyate/
   05820 ye kecic chāriputra {bodhisattvasya} mahāsattvasya yogās teṣāṃ	05820 ye kecid SAriputra {boDisattvasya} mahAsattvasya yogAH tezAm
   prajñāpāramitā 	prajQApAramitA 
   05821 yogo 'gra ākhyāyate śreṣṭha ākhyāyate varaḥ pravara uttamo 'nuttaro	05821 yogaH agre AKyAyate SrezWaH AKyAyate varaH pravaraH uttamaH anuttaraH 
   'samo 	asamaH  
   05822 'samasamaḥ praṇīta ākhyāyate/ tat kasya hetoḥ/ niruttaro hy eṣaḥ	05822 asamasamaH praNItaH AKyAyate/ tat kasya hetoH/ niruttaraH hi ezaH
   śāriputra	SAriputra
   05901 yogo yad uta prajñāpāramitāyogaḥ śūnyatāyogaḥ animittayogaḥ apra 	05901 yogaH yat uta prajQApAramitA yogaH SUnyatA yogaH animitta yogaH apra 
   05902 ṇihitayogaḥ/ evaṃ yujyamānaḥ śāriputra {bodhisattvo} mahāsattvo	05902 Nihita yogaH/ evam yujyamAnaH SAriputra {boDisattvo} mahAsattvaH 
   vyākṛta iti	vyAkRtaH iti
   05903 dhārayitavyaḥ/ āsannībhūto vyākaraṇasya/ evaṃ yujyamānaḥ śāriputra	05903 DArayitavyaH/ AsannIBUtaH vyAkaraNasya/ evam yujyamAnaH SAriputra
   05904 {bodhisattvo} mahāsattvaḥ aprameyāṇām asaṃkhyeyānāṃ sattvānām arthaṃ	05904 {boDisattvo} mahAsattvaH aprameyANAm asaMKyeyAnAm sattvAnAm arTam
   kariṣyati na	karizyati na
   05905 cāsyaivaṃ bhaviṣyati māṃ buddhā bhagavanto vyākariṣyantīti/ aham	05905 ca asya evam Bavizyati mAm budDAH BagavantaH vyAkarizyanti iti/ aham
   āsannī 	AsannI 
   05906 bhūto vyākaraṇasyeti/ ahaṃ buddhakṣetraṃ pariśodhayiṣyāmīti/ ahaṃ	05906 BUtaH vyAkaraNasya iti/ aham budDa kzetram pariSoDayizyAmi iti/ aham
   05907 sattvān paripācayiṣyāmīti/ aham anuttarāṃ samyaksaṃbodim	05907 sattvAn paripAcayizyAmi iti/ aham anuttarAm samyaksaMbodim
   abhisaṃbudhya	aBisaMbuDya
   05908 dharmacakraṃ pravartayiṣyāmīti/ tat kasya hetoḥ/ tathā hi sa	05908 Darma cakram pravartayizyAmi iti/ tat kasya hetoH/ taTA hi sa
   dharmadhātuṃ na	DarmaDAtum na
   05909 viviktīkaroti na ca dharmadhātor anyadharmaṃ samanupaśyati yaḥ	05909 viviktIkaroti na ca DarmaDAtoH anya Darmam samanupaSyati yaH
   prajñāpāra 	prajQApAra 
   05910 mitāyāṃ caret yo vā buddhair bhagavadbhir vyākriyeta anuttarāyāṃ	05910 mitAyAm caret yaH vA budDEH BagavadBiH vyAkriyeta anuttarAyAm
   samyak 	samyak  
   05911 saṃbodhau/ tat kasya hetoḥ/ tathā hi {bodhisattvasya} mahāsattvasya	05911 saMboDO/ tat kasya hetoH/ taTA hi {boDisattvasya} mahAsattvasya
   prajñāpāra 	prajQApAra 
   05912 mitāyāṃ carato na sattvasaṃjñotpadyate/ tat kasya hetoḥ/ tathā hy	05912 mitAyAm carataH na sattva saMjQA utpadyate/ tat kasya hetoH/ taTA hi 
   atyantatayā	atyanta tayA
   05913 sattvo notpadyate na nirudhyate anutpādānirodhadharmatvāt/ yasya	05913 sattvaH na utpadyate na niruDyate anutpAda ani roDa Darma tvAt/ yasya
   05914 ca notpādo na nirodhaḥ sa kathaṃ prajñāpāramitāyāṃ cariṣyati/ evaṃ	05914 ca na utpAdaH na niroDaH sa kaTam prajQApAramitAyAm carizyati/ evam
   caran	caran
   05915 {bodhisattvo} mahāsattvaḥ sattvānutpādatayā prajñāpāramitāyāṃ	05915 {boDisattvo} mahAsattvaH sattva anutpAda tayA prajQApAramitAyAm
   carati/ sattvaśūnya 	carati/ sattva SUnya 
   05916 tayā prajñāpāramitāyāṃ carati/ sattvānupalabdhyā prajñāpāramitāyāṃ	05916 tayA prajQApAramitAyAm carati/ sattva anupalabDyA prajQApAramitAyAm
   05917 carati/ sattvaviviktatayā prajñāpāramitāyāṃ carati/ evaṃ hi	05917 carati/ sattva vivikta tayA prajQApAramitAyAm carati/ evam hi
   śāriputra	SAriputra
   05918 {bodhisattvānāṃ} mahāsattvānāṃ paramayogo yad uta śūnyatāyogaḥ	05918 {boDisattvAnAn} mahAsattvAnAm parama yogaH yat uta SUnyatA yogaH
   sarvān anyān yogā 	sarvAn anyAn yogA 
   05919 n abhibhūyāvatiṣṭhate/ atra hi śāriputra yoge caran {bodhisattvo}	05919 n aBiBUya avatizWate/ atra hi SAriputra yoge caran {boDisattvaH }
   mahāsattvo	mahAsattvaH 
   06001 mahāmaitrīm abhinirharati na ca mātsaryacittam utpādayati/ na	06001 mahA mEtrIm aBinirharati na ca mAtsarya cittam utpAdayati/ na
   dauḥśaulya 	dOHSOlya 
   06002 cittam {utpādayati}/ na vyāpādacittam {utpādayati}/ na kuśīdacittam	06002 cittam {utpAdayati}/ na vyApAda cittam {utpAdayati}/ na kuSIt a cittam
   {utpādayati}/ na vikṣipta 	{utpAdayati}/ na vikzipta 
   06003 cittam {utpādayati}/ na dauṣprajñacittam {utpādayati}// [iti	06003 cittam {utpAdayati}/ na dOzprajQa cittam {utpAdayati}// [iti
   dharmmaratnāvavādaḥ//]	Darmma ratna avavAdaH//]
   06004 evam ukte āyusmān śāriputro bhagavantam etad avocat/ yo bhagavan	06004 evam ukte AyusmAn SAriputraH Bagavantam etat avocat/ yaH Bagavan
   06005 {bodhisattvo} mahāsattvo 'nena prajñāpāramitāvihāreṇa viharati sa	06005 {boDisattvo} mahAsattvaH anena prajQApAramitA vihAreNa viharati sa
   kutaś cyuta	kutas cyuta
   06006 ihopapadyate/ ito vā cyutaḥ kutropapatsyate/ evam ukte bhagavān ā 	06006 iha upapadyate/ itas vA cyutaH kutra upapatsyate/ evam ukte BagavAn A 
   06007 yuṣmantaṃ śāriputram etad avocat/ yaḥ śāriputra {bodhisattvo}	06007 yuzmantam SAriputram etat avocat/ yaH SAriputra {boDisattvaH }
   mahāsattvo 'nena	mahAsattvaH anena
   06008 prajñāpāramitāvihāreṇa viharati sa itaś cyuta ihaiva buddhakṣetre	06008 prajQApAramitA vihAreNa viharati saH itas cyutaH iha eva budDa kzetre
   upapadyate	upapadyate
   06009 anyebhyo vā buddhakṣetrebhyaś cyutas tuṣitebhyo vā devebhyaś cyuta	06009 anyeByaH vA budDa kzetreByaH cyutaH tuziteByaH vA deveByaH cyuta
   ihopapadyate//	iha upapadyate//
   06010 [iti bodhisatvāṣṭamakaḥ//]	06010 [iti boDisatva azwamakaH//]
   06011 tatra śāriputra yo 'yaṃ {bodhisattvo} mahāsattvo manuṣyebhya eva	06011 tatra SAriputra yaH ayam {boDisattvo} mahAsattvaH manuzyeByaH eva
   cyutvā	cyutvA
   06012 manuṣyāṇām eva sabhāgatāyām upapadyate tasya {bodhisattvasya}	06012 manuzyANAm eva saBA gatAyAm upapadyate tasya {boDisattvasya}
   mahāsattvasyā 	mahAsattvasya a 
   06013 vinivartanīyān {bodhisattvān} mahāsattvān sthāpayitvā	06013 vinivartanIyAn {boDisattvAn} mahAsattvAn sTApayitvA
   dhanvānīndriyāṇi	DanvAni indriyANi
   06014 bhavanti/ na ca kṣipraṃ prajñāpāramitāyogaṃ samāpadyate/ na cāsya	06014 Bavanti/ na ca kzipram prajQApAramitA yogam samApadyate/ na ca asya
   06015 dhāraṇīmukham abhimukhībhavati na ca samādhimukham/ yat punaḥ	06015 DAraNI muKam aBimuKIBavati na ca samADi muKam/ yat punar 
   śāriputra	SAriputra
   06016 evaṃ vadasi yo bhagavan {bodhisattvo} mahāsattva imaṃ	06016 evam vadasi yaH Bagavan {boDisattvo} mahAsattvaH imam
   prajñāpāramitā 	prajQApAramitA 
   06017 yogaṃ samāpadyate sa itaś cyutaḥ kutropapatsyata iti/ yaḥ śāriputra	06017 yogam samApadyate saH itas cyutaH kutra upapatsyate iti/ yaH SAriputra
   {bodhisattvo}	{boDisattvaH }
   06018 mahāsattva imaṃ prajñāpāramitāyogaṃ samāpadyate sa ito buddhakṣetrāc	06018 mahAsattvaH imam prajQApAramitA yogam samApadyate saH itas budDa kzetrAt 
   cyutaḥ	cyutaH
   06101 buddhakṣetād buddhakṣetraṃ saṃkramiṣyati/ tatra buddhakṣetre buddhān	06101 budDa kzetAt budDa kzetram saMkramizyati/ tatra budDa kzetre budDAn
   bhagavata ārā 	BagavataH ArA 
   06102 gayiṣyati/ na kadācid buddhavirahito bhaviṣyati// [iti bodhisattva 	06102 gayizyati/ na kadAcid budDa virahitaH Bavizyati// [iti boDisattva 
   06103 śraddhānusārī//]	06103 SradDA anusArI//]
   06104 yaḥ punaḥ śāriputrāyaṃ {bodhisattvo} mahāsattvo 'nyebhyo	06104 yaH punar SAriputra ayam {boDisattvo} mahAsattvaH anyeByaH 
   buddhakṣetrebhyaś cyuta	budDa kzetreByaH cyuta
   06105 ihopapadyate tasya tīkṣṇānīndriyāṇi bhavanti/ sa kṣipram imaṃ	06105 iha upapadyate tasya tIkzNAni indriyANi Bavanti/ sa kzipram imam
   06106 yogam āpadyate yad uta prajñāpāramitāyogam/ tasya	06106 yogam Apadyate yat uta prajQApAramitA yogam/ tasya
   jātivyativṛttasyāpy amī	jAti vyativRttasya api amI
   06107 gambhīragambhīrā dharmā abhimukhībhavanti/ sa paścāt	06107 gamBIra gamBIrAH DarmAH aBimuKIBavanti/ sa paScAt 
   prajñāpāramitāyogaṃ	prajQApAramitA yogam
   06108 samāapadyate/ yatra yatra buddhakṣetre upapadyate tatra tatra	06108 samAapadyate/ yatra yatra budDa kzetre upapadyate tatra tatra
   tathāgatān arhataḥ	taTAgatAn arhataH
   06109 samyaksaṃbuddhān ārāgayiṣyati/ yaḥ punaḥ śāriputra {bodhisattvo}	06109 samyaksaMbudDAn ArAgayizyati/ yaH punar SAriputra {boDisattvaH }
   mahāsattvaḥ tuṣi 	mahAsattvaH tuzi 
   06110 tebhyo devebhyaś cyutvā ihopapanno bhavati tasyāpi	06110 teByaH deveByaH cyutvA iha upapannaH Bavati tasya api
   paṭutarāṇīndriyāṇi	pawutarANi indriyANi
   06111 bhavanti/ avipramuṣitāḥ ṣaṭ pāramitāḥ sarvadhāraṇīsamādhimukhāni	06111 Bavanti/ avipramuzitAH zaw pAramitAH sarva DAraNI samADi muKAni
   06112 cābhimukhībhavanti// [iti bodhisattvadharmānusārī//]	06112 ca aBimuKIBavanti// [iti boDisattva Darma anusArI//]
   06113 santi śāriputra {bodhisattvā} mahāsattvāḥ prajñāpāramitāyāṃ caranto	06113 santi SAriputra {boDisattvA} mahAsattvAH prajQApAramitAyAm carantaH 
   ghaṭamānā	GawamAnA
   06114 vyāyacchantaḥ sattvaparipākāyopāyakauśalyabalena srotaāpattiphalaṃ	06114 vyAyacCantaH sattva paripAkAya upAya kOSalya balena srotaApatti Palam
   sākṣāt 	sAkzAt 
   06115 kurvanti/ na ca te na manyante iti srotaāpannaḥ/ santi {śāriputra	06115 kurvanti/ na ca te na manyante iti srotaApannaH/ santi {SAriputra
   bodhisattvā} mahā 	boDisattvA} mahA 
   06116 sattvā anupāyakuśalā ye catvāri dhyānāni niṣpādayanti pāramitāsu	06116 sattvAH anupAya kuSalAH ye catvAri DyAnAni nizpAdayanti pAramitAsu
   06117 ca caranti/ tena ca dhyānalābhena dīrghāyuṣkeṣu deveṣūpapadyante	06117 ca caranti/ tena ca DyAna lABena dIrGa Ayuzkezu devezu upapadyante
   sacet	saced 
   06118 tataś cyutvā manuṣyeṣu deveṣu vā upapadyante buddhāṃś ca bhagavata	06118 tatas cyutvA manuzyezu devezu vE upapadyante budDAn ca Bagavata
   ārāgayi 	ArAgayi 
   06201 ṣyanti teṣām api dhanvānīndriyāṇi bhavanti na tīkṣṇāni/ santi	06201 zyanti tezAm api DanvAni indriyANi Bavanti na tIkzNAni/ santi
   {śāriputra bodhisattvā}	{SAriputra boDisattvA}
   06202 mahāsattvā dhyānāni ca samāpadyante prajñāpāramitāyāṃ ca caranti/ te	06202 mahAsattvAH DyAnAni ca samApadyante prajQApAramitAyAm ca caranti/ te
   06203 cānupāyakauśalyena dhyānāny utsṛjya kāmadhātāv upapadyante teṣām api	06203 ca anupAya kOSalyena DyAnAni utsRjya kAmaDAtO upapadyante tezAm api
   śāri 	SAri 
   06204 putra {bodhisattvānāṃ} mahāsattvānāṃ dhanvānīndriyāṇi bhavanti na	06204 putra {boDisattvAnAn} mahAsattvAnAm DanvAni indriyANi Bavanti na
