   śrīrastu	SrIH astu
   cittamanunirudhyate | [ataḥ] kena labhyate sarvagrāhakaṃ cittamastīti |	cittam anuniruDyate | [ataH] kena laByate sarva grAhakam cittam asti iti |
   yadbravīṣi  karmakriyā niṣprayojaneti | tadayuktam | yathā pradīpaḥ	yat bravIzi karma kriyA nizprayojanA iti | tat ayuktam | yaTA pradIpaH
   kṣaṇiko 'pi prakāśanopayogī | vāyugatakarmāṇi kṣaṇavināśīnyapi padārthān	kzaNikaH api prakASana upayogI | vAyu gata karmANi kzaNa vinASIni api padArTAn
   kampayanti | tathā (SSS_180) vijñānamapi | yathā pradīpādayaḥ kṣaṇikā api	kampayanti | taTA (H SS_180) vijQAnam api | yaTA pradIpa AdayaH kzaNikAH api
   [padārtha]grahaṇasamarthā bhavanti | tathā vijñānaṃ kṣaṇikamapi	[padArTa]grahaNa samarTAH Bavanti | taTA vijQAnam kzaNikam api
   [viṣaya]grahaṇasamarthaṃ bhavati |	[vizaya]grahaNa samarTam Bavati |
   atha cittamanovijñānāni kṣaṇikāni | kasmāt | nīlādīrūpasaṅghātaḥ purovartī	aTa citta manaH vijQAnAni kzaNikAni | kasmAt | nIla AdIrUpa saFGAtaH purovartI
   san vijñānamāśūtpādayati | ato 'sthāyīti jñāyate | puruṣasya kadāciccittaṃ	san vijQAnam ASu utpAdayati | atas asTAyi iti jQAyate | puruzasya kadAcid cittam
   bhavati yadahamekakālaṃ sarvānalambanān gṛhṇāmīti | ato vijñānamasthāyi |	Bavati yat aham eka kAlam sarvAnalambanAn gRhNAmi iti | atas vijQAnam asTAyi |
   yadi vijñānaṃ kiñcitkālaṃ tiṣṭhati | tadā puruṣasya na	yadi vijQAnam kiQcid kAlam tizWati | tadA puruzasya na
   tadbhānticittamutpadyeta | kasmāt | bījasantānavat kiñcitkālāvasthāyitvāt	tad BAnti cittam utpadyeta | kasmAt | bIja santAna vat kiQcid kAla avasTAyi tvAt 
   | na tatra puruṣasya bhrānticittamutpadyate |	| na tatra puruzasya BrAnti cittam utpadyate |
   yadaṅkurakāṇḍādīnyaikālikānīti | ato vijñānaṃ kṣaṇikamiti jñāyate | yo	yadaFkurakANxa AdIni EkAlikAni iti | atas vijQAnam kzaNikam iti jQAyate | yaH 
   ghaṭaṃ paśyati tasyaiva ghaṭasmṛtirbhavati | darśanānantaraṃ	Gawam paSyati tasya eva Gawa smRtiH Bavati | darSana anantaram
   smṛtirbhavatītyataḥ kṣaṇikam | yo vadati vijñānamakṣaṇikamiti |	smRtiH Bavati iti atas kzaNikam | yaH vadati vijQAnam akzaNikam iti |
   tasyaikameva jñānaṃ samyaṅ mithyā ca sambhavet | ayaṃ puruṣa iti graha eva	tasya ekam eva jQAnam samyak miTyA ca samBavet | ayam puruzaH iti grahaH eva
   ayaṃ na puruṣa iti graha iti yathā darśanaṃ bhavati | evaṃ saṃśayagraha	ayam na puruzaH iti grahaH iti yaTA darSanam Bavati | evam saMSaya graha
   eva niścayagrahaḥ syāt | tattu na sambhavati | ato jñāyate kṣaṇikamiti |	eva niScaya grahaH syAt | tat tu na samBavati | atas jQAyate kzaNikam iti |
   vikalpādyanekapratyayagrahaṇāt kṣaṇikamiti jñāyate | śabdakarmasantānaśca	vikalpa Adi aneka pratyaya grahaNAt kzaNikam iti jQAyate | Sabda karma santAnaH ca
   kṣaṇikaḥ san tatra jñānamutpādayati | ato jñāyate cittaṃ kṣaṇikamiti ||	kzaNikaH san tatra jQAnam utpAdayati | atas jQAyate cittam kzaNikam iti ||
   asthāyivijñānavargaścatuḥsaptatitamaḥ |	asTAyi vijQAna vargaH catuHsaptatitamaH |
   75 vijñānayaugapadyavargaḥ	75 vijQAna yOgapadya vargaH
   kaściccodayati | cittaṃ kṣaṇikamiti pratipāditam | idānīṃ vijñānāni	kaScid codayati | cittam kzaNikam iti pratipAditam | idAnIm vijQAnAni
   kimaikakālikāni | uta kramikāṇi | kecidābhidharmikā vadanti 	kim Eka kAlikAni | uta kramikANi | kecid A aBiDarmikAH vadanti 
   vijñānānyaikakālikānīti | kasmāt | kaścit sarvān viṣayānekakālaṃ gṛhṇāti |	vijQAnAni a ekakAlikAni iti | kasmAt | kaScid sarvAn vizaya aneka kAlam gRhNAti |
   yathaiko ghaṭaṃ paśyan saṅgītadhvanimapi śṛṇoti | ghrāṇena kusumagandhaṃ	yaTA ekaH Gawam paSyan saFgIta Dvanim api SRNoti | GrANena kusuma ganDam
   jighrati | mukhena sagandharasaṃ kavalayati | vyajanavāyuḥ kāyaṃ spṛśati |	jiGrati | muKena sa ganDa rasam kavalayati | vyajana vAyuH kAyam spRSati |
   cetanā ca samīkarotyapaśabdam | ato jñāyate sarvān viṣayānekakālaṃ	cetanA ca samIkaroti apaSabdam | atas jQAyate sarvAn vizaya aneka kAlam
   gṛhṇātīti |	gRhNAti iti |
   yadyekameva vijñānaṃ kāye sarvasukhaduḥkhe vijānāti | tadā	yadi ekam eva vijQAnam kAye sarva suKa duHKe vijAnAti | tadA
   cākṣuṣavijñānenaikena sarvān vṛkṣān gṛhṇīyāt | tattu na sambhavati |	cAkzuza vijQAnena ekena sarvAn vRkzAn gRhNIyAt | tat tu na samBavati |
   katha[mekena] vijñānena mūlaśākhāpatrapuṣpāṇi (SSS_181) sarvāṇi jñāyante |	kaTa[m ekena] vijQAnena mUla SAKA patra puzpANi (H SS_181) sarvANi jQAyante |
   ato jñāyate bahūni vijñānāni yugapadekakālamutpannāni sarvān spraṣṭavyān	atas jQAyate bahUni vijQAnAni yugapad eka kAlam utpannAni sarvAn sprazwavyAn
   gṛhṇanti iti | nānārūpāṇāṃ jñānamekakālamutpadyate | na tu [yat]	gRhNanti iti | nAnA rUpANAm jQAnam eka kAlam utpadyate | na tu [yat]
   nīlajñānam | tadeva pītajñānam | ato jñāyate ekakālaṃ yugapadutpadyante |	nIla jQAnam | tat eva pIta jQAnam | atas jQAyate eka kAlam yugapad utpadyante |
   vahūni vijñānānīti kāyāvayaveṣu ca śīghrataraṃ jñānamutpadyate |	vahUni vijQAnAni iti kAya avayavezu ca SIGrataram jQAnam utpadyate |
   ekāvayavagrahaṇakāla eva sarvān gṛhṇāti | bhagavataḥ śāsane ca	eka avayava grahaNa kAle eva sarvAn gRhNAti | BagavataH SAsane ca
   nāstyavayavī | na hi sambhavatyekameva vijñānaṃ sarvānavayavān gṛhṇātīti |	na asti avayavI | na hi samBavati ekam eva vijQAnam sarvAn avayavAn gRhNAti iti |
   ato ekakālamutpannāni bahūni vijñānāni sarvānavayavān gṛhṇantīti ||	atas eka kAlam utpannAni bahUni vijQAnAni sarvAn avayavAn gRhNanti iti ||
   vijñānayaugapadyavargaḥ pañcasaptatitamaḥ |	vijQAna yOgapadya vargaH paQca saptatitamaH |
   76 vijñānāyaugapadyavargaḥ	76 vijQAna ayOgapadya vargaH
   atrocyate | yaducyate bhavatā  bahūni vijñānāni yugapadekakālamutpadyanta	atra ucyate | yat ucyate BavatA bahUni vijQAnAni yugapad eka kAlam utpadyanta
   iti | tadayuktam | kasmāt | vijñānaṃ manaskāramapekṣyotpadyate | yathoktaṃ	iti | tat ayuktam | kasmAt | vijQAnam manaskAram apekzya utpadyate | yaTA uktam
   sūtre  cakṣuranupahataṃ bhavati | rūpamābhāsagataṃ bhavati |	sUtre cakzuH anupahatam Bavati | rUpam ABAsa gatam Bavati |
   vijñānotpādako manaskāraśca yadi na bhavati | tadā na	vijQAna utpAdakaH manaskAraH ca yadi na Bavati | tadA na
   cakṣurvijñānamutpadyata iti | ato jñāyate vijñānāni manaskāramapekṣya	cakzuH vijQAnam utpadyate iti | atas jQAyate vijQAnAni manaskAram apekzya
   bhavanti naikakālikānīti | sarve cotpattidharmāṇaḥ karmakāraṇādhīnāḥ |	Bavanti na ekakAlikAni iti | sarve ca utpatti DarmANaH karma kAraNa aDInAH |
   cittasyaikaikaśa utpatteḥ | na hi pṛthivīnarakādivipāka ekakālaṃ vedyate |	cittasya ekEkaSas utpatteH | na hi pRTivI naraka Adi vipAkaH eka kAlam vedyate |
   yadi bahūni cittāni yugadutpadyante | tadā yugapadvedanā syāt | na	yadi bahUni cittAni yugadutpadyante | tadA yugapad vedanA syAt | na
   vastutaḥ sambhavati | ato jñāyate vijñānāni naikakālikānīti | vijñānañca	vastutas samBavati | atas jQAyate vijQAnAni na ekakAlikAni iti | vijQAnaQca
   śīghrataramālambanaṃ gṛhṇāti | yathālātacakrasya	SIGrataram Alambanam gRhNAti | yaTAlAta cakrasya
   pravṛttiśaighryānnadṛśyate tadvicchedaḥ | tathā vijñānānyapi	pravRtti SEGryAt na dRSyate tad vicCedaH | taTA vijQAnAni api
   kālalavasthāyitvānna vibhajyante | yadyaikakālikāni vijñānāni |	kAlalava sTAyi tvAt na viBajyante | yadya eka kAlikAni vijQAnAni |
   sarveṣāmutpattidharmāṇāmekakālamekalakṣaṇaṃ yugapadutpattiḥ sambhavet |	sarvezAm utpatti DarmANAm eka kAlam eka lakzaNam yugapad utpattiH samBavet |
   kaḥ pratibandho 'sti | tathā ca sarvadharmāṇāmutpattaye nāvaśyaṃ yatnaṃ	kaH pratibanDaH asti | taTA ca sarva DarmANAm utpattaye na avaSyam yatnam
   kuryāt | karmākurvannapi (SSS_182) mucyeta | na tu tatsambhavati | ato	kuryAt | karma akurvan= api (H SS_182) mucyeta | na tu tad samBavati | atas 
   jñāyate vijñānāni naikakālikānīti | kāyaścittānucaraḥ | yadi sarvāṇi	jQAyate vijQAnAni na ekakAlikAni iti | kAyaScitta anucaraH | yadi sarvANi
   cittāni yugapadbhavanti | tadā kāyo vikṣipyeta |	cittAni yugapad Bavanti | tadA kAyaH vikzipyeta |
   atītānāgatādicittānāmekakālamutpatteḥ | vastutastu kāyo na vikṣipyate |	atIta anAgata Adi cittAnAm eka kAlam utpatteH | vastutas tu kAyaH na vikzipyate |
   ato jñāyate na yugapadbhavanti sarvacittānīti | cakṣuṣā paśyāmaḥ khalu	atas jQAyate na yugapad Bavanti sarvacittAni iti | cakzuzA paSyAmaH Kalu
   bāhyān bījāṅkurādīn kalamāṃsapeśyādirūpāṇi kaumārayauvanajarākārān	bAhyAn bIja aFkura AdIn kala mAMsa peSya Adi rUpANi kOmAra yOvana jarA AkArAn
   kramikān | tathā cittamapi syāt |	kramikAn | taTA cittam api syAt |
   uktañca sūtre  yadā sukhā vedanā bhavati | tadā [anye] dve vedane niruddhe	uktaQca sUtre yadA suKA vedanA Bavati | tadA [anye] dve vedane nirudDe
   yaduta duḥkhā vedanā aduḥkhāsukhā vedanā ityādi | yadi vijñānānāṃ	yat uta duHKAH vedanAH aduHKa asuKAH vedanA ityAdi | yadi vijQAnAnAm
   yugapadutpādaḥ tadā tisro vedanā ekakālaṃ vedyeran | na tu tadyujyante	yugapad utpAdaH tadA tisraH vedanA eka kAlam vedyeran | na tu tat yujyante
   vastutaḥ | ato jñāyate vijñānāni naikakāla mutpadyanta iti | ekasmin kāya	vastutas | atas jQAyate vijQAnAni na eka kAla mutpadyante iti | ekasmin kAya
   ekacittotpattyā ekaḥ puruṣa ityucyate | vijñānānāṃ yaugapadya ekasmin kāye	ekacitta utpattyA ekaH puruzaH iti ucyate | vijQAnAnAm yOgapadya ekasmin kAye
   bahavaḥ puruṣāḥ syuḥ | natvidaṃ yujyate | ata ekasmin kāye vijñānānāṃ	bahavaH puruzAH syuH | na tu idam yujyate | atas ekasmin kAye vijQAnAnAm
   yaugapadyaṃ na sambhavati | yaugapadye hi ekakālaṃ sarvān dharmān jānīyuḥ	yOgapadyam na samBavati | yOgapadye hi eka kAlam sarvAn DarmAn jAnIyuH
   | kasmāt | cakṣuṣi tāvadapramāṇaśatasahasrāṇi vijñānāni bhavanti | evaṃ	| kasmAt | cakzuzi tAvat apramANa Sata sahasrANi vijQAnAni Bavanti | evam
   yāvanmanasyapi | tathā ca [tāni] sarvān dharmān vijānīyuḥ | na tu	yAvat manasi api | taTA ca [tAni] sarvAn DarmAn vijAnIyuH | na tu
   tadyujyate | ato vijñānāni naikakālikānīti jñāyate |	tat yujyate | atas vijQAnAni na ekakAlikAni iti jQAyate |
   (pṛ) kasmādvijñānānyavaśyaṃ kramikāṇi bhavanti | (u) ekaḥ	(pR) kasmAt vijQAnAni avaSyam kramikANi Bavanti | (u) ekaH
   samanantarapratyaya ityato vijñānamekaikamutpadyate | (pṛ) ekaḥ	samanantara pratyayaH iti atas vijQAnam ekEkam utpadyate | (pR) ekaH
   samanantarapratyaya iti kasmāt samyak | īdṛśī dharmatā syāt | tathā	samanantara pratyayaH iti kasmAt samyak | IdRSI DarmatA syAt | taTA
   bhavatāme kasyātmana ekaṃ manaḥ | tathā mamāpi ekasya manasa ekaḥ	BavatA Ame kasya AtmanaH ekam manaH | taTA mama api ekasya manasaH ekaH
   samanantarapratyayaḥ | yathā bījasambandhī aṅkurastatsamanantaramutpadyeta	samanantara pratyayaH | yaTA bIja sambanDI aFkuraH tat samanantaram utpadyeta
   | na kāṇḍādyutpādya aṅkuraḥ | evaṃ cittasambandhī	| na kANxa Adi utpAdya aFkuraH | evam citta sambanDI
   dharmaścittakrameṇotpadyeta | nānyadharmotpatti [kramataḥ] |	DarmaH citta krameNa utpadyeta | na anya Darma utpatti [kramataH] |
   vijñānalakṣaṇaṃ tathā niyataṃ [yat] ekaikodayavyayakramalakṣaṇādhīnam	vijQAna lakzaNam taTA niyatam [yat] ekEka udaya vyaya krama lakzaNa aDInam
   agnilakṣaṇadāhavat | tasmādvijñānānyavaśyaṃ krameṇa bhavanti ||	agni lakzaNa dAha vat | tasmAt vijQAnAni avaSyam krameNa Bavanti ||
   vijñānāyaugapadyavargaḥ ṣaṭsaptatitamaḥ |	vijQAna ayOgapadya vargaH zawsaptatitamaH |
   (SSS_183)	(H SS_183)
   77 duḥkhasatyaskandhe saṃjñāskandhavargaḥ	77 duHKa satya skanDe saMjQA skanDa vargaH
   (pṛ) ko dharmaḥ saṃjñā | (u) prajñaptisaddharmanimittagrahaṇātmikā saṃjñā	(pR) kaH DarmaH saMjQA | (u) prajQapti sad Darma nimitta grahaNa AtmikA saMjQA
   | kasmāt | yathoktaṃ sūtre  kecitparīttasaṃjñāḥ kecidbahusaṃjñāḥ	| kasmAt | yaToktam sUtre kecid parItta saMjQAH kecid bahu saMjQAH
   kecidapramāṇasaṃjñāḥ kecidakiñcanasaṃjñā iti | vastutastu te bahu	kecid apramANa saMjQAH kecid akiQcana saMjQAH iti | vastutas tu te bahu
   kiñcidādidharmā na santi | ato jñāyate saṃjñā	kiQcid Adi DarmAH na santi | atas jQAyate saMjQA
   prajñaptisaddharmanimittagrahaṇarūpeti | tāḥ saṃjñāḥ bhūyasā viparyāsagatā	prajQapti sad Darma nimitta grahaNa rUpA iti | tAH saMjQAH BUyasA viparyAsa gatA
   iṣyante | yathoktam  anitye nityamiti saṃjñāviparyāsaḥ | duḥkhe sukhamiti	izyante | yaTA uktam anitye nityam iti saMjQA viparyAsaH | duHKe suKam iti
   saṃjñāviparyāsaḥ | anātmani ātmeti saṃjñāviparyāsaḥ | aśubhe śubhamiti	saMjQA viparyAsaH | anAtmani AtmA iti saMjQA viparyAsaH | aSuBe SuBam iti
   saṃjñāviparyāsaḥ | iti | evaṃ śraddhādhimuktivipaśyanā kṛtsnāyataneṣvapi	saMjQA viparyAsaH | iti | evam SradDA aDimukti vipaSyanA kRtsnA Ayatanezu api
   ucyante |	ucyante |
   saṃjñā tridhā vibhaktā grahālambanā yaduta priyadvepyodāsīnāḥ | tatra	saMjQA triDA viBaktA graha AlambanAH yat uta priya dvepya udAsInAH | tatra
   tisro vedanāḥ kramaśaḥ samudbhavanti | tā vedanāśca triviṣajananyaḥ | ataḥ	tisraH vedanAH kramaSas samudBavanti | tAH vedanAH ca triviza jananyaH | atas 
   saṃjñā duṣṭā | duṣṭatvāt bhagavānāha  saṃjñā prahātavyeti | yathoktam 	saMjQA duzwA | duzwa tvAt BagavAn Aha saMjQA prahAtavyA iti | yaTA uktam 
   cakṣuṣā rūpāṇi dṛṣṭvā mā nimittaṃ gṛhvīta iti | ato jñāyate	cakzuzA rUpANi dRzwvA mA nimittam gRhvItaH iti | atas jQAyate
   prajñaptisaddharmanimittagrahaṇarūpā saṃjñeti |	prajQapti sad Darma nimitta grahaNa rUpA saMjQA iti |
   (pṛ) prajñaptisaddharmagrahaṇarūpā saṃjñeti nāyamartho yujyate | kasmāt |	(pR) prajQapti sat Darma grahaNa rUpA saMjQA iti na ayam arTaH yujyate | kasmAt |
   tathā saṃjñayā hi sarvān kleśān prajahāti | yathoktaṃ sūtre  anityasaṃjñā	taTA saMjQayA hi sarvAn kleSAn prajahAti | yaToktam sUtre anitya saMjQA
   sādhu bhāvitā sarvaṃ kāmarāgaṃ paryādāpayati | sarvaṃ rūparāgaṃ	sADu BAvitA sarvam kAma rAgam paryAdApayati | sarvam rUpa rAgam
   paryādāpayati | sarvaṃ bhavarāgaṃ paryādāpayati | sarvamauddhatyaṃ	paryAdApayati | sarvam Bava rAgam paryAdApayati | sarvam OdDatyam
   paryādāpayati | sarvāmavidyāṃ paryādāpayati | samamasmimānaṃ paryādāpayati	paryAdApayati | sarvAm avidyAm paryAdApayati | samam asmi mAnam paryAdApayati
   | iti | ato jñāyate na prajñaptisaddharmagrahaṇamātrā saṃjñeti |	| iti | atas jQAyate na prajQapti sat Darma grahaNa mAtrA saMjQA iti |
   prajñaptidharmagrahaṇarūpā [cet] saṃjñā | tadā na syātkleśānāṃ prahāṇam |	prajQapti Darma grahaNa rUpA [cet] saMjQA | tadA na syAt kleSAnAm prahANam |
   ucyate | vastutaḥ prajñeyaṃ saṃjñeti nāmnocyate | yathā vadanti vedakaḥ	ucyate | vastutas prajQA iyam saMjQA iti nAmnA ucyate | yaTA vadanti vedakaH
   sarvasmādvimucyate | manasā sarve kleśāḥ prahīyanta iti | yathā ca vadanti	sarvasmAt vimucyate | manasA sarve kleSAH prahIyante iti | yaTA ca vadanti
   akṛṣṇāśuklakarmaṇā sarvāṇi karmāṇi kṣapayatīti | vadanti ca 	akRzNA Sukla karmaNA sarvANi karmANi kzapayati iti | vadanti ca 
   (SSS_184) śraddhayā vitaratyoghamapramādena cārṇavam |	(H SS_184) SradDayA vitarati aH Gama pramAdena ca arNavam |
   vīryeṇa duḥkhamatyeti prajñayā pariśudhyati | iti |	vIryeNa duHKam atyeti prajQayA pariSuDyati | iti |
   vastutastu prajñayā tarati na tu śraddhādinā | evaṃ prajñaiva	vastutas tu prajQayA tarati na tu SradDA AdinA | evam prajQA eva
   saṃjñākhyayocyate | uktañca sūtre  prajñayā balaṃ bhavatīti | yathoktam 	saMjQA AKyayA ucyate | uktaQca sUtre prajQayA balam Bavati iti | yaTA uktam 
   āryāstadantevāsino vā prajñābalena sarvān kleśān prajahatīti | ataḥ	AryAH tad antevAsinaH vA prajQA balena sarvAn kleSAn prajahati iti | atas 
   prajñaiva sarvasaṃyojanasamucchedinī | na tu saṃjñā |	prajQA eva sarva saMyojana samucCedinI | na tu saMjQA |
   saptatriṃśadāryamārgāṅgeṣu noktā saṃjñā | ato na [sā]	saptatriMSat Arya mArga aFgezu na uktA saMjQA | atas na [sA]
   saṃyojanasamucchedinī | uktañca sūtre  jānan paśyan āsravakṣayaṃ	saMyojana samucCedinI | uktaQca sUtre jAnan paSyan Asrava kzayam
   pratilabhate nājānan nāpaśyan iti | triṣvanāsravendriyeṣūktaṃ	pratilaBate na ajAnan na apaSyan iti | trizu anAsrava indriyezu uktam
   anājñātamāsyāmindriyamājñendriyamājñātāvīndriyamiti sarvaṃ jñānākhyaṃ	anAjQAtamAsyAm indriyam AjQa indriyam AjQAta avIndriyam iti sarvam jQAna AKyam
   bhavati | āha ca bhagavān  prajñāskandho vimuktijñānadarśanaskandho	Bavati | Aha ca BagavAn  prajQA skanDaH vimukti jQAna darSana skanDaH 
   bhavati iti | kiñcāha  dhyānavyatiriktā nāsti sambodhiḥ | sāmyavyatiriktaṃ	Bavati iti | kiQca aha DyAna vyatiriktA na asti samboDiH | sAmya vyatiriktam
   nāsti dhyānamiti | anukramasūtre coktam  viśuddhaśīladhāriṇo na cittaṃ	na asti DyAnam iti | anukrama sUtre ca uktam viSudDa SIla DAriNaH na cittam
   paritapati yāvadyathābhūtajñānāya cittaṃ samādadhāti iti |	paritapati yAvat yaTA BUta jQAnAya cittam samAdaDAti iti |
   dharmajñānādayaḥ sarve prajñākhyāḥ | tisṛṣu ca śikṣāsu	Darma jQAna AdayaH sarve prajQA AKyAH | tisRzu ca SikzAsu
   adhiprajñāśikṣottamā | āha ca  prajñāsampat vimuktijñānadarśanasampat iti	aDiprajQA SikzA uttamA | Aha ca prajQA sampad vimukti jQAna darSana sampad iti
   | saptaviśuddhiṣu coktam  pratipadājñāna  darśanavimuktirit | āha ca	| sapta viSudDizu ca uktam pratipadA jQAna darSana vimuktirit | Aha ca
   bhagavān  sarvadharmāṇāṃ yathābhūtajñānamanuttarā prajñā ityucyate |	BagavAn sarva DarmANAm yaTABUta jQAnam anuttarA prajQA iti ucyate |
   saṃjñā tu naivaṃvidhocyate |	saMjQA tu na evaMviDA ucyate |
   prajñaiva sarvakleśānāṃ samucchedini na tu saṃjñeti yogo nyānyāḥ | kasmāt	prajQA eva sarva kleSAnAm samucCedini na tu saMjQA iti yogaH nyAnyAH | kasmAt 
   | yathāha mahānidānasūtram  yacca sūtre 'vatarati vinaye ca sandṛśyate	| yaTA Aha mahAnidAna sUtram yat ca sUtre avatarati vinaye ca san dRSyate
   dharmatāñca na vilomayati tat grāhyam iti | api cāha  samyagarthe sthāpanā	Darma tAQca na vilomayati tat grAhyam iti | api ca aha samyak arTe sTApanA
   yathārtha [grahaṇam] samyak rute sthāpanā yathārūta [grahaṇam] iti | ataḥ	yaTArTa [grahaNam] samyak rute sTApanA yaTArUta [grahaNam] iti | atas 
   sūtre yadyapyuktam anityasaṃjñādayaḥ kleśānāṃ samucchedakā (SSS_185) iti |	sUtre yadi api uktam anitya saMjQA AdayaH kleSAnAm samucCedakAH (H SS_185) iti |
   tathāpi sā prajñaivepi | nyāyato bhavati | āha ca  avidyā sarvakleśānāṃ	taTA api sA prajQA eva ipi | nyAyataH Bavati | Aha ca avidyA sarva kleSAnAm
   mūlam | visaṃyogātmajñā vimucyata iti | ato jñāyate prajñayā sarve kleśāḥ	mUlam | visaMyoga Atma jQA vimucyate iti | atas jQAyate prajQayA sarve kleSAH
   prahīyanta iti |	prahIyante iti |
   (pṛ) bhavatoktaṃ prajñaptisaddharmanimittagrahaṇātmikā saṃjñā iti | kiṃ	(pR) BavatA uktam prajQapti sad Darma nimitta grahaNa AtmikA saMjQA iti | kim
   tannimittam | (u) kecinmanyante  prajñaptidharmo nimittam |	tad nimittam | (u) kecid manyante prajQapti DarmaH nimittam |
   prajñaptidharmāḥ pañca atītaḥ anāgataḥ saṅketaḥ saṃyogaḥ pudgala iti |	prajQapti DarmAH paQca atItaH anAgataH saFketaH saMyogaH pudgalaH iti |
   tadayuktam | kasmāt | pudgalaḥ pañcaskandhānupādāya siddhaḥ |	tat ayuktam | kasmAt | pudgalaH paQca skanDAn upAdAya sidDaH |
   nimittasyāsiddhyā nāsti prajñaptiḥ | (pṛ) nimittasyārthaḥ kaḥ | (u)	nimittasya asidDyA na asti prajQaptiH | (pR) nimittasya arTaH kaH | (u)
   yadālambanaṃ tannimittam | kenedaṃ jñāyate | yathoktam  siṃho mṛgarāja iha	yad Alambanam tad nimittam | kena idam jQAyate | yaTA uktam siMhaH mRgarAjaH iha
   nadītīre sthitastratra tīre nimittaṃ gṛhītvā oghaṃ tīrtvā niṣkrāmati |	nadI tIre sTitaH tratra tIre nimittam gRhItvA oGam tIrtvA nizkrAmati |
