   <B1> śrīḥ /	<B1> SrIH /
   (phalabhāvanānukūlatvena tasyā ārthabhāvanātvanirūpaṇam)	(Pala-BAvanA-anukUla-tvena tasyAH ArTa-BAvanA-tva-nirUpaNam)
   ārthabhāvanātvamiti ---------- āsamantādīpsitatvena arthyate prārthyate	ArTa-BAvanA-tvam-iti --------- AsamantAt-Ipsita-tvena arTyate prArTyate
   ityārthaḥ svargādi, tadbhavanānukūlavyāpāratvādārthabhāvanātvam /	iti-ArTaH svarga-Adi, tad-Bavana-anukUla-vyApAra-tvAt-ArTa-BAvanA-tvam /
   athavā ---------- arthyate phalaṃ prārthyate yena sa puruṣo,	aTavA --------- arTyate Palam prArTyate yena sa puruzaH-,
   ārthastadgatatvāttadityarthaḥ //	ArTaH-tad-gata-tvAt-tat-iti-arTaH //
   (dhātvarthasya phalabhāvanākaraṇatvasiddhyarthaṃ pratyayānāṃ	(DAtu-arTasya Pala-BAvanA-karaNa-tva-sidDi-arTam pratyayAnAm
   prakṛtyarthānvitataiveti vyutpattyasaṅkocārthaṃ	prakRti-arTa-anvitatA-eva-iti vyutpatti-asaFkoca-arTam
   cākhyātopāttabhāvanāmukhyaviśeṣyatvopapādanam) vaiyākaraṇamatavat	ca-AKyAta-upAtta-BAvanA-muKya-viSezya-tva-upapAdanam) vEyAkaraNa-matavat-
   dhātvarthasyaiva viśeṣyatve phalabhāvanākaraṇatvaṃ dhātvarthasyoktaṃ na	DAtu-arTasya-eva viSezya-tve Pala-BAvanA-karaNa-tvam DAtu-arTasya-uktam na
   sidhyati ityatastasya dhātvarthaṃ prati viśeṣyatvaṃ sādhayituṃ	siDyati iti-atas-tasya DAtu-arTam prati viSezya-tvam sADayitum
   vākyopāttānāmarthānāṃ keṣāñcittattatprakāratayānvayapradarśanena	vAkya-upAttAnAm-arTAnAm kezAQcid-tad-tad-prakAra-tayA-anvaya-pradarSanena
   mukhyaviśeṣyatvaṃ darśayati ----------- iyañceti /	muKya-viSezya-tvam darSayati ---------- iyaQca-iti /
   aparyavasānāditi //	aparyavasAnAt-iti //
   kāṣṭhaiḥ sthālyāmodanaṃ pacatīti vākyasya kāṣṭhaiḥ sthālyāṃ pākenodanaṃ	kAzWEH sTAlyAm-odanam pacati-iti vAkyasya kAzWEH sTAlyAm pAkena-udanam
   pacatīti vivaraṇe karotyarthena saha anvayaṃ vinā itarapadānāṃ	pacati-iti vivaraNe karoti-arTena saha anvayam vinA itara-padAnAm
   nirākāṅkṣatvābhāvāt tattatpadopasthāpitānāmarthānāmaparyavasānam /	nirAkAFkza-tva-aBAvAt tad-tad-pada-upasTApitAnAm-arTAnAm-aparyavasAnam /
   yadyapi bhāvanāyā api tattadarthānvayaṃ vināparyavasānaṃ tulyam; tathāpi	yadi-api BAvanAyAH api tat-tad-arTa-anvayam vinA-aparyavasAnam tulyam; taTA-api
   pratyayena prakṛtyarthānvitatayaiva svārthapratipādanāt tatra dhātvarthaṃ	pratyayena prakRti-arTa-anvita-tayA-eva sva-arTa-pratipAdanAt tatra DAtvarTam
   prati viśeṣyatvenopasthitāyāṃ tasyāmeva prakāratayānvayakalpanaṃ	prati viSezya-tvena-upasTitAyAm tasyAm-eva prakAratayA-anvaya-kalpanam
   yuktamityarthaḥ /	yuktam-iti-arTaH /
   evañca sarvatraiva mukhyaviśeṣyatvena tasyāṃ sarvakārakānvayaṃ	evaQca sarvatra-eva muKya-viSezya-tvena tasyAm sarva-kAraka-anvayam
   prasaktamanuvadati ---------- yogyatādyanusāreṇeti //	prasaktam-anuvadati --------- yogyatA-Adi-anusAreNa-iti //
   tathāca "odanaṃ sthālyāṃ paktvā vrajatī" tyādau ktvāpratyayopāttabhāvanāyā	taTA-ca "odanam sTAlyAm paktvA vrajatI" tyAdO ktvA-pratyaya-upAtta-BAvanAyAH-
   ākhyātopāttabhāvanāyāṃ prakāratvenānvayena tasyā mukhyaviśeṣyatve 'pi	AKyAta-upAtta-BAvanAyAm prakAra-tvena-anvayena tasyAH muKya-viSezya-tve api
   nāsyāmodanādikārakāṇāmanvayo 'yogyatvāt, kintu pūrvabhāvanāyāmeva /	na-asya-Amodana-Adi-kArakANAm-anvayaH ayogya-tva-at, kintu pUrva-BAvanAyAm-eva /
   ata eva ---------- bhāvanāyāḥ pūrvasyāstattatkārakāṇi prati viśeṣyatve 'pi	atas eva --------- BAvanAyAH pUrvasyAH-tad-tad-kArakANi prati viSezya-tve api
   ākhyātopāttabhāvanaiva mukhyaviśeṣyetyuktam /	AKyAta-upAtta-BAvanA-eva muKya-viSezya-iti-uktam /
   ataśca anyabhāvanāyāṃ kārakāṇi prati viśeṣyatvam /	atas-ca anya-BAvanAyAm kArakANi prati viSezya-tvam /
   niyatamākhyātopāttāyāstu mukhyaviśeṣyatvamiti bhāvaḥ /	niyatam-AKyAta-upAttAyAH-tu muKya-viSezya-tvam-iti BAvaH /
   tāmeva yogyatāmanyatrāpi vyatirekeṇa darśayati ------------ nipāteti //	tAm-eva yogyatAm-anyatra-api vyatirekeNa darSayati ----------- nipAta-iti //
   (nipātopasargaprātipadikātiriktaśabdagamyasubupāttetyādiniyamāpekṣayātiriktavyutpattikalpanena	(nipAta-upasarga-prAtipadikA-atirikta-Sabda-gamya-subupAtta-ityAdi-niyama-apekzayA-atirikta-vyutpatti-kalpanena
   agneya ityādāvapyagnyādidevatānāṃ bhāvanānvayavyavasthāpanam) atra	agneyaH iti-AdO=-api-agni-Adi-devatAnAm BAvanA-anvaya-vyavasTApanam) atra
   paurṇamāsyadhikaraṇe	pOrNamAsI-aDikaraNe
   vidvadvākyavihitapaurṇamāsyamāvāsyāsaṃjñakakarmānuvādena "yadāgneya" iti	vidvat-vAkya-vihita-pOrNamAsya-mAvAsyA-saMjQaka-karma-anuvAdena "yat-Agneya" iti
   vākyenāgnidevatāviśiṣṭāṣṭākapāladravyavidhānena vidvadvākyavihitakarmaṇo	vAkyena-agni-devatA-viSizwa-azwA-kapAla-dravya-viDAnena vidvat-vAkya-vihita-karmaNaH-
   rūpavattvamāśaṅkyāṣṭākapālena sahāgnidevatāsaṃbandhasyānyato	rUpavat-tvam-ASaFkya-azwA-kapAlena saha-agni-devatA-saMbanDasya-anyatas-
   'prāptatvādihaiva vidheyatvāpatteryo 'ṣṭākapālaḥ sa āgneyaḥ saca	aprApta-tvAt-iha-eva viDeyatva-ApatteH-yaH azwAkapAlaH saH AgneyaH sa-ca
   paurṇamāsyāmityanekārthavidhānādvākyabhedāpatterna rūpavidhānaṃ	pOrNamAsyAm-iti-aneka-arTa-viDAnAt-vAkya-Beda-ApatteH-na rUpa-viDAnam
   saṃbhavatīti nirākariṣyate /	saMBavati-iti nirAkarizyate /
   nahi agnyādidevatātvānāṃ prakṛtyarthavṛttīnāṃ taddhitopātte	na-hi agni-Adi-devatA-tvAnAm prakRti-arTa-vRttInAm tad-hita-upAtte
   pratyayārthabhūte dravye 'nvaye sati vaiśiṣṭyasya vyutpannatvena	pratyaya-arTa-BUte dravye anvaye sati vESizwyasya vyutpanna-tvena
   śrutavidhinā viśiṣṭavidhānena paścāt	Sruta-viDinA viSizwa-viDAnena paScAt-
   kalpitaviśeṣaṇavidhināṣṭākapāloddeśenāgnyādidevatāsaṃbandhaviśeṣe sati	kalpita-viSezaNa-viDinA-azwA-kapAla-uddeSena-agni-Adi-devatA-saMbanDa-viSeze sati
   śrutavidherāvṛttyasaṃbhave vākyabheda upapadyate /	Sruta-viDeH-AvRttyasaMBave vAkya-BedaH upapadyate /
   ataḥ śrutavidhāveva vaiśiṣṭyamavaśyavaktavyaṃ vyutpattyantarakalpanaṃ vinā	atas Sruta-viDO=-eva vESizwyam-avaSya-vaktavyam vyutpatti-antara-kalpanam vinA
   na saṃbhavatītyato vyutpattyantaramāha ---------- taddhiteti //	na saMBavati-iti-atas vyutpatti-antaram-Aha --------- tat-hita-iti //
   tataśca prakṛtyarthasyāgnyādeḥ pratyayārthe devatātve	tatas-ca prakRti-arTasya-agni-AdeH pratyaya-arTe devatA-tve
   ādheyatāsaṃbandhenānvaye devatātvasya naiva dravye 'nvayaḥ, kintu	ADeya-tA-saMbanDena-anvaye devatA-tvasya na-eva dravye anvayaH, kintu
   kārakatvāt bhāvanāyāmanvayādagnivṛttidevatātvasya dravye	kAraka-tvAt BAvanAyAm-anvayAt-agni-vRtti-devatA-tvasya dravye
   vaiśiṣṭyāsaṃbhavādyukto vākyabheda ityarthaḥ /	vESizwyA-saMBavAt-yuktaH vAkya-BedaH iti-arTaH /
   atastadvyatirikteti //	atas-tad-vyatiriktA-iti //
   (ṣaṣṭhyarthasaṃbandhasyopapadārthe 'nvaya iti	(zazWI-arTa-saMbanDasya-upapadArTe anvayaH iti
   śāstradīpikānusāriprācīnamatakhaṇḍanena tasyāpi bhāvanāyāmevānvaya iti	SAstra-dIpikA-anusAri-prAcIna-mata-KaNxanena tasya-api BAvanAyAm-eva-anvayaH iti
   kaustubhasiddhāntopapādanam) atraca tadvyatiriktasya kārakasyeva kālādeśca	kOstuBa-sidDAnta-upapAdanam) atra-ca tad-vyatiriktasya kArakasya-iva kAla-AdeH-ca
   bhāvanāyāmanvayaḥ ṣaṣṭhyarthasaṃbandhasyatu upapadārthe iti prāñcaḥ /	BAvanAyAm-anvayaH zazWI-arTa-saMbanDasyatu upapadArTe iti prAQcaH /
   ata eva ---------- paurṇamāsyadhikaraṇe bhinnapadopāttānyapi yāni	atas eva --------- pOrNamAsI-aDikaraNe Binna-pada-upAttAni-api yAni
   sāmānādhikaraṇyena ṣaṣṭhyā vā kriyānvayānvayāt prāgeva mithaḥ saṃbandhaṃ	sAmAnADikaraNyena zazWyA vA kriyA-anvaya-anvayAt prAk-eva miTas saMbanDam
   śabdato vastutaśca vidhimanādṛtyaiva labhante tatra naiva vākyabheda	SabdataH vastutas-ca viDim-anAdRtya-eva laBante tatra na-eva vAkya-Beda
   ityuktaṃ śāstradīpikāyām /	iti-uktam SAstra-dIpikAyAm /
   vastutastu -------------- sākṣāt paraṃparayā vādhikaraṇatvasya	vastutas-tu ------------- sAkzAt paraMparayA vA-aDikaraNa-tvasya
   ṣaṣṭhyarthasaṃbandhasya	zazWI-arTa-saMbanDasya
   bhāvanāyāmevaikakāryakāraṇabhāvalāghavānurodhenānvayo yukta iti	BAvanAyAm-eva-eka-kArya-kAraNa-BAva-lAGava-anuroDena-anvayaH yuktaH iti
   kaustubhoktamāśritya padārthamātrasyetyuktam //	kOstuBa-uktam-ASritya padArTa-mAtrasya-iti-uktam //
   (sākṣādbhāvanānvayayogyānāmapi saṃpradānādīnāṃ paraṃparayā bhāvanānvaya	(sAkzAt-BAvanA-anvaya-yogyAnAm-api saMpradAna-AdInAm paraMparayA BAvanA-anvaya
   iti sarveṣāṃ bhāvanānvayaniyamābhaṅgopapādanam) etena ------------	iti sarvezAm BAvanA-anvaya-niyama-aBaFga-upapAda-nam) etena ------------
   aṃśatrayabahirbhūtānāmanīpsitakarmatvasaṃpradanāpādanatvādhikaraṇatvādīnāmanapekṣitatvāt	aMSa-traya-bahis-BUtAnAm-anIpsita-karma-tva-saMpradana-ApAdana-tva-aDikaraNa-tva-AdInAm-anapekzita-tvAt
   bhāvanāyāṃ dhātvarthasya ca kārakatvena sākṣāddhātvarthe 'nvayāsaṃbhave	BAvanAyAm DAtu-arTasya ca kAraka-tvena sAkzAt-DAtu-arTe anvaya-asaMBave
   matvarthalakṣaṇayā dhātvarthe 'nvaya iti bhāṭṭālaṅkārakārakoktaṃ	matu-arTa-lakzaNayA DAtu-arTe anvayaH iti BAwwa-alaFkAra-kAraka-uktam
   ------------- apāstam;sākṣātsaṃbandhena bhāvanānvayāyogyānāmapi	------------ apAstam;sAkzAt-saMbanDena BAvanA-anvayA-yogyAnAm-api
   svanirūpakadhātvarthajanakatvādirūpaṃ pārṣṭhikānvayalabhyaṃ	sva-nirUpaka-DAtu-arTa-janaka-tva-Adi-rUpam pArzWikA-anvaya-laByam
   paramparāsaṃbandhamādāya prathamato bhāvanānvaye sāmānyena jāte	paramparA-saMbanDam-AdAya praTamatas BAvanA-anvaye sAmAnyena jAte
   pārṣṭhikānvayalabhyayāgarūpavyāpārasaṃbandhāvagamottaraṃ vastuta	pArzWikA-anvayalaBya-yAga-rUpa-vyApAra-saMbanDa-avagama-uttaram vastuta
   itikartavyatātvena grahaṇopapatteḥ /	itikartavya-tA-tvena grahaNa-upapatteH /
   evaṃ guṇakāmādhikaraṇe indriyakarmatvasya	evam guNa-kAma-aDikaraNe indriya-karma-tvasya
   svanirūpakaguṇasaṃbandhāśrayajanakatvasaṃbandhena bhāvanāyāmevānvayaḥ /	sva-nirUpaka-guNa-saMbanDa-ASraya-janaka-tva-saMbanDena BAvanAyAm-eva-anvayaH /
   yatratu kālādhikaraṇatvādau phalanirūpitatvāsaṃbhavaḥ, tatrāgatyā	yatratu kAla-aDikaraNa-tva-AdO Pala-nirUpita-tva-asaMBavaH, tatra-AgatyA
   kālādhikaraṇatvādeḥ karaṇatvāṅgīkāreṇetaraguṇavat	kAla-aDikaraNa-tva-AdeH karaNa-tva-aFgIkAreNa-itara-guNavat
   svajanyaphaloddeśyakatvasaṃbandhāntareṇa tasyāmevānvaya iti sarvatra	sva-janya-Pala-uddeSyaka-tva-saMbanDa-antareNa tasyAm-eva-anvayaH iti sarvatra
   jñeyamiti bhāvaḥ //	jQeyam-iti BAvaH //
   (sarveṣāṃ bhāvanānvaye 'pi dhātvarthasakarmakatvādivyavahāropapattyādinā	(sarvezAm BAvanA-anvaye api DAtu-arTasakarmaka-tva-Adi-vyavahAra-upapatti-AdinA
   dhātvarthakaraṇatvādyupasaṃhāraḥ) nanu ---------- odanādeḥ karmatvādinā	DAtu-arTa-karaNa-tva-Adi-upasaMhAraH) nanu --------- odana-AdeH karma-tva-AdinA
   bhāvanāyāmanvaye dhātvarthakarmatvānupapattyā dhātossakarmakatvānāpattiḥ,	BAvanAyAm-anvaye DAtu-arTa-karma-tva-anupapattyA DAtossa-karmaka-tvAn-ApattiH,
   śayanādibhāvanāyāmapi svāsthyādeḥ karmatvena bhāvanānvayāt	Sayana-Adi-BAvanAyAm-api svAsTya-AdeH karma-tvena BAvanA-anvayAt
   sakarmakatvāpattyākarmakatvānāpattirityata āha -------------	sa-karmaka-tva-ApattyAkarmaka-tvAn-ApattiH-iti-atas Aha -------------
   prakāratāghaṭakā iti //	prakAra-tA-GawakAH iti //
   ayamarthaḥ ----------- odanakarmatvasya	ayam-arTaH ---------- odana-karma-tvasya
   svanirūpakadhātvarthakaraṇakatvasaṃbandhena prathamato bhāvanāyāmanvayaḥ /	sva-nirUpaka-DAtu-arTa-karaNaka-tva-saMbanDena praTamatas BAvanAyAm-anvayaH /
   evaṃ karaṇatvādīnāmapi /	evam karaNa-tva-AdInAm-api /
   evaṃ satyapi yaddhātvarthasya karmaṇaḥ pārṣṭhikānvaye ākāṅkṣā, taddhātoḥ	evam sati-api yat-DAtu-arTasya karmaNaH pArzWikA-anvaye AkAFkzA, tad-DAtoH
   sakarmakatvam /	sa-karmaka-tvam /
   yasyatu na tadānīṃ sā tasyākarmatvamiti vyavasthā /	yasyatu na tadAnIm sA tasya-akarma-tvam-iti vyavasTA /
   nahi pākaḥ kasyetyākāṅkṣeva śayanaṃ kasyetyādikarmākāṅkṣā bhavati /	na-hi pAkaH kasya-iti-AkAFkzA-iva Sayanam kasya-ityAdi-karma-AkAFkzA Bavati /
   ataeva --------- dhātvarthakarmādyādāyaiva dvitīyālakārādividhānamiti	ataeva -------- DAtu-arTa-karma-Adi-AdAya-eva dvitIya-AlakAra-Adi-viDAnam-iti
   nānupapattiḥ /	na-anupapattiH /
   yathā pārṣṭhikabodhasya śrutaśabdajanyatve 'pi na	yaTA pArzWika-boDasya Sruta-Sabda-janya-tve api na
   vyutpattyantarāpādakatvam, tathā kaustubhe draṣṭavyam vistarabhayānnocyate	vyutpatti-antarApAdaka-tvam, taTA kOstuBe drazwavyam vistara-BayAt-na-ucyate
   evañcabhāvanāyāḥ nityasakarmakatvāt bhāvyāpekṣāyāṃ puruṣārthatvena	evaQca-BAvanAyAH nitya-sakarmaka-tvAt BAvya-apekzAyAm puruza-arTa-tvena
   svargādestattvenānvaye karaṇākāṅkṣayānvīyamāno dhātvarthaḥ phaladvārā	svarga-AdeH-tattvena-anvaye karaNa-AkAFkzayA-anvIyamAnaH DAtvarTaH Pala-dvArA
   karaṇatayā saṃbadhyata iti phalaṃ prati dhātvarthasya karaṇatvāt	karaNa-tayA saMbaDyate iti Palam prati DAtu-arTasya karaNa-tvAt-
   tannirvāhakatayā kalpyamānāpūrvaṃ pratyapi tasyaikasyaiva sādhanatvāt	tad-nirvAhaka-tayA kalpyamAnA-pUrvam pratyapi tasya-ekasya-eva sADana-tvAt-
   tatsādhyamapūrvamekamevetyetatphalasūcanāyopasaṃharati ------------	tad-sADyam-apUrvam-ekam-eva-iti-etat-Pala-sUcanAya-upasaMharati ------------
   tasmāditi //	tasmAt-iti //
   (somādīnāmitikartavyatātvena vyāpārāviṣṭatayā prakaraṇagrāhyatvamiti	(soma-AdInAm-itikartavya-tA-tvena vyApAra-Avizwa-tayA prakaraNa-grAhya-tvam-iti
   svamatasya śrutyādināṅgatvamiti pārthasārathimatasya ca nirūpaṇam) nanu	sva-matasya Sruti-AdinA-aFga-tvam-iti pArTa-sAraTi-matasya ca nirUpaNam) nanu
   ----------- dhātvarthasya karaṇatvenānvaye kathaṃ somādidravyadevatānāṃ	---------- DAtu-arTasya karaNa-tvena-anvaye kaTam soma-Adi-dravya-devatAnAm
   prayājādīnāṃ cānvaya ityata āha ----------- somādikantviti //	prayAja-AdInAm ca-anvayaH iti-atas Aha ---------- soma-Adi-kantu-iti //
   dravyadevatayoḥ svajanyakaraṇena phale janyamāne anugrāhakāṅkṣāyāḥ	dravya-devatayoH sva-janya-karaNena Pale janyamAne anugrAha-kAFkzAyAH
   karaṇasaṃpādanarūpavyāpāradvārā bhāvanāyāmanvayaḥ /	karaNa-saMpAdana-rUpa-vyApAra-dvArA BAvanAyAm-anvayaH /
   ataeva ----------- vyāpārānāviṣṭasya	ataeva ---------- vyApArAn-Avizwasya
   dravyadevatāderitikartavyatātvenāgrahaṇe 'pi vyāpārasaṃbandhottaraṃ	dravya-devatA-AdeH-iti-kartavya-tA-tvena-agrahaNe api vyApAra-saMbanDa-uttaram
   prakaraṇenetikartavyatayā grahaṇaṃ prakaraṇādhikaraṇe vakṣyate //	prakaraNena-iti-kartavya-tayA grahaNam prakaraNa-aDikaraNe vakzyate //
   prayājādīnāmapi tadākāṅkṣayaiva grahaṇamiti nānupapattiḥ //	prayAja-AdInAm-api tad-AkAFkzayA-eva grahaNam-iti na-anupapattiH //
   pārthasārathimatetu vyāpārasāmānye dravyadevatādeḥ	pArTa-sAraTimatetu vyApAra-sAmAnye dravya-devatA-AdeH
   viśeṣatvāyogānnetikartavyatākāṅkṣyā grahaṇam, kintu vyāpāraviṣayīkṛtasya	viSeza-tva-ayogAt-na-iti-kartavya-tA-kAFkzyAH grahaNam, kintu vyApAra-vizayIkRtasya
   arthākṣiptotpattisaṃpādanadvārāṅgatvameva śrutyādineti na	arTa-Akzipta-utpatti-saMpAdana-dvAra-aFga-tvam-eva Sruti-AdinA-iti na
   prakaraṇagrāhyatvam /	prakaraNa-grAhya-tvam /
   prayājādīnāṃ tu tathāgrahaṇam, natvanugrāhakatveneti prāgeva sūcitamiti	prayAja-AdInAm tu taTAgrahaNam, na-tu-anugrAhaka-tvena-iti prAk-eva sUcitam-iti
   bhāvaḥ //	BAvaH //
   iti dvitīyaṃ bhāvārthādhikaraṇam //	iti dvitIyam BAva-arTa-aDikaraNam //
   -------------- <B1> (3 adhikaraṇam / ) (a.2 pā.1 adhi.3)	------------- <B1> (3 aDikaraNam / ) (a.2 pA.1 aDi.3)
   codanā punar ārambhaḥ / Jaim_2,1.5 /	codanA punar AramBaH / JEm_2,1.5 /
   dhātvarthādevāpūrvamiti sthite 'pūrvamevāsti na veti cintāyāṃ	DAtu-arTAt-eva-apUrvam-iti sTite apUrvam-eva-asti na vA-iti cintAyAm
   kḷptayāgadhvaṃsadvāreṇaiva kṣaṇikasyāpi yāgasya svargasādhanatvopapattau	k?pta-yAga-DvaMsa-dvAreNa-eva kzaNikasya-api yAgasya svarga-sADanatva-upapattO
   nāpūrvakalpanam; gauravāpatteḥ /	na-apUrva-kalpa-nam; gOrava-ApatteH /
   na ca nityatvāddhvaṃsasya "dharmaḥ kṣarati kīrtanāt" "prāyaścittena	na ca nitya-tvAt-DvaMsasya "DarmaH kzarati kIrtanAt" "prAyaScittena
   naśyanti pāpāni sumahāntyapi" iti kīrtanaprāyaścittanāśyatvānupapattiḥ;	naSyanti pApAni su-mahAnti-api" iti kIrtana-prAyaScitta-nASya-tva-anupapattiH;
   kīrtanādeḥ phalotpattipratibandhakatvāṅgīkāreṇa tadanāśakatvāt,	kIrtana-AdeH Pala-utpatti-pratibanDaka-tva-aFgIkAreNa tad-anASaka-tvAt,
   kīrtanātyantābhāvaviśiṣṭajyotiṣṭomavyaktitvena kāraṇatvakalpanādvā na	kIrtana-atyanta-aBAva-viSizwa-jyotizwoma-vyakti-tvena kAraNa-tva-kalpanAt-vA na
   kaściddoṣaḥ /	kaScid-dozaH /
   ato nāpūrve kiñcit pramāṇamasti iti prāpte -------------	atas na-apUrve kiQcid pramANam-asti iti prApte -------------
   kṣaratinaśyatyornāśavācinyorbhavanmate lakṣaṇāpatternāśayogyamapūrvameva	kzarati-naSyati-oH-nASa-vAcinyoH-Bavat-mate lakzaNa-ApatteH-nASa-yogyam-apUrvam-eva
   kalpyate; gauravasya phalamukhatvenādoṣatvāt /	kalpyate; gOravasya Pala-muKa-tvena-adoza-tvAt /
   ataśca pradhānena svargādiphale aṅgenaca pradhānādau jananīye apūrvaṃ	atas-ca praDAnena svarga-Adi-Pale aFgena-ca praDAna-AdO jananIye apUrvam
   tadavāntaravyāpāraḥ /	tat-avAntara-vyApAraH /
   sa ca phalabalādātmaniṣṭhaḥ /	sa ca Pala-balAt-Atma-nizWaH /
   avāntaravyāpāratvādeva ca na yāgāderanyathāsiddhiḥ /	avAntara-vyApAra-tvAt-eva ca na yAga-AdeH-anyaTA-sidDiH /
   tatra yatraikameva pradhānaṃ, tatra pūrvottarāṅgasahitāt	tatra yatra-ekam-eva praDAnaM, tatra pUrva-uttara-aFga-sahitAt-
   tasmādapūrvotpatteḥ pradhānāvyavahitamekamutpattyapūrvaṃ tena ca	tasmAt-apUrva-utpatteH praDAna-avyavahitam-ekam-utpatti-apUrvam tena ca
   sarvāṅgānte paramāpūrvamaparamiti dve apūrve /	sarva-aFga-ante parama-apUrvam-aparam-iti dve apUrve /
   evaṃ pradhānabhede 'pi pratipradhānaṃ utpattyapūrvabhedaḥ paramāpūrvaṃ	evam praDAna-Bede api pratipraDAnam utpatti-apUrva-BedaH parama-apUrvam
   tvekamiti jñeyam /	tu-ekam-iti jQeyam /
   darśapūrṇamāsayostu "paurṇamāsyāṃ paurṇamāsyā yajeta"	darSa-pUrNamAsayoH-tu "pOrNamAsyAm pOrNamAsyAH yajeta"
   "amāvāsyāyāmamāvāsyayā yajete" ti vākyadvayena yāgatrayakaraṇatānāṃ	"amAvAsya-AyAmam-AvAsyayA yajete" ti vAkya-dvayena yAga-traya-karaNa-tAnAm
   trikāntaranirapekṣāṇāṃ sāhityāvagateḥ sāhityasya caikakāryanirūpitatvaṃ	trika-antara-nirapekzANAm sAhitya-avagateH sAhityasya ca-eka-kArya-nirUpita-tvam
   vinānupapatteḥ pratisamudāyaṃ samudāyāpūrvamaparaṃ tena ca paramāpūrvamiti	vinA-anupapatteH pratisamudAyam samudAya-apUrvam-aparam tena ca paramApUrvam-iti
   navāpūrvasiddhiḥ /	navA-pUrva-sidDiH /
   evamanyatrāpi cāturmāsyadvādaśāhādiṣu apūrvakalpanā jñeyā /	evam-anyatra-api cAturmAsya-dvAdaSa-aha-Adizu apUrva-kalpanA jQeyA /
   aṅgeṣu tu sannipatyopakārakāṅgajanyāpūrvāṇāṃ pradhāna	aFgezu tu sannipatya-upakAraka-aFga-janyA-pUrvANAm praDAna
   evotpattyapūrvajananānukūlayogyatājanane upayogaḥ /	eva-utpatti-apUrva-janana-anukUla-yogya-tA-janane upayogaH /
   antimapradhānagatayogyatayā ca nāśaḥ /	antima-praDAna-gata-yogya-tayA ca nASaH /
   ārādupakārakajanyānāṃ tu	ArAt-upakAraka-janyAnAm tu
   utpattyapūrvaniṣṭhatadavyavahitakāryajananānukūlayogyatājanane upayogaḥ /	utpatti-apUrva-nizWa-tada-vyavahita-kArya-janana-anukUla-yogya-tA-janane upayogaH /
   avyavahitañca kāryaṃ samudāyāpūrvasattve tadeva, tadabhāve paramāpūrvaṃ	avyavahitaQca kAryam samudAya-apUrva-sattve tat-eva, tad-aBAve parama-apUrvam
   svargādyeva veti jñeyam /	svarga-Adi-eva vA-iti jQeyam /
   antimayogyatotpattau ca nāśaḥ /	antima-yogya-tA-utpattO ca nASaH /
   yadi tu paramāpūrve na tathā kiñcitpramāṇamityāśaṅkyeta, tato māstu tat /	yadi tu paramApUrve na taTA kiQcid-pramANam-iti-ASaFkyeta, tatas mA-astu tat /
   aṅgānāṃ tu ārādupakārakāṇāmutpattyapūrve eva samudāyāpūrvābhāve	aFgAnAm tu ArAt-upakArakANAm-utpatti-apUrve eva samudAya-apUrva-aBAve
   phalānukūlayogyatājananameva kāryamastu /	Pala-anukUla-yogya-tA-jananam-eva kAryam-astu /
   sarvathā siddhamapūrvam // 3 //	sarvaTA sidDam-apUrvam // 3 //
   iti tṛtīyamapūrvādhikaraṇam //	iti tRtIyam-apUrva-aDikaraNam //
   -------------- <B2> (śaktirūpasyāpūrvasya yāganāśe	------------- <B2> (Sakti-rUpasya-apUrvasya yAga-nASe
   'nāśenātmaniṣṭhatvakalpane gauraveṇaca kḷptadhvaṃsamātrasya	anASena-Atma-nizWatva-kalpane gOraveNa-ca k?pta-DvaMsa-mAtrasya
   svajanakatvamātrakalpanamiti nirūpaṇam) ākṣepikīṃ saṅgatiṃ	sva-janaka-tva-mAtra-kalpanam-iti nirUpaNam) AkzepikIm saFgatim
   darśayannadhikaraṇacintāṃ pratijānīte----------- dhātvarthādeveti //	darSayan=-aDikaraNa-cintAm pratijAnIte---------- DAtu-arTAt-eva-iti //
   yāgasvargasādhyasādhanabhāva ivāpūrve pratyakṣādīnāmapravṛtteḥ	yAga-svarga-sADya-sADana-BAvaH iva-apUrve pratyakza-AdInAm-apravRtteH
   pramāṇatvāsaṃbhavāt arthāpattereva pramāṇatvaṃ kalpanīyam /	pramANa-tva-asaMBavAt arTApatteH-eva pramANa-tvam kalpanIyam /
   sāca śrutārthavirodhāpatterna saṃbhavati /	sA-ca Sruta-arTa-viroDa-ApatteH-na saMBavati /
   tathāhi ------------	taTA-hi ------------
   kālāntarabhāvisvargasādhanatvānyathānupapattyāpūrvakalpanāyāmapūrve	kAla-antara-BAvi-svarga-sADanatvAnyaTa-anupapattyA-apUrva-kalpanAyAm-apUrve
   tadupapādakatvāyogaḥ /	tad-upapAdaka-tva-ayogaH /
   nahyapūrve kalpiti tenaiva svargajananādapūrvotpattiṃ	na-hi-apUrve kalpiti tena-eva svarga-jananAt-apUrva-utpattim
   pratyanyathāsiddhasya yāgasya svargasādhanatā saṃbhavati /	pratyanyaTA-sidDasya yAgasya svarga-sADana-tA saMBavati /
