   śivopaniṣad	Siva-upanizad-
   yaḥ kṛtvā dāmanīyoktraṃ pragrahaṃ rajjum eva vā /	yaH kRtvA dAmanI-yoktram pragraham rajjum eva vA /
   evam ādīni cānyāni vastūni vinivedayet // 6.276 //	evam AdIni ca-anyAni vastUni vinivedayet // 6.276 //
   śivagoṣṭhopayogārthaṃ tasya puṇyaphalaṃ śṛṇu /	Siva-gozWa-upayoga-arTam tasya puNya-Palam SRNu /
   yāvat tadrajjusaṃkhyānaṃ pradadyāc chivagokule // 6.277 //	yAvat tad-rajju-saMKyAnam pradadyAt Siva-gokule // 6.277 //
   tāvac caturyugaṃ dehī śivaloke mahīyate /	tAvat caturyugam dehI Siva-loke mahIyate /
   yathā yathā priyaṃ vastraṃ śobhanaṃ ca yathā yathā // 6.278 //	yaTA yaTA priyam vastram SoBanam ca yaTA yaTA // 6.278 //
   tathā tathā mahāpuṇyaṃ taddānād uttarottaram /	taTA taTA mahA-puNyam tad-dAnAt uttarottaram /
   yaḥ panthānaṃ diśet pṛṣṭaṃ praṇaṣṭaṃ ca gavādikaṃ // 6.279 //	yaH panTAnam diSet pRzwam praNazwam ca gavA-Adikam // 6.279 //
   sa godānasamaṃ puṇyaṃ prajñāsaukhyaṃ ca vindati /	sa go-dAna-samam puNyam prajQA-sOKyam ca vindati /
   kṛtvopakāram ārtānāṃ svargaṃ yāti na saṃśayaḥ // 6.280 //	kRtvA-upakAram ArtAnAm svargam yAti na saMSayaH // 6.280 //
   api kaṇṭakam uddhṛtya kimutānyaṃ mahāguṇam(?) /	api kaNwakam udDRtya kim-uta-anyam mahA-guNam(?) /
   annapānauṣadhīnāṃ ca yaḥ pradātāram uddiśet // 6.281 //	anna-pAna-ozaDInAm ca yaH pradAtAram uddiSet // 6.281 //
   ārtānāṃ tasya vijñeyaṃ dātus tatsadṛśaṃ phalam /	ArtAnAm tasya vijQeyam dAtuH tad-sadRSam Palam /
   śivāya tasya saṃruddhaṃ karma tiṣṭhati yad vinā // 6.282 //	SivAya tasya saMrudDam karma tizWati yat vinA // 6.282 //
   tad alpam api yajñāṅgaṃ dattvā yajñaphalaṃ labhet /	tat alpam api yajQa-aFgam dattvA yajQa-Palam laBet /
   api kāśakuśaṃ sūtraṃ gomayaṃ samidindhanam // 6.283 //	api kASa-kuSam sUtram gomayam samiD-inDanam // 6.283 //
   śivayajñopayogārthaṃ pravakṣyāmi samāsataḥ /	Siva-yajQa-upayoga-arTam pravakzyAmi samAsatas /
   sarveṣāṃ śivabhaktānāṃ dadyād yat kiṃcid ādarāt /	sarvezAm Siva-BaktAnAm dadyAt yat kiMcid AdarAt /
   dattvā yajñaphalaṃ vidyāt kimu tadvastudānataḥ // 6.284 //	dattvA yajQa-Palam vidyAt kimu tat-vastu-dAnataH // 6.284 //
   // iti śivopaniṣadi phalopakaraṇapradānādhyāyaḥ ṣaṣṭhaḥ //	// iti Siva-upanizadi Pala-upakaraNa-pradAna-aDyAyaH zazWaH //
   atha svargāpavargārthe pravakṣyāmi samāsataḥ /	aTa svarga-apavarga-arTe pravakzyAmi samAsatas /
   sarveṣāṃ śivabhaktānāṃ śivācāram anuttamam // 7.1 //	sarvezAm Siva-BaktAnAm Siva-AcAram anuttamam // 7.1 //
   śivaḥ śivāya bhūtānāṃ yasmād dānaṃ prayacchati /	SivaH SivAya BUtAnAm yasmAt dAnam prayacCati /
   gurumūrtiḥ sthitas tasmāt pūjayet satataṃ gurum // 7.2 //	guru-mUrtiH sTitaH tasmAt pUjayet satatam gurum // 7.2 //
   nālakṣaṇe yathā liṅge sāṃnidhyaṃ kalpayec chivaḥ /	na-alakzaNe yaTA liFge sAMniDyam kalpayet SivaH /
   alpāgame gurau tadvat sāṃnidhyaṃ na prakalpayet // 7.3 //	alpa-Agame gurO tadvat sAMniDyam na prakalpayet // 7.3 //
   śivajñānārthatattvajñaḥ prasannamanasaṃ gurum /	Siva-jQAna-arTa-tattva-jQaH prasanna-manasam gurum /
   śivaḥ śivaṃ samāsthāya jñānaṃ vakti na hītaraḥ // 7.4 //	SivaH Sivam samAsTAya jQAnam vakti na hi-itaraH // 7.4 //
   guruṃ ca śivavad bhaktyā namaskāreṇa pūjayet /	gurum ca Siva-vat BaktyA namaskAreNa pUjayet /
   kṛtāñjalis trisaṃdhyaṃ ca bhūmivinyastamastakaḥ // 7.5 //	kRtAQjaliH trisaMDyam ca BUmi-vinyasta-mastakaH // 7.5 //
   na viviktam anācāntam(?) caṅkramantaṃ tathākulam /	na viviktam anAcAntam(?) caFkramantam taTA-Akulam /
   samādhisthaṃ vrajantaṃ ca namaskuryād guruṃ budhaḥ // 7.6 //	samADi-sTam vrajantam ca namaskuryAt gurum buDaH // 7.6 //
   vyākhyāne tatsamāptau ca saṃpraśne snānabhojane /	vyAKyAne tad-samAptO ca saMpraSne snAna-Bojane /
   bhuktvā ca śayane svapne namaskuryāt sadā gurum // 7.7 //	BuktvA ca Sayane svapne namaskuryAt sadA gurum // 7.7 //
   grāmāntaram abhiprepsur guroḥ kuryāt pradakṣiṇam /	grAma-antaram aBiprepsuH guroH kuryAt pradakziNam /
   sārvāṅgikapraṇāmaṃ ca punaḥ kuryāt tadāgataḥ // 7.8 //	sArvAFgika-praNAmam ca punar kuryAt tadAgataH // 7.8 //
   parvotsaveṣu sarveṣu dadyād gandhapavitrakam /	parva-utsavezu sarvezu dadyAt ganDa-pavitrakam /
   śivajñānasya cārambhe pravāsagamanāgatau // 7.9 //	Siva-jQAnasya ca-AramBe pravAsa-gamana-AgatO // 7.9 //
   śivadharmavratārambhe tatsamāptau ca kalpayet /	Siva-Darma-vrata-AramBe tad-samAptO ca kalpayet /
   prasādanāya kupito vijitya ca ripuṃ tathā // 7.10 //	prasAdanAya kupitaH vijitya ca ripum taTA // 7.10 //
   puṇyāhe grahaśāntau ca dīkṣāyāṃ ca sadakṣiṇam /	puNya-ahe graha-SAntO ca dIkzAyAm ca sa-dakziNam /
   āvārya padasaṃprāptau pavitre copavigrahe // 7.11 //	AvArya pada-saMprAptO pavitre ca-upavigrahe // 7.11 //
   upānacchattraśayanaṃ vastram āsanabhūṣaṇam /	upAnat-Cattra-Sayanam vastram Asana-BUzaNam /
   pātradaṇḍākṣasūtraṃ vā gurusaktaṃ na dhārayet // 7.12 //	pAtra-daNxa-akza-sUtram vA guru-saktam na DArayet // 7.12 //
   hāsyaniṣṭhīvanāsphoṭam uccabhāṣyavijṛmbhaṇam /	hAsya-nizWIvana-AsPowam ucca-BAzya-vijRmBaNam /
   pādaprasāraṇaṃ gatiṃ na kuryād gurusaṃnidhau // 7.13 //	pAda-prasAraNam gatim na kuryAt guru-saMniDO // 7.13 //
   hīnānnapānavastraḥ syān nīcaśayyāsano guroḥ /	hIna-anna-pAna-vastraH syAt nIca-SayyA-AsanaH guroH /
   na yatheṣṭaś ca saṃtiṣṭhet kalahaṃ ca vivarjayet // 7.14 //	na yaTezwaH ca saMtizWet kalaham ca vivarjayet // 7.14 //
   prativāte 'nuvāte vā na tiṣṭhed guruṇā saha /	prativAte anuvAte vA na tizWet guruNA saha /
   asaṃśraye ca satataṃ na kiṃcit kīrtayed guroḥ // 7.15 //	asaMSraye ca satatam na kiMcid kIrtayet guroH // 7.15 //
   anyāsakto na bhuñjāno na tiṣṭhann aparāṅmukhaḥ /	anya-AsaktaH na BuQjAnaH na tizWan aparAFmuKaH /
   na śayano na cāsīnaḥ saṃbhāsyed guruṇā saha // 7.16 //	na SayanaH na ca-AsInaH saMBAsyet guruNA saha // 7.16 //
   dṛṣṭvaiva gurum āyāntam uttiṣṭhed dūratas tvaram /	dRzwvA-eva gurum AyAntam uttizWet dUratas tvaram /
   anujñātaś ca guruṇā saṃviśec cānupṛṣṭhataḥ // 7.17 //	anujQAtaH ca guruNA saMviSet ca-anupRzWataH // 7.17 //
   na kaṇṭhaṃ prāvṛtaṃ kuryān na ca tatrāvasaktikām /	na kaNWam prAvRtam kuryAt na ca tatra-avasaktikAm /
   na pādadhāvanasnānaṃ yatra paśyed guruḥ sthitaḥ // 7.18 //	na pAda-DAvana-snAnam yatra paSyet guruH sTitaH // 7.18 //
   na dantadhāvanābhyaṅgam āyāmodvartanakriyāḥ /	na dantaDAvana-aByaFgam AyAma-udvartana-kriyAH /
   utsargaparidhānaṃ ca guroḥ kurvīta paśyataḥ // 7.19 //	utsarga-pariDAnam ca guroH kurvIta paSyataH // 7.19 //
   gurur yad arpayet kiṃcid gṛhāsannaṃ tadañjalau /	guruH yat arpayet kiMcid gRha-Asannam tad-aQjalO /
   pātre vā purataḥ śiṣyas tad vaktram abhivīkṣayan // 7.20 //	pAtre vA puratas SizyaH tat vaktram aBivIkzayan // 7.20 //
   yad arpayed guruḥ kiṃci tan namraḥ purataḥ sthitaḥ /	yat arpayet guruH kiMci tat namraH puratas sTitaH /
   pāṇidvayena gṛhṇīyat sthāpayet tac ca susthitam // 7.21 //	pANi-dvayena gRhNIyat sTApayet tat ca susTitam // 7.21 //
   na guroḥ kīrtayen nāma paro'kṣam api kevalam /	na guroH kIrtayet nAma paraH-akzam api kevalam /
   samānasaṃjñam anyaṃ vā nāhvayīta tadākhyayā // 7.22 //	samAna-saMjQam anyam vA na-AhvayIta tad-AKyayA // 7.22 //
   svagurus tadguruś caiva yadi syātāṃ samaṃ kvacit /	sva-guruH tad-guruH ca-eva yadi syAtAm samam kvacid /
   guror gurus tayoḥ pūjyaḥ svaguruś ca tadājñayā // 7.23 //	guroH guruH tayoH pUjyaH sva-guruH ca tad-AjQayA // 7.23 //
   anivedya na bhuñjīta bhuktvā cāsya nivedayet /	anivedya na BuQjIta BuktvA ca-asya nivedayet /
   nāvijñāpya guruṃ gacched bahiḥ kāryeṇa kenacit // 7.24 //	na-avijQApya gurum gacCet bahis kAryeNa kenacid // 7.24 //
   gurvājñayā karma kṛtvā tatsamāptau nivedayet /	guru-AjQayA karma kRtvA tad-samAptO nivedayet /
   kṛtvā ca naityakaṃ sarvam adhīyītājñayā guroḥ // 7.25 //	kRtvA ca nEtyakam sarvam aDIyIta-AjQayA guroH // 7.25 //
   mṛdbhasmagomayajalaṃ pattrapuṣpendhanaṃ samit /	mRd-Basma-gomaya-jalam pattra-puzpa-inDanam samiD /
   paryāptam aṣṭakaṃ hy etad gurvarthaṃ tu samāharet // 7.26 //	paryAptam azwakam hi etat guru-arTam tu samAharet // 7.26 //
   bhaiṣajyāhārapātrāṇi vastraśayyāsanaṃ guroḥ /	BEzajya-AhAra-pAtrANi vastra-SayyA-Asanam guroH /
   ānayet sarvayatnena prārthayitvā dhaneśvarān // 7.27 //	Anayet sarva-yatnena prArTayitvA DaneSvarAn // 7.27 //
   guror na khaṇḍayed ājñām api prāṇān parityajet /	guroH na KaNxayet AjQAm api prANAn parityajet /
   kṛtvājñāṃ prāpnuyān muktiṃ laṅghayan narakaṃ vrajet // 7.28 //	kRtvA-AjQAm prApnuyAt muktim laFGayan narakam vrajet // 7.28 //
   paryaṭet pṛthivīṃ kṛtsnāṃ saśailavanakānanām /	paryawet pRTivIm kRtsnAm sa-SEla-vana-kAnanAm /
   gurubhaiṣajyasiddhyartham api gacched rasātalam // 7.29 //	guru-BEzajya-sidDi-arTam api gacCet rasAtalam // 7.29 //
   yad ādiśed guruḥ kiṃcit tat kuryād avicārataḥ /	yat AdiSet guruH kiMcid tat kuryAt avicArataH /
   amīmāṃsyā hi guravaḥ sarvakāryeṣu sarvathā // 7.30 //	amImAMsyAH hi guravaH sarva-kAryezu sarvaTA // 7.30 //
   notthāpayet sukhāsīnaṃ śayānaṃ na prabodhayet /	na-utTApayet suKa-AsInam SayAnam na praboDayet /
   āsīno gurum āsīnam abhigacchet pratiṣṭhitam // 7.31 //	AsInaH gurum AsInam aBigacCet pratizWitam // 7.31 //
   pathi prayāntaṃ yāntaṃ ca yatnād viśramayed gurum /	paTi prayAntam yAntam ca yatnAt viSramayet gurum /
   kṣitpipāsāturaṃ snātaṃ jñātvā śaktaṃ ca bhojayet // 7.32 //	kziD-pipAsA-Aturam snAtam jQAtvA Saktam ca Bojayet // 7.32 //
   abhyaṅgodvartanaṃ snānaṃ bhojanaṣṭhīvamārjanam /	aByaFga-udvartanam snAnam Bojana-zWIva-mArjanam /
   gātrasaṃvāhanaṃ rātrau pādābhyaṅgaṃ ca yatnataḥ // 7.33 //	gAtra-saMvAhanam rAtrO pAda-aByaFgam ca yatnatas // 7.33 //
   prātaḥ prasādhanaṃ dattvā kāryaṃ saṃmārjanāñjanam /	prAtar prasADanam dattvA kAryam saMmArjana-aQjanam /
   nānāpuṣpaprakaraṇaṃ śrīmadvyākhyānamaṇḍape // 7.34 //	nAnA-puzpa-prakaraNam SrImat-vyAKyAna-maNxape // 7.34 //
   sthāpyāsanaṃ guroḥ pūjyaṃ śivajñānasya pustakam /	sTApya-Asanam guroH pUjyam Siva-jQAnasya pustakam /
   tatra tiṣṭhet pratīkṣaṃs tad guror āgamanaṃ kramāt // 7.35 //	tatra tizWet pratIkzan tat guroH Agamanam kramAt // 7.35 //
   guror nindāpavādaṃ ca śrutvā karṇau pidhāpayet /	guroH nindA-apavAdam ca SrutvA karNO piDApayet /
   anyatra caiva sarpet tu nigṛhṇīyād upāyataḥ // 7.36 //	anyatra ca-eva sarpet tu nigRhNIyAt upAyataH // 7.36 //
   na guror apriyaṃ kuryāt pīḍitas tārito 'pi vā /	na guroH apriyam kuryAt pIxitaH tAritaH api vA /
   noccārayec ca tadvākyam uccārya narakaṃ vrajet // 7.37 //	na-uccArayet ca tat-vAkyam uccArya narakam vrajet // 7.37 //
   gurur eva pitā mātā gurur eva paraḥ śivaḥ /	guruH eva pitA mAtA guruH eva paraH SivaH /
   yasyaiva niścito bhāvas tasya muktir na dūrataḥ // 7.38 //	yasya-eva niScitaH BAvaH tasya muktiH na dUratas // 7.38 //
   āhārācāradharmāṇāṃ yat kuryād gurur īśvaraḥ /	AhAra-AcAra-DarmANAm yat kuryAt guruH ISvaraH /
   tathaiva cānukurvīta nānuyuñjīta kāraṇam // 7.39 //	taTA-eva ca-anukurvIta na-anuyuQjIta kAraNam // 7.39 //
   yajñas tapāṃsi niyamāt tāni vai vividhāni ca /	yajQaH tapAMsi niyamAt tAni vE viviDAni ca /
   guruvākye tu sarvāṇi saṃpadyante na saṃśayaḥ // 7.40 //	guru-vAkye tu sarvANi saMpadyante na saMSayaH // 7.40 //
   ajñānapaṅkanirmagnaṃ yaḥ samuddharate janam /	ajQAna-paFka-nirmagnam yaH samudDarate janam /
   śivajñānātmahastena kas taṃ na pratipūjayet // 7.41 //	Siva-jQAna-Atma-hastena kaH tam na pratipUjayet // 7.41 //
   iti yaḥ pūjayen nityaṃ gurumūrtistham īśvaram /	iti yaH pUjayet nityam guru-mUrti-sTam ISvaram /
   sarvapāpavinirmuktaḥ prāpnoti paramaṃ padam // 7.42 //	sarva-pApa-vinirmuktaH prApnoti paramam padam // 7.42 //
   snātvāmbhasā bhasmanā vā śuklavastropavītavān /	snAtvA-amBasA BasmanA vA Sukla-vastra-upavItavAn /
   dūrvāgarbhasthitaṃ puṣpaṃ guruḥ śirasi dhārayet // 7.43 //	dUrvA-garBa-sTitam puzpam guruH Sirasi DArayet // 7.43 //
   rocanālabhanaṃ kuryād dhūyayed ātmanas tanum /	rocanA-laBanam kuryAt DUyayet AtmanaH tanum /
   aṅgulīyākṣasūtraṃ ca karṇamātre ca dhārayet // 7.44 //	aFgulIyAkzasUtram ca karNa-mAtre ca DArayet // 7.44 //
   gurur evaṃvidhaḥ śrīmān nityaṃ tiṣṭhet samāhitaḥ /	guruH evaMviDaH SrImAn nityam tizWet samAhitaH /
   yasmāj jñānopadeśārthaṃ gurur āste sadāśivaḥ // 7.45 //	yasmAt jQAna-upadeSa-arTam guruH Aste sadASivaH // 7.45 //
   dhārayet pāduke nityaṃ mṛduvarmaprakalpite /	DArayet pAduke nityam mRdu-varma-prakalpite /
   pragṛhya daṇḍaṃ chattraṃ vā paryaṭed āśramād bahiḥ // 7.46 //	pragRhya daNxam Cattram vA paryawet ASramAt bahis // 7.46 //
   na bhūmau vinyaset pādam antardhānaṃ vinā guruḥ /	na BUmO vinyaset pAdam antarDAnam vinA guruH /
   kuśapādakam ākramya tarpaṇārthaṃ prakalpayet // 7.47 //	kuSa-pAdakam Akramya tarpaNa-arTam prakalpayet // 7.47 //
   pādasthānāni pattrādyaiḥ kṛtvā devagṛhaṃ viśet /	pAda-sTAnAni pattra-AdyEH kRtvA devagRham viSet /
   pātrāstaritapādaś ca(?) nityaṃ bhuñjīta vāgyataḥ // 7.48 //	pAtrAH-tarita-pAdaH ca(?) nityam BuQjIta vAgyataH // 7.48 //
   na pādau dhāvayet kāṃsye lohe vā parikalpite /	na pAdO DAvayet kAMsye lohe vA parikalpite /
   śaucayet tṛṇagarbhāyāṃ dvitīyāyāṃ tathācamet // 7.49 //	SOcayet tRNagarBAyAm dvitIyAyAm taTA-Acamet // 7.49 //
   na raktam ulbaṇaṃ vastraṃ dhārayet kusumāni ca /	na raktam ulbaNam vastram DArayet kusumAni ca /
   na bahir gandhamālyāni vāsāṃsi malināni ca // 7.50 //	na bahis ganDa-mAlyAni vAsAMsi malinAni ca // 7.50 //
   keśāsthīni kapālāni kārpāsāsthituṣāṇi ca /	keSa-asTIni kapAlAni kArpAsa-asTi-tuzANi ca /
   amedhyāṅgārabhasmāni nādhitiṣṭhed rajāṃsi ca // 7.51 //	ameDya-aFgAra-BasmAni na-aDitizWet rajAMsi ca // 7.51 //
   na ca loṣṭaṃ vimṛdnīyān na ca chindyān nakhais tṛṇam /	na ca lozwam vimRdnIyAt na ca CindyAt naKEH tRNam /
   na pattrapuṣpamūlyāni vaṃśamaṅgalakāṣṭhitām // 7.52 //	na pattra-puzpa-mUlyAni vaMSa-maFgala-kAzWitAm // 7.52 //
   evam ādīni cānyāni pāṇibhyāṃ na ca mardayet /	evam AdIni ca-anyAni pANiByAm na ca mardayet /
   na dantakhādanaṃ kuryād romāṇy utpāṭayen na ca // 7.53 //	na dantaKAdanam kuryAt romANi utpAwayet na ca // 7.53 //
   na padbhyām ullikhed bhūmiṃ loṣṭakāṣṭhaiḥ kareṇa vā /	na padByAm ulliKet BUmim lozwa-kAzWEH kareNa vA /
   na nakhāṃś ca nakhair vidhyān na kaṇḍūyen nakhais tanum // 7.54 //	na naKAn ca naKEH viDyAt na kaNxUyet naKEH tanum // 7.54 //
   muhurmuhuḥ śiraḥ śmaśru na spṛśet karajair budhaḥ /	muhur-muhur SiraH SmaSru na spRSet karajEH buDaH /
   na likṣākarṣaṇaṃ kuryād ātmano vā parasya vā // 7.55 //	na likza-AkarzaNam kuryAt AtmanaH vA parasya vA // 7.55 //
   sauvarṇyaraupyatāmraiś ca śṛṅgadantaśalākayā /	sOvarNya-rOpya-tAmrEH ca SRFga-danta-SalAkayA /
   dehakaṇḍūyanaṃ kāryaṃ vaṃśakāṣṭhīkavīraṇaiḥ(?) // 7.56 //	deha-kaNxUyanam kAryam vaMSa-kAzWIka-vIraNEH(?) // 7.56 //
   na vicittaṃ prakurvīta diśaś caivāvalokayan /	na vicittam prakurvIta diSaH ca-eva-avalokayan /
   na śokārtaś ca saṃtiṣṭhed dhūtvā pāṇau kapolakam // 7.57 //	na Soka-ArtaH ca saMtizWet DUtvA pANO kapolakam // 7.57 //
   na pāṇipādavākcakṣuḥ- śrotraśiśnagudodaraiḥ /	na pANi-pAda-vAc-cakzuH Srotra-SiSna-guda-udarEH /
   cāpalāni na kurvīta sa sarvārtham avāpnuyāt // 7.58 //	cApalAni na kurvIta sa sarva-arTam avApnuyAt // 7.58 //
   na kuryāt kenacid vairam adhruve jīvite sati /	na kuryAt kenacid vEram aDruve jIvite sati /
   lokakautūhalaṃ pāpaṃ saṃdhyāṃ ca parivarjayet // 7.59 //	loka-kOtUhalam pApam saMDyAm ca parivarjayet // 7.59 //
   na kudvāreṇa veśmāni nagaraṃ grāmam āviśet /	na kudvAreNa veSmAni nagaram grAmam AviSet /
   na divā prāvṛtaśirā rātrau prāvṛtya paryaṭet // 7.60 //	na divA prAvRta-SirAH rAtrO prAvRtya paryawet // 7.60 //
   nātibhramaṇaśīlaḥ syān na viśec ca gṛhād gṛham /	na-ati-BramaNa-SIlaH syAt na viSet ca gRhAt gRham /
   na cājñānam adhīyīta śivajñānaṃ samabhyaset // 7.61 //	na ca-ajQAnam aDIyIta Siva-jQAnam samaByaset // 7.61 //
   śivajñānaṃ paraṃ brahma tad ārabhya na saṃtyajet /	Siva-jQAnam param brahma tat AraBya na saMtyajet /
   brahmāsādhya ca yo gacched brahmahā sa prakīrtitaḥ // 7.62 //	brahma-asADya ca yaH gacCet brahma-hA sa prakIrtitaH // 7.62 //
   kṛtāñjaliḥ sthitaḥ śiṣyo laghuvastram udaṅmukhaḥ /	kRtAQjaliH sTitaH SizyaH laGu-vastram udaFmuKaH /
   śivamantraṃ samuccārya prāṅmukho 'dhyāpayed guruḥ // 7.63 //	Siva-mantram samuccArya prAFmuKaH aDyApayet guruH // 7.63 //
   nāgadantādisaṃbhūtaṃ caturaśraṃ suśobhanam /	nAga-danta-Adi-saMBUtam caturaSram su-SoBanam /
   hemaratnacitaṃ vāpi guror āsanam uttamam // 7.64 //	hema-ratna-citam vA-api guroH Asanam uttamam // 7.64 //
   na śuśrūṣārthakāmāś ca na ca dharmaḥ pradṛśyate /	na SuSrUzA-arTa-kAmAH ca na ca DarmaH pradRSyate /
   na bhaktir na yaśaḥ krauryaṃ na tam adhyāpayed guruḥ // 7.65 //	na BaktiH na yaSaH krOryam na tam aDyApayet guruH // 7.65 //
   devāgnigurugoṣṭhīṣu vyākhyādhyayanasaṃsadi /	deva-agni-guru-gozWIzu vyAKyA-aDyayana-saMsadi /
   praśne vāde 'nṛte 'śauce dakṣiṇaṃ bāhum uddharet // 7.66 //	praSne vAde anRte aSOce dakziNam bAhum udDaret // 7.66 //
   vaśe satatanamraḥ syāt saṃhṛtyāṅgāni kūrmavat /	vaSe satata-namraH syAt saMhRtya-aFgAni kUrma-vat /
   tatsaṃmukhaṃ ca nirgacchen namaskārapurassaraḥ // 7.67 //	tad-saMmuKam ca nirgacCet namaskAra-purassaraH // 7.67 //
   devāgniguruviprāṇāṃ na vrajed antareṇa tu /	deva-agni-guru-viprANAm na vrajet antareNa tu /
   nārpayen na ca gṛhṇīyāt kiṃcid vastu tadantarā // 7.68 //	na-arpayet na ca gRhNIyAt kiMcid vastu tad-antarA // 7.68 //
   na mukhena dhamed agniṃ nādhaḥkuryān na laṅghayet /	na muKena Damet agnim na-aDaHkuryAt na laFGayet /
   na kṣiped aśuciṃ vahnau na ca pādau pratāpayet // 7.69 //	na kzipet aSucim vahnO na ca pAdO pratApayet // 7.69 //
   tṛṇakāṣṭhādigahane jantubhiś ca samākule /	tRNa-kAzWa-Adi-gahane jantuBiH ca samAkule /
   sthāne na dīpayed agniṃ dīptaṃ cāpi tataḥ kṣipet // 7.70 //	sTAne na dIpayet agnim dIptam ca-api tatas kzipet // 7.70 //
   agniṃ yugapad ānīya dhārayeta prayatnataḥ /	agnim yugapad AnIya DArayeta prayatnataH /
   jvalantaṃ na pradīpaṃ ca svayaṃ nirvāpayed budhaḥ // 7.71 //	jvalantam na pradIpam ca svayam nirvApayet buDaH // 7.71 //
   śivavratadharaṃ dṛṣṭvā samutthāya sadā drutam /	Siva-vrata-Daram dRzwvA samutTAya sadA drutam /
   śivo 'yam iti saṃkalpya harṣitaḥ praṇamet tataḥ // 7.72 //	SivaH ayam iti saMkalpya harzitaH praNamet tatas // 7.72 //
   bhogān dadāti vipulān liṅge saṃpūjitaḥ śivaḥ /	BogAn dadAti vipulAn liFge saMpUjitaH SivaH /
   agnau ca vividhāṃ siddhiṃ gurau muktiṃ prayacchati // 7.73 //	agnO ca viviDAm sidDim gurO muktim prayacCati // 7.73 //
   mokṣārthaṃ pūjayet tasmād gurumūrtistham īśvaram /	mokza-arTam pUjayet tasmAt guru-mUrti-sTam ISvaram /
   gurubhaktyā labhej jñānaṃ jñānān muktim avāpnuyāt // 7.74 //	guru-BaktyA laBet jQAnam jQAnAt muktim avApnuyAt // 7.74 //
   sarvaparvasu yatnena hy eṣu saṃpūjayec chivam /	sarva-parvasu yatnena hi ezu saMpUjayet Sivam /
   kuryād āyatane śobhāṃ gurusthāneṣu sarvataḥ // 7.75 //	kuryAt Ayatane SoBAm guru-sTAnezu sarvatas // 7.75 //
   naradvayocchrite pīṭhe sarvaśobhāsamanvite /	nara-dvaya-ucCrite pIWe sarva-SoBA-samanvite /
   saṃsthāpya maṇijaṃ liṅgaṃ sthāne kuryāj jagaddhitam // 7.76 //	saMsTApya maNijam liFgam sTAne kuryAt jagat-hitam // 7.76 //
   annapānaviśeṣaiś ca naivedyam upakalpayet /	anna-pAna-viSezEH ca nEvedyam upakalpayet /
   bhojayed vratinaś cātra svaguruṃ ca viśeṣataḥ // 7.77 //	Bojayet vratinaH ca-atra sva-gurum ca viSezataH // 7.77 //
   pūjayec ca śivajñānaṃ vācayīta ca parvasu /	pUjayet ca Siva-jQAnam vAcayIta ca parvasu /
   darśayec chivabhaktebhyaḥ satpūjāṃ parikalpitām // 7.78 //	darSayet Siva-BakteByaH sat-pUjAm parikalpitAm // 7.78 //
   priyaṃ brūyāt sadā tebhyaḥ pradeyaṃ cāpi śaktitaḥ /	priyam brUyAt sadA teByaH pradeyam ca-api Saktitas /
   evaṃ kṛte viśeṣeṇa prasīdati maheśvaraḥ // 7.79 //	evam kRte viSezeNa prasIdati maheSvaraH // 7.79 //
   chinnaṃ bhinnaṃ mṛtaṃ naṣṭaṃ vardhate nāsti kevalam /	Cinnam Binnam mRtam nazwam varDate na-asti kevalam /
   ity ādyān na vadec chabdān sākṣād brūyāt tu maṅgalam // 7.80 //	iti AdyAt na vadet SabdAn sAkzAt brUyAt tu maFgalam // 7.80 //
   adhenuṃ dhenum ity eva brūyād bhadram abhadrakam /	aDenum Denum iti eva brUyAt Badram aBadrakam /
   kapālaṃ ca bhagālaṃ syāt paramaṃ maṅgalaṃ vadet // 7.81 //	kapAlam ca BagAlam syAt paramam maFgalam vadet // 7.81 //
   aindraṃ dhanur maṇidhanur dāhakāṣṭhādi candanam /	Endram DanuH maNiDanuH dAha-kAzWa-Adi candanam /
   svaryātaṃ ca mṛtaṃ brūyāc chivībhūtaṃ ca yoginam // 7.82 //	svaryAtam ca mRtam brUyAt SivIBUtam ca yoginam // 7.82 //
   dvidhābhūtaṃ vadec chinnaṃ bhinnaṃ ca bahudhā sthitam /	dviDA-BUtam vadet Cinnam Binnam ca bahuDA sTitam /
   naṣṭam anveṣaṇīyaṃ ca riktaṃ pūrṇābhivardhitam // 7.83 //	nazwam anvezaNIyam ca riktam pUrNa-aBivarDitam // 7.83 //
   nāstīti śobhanaṃ sarvam ādyam aṅgābhivardhanam /	na-asti-iti SoBanam sarvam Adyam aFga-aBivarDanam /
   siddhimad brūhi gacchantaṃ suptaṃ brūyāt pravardhitam // 7.84 //	sidDimat brUhi gacCantam suptam brUyAt pravarDitam // 7.84 //
   na mlecchamūrkhapatitaiḥ krūraiḥ saṃtāpavedibhiḥ /	na mlecCa-mUrKa-patitEH krUrEH saMtApa-vediBiH /
   durjanair avaliptaiś ca kṣudraiḥ saha na saṃvadet // 7.85 //	durjanEH avaliptEH ca kzudrEH saha na saMvadet // 7.85 //
   nādhārmikanṛpākrānte na daṃśamaśakāvṛte /	na-aDArmika-nRpa-AkrAnte na daMSa-maSaka-AvRte /
   nātiśītajalākīrṇe deśe rogaprade vaset // 7.86 //	na-ati-SIta-jala-AkIrNe deSe roga-prade vaset // 7.86 //
   nāsanaṃ śayanaṃ pānaṃ namaskārābhivādanam /	na-Asanam Sayanam pAnam namaskAra-aBivAdanam /
