   Adhyaya 2, Pada 1	ADyayaH 2, Pada 1
   prāgapyabhinna eva brahmaṇā jīva ityaṅgīkārāt /	prAk api aBinnaH eva brahmaNA jIvaH iti aFgIkArAt /
   naca cvipratyayānupapattiḥ /	na ca cvipratyaya anupapattiH /
   pratītyapekṣayā tadupapatteḥ /	prati iti apekzayA tad upapatteH /
   prāgvibhinnatayā dṛṣṭo 'yaṃ jīvo brahmaṇaḥ /	prAk viBinna tayA dRzwaH ayam jIvaH brahmaNaH /
   athedānīṃ muktāvabhinnatayā dṛśyate, ityata ekībhavantītyucyata iti /	aTa idAnIm muktOvaBinna tayA dRSyate, iti atas ekIBavanti iti ucyate iti /
   atredaṃ vaktavyam /	atra idam vaktavyam /
   kiṃ prāktanī jīvabrahmaṇorbhedadṛṣṭirbhrāntiruta prameti /	kim prAktanI jIva brahmaNoH Beda dRzwiH BrAntiH uta pramA iti /
   nādyaḥ /	na AdyaH /
   bādhakābhāvāt /	bADaka aBAvAt /
   śrutayastvadyāpyavyavasthitārthā na bādhakatāmaśnuvate /	SrutayaH tvad yApya vyavasTita arTAH na bADaka tAm aSnuvate /
   dvitīye tvāha  kvaciditi /	dvitIye tvA aha kvacid iti /
   kvacid bhinnatayā dṛṣṭaṃ tadabhinnatayā katham /	kvacid Binna tayA dRzwam tad aBinnatayA kaTam /
   dṛśyenno dṛṣṭapūrvaṃ hi tādṛśaṃ na ca dṛśyate // MAnuv_2,1.86 //	dRSyet naH dRzwa pUrvam hi tAdRSam na ca dRSyate // Ma anuv_2,1.86 //
   kvacitkāle yadvastu yato bhinnatayā pramitaṃ tat kālāntare 'pi kathaṃ	kvacid kAle yat vastu yatas Binna tayA pramitam tat kAla antare api kaTam
   tadabhinnatayā pratī(mī)yeta, na kathañcidityarthaḥ /	tad aBinnatayA pratI(mI)yeta, na kaTaQcid iti arTaH /
   kuta ityata āha  no dṛṣṭapūrvaṃ hīti //	kutas iti atas Aha naH dRzwa pUrvam hi iti //
   tādṛśaṃ prāgbhinnatayā pramitaṃ kālāntare 'bhinnatayā pramīyamāṇam /	tAdRSam prAk Binna tayA pramitam kAla antare aBinnatayA pramIyamANam /
   ayamiha prayogaḥ /	ayam iha prayogaH /
   jīvo na kadācidbrahmābhinnatayā pramāviṣayaḥ /	jIvaH na kadAcid brahma aBinna tayA pramA vizayaH /
   tato 'tyantabhinnatayā pramitatvāt /	tatas atyanta Binna tayA pramita tvAt /
   yadevaṃ tadevaṃ yathā ghaṭaḥ paṭādbhinnatayeti /	yat evam tat evam yaTA GawaH pawAt Binna tayA iti /
   yastu kvacidapi bhedapramāṃ na manyate, taṃ pratyāropitabhedamekaṃ vastu	yaH tu kvacid api Beda pramAm na manyate, tam pratyAropita Bedam ekam vastu
   vyatirekodāharaṇaṃ vācyam /	vyatireka udAharaNam vAcyam /
   evañca pratītimupādāyāpi na cvipratyayopapattiḥ /	evaQca pratItim upAdAya api na cvipratyaya upapattiH /
   etadarthatvenāpi syāllokavaditi yojyam /	etad arTa tvena api syAt loka vat iti yojyam /
   tadevaṃ grāvaplavanādiśrutivat upapattiviruddhatvena	tat evam grAva plavana Adi Sruti vat upapatti virudDa tvena
   śrutermukhyārthāsambhavādamukhyārtha eva svīkaraṇīye	SruteH muKyA arTa asamBavAda muKya arTaH eva svIkaraNIye
   parakīyahetorasiddhatvānna brahmaṇo jagatkāraṇatve yuktivirodha iti	parakIya hetoH asidDa tvAt na brahmaNaH jagat kAraNa tve yukti viroDaH iti
   siddham /	sidDam /
   kecididaṃ sūtramanyathā vyācakṣate /	kecid idam sUtram anyaTA vyAcakzate /
   pūrvaṃ kila cetanācetanātmakasya prapañcasya brahmopādanatvena	pUrvam kila cetana acetana Atmakasya prapaQcasya brahma upAdana tvena
   brahmānanyatvamuktam /	brahma ananya tvam uktam /
   tadākṣipya samādhātumidaṃ sūtram /	tat Akzipya samADAtum idam sUtram /
   tathāhi /	taTA hi /
   yadi cetanācetanātmakasya jagato brahmānanyatvaṃ syāttadā cetano bhoktā	yadi cetana acetana Atmakasya jagataH brahma ananya tvam syAt tadA cetanaH BoktA
   bhogyaścācetanā viṣayā ityayaṃ vibhāgo na syāt /	BogyaH ca acetanAH vizayAH iti ayam viBAgaH na syAt /
   kutaḥ /	kutas /
   bhogyasyāpi bhoktṛtvāpatteḥ /	Bogyasya api BoktR tvA ApatteH /
   bhokturapi bhogyatvāpatteḥ /	BoktuH api Bogyatva ApatteH /
   bhavitavyaṃ cānena vibhāgena /	Bavitavyam ca anena viBAgena /
   pratyakṣādisiddhatvāditi cet /	pratyakza Adi sidDa tvAt iti ced /
   syāllokavat /	syAt loka vat /
   yathā loke samudrātmanāmapi phenataraṅgādīnāṃ netaretarabhāvāpattyā	yaTA loke samudra AtmanAm api Pena taraFga AdInAm na itara itaraBAva ApattyA
   vibhāgabhaṅgaḥ, yathā vā mahākāśātmanāmapi ghaṭamaṭhādyākāśānāṃ, tathā	viBAga BaFgaH, yaTA vA mahAkASa AtmanAm api Gawa maWa Adi AkASAnAM, taTA
   prakṛte 'pi syāditi /	prakRte api syAt iti /
   tadidaṃ dūṣayati  bhoktṛtveti //	tat idam dUzayati BoktR tvA iti //
   bhoktṛtvāpattita iti yanmataṃ tat kuto hariḥ /	BoktR tvA ApattitaH iti yat matam tat kutas hariH /
   bhoktrāpatteriti prāha ... // MAnuv_2,1.87a c //	BoktrA ApatteH iti prAha ... // Ma anuv_2,1.87a t //
   yat yadi bhoktrāpatterityatra bhoktratvāpatteriti vyākhyānaṃ	yat yadi BoktrA patteH iti atra Boktra tva ApatteH iti vyAKyAnam
   sūtrakārasyāpi(bhi)mataṃ syāt tat tarhi kuto hariḥ sūtrakṛt	sUtrakArasya api(Bi)matam syAt tat tarhi kutas hariH sUtrakRt 
   bhoktrāpatteriti (pra)āha /	BoktrA ApatteH iti (pra)Aha /
   bhoktṛtvāpatterityeva brūyāt /	BoktR tvA ApatteH iti eva brUyAt /
   nacaivamabravīt /	na ca evam abravIt /
   tato nāyamabhiprāyaḥ sūtrakārasyeti /	tatas na ayam aBiprAyaH sUtrakArasya iti /
   yadyapyatra pareṣāmasmākaṃ cādhyāhārasāmyam /	yadi api atra parezAm asmAkam ca aDyAhAra sAmyam /
   tathāpi bhāvapratyayābhāvaḥ parasyādhikaḥ /	taTA api BAva pratyaya aBAvaH parasya aDikaH /
   ye tu vyācakṣate"cidacidvastuśarīratve brahmaṇo	ye tu vyAcakzate"cit acit vastu SarIra tve brahmaNaH 
   jīvavatsukhaduḥkhādibhoktṛtvāpatterjīvabrahmasvabhāvavibhāgo na syāditi	jIva vat suKa duHKa Adi BoktR tva ApatteH jIva brahma svaBAva viBAgaH na syAt iti
   cenna /	ced na /
   yathā kāntāre nipatitasya(syāpi) nṛpasya na	yaTA kAntAre nipatitasya(sya api) nRpasya na
   daṃśamaśakādyupadravastathātrāpi syāt'; iti /	daMSa maSaka Adi upadravaH taTA atra api syAt a; iti /
   teṣāmapyayaṃ śabdadoṣaḥ samānaḥ /	tezAm api ayam Sabda dozaH samAnaH /
   nanu bhāvapradhānā nirdeśāstatra tatra bahulamupalabhyante /	nanu BAva praDAnAH nirdeSAH tatra tatra bahulam upalaByante /
   tatkathamayaṃ doṣo 'bhidhīyate /	tat kaTam ayam dozaH aBiDIyate /
   ayamabhisandhirbhāṣyakārasya /	ayam aBisanDiH BAzya kArasya /
   pratipādye vyavasthite tadbalācchābdī gauṇatā kathañcidanusartavyā /	pratipAdye vyavasTite tad bala acCAbdI gONa tA kaTaQcid anusartavyA /
   nacāsya sūtrasyedaṃ pratipādyaṃ vyavasthitam /	naca asya sUtrasya idam pratipAdyam vyavasTitam /
   jagadupādānatvasya prāganuktatvenānuktopālambhaprasaṅgāt /	jagat upAdAna tvasya prAc anukta tvena anukta upAlamBa prasaFgAt /
   jagaccharīratvasyāntaryāmyadhikaraṇe prasakte 'pi	jagat SarIra tvasya antaryAmI aDikaraNe prasakte api
   sambhogaprāptirityanenaiva parihṛtatvāt /	samBoga prAptiH iti anena eva parihRta tvAt /
   tatra jīvaśarīragatatvena (prasa(ktaṃ)katabhoktṛtvamapāstam /	tatra jIva SarIra gata tvena (prasa(ktaM)kata BoktR tvam apAH tam /
   atra tu jagaccharīratveneti cenna /	atra tu jagat SarIra tvena iti ced na /
   pūrvottarapakṣayornyāyāviśeṣe sūtrārambhānupapatteḥ /	pUrva uttara pakzayoH nyAya aviSeze sUtra AramBa anupapatteH /
   ato nirnimittaḥ śābdadoṣo 'pi nānusaraṇārha iti /	atas nirnimittaH SAbda dozaH api na anusaraNa arhaH iti /
   yadvaitadarthapratipādanāya kathaṃ cetyādyuttaravākyamatrāpi saṃyojya	yat vEtad arTa pratipAdanAya kaTam ca iti Adi uttara vAkyam atra api saMyojya
   vyākhyeyamityukta eva sūtrārtha iti /	vyAKyeyam iti uktaH eva sUtra arTaH iti /
   // iti śrīmannyāyasudhāyāṃ bhoktradhikaraṇam //	// iti SrImat nyAya suDAyAm BoktR aDi karaNam //
   [======= JNys_2,1.VI: ārambhaṇādhikaraṇam =======]	[====== JNyH _2,1.VI: AramBaNa aDikaraNam =======]
   atha śrīmannyāyasudhāyāṃ ārambhaṇādhikaraṇam /	aTa SrImat nyAya suDAyAm AramBaNa aDikaraNam /
   // oṃ tadananyatvamārambhaṇaśabdādibhyaḥ oṃ //	// om tat ananya tvam AramBaNa Sabda AdiByaH om //
   prāk pramāṇamūlatvatatsaṃvāditvābhyāṃ prabalayā yuktyā ukte(ktār)the	prAk pramANa mUla tva tad saMvAdi tvAByAm prabalayA yuktyA ukte(kta ar)Te
   virodho nirā(staḥ)kṛtaḥ /	viroDaH nirA(staH)kRtaH /
   bāhulyalakṣaṇabalavadyuktivirodhaparihārāya idamadhikaraṇamārabhyate /	bAhulya lakzaNa balavat yukti viroDa parihArAya idam aDikaraNam AraByate /
   tadidaṃ brahmapariṇāmavādī vyācaṣṭe"anantarādhikaraṇe bhogyavargasya	tat idam brahma pariNAma vAdI vyAcazwe"anantara aDikaraNe Bogya vargasya
   pariṇāmataḥsiddhaprātisvikarūpabhedānapahnavena	pariNAmataH sidDa prAtisvika rUpa BedAn apahnavena
   lokasiddha(ddhaṃ)kāraṇābhedamaṅgīkṛtya sāṅkhayasiddhāntena śāstrato	loka sidDa(dDaM) kAraNa aBedam aFgIkRtya sAFKaya sidDAntena SAstrataH 
   bhoktṛvargasya svābhāvikarūpabrahmāvibhāge bhogyasyāpi	BoktR vargasya svABAvika rUpa brahma aviBAge Bogyasya api
   brahmaikyavadbhoktṛtvāpattimāśaṅkaya anaikāntikatvena nirāso(vi)'bhihitaḥ	brahma Ekya vat BoktR tva Apattim ASaFkaya anEkAntika tvena nirAsaH (vi) aBihitaH
   samprati vaiśeṣikādimatena svarūpakāryavyapadeśādibhedena kāryasya	samprati vESezika Adi matena svarUpa kArya vyapadeSa Adi Bedena kAryasya
   kāraṇātma(ka)tvāsiddhayā prapañcasya brahmādvaitam ākṣipya samādhīyate /	kAraNa Atma(ka)tvA asidDayA prapaQcasya brahma advEtam Akzipya samADIyate /
   tathāhi /	taTA hi /
   tadananyatvaṃ tena brahmaṇā ananyatvaṃ, kāryasya /	tat ananya tvam tena brahmaNA ananya tvaM, kAryasya /
   kutaḥ? ārambhaṇaśabdādibhyaḥ"yathā somyaikena mṛtpiṇḍena vijñātena sarvaṃ	kutas ? AramBaNa Sabda AdiByaH"yaTA somya ekena mRd piNxena vijQAtena sarvam
   mṛṇmayaṃ vijñātaṃ syāt /	mRNmayam vijQAtam syAt /
   vācārambhaṇaṃ vikāro nāmadheyaṃ mṛttiketyeva satyam'; ityadiśabdāt /	vAcA AramBaNam vikAraH nAmaDeyam mRttikA iti eva satyam a; iti adi SabdAt /
   "ādi'grahaṇāt"aitadātmyamidaṃ sarvam',"yadayamātmā',"sarvaṃ khalvidaṃ	"Adi agrahaNAt"a etat Atmyam idam sarvam a,"yat ayam AtmA a,"sarvam Kalu idam
   brahma'; ityāditādātmyāvedakaśrutiparigrahaḥ'; iti /	brahma a; iti Adi tAdAtmya Avedaka Sruti parigrahaH a; iti /
   vivartavādī tu vyākhyāti"abhyupagamya cemaṃ vyāvahārikaṃ	vivartavAdI tu vyAKyAti "aByupagamya ca imam vyAvahArikam
   bhoktṛbhogyalakṣaṇaṃ vibhāgam,"syāllokavat'; iti parihāro 'bhihitaḥ /	BoktR Bogya lakzaNam viBAgam ,"syAt lokavat a; iti parihAraH aBihitaH /
   na tvayaṃ vibhāgaḥ pāramārthiko 'sti /	na tu ayam viBAgaH pAramArTikaH asti /
   yasmāt tadananyatvaṃ kāraṇādbrahmaṇaḥ kāryasyākāśādeḥ paramārthato	yasmAt tat ananya tvam kAraNAt brahmaNaH kAryasya AkASa AdeH paramArTa taH 
   'nanyatvaṃ vyatirekeṇābhāvaḥ, avagamyate /	ananya tvam vyatirekeNa aBAvaH, avagamyate /
   kutaḥ? ārambhaṇaśabdādibhyaḥ'; iti /	kutas ? AramBaNa Sabda AdiByaH a; iti /
   tatrādyaṃ vyākhyānaṃ tāvannirākaroti  kathaṃ ceti //	tatra Adyam vyAKyAnam tAvat nirAka roti kaTam ca iti //
   tadananyatvam ārambhaṇaśabdādibhyaḥ | BBs_2,1.14 |	tad ananya tvam AramBaNa Sabda AdiByaH | BBH _2,1.14 |
   ... kathaṃ ca tadananyatā // MAnuv_2,1.87 //	... kaTam ca tad ananyatA // Ma anuv_2,1.87 //
   kathamityākṣepe /	kaTam iti Akzepe /
   caśabdaḥ pūrvasūtrāpavyākhyānākṣepeṇāsya samuccayārthaḥ /	caSabdaH pUrva sUtra apavyAKyAna AkzepeNa asya samuccaya arTaH /
   jagata iti vakṣyamāṇamatrāpi sambaddhayate /	jagataH iti vakzyamANam atra api sambadDayate /
   "atra pratipādyā syāt'; iti śeṣaḥ /	"atra pratipAdyA syAt a; iti SezaH /
   ayamāśayaḥ /	ayam ASayaH /
   yo hi brahmopādānatāṃ jagato 'bhyupagamyāpi tadanyatāṃ manyate so 'tra	yaH hi brahma upAdAna tAm jagataH aByupagamya api tad anyatAm manyate saH atra
   pūrvapakṣīkaraṇīyaḥ /	pUrva pakzIkaraNIyaH /
   naca vaiśeṣikādistatheti prāptyabhāvānna tadananyatvokteravasaro 'sti /	na ca vESezika AdiH taTA iti prApti aBAvAt na tad ananyatva ukteH avasaraH asti /
   brahmopādānatāmanaṅgīkurvāṇaṃ prati tu saiva samarthanīyā /	brahma upAdAna tAm anaFgIkurvANam prati tu sA eva samarTanIyAH /
   natu tadananyatā /	na tu tad ananyatA /
   tadadhīnasiddhitvādasyāḥ /	tad aDIna sidDi tvAt asyAH /
   atha brahmopādānatāpyatra samarthyata iti cet /	aTa brahma upAda Ana tA api atra samarTyate iti ced /
   na /	na /
   tathā sati prakṛtyadhikaraṇavaiyarthyāpatteḥ /	taTA sati prakRti aDikaraNa vEyarTya ApatteH /
   prakṛtyadhikaraṇanyāyeno(yo)papādi(taṃ)tamabhyupetyāpi tadanyatāṃ	prakRti aDikaraNa nyAyena u(yaH )papAdi (taM)tam aByupetya api tad anyatAm
   manyamāno 'tra pūrvapakṣīti cet /	manyamAnaH atra pUrvapakzI iti ced /
   na /	na /
   kimidaṃ brahmopādānatvaṃ brahmasamavāyitvaṃ vā, brahmapariṇāmatvaṃ vā,	kim idam brahma upAdAna tvam brahma samavAyi tvam vA, brahma pariNAma tvam vA,
   yatpareṇāṅgīkāritam /	yad pareNa aFgIkAritam /
   nādyaḥ (kalpaḥ) tasyānanyatvavirodhāt /	na AdyaH (kalpaH) tasya ananyatva viroDAt /
   samavāyasya nirākariṣyamāṇatvācca /	samavAyasya nirAkarizyamANa tvAt ca /
   dvitīye prayatnavaiyarthyameva /	dvitIye prayatna vEyarTyam eva /
   nahi ko 'pi pariṇāmavādamaṅgīkṛtya kāyarkāraṇayoratyantabhedamaṅgīkurute,	na hi kaH api pariNAma vAdam aFgIkRtya kAyarkAraNayoH atyanta Bedam aFgIkurute,
   yaṃ pratīdamārabhyeta iti /	yam pratIdam AraByeta iti /
   *6,195f.*	*6,195f.*
   yadvā kathaṃ ca tadananyatā jagato vaktuṃ śakyate /	yat vA kaTam ca tad ananyatA jagataH vaktum Sakyate /
   ananyatvaṃ hi bhedābhāvaḥ /	ananya tvam hi Beda aBAvaH /
   atyantābheda iti yāvat /	atyanta aBedaH iti yAvat /
   bhedābhedau ca pareṇāṅgīkṛtau /	Beda aBedO ca pareNa aFgIkRtO /
   atastādātmyamiti vaktavyaṃ syāt /	atas tAdAtmyam iti vaktavyam syAt /
   naiṣa doṣaḥ, yāvatā kāryasya kāraṇenābheda eva, kāraṇasya tu kāryādbheda	na eza dozaH, yAvatA kAryasya kAraNena aBedaH eva, kAraNasya tu kAryAt Beda
   eva, ityevaṃ bhedābhedāvaṅgīkṛtāviti cenna /	eva, iti evam Beda aBedO= aFgIkRtO= iti ced na /
   yadi brahma jagato 'nyadeva tadā kathaṃ ca tadananyatvaṃ(tā) jagataḥ syāt	yadi brahma jagataH anyat eva tadA kaTam ca tad ananya tvaM(tA) jagataH syAt 
   nahi yadyato 'tyantabhinnaṃ tattenātyantābhinnamiti sambhavati,	na hi yadi atas atyanta Binnam tat tena atyanta aBinnam iti samBavati,
   atiprasaṅgāditi /	atiprasaFgAt iti /
   athavā kathaṃ ca tadananyatā pratijñātuṃ yuktā /	aTavA kaTam ca tad ananyatA pratijQAtum yuktAH /
   pramāṇābhāvāditi śeṣaḥ /	pramANa aBAvAt iti SezaH /
   nanu cārambhaṇaśabdādibhya ityuktatvātkathaṃ pramāṇābhāva iti cet /	nanu ca AramBaNa Sabda AdiByaH iti ukta tvAt kaTam pramANa aBAvaH iti ced /
   atra vaktavyam /	atra vaktavyam /
   ārambhaṇaśabdastāvatkiṃ sākṣājjagato brahmānanyatvamācakṣīta, uta	AramBaNa SabdaH tAvat kim sAkzAt jagataH brahma ananya tvam AcakzIta, uta
   vikārasya vikāryananyatvam /	vikArasya vikAri ananya tvam /
   ādye kathaṃ ca tadananyatā jagatosyārthaḥ syāt /	Adye kaTam ca tad ananyatA jagatosya arTaH syAt /
   yathā somyeti mṛtpiṇḍādeḥ prakṛtatvādityuttaram /	yaTA somya iti mRd piNxa AdeH prakRta tvAt iti uttaram /
   dvitīye bhavatu nāma vikārasya vikāryananyatvam, jagatastu kathaṃ	dvitIye Bavatu nAma vikArasya vikAri ananya tvam, jagataH tu kaTam
   tadananyateti /	tat ananyatA iti /
   (nanu) vikārasya vikāryananyatve tenokte 'pi jagato brahmānanyatvaṃ	(nanu) vikArasya vikAri ananya tve tena ukte api jagataH brahma ananya tvam
   siddhayatyeva /	sidDayati eva /
   tasyāpi tadvikāratvādityata āha  jagatastviti //	tasya api tad vikAra tvAt iti atas Aha jagataH tu iti //
   jagatastvavikāratva uktanyāyena sādhite // MAnuv_2,1.88ab //	jagataH tu avikAra tvaH ukta nyAyena sADite // Ma anuv_2,1.88aB //
   avikāratve brahmavikāratvābhāve /	avikAra tve brahma vikAra tva aBAve /
   uktanyāyena"naca prakṛtiḥ'; ityādineti śeṣaḥ /	ukta nyAyena"naca prakRtiH a; ityAdinA iti SezaH /
   sādhite sati kathaṃ ca tadananyatetyanvayaḥ /	sADite sati kaTam ca tad ananyatA iti anvayaH /
   yadvā jagata iti pūrveṇaiva sambaddhayate /	yat vA jagataH iti pUrveNa eva sambadDayate /
   avikāratve brahmaṇa iti śeṣaḥ /	avikAra tve brahmaNaH iti SezaH /
   na vidyate vikāro yasyetyavikāram /	na vidyate vikAraH yasya iti avikAram /
   tasya bhāvastattvaṃ, tasmin /	tasya BAvaH tattvan, tasmin /
   nanvatrārambhaṇaśa(bdaśa)bdena"uta tamādeśamaprākṣya(kṣaḥ)'; ityādyā	nanu atra AramBaNa Sa(bda Sa)bdena"uta tam AdeSam aprAkzya(kzaH) a; ityAdyA
   śrutirupalakṣyate, tattātparyaparyālocanāyāṃ ca jagato brahmavikāratvaṃ	SrutiH upalakzyate, tat tAtparya paryAlocanAyAm ca jagataH brahma vikAra tvam
   tadanantyavaṃ cāvagamyate iti cenna /	tat anantyavam ca avagamyate iti ced na /
   mahāvākyāvāntaravākyopakramatvapradhānavācitvādyabhāvenāsya	mahA vAkya avAntara vAkya upakrama tva praDAna vAci tva Adi a BAvena asya
   śrutyupalakṣaṇayopādāne nimittābhāvāt /	Sruti upalakzaNayA upAdAne nimitta aBAvAt /
   abhyupetyāpyupalakṣaṇatvamāha  avikāratva iti //	aByupetya api upalakzaNa tvam Aha avikAra tvaH iti //
   vikarātvādanyasminsādṛśyādau śrutyarthatayoktanyāyena sādhite sati	vikarAtvAt anyasmin sAdRSya AdO Sruti arTa tayA ukta nyAyena sADite sati
   śrutitātparyaparyālocanayā ca kathaṃ tadananyatā siddhayediti /	Sruti tAtparya paryAlocanayA ca kaTam tad ananyatA sidDayet iti /
   yadapyuktamādipadagṛhītādaitadātmyamidaṃ	yat api uktam Adipada gRhItAda etat Atmyam idam
   sarvamityādivākyāttadananyatvasiddhiriti tadapyasat /	sarvam ityAdi vAkyAt tat ananyatva sidDiH iti tat api asat /
   ādipadena vākyāntaragrahaṇasyānupapatteḥ /	Adi padena vAkya antara grahaNasya anupapatteH /
   tathā satyeteṣāmapi śabdatvenārambhaṇādiśabdebhya iti prayogaprasaṅgāt /	taTA satyetezAm api Sabda tvena AramBaNa Adi SabdeByaH iti prayoga prasaFgAt /
   astu vā kathañcidādipadopāttatā(tvaṃ)teṣāṃ vākyānām /	astu vA kaTaQcid Adi pada upAtta tA( tvaM)tezAm vAkyAnAm /
   tathāpi naitebhyastadananyatā siddhayati /	taTA api na eteByaH tad ananyatA sidDayati /
   upapattiviruddhatvādityāśayena pṛcchati  kathaṃ ceti //	upapatti virudDa tvAt iti ASayena pRcCati kaTam ca iti //
   yā sūtrakṛtā pratijñātā śrutibhiśca pratipāditā sā jagatastadananyatā	yA sUtra kRtA pratijQAtA SrutiBiH ca pratipAditA sA jagataH tad ananyatA
   kathaṃ kiṃprakārā /	kaTam kiMprakArAH /
   "kiṃ pikaḥ kokilaḥ'; itivadekatvalakṣaṇā kiṃvā mṛdghaṭa	"kim pikaH kokilaH a; itivat eka tva lakzaNA kiMvA mRd Gawa
   itivadvikāra(ri)vikāri(ra)tvalakṣaṇeti praśnārthaḥ /	iti vat vikAra (ri)vikAri(ra)tu alakzaNa iti praSna arTaH /
   ādyamākṣipati  kathaṃ ceti //	Adyam Akzipati kaTam ca iti //
   ekatvalakṣaṇā jagatastadananyatā tu kathaṃ sūtrakṛtā pratijñāyeta /	ekatva lakzaNA jagataH tad ananyatA tu kaTam sUtra kRtA pratijQAyeta /
   kathaṃ ca śrutibhiḥ pratipādyeta na kathañcidityarthaḥ /	kaTam ca SrutiBiH pratipAdyeta na kaTaQcid iti arTaH /
   atra hetumāha  avikāratva iti //	atra hetum Aha avikAra tvaH iti //
   brahmaṇo 'vikāratva uktanyāyena sādhite sati jagatastu vikārātmakatve	brahmaNaH avikAra tvaH ukta nyAyena sADite sati jagataH tu vikAra Atmaka tve
   pratyakṣādipramite sati viruddhadharmādhikaraṇatvāditi bhāvaḥ /	pratyakza Adi pramite sati virudDa Darma aDikaraNa tvAt iti BAvaH /
   dvitīyamākṣipati  kathaṃ ceti //	dvitIyam Akzipati kaTam ca iti //
   vikārivikāratvarūpa iti śeṣaḥ /	vikAri vikAra tva rUpaH iti SezaH /
   ākṣepe yuktimāha  jagatastviti //	Akzepe yuktim Aha jagataH tu iti //
   vyākhyānaṃ pūrvavat /	vyAKyAnam pUrvavat /
   nanvevamupapattiviruddhāpi jagato brahmānanyatāṅgīkaraṇīyā /	nanu evam upapatti virudDA api jagataH brahma ananyata aFgIkaraNIyA /
   anyathaitadātmyamidaṃ sarvamityādiśrutīnāmaprāmāṇyaprasaṅgādityata āha 	anyaTA etat Atmyam idam sarvam ityAdi SrutInAm aprAmANya prasaFgAt iti atas Aha 
   kathaṃ ceti //	kaTam ca iti //
   avikāritve 'pi vikāratvādanyasmiṃstadadhīnatvādau śrutyarthe"svātantrye ca	avikAri tve api vikAra tvAt anyasmin= tad aDIna tva AdO Sruti arTe" svAtantrye ca
   viśiṣṭatve'; ityuktanyāyena sādhite sati kathaṃ tadananyatāṅgīkartumucitā	viSizwa tve a; iti ukta nyAyena sADite sati kaTam tad ananyatA aFgIkartum ucitA
   sāvakāśaśrutipratīto 'pyartho niravakāśopapattivirodhāttyājya eva /	sa avakASa Sruti pratItaH api arTaH niravakASa upapatti viroDAt tyAjyaH eva /
   yathoktamabhimānyadhikaraṇa iti bhāvaḥ /	yaTA uktam aBimAni aDikaraNaH iti BAvaH /
   *6,203f.*	*6,203f.*
   aparamapi vyākhyānaṃ dūṣayati  kathaṃ ceti //	aparam api vyAKyAnam dUzayati kaTam ca iti //
   (iti) prāhetyanuvartate /	(iti) prAha iti anuvartate /
   yadyatra kāryamātraprapañcasyānṛtatvaṃ sūtrakṛto 'bhimataṃ syāt /	yadi atra kArya mAtra prapaQcasya anRta tvam sUtra kRtaH aBimatam syAt /
