   YRps, Adhyāya 1	YRps, ADyAyaH 1
   guruṇā kathitaṃ samyak nirutthaṃ jāyate dhruvam /	guruNA kaTitam samyak nirutTam jAyate Druvam /
   rogānhinasti sakalān nātra kāryā vicāraṇā // YRps_4.13 //	rogAn-hinasti sakalAt na-atra kAryA vicAraNAH // YRpH-_4.13 //
   <gold:: māraṇa:: niruttha>	<gold:: mAraNa:: nirutTa>
   hemnaḥ patrāṇi sūkṣmāṇi sūcivedhyāni kārayet /	hemnaH patrANi sUkzmANi sUci-veDyAni kArayet /
   purāmbubhasmasūtena lepayitvātha śoṣayet // YRps_4.14 //	purA-ambu-Basma-sUtena lepayitvA-aTa Sozayet // YRpH-_4.14 //
   saṃpuṭe ca tato rundhyāt puṭayeddaśabhiḥ puṭaiḥ /	saMpuwe ca tatas runDyAt puwayet-daSaBiH puwEH /
   mriyate nātra saṃdeho nirutthaṃ bhasma jāyate // YRps_4.15 //	mriyate na-atra saMdehaH nirutTam Basma jAyate // YRpH-_4.15 //
   <gold:: māraṇa>	<gold:: mAraNa>
   hemnaḥ sūkṣmadalāni bhūrjasadṛśānyādāya saṃlepya vai	hemnaH sUkzma-dalAni BUrja-sadRSAni-AdAya saMlepya vE
   vajrīdugdhakahiṅguhiṅgulasamair ekatra piṣṭīkṛtaiḥ /	vajrI-dugDaka-hiFgu-hiFgula-samEH ekatra pizwIkRtEH /
   satyaṃ saṃpuṭake nidhāya daśabhiścaivaṃ puṭaiḥ kukkuṭaiḥ pācyaṃ hema ca	satyam saMpuwake niDAya daSaBiH-ca-evam puwEH kukkuwEH pAcyam hema ca
   raktagairikasamaṃ saṃjāyate niścitam // YRps_4.17 //	raktagErika-samam saMjAyate niScitam // YRpH-_4.17 //
   <gold:: māraṇa>	<gold:: mAraNa>
   lohaparpaṭīkābaddhaṃ mṛtaṃ sūtaṃ samāṃśakam /	loha-parpawIkA-badDam mRtam sUtam sama-aMSakam /
   vidrute hemni nikṣiptaṃ svarṇabhūtiprabhaṃ bhavet // YRps_4.17 //	vidrute hemni nikziptam svarNa-BUti-praBam Bavet // YRpH-_4.17 //
   tadbhasma puratoyena daradena samanvitam /	tat-Basma pura-toyena daradena samanvitam /
   mardayed dinam ekaṃ tu saṃpuṭe dhārayettataḥ // YRps_4.18 //	mardayet dinam ekam tu saMpuwe DArayet-tatas // YRpH-_4.18 //
   puṭitaṃ daśavāreṇa svarṇaṃ siṃdūrasannibham /	puwitam daSa-vAreNa svarNam siMdUra-sanniBam /
   jāyate nātra saṃdeho raṃjanaṃ kurute dhruvam /	jAyate na-atra saMdehaH raMjanam kurute Druvam /
   dehaṃ lohaṃ ca matimān sudhanī sādhayedidam // YRps_4.19 //	deham loham ca matimAn suDanI sADayet-idam // YRpH-_4.19 //
   <gold:: mṛta:: medic. properties>	<gold:: mRta:: medic. properties>
   etatsvarṇabhavaṃ karotica rajaḥ saundaryatāṃ vai sadā rogāndaivakṛtān	etat-svarNa-Bavam karoti-ca rajaH sOndarya-tAm vE sadA rogAn-dEva-kRtAn
   nihanti sakalānyevaṃ tridoṣodbhavān /	nihanti sakalAni-evam tridoza-udBavAn /
   yaḥ seveta naraḥ samān dvidaśakān vṛddhaśca no jāyate doṣāścaiva	yaH seveta naraH samAn dvi-daSakAn vRdDaH-ca naH jAyate dozAH-ca-eva
   garodbhavā viṣakṛtā āgantujā naiva hi // YRps_4.20 //	gara-udBavAH viza-kRtAH Agantu-jAH na-eva hi // YRpH-_4.20 //
   <silver:: subtypes>	<silver:: subti-pes>
   rūpyaṃ ca trividhaṃ proktaṃ khanijaṃ sahajaṃ tathā /	rUpyam ca triviDam proktam Kani-jam sahajam taTA /
   kṛtrimaṃ ca trayo bhedāḥ kathitāḥ pūrvasūribhiḥ // YRps_4.21 //	kRtrimam ca trayaH BedAH kaTitAH pUrva-sUriBiH // YRpH-_4.21 //
   <silver:: khanija>	<silver:: Kanija>
   bhūdhare kutra cetprāptaṃ khanyamāne ca khanijam /	BUDare kutra ced-prAptam KanyamAne ca Kanijam /
   <silver:: sahaja>	<silver:: sahaja>
   kailāsaśikharājjātaṃ sahajaṃ tadudīritam // YRps_4.22 //	kElAsa-SiKarAt-jAtam sahajam tat-udIritam // YRpH-_4.22 //
   <silver:: kṛtrima>	<silver:: kRtrima>
   rasavedhena yajjātaṃ vaṅgāttatkṛtrimaṃ matam /	rasa-veDena yat-jAtam vaFgAt-tat-kRtrimam matam /
   <silver:: śuddha:: parīkṣā>	<silver:: SudDa:: parIkzA>
   yadrūpyaṃ vahninā taptam ujjvalaṃ hi viniḥsaret /	yat-rUpyam vahninA taptam ujjvalam hi viniHsaret /
   tacchuddhaṃ kaladhūtaṃ hi sarvakāryakaraṃ param // YRps_4.23 //	tat-SudDam kalaDUtam hi sarva-kArya-karam param // YRpH-_4.23 //
   <silver:: śodhana>	<silver:: SoDana>
   tāmrādisaṃsargabhavaṃ tvaśuddhaṃ rūpyaṃ hi miśraṃ khalu doṣalaṃ ca /	tAmra-Adi-saMsarga-Bavam tu-aSudDam rUpyam hi miSram Kalu dozalam ca /
   tacchodhayedvai bhasitasya mūṣyāṃ sīsena sārdhaṃ rajataṃ tu dhmāpayet //	tat-SoDayet-vE Basitasya mUzyAm sIsena sArDam rajatam tu DmApayet //
   YRps_4.24 //	YRpH-_4.24 //
   tārācca ṣaḍguṇaṃ nāgaṃ dhmāpayedyatnataḥ sudhīḥ /	tArAt-ca zaxguNam nAgam DmApayet-yatnatas suDIH /
   śanair vidhamyamānaṃ hi doṣaśūnyaṃ prajāyate // YRps_4.25 //	SanEs viDamyamAnam hi doza-SUnyam prajAyate // YRpH-_4.25 //
   anenaiva prakāreṇa śodhayedrajataṃ sadā /	anena-eva prakAreNa SoDayet-rajatam sadA /
   sarvakārye prayoktavyaṃ sarvasiddhividhāyakam // YRps_4.26 //	sarva-kArye prayoktavyam sarva-sidDi-viDAyakam // YRpH-_4.26 //
   <silver:: māraṇa>	<silver:: mAraNa>
   bhāgamekaṃ tu rajataṃ sūtabhāgacatuṣṭayam /	BAgam-ekam tu rajatam sUta-BAga-catuzwayam /
   mardayed dinamekaṃ tu satataṃ nimbuvāriṇā // YRps_4.27 //	mardayet dinam-ekam tu satatam nimbu-vAriNA // YRpH-_4.27 //
   peṣaṇājjāyate piṣṭīr dinaikena tu niścitam /	pezaNAt-jAyate pizwIH dina-ekena tu niScitam /
   mūṣāmadhye tu tāṃ muktvā adhordhvaṃ gaṃdhakaṃ nyaset // YRps_4.28 //	mUzA-maDye tu tAm muktvA aDorDvam gaMDakam nyaset // YRpH-_4.28 //
   vālukāyaṃtramadhyasthāṃ dinaikaṃ tu dṛḍhāgninā /	vAlukAyaMtra-maDya-sTAm dina-ekam tu dRXa-agninA /
   pācitāṃ tu prayatnena svāṃgaśītalatāṃ gatām // YRps_4.29 //	pAcitAm tu prayatnena svAMgaSItala-tAm gatAm // YRpH-_4.29 //
   tālenāmlena sahitāṃ marditāṃ hi śilātale /	tAlena-amlena sahitAm marditAm hi SilA-tale /
   tato dvādaśavārāṇi puṭānyatra pradāpayet // YRps_4.30 //	tatas dvAdaSa-vArANi puwAni-atra pradApayet // YRpH-_4.30 //
   anena vidhinā samyak rajataṃ mriyate dhruvam /	anena viDinA samyak rajatam mriyate Druvam /
   <silver:: māraṇa>	<silver:: mAraNa>
   tāramākṣikayoścūrṇam amlena saha mardayet // YRps_4.31 //	tAramAkzikayoH-cUrNam amlena saha mardayet // YRpH-_4.31 //
   viṃśatpuṭena tattāraṃ bhūtībhavati niścitam /	viMSat-puwena tat-tAram BUtIBavati niScitam /
   <repeated māraṇa>	<repeatet mAraNa>
   puṭādhikyaṃ hi lohānāṃ samyak syād guṇakāri ca /	puwa-ADikyam hi lohAnAm samyak syAt guNa-kAri ca /
   raṃjanaṃ kurute'tyarthaṃ raktaṃ śvetatvamādiśet // YRps_4.32 //	raMjanam kurute-atyarTam raktam Sveta-tvam-AdiSet // YRpH-_4.32 //
   <silver:: mṛta:: medic. properties>	<silver:: mRta:: medic. properties>
   śuddhaṃ bhasmīkṛtaṃ rūpyaṃ sāraghājyasamanvitam /	SudDam BasmIkRtam rUpyam sAraGa-Ajya-samanvitam /
   netrarogānapi sadā kṣavajāngudajānapi // YRps_4.33 //	netra-rogAn-api sadA kzava-jAn-guda-jAn-api // YRpH-_4.33 //
   pittajān kāsasambhūtān pāṇḍujānudarāṇi ca /	pitta-jAn kAsa-samBUtAn pANxu-jAn-udarANi ca /
   doṣajānapi sarvāṃśca nāśayedaruciṃ sadā // YRps_4.34 //	doza-jAn-api sarvAn=-ca nASayet-arucim sadA // YRpH-_4.34 //
   <copper:: subtypes>	<ca-upper:: subti-pes>
   tāmraṃ cāpi dvidhā proktaṃ nepālaṃ mlecchadeśajam /	tAmram ca-api dviDA proktam nepAlam mlecCa-deSa-jam /
   nepāladeśajād anyan mlecchaṃ tatkathitaṃ budhaiḥ // YRps_4.35 //	nepAla-deSa-jAt anyat mlecCam tat-kaTitam buDEH // YRpH-_4.35 //
   <copper:: śodhana>	<ca-upper:: SoDana>
   sīsakena samaṃ tāmraṃ rajatenaiva śodhayet /	sIsakena samam tAmram rajatena-eva SoDayet /
   paścānmāraṇakaṃ samyak kartavyaṃ rasavādinā // YRps_4.36 //	paScAt-mAraNakam samyak kartavyam rasa-vAdinA // YRpH-_4.36 //
   <copper:: māraṇam>	<ca-upper:: mAraNam>
   kṛtvā tāmrasya patrāṇi kanyāpatre niveśayet /	kRtvA tAmrasya patrANi kanyA-patre niveSayet /
   kukkuṭākhye puṭe samyak puṭayettadanaṃtaram // YRps_4.37 //	kukkuwa-AKye puwe samyak puwayet-tat-anaMtaram // YRpH-_4.37 //
   sūtagaṃdhakayoḥ piṣṭiḥ kāryā cātimanoramā /	sUta-gaMDakayoH pizwiH kAryA ca-ati-manoramA /
   vimardya nimbutoyena tāni patrāṇi lepayet // YRps_4.38 //	vimardya nimbu-toyena tAni patrANi lepayet // YRpH-_4.38 //
   sthālīmadhye nirundhyātha pacedyāmacatuṣṭayam /	sTAlI-maDye nirunDya-aTa pacet-yAma-catuzwayam /
   pañcadoṣavinirmuktaṃ śulbaṃ tenaiva jāyate // YRps_4.39 //	paQca-doza-vinirmuktam Sulbam tena-eva jAyate // YRpH-_4.39 //
   <copper:: māraṇa>	<ca-upper:: mAraNa>
   ravitulyena balinā sūtakena samena ca /	ravi-tulyena balinA sUtakena samena ca /
   tālakena tadardhena śilayā ca tadardhayā // YRps_4.40 //	tAlakena tad-arDena SilayA ca tad-arDayA // YRpH-_4.40 //
   cūrṇaṃ kajjalasaṃkāśaṃ kārayenmatimān bhiṣak // YRps_4.41 //	cUrNam kajjala-saMkASam kArayet-matimAn Bizaj // YRpH-_4.41 //
   śarāvasaṃpuṭasyāntaḥ patrāṇyādhāya yatnataḥ /	SarAva-saMpuwasya-antar patrANi-ADAya yatnatas /
   uparyupari patrāṇi kajjalīṃ ca nidhāpayet // YRps_4.42 //	upari-upari patrANi kajjalIm ca niDApayet // YRpH-_4.42 //
   yāmaikaṃ pācayedagnau garbhayantrodarāntare /	yAma-ekam pAcayet-agnO garBayantra-udara-antare /
   svāṃgaśītaṃ samuttārya khalve sūkṣmaṃ pracūrṇayet // YRps_4.43 //	svAMgaSItam samuttArya Kalve sUkzmam pracUrNayet // YRpH-_4.43 //
   lehayenmadhusaṃyuktam anupānair yathocitaiḥ /	lehayet-maDu-saMyuktam anupAnEH yaTocitEH /
   <copper:: māraṇa (?)/somanātha (?)>	<ca-upper:: mAraNaH (?)/somanATaH (?)>
   śuddhatāmrasya patrāṇi kartavyāni prayatnataḥ // YRps_4.44 //	SudDa-tAmrasya patrANi kartavyAni prayatnataH // YRpH-_4.44 //
   tatsamāṃśasya gaṃdhasya pāradasya samasya ca // YRps_4.45 //	tad-sama-aMSasya gaMDasya pAradasya samasya ca // YRpH-_4.45 //
   tālakasya tadardhasya śilāyāśca tadardhataḥ /	tAlakasya tad-arDasya SilAyAH-ca tad-arDataH /
   lāṃgalīcitrakavyoṣa- tālamūlīkarañjakaiḥ // YRps_4.46 //	lAMgalI-citraka-vyoza tAlamUlI-karaQjakEH // YRpH-_4.46 //
   viṣaśamyākātiviṣā- saiṃdhavaiśca samāṃśakaiḥ /	viza-SamyAka-ativizA sEMDavEH-ca sama-aMSakEH /
   jaṃbīrasya draveṇātha cūrṇaṃ cātidravīkṛtam // YRps_4.47 //	jaMbIrasya draveNa-aTa cUrNam ca-ati-dravIkRtam // YRpH-_4.47 //
   tatsarvaṃ hi śilābhāṇḍe vinidhāya prayatnataḥ /	tat-sarvam hi SilA-BANxe viniDAya prayatnataH /
   sūcīvedhyāni patrāṇi rasenālepitāni ca // YRps_4.48 //	sUcI-veDyAni patrANi rasena-AlepitAni ca // YRpH-_4.48 //
   kalkamadhye viniḥkṣipya dinasaptakameva hi /	kalka-maDye viniHkzipya dina-saptakam-eva hi /
   cūrṇīkṛtaṃ tu madhvājyaiḥ kaṇādvayasamanvitam // YRps_4.49 //	cUrNIkRtam tu maDu-AjyEH kaNA-dvaya-samanvitam // YRpH-_4.49 //
   lehitaṃ vallamātraṃ hi jarāmṛtyuvināśanam /	lehitam valla-mAtram hi jarA-mRtyu-vinASanam /
   kathitaṃ somadevena somanāthābhidhaṃ śubham // YRps_4.50 //	kaTitam somadevena somanATa-aBiDam SuBam // YRpH-_4.50 //
   <copper:: māraṇa>	<ca-upper:: mAraNa>
   śuddhaṃ śulvaṃ gaṃdhakaṃ vai samāṃśaṃ pūrvaṃ sthālyāṃ	SudDam Sulvam gaMDakam vE sama-aMSam pUrvam sTAlyAm
   sthāpayedgaṃdhakārdham /	sTApayet-gaMDaka-arDam /
   madhye śulbaṃ sthāpanīyaṃ prayatnāt tasyordhvaṃ vai gaṃdhacūrṇasya cārdham	maDye Sulbam sTApanIyam prayatnAt tasya-UrDvam vE gaMDa-cUrNasya ca-arDam
   // YRps_4.51 //	// YRpH-_4.51 //
   sthālīmukhe cūrṇaghaṭīṃ niveśya lepaṃ tathā saindhavamṛtsnayāpi /	sTAlI-muKe cUrNa-GawIm niveSya lepam taTA sEnDava-mRtsnayA-api /
   cullyāṃ ca kuryādatha vahnimeva yāmatrayeṇaiva supācitaṃ bhavet //	cullyAm ca kuryAt-aTa vahnim-eva yAma-trayeNa-eva su-pAcitam Bavet //
   YRps_4.52 //	YRpH-_4.52 //
   śītībhūtaṃ doṣahīnaṃ tadeva kṛtvā cūrṇaṃ gālitaṃ vastrakhaṇḍe /	SItIBUtam doza-hInam tat-eva kRtvA cUrNam gAlitam vastra-KaNxe /
   sevyaṃ samyak caikavallapramāṇaṃ kāsaṃ śvāsaṃ hanti gulmapramehān //	sevyam samyak ca-eka-valla-pramANam kAsam SvAsam hanti gulma-pramehAn //
   YRps_4.53 //	YRpH-_4.53 //
   <copper:: mṛta:: medic. use>	<ca-upper:: mRta:: medic. use>
   vallam ekaṃ tāmrabhasma pūrvāhṇe bhiṣajājñayā /	vallam ekam tAmra-Basma pUrvAhNe Bizaja-AjQayA /
   pariṇāmabhavaṃ śūlaṃ tathā cāṣṭavidhaṃ ca ruk // YRps_4.53* //	pariNAma-Bavam SUlam taTA ca-azwaviDam ca ruj // YRpH-_4.53* //
   udaraṃ pāṇḍuśophaṃ ca gulmaplīhayakṛtkṣayān /	udaram pANxu-SoPam ca gulma-plIha-yakRt-kzayAn /
   agnisādakṣayakṛtān mehādīn grahaṇīgadān // YRps_4.54 //	agni-sAda-kzaya-kRtAn meha-AdIn grahaNI-gadAn // YRpH-_4.54 //
   jayedbahuvidhān rogān anupānaprabhedataḥ /	jayet-bahuviDAn rogAn anupAna-praBedataH /
   pippalīmadhunā sārdhaṃ sarvadoṣaharaṃ param // YRps_4.55 //	pippalI-maDunA sArDam sarva-doza-haram param // YRpH-_4.55 //
   arśo'jīrṇajvarādīṃśca nihanti ca rasāyanam /	arSaH-ajIrNa-jvara-AdIn=-ca nihanti ca rasAyanam /
   vṛddhiśvasanakāsaghnaṃ jarāmṛtyuvināśanam // YRps_4.56 //	vRdDi-Svasana-kAsa-Gnam jarA-mRtyu-vinASanam // YRpH-_4.56 //
   <iron:: subtypes>	<iron:: subti-pes>
   yathottaraṃ syād guṇavarṇahīnaṃ prakāśitaṃ vaidyavareṇa samyak /	yaTottaram syAt guNa-varNa-hInam prakASitam vEdya-vareNa samyak /
   kāṃtaṃ tathā tīkṣṇavaraṃ hi muṇḍaṃ lohaṃ bhavedvai trividhaṃ krameṇa //	kAMtam taTA tIkzNa-varam hi muNxam loham Bavet-vE triviDam krameNa //
   YRps_4.57 //	YRpH-_4.57 //
   <kānta:: subtypes>	<kAnta:: subti-pes>
   kāṃtaṃ caturdhā kila kathyate'tra tadromakaṃ bhrāmakacumbake ca /	kAMtam caturDA kila kaTyate-atra tat-romakam BrAmaka-cumbake ca /
   saṃdrāvakaṃ śreṣṭhatamaṃ tathā hi saṃkathyate śāstravidai rasajñaiḥ //	saMdrAvakam SrezWatamam taTA hi saMkaTyate SAstra-vidEH rasa-jQEH //
   YRps_4.58 //	YRpH-_4.58 //
   <romakam>	<romakam>
   khanyāṃ saṃkhanyamānāyāṃ pāṣāṇā niḥsaranti ye /	KanyAm saMKanyamAnAyAm pAzANAH niHsaranti ye /
   tebhyo yaddrāvitaṃ lohaṃ romakaṃ tatpracakṣate // YRps_4.59 //	teByaH yat-drAvitam loham romakam tat-pracakzate // YRpH-_4.59 //
   <bhrāmakam>	<BrAmakam>
   yatra kvāpi girau śreṣṭhe labhyate bhrāmakopalaḥ /	yatra kvApi girO SrezWe laByate BrAmaka-upalaH /
   tasmājjātaṃ tu yallauhaṃ bhrāmakaṃ tadihocyate // YRps_4.60 //	tasmAt-jAtam tu yat-lOham BrAmakam tat-iha-ucyate // YRpH-_4.60 //
   <cumbakam>	<cumbakam>
   viṃdhyācale bhavedaśmā lohaṃ cumbati cādbhutam /	viMDya-acale Bavet-aSmA loham cumbati ca-adButam /
   na muñcatyeva satataṃ śivabhaktiṃ yathānugaḥ // YRps_4.61 //	na muQcati-eva satatam Siva-Baktim yaTA-anugaH // YRpH-_4.61 //
   <drāvakam>	<drAvakam>
   himādrau labhyate duḥkhād yaḥ spṛṣṭo drāvayedayaḥ /	himAdrO laByate duHKAt yaH spRzwaH drAvayet-ayaH /
   suvarṇādīṃśca tadvaddhi tatkāṃtaṃ drāvakaṃ bhavet // YRps_4.62 //	suvarNa-AdIn=-ca tadvat-hi tat-kAMtam drAvakam Bavet // YRpH-_4.62 //
   <kānta:: parīkṣā:: śuddha>	<kAnta:: parIkzA:: SudDa>
   śuddhe kāṃtabhave pātre śṛtaṃ dugdhaṃ hi nodgiret /	SudDe kAMta-Bave pAtre SRtam dugDam hi na-udgiret /
   pānīyaṃ kvathitaṃ cāsmin hiṃgugaṃdhasamaṃ bhavet // YRps_4.63 //	pAnIyam kvaTitam ca-asmin hiMgu-gaMDa-samam Bavet // YRpH-_4.63 //
   tailabiṃdurjale kṣipto na cātiprasṛto bhavet /	tEla-biMduH-jale kziptaH na ca-atiprasRtaH Bavet /
   lepo'pi naiva jāyeta śuddhakāṃtasya lakṣaṇam // YRps_4.64 //	lepaH-api na-eva jAyeta SudDa-kAMtasya lakzaNam // YRpH-_4.64 //
   muṃḍācchataguṇaṃ tīkṣṇaṃ tīkṣṇātkāṃtaṃ mahāguṇam /	muMxAt-SataguNam tIkzNam tIkzNAt-kAMtam mahA-guNam /
   koṭisaṃkhyāguṇaṃ proktaṃ cuṃbakaṃ drāvakaṃ tathā // YRps_4.65 //	kowi-saMKyA-guNam proktam cuMbakam drAvakam taTA // YRpH-_4.65 //
   <iron:: śodhana>	<iron:: SoDana>
   śaśaraktena liptaṃ hi saptavāreṇa tāpitam /	SaSa-raktena liptam hi sapta-vAreNa tApitam /
   kāṃtādisarvalohaṃ hi śudhyatyeva na saṃśayaḥ // YRps_4.66 //	kAMta-Adi-sarva-loham hi SuDyati-eva na saMSayaH // YRpH-_4.66 //
   <iron:: śodhana>	<iron:: SoDana>
   sāmudralavaṇaistadval lepitaṃ triphalājale /	sAmudra-lavaNEH-tadvat lepitam triPalA-jale /
   nirvāpitaṃ bhavecchuddhaṃ satyaṃ guruvaco yathā // YRps_4.67 //	nirvApitam Bavet-SudDam satyam guru-vacaH yaTA // YRpH-_4.67 //
   <iron:: māraṇa>	<iron:: mAraNa>
   lohacūrṇaṃ ghṛtāktaṃ hi kṣiptvā lohasya kharpare /	loha-cUrNam GRta-aktam hi kziptvA lohasya Karpare /
   agnivarṇaprabhaṃ yāvat tāvaddarvyā pracālayet // YRps_4.68 //	agni-varNa-praBam yAvat tAvat-darvyA pracAlayet // YRpH-_4.68 //
   khalve ca vipacettadvat pañcavāram ataḥ param /	Kalve ca vipacet-tadvat paQca-vAram atas param /
   varodakaiḥ puṭellohaṃ caturvāram idaṃ khalu // YRps_4.69 //	vara-udakEH puwet-loham catur-vAram idam Kalu // YRpH-_4.69 //
   supeṣitaṃ vāritaraṃ jāyate nātra saṃśayaḥ /	su-pezitam vAritaram jAyate na-atra saMSayaH /
   anena vidhinā kāryaṃ sarvalohasya sādhanam // YRps_4.70 //	anena viDinA kAryam sarva-lohasya sADanam // YRpH-_4.70 //
   jāyate sarvarogānāṃ sevitaṃ palitāpaham /	jAyate sarva-rogAnAm sevitam palita-apaham /
   <iron:: māraṇa>	<iron:: mAraNa>
   lohacūrṇaṃ paladvaṃdvaṃ guḍagaṃdhau samāṃśakau // YRps_4.71 //	loha-cUrNam pala-dvaMdvam guxa-gaMDO sama-aMSakO // YRpH-_4.71 //
   khalve vimardya nitarāṃ puṭedviṃśativārakam /	Kalve vimardya nitarAm puwet-viMSati-vArakam /
   peṣaṇaṃ tu prakartavyaṃ puṭaḥ paścātpradīyate // YRps_4.72 //	pezaNam tu prakartavyam puwaH paScAt-pradIyate // YRpH-_4.72 //
   anena vidhinā samyag bhasmībhavati niścitam /	anena viDinA samyak BasmIBavati niScitam /
   sarvarogānnihantyeva nātra kāryā vicāraṇā // YRps_4.73 //	sarva-rogAn-nihanti-eva na-atra kAryA vicAraNAH // YRpH-_4.73 //
   śvetā punarnavāpatra- toyena daśasaṃkhyakāḥ /	SvetA punarnavA-patra toyena daSa-saMKyakAH /
   puṭāstatra pradeyāśca sindūrābhaṃ prajāyate // YRps_4.74 //	puwAH-tatra pradeyAH-ca sindUra-ABam prajAyate // YRpH-_4.74 //
   <iron:: māraṇa>	<iron:: mAraNa>
   athāparaḥ prakāro'tra kathyate lohamāraṇe /	aTa-aparaH prakAraH-atra kaTyate loha-mAraNe /
   lohacūrṇasamaṃ gaṃdhaṃ mardayetkanyakādravaiḥ // YRps_4.75 //	loha-cUrNa-samam gaMDam mardayet-kanyakA-dravEH // YRpH-_4.75 //
   piṇḍīkṛtaṃ lohapātre chāyāyāṃ sthāpayecciram /	piNxIkRtam loha-pAtre CAyAyAm sTApayet-ciram /
   mriyate nātra saṃdeho hy anubhūtaṃ mayaiva hi // YRps_4.76 //	mriyate na-atra saMdehaH hi anuBUtam mayA-eva hi // YRpH-_4.76 //
   <iron:: bhasman:: medic. use>	<iron:: Basman:: medic. use>
   nirutthaṃ lohajaṃ bhasma sevetātra pumānsudhīḥ /	nirutTam loha-jam Basma seveta-atra pumAn-suDIH /
   vyoṣavellājyamadhunā ṭaṃkamānena miśritam // YRps_4.77 //	vyoza-vella-AjyamaDunA waMka-mAnena miSritam // YRpH-_4.77 //
   jarāṃ ca maraṇaṃ vyādhiṃ hanyātputrapradāyakam /	jarAm ca maraNam vyADim hanyAt-putra-pradAyakam /
   jarādoṣakṛtān rogān vinihanti śarīriṇām // YRps_4.78 //	jarA-doza-kRtAn rogAn vinihanti SarIriNAm // YRpH-_4.78 //
   <tin:: subtypes>	<tin:: subti-pes>
   baṃgaṃ tu dvividhaṃ proktaṃ khuraṃ miśraṃ tathaiva ca /	baMgam tu dviviDam proktam Kuram miSram taTA-eva ca /
   <khura:: phys. properties>	<Kura:: Pys. properties>
   yacchuddhaṃ saralaṃ śubhraṃ khuraṃ tadabhidhīyate // YRps_4.79 //	yat-SudDam saralam SuBram Kuram tat-aBiDIyate // YRpH-_4.79 //
   <khura:: śodhana>	<Kura:: SoDana>
   bhallātakabhave taile khuraṃ śudhyati ḍhālitam /	BallAtaka-Bave tEle Kuram SuDyati XAlitam /
   <tin:: miśraka:: śodhana>	<tin:: miSraka:: SoDana>
   punarnavāsindhucūrṇa- viṣayuktaṃ praḍhālitam /	punarnavA-sinDu-cUrNa viza-yuktam praXAlitam /
   takramadhye trivāraṃ hi miśraṃ baṃgaṃ viśudhyati // YRps_4.80 //	takra-maDye tri-vAram hi miSram baMgam viSuDyati // YRpH-_4.80 //
   <tin:: māraṇa>	<tin:: mAraNa>
   chāṇopari kṛte garte ciṃcātvakcūrṇakaṃ kṣipet /	CANa-upari kRte garte ciMcA-tvac-cUrNakam kzipet /
   karṣamānāṃ baṃgacakrīṃ tatropari nidhāpayet // YRps_4.81 //	karza-mAnAm baMga-cakrIm tatra-upari niDApayet // YRpH-_4.81 //
   cakrīṃ caturguṇenaiva veṣṭitāṃ dhārayettataḥ /	cakrIm caturguNena-eva vezwitAm DArayet-tatas /
   chagaṇena viśuṣkeṇa puṭāgniṃ dāpayettataḥ // YRps_4.82 //	CagaNena viSuzkeNa puwa-agnim dApayet-tatas // YRpH-_4.82 //
   svāṃgaśītaṃ samuddhṛtya sarvakāryeṣu yojayet /	svAMgaSItam samudDRtya sarva-kAryezu yojayet /
   anena vidhinā śeṣam apakvaṃ mārayed dhruvam // YRps_4.83 //	anena viDinA Sezam apakvam mArayet Druvam // YRpH-_4.83 //
   <tin:: māraṇa>	<tin:: mAraNa>
   athāparaḥ prakāro hi vakṣyate cādhunā mayā /	aTa-aparaH prakAraH hi vakzyate ca-aDunA mayA /
   śuddhabaṃgasya patrāṇi samānyeva tu kārayet // YRps_4.84 //	SudDa-baMgasya patrANi samAni-eva tu kArayet // YRpH-_4.84 //
   ajāśakṛt varā tulyā cūrṇitā ca niśā tathā /	ajA-SakRt varA tulyA cUrNitA ca niSA taTA /
   caturasramatho nimnaṃ gartaṃ hastapramāṇakam // YRps_4.85 //	catur-asram-aTo nimnam gartam hasta-pramANakam // YRpH-_4.85 //
   kṛtvā chagaṇakaiścārdhaṃ pūrayetsatataṃ bhiṣak /	kRtvA CagaNakEH-ca-arDam pUrayet-satatam Bizaj /
   tataḥ śaṇabhavenāpi vastreṇācchādya gartakam // YRps_4.86 //	tatas SaNa-Bavena-api vastreNa-AcCAdya gartakam // YRpH-_4.86 //
   pūrvaṃ prakalpitaṃ cūrṇaṃ tatropari ca vinyaset /	pUrvam prakalpitam cUrNam tatra-upari ca vinyaset /
   tasyopari ca patrāṇi samāni parito nyaset // YRps_4.87 //	tasya-upari ca patrANi samAni paritas nyaset // YRpH-_4.87 //
   cūrṇenācchādya yatnena chagaṇenātha pūrayet /	cUrNena-AcCAdya yatnena CagaNena-aTa pUrayet /
   puṭayedagninā samyak svāṃgaśītaṃ samuddharet // YRps_4.88 //	puwayet-agninA samyak svAMgaSItam samudDaret // YRpH-_4.88 //
   mṛtaṃ baṃgaṃ tataḥ paścān mardayetpūravāriṇā /	mRtam baMgam tatas paScAt mardayet-pUra-vAriNA /
