   atha tṛtīyo 'dhyāyaḥ /	aTa tRtIyaH aDyAyaH /
   yatpratiṣiddhātprapañcajātādanyatparaṃ brahma tadasti cetkasmānna gṛhyata	yat pratizidDAt prapaQca jAtAt anyat param brahma tat asti ced kasmAt na gRhyata
   iti /	iti /
   ucyate   tadavyaktamanindriyagrāhyaṃ sarvadṛśyasākṣitvāt /	ucyate  tat avyaktam anindriya grAhyam sarva dRSya sAkzi tvAt /
   āha hyevaṃ śrutiḥ 'na cakṣuṣā gṛhyate nāpi vācā nānyairdevaistapasā	Aha hi evam SrutiH ana cakzuzA gRhyate na api vAcA na anyEH devEH tapasA
   karmaṇā vā' (muṇḍa. 3.1.8) 'sa eṣa neti netyātmāgṛhyo nahi gṛhyate' (bṛ.	karmaNA vA a (muNxa. 3.1.8) asaH eza na iti na iti AtmA agRhyaH na hi gRhyate a (bR.
   3.9.23) yattadadreśyamagrāhyam (muṇḍa. 1.1.6) 'yadā hyevaiṣa	3.9.23) yat tat adreSyam agrAhyam (muNxa. 1.1.6) ayadA hi eva eza
   etasminnadṛśye 'nātmye 'nirukte 'nilayane' (tai. 2.7.1) ityādyā /	etasmin= adRSye anAtmye anirukte anilayane a (tE. 2.7.1) ityAdyAH /
   smṛtirapi   'avyakto 'yamacintyo 'yamavikāryo 'yamucyate' (bha. gī. 2.25)	smRtiH api  aavyaktaH ayam acintyaH ayam avikAryaH ayam ucyate a (Ba. gI. 2.25)
   ityādyā // 23 //	ityAdyAH // 23 //
   api ca saṃrādhane pratyakṣānumānābhyām | BBs_3,2.24 |	api ca saMrADane pratyakza anumAnAByAm | BBH _3,2.24 |
   apicainamātmānaṃ nirastasamastaprapañcamavyaktaṃ saṃrādhanakāle paśyanti	api ca enam AtmAnam nirasta samasta prapaQcam avyaktam saMrADana kAle paSyanti
   yoginaḥ /	yoginaH /
   saṃrādhanaṃ ca bhaktidhyānapraṇidhānādyanuṣṭhānam /	saMrADanam ca Bakti DyAna praNiDAna Adi anuzWAnam /
   kathaṃ punaravagamyate saṃrādhanakāle paśyantīti /	kaTam punar avagamyate saMrADana kAle paSyanti iti /
   pratyakṣānumānābhyāṃ śrutismṛtibhyāmityarthaḥ /	pratyakza anumAnAByAm Sruti smRtiByAm iti arTaH /
   tathāhi śrutiḥ   'parāñci khāni vyatṛṇatsvayaṃ bhūtasmātparāṅpaśyati	taTA hi SrutiH  aparAQci KAni vyatRNat svayam BUtasmAt parAFpaSyati
   nāntarātman /	na antarAtman /
   kaściddhīraḥ pratyagātmānamaikṣadāvṛttacakṣuramṛtatvamicchan' (ka. 4.1)	kaScid DIraH pratyak AtmAnam EkzadAvRtta cakzuH amRta tvam icCan a (ka. 4.1)
   iti /	iti /
   'jñānaprasādena viśuddhasattvastatastu taṃ paśyate niṣkalaṃ dhyāyamānaḥ'	ajQAna prasAdena viSudDa sattvaH tatas tu tam paSyate nizkalam DyAyamAnaH a
   (mu. 3.1.8) iti caivamādyā /	(mu. 3.1.8) iti ca evamAdyA /
   smṛtirapi   'yaṃ vinidrā jitaśvāsāḥ saṃtuṣṭāḥ saṃyatendriyāḥ /	smRtiH api  ayam vinidrAH jita SvAsAH saMtuzwAH saMyata indriyAH /
   jyotiḥ paśyanti yuñjānāstasmai yogātmane namaḥ //	jyotiH paSyanti yuQjAnAH tasmE yoga Atmane namaH //
   yoginastaṃ prapaśyanti bhagavantaṃ sanātanam' iti caivamādyā // 24 //	yoginaH tam prapaSyanti Bagavantam sanAtanam a iti ca evamAdyAH // 24 //
   FN: svayaṃbhūrīśvaraḥ khānīndriyāṇi parāñci anātmagrāhakāṇi kṛtvā vyatṛmat	FN: svayaMBUH ISvaraH KAni indriyANi parAQci anAtma grAhakANi kRtvA vyatRmat 
   nāsitavān /	nAsitavAn /
   āvṛttacakṣurniruddhendriyaḥ /	AvRtta cakzuH nirudDa indriyaH /
   vinidrā vitamaskāḥ /	vinidrAH vitamaskAH /
   yuñjānaḥ dhyāyinaḥ /	yuQjAnaH DyAyinaH /
   yogalabhya ātmāyogātmā /	yogalaByaH Atma ayoga AtmA /
   nanu saṃrādhyasaṃrādhakabhāvābhyupagamātparetarātmanoranyatvaṃ syāditi /	nanu saMrADya saMrADaka BAva aByupagamAt paretara AtmanoH anya tvam syAt iti /
   netyucyate  	na iti ucyate  
   prakāśādivaccāvaiśeṣyaṃ prakāśaś ca karmaṇyabhyāsāt | BBs_3,2.25 |	prakASa Adi vat ca avESezyam prakASaH ca karmaNi aByAsAt | BBH _3,2.25 |
   yathā prakāśākāśasavitṛprabhṛtayo 'ṅgulikarakodakaprabhṛtiṣu	yaTA prakASa AkASa savitR praBRtayaH aFguli karaka udaka praBRtizu
   karmasūpādhibhūteṣu saviśeṣā ivāvabhāsante, naca svābhāvikīmaviśeṣātmatāṃ	karmasu upADi BUtezu sa viSezAH iva avaBAsante, na ca svABAvikIm aviSeza Atma tAm
   jahati, evamupādhinimitta evāyamātmabhedaḥ svatatvaikātmyameva /	jahati, evam upADi nimittaH eva ayam Atma BedaH svatatva EkAtmyam eva /
   tathāhi   vedānteṣvabhyāsenāsakṛjjīvaprājñayorabhedaḥ pratipādyate // 25	taTA hi  vedAntezu aByAsena asakRt jIva prAjQayoH aBedaH pratipAdyate // 25
   ato 'nantena tathā hi liṅgam | BBs_3,2.26 |	atas anantena taTA hi liFgam | BBH _3,2.26 |
   ataśca svābhāvikatvādabhedasyāvidyākṛtatvācca bhedasya vidyayāvidyāṃ	atas ca svABAvika tvAt aBedasya avidyA kRta tvAt ca Bedasya vidyayA avidyAm
   vidhūya jīvaḥ pareṇānantena prājñenātmanekatāṃ gacchati /	viDUya jIvaH pareNa anantena prAjQena AtmanekatAm gacCati /
   tathāhi liṅgam   'sa yo ha vai tatparamaṃ brahma veda brahmaiva bhavati'	taTA hi liFgam  asa yaH ha vE tat paramam brahma veda brahmA eva Bavati a
   (mu. 3.2.9) 'brahmaiva sanbrahmāpyeti' (bṛ. 4.4.6) ityādi // 26 //	(mu. 3.2.9) abrahma eva san brahmA api eti a (bR. 4.4.6) ityAdi // 26 //
   ubhayavyapadeśāttvahikuṇḍalavat | BBs_3,2.27 |	uBaya vyapadeSAt tu ahi kuNxala vat | BBH _3,2.27 |
   tasminneva saṃrādhyasaṃrādhakabhāve matāntaramupanyasyati	tasmin= eva saMrADya saMrADaka BAve mata antaram upanyasyati
   svamataviśuddhaye /	sva mata viSudDaye /
   kvacijjīvaprājñayorbhedo vyapadiśyate 'tatastu taṃ paśyate niṣkalaṃ	kvacid jIva prAjQayoH BedaH vyapadiSyate atataH tu tam paSyate nizkalam
   dhyāyamānaḥ' (muṇḍa. 3.1.8) iti dhyātṛdhyātavyatvena draṣṭṛdraṣṭavyatvena	DyAyamAnaH a (muNxa. 3.1.8) iti DyAtR DyAtavya tvena drazwR drazwavya tvena
   ca /	ca /
   parātparaṃ puruṣamupaiti divyam (mu. 3.2.8) iti gantṛgantavyatvena /	parAtparam puruzam upEti divyam (mu. 3.2.8) iti gantR gantavya tvena /
   kvacittu tayorevābhedo vyapadiśyate 'tattvamasi' (chā. 6.8.7) 'ahaṃ	kvacid tu tayoH eva aBedaH vyapadiSyate atattvam asi a (CA. 6.8.7) aaham
   brahmāsmi' (bṛ. 1.4.10) 'eṣa ta ātmā sarvāntaraḥ' (bṛ. 3.4.1) 'eṣa ta	brahmA asmi a (bR. 1.4.10) aeza te AtmA sarva antaraH a (bR. 3.4.1) aeza ta
   ātmāntaryāmyamṛtaḥ' (bṛ. 3.7.3) iti /	Atma antaryAmya mRtaH a (bR. 3.7.3) iti /
   tatraivamubhayavyapadeśe sati yadyabheda evaikāntato gṛhyate	tatra evam uBaya vyapadeSe sati yadi aBedaH eva ekAntataH gRhyate
   bhedavyapadeśo nirālambana eva syāt /	Beda vyapadeSaH nirAlambanaH eva syAt /
   ata ubhayavyapadeśadarśanādahikuṇḍalavadatra tattvaṃ bhavitumarhati /	atas uBaya vyapadeSa darSanAt ahi kuNxala vat atra tattvam Bavitum arhati /
   yathāhirityabhedaḥ kuṇḍalābhogaprāṃśutvādīnīti tu bheda evamihāpīti // 27	yaTA ahiriti aBedaH kuNxala ABoga prAMSu tvA AdIni iti tu BedaH evam iha api iti // 27
   prakāśāśrayavadvā tejastvāt | BBs_3,2.28 |	prakASa ASraya vat vA tejaH tvAt | BBH _3,2.28 |
   athavā prakāśāśrayavadetatpratipattavyam /	aTavA prakASa ASraya vat etat pratipattavyam /
   yathā prakāśaḥ savitrastadāśrayaśca savitā nātyantabhinnāvubhayorapi	yaTA prakASaH savitrastad ASrayaH ca savitA na atyanta BinnO= uBayoH api
   tejastvāviśeṣāt /	tejaH tvA aviSezAt /
   atha ca bhedavyapadeśabhājau bhavata evamihāpīti // 28 //	aTa ca Beda vyapadeSa BAjO BavataH evam iha api iti // 28 //
   pūrvavadvā | BBs_3,2.29 |	pUrvavat vA | BBH _3,2.29 |
   yathā vā pūrvamupanyastaṃ prakāśādivaccāvaiśeṣyamiti	yaTA vA pUrvam upanyastam prakASa Adi vat ca avESezyam iti
   tathaivaitadbhavitumarhati /	taTA eva etat Bavitum arhati /
   tathāhyavidyākṛtatvādbandhasya vidyayā mokṣa upapadyate /	taTA hi avidyA kRta tvAt banDasya vidyayA mokzaH upapadyate /
   yadi punaḥ paramārthata eva baddhaḥ kaścidātmāhikuṇḍalanyāyena	yadi punar paramArTataH eva badDaH kaScid Atma ahi kuNxala nyAyena
   parasyātmanaḥ saṃsthānabhūtaḥ prakāśāśrayanyāyena caikadeśabhūto	parasya AtmanaH saMsTAna BUtaH prakASa ASraya nyAyena ca eka deSa BUtaH 
   'bhyupagamyeta tataḥ pāramārthikasya bandhasya	aByupagamyeta tatas pAramArTikasya banDasya
   tiraskartumaśakyatvānmokṣaśāstravoyarthyaṃ prasajyeta, nacātrobhāvapi	tiraskaRtum aSakyatvAt mokza SAstra voi arTyam prasajyeta, nacAtra uBO= api
   bhedābhedau śrutistulyavadvyapadiśati /	Beda aBedO SrutiH tulya vat vyapadiSati /
   abhedameva hi pratipādyatvena nirdiśati bhedaṃ tu	aBedam eva hi pratipAdya tvena nirdiSati Bedam tu
   pūrvaprasiddhamevānuvadatyarthāntaravivakṣayā /	pUrva prasidDam eva anuvadati arTa antara vivakzayA /
   tasmātprakāśādivaccāvaiśeṣyamityeṣa eva siddhāntaḥ // 29 //	tasmAt prakASa Adi vat ca avESezyam iti eza eva sidDAntaH // 29 //
   pratiṣedhāc ca | BBs_3,2.30 |	pratizeDAt ca | BBH _3,2.30 |
   ataścaiṣa eva siddhāntaḥ /	atas ca ezaH eva sidDAntaH /
   yatkāraṇaṃ parasmādātmano 'nyaṃ cetanaṃ pratiṣedhati śāstram   'nānyo 'to	yat kAraNam parasmAt AtmanaH anyam cetanam pratizeDati SAstram  anAnyaH atas 
   'sti draṣṭā' (bṛ. 3.7.23) ityevamādi /	asti drazwA a (bR. 3.7.23) iti evamAdi /
   atāta ādeśo neti neti (bṛ. 2.3.6)	atAtaH AdeSaH na iti na iti (bR. 2.3.6)
   tadetadbrahmāpūrvamanaparamanantaramabāhyam (bṛ. 2.5.19) iti ca	tat etat brahmA pUrvam ana param anantaram abAhyam (bR. 2.5.19) iti ca
   brahmavyatiriktaprapañcanirākaraṇādbrahmamātrapariśeṣāccaiva eva siddhānta	brahma vyatirikta prapaQca nirAkaraNAt brahma mAtra pariSezAt ca eva eva sidDAnta
   iti gamyate // 30 //	iti gamyate // 30 //
   7 parādhikaraṇam / sū. 31 37	7 para aDi karaNam / sU. 31 37
   paramataḥ setūnmānasaṃbandhabhedavyapadeśebhyaḥ | BBs_3,2.31 |	paramatas setUn mAna saMbanDa Beda vyapadeSeByaH | BBH _3,2.31 |
   yadetannirastasamastaprapañcaṃ brahma	yat etat nirasta samasta prapaQcam brahma
   nirdharitamasmātparamanyattattvamasti nāstīti śrutivipratipatteḥ saṃśayaḥ	nirDaritam asmAt param anyat tattvam asti na asti iti Sruti vipratipatteH saMSayaH
   kāniciddhi vākyānyāpātenaiva pratibhāsamānāni brahmaṇo 'pi	kAnicid hi vAkyAni ApAtena eva pratiBA samAnAni brahmaNaH api
   paramanyattattvaṃ pratipādayantīva /	param anyat tattvam pratipAdayanti iva /
   teṣāṃ hi parihāramabhidhātumayamupakramaḥ kriyate /	tezAm hi parihAram aBiDAtum ayam upakramaH kriyate /
   paramato brahmaṇo 'nyattattvaṃ bhavitumarhati /	paramatas brahmaNaH anyat tattvam Bavitum arhati /
   kutaḥ  	kutas  
   setuvyapadeśādunmānavyapadeśātsaṃbandhavyapadeśādbhedavyapadeśācceti /	setu vyapadeSAt unmAna vyapadeSAt saMbanDa vyapadeSAt Beda vyapadeSAt ca iti /
   setuvyapadeśastāvat   'atha ya ātmā sa seturvidhṛtiḥ' (chā. 8.4.1)	setu vyapadeSaH tAvat  aaTa yaH AtmA sa setuH viDRtiH a (CA. 8.4.1)
   ityātmaśabdābhihitasya brahmaṇaḥ setuttavaṃ saṃkīrtayati /	iti Atma Sabda aBihitasya brahmaNaH setuttavam saMkIrtayati /
   setuśabdaśca hi loke jalasaṃtānavicchedakare mṛddārvādipracaye prasiddhaḥ	setu SabdaH ca hi loke jala saMtAna vicCeda kare mRd dAru Adi pracaye prasidDaH
   iha tu setuśabda ātmani prayukta iti laukikasetorivātmasetoranyasya	iha tu setu SabdaH Atmani prayuktaH iti lOkika setoH iva Atma setoH anyasya
   vastuno 'stitvaṃ gamayati /	vastunaH astitvam gamayati /
   'setuṃ tīrtvā' (chā. 8.4.2) iti ca taratiśabdaprayogāt /	asetum tIrtvA a (CA. 8.4.2) iti ca tarati Sabda prayogAt /
   yathā laukikaṃ setuṃ tīrtvā jāṅgalamasetuṃ prāpnotyevamātmānaṃ setuṃ	yaTA lOkikam setum tIrtvA jAFgalam asetum prApnoti evam AtmAnam setum
   tīrtvānātmānamasetuṃ prāpnotīti gamyate /	tIrtvA anAtmAnam asetum prApnoti iti gamyate /
   unmānavyapadeśaśca bhavati 'tadetadbrahma catuṣpādaṣṭāśaphaṃ	unmAna vyapadeSaH ca Bavati atat etat brahma catuzpAd azwASaPam
   ṣoḍaśakalami'ti /	zoxaSa kalami ati /
   yacca loke unmitametāvadidamiti pariccinnaṃ kārṣāpaṇādi tato	yat ca loke unmitam etAvat idam iti pariccinnam kArzApaNa Adi tatas 
   'nyadvastvastīti prasiddham /	anyat vastu asti iti prasidDam /
   tathā brahmaṇo 'pyunmānāttato 'nyena vastunā bhavitavyamiti gamyate /	taTA brahmaNaH api unmAnAt tatas anyena vastunA Bavitavyam iti gamyate /
   tathā saṃbandhavyapadeśo 'pi bhavati   'satā somya tadā saṃpanno bhavati'	taTA saMbanDa vyapadeSaH api Bavati  asatA somya tadA saMpannaH Bavati a
   (chā. 6.8.1) iti 'śārīra ātmā' (tai. 2.3.1) 'prājñenātmanā saṃpariṣvaktaḥ'	(CA. 6.8.1) iti aSArIraH AtmA a (tE. 2.3.1) aprAjQena AtmanA saMparizvaktaH a
   (bṛ. 4.3.21) iti ca /	(bR. 4.3.21) iti ca /
   mitānāṃ ca mitena saṃndho dṛṣṭo yathā narāṇāṃ nagareṇa /	mitAnAm ca mitena saMnDaH dRzwaH yaTA narANAm nagareNa /
   jīvānāṃ ca brahmaṇā saṃbandhaṃ vyapadiśati suṣuptau /	jIvAnAm ca brahmaNA saMbanDam vyapadiSati suzuptO /
   atastataḥ paramanyadamitamastīti gamyate /	atas tatas param anyat amitam asti iti gamyate /
   bhedavyapadeśaścaitamevārthaṃ gamayati /	Beda vyapadeSaH ca etam eva arTam gamayati /
   tathāhi   'atha ya eṣo 'ntarāditye hiraṇmayaḥ puruṣo dṛśyate' (chā.	taTA hi  aaTa yaH ezaH antarAditye hiraNmayaH puruzaH dRSyate a (CA.
   1.6.6) ityādityādhāramīśvaraṃ vyapadiśyatato bhedenākṣyādhāramīśvaraṃ	1.6.6) iti Aditya ADAram ISvaram vyapadiSyatataH Bedena akzi ADAram ISvaram
   vyapadiśati   'atha ya eṣo 'ntikṣiṇi puruṣo dṛśyate' (chā. 1.7.5) iti /	vyapadiSati  aaTa yaH ezaH antikziNi puruzaH dRSyate a (CA. 1.7.5) iti /
   atideśaṃ cāsyāmunā rūpādiṣu karoti   'tasyaitasya tadeva rūpaṃ yadamuṣya	atideSam ca asya amunA rUpa Adizu karoti  atasya etasya tat eva rUpam yat amuzya
   rūpaṃ yāvamuṣya geṣṇau yannāma tannāma' (chā. 1.7.5)	rUpam yOvamuzya gezNO yat nAma tad nAma a (CA. 1.7.5)
   iti /	iti /
   sāvadhikaṃ ceśvaratvamubhayorvyapadiśati   'ye cāmuṣmātparāñco lokāsteṣāṃ	sO= aDikam ca ISvara tvam uBayoH vyapadiSati  aye ca amuzmAt parAQcaH lokAH tezAm
   ceṣṭe devakāmānāṃ ca' (chā. 1.6.8) ityekasya /	cezwe deva kAmAnAm ca a (CA. 1.6.8) iti ekasya /
   'ye caitasmādarvāñco lokāsteṣāṃ ceṣṭe manuṣyakāmānāṃ ca' (chā. 1.7.6)	aye ca etasmAt arvAQcaH lokAH tezAm ca izwe manuzya kAmAnAm ca a (CA. 1.7.6)
   ityekasya /	iti ekasya /
   yathedaṃ māgadhasya rājyamidaṃ vaidehasyeti // 31 //	yaTA idam mAgaDasya rAjyam idam vEdehasya iti // 31 //
   FN: vātapracuro deśo jāṅgalaḥ /	FN: vAta pracuraH deSaH jAFgalaH /
   evametebhyaḥ setvādivyapadeśebhyo brahmaṇaḥ paramastītyevaṃ prāpte	evam eteByaH setu Adi vyapadeSeByaH brahmaNaH paramasti iti evam prApte
   pratipādyate  	pratipAdyate  
   sāmānyāt tu | BBs_3,2.32 |	sAmAnyAt tu | BBH _3,2.32 |
   tuśabdena pradarśitāṃ prāptiṃ niruṇaddhi /	tuSabdena pradarSitAm prAptim niruNadDi /
   na brahmaṇo 'nyatkiñcidbhavitumarhati pramāṇābhāvāt /	na brahmaNaH anyat kiQcid Bavitum arhati pramANa aBAvAt /
   nahyanyasyāstitve kiñcitpramāṇamupalabhāmahe /	na hi anyasya astitve kiQcid pramANam upalaBAmahe /
   sarvasya hi janimato vastujātasya janmādi brahmaṇo bhavatīti nirdhāritam /	sarvasya hi janimataH vastu jAtasya janma Adi brahmaNaH Bavati iti nirDAritam /
   ananyatvaṃ ca kāraṇātkāryasya /	ananya tvam ca kAraNAt kAryasya /
   'naca brahmavyatiriktaṃ kiñcidajaṃ saṃbhavati sadeva somyedamagra	anaca brahma vyatiriktam kiQci d ajam saMBavati sat eva somya idam agra
   āsīdekamevādvitīyam' (chā. 6.2.1) ityavadhāraṇāt /	AsIt ekam eva advitIyam a (CA. 6.2.1) iti avaDAraNAt /
   ekavijñānena ca sarvavijñānapratijñānānna	eka vijQAnena ca sarva vijQAna pratijQAnAt na
   brahmavyatiriktavastvastitvamavakalpate /	brahma vyatirikta vastu astitvam avakalpate /
   nu setvādivyapadeśā brahmavyatiriktaṃ tattvaṃ sūcayantītyuktam /	nu setvAdi vyapadeSAH brahma vyatiriktam tattvam sUcayanti iti uktam /
   netyucyate /	na iti ucyate /
   setuvyapadeśastāvanna brahmaṇo bāhyasya sadbhāvaṃ pratipādayituṃ kṣamate /	setu vyapadeSaH tAvat na brahmaNaH bAhyasya sadBAvam pratipAdayitum kzamate /
   seturātmeti hyāha na tataḥ paramastīti /	setuH AtmA iti hi Aha na tatas param asti iti /
   tatra parasminnasati setutvaṃ nāvakalpata iti paraṃ kimapi kalpyeta /	tatra parasmin= asati setu tvam na avakalpate iti param kim api kalpyeta /
   nacaitannyāyyaṃ /	naca etat nyAyyam /
   ajatvādiśrutivirodhāt /	aja tva Adi Sruti viroDAt /
   setusāmānyāttu setuśabda ātmani prayukta iti ś liṣyate /	setu sAmAnyAt tu setu SabdaH Atmani prayuktaH iti S lizyate /
   jagatastanmaryādānāṃ ca vidhārakatvaṃ setusāmānyamātmanaḥ /	jagataH tad maryAdAnAm ca viDAraka tvam setu sAmAnyam AtmanaH /
   ataḥ seturiva seturiti prakṛta ātmā stūyate /	atas setuH iva setuH iti prakRtaH AtmA stUyate /
   setuṃ tīrtvetyapi tarateratikramāsaṃbhavātprāpnotyartha eva vartate /	setum tIrtvA iti api tarateH atikrama asaMBavAt prApnoti arTaH eva vartate /
   yathā vyākaraṇaṃ tīrṇa iti prāpta idamucyate nātikrāntastadvat // 32 //	yaTA vyAkaraNam tIrNaH iti prAptaH idam ucyate na atikrAntaH tadvat // 32 //
   buddhyarthaḥ pādavat | BBs_3,2.33 |	budDi arTaH pAda vat | BBH _3,2.33 |
   yadapyuktamunmānavyapadeśādasti paramiti, tatrābhidhīyate  	yat api uktam unmAna vyapadeSAt asti param iti, tatra aBiDIyate  
   unmānavyapadeśo 'pi na brahmavyatiriktavastvastitvapratipattyarthaḥ /	unmAna vyapadeSaH api na brahma vyatirikta vastu astitva pratipatti arTaH /
   kimarthastarhi buddhyarthaḥ, upāsanārtha iti yāvat /	kimarTaH tarhi budDi arTaH, upAsana arTaH iti yAvat /
   catuṣpādaṣṭāśaphaṃ ṣoḍaśakalamityevaṃrūpā buddhiḥ kataṃ nu nāma brahmaṇi	catuzpAd azwASaPam zoxaSa kalam iti evaMrUpA budDiH katam nu nAma brahmaNi
   sthirā syāditi vikāradvāreṇa brahmaṇa unmānakalpanaiva kriyate /	sTirA syAt iti vikAra dvAreNa brahmaNaH unmAna kalpanA eva kriyate /
   nahyavikāre 'nante brahmaṇi sarvaiḥ puṃbhiḥ śakyā bujaddhiḥ sthāpayituṃ	na hi avikAre anante brahmaNi sarvEH puMBiH SakyA bujadDiH sTApayitum
   mandamadhyamottamabuddhitvātpuṃsāmiti /	manda maDyama uttama budDi tvAt puMsAm iti /
   pādavat /	pAda vat /
   yathā mana ākāśayoradhyātmamadhidaivataṃ ca	yaTA manaH AkASayoH aDyAtmam aDidEvatam ca
   brahmapratīkayorāmnātayoścatvāro vāgādayo manaḥsaṃbandhinaḥ pādāḥ	brahma pratIkayoH AmnAtayoH catvAraH vAc AdayaH manaH saMbanDinaH pAdAH
   kalpyante catvāraścāgnyādaya ākāśasaṃbandhinaḥ ādhyānāya tadvat /	kalpyante catvAraH ca agni AdayaH AkASa saMbanDinaH ADyAnAya tadvat /
   athavā pādavaditi yathā kārṣāpaṇe pādavibhāgo vyavahāraprācuryāya kalpyate	aTavA pAda vat iti yaTA kArzApaNe pAda viBAgaH vyavahAra prAcuryAya kalpyate
   nahi sakalenaiva kārṣāpaṇena sarvadā sarve janā vyavahartumīśate	na hi sakalena eva kArzApaNena sarvadA sarve janAH vyavahartum ISate
   krayavikraye parimāṇāniyamāttadvadityarthaḥ // 33 //	kraya vikraye parimANa aniyamAt tadvat iti arTaH // 33 //
   FN: brahmaṇa unmānakalpanaṃ mandadhiyāṃ dhyānavyavahārāya kārṣāpamasya	FN: brahmaNaH unmAna kalpanam manda DiyAm DyAna vyavahArAya kArzApam asya
   pādavyavahārāt /	pAda vyavahArAt /
   sthānaviśeṣātprakāśādivat | BBs_3,2.34 |	sTAna viSezAt prakASa Adi vat | BBH _3,2.34 |
   iha sūtre dvayorapi saṃbandhabhedavyadeśayoḥ parihāro vidīyate /	iha sUtre dvayoH api saMbanDa Beda vyadeSayoH parihAraH vidIyate /
   yadapyuktaṃ saṃbandhavyapadeśādbhedavyapadeśācca paramataḥ syāditi	yat api uktam saMbanDa vyapadeSAt Beda vyapadeSAt ca paramatas syAt iti
   tadapyasat /	tat api asat /
   yata ekasyāpi sthānaviśeṣāpekṣayaitau vyapadeśāvupapadyate /	yatas ekasya api sTAna viSeza apekzayA etO vyapadeSO= upapadyate /
   saṃbandhavyapadeśe tāvadayamarthaḥ /	saMbanDa vyapadeSe tAvat ayam arTaH /
   buddyādyupādhisthānaviśeṣayogādudbhūtasya viśeṣavijñānasyopādyupaśame ya	buddya Adi upADi sTAna viSeza yogAt udBUtasya viSeza vijQAnasya upAdi upaSame ya
   upaśamaḥ sa paramātmanā samabandha ityupādhyapekṣayaivopacaryate na	upaSamaH sa paramAtmanA sama banDaH iti upADi apekzayA eva upacaryate na
   parimititvāpekṣayā /	parimiti tva apekzayA /
   tathā bhedavyapadeśo 'pi brahmaṇa upādhibhedāpekṣayopacaryate na	taTA Beda vyapadeSaH api brahmaNaH upADi Beda apekzayA upacaryate na
   svarūpabhedāpekṣayā prakāśādivadityupamopādānāt /	svarUpa Beda apekzayA prakASa Adi vat iti upama upAdAnAt /
   yathaikasya prakāśasya sauryasya cāndramasasya	yaTA ekasya prakASasya sOryasya cAndramasasya
   vopādhiyogādupajātaviśeṣasyopādhyupaśamātsaṃbandhavyapadeśo	vA upADi yogAt upajAta viSezasya upADi upaSamAt saMbanDa vyapadeSaH 
   bhavatyupādhibhedācca bhedavyapadeśaḥ /	Bavati upADi BedAt ca Beda vyapadeSaH /
   yathāvā sūcīpāśākāśādiṣūpādhyapekṣayaivaitau saṃbandhabhedavyapadeśau	yaTAvA sUcI pASa AkASa Adizu upADi apekzayA eva etO saMbanDa Beda vyapadeSO
   bhavatastadvat // 34 //	BavataH tadvat // 34 //
   upapatteś ca | BBs_3,2.35 |	upapatteH ca | BBH _3,2.35 |
   upapadyate cātredṛśa eva saṃbandho nānyādṛśaḥ 'svamapīto bhavati' (chā.	upapadyate ca atra IdRSaH eva saMbanDaH na anyAdRSaH asvam apItaH Bavati a (CA.
