   śrīḥ	SrIH
   tatra svāhāntaḥ prathamo mantraḥ saṃpūrṇavākyatvānniśeṣo 'dhyāhartavyaḥ |	tatra svAhA-antaH praTamaH mantraH saMpUrNa-vAkya-tvAt-niSezaH aDyAhartavyaH |
   na hi ' tanūrvarṣiṣṭhā ' ityādibhāgastayoranvetuṃ yogyaḥ |	na hi a tanUH-varzizWA a ityAdi-BAgaH-tayoH-anvetum yogyaH |
   tasya prathamamantraśeṣatvāt, iti prāpte, brūmaḥ-	tasya praTama-mantra-Seza-tva-at, iti prApte, brUmaH-
   vaidikayormantrayorākāṅkṣā vaidikenaiva vākyaśeṣeṇa pūraṇīyā |	vEdikayoH-mantrayoH-AkAFkzA vEdikena-eva vAkya-SezeNa pUraNIyAH |
   tataḥ ' tanūrvarṣiṣṭhā ' ityādibhāga uttarayormantrayoranuṣajyate |	tatas a tanUH-varzizWA a ityAdi-BAgaH uttarayoH-mantrayoH-anuzajyate |
   yadyapyasāvanyaśeṣaḥ, tathāpir buddhasthaḥ	yadi-api-asO=-anya-SezaH, taTA-apiH budDa-sTaH
   sankalpanīyādadhyāhārātsaṃnikṛṣyate |	san-kalpanIyAt-aDi-AhArAt-saMnikRzyate |
   tasmāt - anuṣaṅgaḥ kartavyaḥ || MJaiNyC_2,1.34-35 ||	tasmAt  anuzaFgaH kartavyaH || MJENyC_2,1.34-35 ||
   START MJaiNy 2,1.36-37	START MJENi 2,1.36-37
   saptadaśādhikaraṇamāracayati --	saptadaSa-aDikaraNam-Aracayati --
   nānuṣaṅgo 'nuṣaṅgo vācchidroṇotyasya śeṣiṇau /	na-anuzaFgaH anuzaFgaH vAcCidroNoti-asya SeziNO /
   citpatistvetyanākāṅkṣāvato nātrānuṣajyate // MJaiNy_2,1.36 //	citpatiH-tvA-iti-anA-kAFkzO=-ataH na-atra-anuzajyate // MJENi-_2,1.36 //
   karaṇatvaṃ kriyāpekṣaṃ kriyā caikā punātviti /	karaNa-tvam kriyA-apekzam kriyA ca-ekA punAtu-iti /
   mantratraye 'tastaddvārā sarvaśeṣo 'nuṣajyate // MJaiNy_2,1.37 //	mantra-traye atas-tad-dvArA sarva-SezaH anuzajyate // MJENi-_2,1.37 //
   jyotiṣṭome dīkṣāprakaraṇe paṭhyate -"citpatistvā punātu" "vākpatistvā	jyotizwome dIkzA-prakaraNe paWyate -"cit-patiH-tvA punAtu" "vAkpatiH-tvA
   punātu" "devastvā savitā punātvācchidreṇa pavitreṇa vasoḥ sūryasya	punAtu" "devaH-tvA savitA punAtvA-acCidreNa pavitreNa vasoH sUryasya
   raśmibhiḥ"iti |	raSmiBiH"iti |
   tatra tṛtīyamantraśeṣaḥ ' acchidreṇa ' - ityādibhāgaḥ	tatra tRtIya-mantra-SezaH a acCidreNa a  ityAdi-BAgaH
   prathamadvitīyayormantrayornānuṣajyate |	praTama-dvitIyayoH-mantrayoH-na-anuzajyate |
   kutaḥ |	kutas |
   nirākāṅkṣatvāt |	nirAkAFkza-tvAt |
   na hi"citpatistvā punātu""vākpatistvā punātu"ityanayoḥ śeṣiṇoḥ	na hi"cit-patiH-tvA punAtu""vAc-patiH-tvA punAtu"iti-anayoH SeziNoH
   saṃpūrṇavākyayoḥ kāciccheṣākāṅkṣāsti - iti prāpte -	saMpUrNa-vAkyayoH kAcid-Seza-AkAFkzA-asti  iti prApte -
   brūmaḥ- ' mā bhūccheṣiṇorākāṅkṣā, tathāpi śeṣasyā'kāṅkṣāsti ' iti |	brUmaH a mA BUt-SeziNoH-AkAFkzA, taTA-api Sezasya-aakAFkzA-asti a iti |
   ' pavitreṇa raśmibhiḥ ' ityuktaṃ karaṇatvaṃ hi kriyāmapekṣate |	a pavitreNa raSmiBiH a iti-uktam karaNa-tvam hi kriyAm-apekzate |
   kriyā ca ' punātu ' ityeṣā triṣvapi mantreṣvekā |	kriyA ca a punAtu a iti-ezA trizu-api mantrezu-ekA |
   tayā kriyayā saṃbaddhaḥ śeṣaḥ kriyādvārā tṛtīyamantre nirapekṣe 'pi	tayA kriyayA saMbadDaH SezaH kriyAdvArA tRtIyamantre nirapekze api
   yathānveti, tathā pūrvayorapyanvetumarhati |	yaTA-anveti, taTA pUrvayoH-api-anvetum-arhati |
   tasmāt - astyanuṣaṅgaḥ || MJaiNyC_2,1.36-37 ||	tasmAt  asti-anuzaFgaH || MJENyC_2,1.36-37 ||
   (aṣṭādaśe (saptadaśe) vyavetānanuṣaṅgādhikaraṇe sūtram)	(azwAdaSe (saptadaSe) vyaveta-ananuzaFga-aDikaraNe sUtram)
   vyavāyān nānuṣajyeta / Jaim_2,1.49 /	vyavAyAt na-anuzajyeta / JEm_2,1.49 /
   START MJaiNy 2,1.38-39	START MJENi 2,1.38-39
   aṣṭādaśā(saptadaśā) dhikaraṇamāracayati -	azwAdaSA(-saptadaSA) DikaraNam-Aracayati -
   gacchatāmitiśabdasyāmuṣaṅgo 'sti na vopari /	gacCatAm-iti-Sabdasya-amuzaFgaH asti na vA-upari /
   saṃ yajñapatirityatra yogyatvātso 'sti pūrvabat // MJaiNy_2,1.38 //	sam yajQapatiH-iti-atra yogya-tvAt-saH asti pUrva-bat // MJENi-_2,1.38 //
   tadekavacanaṃ madhyamantre 'ṅgānītyanena hi /	tat-eka-vacanam maDya-mantre aFgAni-iti-anena hi /
   nānveti tadvyavāyena noparyapyanuṣajyate // MJaiNy_2,1.39 //	na-anveti tad-vyavAyena na-upari-api-anuzajyate // MJENi-_2,1.39 //
   agnīṣomīyapaśau śrūyate --"saṃ te aprāṇo vātena gacchatām, samaṅgāni	agnIzomIya-paSO SrUyate --"sam te aprANaH vAtena gacCatAm, samaFgAni
   yajatraiḥ, saṃ yajñapatirāśiṣā"iti |	yajatrEH, sam yajQapatiH-ASizA"-iti |
   ayamarthaḥ- ' bhoḥ paśo tava prāṇo ' vātena bāhyena vāyunā saṃgacchatām,	ayam-arTaH a BoH paSo tava prANaH a vAtena bAhyena vAyunA saMgacCatAm,
   tava hṛdayādyaṅgāni yāgaviśeṣaiḥ saṃyujyantām, yajñapatirāśiṣā saṃyujyatām	tava hRdaya-Adi-aFgAni yAga-viSezEH saMyujyantAm, yajQapatiH-ASizA saMyujyatAm
   ' iti |	a iti |
   tatra"yajñapatiḥ"ityasmiṃstṛtīye mantre 'sam' ityupasargasya	tatra"yajQa-patiH-"iti-asmin=-tRtIye mantre asama iti-upasargasya
   kriyāpadākāṅkṣatvātprathamamantragatasya ' gacchatām ' iti	kriyA-pada-AkAFkza-tvAt-praTama-mantra-gatasya a gacCatAm a iti
   padasyaikavacanāntasya yajñapatiśabdenānvetuṃ	padasya-eka-vacana-antasya yajQapati-Sabdena-anvetum
   yogyatvātpūrvavadbuddhisthatvena saṃnihitatvādākāṅkṣāsaṃnidhiyogyatānāṃ	yogya-tvAt-pUrvavat-budDi-sTa-tvena saMnihita-tvAt-AkAFkzA-saMniDi-yogyatAnAm
   sadbhāvena kriyāpadamanuṣajyate -- iti prāpte , -	sadBAvena kriyA-padam-anuzajyate - iti prApte , -
   brūmaḥ- madhyamamantre bahuvacanāntena ' aṅgāni '	brUmaH maDyama-mantre bahuvacana-antena a aFgAni a
   ityanenānvetumayogyatvāttadvyavāyena buddhisaṃnidhyabhāvānnāstyanuṣaṅgaḥ |	iti-anena-anvetum-ayogya-tvAt-tat-vyavAyena budDi-saMniDyaBAvAt-na-asti-anuzaFgaH |
   tato dvitīyatṛtīyamantrayoryathocitaṃ vākyaśeṣo 'dhyāhartavyaḥ ||	tatas dvitIya-tRtIya-mantrayoH-yaTocitam vAkya-SezaH aDyAhartavyaH ||
   MJaiNyC_2,1.38-39 ||	MJENyC_2,1.38-39 ||
   iti śrīmādhavīye jaiminīyanyāyamālāvistare dvitīyādhyāyasya prathamaḥ	iti SrImADavIye jEminIya-nyAya-mAlA-vistare dvitIya-aDyAyasya praTamaH
   pādaḥ	pAdaH
   (atha dvitīyādhyāyasya dvitīyaḥ pādaḥ)	(aTa dvitIya-aDyAyasya dvitIyaH pAdaH)
   (prathame 'ṅgāpūrvabhedādhikaraṇe sūtram)	(praTame aFgA-pUrva-Beda-aDikaraNe sUtram)
   śabdāntare karmabhedaḥ kṛtānubandhatvāt / Jaim_2,2.1 /	Sabda-antare karma-BedaH kRta-anubanDa-tvAt / JEm_2,2.1 /
   START MJaiNy 2,2.1-2	START MJENi 2,2.1-2
   dvitīyapādasya prathamādhikaraṇamācarayati --	dvitIya-pAdasya praTama-aDikaraNam-Acarayati --
   dadāti yajatītyādau bhāvanaikyamutānyatā /	dadAti yajati-ityAdO BAva-nA-Ekya-muta-anya-tA /
   ākhyātaikyāttadekatvaṃ dhātubhedo 'prayojakaḥ // MJaiNy_2,2.1 //	AKyAta-EkyAt-tat-ekatvam DAtu-BedaH aprayojakaH // MJENi-_2,2.1 //
   dhātubhedena bhinnatvamākhyāte śrūyate tataḥ /	DAtu-Bedena Binna-tvam-AKyAte SrUyate tatas /
   utpattyekānuraktatvādbhidyante bhāvanā mithaḥ // MJaiNy_2,2.2 //	utpatti-eka-anurakta-tvAt-Bidyante BAvanA miTas // MJENi-_2,2.2 //
   ihaikaprakaraṇagatānyaparyāyadhātuniṣpannānyākhyātāni yajati, dadāti,	iha-eka-prakaraNa-gatAni-aparyAya-DAtu-nizpannAni-AKyAtAni yajati, dadAti,
   juhoti, ityādīnyudāharaṇam |	juhoti, ityAdIni-udAharaNam |
   tāni caivaṃ śrūyate --"somena yajeta""hiraṇyamātreyāya dadāti" "dākṣiṇāni	tAni ca-evam SrUyate --"somena yajeta""hiraNyam-AtreyAya dadAti" "dAkziNAni
   juhoti"iti |	juhoti"-iti |
   teṣu bhāvanāvācina ākhyātasyaikatvādbhāvanāyā ekatvaṃ yuktam |	tezu BAvanA-vAcinaH AKyAtasya-eka-tvAt-BAvanAyAH eka-tvam yuktam |
   na ca dhātubhedādbhāvanābhedaḥ |	na ca DAtu-BedAt-BAvanA-BedaH |
   tadvācitvābhāvena dhātostasyāmaprayojakatvāt - iti prāpte , brūmaḥ-	tad-vAci-tva-aBAvena DAtoH-tasya-Ama-prayojaka-tvAt  iti prApte , brUmaH-
   astvākhyātameva bhāvanāyāḥ prayojakam |	astu-AKyAtam-eva BAvanAyAH prayojakam |
   taccākhyārta pratidhātu bhinnam |	tat-ca-AKyArta pratiDAtu Binnam |
   na hi bahūnāṃ dhātūnāmuparyeka ākhyātapratyayaḥ śrūyate |	na hi bahUnAm DAtUnAm-upari-ekaH AKyAta-pratyayaH SrUyate |
   nāpi vyākaraṇe dhātusamūhādekamākhyātaṃ vihitam |	na-api vyAkaraNe DAtu-samUhAt-ekam-AKyAtam vihitam |
   tata ākhyātānāṃ bahūnāmekaikadhātuviśeṣāmuraktatvenaivotpannānāṃ	tatas AKyAtAnAm bahUnAm-ekEka-DAtu-viSezAm-urakta-tvena-eva-utpannAnAm
   bhāvanāvācitvena yāgadānahomabhāvanāḥ parasparaṃ bhidyante || 1-2 ||	BAvanA-vAci-tvena yAga-dAna-homa-BAvanAH parasparam Bidyante || 1-2 ||
   START MJaiNy 2,2.3	START MJENi 2,2.3
   atra gurumatamāha -	atra guru-matam-Aha -
   niyogaikatvataḥ śāstramabhinnamiti cenna tat /	niyoga-ekatvataH SAstram-aBinnam-iti ced-na tat /
   dhātubhedācchāstrabhede niyogo bhidyate balāt // MJaiNy_2,2.3 //	DAtu-BedAt-SAstra-Bede niyogaH Bidyate balAt // MJENi-_2,2.3 //
   ' karmabhedacintā nādhyāyārthaḥ, kiṃtu śāstrabhedacintā ' iti gurormatam |	a karma-Beda-cintA na-aDyAya-arTaH, kiMtu SAstra-Beda-cintA a iti guroH-matam |
   tatra ' yajeta, dadyāt, juhuyāt ' ityeteṣu liṅpratyayabācyasya	tatra a yajeta, dadyAt, juhuyAt a iti-etezu liFpratyaya-bAcyasya
   niyogasyaikatvādhātūnāṃ niyogavācakatvābhāvenāprayojakatvādekaniyogārthe	niyogasya-eka-tva-ADAtUnAm niyoga-vAcaka-tva-aBAvena-aprayojaka-tvAt-eka-niyoga-arTe
   kṛtsnaṃ śāstramekam - iti pūrvapakṣaḥ |	kRtsnam SAstram-ekam  iti pUrva-pakzaH |
   pratidhātu liṅpratyayasya bhinnatvāddhātvarthānubandhabhedena tadviśiṣṭe	pratiDAtu liFpratyayasya Binna-tvAt-DAtu-arTa-anubanDa-Bedena tad-viSizwe
   niyoge 'pi bhedasya vārayitumaśakyatayā niyogānusāri śāstraṃ bhinnam - iti	niyoge api Bedasya vArayitum-aSakyatayA niyoga-anusAri SAstram Binnam  iti
   siddhāntaḥ || MJaiNyC_2,2.3 ||	sidDAntaH || MJENyC_2,2.3 ||
   (dvitīye samidādyapūrvabhedādhikaraṇe sūtram)	(dvitIye samiD-Adya-pUrva-Beda-aDikaraNe sUtram)
   ekasyaivaṃ punaḥ śrutir aviśeṣād anarthakaṃ hi syāt / Jaim_2,2.2 /	ekasya-evam punar SrutiH aviSezAt anarTakam hi syAt / JEm_2,2.2 /
   START MJaiNy 2,2.4-5	START MJENi 2,2.4-5
   dvitīyādhikaraṇamāracayati -	dvitIya-aDikaraNam-Aracayati -
   samidho yajatītyādāvekatvamuta bhinnatā /	samiDaH yajati-iti-AdO=-eka-tvam-uta Binna-tA /
   dhātupratyayayoraikyādekatvaṃ bhinnatā kutaḥ // MJaiNy_2,2.4 //	DAtu-pratyayayoH-EkyAt-eka-tvam Binna-tA kutas // MJENi-_2,2.4 //
   abhyāsātkarmabhedo 'tra nāmatvānna vidhirguṇe /	aByAsAt-karma-BedaH atra nAma-tvAt-na viDiH-guNe /
   vidhitvaṃ śrutito bhāti saṃnidheranuvādatā // MJaiNy_2,2.5 //	viDi-tvam SrutitaH BAti saMniDeH-anuvAda-tA // MJENI-_2,2.5 //
   darśapūrṇamāsayoḥ śrūyate -"samidho yajati" 'tanūnapātaṃ yajati ' ' iḍo	darSa-pUrNamAsayoH SrUyate -"-samiDaH yajati" atanUna-pAtam yajati a a ixaH-
   yajati '"barhiryajati""svāhākāraṃ yajati"iti |	yajati a"barhiH-yajati""svAhAkAram yajati"-iti |
   tatra pañcakṛtvaḥ śrūyamāṇe yajatipade pūrvokteṣu ' yajati dadāti '	tatra paQca-kRtvas SrUyamANe yajati-pade pUrva-uktezu a yajati dadAti a
   ityādipadeṣviva dhātubhedo nāsti, yena bhāvanābheda āśaṅkyeta |	ityAdi-padezu-iva DAtu-BedaH nAsti, yena BAvanA-BedaH ASaFkyeta |
   tasmādākhyātaikyaprayuktaṃ bhāvanaikyamanivāryamiti cet |	tasmAt-AKyAta-Ekya-prayuktam BAva-nA-Ekyam-anivAryam-iti ced |
   maivam |	mA-evam |
   yajatipadābhyāsena karmabhedāvagamāt |	yajati-pada-aByAsena karma-Beda-avagamAt |
   karmaikatve 'bhyāso nirarthakaḥ syāt |	karma-eka-tve aByAsaH nirarTakaH syAt |
   athocyeta -- ' samigho yajati ' ityanena prathamaśrutena vākyena vihitaṃ	aTa-ucyeta -- a samiGaH yajati a iti-anena praTama-Srutena vAkyena vihitam
   saminnāmakaṃ yāgamuparitanaiśrcaturbhiryajatipadairanūdya tanūnapādādayo	samiD-nAmakam yAgam-uparita-nESrcaturBiH-yajati-padEH-anUdya tanUna-pAda-AdayaH-
   devatārūpā dravyarūpā vā guṇāścatvāro vikalpitā vidhīyante, tato	devatA-rUpAH dravya-rUpAH vA guNAH-catvAraH vikalpitAH viDIyante, tatas-
   'nuvādārthatvānnābhyāsavaiyarthyam --- iti |	anuvAda-arTa-tvAt-na-aByAsa-vEyarTyam -- iti |
   tanna |	tat-na |
   tanūnapādādiśabdānāṃ yāganāmatvena guṇavidhitvābhāvāt |	tanUna-pAda-Adi-SabdAnAm yAga-nAma-tvena guNa-viDi-tva-aBAvAt |
   na tāvadatra devatāvidhiḥ |	na tAvat-atra devatA-viDiH |
   caturthītaddhitayoraśravaṇāt |	caturTI-tad-hitayoH-aSravaNAt |
   nāpi dravyavidhiḥ, tṛtīyāntatvābhāvāt |	na-api dravya-viDiH, tRtIyAnta-tva-aBAvAt |
   tataḥ ' agnihotraṃ juhoti ' ityādāvina dvitīyāntānāṃ yuktaṃ nāmatvam |	tatas a agnihotram juhoti a iti-AdAvina dvitIya-antAnAm yuktam nAma-tvam |
   yattu - caturṇāmuparitānāṃ yajatipadānāmanuvādatvam |	yat-tu  caturNAm-uparitAnAm yajati-padAnAm-anuvAda-tvam |
   tadasat |	tat-asat |
   teṣāṃ vidhāyakatvāt |	tezAm viDAyaka-tvAt |
   yathā ' samidho yajati ' ityatra yajatipade vidhitvaṃ śrutyā pratīyate,	yaTA a samiDaH yajati a iti-atra yajati-pade viDi-tvam SrutyA pratIyate,
   tathānyeṣvapi caturṣu padeṣu vidhitvaṃ śrautam |	taTA-anyezu-api caturzu padezu viDi-tvam SrOtam |
   anuvādatvaṃ tu purovādarūpasya ' samidho yajati' ityasya	anuvAda-tvam tu purovAda-rUpasya a samiDaH yajati-a iti-asya
   saṃnidhināvagamyate |	saMniDinA-avagamyate |
   saṃnidhiśca śruterdurbalaḥ |	saMniDiH-ca SruteH-durbalaH |
   vidhitve ca pūrvavākyavihitasya saminnāmakasya yāgasya	viDi-tve ca pUrva-vAkya-vihitasya samiD-nAmakasya yAgasya
   punarvidhānāyogāttanūnapādādināmakāni yāgāntarāṇi vidhīyante |	punar-viDAna-ayogAt-tanUna-pAda-Adi-nAmakAni yAga-antarANi viDIyante |
   nanvevaṃ sati saṃjñābhedātkarmabhedaḥ saṃpadyate, natvabhyāsāt |	nanu-evam sati saMjQA-BedAt-karma-BedaH saMpadyate, na-tu-aByAsAt |
   tathāsati vakṣyamāṇenādhikaraṇena saṃkīryate |	taTA-asati vakzyamANena-aDikaraNena saMkIryate |
   maivam |	mA-evam |
   vaiṣamyāt |	vEzamyAt |
   ' athaiṣa jyotiḥ ' ityasminvakṣyamāṇodāharaṇe yāgāvagaptātprāgena	a aTa-eza jyotiH a iti-asmin-vakzyamANa-udAharaNe yAga-avagaptAt-prAgena
   saṃjñātvāvagamātsaṃjñāyāḥ karmabhedahetutvam |	saMjQA-tvO=-agamAt-saMjQAyAH karma-Beda-hetu-tvam |
   iha tu vidhāyakairyajatipadairyāgeṣvavagateṣu, bhede cābhyāsādavagate,	iha tu viDAyakEH-yajati-padEH-yAgezu-avagata-izu, Bede ca-aByAsAt-avagate,
   bhinnānāṃ yāgānāṃ samitsaṃjñāyā anyāḥ saṃjñā apekṣitaḥ |	BinnAnAm yAgAnAm samiD-saMjQAyAH anyAH saMjQA apekzitaH |
   iti tanūnapādādīnāṃ saṃjñātvaṃ paścādavagamyate |	iti tanUna-pAda-AdInAm saMjQA-tvam paScAt-avagamyate |
   tasmāt - abhyāsa evātra bhedahetuḥ || MJaiNyC_2,2.4-5 ||	tasmAt  aByAse eva-atra Beda-hetuH || MJENyC_2,2.4-5 ||
   (tṛtīya āghārādyagneyādīnāmaṅgāṅgibhāvādhikaraṇe sūtrāṇi 3-8)	(tRtIyaH AGAra-Adi-agneya-AdInAm-aFga-aFgi-BAva-aDikaraNe sUtrANi 3-8)
   prakaraṇaṃ tu paurṇamāsyāṃ rūpāvacanāt / Jaim_2,2.3 /	prakaraNam tu pOrNamAsyAm rUpAvacanAt / JEm_2,2.3 /
   viśeṣadarśanāc ca sarveṣāṃ sameṣu hy apravṛttiḥ syāt / Jaim_2,2.4 /	viSeza-darSanAt ca sarvezAm samezu hi apravRttiH syAt / JEm_2,2.4 /
   guṇas tu śrutisaṃyogāt / Jaim_2,2.5 /	guNaH tu Sruti-saMyogAt / JEm_2,2.5 /
   codanā vā guṇānāṃ yugapacchāstrāc codite hi tadarthatvāt tasya	codanA vA guNAnAm yugapad-SAstrAt codite hi tad-arTa-tvAt tasya
   tasyopadiśyeta / Jaim_2,2.6 /	tasya-upadiSyeta / JEm_2,2.6 /
   vyapadeśaś ca tadvat / Jaim_2,2.7 /	vyapadeSaH ca tadvat / JEm_2,2.7 /
   liṅgadarśanāc ca / Jaim_2,2.8 /	liFga-darSanAt ca / JEm_2,2.8 /
   START MJaiNy 2,2.6-10	START MJENi 2,2.6-10
   tṛtīyādhikaraṇamāracayati --	tRtIya-aDikaraNam-Aracayati --
   evaṃ vidvānpaurṇamāsīmamāvāsyāmitīritam /	evam vidvAn-pOrNamAsIm-amAvAsyAm-iti-Iritam /
   karmānyaduta pūrvoktasamudāyānuvādakam // MJaiNy_2,2.6 //	karma-anyat-uta pUrva-ukta-samudAya-anuvAdakam // MJENi-_2,2.6 //
   karmāntaraṃ syādabhyāsāddhrauvaṃ dravyaṃ hi devatā /	karma-antaram syAt-aByAsAt-DrOvam dravyam hi devatA /
   vārtraghaṇītyādito labhyānuvādastu na yujyate // MJaiNy_2,2.7 //	vArtra-GaNI-iti-AditaH laByA-anuvAdaH-tu na yujyate // MJENI-_2,2.7 //
   vārtraghaṇītyājyabhāgāṅgavyavasthokterna devatā /	vArtra-GaNI-iti-Ajya-BAga-aFga-vyavasTA-ukteH-na devatAH /
   paurṇetyanūdyate paurṇamāsīyuktaṃ trikaṃ tathā // MJaiNy_2,2.8 //	pOrNeti-anUdyate pOrNamAsI-yuktam trikam taTA // MJENi-_2,2.8 //
   ametyapi samūhasya dvitvasiddhiḥ prayojanam /	amA-iti-api samUhasya dvi-tva-sidDiH prayojanam /
   sahasthitiḥ paurṇamāsyāmityuktibhyāṃ trike trike // MJaiNy_2,2.9 //	saha-sTitiH pOrNamAsyAm-i-ti-uktiByAm trike trike // MJENi-_2,2.9 //
   vidvadvākyavidhau vidhyāvṛttirāgneyakādinā /	vidvat-vAkya-viDO viDyAvRttiH-Agneyaka-AdinA /
   vihitasya phalitvena prādhānyamitare guṇāḥ // MJaiNy_2,2.10 //	vihitasya Pali-tvena prADAnyam-itare guNAH // MJENI-_2,2.10 //
   idamāmnāyate ---- ' ya evaṃ vidvānpaurṇamāsīṃ yajate ' ' ya evaṃ	idam-AmnAyate ---- a yaH evam vidvAn-pOrNamAsIm yajate a a yaH evam
   vidvānamāvāsyāṃ yajate ' iti |	vidvAn-amAvAsyAm yajate a iti |
   atra yajatinā karmāntaraṃ vidhīyate, na tu prakṛtā āgneyādayaḥ ṣaḍyāgā	atra yajatinA karma-antaram viDIyate, na tu prakRtA Agneya-AdayaH zaz-yAgA
   anūdyante |	anUdyante |
   āgneyādayaśca kālasaṃyuktāstasminprakaraṇa evamāmnāyante - ' yadāgneyo	Agneya-AdayaH-ca kAla-saMyuktAH-tasmin-prakaraNaH evam-AmnAyante  a yat-AgneyaH-
   'ṣṭākapālo 'māvāsyāyāṃ paurṇamāsyāṃ cācyuto bhavati ' iti, '	azwAkapAlaH amAvAsyAyAm pOrNamAsyAm ca-acyutaH Bavati a iti, a
   tāvabrūtāmagnīṣomāvājyasyaiva anāvupāṃśu paurṇamāsyāṃ yajan ' iti ,	tO=-abrUtAm-agnIzomO=-Ajyasya-eva anA=-upAMSu pOrNamAsyAm yajan a iti ,
   tābhyāmetamagnīṣomīyamekādaśakapālaṃ pūrṇamāse prāyacchat ' iti, ' aindraṃ	tAByAm-etam-agnIzomIyam-ekAdaSa-kapAlam pUrNamAse prAyacCat a iti, a Endram
   dadhyamāvāsyāyām"iti, ' aindraṃ payo 'māvāsyāyām ' iti |	daDi-amAvAsyAyAm-"iti, a Endram payaH amAvAsyAyAm a iti |
   etebhyaḥ prakṛtebhyaḥ ṣaḍbhya āgneyādibhyo vidvadvākyavihitasya, karmaṇo	eteByaH prakRteByaH zaxByaH Agneya-AdiByaH vidvat-vAkya-vihitasya, karmaNaH-
   'nyatve sati pūrvādhikaraṇanyāyena vidhyabhyāsa upapadyate |	anya-tve sati pUrva-aDikaraNa-nyAyena viDi-aByAse upapadyate |
   na ca karmāntare dravyadevatayorabhāvaḥ, dhrauvājyasadbhāvāt |	na ca karma-antare dravya-devatayoH-aBAvaH, DrOva-Ajya-sadBAvAt |
   ata evoktam ----	atas eva-uktam ----
   "dhrauvaṃ sādhāraṇaṃ dravyaṃ devatā māntravarṇikī |	"DrOvam sADAraNam dravyam devatA mAntra-varNikI |
   rūpavantau tato yāgau vidhīyete pṛthaktayā"iti |	rUpavantO tatas yAgO viDIyete pRTaktayA"iti |
   "sarvasmai vā etadyajñāya gṛhyate yaddhruvāyāmājyam"iti dhrauvasya	"sarvasmE vE etat-yajQAya gRhyate yat-DruvAyAm-Ajyam-"iti DrOvasya
   sādhāraṇatvaṃ śrutam |	sADAraNa-tvam Srutam |
   devatāyā māntravarṇikatvamitthamunnetavyam --"tasmādvārtraghaṇī	devatAyAH mAntravarNika-tvam-itTam-unnetavyam --"tasmAt-vArtra-GaNI
   paurṇamāsyāmanūcyete, vṛdhanvatī amāvāsyāyām"eti vārtraghnyau vṛdhanvatyau	pOrNamAsyAm-anUcyete, vRDanvatI amAvAsyA-AyAm"A-iti vArtra-GnyO vRDanvatyO
   carcau krameṇa kāladvayopete karmaṇi vidhīyete |	carcO krameNa kAla-dvaya-upete karmaNi viDIyete |
   tatra --"agnirvṛtrāṇi jaṅghanat"ityeko vārtraghro mantraḥ |	tatra --"agniH-vRtrANi jaFGanat"iti-ekaH vArtraGraH mantraH |
   ' tvaṃ somāsi satpatistvaṃ rājota vṛtrahā ' ityaparaḥ |	a tvam soma-asi sat-patiH-tvam rAjA-uta vRtrahA a iti-aparaH |
   tayoruktāvagnīṣomau paurṇamāsadevate |	tayoH-uktO=-agnIzomO pOrNamAsa-devate |
   evamantarāmnātayorvṛdhidhātuyuktayormantrayoruktāvagnīṣomāvamāvasyādevate	evam-antarAmnAtayoH-vRDi-DAtu-yuktayoH-mantrayoH-uktO=-agnIzomO=-amAvasyA-devate
   ābhyāṃ dravyadevatābhyāṃ rūpavattvādyāgāntaramatra vidhīyate |	AByAm dravya-devatAByAm rUpavat-tvAt-yAga-antaram-atra viDIyate |
   ṣaḍyāgānuvādatve tadanuvādeva vidheyāntarasya	zaz-yAga-anuvAda-tve tad-anuvAda-iva viDeya-antarasya
   kasyacidadarśanādvidvadvākyamanarthakaṃ syāt |	kasyacid-adarSanAt-vidvat-vAkyam-anarTakam syAt |
   na kevalaṃ tadānarthakyam, kiṃtu"paurṇamāsyāṃ paurṇamāsyā yajeta,	na kevalam tadA-anarTakyam, kiMtu"-pOrNamAsyAm pOrNamAsyAH yajeta,
   amāvāsyāyāmamāvāsyayā yajeta ' ityetadapi vyartha syāt |	amAvAsyA-AyAm-am-AvAsyayA yajeta a iti-etat-api vyarTa syAt |
   na caitatkālavidhāyakam,"yadāgneyaḥ"-- ityādyutpattivākyaireva tadvidhānāt	na ca-etad-kAla-viDAya-kam,"yat-AgneyaH"- ityAdi-utpatti-vAkyEH-eva tad-viDAnAt
   karmāntaratve tu kālaṃ vidhāsyati |	karma-antara-tve tu kAlam viDAsyati |
   tasmātkarmāntaravidhiḥ- iti prāpte , brūmaḥ- āstāṃ tāvaddravyam |	tasmAt-karma-antara-viDiH iti prApte , brUmaH AstAm tAvat-dravyam |
   devatā tu vidhitsitasya karmāntarasya sarvathā na labhyate |	devatA tu viDitsitasya karma-antarasya sarvaTA na laByate |
   vārtraghnyorvṛdhanvatyoścā'jyabhāgadevatāpratipādakatvāt |	vArtraGnyoH-vRDanvatyoH-cA-ajya-BAga-devatA-pratipAdaka-tvAt |
   hautre mantrakāṇḍe sānidhenīrāvāhananigadaṃ prayājamantrāṃścā'mnāya	hOtre mantra-kANxe sAniDenIrAvAhana-nigadam prayAja-mantrAn=-ca-AamnAya
   prayājānantarabhāvinorājyabhāgayoḥ krame vārtraghnyau vṛdhanvatyau	prayAja-anantara-BAvinA-urAjya-BAgayoH krame vArtra-GnyO vRDanvatyO
