   Viṣṇu_1	VizNu_1
   Viṣṇu 20.27c/ te^api kālena nīyante\ kālo hi dur-atikramaḥ //	VizNu 20.27c/ te^api kAlena nIyante\ kAlaH hi dur-atikramaH //
   Viṣṇu 20.28a/ ākramya\ sarvaḥ kālena para-lokaṃ ca nīyate\ /	VizNu 20.28a/ Akramya\ sarvaH kAlena para-lokam ca nIyate\ /
   Viṣṇu 20.28c/ karma-pāśa-vaśo jantus tatra kā paridevanā //	VizNu 20.28c/ karma--pASa-vaSaH jantuH tatra kA paridevanAH //
   Viṣṇu 20.29a/ jātasya hi dhruvo mṛtyur dhruvaṃ janma mṛtasya ca /	VizNu 20.29a/ jAtasya hi DruvaH mRtyuH Druvam janma mRtasya ca /
   Viṣṇu 20.29c/ arthe duṣ-parihārye^asmin na^asti\ loke sahāya-tā //	VizNu 20.29c/ arTe duz-parihArye^asmin na^asti\ loke saha-Aya-tAH //
   Viṣṇu 20.30a/ śocanto na^upakurvanti\ mṛtasya^iha janā yataḥ /	VizNu 20.30a/ SocantaH na^upakurvanti\ mRtasya^iha janAH yatas /
   Viṣṇu 20.30c/ ato na roditavyaṃ hi kriyā kāryā sva-śaktitaḥ //	VizNu 20.30c/ atas na roditavyam hi kriyA kAryA sva--SaktitaH //
   Viṣṇu 20.31a/ su-kṛtaṃ duṣ-kṛtaṃ ca^ubhau sahāyau yasya gacchataḥ /	VizNu 20.31a/ su-kRtam duz-kRtam ca^uBO sahAyO yasya gacCataH /
   Viṣṇu 20.31c/ bāndhavais tasya kiṃ kāryaṃ śocadbhir atha vā na vā //	VizNu 20.31c/ bAnDavEH tasya kim kAryam SocadBiH aTa vA na vA //
   Viṣṇu 20.32a/ bāndhavānām a-śauce tu sthitiṃ preto na vindati\ /	VizNu 20.32a/ bAnDavAnAm a-SOce tu sTitim pretaH na vindati\ /
   Viṣṇu 20.32c/ atas tv abhyeti\ tān eva piṇḍa-toya-pradāyinaḥ //	VizNu 20.32c/ atas tu aByeti\ tAn eva piNxa--toya--pradAyinaH //
   Viṣṇu 20.33a/ arvāk sa-piṇdī-karaṇāt preto bhavati\ yo mṛtaḥ /	VizNu 20.33a/ arvAk sa-piNdI-karaNAt pretaH Bavati\ yaH mRtaH /
   Viṣṇu 20.33c/ preta-loka-gatasya^annaṃ sa-uda-kumbhaṃ prayacchata\ //	VizNu 20.33c/ preta--loka--gatasya^annam sa-uda-kumBam prayacCata\ //
   Viṣṇu 20.34a/ pitṛ-loka-gataś ca^annaṃ śrāddhe bhuṅkte svadhā-samam /	VizNu 20.34a/ pitR-loka--gataH ca^annam SrAdDe BuFkte svaDA-samam /
   Viṣṇu 20.34c/ pitṛ-loka-gatasya^asya tasmāc^śrāddhaṃ prayacchata\ //	VizNu 20.34c/ pitR-loka--gatasya^asya tasmAt-^SrAdDam prayacCata\ //
   Viṣṇu 20.35a/ deva-tve yātanā-sthāne tiryag-yonau tathā^eva ca /	VizNu 20.35a/ deva--tve yAtanA--sTAne tiryak--yonO taTA^eva ca /
   Viṣṇu 20.35c/ mānuṣye ca tathā^āpnoti śrādhaṃ dattaṃ sva-bāndhavaiḥ //	VizNu 20.35c/ mAnuzye ca taTA^Apnoti SrADam dattam sva-bAnDavEH //
   Viṣṇu 20.36a/ pretasya śrāddha-kartuś ca puṣṭiḥ śrāddhe kṛte dhruvam /	VizNu 20.36a/ pretasya SrAdDa-kartuH ca puzwiH SrAdDe kRte Druvam /
   Viṣṇu 20.36c/ tasmāc^śrāddhaṃ sadā kāryaṃ śokaṃ tyaktvā\ nir-arthakam //	VizNu 20.36c/ tasmAt-^SrAdDam sadA kAryam Sokam tyaktvA\ nir-arTakam //
   Viṣṇu 20.37a/ etāvad eva kartavyaṃ sadā pretasya bandhubhiḥ /	VizNu 20.37a/ etAvat eva kartavyam sadA pretasya banDuBiH /
   Viṣṇu 20.37c/ na^upakuryān\ naraḥ śocan pretasya^ātmana eva ca //	VizNu 20.37c/ na^upakuryAn\ naraH Socan pretasya^AtmanaH eva ca //
   Viṣṇu 20.38a/ dṛṣṭvā\ lokam an-ākrandaṃ mriyamāṇāṃś ca bāndhavān /	VizNu 20.38a/ dRzwvA\ lokam an-A-Akrandam mriyamANAn ca bAnDavAn /
   Viṣṇu 20.38c/ dharmam ekaṃ sahāya-arthaṃ varayadhvaṃ\ sadā narāḥ //	VizNu 20.38c/ Darmam ekam sahAya--arTam varayaDvaM\ sadA narAH //
   Viṣṇu 20.39a/ mṛto^api bāndhavaḥ śakto na^anugantuṃ\ naraṃ mṛtam /	VizNu 20.39a/ mRtaH-^api bAnDavaH SaktaH na^anugantuM\ naram mRtam /
   Viṣṇu 20.39c/ jāyā-varjaṃ hi sarvasya yāmyaḥ panthā virudhyate\ //	VizNu 20.39c/ jAyA--varjam hi sarvasya yAmyaH panTAH viruDyate\ //
   Viṣṇu 20.40a/ dharma eko^anuyāty\ enaṃ yatra kva-cana gāminam /	VizNu 20.40a/ DarmaH ekaH-^anuyAty\ enam yatra kva-cana gAminam /
   Viṣṇu 20.40c/ nanv a-sāre nṛ-loke^asmin dharmaṃ kuruta\ mā ciram //	VizNu 20.40c/ nanu a-sAre nR--loke^asmin Darmam kuruta\ mA ciram //
   Viṣṇu 20.41a/ śvaḥ kāryam adya kurvīta\ pūrva-ahṇe ca^apara-ahṇikam /	VizNu 20.41a/ Svas kAryam adya kurvIta\ pUrva--ahNe ca^apara-ahNikam /
   Viṣṇu 20.41c/ na hi pratīkṣate\ mṛtyuḥ kṛtaṃ vā^asya na vā^a-kṛtam //	VizNu 20.41c/ na hi pratIkzate\ mRtyuH kRtam vA^asya na vE-^a-kRtam //
   Viṣṇu 20.42a/ kṣetra-āpaṇa-gṛha-āsaktam anyatra gata-mānasam /	VizNu 20.42a/ kzetra--ApaNa--gRha-Asaktam anyatra gata-mAnasam /
   Viṣṇu 20.42c/ vṛkī^iva^uraṇam āsādya\ mṛtyur ādāya\ gacchati\ //	VizNu 20.42c/ vRkI^iva^uraNam AsAdya\ mRtyuH AdAya\ gacCati\ //
   Viṣṇu 20.43a/ na kālasya priyaḥ kaś-cid dveṣyaś ca^asya na vidyate\ /	VizNu 20.43a/ na kAlasya priyaH kaS-cid dvezyaH ca^asya na vidyate\ /
   Viṣṇu 20.43c/ āyuṣye karmaṇi kṣīṇe prasahya\ harate\ janam //	VizNu 20.43c/ Ayuzye karmaNi kzINe prasahya\ harate\ janam //
   Viṣṇu 20.44a/ na^a-prāpta-kālo mriyate viddhaḥ śara-śatair api /	VizNu 20.44a/ na^a--prApta-kAlaH mriyate vidDaH Sara--SatEH api /
   Viṣṇu 20.44c/ kuśa-agreṇa^api saṃṣpṛṣṭaḥ prāpta-kālo na jīvati\ //	VizNu 20.44c/ kuSa-agreNa^api saMzpRzwaH prApta-kAlaH na jIvati\ //
   Viṣṇu 20.45a/ na^auśadhāni na mantrāś ca na homā na punar japāḥ /	VizNu 20.45a/ na^OSaDAni na mantrAH ca na homAH na punar japAH /
   Viṣṇu 20.45c/ trāyante\ mṛtyunā^upetaṃ jarayā vā^api mānavam //	VizNu 20.45c/ trAyante\ mRtyunA^upetam jarayA vE-^api mAnavam //
   Viṣṇu 20.46a/ āgāminam an-arthaṃ hi pravidhāna-śatair api /	VizNu 20.46a/ AgAminam an-arTam hi praviDAna--SatEH api /
   Viṣṇu 20.46c/ na nivārayituṃ\ śaktas tatra kā paridevanā //	VizNu 20.46c/ na nivArayituM\ SaktaH tatra kA paridevanAH //
   Viṣṇu 20.47a/ yathā dhenu-sahasreṣu vatso vindati\ mātaram /	VizNu 20.47a/ yaTA Denu--sahasrezu vatsaH vindati\ mAtaram /
   Viṣṇu 20.47c/ tathā pūrva-kṛtaṃ karma kartāraṃ vindate\ dhruvam //	VizNu 20.47c/ taTA pUrva-kRtam karma kartAram vindate\ Druvam //
   Viṣṇu 20.48a/ a-vyakta-ādīni bhūtāni vyakta-madhyāni ca^apy atha /	VizNu 20.48a/ a-vyakta--AdIni BUtAni vyakta--maDyAni ca^api aTa /
   Viṣṇu 20.48c/ a-vyakta-nidhanāny eva tatra kā paridevanā //	VizNu 20.48c/ a-vyakta--niDanAni eva tatra kA paridevanAH //
   Viṣṇu 20.49a/ dehino^asmin yathā dehe kaumāraṃ yauvanaṃ jarā /	VizNu 20.49a/ dehinaH-^asmin yaTA dehe kOmAram yOvanam jarA /
   Viṣṇu 20.49c/ tahtā deha-antara-prāptir dhīras tatra na muhyati\ //	VizNu 20.49c/ tahtA deha-antara--prAptiH DIraH tatra na muhyati\ //
   Viṣṇu 20.50a/ gṛhṇāti\^iha yathā vastraṃ tyaktvā\ pūrva-dhṛtaṃ naraḥ /	VizNu 20.50a/ gRhNAti\^iha yaTA vastram tyaktvA\ pUrva-DRtam naraH /
   Viṣṇu 20.50c/ gṛhṇāty\ evaṃ navaṃ dehī dehaṃ karma-nibandhanam //	VizNu 20.50c/ gRhNAty\ evam navam dehI deham karma--nibanDanam //
   Viṣṇu 20.51a/ na^enaṃ chindanti\ śastrāṇi na^enaṃ dahati\ pāvakaḥ /	VizNu 20.51a/ na^enam Cindanti\ SastrANi na^enam dahati\ pAvakaH /
   Viṣṇu 20.51c/ na ca^enaṃ kledayanty\ āpo na śoṣayati\ mārutaḥ //	VizNu 20.51c/ na ca^enam kledayanty\ ApaH na Sozayati\ mArutaH //
   Viṣṇu 20.52a/ a-cchedyo^ayam a-dāhyo^ayam a-kledyo^a-śoṣya eva ca /	VizNu 20.52a/ a-cCedyaH-^ayam a-dAhyaH-^ayam a-kledyaH-^a-SozyaH eva ca /
   Viṣṇu 20.52c/ nityaḥ satata-gaḥ sthāṇur a-calo^ayaṃ sanātanaḥ //	VizNu 20.52c/ nityaH satata-gaH sTANuH a-calaH-^ayam sanAtanaH //
   Viṣṇu 20.53a/ a-vyakto^ayam a-cintyo^ayam a-vikāryo^ayam ucyate /	VizNu 20.53a/ a-vyaktaH-^ayam a-cintyaH-^ayam a-vikAryaH-^ayam ucyate /
   Viṣṇu 20.53c/ tasmād evaṃ viditvā\^enaṃ na^anuśocitum\ arhatha\ //	VizNu 20.53c/ tasmAt evam viditvA\^enam na^anuSocitum\ arhaTa\ //
   Viṣṇu_21	VizNu_21
   Viṣṇu 21.01 atha^āśauca-vyapagame su-snātaḥ su-prakṣālita-pāṇi-pādaḥ	VizNu 21.01 aTa^ASOca--vyapagame su-snAtaH su-prakzAlita-pANi--pAdaH
   sv-ācāntas tv evaṃ-vidhān eva brāhmaṇān yathā-śakti udaṅ-mukhān	sv-AcAntaH tu evaM-viDAn eva brAhmaNAn yaTA-Sakti udaF--muKAn
   gandha-mālya-vastra-alaṃkāra-ādibhiḥ pūjitān bhojayet\ //	ganDa--mAlya--vastra--alaMkAra--AdiBiH pUjitAn Bojayet\ //
   Viṣṇu 21.02 ekavan-mantrān ūhed\ eka-uddiṣṭe //	VizNu 21.02 eka-van-mantrAn Uhed\ eka-uddizwe //
   Viṣṇu 21.03 ucchiṣṭa-saṃnidhāv ekam eva tan-nāma-gotrābhyāṃ piṇḍaṃ	VizNu 21.03 ucCizwa--saMniDO ekam eva tan--nAma--gotrAByAm piNxam
   nirvapet\ //	nirvapet\ //
   Viṣṇu 21.04 bhukta-vatsu brāhmaṇeṣu dakṣiṇayā^abhipūjiteṣu	VizNu 21.04 Bukta-vatsu brAhmaNezu dakziNayA^aBipUjitezu
   preta-nāma-gotrābhyāṃ datta-akṣayya-udakaḥ catur-aṅgula-pṛthvīḥ	preta--nAma---gotrAByAm datta--akzayya--udakaH catur--aFgula--pRTvIH
   tāvad-antarāḥ tāvad-adhaḥ-khātāḥ vitasty-āyatāḥ tisraḥ karṣūḥ kuryāt\ //	tAvat--antarAH tAvat--aDas--KAtAH vitasti--AyatAH tisraH karzUH kuryAt\ //
   Viṣṇu 21.05 karṣū-samīpe ca^agni-trayam upasamādhāya\ paristīrya\	VizNu 21.05 karzU--samIpe ca^agni-trayam upasamADAya\ paristIrya\
   tatra^eka-ekasmin āhuti-trayaṃ juhuyāt\ //	tatra^eka--ekasmin Ahuti--trayam juhuyAt\ //
   Viṣṇu 21.06 somāya pitṛ-mate svadhā namaḥ //	VizNu 21.06 somAya pitR-mate svaDA namaH //
   Viṣṇu 21.07 agnaye kavya-vāhanāya svathā namaḥ //	VizNu 21.07 agnaye kavya-vAhanAya svaTA namaH //
   Viṣṇu 21.08 yamāya^aṅgirase svadhā namaḥ //	VizNu 21.08 yamAya^aFgirase svaDA namaH //
   Viṣṇu 21.09 sthāna-traye ca prāgvat piṇḍa-nirvapaṇaṃ kuryāt\ //	VizNu 21.09 sTAna-traye ca prAgvat piNxa--nirvapaNam kuryAt\ //
   Viṣṇu 21.10 anna-dadhi-ghṛta-madhu-māṃsaiḥ karṣū-trayaṃ pūrayitvā\ etat ta	VizNu 21.10 anna-daDi--GRta--maDu--mAMsEH karzU-trayam pUrayitvA\ etat ta
   iti japet\ //	iti japet\ //
   Viṣṇu 21.11 evaṃ mṛta-ahe prati-māsaṃ kuryāt\ //	VizNu 21.11 evam mRta-ahe prati-mAsam kuryAt\ //
   Viṣṇu 21.12 saṃvatsara-ante pretāya tat-pitre tat-pitāmahāya	VizNu 21.12 saMvatsara-ante pretAya tat--pitre tat-pitAmahAya
   tat-prapitāmahāya ca brāhmaṇān deva-pūrvān bhojayet\ //	tat--prapitAmahAya ca brAhmaNAn deva-pUrvAn Bojayet\ //
   Viṣṇu 21.13 atra^agnau-karaṇam āvāhanaṃ pādyaṃ ca kuryāt\ //	VizNu 21.13 atra^agnO-karaNam AvAhanam pAdyam ca kuryAt\ //
   Viṣṇu 21.14 saṃsṛjatu\ tvā pṛthivī samānī ca iti ca preta-pādya-pātre	VizNu 21.14 saMsRjatu\ tvA pRTivI samAnI ca iti ca preta-pAdya--pAtre
   pitṛ-pādya-pātra-traye yojayet\ //	pitR-pAdya--pAtra--traye yojayet\ //
   Viṣṇu 21.15 ucchiṣṭa-saṃnidhau piṇḍa-catuṣṭayaṃ kuryāt\ //	VizNu 21.15 ucCizwa--saMniDO piNxa--catuzwayam kuryAt\ //
   Viṣṇu 21.16 brāhmaṇāṃś ca sva-āca-antān datta-dakṣiṇāṃś ca^anuvrajya\	VizNu 21.16 brAhmaNAn ca sva--Aca-antAn datta--dakziNAn ca^anuvrajya\
   visarjayet\ //	visarjayet\ //
   Viṣṇu 21.17 tataḥ preta-piṇḍaṃ pādya-pātra-udaka-vat piṇḍa-traye	VizNu 21.17 tatas preta--piNxam pAdya--pAtra--udaka-vat piNxa--traye
   nidadhyāt\ //	nidaDyAt\ //
   Viṣṇu 21.18 karṣū-traya-saṃnikrṣe^apy evam eva //	VizNu 21.18 karzU-traya--saMnikrze^api evam eva //
   Viṣṇu 21.19 sa-piṇḍī-karaṇaṃ māsika-artha-vat dvādaśa-ahaṃ śrāddhaṃ kṛtvā\	VizNu 21.19 sa-piNxI--karaNam mAsika--arTa-vat dvAdaSa--aham SrAdDam kRtvA\
   trayodaśe^ahni vā kuryāt\ //	trayodaSe^ahni vA kuryAt\ //
   Viṣṇu 21.20 mantra-varjaṃ hi śūdrāṇāṃ dvādaśe^ahni //	VizNu 21.20 mantra--varjam hi SUdrANAm dvAdaSe^ahni //
   Viṣṇu 21.21 saṃvatsara-abhyantare yady adhimāso bhavet\, tadā māsika-arthe	VizNu 21.21 saMvatsara--aByantare yadi aDimAsaH Bavet-\, tadA mAsika--arTe
   dinam ekaṃ vardhayet\ //	dinam ekam varDayet\ //
   Viṣṇu 21.22a/ sa-piṇḍī-karaṇaṃ strīṇāṃ kāryam evaṃ tathā bhavet\ /	VizNu 21.22a/ sa-piNxI--karaNam strINAm kAryam evam taTA Bavet\ /
   Viṣṇu 21.22c/ yāvaj jīvaṃ tathā kuryāc\^śrāddhaṃ tu prativatsaram //	VizNu 21.22c/ yAvat jIvam taTA kuryAc\^SrAdDam tu prativatsaram //
   Viṣṇu 21.23a/ arvāk sa-piṇḍī-karaṇaṃ yasya saṃvatsarāt kṛtaṃ /	VizNu 21.23a/ arvAk sa-piNxI--karaNam yasya saMvatsarAt kRtam /
   Viṣṇu 21.23c/ tasya^apy annaṃ sa-uda-kumbhaṃ dadyād\ varṣaṃ dvi-janmane //	VizNu 21.23c/ tasya^api annam sa-uda-kumBam dadyAt-\ varzam dvi-janmane //
   Viṣṇu_22	VizNu_22
   Viṣṇu 22.01 brāhmaṇasya sa-piṇḍānāṃ janana-maraṇayor daśa-aham āśaucam //	VizNu 22.01 brAhmaNasya sa-piNxAnAm janana--maraNayoH daSa--aham ASOcam //
   Viṣṇu 22.02 dvādaśa-ahaṃ rājanyasya //	VizNu 22.02 dvAdaSa--aham rAjanyasya //
   Viṣṇu 22.03 pañcadaśa-ahaṃ vaiśyasya //	VizNu 22.03 paQcadaSa--aham vESyasya //
   Viṣṇu 22.04 māsaṃ śūdrasya //	VizNu 22.04 mAsam SUdrasya //
   Viṣṇu 22.05 sa-piṇḍatā ca puruṣe saptame vinivartate\ //	VizNu 22.05 sa-piNxa-tA ca puruze saptame vinivartate\ //
   Viṣṇu 22.06 āśauce homa-dāna-pratigraha-sva-adhyāyā nivartante\ //	VizNu 22.06 ASOce homa--dAna--pratigraha--sva--aDyAyAH nivartante\ //
   Viṣṇu 22.07 na^āśauce kasya-cid annam aśnīyāt\ //	VizNu 22.07 na^ASOce kasya-cid annam aSnIyAt\ //
   Viṣṇu 22.08 brāhmaṇa-ādīnām aśauce yaḥ sakṛd eva^annam atti\ tasya tāvad	VizNu 22.08 brAhmaNa--AdInAm aSOce yaH sakRt eva^annam atti\ tasya tAvat-
   āśaucaṃ yāvat teṣām //	ASOcam yAvat tezAm //
   Viṣṇu 22.09 āśauśa-apagame prāyaścittaṃ kuryāt\ //	VizNu 22.09 ASOSa-apagame prAyaScittam kuryAt\ //
   Viṣṇu 22.10 sa-varṇasya^āśauce dvijo bhuktvā\ sravantīm āsādya\	VizNu 22.10 sa-varNasya^ASOce dvijaH BuktvA\ sravantIm AsAdya\
   tan-nimagnas trir-aghamarṣaṇaṃ japtvā\^uttīrya\ gāyatry-aṣṭa-sahasraṃ	tan--nimagnaH tris--aGa-marzaNam japtvA\^uttIrya\ gAyatrI--azwa--sahasram
   japet\ //	japet\ //
   Viṣṇu 22.11 kṣatriya-āśauce brāhmaṇas tv etad eva^upoṣitaḥ kṛtvā\	VizNu 22.11 kzatriya--ASOce brAhmaNaH tu etat eva^upozitaH kRtvA\
   śudhyati\ //	SuDyati\ //
   Viṣṇu 22.12 vaiśya-āśauce rājanyaś ca //	VizNu 22.12 vESya--ASOce rAjanyaH ca //
   Viṣṇu 22.13 vaiśya-āśauce brāhmaṇas tri-rātra-upoṣitaś ca //	VizNu 22.13 vESya--ASOce brAhmaNaH tri--rAtra--upozitaH ca //
   Viṣṇu 22.14 brāhmaṇa-āśauce rājanyaḥ kṣatriya-āśauce vaiśyaś ca sravantīm	VizNu 22.14 brAhmaNa--ASOce rAjanyaH kzatriya--ASOce vESyaH ca sravantIm
   āsādya\ gāyatrī-śata-pañcakaṃ japet\ //	AsAdya\ gAyatrI--Sata-paQcakam japet\ //
   Viṣṇu 22.15 vaiśyaś ca brāhmaṇa-āśauce gāyatry-aṣṭa-śataṃ japet\ //	VizNu 22.15 vESyaH ca brAhmaNa--ASOce gAyatrI--azwa-Satam japet\ //
   Viṣṇu 22.16 śūdra-āśauce dvijo bhuktvā\ prājāpatyaṃ caret\ //	VizNu 22.16 SUdra--ASOce dvijaH BuktvA\ prAjApatyam caret\ //
   Viṣṇu 22.17 śūdraś ca dvija-āśauce snānam ācaret\ //	VizNu 22.17 SUdraH ca dvija-ASOce snAnam Acaret\ //
   Viṣṇu 22.18 śūdraḥ śūdra-āśauce snātaḥ pañca-gavyaṃ pibet\ //	VizNu 22.18 SUdraH SUdra--ASOce snAtaH paQca-gavyam pibet\ //
   Viṣṇu 22.19 patnīnāṃ dāsānām ānulomyena svāminas tulyam āśaucam //	VizNu 22.19 patnInAm dAsAnAm Anulomyena svAminaH tulyam ASOcam //
   Viṣṇu 22.20 mṛte svāminy ātmīyam //	VizNu 22.20 mRte svAmini AtmIyam //
   Viṣṇu 22.21 hīna-varṇānām adhika-varṇeṣu sa-piṇḍeṣu tad-aśauca-vyapagame	VizNu 22.21 hIna--varNAnAm aDika-varNezu sa-piNxezu tad--aSOca--vyapagame
   śuddhiḥ //	SudDiH //
   Viṣṇu 22.22 brāhmaṇasya kṣatri-viṭ-śūdreṣu sa-piṇḍeṣu	VizNu 22.22 brAhmaNasya kzatri-viw--SUdrezu sa-piNxezu
   ṣaḍ-rātra-tri-rātra-eka-rātraiḥ //	zaz--rAtra-tri--rAtra--eka--rAtrEH //
   Viṣṇu 22.23 kṣatriyasya viṭ-śūdrayoḥ ṣaḍ-rātra-tri-rātrābhyām //	VizNu 22.23 kzatriyasya viw--SUdrayoH zaz--rAtra-tri--rAtrAByAm //
   Viṣṇu 22.24 vaiśyasya śūdreṣu ṣaḍ-rātreṇa //	VizNu 22.24 vESyasya SUdrezu zaz--rAtreNa //
   Viṣṇu 22.25 māsa-tulyair aho-rātrair garbha-srāve //	VizNu 22.25 mAsa--tulyEH aho-rAtrEH garBa--srAve //
   Viṣṇu 22.26 jāta-mṛte mṛta-jāte vā kulasya sadyaḥ śaucam //	VizNu 22.26 jAta--mRte mRta-jAte vA kulasya sadyas SOcam //
   Viṣṇu 22.27 a-danta-jāte bāle prete sadya eva //	VizNu 22.27 a-danta--jAte bAle prete sadyas eva //
   Viṣṇu 22.28 na^asya^agni-saṃskāro na^udaka-kriyā //	VizNu 22.28 na^asya^agni-saMskAraH na^udaka-kriyA //
   Viṣṇu 22.29 danta-jāte tv a-kṛta-cūḍe tv aho-rātreṇa //	VizNu 22.29 danta--jAte tu a-kRta-cUxe tu aho-rAtreNa //
   Viṣṇu 22.30 kṛta-cūḍe tv a-saṃskṛte tri-rātreṇa //	VizNu 22.30 kRta-cUxe tu a-saMskRte tri--rAtreNa //
   Viṣṇu 22.31 tataḥ paraṃ yathā^ukta-kālena //	VizNu 22.31 tatas param yaTA^ukta-kAlena //
   Viṣṇu 22.32 strīṇāṃ vivāhaḥ saṃskāraḥ //	VizNu 22.32 strINAm vivAhaH saMskAraH //
   Viṣṇu 22.33 saṃskṛtāsu strīṣu na^āśaucaṃ pitṛ-pakṣe //	VizNu 22.33 saMskRtAsu strIzu na^ASOcam pitR-pakze //
   Viṣṇu 22.34 tat-prasava-maraṇe cet pitṛ-gṛhe syātāṃ\ , tadā eka-rātraṃ	VizNu 22.34 tat--prasava--maraNe ced pitR-gRhe syAtAn\ , tadA eka--rAtram
   tri-rātraṃ ca //	tri--rAtram ca //
   Viṣṇu 22.35 janana-āśauca-madhye yady aparaṃ janana-āśaucaṃ syāt\ , tadā	VizNu 22.35 janana-ASOca--maDye yadi aparam janana-ASOcam syAt\ , tadA
   pūrva-āśauca-vyapagame śuddhiḥ //	pUrva--ASOca--vyapagame SudDiH //
   Viṣṇu 22.36 rātri-śeṣe dina-dvayena //	VizNu 22.36 rAtri--Seze dina--dvayena //
   Viṣṇu 22.37 prabhāte\ dina-trayeṇa //	VizNu 22.37 praBAte\ dina-trayeNa //
   Viṣṇu 22.38 maraṇa-āśauca-madhye jñāti-maraṇe^apy evam //	VizNu 22.38 maraNa--ASOca--maDye jQAti--maraNe^api evam //
   Viṣṇu 22.39 śrutvā\ deśa-antara-stho janana-maraṇe āśauca-śeṣeṇa śudhyet\	VizNu 22.39 SrutvA\ deSa-antara--sTaH janana--maraNe ASOca--SezeNa SuDyet-\
   Viṣṇu 22.40 vyatīte^aśauce saṃvatsara-antas tv eka-rātreṇa //	VizNu 22.40 vyatIte^aSOce saMvatsara-antaH tu eka--rAtreNa //
   Viṣṇu 22.41 tataḥ paraṃ snānena //	VizNu 22.41 tatas param snAnena //
   Viṣṇu 22.42 ācārye mātāmahe ca vyatīte tri-rātreṇa //	VizNu 22.42 AcArye mAtAmahe ca vyatIte tri--rAtreNa //
   Viṣṇu 22.43a/ an-auraseṣu putreṣu jāteṣu ca mṛteṣu ca /	VizNu 22.43a/ an-Orasezu putrezu jAtezu ca mRtezu ca /
   Viṣṇu 22.43c/ para-pūrvāsu bhāryāsu prasūtāsu mṛtāsu ca //	VizNu 22.43c/ para--pUrvAsu BAryAsu prasUtAsu mRtAsu ca //
   Viṣṇu 22.44	VizNu 22.44
   ācārya-patnī-putra-upādhyāya-mātula-śvaśura-śvaśurya-sahādhyāyi-śiṣyeṣv	AcArya-patnI--putra--upADyAya--mAtula--Sva-Sura--Sva-Surya--sahA-DyAyi--Sizyezu-
   atīteṣv eka-rātreṇa //	atItezu eka--rAtreNa //
   Viṣṇu 22.45 sva-deśa-rājani ca //	VizNu 22.45 sva--deSa--rAjani ca //
   Viṣṇu 22.46 a-sapiṇḍe sva-veśmani mṛte ca //	VizNu 22.46 a-sapiNxe sva-veSmani mRte ca //
   Viṣṇu 22.47 bhṛgv-agny-anāśaka-ambu-saṃgrāma-vidyun-nṛpa-hatānāṃ	VizNu 22.47 BRgu--agni--anASaka--ambu--saMgrAma--vidyun--nRpa-hatAnAm
   na^āśaucam //	na^ASOcam //
   Viṣṇu 22.48 na rājñāṃ raja-karmaṇi //	VizNu 22.48 na rAjQAm raja--karmaNi //
   Viṣṇu 22.49 na vratināṃ vrate //	VizNu 22.49 na vratinAm vrate //
   Viṣṇu 22.50 na satriṇāṃ satre //	VizNu 22.50 na satriNAm satre //
   Viṣṇu 22.51 na kārūṇāṃ kāru-karmaṇi //	VizNu 22.51 na kArUNAm kAru-karmaNi //
   Viṣṇu 22.52 na rāja-ājñā-kāriṇāṃ tad-icchayā //	VizNu 22.52 na rAja--AjQA--kAriNAm tad--icCayA //
   Viṣṇu 22.53 na deva-pratiṣṭhā-vivāhayoḥ pūrva-saṃbhṛtayoḥ //	VizNu 22.53 na deva--pratizWA--vivAhayoH pUrva--saMBRtayoH //
   Viṣṇu 22.54 na deśa-vibhrame //	VizNu 22.54 na deSa--viBrame //
   Viṣṇu 22.55 āpady api ca kaṣṭāyām //	VizNu 22.55 Apadi api ca kazwAyAm //
   Viṣṇu 22.56 ātma-tyāginaḥ patitāś ca na^āśauca-udaka-bhājaḥ //	VizNu 22.56 Atma-tyAginaH patitAH ca na^ASOca--udaka-BAjaH //
   Viṣṇu 22.57 patitasya dāsī mṛte^ahni padā apāṃ ghaṭam apavarjayet\ //	VizNu 22.57 patitasya dAsI mRte^ahni padA apAm Gawam apavarjayet\ //
   Viṣṇu 22.58 udbandhana-mṛtasya yaḥ pāśaṃ chindyāt\ sa tapta-kṛcchreṇa	VizNu 22.58 udbanDana--mRtasya yaH pASam CindyAt\ sa tapta-kRcCreNa
   śudhyati\ //	SuDyati\ //
   Viṣṇu 22.59 ātma-tyāgināṃ saṃskartā ca //	VizNu 22.59 Atma-tyAginAm saMskartA ca //
   Viṣṇu 22.60 tad-aśru-pāta-kārī ca //	VizNu 22.60 tad--aSru--pAta--kArI ca //
   Viṣṇu 22.61 sarvasya^eva pretasya bāndhavaiḥ saha-aśru-pātaṃ kṛtvā\	VizNu 22.61 sarvasya^eva pretasya bAnDavEH saha-aSru-pAtam kRtvA\
   snānena //	snAnena //
   Viṣṇu 22.62 a-kṛte^asthi-saṃcaye sa-caila-snānena //	VizNu 22.62 a-kRte^asTi--saMcaye sa-cEla--snAnena //
   Viṣṇu 22.63 dvijaḥ śūdra-preta-anugamanaṃ kṛtvā\ sravantīm āsādya\	VizNu 22.63 dvijaH SUdra--preta--anugamanam kRtvA\ sravantIm AsAdya\
