   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par8.34ab/.pibantīṣu.pibet.toyaṃ.saṃviśantīṣu.saṃviśet./	Par8.34ab/.pibanti-izu.pibet.-toyaM.saMviSantIzu.-saMviSet./
   Par8.34cd/.patitāṃ.paṅka.magnāṃ.vā.sarva.prāṇaiḥ.samuddharet.//	Par8.34cd/.-patitAn.paFka.-magna-aM.vA.-sarva.-prANEH.-samudDaret.//
   Par8.35ab/.brāhmaṇa.arthe.gava.arthe.vā.yas.tu.prāṇān.parityajet./	Par8.35ab/.-brAhmaNa-.arTe.-gava.arTe.-vA.ya-s.tu.-prANAn-.parityajet./
   Par8.35cd/.mucyate.brahma.hatyāyā.goptā.gor.brāhmaṇasya.ca.//	Par8.35cd/.m-ucyate.-brahma-.hatyA-yA.-goptA.-gor.-brAhmaNasya.ca.//
   Par8.36ab/.go.dhanasya.anurūpeṇa.prājāpatyaṃ.vinirdiśet./	Par8.36ab/.go.Danasya-.anurUpeNa.-prAjApatyaM.vinirdiSa-it./
   Par8.36cd/.prājāpatyaṃ.tataḥ.kṛcchraṃ.vibhajet.tac.catur.vidhaṃ.//	Par8.-36cd/.-prAjApatyaM.tataH.kRcCraM.viBajet.ta-c.catur-.viDaM.//
   Par8.37ab/.eka.ahaṃ.eka.bhakta.āśī.eka.ahaṃ.nakta.bhojanaḥ./	Par8.37ab/.eka-.ahaM.eka.-Bakta-.ASI.eka-.ahaM.nakta.BojanaH./
   Par8.37cd/.ayācita.āśy.ekaṃ.ahar.eka.ahaṃ.māruta.aśanaḥ.//	Par8.37cd/.ayAcita-.ASi-.ekaM.ahar.eka-.ahan.mAruta-.aSanaH.//
   Par8.38ab/.dina.dvayaṃ.ca.eka.bhakto.dvi.dinaṃ.ca.eka.bhojanaḥ./	Par8.38ab/.dina.-dvayan.ca-.eka.-BaktaH-.dvi.dinaM.ca.eka-.BojanaH./
   Par8.38cd/.dina.dvayaṃ.ayācī.syād.dvi.dinaṃ.māruta.aśanaḥ.//	Par8.38cd/.dina.-dvayaM.ayAcI.sya-ad.dvi.dinan.mAruta-.aSanaH.//
   Par8.39ab/.tri.dinaṃ.ca.eka.bhakta.āśī.tri.dinaṃ.nakta.bhojanaḥ./	Par8.39ab/.tri.dinan.ca-.eka.-Bakta-.ASI.-tri.dinan.nakta.BojanaH./
   Par8.39cd/.dina.trayaṃ.ayācī.syāt.tri.dinaṃ.māruta.aśanaḥ.//	Par8.39cd/.dina.-trayaM.a-yAcI.-sya-at.tri.dinan.mAruta-.aSanaH.//
   Par8.40ab/.catur.ahaṃ.ca.eka.bhakta.āśī.catur.ahaṃ.nakta.bhojanaḥ./	Par8.40ab/.catur-.ahaM.ca.eka.-Bakta-.ASI.-catur-.ahan.nakta.BojanaH./
   Par8.40cd/.catur.dinaṃ.ayācī.syāc.catur.ahaṃ.māruta.aśanaḥ.//	Par8.40cd/.-catur.dinaM.ayAcI.sya-ac.catur-.ahan.mAruta-.aSanaH.//
   Par8.41ab/.prāyaś.citte.tata.cīrṇe.kuryād.brāhmaṇa.bhojanaṃ./	Par8.41ab/.-prAya-S.citte.-tata.-cIrNe.kuryAt-.brAhmaNa-.-BojanaM./
   Par8.41cd/.viprāṇāṃ.dakṣiṇāṃ.dadyāt.pavitrāṇi.japed.dvijaḥ.//	Par8.41cd/.-viprANAn.-dakziNa-aM.dat-yAt.pavitrANi.japed.-dvijaH.//
   Par8.42ab/.brāhmaṇān.bhojayitvā.tu.goghnaḥ.śuddho.na.saṃśayaḥ./E	Par8.42ab/.-brAhmaNa-an.BojayitvA-a.tu.-go-GnaH.-SudDaH-.na.-saMSayaH./E
   Pṣ9.1ab/.gavāṃ.samrakṣaṇa.arthāya.na.duṣyed.rodha.bandhayoḥ./	Pz9.1ab/.gavAM.-samrakzaNa-.arTa-aya.na.duzyet-.roDa.-banDayoH./
   Par9.1cd/.tad.vadhaṃ.tu.na.taṃ.vidyāt.kāma.akāma.kṛtaṃ.tathā.//	Par9.1cd/.-tad-.vaDaM.tu.na.taM.-vidyAt.kAma.a-kAma.kRtan=-taTA.//
   Par9.2ab/.daṇḍād.ūrdhvaṃ.yad.anyena.prahārād.yadi.pātayet./	Par9.2ab/.daNxAt-.u-UrDvaM.ya-t-.anyena.-prahArAt-.ya-di.pAtayA-it./
   Par9.2cd/.prāyaś.cittaṃ.tadā.proktaṃ.dvi.guṇaṃ.go.vadhe.caret.//	Par9.2cd/.-prAya-S.cittaM.tadA.-proktaM.t-vi.guNaM.go.-vaDe.caret.//
   Par9.3ab/.rodha.bandhana.yoktrāṇi.ghātaś.ca.iti.catur.vidhaṃ./	Par9.3ab/.roDa.-banDa-na.yoktra-aNi.-GAta-S.ca.iti.-catur-.viDaM./
   Par9.3cd/.eka.pādaṃ.cared.rodhe.dvau.pādau.bandhane.caret.//	Par9.3cd/.eka.-pAdaM.caret-.roDe.-dvO.pAdO.-banDane.caret.//
   Par9.4ab/.yotreṣu.pāda.hīnaṃ.syāt.caret.sarvaṃ.nipātane./	Par9.4ab/.yotrezu.-pAda.-hInaM.syAt.caret.-sarvaM.nipAtane./
   Par9.4cd/.go.vāṭe.vā.gṛhee.vā.api.durge.vā.apy.asama.sthale.//	Par9.4cd/.-go.vAwe.vA.gRhee.vA.api.durge.vA-.api-.asama.sTale.//
   Par9.5ab/.nadīṣv.atha.samudreṣu.tv.anyeṣu.na.nadī.mukhe./	Par9.5ab/.nadIzu-.aTa.-samudra-izu.-tv.anyezu.na.nadI.-muKe./
   Par9.5cd/.dagdha.deśe.mṛtā.gāvaḥ.stambhanād.rodha.ucyate.//	Par9.5cd/.-dagDa-.deSe.-mRtA.gAvaH.stamBa-nAd.-roDa-.ucyate.//
   Par9.6ab/.yoktra.dāmaka.doraiś.ca.kaṇḍha.ābharaṇa.bhūṣaṇaiḥ./	Par9.6ab/.yoktra.dAmaka.dorES.ca.-kaNXa.A-ABaraNa.-BUzaNEH./
   Par9.6cd/.gṛhe.vā.api.vane.vā.api.baddhā.syād.gaor.mṛtā.yadi.//	Par9.6cd/.-gRhe.vA.api.vane.vA.-api.badDA.syAt-.gaor.mRtA.yadi.//
   Par9.7ab/.tad.eva.bandhanaṃ.vidyāt.kāma.akāma.kṛtaṃ.ca.yat./	Par9.7ab/.tad-.eva.-banDanaM.vidyAt.-kAma.a-kAma.-kRtan.ca.yat./
   Par9.7cd/.hale.vā.śakaṭe.paṅktau.pṛṣṭhe.vā.pīḍito.naraiḥ.//	Par9.7cd/.-hale.vA.Sakawe.-paFktO.-pRzWe.-vA.pIxitaH-.-narEH.//
   Par9.8ab/.go.patir.mṛtyuṃ.āpnoti.yoktro.bhavati.tad.vidhaḥ./	Par9.8ab/.go.patiH-.mRtyuM.Apnoti.yoktra-u.Bavati.-tad-.viDaH./
   Par9.8cd/.mattaḥ.pramatta.unmattaś.cetano.vā.apy.acetanaḥ.//	Par9.8cd/.-mattaH.-pramatta-.unmatta-S.cetano.vA.api-.acetanaH.//
   Par9.9ab/.kāma.akāma.kṛta.krodho.daṇḍair.hanyād.atha.upalaiḥ./	Par9.9ab/.kAma.a-kAma-.kRta-.kroDa-u.-daNxEH-.hanyAt-.aTa-.upalEH./
   Par9.9cd/.prahṛtā.vā.mṛtā.vā.api.tadd.hi.hetur.nipātane.//	Par9.9cd/.-prahRtA.-vA.mRta-a.vA.api.tad-d.hi.-hetuH-.nipAtane.//
   Par9.10ab/.mūrchitaḥ.patito.vā.api.daṇḍena.abhihitaḥ.sa.tu./	Par9.10ab/.mUrCitaH.patitaH-.vA.-api.daNxena.aBihitaH.sa.tu./
   Par9.10cd/.utthitas.tu.yadā.gacchet.pañca.sapta.daśa.eva.vā./	Par9.10cd/-.utTita-s.tu.-yadA.-gacCet.paQca.-sapta.daSa-.eva.vA./
   Par9.11ab/.grāsaṃ.vā.yadi.gṛhṇīyāt.toyaṃ.vā.api.pibed.yadi./	Par9.11ab/.grA-saM.vA.ya-di.gRhNIyAt.-toyaM.vA.-api.pibet-.yadi./
   Par9.11cd/.pūrvaṃ.vyādhy.upasṛṣṭaś.cet.prāyaś.cittaṃ.na.vidyate.//	Par9.11cd/.-pUrvaM.vyADi-.upasRzwa-S.cet.-prAya-S.cittaM.na.-vidyate.//
   Par9.12ab/.piṇḍasthe.pādaṃ.ekaṃ.tu.dvau.pādau.garbha.sammite./	Par9.12ab/.piNxa-sTe.pAdaM.ekaM.tu.-dvO.-pAdO.-garBa.-sammite./
   Par9.12cd/.pāda.ūnaṃ.vrataṃ.uddiṣṭaṃ.hatvā.garbhaṃ.acetanaṃ.//	Par9.12cd/.-pAda-.UnaM.vrataM.uddizwaM.ha-tvA.garBaM.a-cetanaM.//
   Par9.13ab/.pāde.aṅga.roma.vapanaṃ.dvi.pāde.śmaśruṇo.api.ca./	Par9.13ab/.pAde.aFga.-roma-.vapanaM.dvi.pAde.SmaSruNaH-.api-.ca./
   Par9.13cd/.tri.pāde.tu.śikhā.varjaṃ.saśikhaṃ.tu.nipātane.//	Par9.13cd/.-tri.pAde.tu.-SiKA-a.-varjaM.sa-SiKaM.tu.-nipAta-ne.//
   Par9.14ab/.pāde.vastra.yugaṃ.ccaiva.dvi.pāde.kāṃsya.bhājanaṃ./	Par9.14ab/.pAde.vastra.yugaM.t-ca-eva.-dvi.pAde.-kAMsya.BAjanaM./
   Par9.14cd/.tri.pāde.go.vṛṣaṃ.dadyāc.caturthe.go.dvayaṃ.smṛtaṃ.//	Par9.14cd/.-tri.pAde.go.-vRzaM.dat-yAc.-caturTe.go.-dvayaM.smRtaM.//
   Par9.15ab/.niṣpanna.sarva.gātras.tu.dṛśyate.vā.sacetanaḥ./	Par9.15ab/.-nizpanna.-sarva.gAtra-s.tu.dRSyate.vA.sa-cetanaH./
   Par9.15cd/.aṅga.pratyaṅga.sampūrṇo.dvi.guṇaṃ.go.vrataṃ.caret.//	Par9.15cd/.aFga.-pratyaFga.-sampUrNo.dvi.guNaM.go.vrataM.caret.//
   Par9.16ab/.pāṣāṇena.atha.daṇḍena.gāvo.yena.abhighātitāḥ./	Par9.16ab/.-pAzANena-.aTa.-daNxena.gAvo.yena.aBiGAtitAH./
   Par9.16cd/.śṛṅga.bhaṅge.caret.pādaṃ.dvau.pādau.netra.ghātane.//	Par9.16cd/.-SRFga.BaFge.caret.pAdaM.dvO.-pAdO.-netra.GAta-ne.//
   Par9.17ab/.pāṣāṇena.atha.daṇḍena.gāvo.yena.abhighātitāḥ./	Par9.17ab/.-pAzANena-.aTa.-daNxena.gAvo.yena.aBiGAtitAH./
   Par9.17cd/.śṛṅga.bhaṅge.caret.pādaṃ.dvau.pādau.netra.ghātane.//	Par9.17cd/.-SRFga.BaFge.caret.pAdaM.dvO.-pAdO.-netra.GAta-ne.//
   Par9.18ab/.lāṅgūle.pāda.kṛcchraṃ.tu.dvau.pādāv.asthi.bhañjane./	Par9.18ab/.lAFgUle.-pAda-.kRcCraM.tu.-dvO.-pAdO=-.asTi.BaQjane./
   Par9.18cd/.tri.pādaṃ.caiva.karṇe.tu.caret.sarvaṃ.nipātane.//	Par9.18cd/.-tri.pAdaM.cEva.karNe.tu.caret.-sarvaM.nipAta-ne.//
   Par9.19ab/.śṛṅga.bhaṅge.asthi.bhaṅge.ca.kaṭi.bhaṅge.tathaiva.ca./	Par9.19ab/.-SRFga.-BaFge.-asTi.BaFge.-ca.kawi.BaFge.-taTA-eva.-ca./
   Par9.19cd/.yadi.jīvati.ṣaṇ.māsān.prāyaś.citttaṃ.na.vidyate.//	Par9.19cd/.ya-di.jIvati.-zaN.-mAsAn-.prAya-S.citttaM.na.-vidyate.//
   Par9.20ab/.vraṇa.bhaṅge.ca.kartavyaḥ.sneha.abhyaṅgas.tu.pāṇinā./	Par9.20ab/.vraNa.BaFge.-ca.kartavyaH.sneha-.aByaFga-s.tu.pANinA./
   Par9.20cd/.yavasaś.ca.upahartavyo.yāvad.dṛḍha.balo.bhavet.//	Par9.20cd/.yavasa-S.ca.-upaharta-vyo.yAvat-.dRXa.-bala-u.Bavet.//
   Par9.21ab/.yāvat.sampūrṇa.sarva.aṅgas.tāvat.taṃ.poṣayen.naraḥ./	Par9.21ab/.yAvat.-sampUrNa.-sarva-.aFga-s.tA-avat.taM.pozayen.-naraH./
   Par9.21cd/.go.rūpaṃ.brāhmaṇasya.agre.namas.kṛtvā.visarjayet.//	Par9.21cd/.-go.rUpaM.brAhmaNasya.agre.namas.kRtvA.-visarjayet.//
   Par9.22ab/.yady.asampūrṇa.sarga.aṅgo.hīna.deho.bhavet.tadā./	Par9.22ab/.yat-y.a-sampUrNa.-sarga-.aFgaH-.-hIna.-dehaH-.Bavet.tadA./
   Par9.22cd/.go.ghātakasya.tasya.arthaṃ.prāyaś.cittaṃ.vinirdiśet.//	Par9.22cd/.-go.GAtakasya.tasya.arTaM.prAya-S.cittaM.vinirdiSa-it.//
   Par9.23ab/.kāṣṭha.loṣṭaka.pāṣāṇaiḥ.śastreṇa.eva.uddhato.balāt./	Par9.23ab/.-kAzWa-.lozwaka.pAzANEH.SastreNa-.eva-.udDato.balAt./
   Par9.23cd/.vyāpādayati.yo.gāṃ.tu.tasya.śuddhiṃ.vinirdiśet.//	Par9.23cd/.-vyApAdayati.yo.gAM.tu.tasya.-SudDiM.vinirdiSet.//
   Par9.24ab/.caret.sāṃtapanaṃ.kāṣṭhe.prājāpatyaṃ.tu.loṣṭake./	Par9.24ab/.caret.-sAMtapanan.kAzWe.-prAjApatyaM.tu.-lozwake./
   Par9.24cd/.tapta.kṛcchraṃ.tu.pāṣāṇe.sastre.caiva.atikṛcchrakaṃ.//	Par9.24cd/.-tapta.kRcCraM.tu.-pAzANe.-sastre.ca-eva-.atikRcCrakaM.//
   Par9.25ab/.pañca.saṃtapane.gāvaḥ.prājāpatye.tathā.trayaḥ./	Par9.25ab/.paQca.-saMtapane.gAvaH.-prAjApatye.-taTA-a.-trayaH./
   Par9.25cd/.tapta.kṛcchre.bhavanty.aṣṭāv.atikṛcchre.trayo.daśa.//	Par9.25cd/.-tapta.kRcCre.Bavanti-.azwO=-.atikRcSre.trayo.daSa.//
   Par9.26ab/.pramāpaṇe.prāṇa.bhṛtāṃ.dadyāt.tat.pratirūpakaṃ./	Par9.26ab/.-pramApaNe.-prANa.BRta-aM.dadyAt.tat.-pratirUpa-kaM./
   Par9.26cd/.tasya.anurūpaṃ.mūlyaṃ.vā.dadyād.ity.abravīn.manuḥ.//	Par9.26cd/.tasya.anurUpaM.mUlyaM.vA.dadyAt-.iti-.abravIn.manuH.//
   Par9.27ab/.anyatra.aṅkana.lakṣmabhyāṃ.vāhane.mocane.tathā./	Par9.27ab/.anyatra-.aFkana.-lakzmaByAM.vAhane.mocaneH-taTA./
   Par9.27cd/.sāyaṃ.saṃgopana.arthaṃ.ca.na.duṣyed.rodha.bandhayoḥ.//	Par9.27cd/.-sAyaM.saMga-upana-.arTaM.ca.na.duzyet-.roDa.-banDayoH.//
   Par9.28ab/.atidāhe.ativāhe.ca.nāsikā.bhedane.tathā./	Par9.28ab/.ati-dAhe.ativAhe.-ca.nAsikA.-BedaneH-taTA./
   Par9.28cd/.nadī.parvata.saṃcāre.prāyaś.cittaṃ.vinirdiśet.//	Par9.28cd/.-nadI.-parvata.-saMcAre.-prAya-S.cittaM.vinirdiSa-it.//
   Par9.29ab/.atidāhe.caret.pādaṃ.dvau.pādau.vāhane.caret./	Par9.29ab/.ati-dAhe.-caret.pAdaM.dvO.-pAdO.vAhane.caret./
   Par9.29cd/.nāsikye.pada.hīnaṃ.tu.caret.sarvaṃ.nipātane.//	Par9.29cd/.-nAsikye.-pada.-hInaM.tu.-caret.-sarvaM.nipAta-ne.//
   Par9.30ab/.dahānāt.tu.vipadyate.anaḍvān.yoktra.yantritaḥ./	Par9.30ab/.da-hAnAt-.tu.vipadyate.anaxvAn.yoktra.-yantritaH./
   Par9.30cd/.uktaṃ.parāśareṇa.eva.hy.eka.pādaṃ.yathā.vidhi.//	Par9.-30cd/.uktaM.parASareNa-.eva.hi-.eka.pAdaM.yaTA.-viDi.//
   Par9.31ab/.rodhanaṃ.bandhanaṃ.caiva.bhāraḥ.praharaṇaṃ.tathā./	Par9.31ab/.roDanaM.banDanan=-cEva.-BAraH.-praharaNan=-taTA./
   Par9.31cd/.durga.preraṇa.yoktraṃ.ca.nimittāni.vadhasya.ṣaṭ.//	Par9.-31cd/.-durga.-preraNa.yoktraM.ca.-nimitta-ani.vaDasya.zaw.//
   Par9.32ab/.bandha.pāśa.sugupta.aṅgo.mriyate.yadi.go.paśuḥ./	Par9.32ab/.banDa.-pASa.-su-gupta-.aFgaH-.mriyate.ya-di.gaH-.paSuH./
   Par9.32cd/.bhavane.tasya.pāpī.syāt.prāyaś.citta.ardhaṃ.arhati./	Par9.32cd/.-Bavane.tasya.-pApI.sya-at.prAya-S.citta.arDaM.arhati./
   Par9.33ab/.na.nāri.kelair.na.ca.śāṇa.vālaiḥ.na.vā.api.mauñjair.na.ca.valka.śṛṅkhalaiḥ./	Par9.33ab/.na.-nAri.-kelEH-.na.ca.-SANa.vAlEH.na.vA.-api.mOQjEH-.na.ca.-valka.-SRFKalEH./
   Par9.33cd/.etais.tu.gāvo.na.nibandhanīyā.baddhvā.api.tiṣṭhet.paraśuṃ.gṛhītvā.//	Par9.33cd/.etEs.tu.gAvo.na.-nibanDanIyA.-badDvA-a.api.tizWet.paraSuM.gRhItvA.//
   Par9.34ab/.kuśaiḥ.kāśaiś.ca.badhnīyād.go.paśuṃ.dakṣiṇā.mukhaṃ./	Par9.34ab/.kuSEH.ka-ASa-ES.ca.baDnIyAt-.ga-u.paSuM.dakziNA.-muKaM./
   Par9.34cd/.pāśa.lagna.agni.dagdhāsu.prāyaś.cittaṃ.na.vidyate.//	Par9.-34cd/.-pASa-.lagna-.agni.dagDa-Asu.prAya-S.cittaM.na.-vidyate.//
   Par9.35ab/.yadi.tatra.bhavet.kāṣṭhaṃ.prāyaś.cittaṃ.kathaṃ.bhavet./	Par9.35ab/.ya-di.tatra.Bavet.kAzWan.prAya-S.cittaM.kaTaM.Bava-it./
   Par9.35cd/.japitvā.pāvanīṃ.devīṃ.mucyate.tatra.kilbiṣāt.//	Par9.35cd/.-japi-tvA.-pAvanIn.devIM.m-ucyate.-tatra.kilbizAt.//
   Par9.36ab/.prerayan.kūpa.vāpīṣu.vṛkṣac.chedeṣu.pātayan./	Par9.36ab/.-prerayan.kUpa-.vApIzu.-vRkza-c.Ceda-izu.pAtayan./
   Par9.36cd/.gava.aśaneṣu.vikrīṇaṃs.tataḥ.prāpnoti.go.vadhaṃ.//	Par9.36cd/.-gava.aSanezu.-vikrINaMs.tataH.-prApnoti.go-.vaDaM.//
   Par9.37ab/.ārādhitas.tu.yaḥ.kaścit.bhinna.kakṣo.yadā.bhavet./	Par9-.37a-b/.a-ArADita-s.tu.yaH.kaH-cit.-Binna.-kakzaH-.yadA.Bavet./
   Par9.37cd/.śravaṇaṃ.hṛdayaṃ.bhinnaṃ.magno.vā.kūpa.saṃkaṭe.//	Par9.37cd/.-SravaNan.hRdayaM.BinnaM.magnaH-.vA.kUpa.-saMkawe.//
   Par9.38ab/.kūpād.utkramaṇe.caiva.bhagno.vā.grīva.pādayoḥ./	Par9.38ab/.kUpAt-.utkramaNeH-cEva.-Bagna-u.vA.grIva.-pAdayoH./
   Par9.38cd/.sa.eva.mriyate.tatra.trīn.pādāṃs.tu.samācaret./	Par9.38cd/.-sa.A-iva.mriyate.-tatra.trIn-.pAdAMs.tu.samAcaret./
   Par9.39ab/.kūpa.khāṭe.taṭa.ābandhe.nadī.bandhe.prapāsu.ca./	Par9.39ab/.kUpa.KAwe.-tawa.A-banDe.nadI.-banDe.-prapAsu.ca./
   Par9.39cd/.pānīyeṣu.vipannānāṃ.prāyaś.cittaṃ.na.vidyate.//	Par9.39cd/.-pAnIya-izu.-vipannAnAM.prAya-S.cittaM.na.-vidyate.//
   Par9.40ab/.kūpa.khāte.taṭā.khāte.dīrgha.khāte.tathaiva..cca./	Par9.40ab/.kUpa.KAte.-tawa-a.KAte.-dIrGa-.KAte.-taTA-eva.-.cca./
   Par9.40cd/.anyeṣu.dharma.khāteṣu.prāyaś.cittaṃ.na.vidyate.//	Par9.40cd/.anya-izu.-Darma-.KAta-izu.-prAya-S.cittaM.na.-vidyate.//
   Par9.41ab/.veśma.dvāre.nivāseṣu.yo.naraḥ.khātaṃ.icchati./	Par9.41ab/.veSma.-dvAre.-nivAsa-izu.yo.naraH-.KAtaM.icCati./
   Par9.41cd/.sva.kārya.gṛha.khateṣu.prāyaś.cittaṃ.vinirdiśet.//	Par9.-41cd/.-su-a.-kArya.-gRha.-Kata-izu.-prAya-S.cittaM.vinirdiSa-it.//
   Par9.42ab/.niśi.bandha.niruddheṣu.sarpa.vyāghra.hateṣu.ca./	Par9.42ab/.-niSi.-banDa.-nirudDa-izu.-sarpa.-vyAGra.-hata-izu.ca./
   Par9.42cd/.agni.vidyud.vipannānāṃ.prāyaś.cittaṃ.na.vidyate.//	Par9.42cd/.agni.-vidyut-.-vipannAnAM.prAya-S.cittaM.na.-vidyate.//
   Par9.43ab/.grāma.ghāte.śara.ogheṇa.veśma.bhaṅgān.nipātane./	Par9.43ab/.-grAma.-GAte.-Sara-.aH-GeNa.-veSma.-BaFgAn-.nipAtane./
   Par9.43cd/.ativṛṣṭi.hatānāṃ.ca.prāyaś.cittaṃ.na.vidyate.//	Par9.43cd/.ativRzwi.-hatAnAn.ca.-prAya-S.cittaM.na.-vidyate.//
   Par9.44ab/.saṃgrāme.prahatānāṃ.ca.ye.dagdhā.veśmakeṣu.ca./	Par9.44ab/.-saMgrAme.-prahatAnAn.ca.ye.dagDA.-veSmaka-izu.ca./
   Par9.44cd/.dāva.agni.grāma.ghāteṣu.prāyaś.cittaṃ.na.vidyāte.//	Par9.44cd/.dO=-a.agni.-grAma.-GAta-izu.-prAya-S.cittaM.na.-vidyAte.//
   Par9.45ab/.yantritā.gauś.cikitsā.arthaṃ.mūḍha.garbha.vimocane./	Par9.45ab/.-yantritA.gOS.-cikitsA-.arTaM.mUXa-.garBa.-vimocane./
   Par9.45cd/.yatne.kṛte.vipadyeta.prāyaś.cittaṃ.na.vidvyate.//	Par9.45cd/.-yatne.-kRte.-vipadi-eta.-prAya-S.cittaM.na.-vid-vyate.//
   Par9.46ab/.vyāpannānāṃ.bahūnāṃ.ca.bandhane.rodhane.api.vā./	Par9.46ab/.-vyApannAnAM.-bahUnAn.ca.banDane.roDane.api.vA./
   Par9.46cd/.bhiṣan.mithyā.upacāre.ca.prāyaś.cittaṃ.vinirdiśet.//	Par9.46cd/.Bizan.miTyA.-upacAre.ca.-prAya-S.cittaM.vinirdiSa-it.//
   Par9.47ab/.go.vṛṣāṇāṃ.vipattau.ca.yāvantaḥ.prekṣakā.janāḥ./	Par9.47ab/.go.-vRzANAM.vipattO.-ca.yOvantaH.-prekzaka-a.-janAH./
   Par9.47cd/.anivārayatāṃ.teṣāṃ.sarveṣāṃ.pātakaṃ.bhavet.//	Par9.47cd/.anivArayatAn=-tezAM.sarvezAn.pAtakaM.Bavet.//
   Par9.48ab/.eko.hato.yair.bahubhiḥ.sametair.na.jñāyate.yasya.hato.abhighātāt./	Par9.48ab/.ekaH-.ha-to.yEH-.bahuBiH.sametEH-.na.jQAyate.yasi-a.-hataH-.aBiGAta-at./
   Par9.48cd/.divyena.teṣāṃ.upalabhya.hantā.nivartanīyo.nṛpa.samniyuktaiḥ.//	Par9.48cd/.-divyena.-tezAn.upalaBya.-hantA.-nivartanIyo.nRpa.-samni-yuktEH.//
   Par9.49ab/.ekā.ced.bahubhiḥ.kācid.daivād.vyāpāditā.yadi./	Par9.49ab/.ekA.-ced-.bahuBiH-.kAcid-.dA-evA-d.vyApAditA.-yadi./
   Par9.49cd/.pādaṃ.pādaṃ.tu.hatyāyāś.careyus.te.pṛthak.pṛthak.//	Par9.49cd/.-pAdaM.pAt-aM.tu.-hatyAyAS.-careyu-s.te.-pRTak.-pRTak.//
   Par9.50ab/.hate.tu.rudhiraṃ.dṛśyaṃ.vyādhi.grastaḥ.kṛśo.bhavet./	Par9.50ab/.hate.tu.ruDiraM.dRSyaM.-vyADi.-grastaH.-kRSo.Bavet./
   Par9.50cd/.lālā.bhavati.daṣṭeṣu.evaṃ.anveṣaṇaṃ.bhavet.//	Par9.50cd/.lAlA.-Bavati.-dazwa-izu.evaM.anvezaNaM.Bava-it.//
   Par9.51ab/.grāsa.arthaṃ.codito.vā.api.adhvānaṃ.na.eva.gacchati./	Par9.51ab/.grAsa-.arTaM.coditaH-.vA.api.a-DvAnaM.na-.eva.-gacCati./
   Par9.51cd/.manunā.ca.evaṃ.ekena.sarva.śāstrāṇi.jānatā.//	Par9.51cd/.-m-anunA.-ca.evaM.ekena.-sarva.SAstra-aNi.jAnatA.//
   Par9.52ab/.prāyaś.cittaṃ.tu.tena.uktaṃ.goghnaś.cāndrāyaṇaṃ.caret./	Par9.52ab/.-prAya-S.cittaM.tu.tena-.uktaM.go-Gna-S.cAndrAyaNan.caret./
   Par9.52cd/.keśānāṃ.rakṣaṇa.arthāya.dvi.guṇaṃ.vrataṃ.ācaret.//	Par9.52cd/.-keSAnAM.-rakzaNa-.arTa-aya.-dvi.guNaM.vrataM.A-caret.//
   Par9.53ab/.dvi.guṇe.vrata.ādiṣṭe.dvi.guṇā.dakṣiṇā.bhavet./	Par9.53ab/.dvi.guNe.vrata-.Adizwe.dvi.guNA.-dakziNA.-Bavet./
   Par9.53cd/.rājā.vā.rājaputro.vā.brāhmaṇo.vā.bahu.śrutaḥ.//	Par9.53cd/.-rAja-a.vA.-rAja-putraH-.vA.-brAhmaNaH-.vA.bahu.SrutaH.//
   Par9.54ab/.akṛtvā.vapanaṃ.tasya.prāyaś.cittaṃ.vinirdiśet./	Par9.54ab/.a-kRtvA.vapanaM.tasya.-prAya-S.cittaM.vinirdiSa-it./
   Par9.54cd/.sarvān.keśān.samuddhṛtya.chedayed.aṅgula.dvayaṃ.//	Par9.54cd/.-sarva-an-.keSAn.-samudDRtya.-Cedayet-.aFgula.-dvayaM.//
   Par9.55ab/.evaṃ.nārī.kumārīṇāṃ.śiraso.muṇḍanaṃ.smṛtaṃ./	Par9.55ab/.evaM.nArI.-kumArINAM.SirasaH-.muNxanaM.smRtaM./
   Par9.55cd/.na.striyāḥ.keśa.vapanaṃ.na.dūre.śayana.aśanaṃ.//	Par9.55cd/.na.-striyAH.keSa.vapanaM.na.dUre.-Sayana-.aSanaM.//
   Par9.56ab/.na.ca.goṣṭhe.vased.rātrau.na.divā.gā.anuvrajet./	Par9.56ab/.na.ca.-gozWe.vaset-.rAtrO.na.divA.gA.anuvrajet./
   Par9.56cd/.nadīṣu.saṃgame.caiva.araṇyeṣu.viśeṣataḥ.//	Par9.56cd/.-nadIzu.-saMgamet-ca-eva.araNya-izu.-viSezataH.//
   Par9.57ab/.na.strīṇāṃ.ajinaṃ.vāso.vrataṃ.eva.samācaret./	Par9.57ab/.na.-H-trINAM.ajinaM.vAsaH-.vrataM.eva.-samAcaret./
   Par9.57cd/.tri.saṃdhyaṃ.snānaṃ.ity.uktaṃ.surāṇāṃ.arcanaṃ.tathā.//	Par9.57cd/.-tri.saMDyaM.snAnaM.iti-.uktaM.surANAM.arcanan=-taTA.//
   Par9.58ab/.bandhu.madhye.vrataṃ.tāsāṃ.kṛcchra.cāndrāyaṇa.ādikaṃ./	Par9.58ab/.banDu.-maDye.vrataM.tAsAM.kRcCra.cAndrAyaNa.Adi-kaM./
