   Adhyaya 4, Pada 1	ADyayaH 4, Pada 1
   ... tat kena mānena mokṣarūpaṃ pradṛśyate // MAnuv_4,2.24ab //	... tat kena mAnena mokza-rUpam pradRSyate // Ma-anuv_4,2.24aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   pradarśyate paraṃ prati jinena /	pradarSyate param prati jinena /
   yadapyanantacatuṣyayāvāptirmuktasyocyate jinena /	yat-api-ananta-catuzyayA-avAptiH-muktasya-ucyate jinena /
   tathāpi sā sampratipannatvānnānūditā nāpi dūṣitā /	taTA-api sA sampratipanna-tvAt-na-anUditA na-api dUzitAH /
   kathamuktamokṣasvarūpamaprāmāṇikamiti cet /	kaTam-ukta-mokza-svarUpam-aprAmANikam-iti ced /
   na tāvadatra pratyakṣamasti nāpi āgamaḥ /	na tAvat-atra pratyakzam-asti na-api AgamaH /
   tadīyāgamasyāsmābhiranaṅgīkārāt /	tadIya-Agamasya-asmABiH-anaFgIkArAt /
   vedādeśca pareṇānaṅgīkṛtatvāt /	veda-AdeH-ca pareNa-anaFgIkRta-tvAt /
   ataḥ kevalaṃ kiñcidanumānaṃ vaktavyaṃ tatrāha- gatiriti //	atas kevalam kiQcid-anumAnam vaktavyam tatra-aha gatiH-iti //
   gatirūrdhvā ca duḥkhetā gatitvāllaukikī yathā /	gatiH-UrDvA ca duHKetA gati-tvAt-lOkikI yaTA /
   ityukte cānumānaikaśaraṇasya kimuttaram // MAnuv_4,2.24c-f //	iti-ukte ca-anumAna-eka-SaraNasya kim-uttaram // Ma-anuv_4,2.24c-f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   caśabdo 'nuktasamuccayārthaḥ /	caSabdaH anukta-samuccaya-arTaH /
   tena vipratipanneti pratijñāyāṃ siddhayati /	tena vipratipannA-iti pratijQAyAm sidDayati /
   hetau ca cetanāśriteti /	hetO ca cetanA-ASritA-iti /
   tenācetanagatau bādho, devadattagatau siddhārthatvaṃ, acetanagatau	tena-acetana-gatO bADo, devadatta-gatO sidDArTa-tvaM, acetana-gatO
   vyabhicāraśca na sambhavati /	vyaBicAraH-ca na samBavati /
   duḥkhenetā prāptā duḥkhetā /	duHKenetA prAptA duHKetAH /
   prāptiśca na sādhyasādhanabhāvalakṣaṇā /	prAptiH-ca na sADya-sADana-BAva-lakzaNAH /
   tathā sati devadattasya sukhārthāyāṃ mandagatau vyabhicārāpātāt /	taTA sati devadattasya suKa-arTAyAm manda-gatO vyaBicAra-ApAtAt /
   dūratvasya cāniyatatvāt /	dUra-tvasya ca-aniyata-tvAt /
   tīvratvasyāpyapariniṣṭhitatvāt /	tIvra-tvasya-api-aparinizWita-tvAt /
   kiṃ tarhi samānakālīnena duḥkhena sahaikādhikaraṇatvalakṣaṇā /	kim tarhi samAna-kAlInena duHKena saha-eka-aDikaraNa-tva-lakzaNA /
   kadāciddevadattaḥ duḥkhena vināpi gacchati tatra vyabhicāra iti cenna /	kadAcid-devadattaH duHKena vinA-api gacCati tatra vyaBicAraH iti ced-na /
   devadattasya kadāpi nirduḥkhatāyā anaṅgīkārāt /	devadattasya kadApi nirduHKa-tAyAH anaFgIkArAt /
   ādhyātmikādiṣvanyatamena mahatālpena vāyaṃ khalu sadā saṃvalitaḥ /	ADyAtmika-Adizu-anyatamena mahatA-alpena vA-ayam Kalu sadA saMvalitaH /
   cetanaśabdena jāgrato 'bhidhānānna suptagatau vyabhicāraḥ /	cetana-Sabdena jAgrataH aBiDAnAt-na supta-gatO vyaBicAraH /
   sukhārthāpi gatiralpaṃ duḥkhamutpādayatītyabhyupagamya duḥkhasādhanatvaṃ	suKa-arTA-api gatiH-alpam duHKam-utpAdayati-iti-aByupagamya duHKa-sADana-tvam
   vā sādhyam /	vA sADyam /
   laukikī devadattādigatiḥ /	lOkikI devadatta-Adi-gatiH /
   iti ca pratyanumāne kenacidukte, ekaṃ ca taccharaṇaṃ caikaśaraṇaṃ	iti ca pratyanumAne kenacid-ukte, ekam ca tat-SaraNam ca-eka-SaraNam
   anumānamekaśaraṇaṃ yasyāsau tathoktaḥ /	anumAnam-eka-SaraNam yasya-asO taTA-uktaH /
   anyathā pūrvakālaiketyekaśabdasya pūrvanipātaḥ syāt /	anyaTA pUrva-kAla-eka-iti-eka-Sabdasya pUrva-nipAtaH syAt /
   pratyanumānasyottaraṃ śaṅkate- anūrdhveti //	pratyanumAnasya-uttaram SaFkate anUrDva-iti //
   anūrdhvagatitā tatra yadyupādhiḥ ... // MAnuv_4,2.25ab //	anUrDva-gati-tA tatra yadi-upADiH ... // Ma-anuv_4,2.25aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tatra devadattagaterduḥkhatatve 'nūrdhvatāviśiṣyaṃ gatitvaṃ prayojakaṃ na	tatra devadatta-gateH-duHKa-ta-tve anUrDva-tA-viSizyam gati-tvam prayojakam na
   gatitvamātramiti yadi brūyādityarthaḥ /	gati-tva-mAtram-iti yadi brUyAt-iti-arTaH /
   pakṣetaro 'yaṃ kasmācchaṅkita iti ce(t)nna /	pakzetaraH ayam kasmAt-SaFkitaH iti ce(t)t-na /
   lakṣaṇasampattau tadupādhitvasyoktatvāt /	lakzaNa-sampattO tad-upADi-tvasya-ukta-tvAt /
   nirākaroti- khagasyeti //	nirAkaroti Kagasya-iti //
   ... khagasya ca /	... Kagasya ca /
   dūrordhvagamane duḥkhamiti sādhyānugo na saḥ // MAnuv_4,2.25b-d //	dUra-UrDva-gamane duHKam-iti sADya-anugaH na saH // MA-anuv_4,2.25b-D //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tadā vadāma ityādāvupaskartavyam /	tadA vadAmaH iti-AdO=-upaskartavyam /
   khagasya pārāvatāderdūrodhvargamane ca duḥkhamastīti hetoḥ sa upādhiḥ	Kagasya pArAvata-AdeH-dUra-uDvargamane ca duHKam-asti-iti hetoH saH upADiH
   sādhyānugaḥ sādhyavyāpako na bhavatītyato 'nupādhiḥ /	sADya-anugaH sADya-vyApakaH na Bavati-iti-atas anupADiH /
   idamuktaṃ bhavati /	idam-uktam Bavati /
   kimayaṃ kevalasādhyavyāpako 'bhimataḥ kiṃ vā	kim-ayam kevala-sADya-vyApakaH aBimataH kim vA
   sādhanāvacchinnasādhyavyāpakaḥ /	sADana-avacCinna-sADya-vyApakaH /
   na prathamaḥ /	na praTamaH /
   adharme sādhyasadbhāve 'pyanūrdhvatāviśiṣyagatitvasyābhāvena	aDarme sADya-sadBAve api-anUrDva-tA-viSizya-gati-tvasya-aBAvena
   sādhyāvyāpakatvāt /	sADya-avyApaka-tvAt /
   na dvitīyaḥ /	na dvitIyaH /
   khagasya dūrordhvagatau gatitvāvacchinne duḥkhetatve	Kagasya dUra-UrDva-gatO gati-tva-avacCinne duHKetatve
   satyapyanūdhvargatitvasyābhāvāt /	sati-api-anUDvargati-tvasya-aBAvAt /
   anenordhvagatitvābhāvo 'nūrdhvagatitvaṃ kevalasādhye upādhirityapi	anena-UrDva-gati-tva-aBAvaH anUrDva-gati-tvam kevala-sADye upADiH-iti-api
   prayuktamiti /	prayuktam-iti /
   dūragrahaṇaṃ khagasya duḥkhaṃ vyañjayitum /	dUra-grahaNam Kagasya duHKam vyaQjayitum /
   tadā hi tasminduḥkhakāryāṇi dṛśyante /	tadA hi tasmin-duHKa-kAryANi dRSyante /
   pratyāgamanasamayavartiduḥkhakāryāṇi tānīti cenna /	pratyAgamana-samaya-varti-duHKa-kAryANi tAni-iti ced-na /
   ūrdhvaṃ gacchatyeva taddarśanāt /	UrDvam gacCati-eva tad-darSanAt /
   mā bhūdayamupādhiḥ śarīravṛttitvaṃ tu bhaviṣyati /	mA BUt-ayam-upADiH SarIra-vRtti-tvam tu Bavizyati /
   devadattagatau yadduḥkhetattvaṃ tatra na gatitvaṃ prayojakaṃ kiṃ nāma	devadatta-gatO yat-duHKe-tattvam tatra na gati-tvam prayojakam kim nAma
   śarīravṛttitvam /	SarIra-vRtti-tvam /
   na cedaṃ sādhyāvyāpakam /	na ca-idam sADya-avyApakam /
   yadduḥkhetaṃ taccharīrivṛttītyasya vyabhicārādarśanādityataḥ	yat-duHKetam tat-SarIri-vRtti-iti-asya vyaBicAra-adarSanAt-iti-ataH
   sarvopādhisādhāraṇaṃ dūṣaṇamāha- pratisādhaneti //	sarva-upADi-sADAraNam dUzaNam-Aha pratisADana-iti //
   pratisādhanarūpasya nānumānasya dūṣaṇam /	pratisADana-rUpasya na-anumAnasya dUzaNam /
   upādhiḥ ... // MAnuv_4,2.26a-c //	upADiH ... // Ma-anuv_4,2.26a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   jinoktānumānānāṃ pratisādhanaṃ khalvasmābhirupanyastam /	jina-ukta-anumAnAnAm pratisADanam Kalu-asmABiH-upanyastam /
   pratisādhanarūpasyānumānasya copādhirna dūṣaṇam /	pratisADana-rUpasya-anumAnasya ca-upADiH-na dUzaNam /
   ato 'tropādhyudbhāvanamevāsaṅgataṃ kiṃ taddūṣaṇagaveṣaṇena /	atas atra-upADi-udBAvanam-eva-asaFgatam kim tad-dUzaNa-gavezaNena /
   pūrvopādhestvaṅgīkāreṇa dūṣaṇamabhihitamiti /	pUrva-upADeH-tu-aFgIkAreNa dUzaNam-aBihitam-iti /
   kuto netyata āha- pratirūpaṃ hīti //	kutas na-iti-atas Aha pratirUpam hi-iti //
   ... pratirūpaṃ hi sādhanaṃ tannacāparam // MAnuv_4,2.26cd //	... pratirUpam hi sADanam tat-na-ca-aparam // MA-anuv_4,2.26cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yadupādhirnāma dūṣaṇaṃ tatpratirūpaṃ sādhanaṃ na tvanaikāntyādikam /	yadupADiH-nAma dUzaNam tad-pratirUpam sADanam na tvanEkAnti-Adikam /
   hiśabdo yasmādityarthe /	hi-SabdaH yasmAt-iti-arTe /
   etaduktaṃ bhavati /	etat-uktam Bavati /
   upādhistāvatpratipakṣonnāyakaḥ netarasthā dūṣaṇam /	upADiH-tAvat-pratipakza-unnAyakaH na-itara-sTA dUzaNam /
   tataḥ pratipakṣasyopādhimudbhāvayatā pratipakṣa evodbhāvito bhavati /	tatas pratipakzasya-upADim-udBAvayatA pratipakzaH eva-udBAvitaH Bavati /
   pratipakṣaśca sādhanāya pravṛttaṃ pratibadhnāti na punaḥ kiñcitsādhayati /	pratipakzaH-ca sADanAya pravRttam pratibaDnAti na punar kiQcid-sADayati /
   prathamenaiva pratibaddhatvāt /	praTamena-eva pratibadDa-tvAt /
   ataḥ pratipakṣasya pratipakṣo 'kiñcitkaratvānna dūṣaṇam /	atas pratipakzasya pratipakzaH akiQcitkara-tvAt-na dUzaNam /
   ata evopādhirapīti /	atas eva-upADiH-api-iti /
   nanu pakṣādipravibhāgottarakālamupādhiḥ pratipakṣasyonnāyako bhavatyeva /	nanu pakza-Adi-praviBAga-uttara-kAlam-upADiH pratipakzasya-unnAyakaH Bavati-eva /
   prāktu tato 'vyāpterunnāyakaḥ /	prAk-tu tatas avyApteH-unnAyakaH /
   atastadapekṣayā śarīra(ri)vṛttitvamupādhirbhavatvityato 'bhyupagamya	atas-tad-apekzayA SarIra-(ri)vRtti-tvam-upADiH-Bavatu-iti-atas aByupagamya
   dūṣayati- athāpīti //	dUzayati aTa-api-iti //
   athāpi saśarīratvaṃ cātropādhirna vai bhavet // MAnuv_4,2.27ab //	aTa-api sa-SarIra-tvam ca-atra-upADiH-na vE Bavet // Ma-anuv_4,2.27aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yadi kayācidvivakṣayā pratipakṣasyāpyupādhirucyate tathāpi saśarīratvaṃ	yadi kayAcid-vivakzayA pratipakzasya-api-upADiH-ucyate taTA-api sa-SarIra-tvam
   śarīreṇa saha vartamānatvaṃ śarīrasamānāśrayatvaṃ śarīra(ri)vṛttitvamiti	SarIreNa saha vartamAna-tvam SarIra-samAna-ASraya-tvam SarIra-(ri)vRtti-tvam-iti
   yāvat /	yAvat /
   na kevalamanūrdhvagatitvamiti caśabdaḥ /	na kevala-m-anUrDva-gati-tvam-iti caSabdaH /
   atrāsmaduktānumāne /	atra-asmad-ukta-anumAne /
   vaiśabdo 'vadhāraṇe /	vESabdaH avaDAraNe /
   kuto na bhavedityata āha- gatitvamiti //	kutas na Bavet-iti-atas Aha gati-tvam-iti //
   gatitvaṃ yatra dehitvamiti yat sādhanānugam // MAnuv_4,2.27cd //	gati-tvam yatra dehi-tvam-iti yat sADana-anugam // MA-anuv_4,2.27cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yatra gatitvaṃ viśiṣyaṃ tatra dehitvaṃ dehena sambandhaḥ pūrvoktaḥ	yatra gati-tvam viSizyam tatra dehi-tvam dehena sambanDaH pUrva-uktaH
   dehivṛttitvamiti yāvat /	dehi-vRtti-tvam-iti yAvat /
   iti prakāreṇa śarīra(ri)vṛttitvaṃ sādhanānugaṃ sādhanasya	iti prakAreNa SarIra-(ri)-vRtti-tvam sADana-anugam sADanasya
   viśiṣyagatitvasya vyāpakaṃ yadyasmādityarthaḥ /	viSizya-gati-tvasya vyApakam yadi-asmAt-iti-arTaH /
   syādetat /	syAt-etat /
   yatkiñcidgatipakṣīkāre bādhādiprasaṅgāt muktānāṃ gatiḥ pakṣīkaraṇīyā /	yat-kiQcit-gati-pakzIkAre bADa-Adi-prasaFgAt muktAnAm gatiH pakzIkaraNIyA /
   tasyā duḥkhetatvasādhane bhavatāmapasiddhāntaḥ syāt /	tasyAH duHKeta-tva-sADane BavatAm-apasidDAntaH syAt /
   bhavadbhirapi muktānāṃ nirduḥkhatvasyābhyupagatatvāt /	BavadBiH-api muktAnAm nirduHKa-tvasya-aByupagata-tvAt /
   tathā yā gatiḥ sā duḥkheteti vyāptiṃ vadatā īśvarasyāpi	taTA yA gatiH sA duHKeta-iti vyAptim vadatA ISvarasya-api
   duḥkhamaṅgīkaraṇīyam /	duHKam-aFgIkaraNIyam /
   anyathā tatra vyabhicārāpatteḥ /	anyaTA tatra vyaBicAra-ApatteH /
   tato 'pyapasiddhānta eva /	tatas api-apasidDAntaH eva /
   śarīra(ri)vṛttitvasya sādhanavyāpakatāṅgīkāre gatimattvādīśvarasyāpi	SarIra-(ri)-vRtti-tvasya sADana-vyApaka-tA-aFgIkAre gatimat-tvAt-ISvarasya-api
   śarīritvamaṅgīkāryam /	SarIri-tvam-aFgI-kAryam /
   tataścāpasiddhānta evetyata āha- āgameti //	tatas-ca-apasidDAntaH eva-iti-atas Aha Agama-iti //
   āgamānanusāritve prasaṅgo 'yaṃ yatastataḥ /	AgamAn-anusAri-tve prasaFgaH ayam yatas-tatas /
   nāpasiddhāntatā doṣaḥ ... // MAnuv_4,2.28a-c //	na-apasidDAnta-tA dozaH ... // Ma-anuv_4,2.28a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yato vedādikamāgamamanusṛtya mokṣasvarūpānumāne 'tiprasaṅgo	yatas veda-Adikam-Agamam-anusRtya mokza-svarUpa-anumAne ati-prasaFgaH-
   'yamasmābhiruktaḥ yadi vedādinirapekṣastvamevamanumimīṣe tadaivamapi	ayam-asmABiH-uktaH yadi veda-Adi-nirapekzaH-tvam-evam-anumimIze tadA-evam-api
   kasmānnānuminuyā iti /	kasmAt-na-anuminuyAH iti /
   tataḥ kāraṇādapasiddhāntatādoṣo na bhavati /	tatas kAraNAt-apasidDa-anta-tA-dozaH na Bavati /
   prasaṅge 'pyapasiddhāntamudbhāvayantaṃ bodhayitumāha- prasaṅga iti //	prasaFge api-apasidDAntam-udBAvayantam boDayitum-Aha prasaFgaH iti //
   ... prasaṅge yadi sā bhavet /	... prasaFge yadi sA Bavet /
   tadaivātiprasaṅgaḥ syān ... // MAnuv_4,2.28de //	tadA-eva-atiprasaFgaH syAt ... // MA-anuv_4,2.28de //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sā apasiddhāntatā /	sA apasidDAnta-tA /
   bhaveddoṣa iti śeṣaḥ /	Bavet-dozaH iti SezaH /
   kathamatiprasaṅga ityata āha- neti //	kaTam-atiprasaFgaH iti-atas Aha na-iti //
   ... na pasaṅgaḥ kvacid bhavet // MAnuv_4,2.28f //	... na pasaFgaH kvacid Bavet // Ma-anuv_4,2.28f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   itiśabdo 'trānte 'dhyāhāryaḥ /	iti-SabdaH atra-ante aDyAhAryaH /
   sarveṣvapi prasaṅgeṣvapasiddhāntasya kathañcidudbhāvayituṃ śakyatvāditi	sarvezu-api prasaFgezu-apasidDAntasya kaTaQcid-udBAvayitum Sakya-tvAt-iti
   bhāvaḥ /	BAvaH /
   etena muktānāṃ satatordhvagatiḥ siddhā cedbādho 'nyathā'śrayāsiddhirityapi	etena muktAnAm satata-UrDva-gatiH sidDA ced-bADaH anyaTA-aSraya-asidDiH-iti-api
   parāstam /	parAH-tam /
   parasiddhāśraye pratipakṣasya prasañjanāt /	para-sidDa-ASraye pratipakzasya prasaQjanAt /
   upādhyantaramāśaṅkate- loketi //	upADi-antaram-ASaFkate loka-iti //
   lokākāśagatitvaṃ cedupādhiḥ ... // MAnuv_4,2.29ab //	loka-AkASa-gati-tvam ced-upADiH ... // Ma-anuv_4,2.29aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   atra lokākāśasambandhitvamevopādhiḥ /	atra loka-AkASa-sambanDi-tvam-eva-upADiH /
   sādhyavyāpakatvāt /	sADya-vyApaka-tvAt /
   gatitvaṃ tu svarūpakathanam /	gati-tvam tu svarUpa-kaTanam /
   dūṣayati- sādhaneti //	dUzayati sADana-iti //
   ... sādhanānugaḥ /	... sADana-anugaH /
   so 'pītyukte vadet kiṃ sa ... // MAnuv_4,2.29bc //	saH api-iti-ukte vadet kim sa ... // Ma-anuv_4,2.29bc //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yā gatiḥ sā lokākāśasambandhinīti so 'pyupādhiḥ sādhanamanugacchati	yA gatiH sA loka-AkASa-sambanDinI-iti saH api-upADiH sADanam-anugacCati
   vyāpnoti /	vyApnoti /
   muktagatāvupādherabhāvānneti cenna /	mukta-gatO=-upADeH-aBAvAt-na-iti ced-na /
   tatrāpi gatitvena tatsādhanam /	tatra-api gati-tvena tad-sADanam /
   etena śarīrivṛttitvasyāpi sādhanavyāpakatvaṃ samarthitaṃ veditavyam /	etena SarIri-vRtti-tvasya-api sADana-vyApaka-tvam samarTitam veditavyam /
   tadidamuktaṃ ityukte vadetkiṃ sa iti /	tat-idam-uktam iti-ukte vadet-kim saH iti /
   svābhimate mokṣe pramāṇamupadaśaryannupasaṃharati- tasmāditi //	sva-aBimate mokze pramANam-upada-Saryan=-upasaMharati tasmAt-iti //
   ... tasmād vedodito bhavet // MAnuv_4,2.29d //	... tasmAt veda-uditaH Bavet // MA-anuv_4,2.29d //
   mokṣa ... // MAnuv_4,2.30a //	mokzaH ... // Ma-anuv_4,2.30aH //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   jinokte mokṣasvarūpe pramāṇābhāvāt /	jina-ukte mokza-svarUpe pramANa-aBAvAt /
   uktadoṣātideśena bauddhektamapi mokṣaṃ dūṣayati- evamiti //	ukta-doza-atideSena bOdDektam-api mokzam dUzayati evam-iti //
   ... evaṃ svayaṃ viṣṇuryadyapīśo hyaśeṣavit // MAnuv_4,2.30ab //	... evam svayam vizNuH-yadi-api-ISaH hi-aSeza-vid // Ma-anuv_4,2.30aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   cakāra saugatamataṃ mohāyaiva cakāra yat // MAnuv_4,2.30cd //	cakAra sOgata-matam mohAya-eva cakAra yat // Ma-anuv_4,2.30cd //
   asurāṇāmayogyānāṃ vedamārge pravartatām /	asurANAm-ayogyAnAm vedamArge pravartatAm /
   ato 'surādhikāratvānna grāhyaṃ tanmataṃ kvacit // MAnuv_4,2.31 //	atas asura-aDikAra-tvAt-na grAhyam tat-matam kvacid // Ma-anuv_4,2.31 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yathāprāmāṇikatvājjainamataṃ na grāhyamevaṃ tanmataṃ saugatamatamapi	yaTAprAmANika-tvAt-jEnamatam na grAhyam-evam tat-matam sOgata-matam-api
   kvacid grāhyaṃ na bhavati /	kvacid grAhyam na Bavati /
   nanu paramāptena buddharūpeṇa(piṇā) viṣṇunā kṛtamidaṃ kathaṃ na	nanu parama-Aptena budDa-rUpeNa(piNA) vizNunA kRtam-idam kaTam na
   grāhyamityata uktam- svayamiti //	grAhyam-iti-atas uktam svayam-iti //
   yadyapi saugatamataṃ svayaṃ viṣṇuścakāra tathāpi na grāhyamiti sambandhaḥ	yadi-api sOgata-matam svayam vizNuH-cakAra taTA-api na grAhyam-iti sambanDaH
   īśa iti karaṇapāṭavamabhyupaiti /	ISaH iti karaNa-pAwavam-aByupEti /
   aśeṣaviditi tattvajñānam /	aSeza-vid-iti tattva-jQAnam /
   abhyupagame kāraṇaṃ pramāṇaprasiddhiṃ hiśabdenāha /	aByupagame kAraNam pramANa-prasidDim hi-Sabdena-Aha /
   tarhi kuto na grāhyamityata uktam- mohāyaiveti //	tarhi kutas na grAhyam-iti-atas uktam mohAya-eva-iti //
   yadyasmādasurāṇāṃ mohāyaiva taccakāra /	yadi-asmAt-asurANAm mohAya-eva tat-cakAra /
   ato 'surādhikāratvānna grāhyam /	atas asura-aDikAra-tvAt-na grAhyam /
   adhikriyante 'sminnityadhikāraḥ /	aDikriyante asmin=-iti-aDikAraH /
   asurāṇāmadhikāro 'surādhikārastasya bhāvastattvaṃ tasmāt /	asurANAm-aDikAraH asura-aDikAraH-tasya BAvaH-tattvam tasmAt /
   asurāḥ kuto mohanīyā ityata uktam- ayogyānāmiti //	asurAH kutas mohanIyAH iti-atas uktam ayogyAnAm-iti //
   vedamārga iti pūrveṇottareṇa ca sambaddhayate /	vedamArgaH iti pUrveNa-uttareNa ca sambadDayate /
   etaduktaṃ bhavati /	etat-uktam Bavati /
   yadyapi bhagavānbuddhaḥ paṭukaraṇastattvajñānavāṃśca śrutyādisiddhaḥ /	yadi-api BagavAn-budDaH pawu-karaNaH-tattva-jQAnavAn=-ca Sruti-Adi-sidDaH /
   granthakaraṇādeva vivakṣuśca /	granTa-karaNAt-eva vivakzuH-ca /
   naitāvatāpyāptaḥ /	na-etAvatA-api-a-AptaH /
   vipralambhakatvāt /	vipralamBaka-tvAt /
   yathoktam"tataḥ kalau sampravṛtte saṃmohāya suradviṣām /	yaTA-uktam-"tataH kalO sampravRtte saMmohAya sura-dvizAm /
   buddho nāmnā jinasutaḥ kīkaṭeṣu bhaviṣyati'; iti /	budDaH nAmnA jinasutaH kIkawezu Bavizyati-a; iti /
   atastaduktaṃ mokṣasvarūpaṃ heyameveti /	atas-tat-uktam mokza-svarUpam heyam-eva-iti /
   evaṃ sāmānyato dūṣitaṃ bauddhamataṃ viśeṣato nirākartuṃ tadbhedānāha-	evam sAmAnyatas dUzitam bOdDa-matam viSezataH nirAkartum tad-BedAn-Aha-
   caturiti //	catur-iti //
   catuṣprakāraṃ taccoktaṃ ... // MAnuv_4,2.32a //	catuzprakAram tat-ca-uktam ... // Ma-anuv_4,2.32aH //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vyākhyātṛmatibhedāditi bhāvaḥ /	vyAKyAtR-mati-BedAt-iti BAvaH /
   kathamityata āha- śūnyamiti //	kaTam-iti-atas Aha SUnyam-iti //
   ... śūnyaṃ vijñānamekalam /	... SUnyam vijQAnam-ekalam /
   anumeyabahistattvaṃ tathā pratyakṣabāhyagam // MAnuv_4,2.32b-d //	anumeya-bahis-tattvam taTA pratyakza-bAhya-gam // MA-anuv_4,2.32b-d //
   iti ... // MAnuv_4,2.33a //	iti ... // Ma-anuv_4,2.33aH //
   *12,156f.*	*12,156f.*
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ekalamadvitīyaṃ śūnyameva tattvamityekaṃ matam /	ekalama-dvitIyam SUnyam-eva tattvam-iti-ekam matam /
   ekaṃ vijñānameva tattvamityaparam /	ekam vijQAnam-eva tattvam-iti-aparam /
   anumeyaṃ bahistattvaṃ jñanāvyatiriktaṃ yasmiṃstattathoktam /	anumeyam bahis-tattvam jQana-avI-atiriktam yasmin=-tat-taTA-uktam /
   astyeva jñānavyatiriktamapi tattvaṃ kiṃ tu tadanumeyamiti	asti-eva jQAna-vyatiriktam-api tattvam kim tu tad-anumeyam-iti
   sautrāntikamatamanyadityarthaḥ /	sOtra-antika-matam-anyat-iti-arTaH /
   tathāśabdaḥ samuccayārthaḥ /	taTA-SabdaH samuccaya-arTaH /
   pratyakṣaṃ bāhyagaṃ yasmiṃstadvaibhāṣikamataṃ caikamityevaṃ	pratyakzam bAhya-gam yasmin=-tad-vEBAzika-matam ca-ekam-iti-evam
   catuṣprakāramiti /	catuzprakAram-iti /
   eteṣu śūnyavādino 'titāmasāḥ /	etezu SUnya-vAdinaH ati-tAmasAH /
   pramitasakalavastvapalāpāt /	pramita-sakala-vastu-apalApAt /
   tato jyāyāṃso vijñānavādinaḥ /	tatas jyAyAMsaH vijQAna-vAdinaH /
   rūpādyapalāpe 'pi vijñānamātrāṅgīkārāt /	rUpa-Adi-apalApe api vijQAna-mAtra-aFgIkArAt /
   tataḥ sautrāntikā bāhyārthābhyupagamāt /	tatas sOtra-antikAH bAhya-arTa-aByupagamAt /
   tasya cānumeyatvābhyupagamena vaibhāṣikebhyaḥ kaṣṭāḥ /	tasya ca-anumeya-tva-aByupagamena vEBAzikeByaH kazwAH /
   tato vaibhāṣikāḥ /	tatas vEBAzikAH /
   bāhyārthamabhyupagamya tasya yathāyathaṃ	bAhya-arTam-aByupagamya tasya yaTAyaTam
   pratyakṣādigamyatābhyupagamādityetajjñāpayitumanena krameṇoddeśaḥ kṛtaḥ /	pratyakza-Adi-gamyatA-aByupagamAt-iti-etat-jQApayitum-anena krameNa-uddeSaH kRtaH /
   tatra śūnyavādyuktaṃ mokṣamanuvadati- tatreti //	tatra SUnya-vAdI-uktam mokzam-anuvadati tatra-iti //
   ... tatra tu ye śūnyaṃ vadantyajñānamohitaḥ /	... tatra tu ye SUnyam vadanti-ajQAna-mohitaH /
   te mokṣaṃ tādṛśaṃ brūyurniśśaṅkaṃ māyino yathā // MAnuv_4,2.33a-d //	te mokzam tAdRSam brUyuH-niSSaFkam mAyinaH yaTA // Ma-anuv_4,2.33a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   teṣu caturṣu /	tezu caturzu /
   ye śūnyameva tattvaṃ vadanti te māyinā yathābhūtaṃ mokṣamācakṣate	ye SUnyam-eva tattvam vadanti te mAyinA yaTABUtam mokzam-Acakzate
   tādṛśameva brūyuḥ /	tAdRSam-eva brUyuH /
   iyāṃstu viśeṣaḥ /	iyAn=-tu viSezaH /
   māyino vedaḥ pramāṇamityabhimānāt"paramaṃ sāmyamupaiti'"so 'śnute	mAyinaH vedaH pramANam-iti-aBimAnAt"paramam sAmyam-upEti-a"saH aSnute
   sarvānkāmān'; ityādervedācchaṅkamānāstasyānyathāvyākhyānaṃ vidhāya	sarvAn-kAmAn-a; iti-AdeH-vedAt-SaFkamAnAH-tasya-anyaTAvyAKyAnam viDAya
   svābhimataṃ mokṣaṃ pratipādayanti /	sva-aBimatam mokzam pratipAdayanti /
   tamoguṇo lakṣyate /	tamaH-guNaH lakzyate /
   ajñānakāraṇatvāt /	ajQAna-kAraNa-tvAt /
   "pramādamohau tamaso bhavato 'jñānameva ca'; iti vacanāt /	"pramAda-mohO tamasaH BavataH ajQAnam-eva ca-a; iti vacanAt /
   tena mohitāḥ /	tena mohitAH /
