   śrīḥ //	SrIH //
   svargasya sādhyatvasthitau yāgasyaiva sādhanatvenānvayāt /	svargasya sADya-tva-sTitO yAgasya-eva sADana-tvena-anvayAt /
   kālavyavadhānānnaitannirvahatīti cet- yathā nirvahati, śrutānurodhena	kAla-vyavaDAnAt-na-etat-nirvahati-iti cet yaTA nirvahati, Sruta-anuroDena
   tathā kalpyatām (267) /	taTA kalpyatAm (267) /
   "vyāpāradvārā kathañcit syāt /	"vyApAra-dvArA kaTaQcid syAt /
   na tu bhinnakālayorvyāpāravyāpāribhāvaḥ /	na tu Binna-kAlayoH-vyApAra-vyApAriBAvaH /
   kāraṇatvañca vyāpāreṇa yujyate /	kAraNa-tvaQca vyApAreNa yujyate /
   avyavadhānena pūrvakālaniyamśca tattvam /	avyavaDAnena pUrva-kAla-niyamH-ca tattvam /
   anyathātiprasaṅgā'diti cet- na- pūrvabhāvaniyamamātrasya kāraṇatvāt /	anyaTA-ati-prasaFgA-aditi cet na pUrva-BAva-niyama-mAtrasya kAraNa-tvAt /
   kāryānuguṇāvāntarakāryasyaiva vyāpāratvāt /	kArya-anuguNa-avAntara-kAryasya-eva vyApAra-tvAt /
   kṛṣicikitsādau bahulaṃ tathā vyavahārāt /	kRzi-cikitsA-AdO bahulam taTA vyavahArAt /
   lākṣaṇiko 'sāviti cenna- mukhyārthatve virodhābhāvāt /	lAkzaNikaH asO=-iti ca-id-na muKya-arTa-tve viroDa-aBAvAt /
   astu tarhi putreṇa hate brahmaṇi ciradhvastasya	astu tarhi putreNa hate brahmaNi ciraDvastasya
   pitustamavāntaravyāpārīkṛtya kartṛtvam /	pituH-tam-avAntara-vyApArIkRtya kartR-tvam /
   tathāca lokayātrāviplava iti cet- na- satyapi sute kadācittadakaraṇāt	taTA-ca lokayAtrA-viplavaH iti cet na sati-api sute kadAcid-tad-akaraNAt
   tasminnasatyapi kadācitkāraṇādanirvāhakatayā tasya vyāpāratvāyogāt /	tasmin=-asati-api kadAcid-kAraNAt-anirvAhaka-tayA tasya vyApAra-tva-ayogAt /
   yaṃ janayitvaiva hi yaṃ prati yasya pūrvabhāvanirvāhaḥ sa eva taṃ prati	yam janayitvA-eva hi yam prati yasya pUrva-BAva-nirvAhaH saH eva tam prati
   tasya vyāpāro nāparaḥ /	tasya vyApAraH na-aparaH /
   yathānubhavasya smaraṇaṃ prati saṃskāraḥ /	yaTA-anuBavasya smaraNam prati saMskAraH /
   tasya hyanvayavyatirekānuvidhāne siddhe tadanyathānupapatyā saṃskāraḥ	tasya hi-anvaya-vyatireka-anuviDAne sidDe tad-anyaTA-anupapatyA saMskAraH
   kalpyate, na tvanyathā- tathehāpi /	kalpyate, na tu-anyaTA taTA-iha-api /
   na cedevam, tavāpi brahmabhiduraśaravimokasamasamayahatasya hantṛtvaṃ na	na ced-evam, tava-api brahma-Bidura-Sara-vimoka-sama-samaya-hatasya hantR-tvam na
   syāt /	syAt /
   syācca svaniveśanaśayānasya tatpituriti /	syAt-ca sva-niveSana-SayAnasya tad-pituH-iti /
   etenobhayaṃ neti nirastam //	etena-uBayam na-iti nirastam //
   [ku.5.668] astu tarhi kriyādharma eva kāryatvaṃ vidhiḥ /	[ku.5.668] astu tarhi kriyA-DarmaH eva kAryatvam viDiH /
   sarvohi kartavyametaditi pratyeti /	sarvaH-hi kartavyam-etat-iti pratyeti /
   tataḥ kuryāmiti saṅkalpya pravartate iti cet- na- kartavyaṃ mayeti	tatas kuryAm-iti saFkalpya pravartate iti cet na kartavyam mayA-iti
   kṛtyadhyavasāyārtho vā syāt, kartavyaṃ mayetyucitārtho vā syāta? tatra	kRtI-aDyavasAya-arTaH vA syAt, kartavyam mayA-iti-ucita-arTaH vA syAta? tatra
   prathamaḥsaṅkalpānna bhidyate /	praTamaH-saFkalpAt-na Bidyate /
   vyavahitakāryasaṅkalpo hi kartavyo mayeti, sannihitakāryasaṅkalpastu	vyavahita-kArya-saFkalpaH hi kartavyaH mayA-iti, sannihita-kArya-saFkalpaH-tu
   kuryāmiti /	kuryAm-iti /
   sa ca na liṅārthaḥ; sattāmātreṇa pravartanādityuktam /	sa ca na liFA-arTaH; sattA-mAtreNa pravartanAt-iti-uktam /
   tadetat kartavyatāyāṃ jātāyāṃ pravartate iti vastusthitau	tat-etat kartavyatAyAm jAtAyAm pravartate iti vastu-sTitO
   bhrāntairjñātāyāmiti gṛhītam /	BrAntEH-jQAtAyAm-iti gRhItam /
   aucityantu kriyādharmaḥ prāgabhāvavattvam, tasmin sati śakyatvaṃ vā,	Ocityantu kriyA-DarmaH prAgaBAvavat-tvam, tasmin sati Sakya-tvam vA,
   tasmin sati	tasmin sati
   kartāraṃ pratyupakārakatvaṃ vā? prathame kutaścidapi na nivarteta /	kartAram pratyupakAraka-tvam vA? praTame kutaScid-api na nivarteta /
   dvitīye duḥkhe 'pi tathāvidhe pravarteta /	dvitIye duHKe api taTAviDe pravarteta /
   tṛtīye tu vakṣyate /	tRtIye tu vakzyate /
   [ku.5.669] astu tarhi karaṇadharmaḥ- na- karaṇaṃ hi śabdaḥ, taddharmo	[ku.5.669] astu tarhi karaNa-DarmaH na karaNam hi SabdaH, tad-DarmaH-
   'bhidhā vā syāt; tadartho bhāvanādiḥ (268) vā, taddharma iṣṭasādhanatā vā	aBiDA vA syAt; tad-arTaH BAvanA-AdiH (268) vA, tad-DarmaH izwa-sADana-tA vA
   na prathamaḥ- asattvādapravṛtteśca nābhidhāpi garīyasī /	na praTamaH asattvAt-apravRtteH-ca na-aBiDA-api garIyasI /
   bādhakasya samānatvāt pariśeṣo 'pi durlabhaḥ //13 //	bADakasya samAna-tvAt pariSezaH api durlaBaH //13 //
   saṅgatipratisandhānādhikāyā.ṃ tasyāṃ pramāṇābhāvāt /	saFgati-pratisanDAna-aDikAyA.m tasyAm pramANa-aBAvAt /
   anyasamavetasyāpūrvavadanyavyāpāratvenāpyupapatteḥ /	anya-samavetasya-apUrvavat-anya-vyApAra-tvena-api-upapatteH /
   viṣayatayāpi (viṣayatāyāmapi) ca svavyāpāraṃ	vizaya-tayA-api (vizaya-tAyAm-api) ca sva-vyApAram
   pratiliṅgavaddhetubhāvāvirodhāta /	pratiliFga-vat-hetu-BAva-aviroDAta /
   adhikattve 'pi tato 'pravṛtteḥ /	aDikattve api tatas apravRtteH /
   bālānāṃ tadabhāve 'pi tadbhāvāt /	bAlAnAm tad-aBAve api tad-BAvAt /
   śabdāntareṇa tacchrāviṇāmapyapravṛtteḥ /	Sabda-antareNa tad-SrAviNAm-api-apravRtteH /
   na ca vilakṣaṇaiva sā liṅo viṣayaḥ /	na ca vilakzaNA-eva sA liFaH vizayaH /
   tadvailakṣyaṇyaṃ pratītiṃ (pratipattim) prati cet, arthaviśeṣo 'pi syāt /	tat-vElakzyaNyam pratItim (pratipattim) prati cet, arTa-viSezaH api syAt /
   pravṛttimātraṃ prati cet, abhidhāsamavetaṃ taditi kutaḥ? tatsannidhānāditi	pravRtti-mAtram prati cet, aBiDA-samavetam tat-iti kutas-? tad-sanniDAnAt-iti
   cennaḥ aniyamāt /	ced-naH aniyamAt /
   anyasya sarvasya niṣedhāditi cenna- pravṛttihetuttvaniṣedhasya tulyatvāt /	anyasya sarvasya nizeDAt-iti ced-na pravRtti-hetuttva-nizeDasya tulya-tvAt /
   tatsannidhiniṣeṣasya cāśakyatvāt /	tad-sanniDi-nizezasya ca-aSakya-tvAt /
   śabdaikavedyatve cāvyutpatteḥ /	Sabda-eka-vedya-tve ca-avyutpatteH /
   "pravṛttyanyathānupapattisiddhe vyutpatti'rityapi vārtam- nahi	"pravRtti-anyaTA-anupapatti-sidDe vyutpatti-ariti-api vArtam na-hi
   pravṛttihetuḥ kaścidastīti pravartate /	pravRtti-hetuH kaScid-asti-iti pravartate /
   [ku.5.670] iṣṭasādhanatā tu syāt /	[ku.5.670] izwa-sADana-tA tu syAt /
   sarvo hi mayā kriyamāṇametanmama samīhitaṃ sādhayiṣyatīti pratisandhatte,	sarvaH hi mayA kriyamANam-etat-mama samIhitam sADayizyati-iti pratisanDatte,
   tata icchati kuryāmiti, tataḥ karotīti sarvānubhavasiddham /	tatas icCati kuryAm-iti, tatas karoti-iti sarva-anuBava-sidDam /
   tadayaṃ vyutpitsuryajjñānāt prayatnajananīmicchāmavāptavān, tajjñānameva	tat-ayam vyutpitsuH-yat-jQAnAt prayatna-jananIm-icCAm-avAptavAn, tat-jQAnam-eva
   liṅśrāviṇaḥ pravṛttikāraṇamanuminoti /	liFSrAviNaH pravRtti-kAraNam-anuminoti /
   tataśca kartavyataikārthasamavāyinī iṣṭasādhanatāliṅārtha ityavadhārayati	tatas-ca kartavyatA-eka-arTa-samavAyinI izwa-sADana-tA-AliFA-arTaH iti-avaDArayati
   na ca vācyam evañcet varaṃ kartavyataivāstu, avaśyābhyupagamanīyatvāt;	na ca vAcyam evaQcet varam kartavyatA-eva-astu, avaSya-aByupagamanIya-tva-at;
   kṛtamiṣṭasādhanatayeti- yathā hi neṣṭasādhanatāmātraṃ pratītya pravartate,	kRtam-izwa-sADana-tayA-iti yaTA hi na-izwa-sADana-tA-mAtram pratItya pravartate,
   asādhyeṣu vyabhicārāt- tathā	asADyezu vyaBicArAt taTA
   prayatnaviṣayasamavāyinīmiṣṭasādhanatāmadhigamyādhikārī pravartate	prayatna-vizaya-sama-vAyinIm-izwa-sADana-tAm-aDigamya-aDikArI pravartate
   ityanubhavaḥ /	iti-anuBavaH /
   tatra viṣayo dhātunā, bhāvanā'khyātamātreṇa,śeṣantu tadviśeṣeṇa liṅā	tatra vizayaH DAtunA, BAvanA-aKyAta-mAtreNa,Sezantu tad-viSezeNa liFA
   ityevamiṣṭābhyupāyatāyāmadhigatāyāmanvayabalāt (269)	iti-evam-izwa-aByupAya-tAyAm-aDigatAyAm-anvaya-balAt (269)
   tadviṣayasyeṣṭasādhanatvāvagatiriti	tad-vizayasya-izwa-sADana-tva-avagatiH-iti
   kartavyataikārthasamavāyinīṣṭābhyupāyatāta liṅāḥ pravṛttinimittamityuktam	kartavyatA-eka-arTa-samavAyini-izwa-aByupAya-tAta liFAH pravRtti-nimittam-iti-uktam
   [ku.5.671] karaṇasyeṣṭasādhanatābhidhāne jyotiṣṭomeneti tṛtīyayā na	[ku.5.671] karaNasya-izwa-sA-aDana-tA-aBiDAne jyotizwomena-iti tRtIyayA na
   bhavitavyamiti tu deśyamavaiyākaraṇasyāvadhīraṇīyameva /	Bavitavyam-iti tu deSyam-avEyAkaraNasya-avaDIraNIyam-eva /
   tatsaṅkhyābhidhānaṃ hi tadabhidhānamākhyātena /	tad-saFKyA-aBiDAnam hi tad-aBiDAnam-AKyAtena /
   na ca tat prakṛte /	na ca tat prakRte /
   na ca yāgeṣṭasādhanatābhidhānaṃ liṅā; kintvanvayabalāttalābha ityuktam /	na ca yAga-izwa-sADana-tA-aBiDAnam liFA; kintu-anvaya-balAt-talABaH iti-uktam /
   [ku.5.672] yattu siddhā(ddho)padeśādapi pratīyate iṣṭasādhanatā; na cātaḥ	[ku.5.672] yat-tu sidDA(dDa-u)padeSAt-api pratIyate izwa-sADana-tA; na ca-atas-
   saṅkalpātmā pravṛttirastīti deśyam- tatra samutkaṭaphalābhilāṣasya	saFkalpa-AtmA pravRttiH-asti-iti deSyam tatra samutkawa-Pala-aBilAzasya
   samarthasya tatsādhanatāvahame 'pi na (270) pravṛttiriti kaḥ pratīyāt /	samarTasya tad-sADana-tAvahame api na (270) pravRttiH-iti kaH pratIyAt /
   sarvapakṣasamānañcaitat samānaparīhārañceti kiṃ tena /	sarva-pakza-samAnaQca-etat samAna-parIhAraQca-iti kim tena /
   [ku.5.673] atrābhidhīyate- astu prayatnaviṣayasamavāyinīṣṭasādhanatā	[ku.5.673] atra-aBiDIyate astu prayatna-vizaya-samavAyini-izwa-sADana-tA
   pravṛttihetuḥ; tathāpi nāsau liṅārthaḥ sandehāt /	pravRtti-hetuH; taTA-api na-asO liFa-arTaH sandehAt /
   sā hi kiṃ sākṣādeva liṅā'vagamyate, stanapānādāvanumānādiva bālena; kiṃ vā	sA hi kim sAkzAt-eva liFA-avagamyate, stana-pAna-AdO=-anumAnAt-iva bAlena; kim vA
   tatpratipāditāt	tad-pratipAditAt
   kutaścidarthādanumīyate,ceṣṭāviśeṣānumitādivābhiprayaviśeṣāt	kutaScid-arTAt-anumIyate,-cezwA-viSeza-anumita-At-iva-aBipraya-viSezAt
   samayābhijñeneti sandihyate /	samayA-aBijQena-iti sandihyate /
   evañca sati sā nābhidhīyate ityeva nirṇayaḥ- hetutvādanumānācca	evaQca sati sA na-aBiDIyate iti-eva nirNayaH hetu-tvAt-anumAnAt-ca
   madhyamādau viyogataḥ /	maDyamAdO viyogataH /
   anyatra kḷptasāmarthyānniṣedhānupapattitaḥ //14 //	anyatra k?pta-sAmarTyAt-nizeDa-anupapattitaH //14 //
   [ku.5.674] tathāhi- agnikāmo dāruṇī mathnīyāditi śrutvā kuta ityukte	[ku.5.674] taTA-hi agni-kAmaH dAruNI maTnIyAt-iti SrutvA kutas iti-ukte
   vaktāro vadanti, yatastanmanthanādagnirarasya sidhyatīti /	vaktAraH vadanti, yatas-tad-manTanAt-agniH-arasya siDyati-iti /
   (taratimṛtyuṃ?) tarati brahmahatyāṃ yo 'śvamedhena yajate	(tarati-mRtyuM?) tarati brahmahatyAm yaH aSvameDena yajate
   ityādāviṣṭābhyupāyatāyāmevāvagatāyāmanumimate tāntrikāḥ yat, "aśvamedhena	iti-AdA=-izwa-aByupAya-tAyAm-eva-avagatAyAm-anumimate tAntrikAH yat, "aSvameDena
   yajeta mṛtyubrahmahatyātaraṇakāma" ityādividhim; nindayā ca niṣedham;	yajeta mRtyu-brahma-hatyA-taraNa-kAma" ityAdi-viDim; nindayA ca nizeDam;
   tadyathā- "andhaṃ tamaḥ praviśanti ye ke cātmahano janāḥ" ityataḥ nātmānaṃ	tat-yaTA "anDam tamaH praviSanti ye ke ca-Atma-hanaH janAH" iti-atas na-AtmAnam
   hanyāditi /	hanyAt-iti /
   kuryyāḥ kuryyāmityatra vidhivihitaiva liṅ neṣṭābhyupāyatāmāha; kintu	kuryyAH kuryyAm-iti-atra viDi-vihitA-eva liS na-izwA-aByupAya-tAm-Aha; kintu
   vaktṛsaṅkalpam /	vaktR-saFkalpam /
   nahīṣṭābhyupāyo mamāyamiti kuryāmitipadārthaḥ,	na-hi-izwa-aByupAyaH mama-ayam-iti kuryAm-iti-padArTaH,
   kintutatpratipatteranantaraṃ yo 'sya saṅkalpaḥ kuryāmiti, sa eva /	kintu-tat-pratipatteH-anantaram yaH asya saFkalpaH kuryAm-iti, saH eva /
   sarvatra cānyatra vakturevecchābhidhīyate liṅetyavadhṛtam /	sarvatra ca-anyatra vaktuH-eva-icCA-aBiDIyate liFA-iti-avaDRtam /
   tathāhyājñādhyeṣaṇānujñāsampraśnaprārthanāśaṃsā liṅinānyaccakāsti /	taTA-hi-AjQA-aDyezaNa-anujQA-sampraSna-prArTanA-ASaMsAH liFinA-an-yat-cakAsti /
   yāṃ vakturicchāmananuvidadhānastatkṣobhādbibheti, sā ājñā /	yAm vaktuH-icCAm-ananu-vidaDAnaH-tad-kzoBAt-biBeti, sA AjQA /
   yā tu śrotuḥ pūjāsaṃmānavyañjikā, sā adhyeṣaṇā /	yA tu SrotuH pUjA-saMmAna-vyaQjikA, sA aDyezaNAH /
   vāraṇābhāvavyañjikā anujñā /	vAraNa-aBAva-vyaQjikA anujQA /
   abhidhānaprayojanā sampraśnaḥ /	aBiDAna-prayojanA sampraSnaH /
   lobhecchā prārthanā /	loBa-icCA prArTanA /
   śubhāśaṃsanamāśīriti /	SuBa-ASaMsanam-ASIH-iti /
   [ku.5.675] na ca vidhivikalpeṣu niṣedha upapadyate /	[ku.5.675] na ca viDi-vikalpezu nizeDaH upapadyate /
   tathāhi- yadābhidhā vidhiḥ, tadā, na hanyāt- hananabhāvanā nābhidhīyata	taTA-hi yadA-aBiDA viDiH, tadA, na hanyAt hanana-BAvanA na-aBiDIyata
   iti vākyārtho vyāghātānnirastaḥ /	iti vAkya-arTaH vyAGAtAt-nirastaH /
   yadā kālatrayāparāmṛṣṭā bhāvanā, tadā neti sambandhe 'tyantābhāvo mithyā /	yadA kAla-traya-aparAmRzwA BAvanA, tadA na-iti sambanDe atyanta-aBAvaH miTyA /
   yadā kāryam, tadā, na hanyāt- na hananaṃ kāryamityanubhavaviruddham;	yadA kAryam, tadA, na hanyAt na hananam kAryam-iti-anuBava-virudDam-;
   kriyata eva yataḥ /	kriyate eva yatas /
   na hananena kāryam-	na hananena kAryam-
   hananakāraṇakaṃ kāryaṃ nāstītyartha ityapi nāsti /	hanana-kAraNakam kAryam na-asti-iti-arTaH iti-api na-asti /
   duḥkhanivṛttisukhāptyoranyatarasya tatra sadbhāvāt /	duHKa-nivRtti-suKa-AptyoH-anyatarasya tatra sadBAvAt /
   [ku.5.676] hananakāraṇakamadṛṣṭaṃ (mapūrvam) nāstītyartha iti tu	[ku.5.676] hanana-kAraNakam-adRzwam (mapUrvam-) na-asti-iti-arTaH iti tu
   nirātaṅkaṃ dṛṣṭārthinaṃ pravartayedeveti sādhu śāstrārthaḥ /	nirAtaFkam dRzwa-arTinam pravartayet-eva-iti sADu SAstra-arTaH /
   ahananenāpūrvaṃ bhāvayediti tvaśakyaṃ kāraṇasyānāditvena kāryasyāpi	ahananena-apUrvam BAvayet-iti tu-aSakyam kAraNasya-anAdi-tvena kAryasya-api
   tathābhāvaprasaṅgāt, bhāvanāyāśca tadaviṣayatvāt /	taTA-aBAva-prasaFga-at, BAvanAyAH-ca tad-avizaya-tvAt /
   ahananasaṅkalpeneti yāvajjīvamavicchinnitatsaṅkalpaḥsyāt /	ahanana-saFkalpena-iti yAvat-jIvam-avicCinni-tad-saFkalpaH-syAt /
   sakṛtkṛtvaivavā nivṛttiḥ; paścāddhanyādevāvirodhāt /	sakRt-kRtvA-evavA nivRttiH; paScAt-hanyA-t-eva-aviroDAt /
   sampādito hyanena niyogārthaḥ /	sampAditaH hi-anena niyoga-arTaH /
   "yāvadyāvaddhananasaṅkalpavān tāvattāvadviparītasaṅkalpenāpūrvaṃ	"yAvat-yAvat-Danana-saFkalpavAn tAvat-tAvat-viparIta-saFkalpena-apUrvam
   bhāvayediti vākyārthaḥ, tathābhūtasyādhikāritvā'dityapi vārtam- tadaśruteḥ	BAvayet-iti vAkya-arTaH, taTABUtasya-aDikAritvA-aditi-api vArtam tad-aSruteH
   prasaktaṃ hi pratiṣidhyate,nāprasaktamiti cet- na vai kiñcidiha	prasaktam hi pratiziDyate,na-aprasaktam-iti cet na vE kiQcid-iha
   pratiṣidhyate; tadabhāvaḥ pratipādyate iti niṣedhārthaḥ;	pratiziDyate; tad-aBAvaH pratipAdyate iti nizeDa-arTaH;
   ahananasaṅkalpakaraṇakamapūrvaṃ (271) vākyārthaḥ /	ahanana-saFkalpa-karaNa-kamapUrvam (271) vAkya-arTaH /
   kiñca na hanyāditi ahananenāpūrvasya kartavyatāpratyayo jāto vedāt;	kiQca na hanyAt-iti ahananena-apUrvasya kartavya-tA-pratyayaH jAtaH vedAt-;
   jātaśca hananakriyāyāṃ rāgāt /	jAtaH-ca hanana-kriyAyAm rAgAt /
   niṣphalācca kāryādapekṣitaphalaṅgarīya iti nyāyena hanyādevetyaho	nizPalAt-ca kAryAt-apekzita-PalaFgarIyaH iti nyAyena hanyAt-eva-iti-aho
   vedavyākhyākauśalamāstikyābhimānino mīmāṃsakadurdurūṭasya (272) /	veda-vyAKyA-kOSalam-Astikya-aBimAninaH mImAMsaka-durdurUwasya (272) /
   [ku.5.677] iṣṭasādhanatāpakṣe 'pi, na hanyāt- na hananabhāvanā	[ku.5.677] izwa-sADana-tA-pakze api, na hanyAt na hanana-BAvanA
   iṣṭābhyupāya iti vākyārthaḥ /	izwa-aByupAyaH iti vAkya-arTaH /
   tathācāniṣṭasādhantvaṃ kuto labhyate /	taTA-ca-anizwa-sADantvam kutas laByate /
   na hīṣṭasādhanaṃ yanna bhavati tadavaśyamaniṣṭasādhanaṃ dṛṣṭam,	na hi-izwa-sADanam yat-na Bavati tat-avaSyam-anizwa-sADanam dRzwam,
   upekṣaṇīyasyāpi bhāvāt /	upekzaNIyasya-api BAvAt /
   "yat rāgādiprasaktaṃ pratiṣidhyate tadavaśyamaniṣṭasādhanaṃ dṛṣṭam,	"yat rAga-Adi-prasaktam pratiziDyate tat-avaSyam-anizwa-sADanam dRzwam,
   yathāsaviṣamannaṃ na bhuñjīthā iti /	yaTA-savizam-annam na BuQjITAH iti /
   tena vede 'pyanumāsyate" ityapi na sādhīyaḥ- pratiṣedhārthasyaiva	tena vede api-anumAsyate" iti-api na sADIyaH pratizeDa-arTasya-eva
   cintyamānatvāt /	cintyamAna-tvAt /
   na hi kartavyatvasyeṣṭasādhanatvasya bhāvanāyā vābhāvaḥ pratipādayituṃ	na hi kartavya-tvasya-izwa-sA-aDana-tvasya BAvanAyAH vA-aBAvaH pratipAdayitum
   śakyate; laukikānāṃ laukikapramāṇasiddhatvāt /	Sakyate; lOkikAnAm lOkika-pramANa-sidDa-tvAt /
   tathāpi pratipādyate tāvaditi cenna- pāṣaṇḍāgamaniṣedhenānekāntāt /	taTA-api pratipAdyate tAvat-iti ced-na pAzaNxa-Agama-nizeDena-anekAntAt /
   nāsau pramāṇamiti cenna- arthaviparyayapratipādanāviśeṣe 'syāpi	na-asO pramANam-iti ced-na arTa-viparyaya-pratipAdana-aviSeze asya-api
   tathābhāvāt /	taTA-aBAvAt /
   tātparyyataḥ prāmāṇyamiti cenna- vidhiniṣedhayorananyaparatvāt; na vidhau	tAtparyyataH prAmANyam-iti ced-na viDi-nizeDayoH-ananya-paratvAt; na viDO
   paraḥ śabdārtha iti vacanāt /	paraH Sabda-arTaH iti vacanAt /
   tathāpi niṣedhe tathā bhaviṣyatīti cenna-	taTA-api nizeDe taTA Bavizyati-iti ced-na-
   avinābhāvataduddeśapravṛttyorabhāvāt /	avinA-aBAva-tad-uddeSa-pravRttyoH-aBAvAt /
   nāpyasurāvidyādivadasya naño virodhivacanatvam /	na-api-asurA-vidyA-Adi-vadasya naQaH viroDi-vacana-tvam /
   kriyāsaṅgatatvāt; asamastatvācca /	kriyA-saFgata-tvAt; asamasta-tvAt-ca /
   tasmāt-[ku.5.678] vidhirvakturabhiprāyaḥ pravṛttyādau liṅādibhiḥ /	tasmAt--[ku.5.678] viDiH-vaktuH-aBiprAyaH pravRtti-AdO liFa-AdiBiH /
   abhidheyo 'numeyā tu kartariṣṭābhyupāyatā //15 //	aBiDeyaH anumeyA tu kartarizwa-aByupAya-tA //15 //
   tatr.a svayaṅkartṛkakriyecchābhidhānaṃ kuryāmiti /	tatr.a svayaFkartRka-kriyA-icCA-aBiDAnam kuryAm-iti /
   sambodhyakartṛkakriyecchābhidhānaṃ kuryā iti /	samboDya-kartRka-kriyA-icCA-aBiDAnam kuryAH iti /
   śeṣakartṛkakriyecchābhidhānaṃ kurvīteti /	Seza-kartRka-kriyA-icCA-aBiDAnam kurvIta-iti /
   tathācāgnikāmo dāruṇī mathnīyādityasya laukikavākyasyayamarthaḥsampadyate,	taTA-ca-agni-kAmaH dAruNI maTnIyA-Adityasya lOkika-vAkyasi-ayam-arTaH-sampadyate,
   agnikāmasya dārumathane pravṛttirmameṣṭeti /	agni-kAmasya dAru-maTane pravRttiH-mama-izwa-iti /
   tataḥ śrotānuminoti, nūnaṃ kārumathanayatno 'gnerupāya iti /	tatas Srota-anuminoti, nUnam kAru-maTana-yatnaH agneH-upAyaH iti /
   yadviṣayo hi prayatno yasyāpteneṣyate, sa tasyāpekṣitahetu; tathā	yat-vizayaH hi prayatnaH yasya-Aptena-izyate, sa tasya-apekzita-hetu; taTA
   tenāvagataśca; yathā (273) mamai (yai?) va putrāderbhojanaviṣayaḥ iti	tena-avagataH-ca; yaTA (273) mamE (yE?) va putra-AdeH-Bojana-vizayaH iti
   vyāpteḥ /	vyApteH /
   viṣaṃ na bhakṣayedityasya tu viṣabhakṣaṇagocarā pravṛttirmama	vizam na Bakzayet-iti-asya tu viza-BakzaNa-gocarA pravRttiH-mama
   neṣṭetyarthaḥ /	na-izwA-iti-arTaH /
   tato 'pi śrotānuminoti, nūnaṃ viṣabhakṣaṇabhāvanā aniṣṭasādhanam;	tatas api SrotA-numinoti, nUnam viza-BakzaNa-BAvanA anizwa-sADanam;
   yadviṣayo hi prayatnaḥ karturabhimatasādhakopyāptena neṣyate, sa tato	yat-vizayaH hi prayatnaH kartuH-aBimata-sADaka-upya-Aptena na-izyate, sa tatas-
   'dhikatarānarthahetuḥ, tathā tenāvagataśca; yathā mamai(yai?)va putrādeḥ	aDikatara-anarTa-hetuH, taTA tena-avagataH-ca; yaTA mamE(yE?)va putra-AdeH
   krīḍā- kardamaviṣabhakṣaṇādiviṣaya iti vyāpteḥ /	krIxA kardama-viza-BakzaNa-Adi-vizayaH iti vyApteH /
   [ku.5.679] laukika eva vākye 'yaṃ prakāraḥ kadācidbuddhimadhirohati, na tu	[ku.5.679] lOkikaH eva vAkye ayam prakAraH kadAcid-budDim-aDirohati, na tu
   vedikeṣu, teṣu puruṣasya nirastatvāditi cenna- nirāsahetorabhāvāt /	vedikezu, tezu puruzasya nirasta-tvAt-iti ced-na nirAsa-hetoH-aBAvAt /
   tadastitve 'pi pramāṇaṃ nāstīti cet- mā bhūdanyat; vidhireva tāvat garbha	tad-astitve api pramANam na-asti-iti cet mA BUt-anyat; viDiH-eva tAvat garBa
   iva puṃyoge pramāṇaṃ śruti kumāryāḥ; kimatra kriyatām? liṅo vā	iva puMyoge pramANam Sruti kumAryAH; kim-atra kriyatAm? liFaH vA
   laukikārthātikrame, " ya eva laukikāsta eva vaidikāsta eva caiṣāmarthā"	lOkika-arTa-atikrame, " yaH eva lOkikAH-te eva vEdikAH-te eva ca-ezAm-arTA"
   iti viplaveta /	iti viplaveta /
   tathāca jabagaḍadaśādivadanarthakatvaprasaṅga iti bhava susthaḥ /	taTA-ca jabagaxa-daSa-Adi-vat-anarTaka-tva-prasaFgaH iti Bava susTaH /
   syādetat /	syAt-etat /
   tathāpi vaktṝṇāmupādhyāyānāmevābhiprāyo vede vidhirastu /	taTA-api vaktLNAm-upADyAyAnAm-eva-aBiprAyaH vede viDiH-astu /
   kṛtaṃ svatantreṇa vaktrā parameśvareṇeti cet- na-	kRtam svatantreNa vaktrA parameSvareNa-iti cet na-
   teṣāmanuvaktṛtayābhyāsābhiprāyamātreṇa pravṛtteḥ śukādivat	tezAm-anuvaktRtayA-aByAsa-aBiprAya-mAtreNa pravRtteH Suka-Adi-vat-
   tathāvidhābhiprāyābhāvāt /	taTAviDa-aBiprAya-aBAvAt /
   bhāve vā na rājaśāsanānuvādino 'bhiprāya ājñā,kiṃ nāma rājña eveti laukiko	BAve vA na rAja-SAsana-anuvAdinaH aBiprAyaH AjQA,kim nAma rAjQaH eva-iti lOkikaH-
   'nubhavaḥ /	anuBavaH /
   [ku.5.680] śruteḥ khalvapi- kṛtsna eva hi vedo 'yaṃ parameśvaragocaraḥ /	[ku.5.680] SruteH Kalu-api kRtsnaH eva hi vedaH ayam parameSvara-gocaraH /
   svārthadvāraivatātparyyaṃ tasya svargādivadvidhau //16 //	sva-arTa-dvArA-evatAt-paryyam tasya svarga-Adi-vat-viDO //16 //
   n.a santyeva hi vedabhāgāḥ; yatra parameśvaro na gīyate /	n.a santi-eva hi veda-BAgAH; yatra parameSvaraH na gIyate /
   tathāhi- sraṣṭṛtvena puruṣasūkteṣu, vibhūtyā rudreṣu, śabdabrahmatvena	taTA-hi srazwR-tvena puruzasUkta-izu, viBUtyA rudra-izu, Sabdabrahma-tvena
