   Pdhs_0.0 praśastapādabhāṣyam./	PDs_0.0 praSasta-pAda-BAzyam./
   tadyathā.yat.kriyāvat.tad.dravyam.dṛṣṭam.yathā.śara.iti./.anumeyaviparyaye.ca.liṅgasyābhāvadarśanam.vaidharmyanidarśanam./.tadyathā.yad.adravyam.tat.kriyāvan.na.bhavati.yathā.satteti.//	tat-yaTA-A.yat.-kriyA-avat.tat-.dravyam-.dRzwam-.yaTA.-Sara-.iti./.anumeya-viparyaye.ca.liFgasya-aBAva-darSanam-.vEDarmi-a-nidarSanam-./.tad-yaTA.y
   Pdhs_8.12.2.2.B.3(247.1) anena.nidarśanābhāsā.nirastā.bhavanti./	PDs_8.12.2.2.B.3(247.1) anena.-nidarSana-ABAsA.-nirastA.-Bavanti./
   Pdhs_8.12.2.2.B.3(247)	PDs_8.12.2.2.B.3(247)
   tadyathā.nityaḥ.śabdo.'mūratvāt.yad.amūrtam.dṛṣṭam.tan.nityam.yathā.paramāṇur.yathā.karma.yathā.sthālī.yathā.tamaḥ.ambaravad.iti.yad.dravyam.tat.kriyāvad.dṛṣṭam.iti.ca.liṅgānumeyobhayāśrayāsiddhānanugataviparītānugatāḥ.sādharmyanidarśanābhāsāḥ./	tat-yaTA-a.nityaH.-Sabdo.-amUra-tva-at.ya-d.a-mUrtam-.dRzwa-m.tan.-nityam-.yaTA.-paramANuH-.yaTA.-karma.yaTA.-sTAlI.-yaTA.tamaH.ambara-vat-.iti.yat-.
   Pdhs_8.12.2.2.B.3(247)	PDs_8.12.2.2.B.3(247)
   yad.anityam.tan.mūratam.dṛṣṭam.yathā.karma.yathā.paramāṇur.yathākāśam.yathā.tamaḥ.ghaṭavat.yan.niṣkriyam.tad.adravyañ.ceti.liṅgānumeyobhayāvyāvṛttāśrayāsiddhāvyāvṛttaviparītavyāvṛttā.vaidharmyanidarśanābhāsā.iti.//	yat-.anityam-.tan.mUratam-.dRzwam-.yaTA.-karma.yaTA.-paramANuH-.yaTA-AkASam-.yaTA.tamaH.Gawavat.yan.-nizkriyam-.tad-.a-dravyaQ.-ca-iti.liFga-anume
   Pdhs_8.12.2.2.B.4(249.7)	PDs_8.12.2.2.B.4(249.7)
   nidarśane.'numeyasāmānyena.saha.dṛṣṭasysa.liṅgasāmānyasyānumeye.'nvānayanam.anusandhānam./	nidarSane.-anumeya-sAmAnyena.saha.-dRzwasi-sa.liFga-sAmAnyasya-anumeye.-anvAnayanam-.anu-sanDAnam-./
   Pdhs_8.12.2.2.B.4(249)	PDs_8.12.2.2.B.4(249)
   anumeyadharmātratvenābhitam.liṅgasāmānyam.anupalabdhaśaktikam.nidarśane.sādhyadharmasāmānyena.saha.dṛṣṭam.anumeye.yena.vacanenānusandhīyate.tadanusandhānam./.tathā.ca.vāyuḥ.kriyāvān.iti./	anumeya-Darma-atra-tvena-aBitam.-liFga-sAmAnyam-.anupalabDa-Saktikam.nidarSane.-sADya-Darma-sAmAnyena.saha.-dRzwam-.anumeye.yena-.vacanena-anusan
   Pdhs_8.12.2.2.B.4(249)	PDs_8.12.2.2.B.4(249)
   anumeyābhāve.ca.tasyāsattvam.upalabhya.na.ca.tathā.vāyur.niṣkriya.iti.//	anumeya-aBAve.ca.tasya-asattvam-.upalaBya.-na.ca.-taTA-a.vAyuH-.nizkriya-.iti.//
   Pdhs_8.12.2.2.B.5(250.25)	PDs_8.12.2.2.B.5(250.25)
   anumeyatvenoddiṣṭe.cāniścite.ca.pareṣām.niścayāpādanārtham.pratijñāyāḥ.punar.vacanam.praptyāmnāyaḥ./	anumeya-tvena-uddizwe.-ca-aniScite.-ca.parezAm-.niScaya-ApAdana-arTam-.pratijQAya-aH.punar.vacanam.prapti-AmnAyaH./
   Pdhs_8.12.2.2.B.5(251.2)	PDs_8.12.2.2.B.5(251.2)
   pratipādyatvenoddiṣṭe.cāniścite.ca.pareṣām.hetvādibhir.avayavair.āhitaśaktīnām.parisamāptena.vākyena.niścayāpādanārtham.pratijñāyāḥ.punar.vacanam.pratyāmanāyaḥ./.tasmād.dravyam.eveti./	pratipAdya-tvena-uddizwe.-ca-aniScite.-ca.-parezAm-.hetu-AdiBiH-.avayavEH-.Ahita-SaktI-nAm.parisamAptena.-vAkyena.-niScaya-ApAdana-arTam-.pratijQAyA
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   na.hy.etasmin.na.sati.pareṣām.avayavānām.samastānām.vyastānām.vā.tadarthavācakatvam.asti.gamyamānārthatvād.iti.cen.na.atiprasaṅgāt./	na.hi-.etasmin-.na.sati.-parezAm-.avayavAnAm-.samastAnAm-.vyastAnAm-.vA.tad-arTa-vAcaka-tvam-.asti-.gamyamAna-arTa-tvAt-.iti.-cen.na.ati-prasaFgA
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   tathāhi.pratijñānantaram.hetumātrābhidhānam.kartavyam.viduṣāmanvayavyatirekasmaraṇāt.tadarthāvagatir.bhaviṣyatīti.tasmād.atraivārthaparisamāptiḥ./	taTA-hi.pratijQA-anantaram-.hetu-mAtra-aBiDAnam-.kartavyam-.viduzAm-anvaya-vyatireka-smaraNa-at.tad-arTa-avagatiH-.Bavizyati-iti.tasmAt-.atra-eva-arTapa
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   katham.anityaḥ.śabda.ity.anenāniścitānityatvamātraviśiṣṭaḥ.śabdaḥ.kathyate.prayatnānantarīyakatvād.ity.anenānityatvasādhanadharmamātram.abhidhīyate./	kaTam-.a-nityaH.-Sabda-.iti-.anena-aniScita-anitya-tva-mAtra-viSizwaH.-SabdaH.kaTyate.-prayatna-anantarIyaka-tvAt-.iti-.anena-anitya-tva-sADana-Darmam-A
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   iha.yat.prayatnānantarīyakam.tadanityam.dṛṣṭam.yathā.ghaṭa.ity.anena.sādhyasāmānyena.sādhanasāmānyasyānugāmamātram.ucyate./	iha.yat.-prayatna-AnantarIyakam-.tat-anityam-.dRzwam-.yaTA.-Gawa.iti-.anena.-sADya-sAmAnyena.-sADana-sAmAnyasya-anugAma-mAtram-.ucyate./
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   nityam.aprayatnānantarīyakam.dṛṣṭam.yathākāśam.ity.anena.sādhyābhāvena.sādhanasyāsattvam.pradarśyate./	nityam-.a-prayatna-AnantarIyakam-.dRzwam-.yaTa-AkASam-.iti-.anena.-sADya-aBAvena.-sADanasya-asattvam-.pradarSyate./
   Pdhs_8.12.2.2.B.5(251)	PDs_8.12.2.2.B.5(251)
   tathā.ca.prayatnānantarīyakaḥ.śabdo.dṛṣṭo.na.ca.tathākāśavad.aprayatnānantarīyakaḥ.śabda.ity.anvayavyatirekābhyām.dṛṣṭasāmarthyasya.sādhanasāmānyasya.śabde.'nusandhānam.gamyate.tasmād.anityaḥ.śabda.ty.anenānitya.eva.śabda.iti.pratipipādayiṣitārthaparisamāptir.gamyate.tasmāt.pañcāvayavenaiva.vākyena.pareṣām.svaniścitārthaprtipādanam.kriyate.ity.etat.parārthānumānam.siddham.iti.//	taTA-a.ca.-prayatna-AnantarIyakaH.-SabdaH-.dRzwaH-.na.ca.-taTA-AkASa-vad.a-prayatna-AnantarIyakaH.-Sabda-.iti-.anvaya-vyatirekAByAm-.dRzwa-sAmarTyasya
   Pdhs_8.12.2.2.C(255.23)	PDs_8.12.2.2.C(255.23)
   viśeṣadarśanajam.avadhāraṇajñānam.saṃśayavirodhī.nirṇayaḥ./.etad.eva.pratyakṣam.anumānam.vā./	viSeza-darSana-jam.avaDAraNa-jQAnam-.saMSaya-viroDI.-nirNayaH./.etat-.eva.-pratyakzam.anumAnam-.vA./
   Pdhs_8.12.2.2.C(255)	PDs_8.12.2.2.C(255)
   yad.viśeṣadarśanāt.saṃśayavirodhy.utpadyate.sa.pratyakṣanirṇayaḥ./	yat-.viSeza-darSanAt.saMSaya-viroDi-.utpadyate.-sa.pratyakza-nirNayaH./
   Pdhs_8.12.2.2.C(255)	PDs_8.12.2.2.C(255)
   yathā.sthāṇupuruṣayor.ūrdhvatāmātrasādṛśyālocanād.viśeṣeṣv.apratyakṣeṣūbhayaviśeṣānusmaraṇāt.kim.ayam.sthāṇupuruṣo.veti.saṃśayotpattau.śirahpāṇyādidarśanāt.puruṣa.evāyam.ity.avadhāraṇajñānam.pratyakṣanirṇayaḥ./	yaTA.sTANu-puruzayoH-.UrDva-tA-mAtra-sAdRSya-AlocanAt-.viSezezu-.apratyakzezu-uBaya-viSeza-anusmaraNa-at.kim-.ayam.sTANu-puruzaH-.va-iti.-saMSaya-utpatt
   Pdhs_8.12.2.2.C(255)	PDs_8.12.2.2.C(255)
   viṣāṇamātradarśanād.gaur.gavayo.veti.saṃśayotpattau.sāsnāmātradarśanād.gauru.evāyam.ity.avadhāraṇajñānam.anumānanirṇaya.iti.//	vizANa-mAtra-darSanAt-.gOr.gavayo.va-iti.-saMSaya-utpattO.-sAsnA-mAtra-darSanAt-.gOru.eva-ayam-.iti-.avaDAraNa-jQAnam-.anumAna-nirNaya-.iti.//
   Pdhs_8.12.2.3(256.17)	PDs_8.12.2.3(256.17)
   lṅgadarśanecchānusmaraṇādyapekṣād.ātmamanasoḥ.samyogaviśeṣāt.paṭvābhyāsādarapratyayajanitāc.ca.saṃskārād.dṛṣṭaśrutānubhūteṣv.artheṣu.śeṣānuvyavasāyecchānusmaraṇadveṣahetur.atītaviṣayā.smṛtir.iti.//	lFga-darSana-icCA-anusmaraNa-Adi-apekzA-d.a-Atma-manasoH.samyoga-viSezAt.-pawva-aByAsa-Adara-pratyaya-janita-Ac.ca.-saMskArAt-.dRzwa-Sruta-anuBUtezu-.arTez
   Pdhs_8.12.2.4(258.1)	PDs_8.12.2.4(258.1)
   āmnāyavidhātqṇām.ṛṣīṇām.atītānāgatavartamāneṣv.atīndriyeṣv.artheṣu.dharmādiṣu.granthopanibaddheṣv.anupanibaddheṣu.cātmamanasoḥ.samyogād.dharmaviśeṣāc.ca.yat.prātibham.yathārthanivedanam.jñānam.utpadyate.tadārṣam.ity.ācakṣate./	AmnAya-viDAtqNAm.RzINAm-.atIta-anAgata-vartamAnezu-.ati-indriyezu-.arTa-izu.-Darma-At-izu.granTa-upanibadDezu-.anupanibadDa-izu.-ca-Atma-manasoH.samyog
   Pdhs_8.12.2.4(258)	PDs_8.12.2.4(258)
   tat.tu.prastāreṇa.devarṣīṇām.kadācid.eva.laukikānām.yathā.kanyakā.bravīti.śvo.me.bhātā.''ganti.hṛdayam.me.kathayatīti.//	tat.tu.-prastAreNa.-deva-rzINAm-.kadAcid-.eva.-lOkikAnAm-.yaTA.-kanyakA.-bravIti.Sva-u.me.BAtA.-aaganti.-hRdayam-.me.-kaTayati-iti.//
   Pdhs_8.12.2.5(258.21)	PDs_8.12.2.5(258.21)
   siddhadarśanam.na.jñānāntaram.kasmāt.prayatnapūrvakam.aṃjanapādalopakhaḍgagulikādisiddhānām.dṛśyadraṣṭqṇām.sūkṣmavyavahitaviprakṛṣṭeṣv.artheṣu.yad.darśanam.tat.pratyakṣam.eva./	sidDa-darSanam.na.-jQAna-antaram-.ka-smAt.-prayatna-pUrva-kam.aMjana-pAdalopa-Kaxga-gulikA-Adi-sidDAnAm-.dRSya-drazwqNAm.-sUkzma-vyavahita-viprakRz
   Pdhs_8.12.2.5(259.1)	PDs_8.12.2.5(259.1)
   atha.divyāntarikṣabhaumānām.prāṇinām.grahanakṣatrasañvārādinimittam.dharmādharmavipākadarśanam.iṣṭam.tad.apy.anumānam.eva./	aTa.-divya-antarikza-BOmAnAm.prANinAm-.graha-nakzatra-saQvAra-Adi-nimittam.Darma-aDarma-vipAka-darSanam-.izwam-.tad-.api-.anumAnam-.eva./
   Pdhs_8.12.2.5(259)	PDs_8.12.2.5(259)
   atha.liṅgānapekṣam.dhramādiṣu.darśanam.iṣṭam.tad.api.pratyakṣārṣayor.anyatarasminn.atarbhūtam.ity.evam.buddhir.iti.//	aTa.-liFga-anapekza-m.Dram-Adizu.-darSanam-.izwam-.tad-.api.-pratyakza-ArzayoH-.anyatarasmin=-.atarBUtam-.iti-.evam.budDiH-.iti.//
   Pdhs_8.13(259.15)	PDs_8.13(259.15)
   anugrahalakṣaṇam.sukham./.sragādyabhipretaviṣayasānnidhye.satīṣṭopalabdhīndriyārthasannikarṣād.dharmādyapekṣād.ātmamanasoḥ.samyogād.anugrahābhiṣvaṅganayanādiprasādajanakam.utpadyate.tat.sukham./	anugraha-lakzaNam.suKam./.-sraj-Adi-aBipreta-vizaya-sAnniDye.-sati-izwa-upalabDi-indriya-arTa-sannikarzAt-.Darma-Adi-apekzA-d.a-Atma-manasoH.samyogAt-.a
   Pdhs_8.13(259)	PDs_8.13(259)
   atīteṣu.viṣayeṣu.smṛtijam./.anāgateṣu.saṅkalpajam./.yat.tu.viduṣām.asatu.viṣayānusmaraṇechāsaṅkalpeṣv.āvirbhavati.tad.vidyāśamasantoṣadharmaviśeṣanimittam.iti.//	atIta-izu.-vizayezu.-smRti-jam./.anAgata-izu.-saFkalpa-jam./.yat.tu.-viduzA-am.a-satu.-vizaya-anusmaraNa-ICA-saFkalpezu-.AvirBavati.-tad-.vidyA-Sama-sa
   Pdhs_8.14(260.19) upaghātalakṣaṇam.duhkham./	PDs_8.14(260.19) upaGAta-lakzaNam.duhKam./
   Pdhs_8.14(260)	PDs_8.14(260)
   viṣādyanabhipretaviṣayasānnidhye.satyaniṣṭopalabdhīndriyārthasannikarṣād.adharmādyapekṣād.ātmamanasoḥ.samyogād.yad.amarṣopaghātadainyanimittam.utpadyate.tad.duhkham./	viza-Adi-anaBipreta-vizaya-sAnniDye.-satya-nizwa-upalabDi-indriya-arTa-sannikarzAt-.a-Darma-Adi-apekzA-d.a-Atma-manasoH.samyogAt-.yat-.amarza-upaGAta-dEnya
   Pdhs_8.14(260)	PDs_8.14(260)
   atīteṣu.sarpavyāghrācaurādiṣu.smṛtijam./.anāgateṣu.saṅkalpajam.iti.//	atIta-izu.-sarpa-vyAGrAcOra-Adizu.-smRti-jam./.anA-gata-izu.-saFkalpa-jam.iti.//
   Pdhs_8.15(261.6)	PDs_8.15(261.6)
   svārtham.parārtham.vā.'praptaprārthanecchā./.sā.cātmamanasoḥ.samyogāt.sukhādyapekṣāt.smṛtyapekṣād.votpadyate./	sva-arTam-.para-arTam-.vA.-aprapta-prArTana-icCA./.-sA.-ca-Atma-manasoH.samyogAt.-suKa-Adi-apekzAt.-smRti-apekzAt-.va-utpadyate./
   Pdhs_8.15(261)	PDs_8.15(261)
   prayatnasmṛtidhamādharmahetuḥ./.kāmo.'bhilāṣaḥ.rāgaḥ.saṅkalpaḥ.kāruṇyam.vairāgyam.upadhā.bhāva.ity.evam.ādaya.icchābhedāḥ./.maithunecchā.kāmaḥ./	prayatna-smRti-Dama-aDarma-hetuH./.kAmo.-aBilAzaH-.rAgaH.-saFkalpaH-.kAruNyam-.vErAgyam-.upaDA.BAva-.iti-.evam.Adaya-.icCA-BedAH./.-mETunet-SA.k
   Pdhs_8.15(261)	PDs_8.15(261)
   abhyavahārecchābhilāṣaḥ./.punaḥ.punar.viṣayānuraṃjanecchā.rāgaḥ./.anāsannakriyecchā.saṅkalpaḥ./.svārtham.anapekṣya.paraduhkhaprahāṇecchā.kāruṇyam./	aByavahAra-icCA-aBilAzaH-./.-punaH.-punar.vizaya-anuraMjana-icCA.rAgaH./.ana-Asanna-kriyA-icCA.saFkalpaH-./.sva-arTam-.anapekzya.-para-duhKa-prahANa-icC
   Pdhs_8.15(261)	PDs_8.15(261)
   doṣadarśanād.viṣayatyāgecchā.vairāgyam./.paravañvanecchā.upadhā./.antarnigūḍhecchā.bhāvaḥ./.cikīrṣājihīrṣety.ādikriyābhedād.icchābhedā.bhavanti.//	doza-darSanAt-.vizaya-tyAga-icCA.vErAgyam./.-para-van-vana-icCA.upaDA./.antar-nigUXa-icCA.BAvaH./.cikIrzA-aji-hIrzA-iti-.Adi-kriyA-BedAt-.icCA-Beda-a.Ba
   Pdhs_8.16(262.14)	PDs_8.16(262.14)
   prajvalanātmako.dveṣaḥ./.yasmin.sati.prajvalitam.ivātmānam.manyate.sa.dveṣaḥ./.sa.cātammanasoḥ.samyogād.duhkhāpekṣāt.smṛtyapekṣād.votpadyate./	prajvalana-Atma-ko.dvezaH./.yasmin.-sati.-prajvalitam-.iva-AtmAnam-.manyate.-sa.dvezaH-./.sa.ca-AtammanasoH.samyogAt-.duhKa-apekzAt.-smRti-apekzA
   Pdhs_8.16(262)	PDs_8.16(262)
   prayatnasmṛtidharmādharmahetuḥ./.krodho.drohaḥ.manyur.akṣam.āmarṣa.iti.dveṣabhedāḥ.//	prayatna-smRti-Darma-aDarma-hetuH-./.kroDaH-.-drohaH.manyuH-.akzam.Amarza-.iti.-dveza-BedAH.//
   Pdhs_8.17(263.3)	PDs_8.17(263.3)
   prayatnaḥ.saṃrambha.utsāha.iti.prayāyāḥ./.sad.vividho.jīvanapūrvaḥ.icchādveṣapūrvakaś.ca./.tatra.jīvanapūrvakh;.suptasya.prāṇāpānasantānaprerakaḥ.prabodhakāle.cāntahkaraṇasyendriyāntaraprāptihetuḥ./	prayatnaH.-saMramBa-.utsAha-.iti.-prayAyAH-./.sad.-viviDaH-.-jIvana-pUrvaH-.icCA-dveza-pUrvaka-S.ca./.tatra.jIvana-pUrva-K;.-suptasya.-prANa-apAnaH-
   Pdhs_8.17(263)	PDs_8.17(263)
   asya.jīvanapūrvakasyātmamanasoḥ.samyogād.dharmādharmāpekṣād.utpattiḥ./.itaras.tu.hitāhitaprāptiparhihārasamarthasya.vyāpārasya.hetuḥ.śarīravidhārakaś.ca./	asya.jIvana-pUrvakasya-Atma-manasA-UH.samyogAt-.Darma-aDarma-apekzAd.utpattiH./.ita-ras.-tu.hita-ahita-prApti-parhihAra-samarTasya.vyApArasya.het-
   Pdhs_8.17(263)	PDs_8.17(263)
   sa.cātammanasoḥ.samyogād.icchāpekṣād.dveṣāpekṣād.votpadyate.//	sa.ca-AtammanasA-UH.samyogAt-.icCA-apekzAd.-dveza-apekzAt-.va-utpadyate.//
   Pdhs_8.18(263.25)	PDs_8.18(263.25)
   gurutvam.jalabhūmyoḥ.patanakarmakāraṇam./.apratyakṣam.patanakarmānumeyam.samyogaprayatnasāṃskāravirodhi./.asya.cābādiparamāṇurūpādivan.nityānityatvaniṣpattayaḥ.//	guru-tvam.jala-BUmyoH.patana-karma-kAraNam-./.a-pratyakzam-.patana-karma-anumeyam-.samyoga-prayatna-sAMskAra-viroDi./.asya.cAba-Adi-paramANu-rUpA
   Pdhs_8.19(264.23)	PDs_8.19(264.23)
   dravatvam.syandanakarmakāraṇam./.tridravyavṛtti./.tat.tu.dvividham.sāṃsiddhakam.naimittikam.ca./.sāṃsiddhikam.apām.viśeṣaguṇaḥ./.naimittikam.pṛthivītejasoḥ.sāmānyaguṇaḥ./	drava-tvam-.syandana-karma-kAraNam./.tri-dravya-vRtti-./.tat.tu.-dviviDam-.sAMsidDaka-m.nEmittikam-.ca./.-sAMsidDi-kam.a-pAm.-viSeza-guNaH./.nE
   Pdhs_8.19(264)	PDs_8.19(264)
   sāṃsiddhikasya.gurutvavan.nityānityatvaniṣpattayaḥ./.saṅghātadarśanāt.sāṃsiddhikam.ayuktam.iti.cen.na./.	sAMsidDikasya.-guru-tva-van.-nitya-anitya-tva-nizpattayaH-./.-saFGAta-darSana-at.sAMsidDi-kam.a-yuktam-.iti.-cen.na./.
   Pdhs_8.19(264)	PDs_8.19(264)
   divyena.tejasā.samyuktānām.āpyānām.paramāṇūnām.parasparam.samyogo.dravyārambhakaḥ.saṅghātākhyaḥ.tena.paramāṇudravatvapratibandhāt.kārye.himakarakādau.dravatvānupattiḥ./	divyena.-tejasA.-samyuktAnAm-.ApyAnAm.-parama-aNUnAm.parasparam.-samyogaH-.dravya-AramBakaH.-saFGAta-AKya-H.tena.-paramANu-drava-tva-pratibanDAt-.k
   Pdhs_8.19(265.3) naimittikam.ca.pṛthivītejasor.agnisamyogajam./	PDs_8.19(265.3) nEmittikam.ca.-pRTivI-tejasoH-.agni-samyoga-jam./
   Pdhs_8.19(265)	PDs_8.19(265)
   katham.sarpir.jatumadhūcchiṣṭādīnām.kāraṇeṣu.paramāṇuṣv.agnisamyogād.vegāpekṣāt.karmotpattau.tajjebhyo.vibhāgebhyo.dravyārambhakasamyogavināśāt.kāryadravyanivṛttāv.agnisamyogādauṣṇyāpekṣāt.svatantreṣu.paramāṇuṣu.dravatvam.utpadyate.tatas.teṣu.bhoginām.adṛṣṭāpekṣād.ātmāṇusamyogāt.karmotpattau.tajjebhyaḥ.samyogebhyo.dyūṇukādiprakrameṇa.kāryadravyam.utpadyate.tasmiṃś.ca.rūpādyutpattisamakālam.kāraṇaguṇaprakrameṇa.dravatvam.utpadyata.iti.//	kaTam-.sarpiH-.jatu-maDUcCizwa-AdInAm-.kAraNa-izu.-paramANuzu-.agni-samyogAt-.vega-apekzAt.-karma-utpattO.-tajjeByo.-viBAgeByaH-.-dravya-AramBaka-samyog
   Pdhs_8.20(266.16) sneho.'pām.viśeṣaguṇaḥ./.up.to.here	PDs_8.20(266.16) snehaH-.-apAm.-viSeza-guNaH./.up.to.here
   saṃgrahamṛjādihetuḥ./	saMgraha-mRjA-Adi-hetuH./
   asyāpi.gurutvavan.nityānityatvaniṣpattayaḥ.//	asya-api.guru-tva-van.-nitya-anitya-tva-nizpattayaH.//
   Pdhs_8.21(266.23) saṃskāras.trividho.vego.bhāvanā.sthitisthāpakaś.ca./	PDs_8.21(266.23) saMskAra-s.triviDaH-.-vegaH-.BAvanA.-sTiti-sTApakaS.ca./
   tatra.vego.mūrtimatsu.pañvasu.dravyeṣu.nimittaviśeṣāpekṣāt.karmaṇo.jāyate.niyatadikkriyāprabandhahetuḥ.sparśavad.dravyasamyogaviśeṣavirodhī.kvacit.kāraṇaguṇapūrvakrameṇotpadyate./	tatra.vegaH-.mUrtimat-su.paQva-su.dravyezu.-nimitta-viSeza-apekzAt.-karmaNaH-.ja-Ayate.-niyata-dikkriyA-prabanDa-hetuH-.sparSa-vat-.dravya-samyoga-vi
   bhāvanāsaṃjñakas.tv.ātmaguṇo.dṛṣṭaśrutānubhūteṣv.artheṣu.smṛtipratyabhijñānahetur.bhavati.jñānamad.aduhkhādivirodhī./	BAvanA-saMjQaka-s.tv.A-Atma-guNo.dRzwa-Sruta-anuBUtezu-.arTa-izu.-smRti-pratyaBijQAna-hetuH-.Bavati.jQAna-mad.a-duhKa-Adi-viroDI./
   paṭvabhyāsādarapratyayajaḥ.paṭupratyayāpekṣād.ātmamanasoḥ.samyogād.āścarye.'rthe.paṭuḥ.saṃskārātiśayo.jāyate./	pawu-aByAsa-Adara-pratyaya-jaH.-pawu-pratyaya-apekzA-d.a-Atma-manasoH.samyogAt-.a-AScarye.-arTe.-pawuH.saMskAra-atiSayaH-.jAyate./
   yathā.dākṣiṇāty.asyoṣṭradarśanād.iti./	yaTA.dAkziNAti-.asya-uzwra-darSanAt-.iti./
   vidyāśilpavyāyāmādiṣv.abhyasyamāneṣu.tasminn.evārthe.pūrvapūrvasaṃskāram.apekṣamāṇād.uttarottarasmāt.pratyayād.ātmamanasoḥ.samyogāt.saṃskārātiśayo.jāyate./	vidyA-Silpa-vyAyAma-Adizu-.aByasyamAna-izu.-tasmin=-.eva-arTe.-pUrva-pUrva-saMskAram-.apekzamANAt-.uttara-uttara-smAt.-pratyayAt-.Atma-manasoH.samyog
   prayatnena.manaś.cakṣuṣi.sthāpayitvā.'pūrvam.artham.didūkṣamāṇasya.vidyut.sampātadarśanavad.ādarapratyayaḥ.tam.apekṣamāṇād.ātmamanasoḥ.samyogāt.saṃskārātiśayo.jāyate./	prayatnena.manaS.cakzuzi.-sTApayi-tvA.-apUrvam-.arTa-m.didUkza-mANasya.-vidyut.-sampAta-darSana-vat-.Adara-pratyayaH.tam.apekzamANa-Ad.a-Atmam-a
   yathā.devahraderājatasauvarṇapadmadarśanād.iti./	yaTA.devahradeH-Ajata-sOvarNa-padma-darSanAt-.iti./
   sthitisthāpakas.tu.sparśavad.dravyeṣu.vartamāno.ghanāvayavasanniveśaviśiṣṭeṣu.kālāntarāvasthāyiṣu.svāśrayam.anyathākṛtam.yathāvasthitam.sthāpayati./	sTiti-sTApaka-s.tu.-sparSa-vat-.dravya-izu.vartamAna-u.-Gana-avayava-sanniveSa-viSizwa-izu.-kAla-antara-avasTAyizu.sva-ASrayam-.anyaTA-kRtam-.yaTa-avasTita
   sthāvarajaṅgamavikāreṣu.dhanuhśākhāśṛṅgadantāsthisūtravastrādiṣu.bhugnasaṃvartiteṣu.sthitisthāpakasya.kāryam.saṃlakṣyate./	sTAvara-jaFgama-vikAra-izu.-DanuhSAKA-SRFga-danta-asTi-sUtra-vastra-At-izu.-Bugna-saMvarti-ta-izu.-sTiti-sTApakasya.-kAryam-.saMlakzyate./
   nityānityatvaniṣpattayosyāpi.gurutvavat.//	nitya-anitya-tva-nizpattayA-usya-api.guru-tvavat.//
   Pdhs_8.22(272.8) dharmaḥ.puruṣaguṇaḥ./	PDs_8.22(272.8) DarmaH.puruza-guNaH./
   kartuḥ.priyahitamokṣahetuḥ.atīndiryo.'ntyasukhasaṃvijñānavirodhī.puruṣāntahkaraṇasamyogaviśuddhābhisandhijaḥ.varṇāśramiṇām.pratiniyatasādhananimittaḥ./	kartuH.priya-hita-mokza-hetuH-.atIndiH-yo.-antya-suKa-saMvijQAna-viroDI.-puruzAn-tahkaraNa-samyoga-viSudDa-aBisanDi-jaH.-varNa-ASramiNAm-.pratiniya
   tasya.tu.sādhanāni.śrutismṛtivihitāni.varṇāśramiṇām.sāmānyaviśeṣabhāvenāvasthitāni.dravyaguṇakarmāṇi./	tasya-.tu.sADanA-ni.Sruti-smRti-vihita-ani.varNa-ASramiNAm.sAmAnya-viSeza-BAvena-avasTita-ani.dravya-guNa-karmANi./
   tatra.sāmānyāni.dharme.śraddhā.ahiṃsā.bhūtahitatvam.satyavacanam.asteyam.brahamacaryam.anupadhā.krodhavarjanam.abhiṣecanam.śicidravyasevanam.viśiṣṭadevatābhaktir.upavāso.'pramādaś.ca./	tatra.-sAmAnyA-ni.Darme.-SradDA.a-hiMsA.-BUta-hita-tvam-.satya-vacanam.asteyam-.braham-acaryam-.anupaDA.-kroDa-varjanam-.aBizecanam-.Sici-dravya
   brāhmaṇakṣaciyavaiśyānāmijyādhyayanadānāni.brāhmaṇasya.viśiṣṭāni.pratigrahādhyāpanayājanāni.svavarṇavihitāś.ca.saṃskārāḥ./	brAhmaNa-kzaciya-vESyA-nAm-ijyA-aDyayana-dAna-ani.brAhmaNasya.-viSizwa-ani.pratigraha-aDyApana-yAjanA-ni.sva-varNa-vihita-aS.ca.-saMskArAH./
   kṣatriyasya.samyak.prajāpālanam.asādhunigraho.yuddheṣv.anivartanam.svakīyāś.ca.saṃskārāḥ./	kzatriyasya.samyak.-prajApAla-nam.a-sADu-nigraho.-yudDezu-.anivartanam.svakIyAS.-ca.-saMskArAH./
   vaiśyasya.kriyavikrayakṛṣipaśupālanāni.svakīyāś.ca.saṃskārāḥ./	vESyasya.-kriya-vikraya-kRzi-paSu-pAlanA-ni.svakIyAS.-ca.-saMskArAH./
   śūdrasya.pūrvavarṇapāratantryam.amantrikāś.ca.kriyāḥ./	SUdrasya.-pUrva-varNa-pAratantryam.a-mantrikAS.-ca.-kriyAH./
