   mātṛkā 1	mAtRkA 1
   N1.124-1c/ vipratyaye parīkṣyaṃ tat saṃbandhāgamahetubhiḥ //	N1.124-1c/ vipratyaye parIkzyam tat saMbanDa-Agama-hetuBiH //
   N1.125a/ likhitaṃ likhitenaiva sākṣimat sākṣibhir haret /	N1.125a/ liKitam liKitena-eva sAkzimat sAkziBiH haret /
   N1.125c/ sākṣibhyo likhitaṃ śreyo likhitena tu sākṣiṇaḥ // 125	N1.125c/ sAkziByaH liKitam SreyaH liKitena tu sAkziNaH // 125
   N1.126a/ chinnabhinnahṛtonmṛṣṭanaṣṭadurlikhiteṣu ca /	N1.126a/ Cinna-Binna-hRta-unmRzwa-nazwa-durliKitezu ca /
   N1.126c/ kartavyam anyal lekhyaṃ syād eṣa lekhyavidhiḥ smṛtaḥ //	N1.126c/ kartavyam anyat leKyam syAt eza leKya-viDiH smRtaH //
   N1.127a/ saṃdigdheṣu tu kāryeṣu dvayor vivadamānayoḥ /	N1.127a/ saMdigDezu tu kAryezu dvayoH vivadamAnayoH /
   N1.127c/ dṛṣṭaśrutānubhūtatvāt sākṣibhyo vyaktidarśanam //	N1.127c/ dRzwa-Sruta-anuBUta-tvAt sAkziByaH vyakti-darSanam //
   N1.128a/ samakṣadarśanāt sākṣī vijñeyaḥ śrotracakṣuṣoḥ /	N1.128a/ samakza-darSanAt sAkzI vijQeyaH Srotra-cakzuzoH /
   N1.128c/ śrotrasya yat paro brūte cakṣuṣaḥ kāyakarma yat //	N1.128c/ Srotrasya yat paraH brUte cakzuzaH kAya-karma yat //
   N1.129a/ ekādaśavidhaḥ sākṣī sa tu dṛṣṭo manīṣibhiḥ /	N1.129a/ ekAdaSaviDaH sAkzI sa tu dRzwaH manIziBiH /
   N1.129c/ kṛtaḥ pañcavidhas teṣāṃ ṣaḍvidho 'akṛta ucyate // 129	N1.129c/ kRtaH paQcaviDaH tezAm zaxviDaH aakRtaH ucyate // 129
   N1.130a/ likhitaḥ smāritaś caiva yadṛcchābhijña eva ca /	N1.130a/ liKitaH smAritaH ca-eva yadRcCA-aBijQaH eva ca /
   N1.130c/ gūḍhaś cottarasākṣī ca sākṣī pañcavidhaḥ smṛtaḥ //	N1.130c/ gUXaH ca-uttara-sAkzI ca sAkzI paQcaviDaH smRtaH //
   N1.131a/ akṛtaḥ ṣaḍvidhaś cāpi sūribhiḥ parikīrtitaḥ /	N1.131a/ akRtaH zaxviDaH ca-api sUriBiH parikIrtitaH /
   N1.131c/ grāmaś ca prāḍvivākaś ca rājā ca vyavahāriṇām //	N1.131c/ grAmaH ca prAxvivAkaH ca rAjA ca vyavahAriNAm //
   N1.132a/ kāryeṣv abhyantaro yaḥ syād arthinā prahitaś ca yaḥ /	N1.132a/ kAryezu aByantaraH yaH syAt arTinA prahitaH ca yaH /
   N1.132c/ kulaṃ kulavivādeṣu bhaveyus te 'api sākṣiṇaḥ //	N1.132c/ kulam kula-vivAdezu BaveyuH te aapi sAkziNaH //
   N1.133a/ kulīnā ṛjavaḥ śuddhā janmataḥ karmato 'arthataḥ /	N1.133a/ kulInAH RjavaH SudDAH janmataH karmataH aarTataH /
   N1.133c/ tryavarāḥ sākṣiṇo 'anindyāḥ śucayaḥ syuḥ subuddhayaḥ //	N1.133c/ tri-avarAH sAkziNaH aanindyAH SucayaH syuH su-budDayaH //
   N1.134a/ brāhmaṇāḥ kṣatriyā vaiśyāḥ śūdrā ye cāpy aninditāḥ /	N1.134a/ brAhmaNAH kzatriyAH vESyAH SUdrAH ye ca-api aninditAH /
   N1.134c/ prativarṇaṃ bhaveyus te sarve sarveṣu vā punaḥ //	N1.134c/ prativarNam BaveyuH te sarve sarvezu vA punar //
   N1.135a/ śreṇīṣu śreṇipuruṣāḥ sveṣu vargeṣu vargiṇaḥ /	N1.135a/ SreNIzu SreNi-puruzAH svezu vargezu vargiNaH /
   N1.135c/ bahirvāsiṣu bāhyāś ca striyaḥ striṣu ca sākṣiṇaḥ //	N1.135c/ bahis-vAsizu bAhyAH ca striyaH strizu ca sAkziNaH //
   N1.136a/ śreṇyādiṣu tu vargeṣu kaścic ced dveṣyatām iyāt /	N1.136a/ SreNi-Adizu tu vargezu kaScid ced dvezya-tAm iyAt /
   N1.136c/ tebhya eva na sākṣī syād dveṣṭāraḥ sarva eva te //	N1.136c/ teByaH eva na sAkzI syAt dvezwAraH sarve eva te //
   N1.137a/ asākṣy api hi śāstreṣu dṛṣṭaḥ pañcavidho budhaiḥ /	N1.137a/ asAkzI api hi SAstrezu dRzwaH paQcaviDaH buDEH /
   N1.137c/ vacanād doṣato bhedāt svayamukter mṛtāntaraḥ //	N1.137c/ vacanAt dozataH BedAt svayamukteH mRta-antaraH //
   N1.138a/ śrotriyādyā vacanataḥ stenādyā doṣadarśanāt /	N1.138a/ Srotriya-AdyAH vacanataH stena-AdyAH doza-darSanAt /
   N1.138c/ bhedād vipratipattiḥ syād vivāde yatra sākṣiṇaḥ //	N1.138c/ BedAt vipratipattiH syAt vivAde yatra sAkziNaH //
   N1.139a/ svayamukter anirdiṣṭaḥ svayam evaitya yo vadet /	N1.139a/ svayamukteH anirdizwaH svayam eva-etya yaH vadet /
   N1.139c/ mṛtāntaro 'arthini prete mumūrṣuśrāvitād ṛte //	N1.139c/ mRta-antaraH aarTini prete mumUrzu-SrAvitAt Rte //
   N1.140a/ śrotriyās tāpasā vṛddhā ye ca pravrajitā narāḥ /	N1.140a/ SrotriyAH tApasAH vRdDAH ye ca pravrajitAH narAH /
   N1.140c/ asākṣiṇas te vacanān nātra hetur udāhṛtaḥ //	N1.140c/ asAkziNaH te vacanAt na-atra hetuH udAhRtaH //
   N1.141a/ stenāḥ sāhasikāś caṇḍāḥ kitavā vadhakās tathā /	N1.141a/ stenAH sAhasikAH caNxAH kitavAH vaDakAH taTA /
   N1.141c/ asākṣiṇas te duṣṭatvāt teṣu satyaṃ na vidyate //	N1.141c/ asAkziNaH te duzwa-tvAt tezu satyam na vidyate //
   N1.142a/ rājñā parigṛhīteṣu sākṣiṣv ekārthaniścaye /	N1.142a/ rAjQA parigRhItezu sAkzizu eka-arTa-niScaye /
   N1.142c/ vacanaṃ yatra bhidyate te syur bhedād asākṣiṇaḥ //	N1.142c/ vacanam yatra Bidyate te syuH BedAt asAkziNaH //
   N1.143a/ anirdiṣṭas tu sākṣitve svayam evaitya yo vadet /	N1.143a/ anirdizwaH tu sAkzi-tve svayam eva-etya yaH vadet /
   N1.143c/ sūcīty uktaḥ sa śāstreṣu na sa sākṣitvam arhati //	N1.143c/ sUcI-iti uktaH sa SAstrezu na sa sAkzi-tvam arhati //
   N1.144a/ yo 'arthaḥ śrāvayitavyaḥ syāt tasminn asati cārthini /	N1.144a/ yaH aarTaH SrAvayitavyaH syAt tasmin asati ca-arTini /
   N1.144c/ kva tad vadatu sākṣitvam ity asākṣī mṛtāntaraḥ //	N1.144c/ kva tat vadatu sAkzi-tvam iti asAkzI mRta-antaraH //
   N1.144-1a/ yo 'arthaḥ śrāvayitavyaḥ syāt tasminn asati cārthini /	N1.144-1a/ yaH aarTaH SrAvayitavyaH syAt tasmin asati ca-arTini /
   N1.144-1c/ kva tad vadatu sākṣitvam ity asākṣī mṛtāntaraḥ //	N1.144-1c/ kva tat vadatu sAkzi-tvam iti asAkzI mRta-antaraH //
   N1.145a/ dvayor vivadator arthe dvayoḥ satsu ca sākṣiṣu /	N1.145a/ dvayoH vivadatoH arTe dvayoH satsu ca sAkzizu /
   N1.145c/ pūrvapakṣo bhaved yasya bhaveyus tasya sākṣiṇaḥ //	N1.145c/ pUrva-pakzaH Bavet yasya BaveyuH tasya sAkziNaH //
   N1.146a/ ādharyaṃ pūrvapakṣasya yasminn arthe vaśād bhavet /	N1.146a/ ADaryam pUrva-pakzasya yasmin arTe vaSAt Bavet /
   N1.146c/ praṣṭavyāḥ sākṣiṇas tatra vivāde prativādinaḥ //	N1.146c/ prazwavyAH sAkziNaH tatra vivAde prativAdinaH //
   N1.147a/ na pareṇa samuddiṣṭam upeyāt sākṣiṇaṃ rahaḥ /	N1.147a/ na pareNa samuddizwam upeyAt sAkziNam rahaH /
   N1.147c/ bhedayet taṃ na cānyena hīyetaivaṃ samācaran //	N1.147c/ Bedayet tam na ca-anyena hIyeta-evam samAcaran //
   N1.148a/ sākṣy uddiṣṭo yadi preyād gacched vāpi digantaram /	N1.148a/ sAkzI uddizwaH yadi preyAt gacCet vA-api digantaram /
   N1.148c/ tacchrotāraḥ pramāṇaṃ syuḥ pramāṇaṃ hy uttarakriyā //	N1.148c/ tad-SrotAraH pramANam syuH pramANam hi uttara-kriyA //
   N1.149a/ sudīrgheṇāpi kālena likhitaṃ siddhim āpnuyāt /	N1.149a/ su-dIrGeNa-api kAlena liKitam sidDim ApnuyAt /
   N1.149c/ jānatā cātmanā lekhyaṃ ajānānas tu lekhayet //	N1.149c/ jAnatA ca-AtmanA leKyam ajAnAnaH tu leKayet //
   N1.150a/ siddhir uktāṣṭamād varṣāt smāritasyeha sākṣiṇaḥ /	N1.150a/ sidDiH uktA-azwamAt varzAt smAritasya-iha sAkziNaH /
   N1.150c/ ā pañcamāt tathā siddhir yadṛcchopagatasya tu //	N1.150c/ A paQcamAt taTA sidDiH yadRcCA-upagatasya tu //
   N1.151a/ ā tṛtīyāt tathā varṣāt siddhir gūḍhasya sākṣiṇaḥ /	N1.151a/ A tRtIyAt taTA varzAt sidDiH gUXasya sAkziNaH /
   N1.151c/ ā vai saṃvatsarāt siddhiṃ vadanty uttarasākṣiṇaḥ //	N1.151c/ A vE saMvatsarAt sidDim vadanti uttara-sAkziNaH //
   N1.152a/ athavā kālaniyamo na dṛṣṭaḥ sākṣiṇaṃ prati /	N1.152a/ aTavA kAla-niyamaH na dRzwaH sAkziNam prati /
   N1.152c/ smṛtyapekṣaṃ hi sākṣitvam āhuḥ śāstravido janāḥ //	N1.152c/ smRti-apekzam hi sAkzi-tvam AhuH SAstra-vidaH janAH //
   N1.153a/ yasya nopahatā puṃsaḥ smṛtiḥ śrotraṃ ca nityaśaḥ /	N1.153a/ yasya na-upahatA puMsaH smRtiH Srotram ca nityaSas /
   N1.153c/ sudīrgheṇāpi kālena sa sākṣī sākṣyam arhati //	N1.153c/ su-dIrGeNa-api kAlena sa sAkzI sAkzyam arhati //
   N1.154a/ asākṣipratyayās tv anye ṣaḍvivādāḥ prakīrtitāḥ /	N1.154a/ asAkzi-pratyayAH tu anye zaz-vivAdAH prakIrtitAH /
   N1.154c/ lakṣaṇāny eva sākṣitvaṃ eṣām āhur manīṣiṇaḥ //	N1.154c/ lakzaNAni eva sAkzi-tvam ezAm AhuH manIziNaH //
   N1.155a/ ulkāhasto 'agnido jñeyaḥ śastrapāṇis tu ghātakaḥ /	N1.155a/ ulkA-hastaH aagni-daH jQeyaH Sastra-pANiH tu GAtakaH /
   N1.155c/ keśākeśigṛhītaś ca yugapat pāradārikaḥ //	N1.155c/ keSAkeSi-gRhItaH ca yugapad pAradArikaH //
   N1.156a/ kuddālapāṇir vijñeyaḥ setubhettā samīpagaḥ /	N1.156a/ kuddAla-pANiH vijQeyaH setu-BettA samIpa-gaH /
   N1.156c/ tathā kuṭhārapāṇiś ca vanachettā prakīrtitaḥ //	N1.156c/ taTA kuWArapANiH ca vana-CettA prakIrtitaH //
   N1.157a/ abhyagracihno vijñeyo daṇḍapāruṣyakṛn naraḥ /	N1.157a/ aByagra-cihnaH vijQeyaH daNxa-pAruzya-kRt naraH /
   N1.157c/ asākṣipratyayā hy ete pāruṣye tu parīkṣaṇam //	N1.157c/ asAkzi-pratyayAH hi ete pAruzye tu parIkzaNam //
   N1.158a/ kaścit kṛtvātmanaś cihnaṃ dveṣāt param upadravet /	N1.158a/ kaScid kRtvA-AtmanaH cihnam dvezAt param upadravet /
   N1.158c/ hetvarthagatisāmarthyais tatra yuktaṃ parīkṣaṇam //	N1.158c/ hetu-arTa-gati-sAmarTyEH tatra yuktam parIkzaNam //
   N1.159a/ nārthasaṃbandhino nāptā na sahāyā na vairiṇaḥ /	N1.159a/ na-arTa-saMbanDinaH na-AptAH na sahAyAH na vEriNaH /
   N1.159c/ na dṛṣṭadoṣāḥ praṣṭavyāś na vyādhyārtā na dūṣitāḥ //	N1.159c/ na dRzwa-dozAH prazwavyAH na vyADi-ArtAH na dUzitAH //
   N1.160a/ dāsanaikṛtikāśraddhavṛddhastrībālacākrikāḥ /	N1.160a/ dAsa-nEkRtika-aSradDa-vRdDa-strI-bAla-cAkrikAH /
   N1.160c/ mattonmattapramattārtakitavagrāmayājakāḥ //	N1.160c/ matta-unmatta-pramatta-Arta-kitava-grAma-yAjakAH //
   N1.161a/ mahāpathikasāmudravaṇikpravrajitāturāḥ /	N1.161a/ mahApaTika-sAmudra-vaNij-pravrajita-AturAH /
   N1.161c/ lubdhakaśrotriyācārahīnaklībakuśīlavāḥ //	N1.161c/ lubDaka-Srotriya-AcAra-hIna-klIba-kuSIlavAH //
   N1.162a/ nāstikavrātyadārāgnityāgino 'ayājyayājakāḥ /	N1.162a/ nAstika-vrAtya-dAra-agni-tyAginaH aaya-Ajya-yAjakAH /
   N1.162c/ ekasthālīsahāyāricarajñātisanābhayaḥ //	N1.162c/ eka-sTAlI-sahAya-ari-cara-jQAti-sanABayaH //
   N1.163a/ prāgdṛṣṭadoṣaśailūṣaviṣajīvyahituṇḍikāḥ /	N1.163a/ prAk-dRzwa-doza-SElUza-viza-jIvi-ahituNxikAH /
   N1.163c/ garadāgnidakīnāśaśūdrāputropapātikāḥ // a	N1.163c/ garada-agni-dakI-nASa-SUdrA-putra-upapAtikAH // a
   N1.164a/ klāntasāhasikaśrāntanirdhanāntyāvasāyinaḥ /	N1.164a/ klAnta-sAhasika-SrAnta-nirDana-antyAvasAyinaH /
   N1.164c/ bhinnavṛttāsamāvṛttajaḍatailikamūlikāḥ //	N1.164c/ Binna-vRtta-asamAvRtta-jaxa-tElika-mUlikAH //
   N1.165a/ bhūtāviṣṭanṛpadviṣṭavarṣanakṣatrasūcakāḥ /	N1.165a/ BUta-Avizwa-nRpa-dvizwa-varza-nakzatra-sUcakAH /
   N1.165c/ aghaśaṃsyātmavikretṛhīnāṅgabhagavṛttayaḥ //	N1.165c/ aGa-SaMsi-Atma-vikretR-hIna-aFga-Baga-vRttayaH //
   N1.166a/ kunakhī śyāvadan śvitrimitradhrukśaṭhaśauṇḍikāḥ /	N1.166a/ kunaKI SyAva-dan Svitrimitra-Druj-SaWa-SONxikAH /
   N1.166c/ aindrajālikalubdhograśreṇīgaṇavirodhinaḥ //	N1.166c/ EndrajAlika-lubDa-ugra-SreNI-gaNa-viroDinaH //
   N1.167a/ vadhakṛccitrakṛnmaṅkhaḥ patitaḥ kūṭakārakaḥ /	N1.167a/ vaDa-kRt-citrakRt-maFKaH patitaH kUwa-kArakaH /
   N1.167c/ kuhakaḥ pratyavasitas taskaro rājapūruṣaḥ /	N1.167c/ kuhakaH pratyavasitaH taskaraH rAja-pUruzaH /
   N1.168a/ manuṣyaviṣaśastrāmbulavaṇāpūpavīrudhām /	N1.168a/ manuzya-viza-Sastra-ambu-lavaNa-apUpa-vIruDAm /
   N1.168c/ vikretā brāhmaṇaś caiva dvijo vārdhuṣikaś ca yaḥ //	N1.168c/ vikretA brAhmaNaH ca-eva dvijaH vArDuzikaH ca yaH //
   N1.169a/ cyutaḥ svadharmāt kulikaḥ stāvako hīnasevakaḥ /	N1.169a/ cyutaH svaDarmAt kulikaH stAvakaH hIna-sevakaH /
   N1.169c/ pitrā vivadamānaś ca bhedakṛc cety asākṣiṇaḥ //	N1.169c/ pitrA vivadamAnaH ca Beda-kRt ca-iti asAkziNaH //
   N1.170a/ asākṣiṇo ye nirdiṣṭā dāsanaikṛtikādayaḥ /	N1.170a/ asAkziNaH ye nirdizwAH dAsa-nEkRtika-AdayaH /
   N1.170c/ kāryagauravam āsādya bhaveyus te 'api sākṣiṇaḥ //	N1.170c/ kArya-gOravam AsAdya BaveyuH te aapi sAkziNaH //
   N1.171a/ sāhaseṣu ca sarveṣu steyasaṃgrahaṇeṣu ca /	N1.171a/ sAhasezu ca sarvezu steya-saMgrahaNezu ca /
   N1.171c/ pāruṣyayoś cāpy ubhayor na parīkṣeta sākṣiṇaḥ //	N1.171c/ pAruzyayoH ca-api uBayoH na parIkzeta sAkziNaH //
   N1.172a/ teṣām api na bālaḥ syān naiko na strī na kūṭakṛt /	N1.172a/ tezAm api na bAlaH syAt na-ekaH na strI na kUwa-kRt /
   N1.172c/ na bāndhavo na cārātir brūyus te sākṣyam anyathā //	N1.172c/ na bAnDavaH na ca-arAtiH brUyuH te sAkzyam anyaTA //
   N1.173a/ bālo 'ajñānād asatyāt strī pāpābhyāsāc ca kūṭakṛt /	N1.173a/ bAlaH aajQAnAt asatyAt strI pApa-aByAsAt ca kUwa-kRt /
   N1.173c/ vibrūyād bāndhavaḥ snehād vairaniryātanād ariḥ //	N1.173c/ vibrUyAt bAnDavaH snehAt vEra-niryAtanAt ariH //
   N1.174a/ athavānumato yaḥ syād dvayor vivadamānayoḥ /	N1.174a/ aTavA-anumataH yaH syAt dvayoH vivadamAnayoH /
   N1.174c/ asākṣy eko 'api sākṣitve praṣṭavyaḥ syāt sa saṃsadi //	N1.174c/ asAkzI ekaH aapi sAkzi-tve prazwavyaH syAt sa saMsadi //
   N1.175a/ yas tv ātmadoṣabhinnatvād asvastha iva lakṣyate /	N1.175a/ yaH tu Atma-doza-Binna-tvAt asvasTaH iva lakzyate /
   N1.175c/ sthānāt sthānāntaraṃ gacched ekaikaṃ copadhāvati //	N1.175c/ sTAnAt sTAna-antaram gacCet ekEkam ca-upaDAvati //
   N1.176a/ kāsate 'anibhṛto 'akasmād abhīkṣṇaṃ niśvasaty api /	N1.176a/ kAsate aaniBRtaH aakasmAt aBIkzNam niSvasati api /
   N1.176c/ bhūmiṃ likhati pādābhyāṃ bāhu vāso dhunoti ca //	N1.176c/ BUmim liKati pAdAByAm bAhu vAsaH Dunoti ca //
   N1.177a/ bhidyate mukhavarṇo 'asya lalāṭaṃ svidyate tathā /	N1.177a/ Bidyate muKa-varNaH aasya lalAwam svidyate taTA /
   N1.177c/ śoṣam āgacchataś coṣṭhāv ūrdhvaṃ tiryak ca vīkṣate //	N1.177c/ Sozam AgacCataH ca-uzWO UrDvam tiryak ca vIkzate //
   N1.178a/ tvaramāṇa ivābaddham apṛṣṭo bahu bhāṣate /	N1.178a/ tvaramANaH iva-AbadDam apRzwaH bahu BAzate /
   N1.178c/ kūṭasākṣī sa vijñeyas taṃ pāpaṃ vinayen nṛpaḥ //	N1.178c/ kUwa-sAkzI sa vijQeyaH tam pApam vinayet nRpaH //
   N1.179a/ śrāvayitvā ca yo 'anyebhyaḥ sākṣitvaṃ tad vinihnute /	N1.179a/ SrAvayitvA ca yaH aanyeByaH sAkzi-tvam tat vinihnute /
   N1.179c/ sa vineyo bhṛśataraṃ kūṭasākṣyadhiko hi saḥ //	N1.179c/ sa vineyaH BRSataram kUwa-sAkzI-aDikaH hi saH //
   N1.180a/ āhūya sākṣiṇaḥ pṛcchen niyamya śapathair bhṛśam /	N1.180a/ AhUya sAkziNaH pRcCet niyamya SapaTEH BRSam /
   N1.180c/ samastān viditācārān vijñātārthān pṛthak pṛthak //	N1.180c/ samastAn vidita-AcArAn vijQAta-arTAn pRTak pRTak //
   N1.181a/ satyena śāpayed vipraṃ kṣatriyaṃ vāhanāyudhaiḥ /	N1.181a/ satyena SApayet vipram kzatriyam vAhana-AyuDEH /
   N1.181c/ gobījakāñcanair vaiśyaṃ śūdraṃ sarvais tu pātakaiḥ //	N1.181c/ go-bIja-kAQcanEH vESyam SUdram sarvEH tu pAtakEH //
   N1.182a/ purāṇair dharmavacanaiḥ satyamāhātmyakīrtanaiḥ /	N1.182a/ purANEH Darma-vacanEH satya-mAhAtmya-kIrtanEH /
   N1.182c/ anṛtasyāpavādaiś ca bhṛśam uttrāsya sākṣiṇaḥ //	N1.182c/ anRtasya-apavAdEH ca BRSam uttrAsya sAkziNaH //
   N1.183a/ nagno muṇḍaḥ kapālena bhikṣārthī kṣutpipāsitaḥ /	N1.183a/ nagnaH muNxaH kapAlena BikzA-arTI kzuD-pipAsitaH /
   N1.183c/ dīnaḥ śatrugṛhaṃ gacched yaḥ sākṣyam anṛtaṃ vadet //	N1.183c/ dInaH Satru-gRham gacCet yaH sAkzyam anRtam vadet //
   N1.184a/ nagare pratiruddhaḥ san bahirdvāre bubhukṣitaḥ /	N1.184a/ nagare pratirudDaH san bahirdvAre buBukzitaH /
   N1.184c/ amitrān bhūyaśaḥ paśyed yaḥ sākṣyam anṛtaṃ vadet //	N1.184c/ amitrAn BUyaSas paSyet yaH sAkzyam anRtam vadet //
   N1.185a/ yāṃ rātrim adhivinnā strī yāṃ caivākṣaparājitaḥ /	N1.185a/ yAm rAtrim aDivinnA strI yAm ca-eva-akza-parAjitaH /
   N1.185c/ yāṃ ca bhārābhitaptāṅgo durvivaktā sa tāṃ vaset //	N1.185c/ yAm ca BAra-aBitapta-aFgaH durvivaktA sa tAm vaset //
   N1.186a/ sākṣī sākṣyasamuddeśe gokarṇaśithilaṃ caran /	N1.186a/ sAkzI sAkzya-samuddeSe gokarNa-SiTilam caran /
   N1.186c/ sahasraṃ vāruṇān pāśān ātmani pratimuñcati //	N1.186c/ sahasram vAruNAn pASAn Atmani pratimuQcati //
   N1.187a/ tasya varṣaśate pūrṇe pāśam ekaṃ pramucyate /	N1.187a/ tasya varza-Sate pUrNe pASam ekam pramucyate /
   N1.187c/ evaṃ sa bandhanāt tasmān mucyate niyutāḥ samāḥ //	N1.187c/ evam sa banDanAt tasmAt mucyate niyutAH samAH //
   N1.188a/ yāvato bāndhavāṃs yasmin hanti sākṣye 'anṛtaṃ vadan /	N1.188a/ yAvataH bAnDavAn yasmin hanti sAkzye aanRtam vadan /
   N1.188c/ tāvataḥ saṃkhyayā tasmin śṛṇu saumyānupūrvaśaḥ //	N1.188c/ tAvataH saMKyayA tasmin SRNu sOmya-anupUrvaSas //
   N1.189a/ pañca paśvanṛte hanti daśa hanti gavānṛte /	N1.189a/ paQca paSu-anRte hanti daSa hanti gavAnRte /
   N1.189c/ śatam aśvānṛte hanti sahasraṃ puruṣānṛte //	N1.189c/ Satam aSva-anRte hanti sahasram puruza-anRte //
   N1.190a/ hanti jātān ajātāṃś ca hiraṇyārthe 'anṛtaṃ vadan /	N1.190a/ hanti jAtAn ajAtAn ca hiraNya-arTe aanRtam vadan /
   N1.190c/ sarvaṃ bhūmyanṛte hanti mā sma bhūmyanṛtaṃ vadīḥ //	N1.190c/ sarvam BUmi-anRte hanti mA sma BUmi-anRtam vadIH //
   N1.191a/ ekam evādvitīyaṃ tat prāhuḥ pāvanam ātmanaḥ /	N1.191a/ ekam eva-advitIyam tat prAhuH pAvanam AtmanaH /
   N1.191c/ satyaṃ svargasya sopānaṃ pārāvārasya naur iva //	N1.191c/ satyam svargasya sopAnam pArAvArasya nOH iva //
   N1.192a/ aśvamedhasahasraṃ ca satyaṃ ca tulayā dhṛtam /	N1.192a/ aSvameDa-sahasram ca satyam ca tulayA DRtam /
   N1.192c/ aśvamedhasahasrād dhi satyam eva viśiṣyate //	N1.192c/ aSvameDa-sahasrAt Di satyam eva viSizyate //
   N1.193a/ varaṃ kūpaśatād vāpi varaṃ vāpīśatāt kratuḥ /	N1.193a/ varam kUpa-SatAt vA-api varam vApI-SatAt kratuH /
   N1.193c/ varaṃ kratuśatāt putraḥ satyaṃ putraśatād varam //	N1.193c/ varam kratu-SatAt putraH satyam putra-SatAt varam //
   N1.194a/ bhūr dhārayati satyena satyenodeti bhāskaraḥ /	N1.194a/ BUH DArayati satyena satyena-udeti BAskaraH /
   N1.194c/ satyena vāyuḥ pavate satyenāpaḥ sravanti ca //	N1.194c/ satyena vAyuH pavate satyena-apaH sravanti ca //
   N1.195a/ satyam eva paraṃ dānaṃ satyam eva paraṃ tapaḥ /	N1.195a/ satyam eva param dAnam satyam eva param tapaH /
   N1.195c/ satyam eva paro dharmo lokānām iti naḥ śrutam //	N1.195c/ satyam eva paraH DarmaH lokAnAm iti naH Srutam //
   N1.196a/ satyaṃ devāḥ samāsena manuṣyās tv anṛtaṃ smṛtam /	N1.196a/ satyam devAH samAsena manuzyAH tu anRtam smRtam /
   N1.196c/ ihaiva tasya devatvaṃ yasya satye sthitā matiḥ //	N1.196c/ iha-eva tasya deva-tvam yasya satye sTitA matiH //
   N1.197a/ satyaṃ brūhy anṛtaṃ tyaktvā satyena svargam eṣyasi /	N1.197a/ satyam brUhi anRtam tyaktvA satyena svargam ezyasi /
   N1.197c/ uktvānṛtaṃ mahāghoraṃ narakaṃ pratipatsyate //	N1.197c/ uktvA-anRtam mahA-Goram narakam pratipatsyate //
   N1.198a/ nirayeṣu ca te śaśvaj jihvām utkṛtya dāruṇāḥ /	N1.198a/ nirayezu ca te SaSvat jihvAm utkRtya dAruNAH /
   N1.198c/ asibhiḥ śātayiṣyanti balino yamakiṃkarāḥ //	N1.198c/ asiBiH SAtayizyanti balinaH yama-kiMkarAH //
   N1.199a/ śūlair bhetsyanti cākruddhāḥ krośantam aparāyaṇam /	N1.199a/ SUlEH Betsyanti ca-akrudDAH kroSantam aparAyaNam /
   N1.199c/ avākśirasam utkṣipya kṣepsyanty agnihradeṣu ca //	N1.199c/ avAkSirasam utkzipya kzepsyanti agni-hradezu ca //
   N1.200a/ anubhūya ca duḥkhās tāś ciraṃ narakavedanāḥ /	N1.200a/ anuBUya ca duHKAH tAH ciram naraka-vedanAH /
   N1.200c/ iha yāsyasy abhavyāsu gṛdhrakākādiyoniṣu //	N1.200c/ iha yAsyasi aBavyAsu gRDra-kAka-Adi-yonizu //
   N1.201a/ jñātvaitān anṛte doṣāñ jñātvā satye ca sadguṇān /	N1.201a/ jQAtvA-etAn anRte dozAn jQAtvA satye ca sat-guNAn /
   N1.201c/ satyaṃ vadoddharātmānaṃ mātmānaṃ pātayiṣyasi //	N1.201c/ satyam vada-udDara-AtmAnam mA-AtmAnam pAtayizyasi //
   N1.202a/ na bāndhavā na suhṛdo na dhanāni mahānty api /	N1.202a/ na bAnDavAH na suhRdaH na DanAni mahAnti api /
   N1.202c/alaṃ tārayituṃ śaktās tamasy ugre nimajjataḥ //	N1.202c/alam tArayitum SaktAH tamasi ugre nimajjataH //
   N1.203a/ pitaras tv avalambante tvayi sākṣitvam āgate /	N1.203a/ pitaraH tu avalambante tvayi sAkzi-tvam Agate /
   N1.203c/ tārayiṣyati kiṃvāsmān ātmānaṃ pātayiṣyati //	N1.203c/ tArayizyati kiMvA-asmAn AtmAnam pAtayizyati //
   N1.204a/ satyam ātmā manuṣyasya satye sarvaṃ pratiṣṭhitam /	N1.204a/ satyam AtmA manuzyasya satye sarvam pratizWitam /
   N1.204c/ sarvathaivātmanātmānaṃ śreyasā yojayiṣyasi //	N1.204c/ sarvaTA-eva-AtmanA-AtmAnam SreyasA yojayizyasi //
   N1.205a/ yāṃ ca rātrim ajaniṣṭhā yāṃ rātriṃ ca mariṣyasi /	N1.205a/ yAm ca rAtrim ajanizWA yAm rAtrim ca marizyasi /
   N1.205c/ vṛthā tadantaraṃ te syāt kuryāś cet satyam anyathā //	N1.205c/ vRTA tad-antaram te syAt kuryAH ced satyam anyaTA //
   N1.206a/ nāsti satyāt paro dharmo nānṛtāt pātakaṃ param /	N1.206a/ na-asti satyAt paraH DarmaH na-anRtAt pAtakam param /
   N1.206c/ sākṣidharme viśeṣeṇa satyam eva vadet tataḥ //	N1.206c/ sAkzi-Darme viSezeNa satyam eva vadet tatas //
   N1.207a/ yaḥ parārthe praharati svāṃ vācaṃ puruṣādhamaḥ /	N1.207a/ yaH para-arTe praharati svAm vAcam puruza-aDamaH /
