   Rudrabhaṭṭaḥ: Śṛṅgāratilakaḥ	Rudra-BawwaH: ŚRFgAratilakaH
   ojasvi-gurv-akṣara-bandha-gāḍhā % jñeyā budhaiḥ sārabhaṭīti vṛttiḥ //	ojasvi-guru--akzara-banDa--gAXA % jQeyA buDEH sAraBawI-iti vRttiH //
   ST_3.40 //	ST_3.40 //
   raudre bhayānake caiva $ bībhatse ca vicakṣaṇaiḥ &	rOdre BayAnake ca-eva $ bIBatse ca vicakzaNEH &
   kāvya-śobhākarī vṛttir % iyam itthaṃ prayujyate // ST_3.41 //	kAvya--SoBA-karI vRttiH % iyam itTam prayujyate // ST_3.41 //
   śastroddārita-kumbhi-kumbha-vigalad-raktākta-muktā-phalaṃ $	Sastra-uddAri-ta--kumBi--kumBa--vigala-d--rakta-akta-muktA--Palam $
   sphāra-sphūrjita-kānti-kalpita-bṛhac-cañcac-catuṣkāyitam &	sPAra--sPUrjita--kAnti-kalpita--bRhac--caQcac-catuzkAyitam &
   krodhoddhāvita-dhīra-dhoraṇa-lasaat-khaḍgāgram ugrāgrahaṃ % yuddhaṃ	kroDa-udDO=-ita-DIH-a-DoraNa--lasaa-t--Kaxga-agram ugra-agraham % yudDam
   siddha-vadhū-gṛhīta-subhaṭaṃ jātaṃ tadā durdharam // ST_3.41a //	sidDa--vaDU--gRhIta-su-Bawam jAtam tadA durDaram // ST_3.41aH //
   nāyaṃ garji-ravo gabhīra-paruṣaṃ tūryaṃ tadīyaṃ tv idaṃ $ naite	na-ayam garji--ravaH gaBIra--paruzam tUryam tadIyam tu idam $ na-ete
   bhīma-bhujaṅga-bhoga-rucayo meghā ime tad-rajāḥ &	BIma--BujaFga--Boga--rucayaH meGAH ime tad--rajAH &
   itthaṃ nātha navāmbu-vāha-samaye tvat-sainya-śaṅkākulā %	itTam nATa nava-ambu--vAha--samaye tu-at--sEnya--SaFkA-AkulA %
   mlāyad-vaktra-ruco virodhi-vanitāstrasyanti naśyanti ca // ST_3.41b //	mlAyad-vaktra--rucaH viroDi-vanitAH-trasyanti naSyanti ca // ST_3.41B //
   pibann asṛk svadan māṃsam $ ākarṣann antra-mālikām &	piban asRk svadat mAMsam $ Akarzan antra-mAlikAm &
   kabandha-saṅkule kroṣṭā % bhramaty eṣa mahā-raṇe // ST_3.41c //	kabanDa--saFkule krozwA % Bramati eza mahA--raNe // ST_3.41t //
   harṣa-pradhānādhika-sattva-vṛttis $ tyāgottarodāra-vaco-manojñā &	harza--praDAna-aDika--sattva-vRttiH $ tyAga-uttara-udAra--vacaH--manojQAH &
   āścarya-saṃpat-subhagā ca yā syāt % sā sātvatī nāma matātra vṛttiḥ //	AScarya--saMpat--suBagA ca yA syAt % sA sAtvatI nAma mata-atra vRttiH //
   ST_3.42 //	ST_3.42 //
   nātigūḍhārtha-saṃpattiḥ $ śravya-śabda-manoramā &	na-ati-gUXa-arTa--saMpattiH $ Sravya--Sabda--manoramA &
   vīre raudre'dbhute śānte % vṛttir eṣā matā yathā // ST_3.43 //	vIre rOdre-adBute SAnte % vRttiH ezA matAH yaTA // ST_3.43 //
   lakṣmyās tvaṃ janako nidhiś ca payasāṃ niḥśeṣa-ratnākaro $ maryādā-niratas	lakzmyAH tvam janakaH niDiH ca payasAm niHSeza--ratna-AkaraH $ maryAdA--nirataH-
   tvam eva jaladhe brūte'tra ko'nyādṛśam &	tvam eva jalaDe brUte-atra kaH-anyAdRSam &
   kiṃ tv ekasya gṛhaṃ gatasya baḍavā-vahneḥ sadā tṛṣṇayā %	kim tu ekasya gRham gatasya baxavA--vahneH sadA tRzNayA %
   klāntasyodara-pūraṇe'pi na saho yat tan manāṅ madhyamam // ST_3.43a //	klAntasya-udara--pUraNe-api na sahaH yat tat manAk maDyamam // ST_3.43aH //
   sphāritotkaṭa-kaṭhora-tārakākīrṇa- vahni-kaṇa-saṃtatiḥ krudhā &	sPArita-utkawa--kaWora--tAraka-AkIrNa vahni-kaNa--saMtatiH kruDA &
   durnimitta-taḍid-ākṛtir babhau dṛṣṭir iṣṭa-samarāṃśu-mālinaḥ // ST_3.43b	durnimitta--taxid-A-AkRtiH baBO dRzwiH izwa-samara-aMSu--mAlinaH // ST_3.43b
   atyadbhutaṃ narādhipa tava kīrtir dhavalayanty api jaganti &	ati-adButam narADipa tava kIrtiH Davalayanti api jaganti &
   raktān karoti suhṛdo malinayati ca vairi-vadanāni // ST_3.43c //	raktAn karoti suhRdaH malinayati ca vEri-vadanAni // ST_3.43t //
   nivṛtta-viṣayāsaṅga- $ madhunā sucirāya me &	nivRtta--vizaya-AsaFga $ maDunA sucirAya me &
   ātmany eva samādhānaṃ % manaḥ kevalam icchati // ST_3.43d //	Atmani eva samADAnam % manaH kevalam icCati // ST_3.43d //
   pradhāna-puruṣa-prāyā $ sad-vakrokti-nirantarā &	praDAna-puruza--prAyA $ sat--vakra-ukti-nirantarA &
   bhāratīyaṃ bhaved vṛttir % vīrahāsyādbhutāśrayā // ST_3.44 //	BAratIyam Bavet vRttiH % vIra-hAsya-adButa-ASrayAH // ST_3.44 //
   janma-deha-vadha-bandhanādikaṃ $ tulyam etad itaraiḥ samaṃ satām &	janma--deha--vaDa--banDana-Adikam $ tulyam etat itarEH samam satAm &
   yat tathāpi vipulācalāḥ śriyaḥ % sāhasaika-paratātra kāraṇam // ST_3.44a	yat taTA-api vipula-acalAH SriyaH % sAhasa-eka-paratA-atra kAraNam // ST_3.44a
   yaśodākṛta-rakṣasya $ śāsitur bhuvana-druhām &	yaSodA-kRta-rakzasya $ SAsituH Buvana--druhAm &
   bālye nibhṛta-gambhīro % harer hāsaḥ punātu vaḥ // ST_3.44b //	bAlye niBRta-gamBIraH % hareH hAsaH punAtu vaH // ST_3.44B //
   nirbhayo'py eṣa bhūpālas $ tad dadāti dviṣāṃ yudhi &	nirBayaH-api eza BUpAlaH $ tat dadAti dvizAm yuDi &
   asat teṣu yaśaḥ śubhram % ādatte cedam adbhutam // ST_3.44c //	asat tezu yaSaH SuBram % Adatte ca-idam adButam // ST_3.44t //
   ity ādi ramyāḥ pravilokya vṛttīr $ dṛṣṭvā nibandhāṃś ca mahā-kavīnām &	iti Adi ramyAH pravilokya vRttIH $ dRzwvA nibanDAn ca mahA-kavInAm &
   ālokya vaicitryam idaṃ vidadhyāt % kāvyaṃ kaviḥ sajjana-citta-cauram //	Alokya vEcitryam idam vidaDyAt % kAvyam kaviH sat-jana--citta--cOram //
   ST_3.45 //	ST_3.45 //
   virasaṃ pratyanīkaṃ ca $ duḥsandhāna-rasaṃ tathā &	virasam pratyanIkam ca $ duHsanDAna--rasam taTA &
   nīrasaṃ pātra-duṣṭaṃ ca % kāvyaṃ sadbhir na śasyate // ST_3.46 //	nIrasam pAtra-duzwam ca % kAvyam sadBiH na Sasyate // ST_3.46 //
   vihāya jananī-mṛtyu- $ śokaṃ mugdhe mayā saha &	vihAya jananI--mRtyu $ Sokam mugDe mayA saha &
   yauvanaṃ mānaya spaṣṭam % ityādi virasaṃ matam // ST_3.47 //	yOvanam mAnaya spazwam % ityAdi virasam matam // ST_3.47 //
   prabandhe nīyate yatra $ rasa eko nirantaram &	prabanDe nIyate yatra $ rasaH ekaH nirantaram &
   mahatīṃ vṛddhim icchanti % nīrasaṃ tac ca kecana // ST_3.48 //	mahatIm vRdDim icCanti % nIrasam tat ca kecana // ST_3.48 //
   nakha-kṣatocchalat-pūti- $ pluta-gaṇḍa-sthalaṃ ratau &	naKa--kzata-ucCalat-pUti $ pluta--gaNxa--sTalam ratO &
   pibāmi vadanaṃ tasyāḥ % pratyanīkaṃ tad ucyate // ST_3.49 //	pibAmi vadanam tasyAH % pratyanIkam tat ucyate // ST_3.49 //
   tām evānucitāṃ gaccha $ jvalitā tvat-kṛte tu yā &	tAm eva-anucitAm gacCa $ jvalitA tu-at-kRte tu yA &
   kiṃ te kṛtyaṃ mayā dhūrta % duḥsandhāna-rasaṃ tv idam // ST_3.50 //	kim te kRtyam mayA DUrte % duHsanDAna--rasam tu idam // ST_3.50 //
   durjano dayitaḥ kāmaṃ $ mano mlānaṃ manobhavaḥ &	durjanaH dayitaH kAmam $ manaH mlAnam manoBavaH &
   kṛśo viyoga-taptāyās % tasyā ity ādi nīrasam // ST_3.51 //	kRSaH viyoga--taptAyAH % tasyAH iti Adi nIrasam // ST_3.51 //
   mugdhā vyājaṃ vinā veśyā $ kanyeyaṃ nipuṇā ratau &	mugDA vyAjam vinA veSyA $ kanyA-iyam nipuNAH ratO &
   kula-strī sarvadā dhṛṣṭā % pātra-duṣṭaṃ tv idaṃ matam // ST_3.52 //	kula--strI sarvadA DRzwAH % pAtra-duzwam tu idam matam // ST_3.52 //
   anyeṣv api raseṣv ete $ doṣā varjyā manīṣibhiḥ &	anyezu api rasezu ete $ dozAH varjyAH manIziBiH &
   yat samparkān na yāty eva % kāvyaṃ rasa-paramparām // ST_3.53 //	yat samparkAt na yAti eva % kAvyam rasa-paramparAm // ST_3.53 //
   iti mayā kathitena pathāmunā $ rasa-viśeṣam aśeṣam upeyuṣā &	iti mayA kaTitena paTA-amunA $ rasa--viSezam aSezam upeyuzA &
   lalita-pādapadāsadalaṅkṛtiḥ % kṛta-dhiyām iha vāgvanitāyate // ST_3.54 //	lalita-pAda-padAsat-alaFkRtiH % kRta--DiyAm iha vAc-vanitAyate // ST_3.54 //
   śṛṅgāra-tilako nāma $ grantho'yaṃ grathito mayā &	SRFgAra-tilakaH nAma $ granTaH-ayam graTitaH mayA &
   vyutpattaye niṣevantu % kavayaḥ kāminaś ca ye // ST_3.55 //	vyutpattaye nizevantu % kavayaH kAminaH ca ye // ST_3.55 //
   kānyā kāvya-kathā kīdṛg $ vaidagdhī ko rasāgamaḥ &	kA-anyA kAvya--kaTA kIdRS $ vEdagDI kaH rasa-AgamaH &
   kiṃ goṣṭhī-maṇḍanaṃ hanta % śṛṅgāra-tilakaṃ vinā // ST_3.56 //	kim gozWI--maNxanam hanta % SRFgAra-tilakam vinA // ST_3.56 //
   tripura-vadhād eva gatām ullāsam umāṃ samasta-deva-natām &	tripura--vaDAt eva gatAm ullAsam umAm samasta--deva-natAm &
   śṛṅgāra-tilaka-vidhinā punar api rudraḥ prasādayati // ST_3.57 //@	SRFgAra-tilaka-viDinA punar api rudraH prasAdayati // ST_3.57 //@
   iti śrī-rudra-bhaṭṭa-viracite śṛṅgāra-tilakābhidhāne kāvya-rasālaṅkāre	iti SrI--rudra-Bawwa-viracite SRFgAra-tilaka-aBiDAne kAvya--rasa-alaFkAre
   hāsyādi-rasa-nirūpaṇaṃ nāma tṛtīyaḥ paricchedaḥ	hAsyAdi-rasa-nirUpaNam nAma tRtIyaH paricCedaH
