   Ārya Saṃghāṭa Sūtra	Ārya SaMGAwa SUtra
   darśanāya / āha / kiṃ mayā kuśalakarma kṛtaṃ yeneme bahavastathāgatā āgatā	darSanAya / Aha / kim mayA kuSala-karma kRtam yena-ime bahavaH-taTAgatAH AgatA
   [SaSū 86] āha / śṛṇu kulaputra tvayā mānuṣyakamātmabhāvaṃ pratilabhya	[SaSU 86] Aha / SRNu kula-putra tvayA mAnuzyakam-Atma-BAvam pratilaBya
   saṃghāṭaṃ dharmaparyāyaṃ śrotrāvabhāsamāgataṃ / tena tvayā etāvat	saMGAwam Darma-paryAyam Srotra-avaBAsam-Agatam / tena tvayA etAvat-
   puṇyaskandhaṃ prasūtaṃ / (sarvaśūra) āha / yadi mama bhagavanna etāvān	puNya-skanDam prasUtam / (sarva-SUra) Aha / yadi mama Bagavat-na etAvAn
   puṇyaskandhaḥ kaḥ punarvādo yaḥ sakalasamāptaṃ śroṣyati /	puNya-skanDaH kaH punar-vAdaH yaH sakala-samAptam Srozyati /
   [SaSū 87] (bhagavān) āhālaṃ bhoḥ kulaputra śṛṇu catuṣpadikāyā gāthāyā	[SaSU 87] (BagavAn) Aha-alam BoH kula-putra SRNu catuzpadikAyAH gATAyAH-
   (śrutāyāḥ) puṇyaṃ varṇayāmi / tadyathā kulaputra trayodaśa	(SrutAyAH) puNyam varNayAmi / tat-yaTA kula-putra trayodaSa
   gaṃgānadībālikāsamānāṃ tathāgatānāṃ arhatāṃ samyaksaṃbuddhānāṃ yaḥ	gaMgA-nadI-bAlikA-samAnAm taTAgatAnAm arhatAm samyaksaMbudDAnAm yaH
   puṇyasakandhastato bahutaraṃ puṇyaskandhaṃ prasavati / yaścatuṣpadikāmapi	puNya-sa-kanDaH-tatas bahutaram puNya-skanDam prasavati / yaH-catuzpadikAm-api
   gāthāmito dharmaparyāyācchroṣyati / yaśca trayodaśa	gATAmitaH Darma-paryAyAt-Srozyati / yaH-ca trayodaSa
   gaṃgānadībālukāsamāṃstathāgatānarhataḥ samyaksaṃbuddhān pūjayati /	gaMgA-nadI-bAlukA-samAn=-taTAgatAn-arhataH samyaksaMbudDAn pUjayati /
   yaścetaḥ saṃghāṭāddharmaparyāyādantaśaścatuṣpādikāmapi gāthāṃ śroṣyati /	yaH-ca-itaH saMGAwAt-Darma-paryAyAt-antaSas-catuzpAdikAm-api gATAm Srozyati /
   ayaṃ tato bahutaraṃ puṇyaskandhaṃ prasaviṣyati / kaḥ punarvādo yaḥ	ayam tatas bahutaram puNya-skanDam prasavizyati / kaH punar-vAdaH yaH
   sakalasamāptaṃ śroṣyati / na tasya puṇyaskandhasya śakyamupamāṃ kartum	sakala-samAptam Srozyati / na tasya puNya-skanDasya Sakyam-upamAm kartum
   [SaSū 88] śṛṇu kulaputra yaścemaṃ saṃghāṭaṃ (nāma) sūtraṃ dharmaparyāyaṃ	[SaSU 88] SRNu kula-putra yaH-ca-imam saMGAwam (nAma) sUtram Darma-paryAyam
   sakalasamāptaṃ vistareṇa śroṣyati / yaśca sarvasyāṃ tṛsāhasramahāsāhasryāṃ	sakala-samAptam vistareNa Srozyati / yaH-ca sarvasyAm tR-sAhasra-mahA-sAhasryAm
   lokadhātau tilaṃ vāpayedyāvantaste tilaphalakāstāvanto rājānaścakravartino	lokaDAtO tilam vApayet-yAvantaH-te tila-PalakAH-tAvantaH rAjAnaH-cakravartinaH-
   bhaveyuratha kaścideva puruṣo bhavedāḍhyo mahādhano mahābhogaḥ atha khalu	BaveyuH-aTa kaScid-eva puruzaH Bavet-AXyaH mahADanaH mahA-BogaH aTa Kalu
   sa puruṣasteṣāṃ sarveṣāṃ rājñāṃ cakravartināṃ yathākāmikaṃ dānan dadyāt	sa puruzaH-tezAm sarvezAm rAjQAm cakravartinAm yaTAkAmikam dAnan dadyAt-
   tatkiṃ manyase sarvaśūrāpi tu sa puruṣastatonidānaṃ bahu puṇyaṃ prasaved	tat-kim manyase sarva-SUrA-api tu sa puruzaH-tatonidAnam bahu puNyam prasavet-
   āha / bahu bhagavan bahu sugata; bhagavān āha - yāvantaḥ kulaputra teṣāṃ	Aha / bahu Bagavan bahu sugata; BagavAn Aha  yAvantaH kula-putra tezAm
   rājñāṃ cakravartināṃ dānan dadataḥ puṇyaskandhaḥ yaścaikasya	rAjQAm cakravartinAm dAnan dadataH puNya-skanDaH yaH-ca-ekasya
   srotaāpannasya dānan dadyādayaṃ tato bahutaraṃ puṇyaskandhaṃ prasavati /	srotaApannasya dAnan dadyAt-ayam tatas bahutaram puNya-skanDam prasavati /
   [SaSū 89] ye trisāhasramahāsāhasryāṃ lokadhātau sattvāste sarve srotaāpanā	[SaSU 89] ye tri-sAhasra-mahA-sAhasryAm lokaDAtO sattvAH-te sarve srotaApanA
   bhaveyusteṣāṃ sarverṣāṃ dānan dadato yatpuṇyaskandhaṃ ayaṃ tato bahutaraṃ	BaveyuH-tezAm sarva-IrzAm dAnan dadataH yat-puNya-skanDam ayam tatas bahutaram
   puṇyaskandhaṃ prasavati / ya ekasya sakṛdāgāmino dānan dadyād ye	puNya-skanDam prasavati / yaH ekasya sakRdAgAminaH dAnan dadyAt ye
   trisāhasramahāsāhasryām lokadhātau sattvāste sarve sakṛdāgāmino bhaveyuḥ	tri-sAhasra-mahA-sAhasryAm lokaDAtO sattvAH-te sarve sakRdAgAminaH BaveyuH
   teṣāṃ sarveṣāṃ dānan dadato yaḥ puṇyaskandhaḥ ayan tato bahutaraṃ	tezAm sarvezAm dAnan dadataH yaH puNya-skanDaH ayan tatas bahutaram
   puṇyaskandhaṃ prasavati / ya ekasyānāgāmino dānān dadyād ye	puNya-skanDam prasavati / yaH ekasya-ana-AgAminaH dAnAn dadyAt ye
   trisāhasramahāsāhasryāṃ lokadhātau sattvāste sarve nāgāmino bhaveyuḥ teṣāṃ	tri-sAhasra-mahA-sAhasryAm lokaDAtO sattvAH-te sarve na-agAminaH BaveyuH tezAm
   sarveṣāṃ dānan dadato yaḥ puṇyaskandhaṃ ayaṃ tato bahutaraṃ puṇyaskandhaṃ	sarvezAm dAnan dadataH yaH puNya-skanDam ayam tatas bahutaram puNya-skanDam
   prasavati ya ekasyārhato dānan dadyād ye trisāhasramahāsāhasryāṃ	prasavati yaH ekasya-arhataH dAnan dadyAt ye tri-sAhasra-mahA-sAhasryAm
   lokadhātau sattvāste sarve 'rhanto bhaveyuḥ teṣāṃ sarveṣāṃ dānan dadato	lokaDAtO sattvAH-te sarve arhantaH BaveyuH tezAm sarvezAm dAnan dadataH-
   yaḥ puṇyaskandhaḥ ayaṃ tato bahutaraṃ puṇyaskandhaṃ prasavati / ya ekasya	yaH puNya-skanDaH ayam tatas bahutaram puNya-skanDam prasavati / yaH ekasya
   pratyekabuddhasya dānan dadyād ye trisāhasramahāsāhasryāṃ lokadhātau	pratyekabudDasya dAnan dadyAt ye tri-sAhasra-mahA-sAhasryAm lokaDAtO
   sattvāste sarve pratyekabuddhā bhaveyusteṣān sarveṣāṃ dānan dadato yaḥ	sattvAH-te sarve pratyekabudDAH BaveyuH-tezAn sarvezAm dAnan dadataH yaH
   puṇyaskandhaḥ ayaṃ tato bahutaraṃ puṇyaskandhaṃ prasavati ya ekasya	puNya-skanDaH ayam tatas bahutaram puNya-skanDam prasavati yaH ekasya
   bodhisattvasya dānan dadyād ye trisāhasramahāsāhasryāṃ lokadhātau	boDisattvasya dAnan dadyAt ye tri-sAhasra-mahA-sAhasryAm lokaDAtO
   sattvāste sarve bodhisattvā bhaveyusteṣāṃ sarveṣāṃ dānan dadato yaḥ	sattvAH-te sarve boDisattvAH BaveyuH-tezAm sarvezAm dAnan dadataH yaH
   puṇyaskandhaḥ ayaṃ tato bahutaraṃ puṇyaskandhaṃ prasavati / ya ekasya	puNya-skanDaH ayam tatas bahutaram puNya-skanDam prasavati / yaH ekasya
   tathāgatasya cittaṃ prasādayed	taTAgatasya cittam prasAdayet-
   [SaSū 90] yaśca trisāhasramahāsāhasryāṃ lokadhātau tathāgataparipūrṇāyāṃ	[SaSU 90] yaH-ca tri-sAhasra-mahA-sAhasryAm lokaDAtO taTAgata-paripUrNAyAm
   cittaṃ prasādayed yaścemaṃ saṃghāṭasūtraṃ dharmaparyāyaṃ likhiṣyati /	cittam prasAdayet yaH-ca-imam saMGAwa-sUtram Darma-paryAyam liKizyati /
   kimaṃga punaḥ sarvaśūra ya iman dharmaparyāyaṃ śroṣyati / śrutvā ca	kim-aMga punar sarva-SUra yaH iman Darma-paryAyam Srozyati / SrutvA ca
   dhārayiṣyati vācayiṣyati paryavāpsyati parebhyaśca vistareṇa	DArayizyati vAcayizyati paryavApsyati pareByaH-ca vistareNa
   saṃprakāśayiṣyati / kaḥ punarvādaḥ sarvaśūra ya imaṃ saṃghāṭasūtraṃ	saMprakASayizyati / kaH punar-vAdaH sarva-SUra yaH imam saMGAwa-sUtram
   dharmaparyāyaṃ cittaprasādena namaskariṣyati /	Darma-paryAyam citta-prasAdena namaskarizyati /
   [SaSū 91] tatkiṃ manyase sarvaśūra śakyamidaṃ sūtraṃ bālapṛthagjanaiḥ	[SaSU 91] tat-kim manyase sarva-SUra Sakyam-idam sUtram bAla-pRTagjanEH
   śrotuṃ āha / no hīdaṃ bhagavan āha / ye ca śroṣyanti na ca	Srotum Aha / no hi-idam Bagavan Aha / ye ca Srozyanti na ca
   prasādamutpādayiṣyanti / śṛṇu sarvaśūra santi kecit sarvaśūra	prasAdam-utpAdayizyanti / SRNu sarvaSUra santi kecid sarva-SUra
   bālapṛthagjanāḥ sattvāḥ ye śaknuyurmahāsamudre gādhaṃ labdhum āha / no	bAla-pRTagjanAH sattvAH ye SaknuyuH-mahA-samudre gADam labDum Aha / no
   hīdaṃ bhagavan	hi-idam Bagavan
   [SaSū 92] (bhagavān) āha / asti punaḥ sarvaśūra kaścit sattvo ya	[SaSU 92] (BagavAn) Aha / asti punar sarva-SUra kaScid sattvaH ya
   ekapāṇitalena samudraṃ kṣapayed āha / no hīdaṃ bhagavan no hīdaṃ sugata /	eka-pANi-talena samudram kzapayet Aha / no hi-idam Bagavat no hi-idam sugataH /
   bhagavān āha / yathā sarvaśūra nāsti sa kaścit sattvo yaḥ	BagavAn Aha / yaTA sarva-SUra na-asti sa kaScid sattvaH yaH
   śaknuyādekapāṇitalena / mahāsamudraṃ śoṣayituṃ / evameva sarvaśūra ye	SaknuyAt-eka-pANi-talena / mahA-samudram Sozayitum / evam-eva sarva-SUra ye
   hīnādhimuktikāḥ sattvāḥ na śakyaṃ tairayan dharmaparyāyaḥ śrotuṃ yaiḥ	hIna-aDimuktikAH sattvAH na Sakyam tErayan Darma-paryAyaH Srotum yEH
   sarvaśūrāśītirgaṃgānadībālukāsamāni tathāgatakoṭīniyutaśatasahasrāṇi na	sarva-SUra-aSItiH-gaMgA-nadI-bAlukA-samAni taTAgata-kowI-niyuta-Sata-sahasrANi na
   dṛṣṭāni / na taiḥ śakyamayaṃ saṃghāṭaṃ dharmaparyāyaṃ likhituṃ /	dRzwAni / na tEH Sakya-mayam saMGAwam Darma-paryAyam liKitum /
   yairnavati gaṃgānadībālikāsamāni tathāgatāni na dṛṣṭāni na taiḥ śakyamayan	yEH-navati gaMgA-nadI-bAlikA-samAni taTAgatAni na dRzwAni na tEH Sakyamayan
   dharmaparyāyaḥ śrotum	Darma-paryAyaH Srotum
   [SaSū 93] yena tathāgatakoṭīśatasahasrāṇi na dṛṣṭāni ta iman	[SaSU 93] yena taTAgata-kowI-Sata-sahasrANi na dRzwAni te iman
   dharmaparyāyaṃ śrutvā pratikṣipanti / yaiḥ sarvaśūra gaṃgānadībālukāsamāni	Darma-paryAyam SrutvA pratikzipanti / yEH sarva-SUra gaMgA-nadI-bAlukA-samAni
   tathāgatakoṭīśatāni dṛṣṭāni ta iman dharmaparyāyaṃ śrutvā	taTAgata-kowI-SatAni dRzwAni te iman Darma-paryAyam SrutvA
   prasādacittamutpādayanti harṣayanti yathābhūtaṃ prajānanti / ya imaṃ	prasAda-cittam-utpAdayanti harzayanti yaTABUtam prajAnanti / yaH imam
   saṃghāṭaṃ dharmaparyāyaṃ yathābhūtaṃ śaddadhanti na pratikṣipanti /	saMGAwam Darma-paryAyam yaTABUtam Sat-daDanti na pratikzipanti /
   [SaSū 94] śṛṇu sarvaśūra ye kecid asmāt	[SaSU 94] SRNu sarva-SUra ye kecid asmAt-
   saṃghāṭāddharmaparyāyadekākṣarāmapi catuṣpadikāṃ gāthāṃ likhiṣyanti teṣāṃ	saMGAwAt-Darma-paryAyat-eka-akzarAm-api catuzpadikAm gATAm liKizyanti tezAm
   sarvaśūra sattvānāṃ tataḥ paścāt paṃcanavati koṭīsahasrāni	sarva-SUra sattvAnAm tatas paScAt paMcanavati kowI-sahasrAni
   lokadhātunāmatikramya yathā sukhāvatīlokadhātustathā teṣāṃ buddhakṣetraṃ	lokaDAtunAm-atikramya yaTA suKAvatI-lokaDAtuH-taTA tezAm budDa-kzetram
   bhaviṣyati / teṣāṃ ca sarvaśūra sattvānāṃ caturaśītiḥ	Bavizyati / tezAm ca sarva-SUra sattvAnAm caturaSItiH
   kalpasahasrāṇyāyuṣpramāṇaṃ bhaviṣyati /	kalpa-sahasrANi-AyuzpramANam Bavizyati /
   [SaSū 95] śṛṇu sarvaśūra ye bodhisattvā mahāsattvā asmāt	[SaSU 95] SRNu sarva-SUra ye boDisattvAH mahAsattvAH asmAt-
   saṃghāṭāddharmaparyāyādantaśaścatuṣpadikāmapi gāthāṃ śroṣyanti / badyathā	saMGAwAt-Darma-paryAyAt-antaSas-catuzpadikAm-api gATAm Srozyanti / badyaTA
   sarvaśūra kaścit sattvo bhaved (raudraḥ sāhasikaḥ saddharmavimukhaḥ	sarva-SUra kaScid sattvaH Bavet (rOdraH sAhasikaH sat-Darma-vimuKaH
   paralokanirapekṣaḥ pāpakārī) yaḥ paṃcānantaryāṇi karmāṇi kuryāt kārayed vā	para-loka-nirapekzaH pApa-kArI) yaH paMcAnantaryANi karmANi kuryAt kArayet vA
   kriyamāṇāni vānumodet sacet sa itaḥ saṃghāṭāddharmaparyāyaccatuṣpadikamapi	kriyamANAni vA-anumodet saced saH itas saMGAwAt-Darma-paryAyat-catuzpadikam-api
   gāthāṃ śṛṇuyāt tasya tāni paṃcānantaryāṇi karmāṇi parikṣayaṃ gaccheyuḥ	gATAm SRNuyAt tasya tAni paMcAnantaryANi karmANi parikzayam gacCeyuH
   [SaSū 96] śṛṇu sarvaśūra / punaraparaṃ guṇamāmantrayāmi / tadyathāpi	[SaSU 96] SRNu sarva-SUraH / punar-aparam guNam-AmantrayAmi / tat-yaTA-api
   kaścit sattvo bhavedyaḥ stūpabhedaṃ kārayet saṃghabhedaṃ ca / bodhisattvaṃ	kaScid sattvaH Bavet-yaH stu-upaBedam kArayet saMGa-Bedam ca / boDisattvam
   samādheruccālayet buddhajñānasyāntarāyaṃ kuryāt mātāpitaraṃ	samADeH-uccAlayet budDa-jQAnasya-antarAyam kuryAt mAtA-pitaram
   jīvitādvyāvaropayed	jIvitAt-vyAvaropayet-
   atha sa sattvaḥ paścādvipratisārībhūtaḥ śoceta parideveta naṣṭo 'ham anena	aTa sa sattvaH paScAt-vipratisArIBUtaH Soceta parideveta nazwaH aham anena
   kāyena naṣṭaṃ me paralokamiti / kalpaṃ evāhaṃ naṣṭaḥ tato 'sya	kAyena nazwam me para-lokam-iti / kalpam eva-aham nazwaH tatas asya
   mahācittāyāsaṃ bhaveta duḥkhāṃ vedanāṃ vedayeta / kaṭukāṃ vedanāṃ vedayeta	mahA-citta-AyAsam Baveta duHKAm vedanAm vedayeta / kawukAm vedanAm vedayeta
   / tasya sarvaśūra sattvasya sarvasattvāḥ parivarjayanti jugupsanti (ca) /	/ tasya sarva-SUra sattvasya sarva-sattvAH parivarjayanti jugupsanti (ca) /
   dagdho naṣṭa eṣā sattva laukikalokottarāddharma naṣṭo 'nekāni kalpāni	dagDaH nazwaH ezA sattva lOkika-lokottarAt-Darma nazwaH anekAni kalpAni
   yathā dagdhasthūṇaṃ /	yaTA dagDa-sTUNam /
   [SaSū 97] evamevāyaṃ puruṣaḥ yathā sucitraṃ gṛhaṃ dagdhasthūṇaṃ na śobhate	[SaSU 97] evam-eva-ayam puruzaH yaTA su-citram gRham dagDa-sTUNam na SoBate
   / evamevāyaṃ sa puruṣa iha loke na śobhate / yatra yatra ca gacchati tatra	/ evam-eva-ayam sa puruzaH iha loke na SoBate / yatra yatra ca gacCati tatra
   tatra sattvaiḥ paribhāṣyate praharanti ca; kṣutpipāsārdito 'pi na	tatra sattvEH pariBAzyate praharanti ca; kzuD-pipAsA-arditaH api na
   kiṃcillabhate / tato duḥkhāṃ vedanāṃ vedayati /	kiMcid-laBate / tatas duHKAm vedanAm vedayati /
   [SaSū 98] sa kṣutpipāsāhetunā paribhāṣāhetunā prahārahetunā stūpabhedaṃ ca	[SaSU 98] sa kzuD-pipAsA-hetunA pariBAzA-hetunA prahAra-hetunA stu-upaBedam ca
   paṃcānantaryāṇi ca karmāṇi samanusmarati / sa tato duḥkhaṃ	paMcAnantaryANi ca karmANi samanusmarati / sa tatas duHKam
   nirvedacittamutpādayati / kutrāhaṃ yāsyāmi ko me trāta bhavisyati /	nirveda-cittam-utpAdayati / kutra-aham yAsyAmi kaH me trAta Bavisyati /
   [SaSū 99] sa evaṃ cintayati gamiṣyāmyahaṃ parvatagirikandareṣu praviśāmi	[SaSU 99] saH evam cintayati gamizyAmi-aham parvata-giri-kandarezu praviSAmi
   tatra me kālakriyā bhaviṣyati na ca me iha kaści trātāsti / āha ca //	tatra me kAla-kriyA Bavizyati na ca me iha kaSci trAtA-asti / Aha ca //
   (20) kṛtaṃ me pāpakaṃ karma dagdhasthūnaṃ nirantaram	(20) kRtam me pApakam karma dagDa-sTUnam nirantaram
   nemaṃ loke śobhayiṣye na śobhayiṣyāmi paratra caḥ	na-imam loke SoBayizye na SoBayizyAmi paratra caH
   (21) antargṛhe na śobhāmi na śobhāmi ca bāhira /	(21) antargRhe na SoBAmi na SoBAmi ca bAhiraH /
   (sarvatraiva na śobhāmi pāpakārī tathāsmyahaṃ //)//	(sarvatra-eva na SoBAmi pApa-kArI taTA-asmi-aham //)//
   (22) doṣahetoḥ kṛtaṃ pāpaṃ tena yāsyāmi durgatim	(22) doza-hetoH kRtam pApam tena yAsyAmi durgatim
   paratra duḥkhitaḥ kutra vasiṣyāmi ha durgatau //	paratra duHKitaH kutra vasizyAmi ha durgatO //
   (23) śṛṇvanti devatā vācā aśrukaṇṭhaṃ prarodati /	(23) SRNvanti devatAH vAcA aSru-kaNWam prarodati /
   aho nirāśakṣ paralokaṃ prayāsyāmiḥ durgatiṃ //	aho nirASakH para-lokam prayAsyAmiH durgatim //
   taṃ devatā āhuḥ	tam devatAH AhuH
   (24) mūḍho 'si gaccha puruṣa maivaṃ cintaya duḥkhitaḥ	(24) mUXaH asi gacCa puruza mA-evam cintaya duHKitaH
   śaraṇaṃ na ca me trāṇaṃ duḥkhāṃ vindāmi vedanām	SaraNam na ca me trANam duHKAm vindAmi vedanAm
   (25) mātṛghāṭaṃ pitṛghāṭaṃ paṃcānantaryāñca me kṛtaṃ	(25) mAtR-GAwam pitR-GAwam paMca-anantar-yAQca me kRtam
   parvate mūrdhni gacchāmi tata ātmā tyajāmyaham	parvate mUrDni gacCAmi tatas AtmA tyajAmi-aham
   (26) mā gaccha mūḍhapuruṣa karma mā kuru pāpakaṃ /	(26) mA gacCa mUXa-puruza karma mA kuru pApakam /
   bahu tvayā kṛtaṃ pāpaṃ vyāpannena hi cetasā	bahu tvayA kRtam pApam vyApannena hi cetasA
   (27) kurvanti ye ātmaghātaṃ narakaṃ yānti duḥkhitāḥ	(27) kurvanti ye Atma-GAtam narakam yAnti duHKitAH
   tataḥ patanti bhūmīṣu krandanti śokavedanāḥ	tatas patanti BUmIzu krandanti Soka-vedanAH
   (28) na tena vīryeṇa bhavanti buddhā	(28) na tena vIryeNa Bavanti budDA
   bhavanti naivāpi na śrāvakaṃ labhyati mokṣayānam	Bavanti na-eva-api na SrAvakam laByati mokza-yAnam
   anyasya vīryasya kuruṣva yatham	anyasya vIryasya kuruzva yaTam
   (29) gacchasya taṃ paravata yena so ṛṣi gatvā ca taṃ dṛṣṭva ṛṣirmahātmā /	(29) gacCasya tam paravata yena saH Rzi gatvA ca tam dRzwvaH RziH-mahAtmA /
   vanditvā pādau śirasā ca tasya trāṇaṃ bhavāhī mama agrasattva	vanditvA pAdO SirasA ca tasya trANam BavAhI mama agrasattva-
   (30) deśehi dharmaṃ kuśalaṃ muhūrttam bhāto 'smi trasto	(30) deSehi Darmam kuSalam muhUrttam BAtaH asmi trastaH-
   ati[[rivā]]duḥkhapīḍitaḥ	ati[[rivA]]-duHKa-pIxitaH
   (tato gataḥ sa puruṣu bhītabhītas) (taṃ parvataṃ yatra riśirmahātmā /)	(tatas gataH sa puruzu BIta-BItas) (tam parvatam yatra riSiH-mahAtmA /)
   (31) (vanditvā pādau hi tadā mahārṣeḥ) (provāca vākyaṃ samudīraṃ yā gīrā	(31) (vanditvA pAdO hi tadA mahA-rzeH) (provAca vAkyam samudIram yA gIrA
   (deśehi dharmaṃ mama pāpakāriṇaḥ) (kṛpāṃ janitvā paraduḥkhitasya //)//	(deSa-ihi Darmam mama pApa-kAriNaH) (kRpAm janitvA para-duHKitasya //)//
   (32) ṛṣirvadantaṃ śṛṇu sattvasāra niṣadya cintasya kṣaṇaṃ kuruṣva /	(32) RziH-vadantam SRNu sattva-sAra nizadya cintasya kzaNam kuruzva /
   (śṛṇuṣva vākyaṃ mama duḥkhitasya) (śrutvā hyupāyaṃ paricintayasva /)	(SRNuzva vAkyam mama duHKitasya) (SrutvA hi-upAyam paricintayasva /)
   (33) bhītaḥ sa trasto ati [[rivā]] duḥkhapīḍitas tato niṣaṇṇaḥ kṣaṇa	(33) BItaH sa trastaH ati [[rivA]] duHKa-pIxitaH tatas nizaNNaH kzaNa
   [[vara]] taṃ muhūrtam deśemi pāpaṃ kṛta yan mayā bahū ṛṣe hi vācaṃ	[[vara]] tam muhUrtam deSemi pApam kRta yat mayA bahU Rze hi vAcam
   idamabravīti /	idam-abravIti /
   ṛṣirāha /	RziH-Aha /
   (34) bhuṃśāhi taṃ bhojanu yaddadāmi duḥkhena ca krandasi śokapīḍitaḥ	(34) BuMSAhi tam Bojanu yat-dadAmi duHKena ca krandasi Soka-pIxitaH
   kṣudhā pipāsāya ca pīḍītastvaṃ nirāśakaśca tribhavādbhaviṣyasi /	kzuDA pipAsAya ca pIxItaH-tvam nirASakaH-ca tri-BavAt-Bavizyasi /
   (35) bhojanānyupanāmitvā ṛṣiḥ sattva prasādayan	(35) BojanAni-upanAmitvA RziH sattva prasAdayan
   mṛṣṭaṃ bhuṃja manāpaṃ ca śarīre tarpanārthikaṃ /	mRzwam BuMja manApam ca SarIre tarpana-arTikam /
   (36) paścāt te dharma bhāṣāmi sarvapāpakṣayaṃkaram	(36) paScAt te Darma BAzAmi sarva-pApa-kzayaMkaram
   tasya tadbhojanaṃ mṛṣṭaṃ muhūrtaṃ bhuktavān asau /	tasya tad-Bojanam mRzwam muhUrtam BuktavAn asO /
   (37) bhuktvā hastau ca prakṣālya kṛtvā pradakṣiṇaṃ ṛṣiṃ /	(37) BuktvA hastO ca prakzAlya kRtvA pradakziNam Rzim /
   paryaṃkena niṣīditvā vadat yat pāpakaṃ kṛtam	paryaMkena nizIditvA vadat yat pApakam kRtam
   (38) mātṛghātaṃ pitṛghātaṃ stūpabhedaṃ mayā kṛtaṃ /	(38) mAtR-GAtam pitR-GAtam stu-upaBedam mayA kRtam /
   bodhisattvasya buddhatve antarāyaṃ kṛtaṃ mayā /	boDisattvasya budDa-tve antarAyam kRtam mayA /
   (39) tasya tadvacanaṃ śrutvā ṛṣirvākyamathābravīt	(39) tasya tat-vacanam SrutvA RziH-vAkyam-aTa-abravIt
   asādhustava [[bho]] puruṣa yat kṛtaṃ pāpakaṃ tvayā /	asADuH-tava [[Bo]] puruza yat kRtam pApakam tvayA /
   (40) deśehi pāpakaṃ karma kṛtaṃ kārāpitaṃ ca yat //	(40) deSehi pApakam karma kRtam kArApitam ca yat //
   atha khalu tasmin kāle sa puruṣaḥ śokaśalyasamarpita bhītastrasta udvigna	aTa Kalu tasmin kAle sa puruzaH Soka-Salya-samarpita BItaH-traste udvigna
   ko me trātā bhaviṣyatītyāha ca //	kaH me trAtA Bavizyati-iti-Aha ca //
   (41) kṛtaṃ me pāpakaṃ karma duḥkhāṃ vetsyāmi vedanāṃ /	(41) kRtam me pApakam karma duHKAm vetsyAmi vedanAm /
   narake raurave ghore tathaiva ca pratāpane //	narake rOrave Gore taTA-eva ca pratApane //
   atha khalu sa puruṣastasya ṛṣerjānudvayaṃ bhūmau nipātyāha ca /	aTa Kalu sa puruzaH-tasya RzeH-jAnu-dvayam BUmO nipAtya-Aha ca /
   (42) deśeyaṃ pāpakaṃ karma yatkṛtaṃ kāritaṃ mayā /	(42) deSeyam pApakam karma yat-kRtam kAritam mayA /
   māphalaṃ pāpakaṃ bhotu mā me syā duḥkhavedanāṃ /	mA-aPalam pApakam Botu mA me syAH duHKa-vedanAm /
   (43) ṛṣistrāṇaṃ bhaven mahyamāsanne haṃ bhaven tava	(43) RziH-trANam Bavet mahyam-Asanne ham Bavet tava
   niṣkaukṛtyasya śāntasya śamyantaṃ pāpakān mama;	nizkOkRtyasya SAntasya Samyantam pApakAt mama;
   [SaSū 100] atha khalu sa riṣistena kālena tena samayena taṃ	[SaSU 100] aTa Kalu sa riziH-tena kAlena tena samayena tam
   puruṣametadavocat - evaṃ cāśvāsayati / mā bhaiḥ kulaputrāhaṃ te trāṇaṃ	puruzam-etat-avocat  evam ca-ASvAsayati / mA BEH kula-putra-aham te trANam
   bhaviṣyāmyahan te gatirahaṃ parāyaṇaṃ bhaviṣyāmi / saṃmukhaṃ dharma śṛṇu	BavizyAmi-ahan te gatiH-aham parAyaNam BavizyAmi / saMmuKam Darma SRNu
   śrutaṃ tvayā kiṃcit saṃghāṭaṃ nāma dharmaparyāyaṃ / sa āha / na me	Srutam tvayA kiMcid saMGAwam nAma Darma-paryAyam / saH Aha / na me
   kadācicchrutaṃ /	kadAcid-Srutam /
   ṛṣirāha - ko 'gnidagdhasya sattvasya dharman deśayatyanyatra yaḥ	RziH-Aha  kaH agni-dagDasya sattvasya Darman deSayati-anyatra yaH
   karuṇāvihāritayā sattvānāṃ dharman deśayati / āha / śṛṇu kulaputra	karuNA-vihAritayA sattvAnAm Darman deSayati / Aha / SRNu kula-putra
   [SaSū 101] bhūtapūrvaṃ (mayā) asaṃkhyeyaiḥ	[SaSU 101] BUta-pUrvam (mayA) asaMKyeyEH
   kalpairasaṃkhyeyatarairyadāsītteno kālena tena samayena vimalacandro nāma	kalpEH-asaMKyeyatarEH-yadA-AsIt-teno kAlena tena samayena vimalacandraH nAma
