   śrīḥ	SrIH
   āliṅganāṅga-saṃsparśa-śiraś cumbanam īkṣaṇam // VisSd_3.252 //	AliFgana-aFga--saMsparSa--SiraH cumbanam IkzaNam // VisSd-_3.252 //
   pulakānanda-bāṣpādyā anubhāvāḥ prakīrtitāḥ /	pulaka-Ananda--bAzpa-AdyAH anuBAvAH prakIrtitAH /
   sañcāriṇo 'niṣṭa-śaṅkā-harṣa-garvādayo matāḥ // VisSd_3.253 //	saQcAriNaH anizwa--SaFkA--harza--garva-AdayaH matAH // VisSd-_3.253 //
   padma-garbha-cchavir varṇo daivataṃ loka-mātaraḥ /	padma-garBa-=-CaviH varNaH dEvatam loka-mAtaraH /
   ādyaḥ karuṇa-bībhatsa-raudra-vīra-bhayānakaiḥ // VisSd_3.254 //	AdyaH karuNa--bIBatsa--rOdra-vIra--BayAnakEH // VisSd-_3.254 //
   bhayānakena karuṇenāpi hāsyo virodha-bhāk /	BayAnakena karuNena-api hAsyaH viroDa--BAj /
   karuṇo hāsya-śṛṅgāra-rasābhyām api tādṛśaḥ // VisSd_3.255 //	karuNaH hAsya--SRFgAra--rasAByAm api tAdRSaH // VisSd-_3.255 //
   raudras tu hāsya-śṛṅgāra-bhayānaka-rasair api /	rOdraH tu hAsya--SRFgAra--BayAnaka-rasEH api /
   bhayānakena śāntena tathā vīra-rasaḥ smṛtaḥ // VisSd_3.256 //	BayAnakena SAntena taTA vIra--rasaH smRtaH // VisSd-_3.256 //
   śṛṅgāra-vīra-raudrākhya-hāsya-śāntair bhayānakaḥ /	SRFgAra-vIra--rOdra-AKya-hAsya--SAntEH BayAnakaH /
   śāntas tu vīra-śṛṅgāra-raudra-hāsya-bhayānakaiḥ // VisSd_3.257 //	SAntaH tu vIra--SRFgAra--rOdra-hAsya--BayAnakEH // VisSd-_3.257 //
   śṛṅgāreṇa tu bībhatsa ity ākhyātā virodhitā /	SRFgAreNa tu bIBatsaH iti AKyAtA viroDitA /
   kuto 'pi kāraṇāt kvāpi sthiratām upayann api // VisSd_3.258 //	kutas api kAraNAt kvApi sTira-tAm upayan api // VisSd-_3.258 //
   unmādādir na tu sthāyī na pātre sthairyam eti yat /	unmAda-AdiH na tu sTAyI na pAtre sTEryam eti yat /
   rasa-bhāvau tad-ābhāsau bhāvasya praśamodayau // VisSd_3.259 //	rasa-BAvO tad--ABAsO BAvasya praSama-udayO // VisSd-_3.259 //
   sandhiḥ śabalatā ceti sarve 'pi rasanād rasāḥ /	sanDiH Sabala-tA ca-iti sarve api rasanAt rasAH /
   sañcāriṇaḥ pradhānāni devādi-viṣayā ratiḥ // VisSd_3.260 //	saQcAriNaH praDAnAni deva-Adi-vizayA ratiH // VisSd-_3.260 //
   udbuddha-mātraḥ sthāyī ca bhāva ity abhidhīyate /	udbudDa--mAtraH sTAyI ca BAvaH iti aBiDIyate /
   yathā marica-khaṇḍāder ekībhāve prapāṇake // VisSd_3.261 //	yaTA marica---KaNxa-AdeH ekIBAve prapANake // VisSd-_3.261 //
   udrekaḥ kasyacit kvāpi tathā sañcāriṇo rase /	udrekaH kasyacid kvApi taTA saQcAriNaH rase /
   anaucitya-pravṛttatva ābhāso rasa-bhāvayoḥ // VisSd_3.262 //	anOcitya--pravRtta-tve ABAsaH rasa-BAvayoH // VisSd-_3.262 //
   upanāyaka-saṃsthāyāṃ muni-guru-patnī-gatāyāṃ ca /	upanAyaka--saMsTAyAm muni--guru-patnI--gatAyAm ca /
   nāyaka-viṣayāyāṃ ratau tathānubhaya-niṣṭhāyām // VisSd_3.263 //	nAyaka-vizayAyAm ratO taTA-anuBaya-nizWAyAm // VisSd-_3.263 //
   pratināyaka-niṣṭhatve tadvad adhama-pātra-tiryag-ādi-gate /	pratinAyaka--nizWa-tve tadvat aDama--pAtra-tiryak--Adi-gate /
   śṛṅgāre 'anucityaṃ raudre gurv-ādi-gata-kope // VisSd_3.264 //	SRFgAre aanucityam rOdre guru--Adi-gata-kope // VisSd-_3.264 //
   śānte ca hīna-niṣṭhe gurv-ādy ālambane hāsye /	SAnte ca hIna--nizWe guru--Adi Alambane hAsye /
   brahma-vadhādy-utsāhe 'dhama-pātra-gate tathā vīre // VisSd_3.265 //	brahma-vaDa-Adi--utsAhe aDama--pAtra--gate taTA vIre // VisSd-_3.265 //
   uttama-pātra-gatatve bhayānake jñeyam evam anyatra /	uttama--pAtra--gata-tve BayAnake jQeyam evam anyatra /
   bhāvābhāso lajjādike tu veśyādi-viṣaye syāt // VisSd_3.266 //	BAva-ABAsaH lajjA-Adike tu veSya-Adi--vizaye syAt // VisSd-_3.266 //
   bhāvasya śāntāv udaye sandhi-miśritayoḥ kramāt /	BAvasya SAntO udaye sanDi--miSritayoH kramAt /
   bhāvasya śāntir udayaḥ sandhiḥ śabalatā matā // VisSd_3.267 //	BAvasya SAntiH udayaH sanDiH Sabala-tA matA // VisSd-_3.267 //
   iti sāhitya-darpaṇe rasādi-nirūpaṇo nāma	iti sAhitya-darpaNe rasAdi-nirUpaNaH nAma
   tṛtīyaḥ paricchedaḥ	tRtIyaH paricCedaH
   caturthaḥ paricchedaḥ	caturTaH paricCedaH
   dhvani-nirṇayaḥ	Dvani-nirNayaH
   kāvyaṃ dhvanir guṇībhūta-vyaṅgaṃ ceti dvidhā matā /	kAvyam DvaniH guNIBUta--vyaFgam ca-iti dviDA matA /
   vācyātiśayini vyaṅgyo dhvanis tat kāvyam uttamam // VisSd_4.1 //	vAcya-atiSayini vyaFgyaH DvaniH tat kAvyam uttamam // VisSd-_4.1 //
   bhedau dhvaner api dvāv udīritau lakṣaṇābhidhā-mūlau /	BedO DvaneH api dvO udIritO lakzaNa-aBiDA--mUlO /
   avivakṣita-vācyo 'nyo vivakṣitānya-para-vācyaś ca // VisSd_4.2 //	avivakzita--vAcyaH anyaH vivakzitAni-a--para-vAcyaH ca // VisSd-_4.2 //
   arthāntaraṃ saṅkramite vācye 'tyantaṃ tiraskṛte /	arTa-antaram saFkramite vAcye atyantam tiraskRte /
   avivakṣita-vācyo 'pi dhvanir dvaividhyam ṛcchati // VisSd_4.3 //	avivakzita-vAcyaH api DvaniH dvEviDyam RcCati // VisSd-_4.3 //
   vivakṣitābhidheyo 'pi[*1] dvibhedaḥ prathamaṃ mataḥ /	vivakzita-aBiDeyaH api-[*1] dvi-BedaH praTamam mataH /
   asaṃlakṣya-kramo yatra vyaṅgyo lakṣya-kramas tathā // VisSd_4.4 //	asaMlakzya-kramaH yatra vyaFgyaH lakzya-kramaH taTA // VisSd-_4.4 //
   [*1] abhidhā-mūla-rūpaḥ	[*1] aBiDA--mUla--rUpaH
   tatrādyo rasa-bhāvādir eka evātra gaṇyate /	tatra-AdyaH rasa-BAva-AdiH ekaH eva-atra gaNyate /
   eko 'pi bhedo 'nantatvāt saṅkhyeyas tasya naiva yat // VisSd_4.5 //	ekaH api BedaH ananta-tvAt saFKyeyaH tasya na-eva yat // VisSd-_4.5 //
   śabdārthobhaya-śakty-utthe vyaṅgyo 'nusvāna-sannibhe /	Sabda-arTa-uBaya--Sakti--utTe vyaFgyaH anusvAna--sanniBe /
   dhvanir lakṣya-krama-vyaṅgyas trividhaḥ kathito budhaiḥ // VisSd_4.6 //	DvaniH lakzya-krama-vyaFgyaH triviDaH kaTitaH buDEH // VisSd-_4.6 //
   vastv alaṅkāra-rūpatvāc chabda-śakty-udbhavo dvidhā /	vastu alaFkAra---rUpa-tvAt Sabda--Sakti--udBavaH dviDA /
   vastu vālaṅkṛtir veti dvidhārthaḥ saṃbhavī svataḥ // VisSd_4.7 //	vastu vA-alaFkRtiH vA-iti dviDA-arTaH saMBavI svatas // VisSd-_4.7 //
   kaveḥ prauḍhokti-sikto vā tan nibaddhasya veti ṣaṭ /	kaveH prOXA-ukti-siktaH vA tat nibadDasya vA-iti zaw /
   ṣaḍbhis tair vyajyamānas tu vastv alaṅkāra-rūpakaḥ // VisSd_4.8 //	zaxBiH tEH vyajyamAnaH tu vastu alaFkAra--rUpakaH // VisSd-_4.8 //
   artha-śakty-udbhavo vyaṅgyo yāti dvādaśa-bhedataḥ /	arTa--Sakti--udBavaH vyaFgyaH yAti dvAdaSa-BedataH /
   ekaḥ śabdārtha-śakty-utthe tad aṣṭadaśadhā dhvaniḥ // VisSd_4.9 //	ekaH Sabda-arTa--Sakti--utTe tat azwadaSaDA DvaniH // VisSd-_4.9 //
   vākye śabdārtha-śakty-utthas tad anye pada-vākyayoḥ /	vAkye Sabda-arTa--Sakti--utTaH tat anye pada--vAkyayoH /
   prabandhe 'pi mato dhīrair artha-śakty-udbhavo dhvaniḥ // VisSd_4.10 //	prabanDe api mataH DIrEH arTa--Sakti--udBavaH DvaniH // VisSd-_4.10 //
   padāṃśa-varṇa-racanā-prabandheṣv asphuṭa-kramaḥ /	pada-aMSa--varNa--racanA--prabanDezu asPuwa-kramaH /
   tad evam eka-pañcāśad bhedās tasya dhvaner matāḥ // VisSd_4.11 //	tat evam eka-paQcASat BedAH tasya DvaneH matAH // VisSd-_4.11 //
   saṅkareṇa tri-rūpeṇa saṃsṛṣṭyā vāpy anekadhā /	saFkareNa tri-rUpeNa saMsRzwyA vA-api anekaDA /
   vedakhābdhi-śarāḥ śuddhair iṣu-bāṇāgni-śāyakāḥ // VisSd_4.12 //	veda-Ka-abDi--SarAH SudDEH izu--bANa-agni-SAyakAH // VisSd-_4.12 //
   aparaṃ tu guṇī-bhūta-vyaṅgyaṃ vācyād anuttame vyaṅgye /	aparam tu guNI-BUta-vyaFgyam vAcyAt anuttame vyaFgye /
   tatra syād itarāṅgaṃ kākvākṣiptaṃ ca vācya-siddha-vyaṅgyam // VisSd_4.13	tatra syAt itara-aFgam kAkvAkziptam ca vAcya--sidDa-vyaFgyam // VisSd-_4.13
   sandigdha-prādhānyaṃ tulya-prādhānyam asphuṭam agūḍham /	sandigDa--prADAnyam tulya--prADAnyam asPuwam agUXam /
   vyaṅgyam asundaram evaṃ bhedās tasyoditā aṣṭau // VisSd_4.14 //	vyaFgyam asundaram evam BedAH tasya-uditAH azwO // VisSd-_4.14 //
   iti sāhitya-darpaṇe	iti sAhitya--darpaNe
   dhvani-guṇībhūta-vyaṅgyākhya-kāvya-bheda-nirūpaṇo nāma	Dvani-guNIBUta-vyaFgyAKya-kAvya-Beda-nirUpaNaH nAma
   caturthaḥ paricchedaḥ	caturTaH paricCedaH
   pañcamaḥ paricchedaḥ	paQcamaH paricCedaH
   vṛttīnāṃ viśrānter abhidhātāt paryalakṣaṇākhyānām /	vRttInAm viSrAnteH aBiDAtAt paryalakzaNa-AKyAnAm /
   aṅgīkāryā turyā vṛttir bodhe rasādīnām // VisSd_5.1 //	aFgIkAryA turyA vRttiH boDe rasa-AdInAm // VisSd-_5.1 //
   boddhṛ-svarūpa-saṅkhyā-nimitta-kārya-pratīti-kālānām /	bodDR--svarUpa--saFKyA--nimitta--kArya--pratIti--kAlAnAm /
   āśraya-viṣayādīnāṃ bhedād bhinno 'bhidheyato vyaṅgyaḥ // VisSd_5.2 //	ASraya--vizaya-AdInAm BedAt BinnaH aBiDeyataH vyaFgyaH // VisSd-_5.2 //
   prāg asattvād rasāder no bodhike lakṣaṇābhidhe /	prAk asattvAt rasa-AdeH naH boDike lakzaNa-aBiDe /
   kiṃ ca mukhyārtha-bādhasya virahād api lakṣaṇā // VisSd_5.3 //	kim ca muKya-arTa--bADasya virahAt api lakzaNAH // VisSd-_5.3 //
   nānumānaṃ rasādīnāṃ vyaṅgyānāṃ bodhana-kṣamam /	na-anumAnam rasa-AdInAm vyaFgyAnAm boDana--kzamam /
   ābhāsatvena hetūnāṃ smṛtir na ca rasādi-dhīḥ // VisSd_5.4 //	ABAsa-tvena hetUnAm smRtiH na ca rasa-Adi--DIH // VisSd-_5.4 //
   sā ceyaṃ vyañjanā-nāma vṛttir ity ucyate budhaiḥ /	sA ca-iyam vyaQjanA--nAma vRttiH iti ucyate buDEH /
   rasa-vyaktau punar vṛttiṃ rasanākhyāṃ pare viduḥ // VisSd_5.5 //	rasa--vyaktO punar vRttim rasanA-AKyAm pare viduH // VisSd-_5.5 //
   iti sāhitya-darpaṇe	iti sAhitya--darpaNe
   vyañjanā-vyapāra-nirūpaṇo nāma	vyaQjanA-vyapAra-nirUpaNaH nAma
   pañcamaḥ paricchedaḥ	paQcamaH paricCedaH
   ṣaṣṭhaḥ paricchedaḥ	zazWaH paricCedaH
   dṛśya-śravyatva-bhedena punaḥ kāvyaṃ dvidhā matam /	dRSya--Sravya-tva--Bedena punar kAvyam dviDA matam /
   dṛśyaṃ tatrābhineyaṃ tad-rūpāropāt tu rūpakam // VisSd_6.1 //	dRSyam tatra-aBineyam tad--rUpa-AropAt tu rUpakam // VisSd-_6.1 //
   bhaved abhinayo 'vasthānukāraḥ sa caturvidhaḥ /	Bavet aBinayaH avasTA-anukAraH sa caturviDaH /
   āṅgiko vācikaś caivam āhāryaḥ sāttvikas tathā // VisSd_6.2 //	AFgikaH vAcikaH ca-evam AhAryaH sAttvikaH taTA // VisSd-_6.2 //
   nāṭakam atha prakaraṇaṃ bhāṇa-vyāyoga-samavakāra-ḍimāḥ /	nAwakam aTa prakaraNam BANa--vyAyoga--samavakAra--ximAH /
   īhāmṛgāṅka-vīthyaḥ prahasanam iti rūpakāṇi daśa // VisSd_6.3 //	IhAmRgAFka--vITyaH prahasanam iti rUpakANi daSa // VisSd-_6.3 //
   nāṭikā troṭakaṃ goṣṭhī saṭṭakaṃ nāṭya-rāsakam /	nAwikA trowakam gozWI sawwakam nAwya-rAsakam /
   prasthānollāpya-kāvyāni preṅkhaṇaṃ rāsakaṃ tathā // VisSd_6.4 //	prasTAna-ullApya--kAvyAni preFKaNam rAsakam taTA // VisSd-_6.4 //
   saṃlāpakaṃ śrī-gaditaṃ śilpakaṃ ca vilāsikā /	saMlApakam SrI--gaditam Silpakam ca vilAsikA /
   durmallikā prakaraṇī hallīśako bhāṇiketi ca // VisSd_6.5 //	durmallikA prakaraNI hallISakaH BANikA-iti ca // VisSd-_6.5 //
   aṣṭādaśa prāhur uparūpakāṇi manīṣiṇaḥ /	azwAdaSa prAhuH uparUpakANi manIziNaH /
   vinā viśeṣaṃ sarveṣāṃ lakṣma nāṭakavan matam // VisSd_6.6 //	vinA viSezam sarvezAm lakzma nAwaka-vat matam // VisSd-_6.6 //
   nāṭakaṃ khyāta-vṛttaṃ syāt pañca-sandhi-samanvitam /	nAwakam KyAta-vRttam syAt paQca-sanDi--samanvitam /
   vilāsa-rddhyādi-guṇavad yuktaṃ nānā-vibhūtibhiḥ // VisSd_6.7 //	vilAsa--RdDi-Adi--guNavat yuktam nAnA--viBUtiBiH // VisSd-_6.7 //
   sukha-duḥkha-samudbhūti nānā-rasa-nirantaram /	suKa--duHKa--samudBUti nAnA--rasa--nirantaram /
   pañcādikā daśa-parās tatrāṅkāḥ parikīrtitāḥ // VisSd_6.8 //	paQca-AdikAH daSa--parAH tatra-aFkAH parikIrtitAH // VisSd-_6.8 //
   prakhyāta-vaṃśo rājarṣi-dhīrodāttaḥ pratāpavān /	praKyAta--vaMSaH rAjarzi-DIra-udAttaH pratApavAn /
   divyo 'tha divyādivyo vā guṇavān nāyako mataḥ // VisSd_6.9 //	divyaH aTa divya-AdivyaH vA guNavAn nAyakaH mataH // VisSd-_6.9 //
   eka eva bhaved aṅgī śṛṅgāro vīra eva vā /	ekaH eva Bavet aFgI SRFgAraH vIraH eva vA /
   aṅgam anye rasāḥ sarve kāryo nirvahaṇe 'dbhutaḥ // VisSd_6.10 //	aFgam anye rasAH sarve kAryaH nirvahaNe adButaH // VisSd-_6.10 //
   catvāraḥ pañca vā mukhyāḥ kārya-vyāpṛta-pūruṣāḥ /	catvAraH paQca vA muKyAH kArya--vyApRta--pUruzAH /
   gopucchāgra-samāgraṃ tu bandhanaṃ tasya kīrtitam // VisSd_6.11 //	go-pucCa-agra--sama-agram tu banDanam tasya kIrtitam // VisSd-_6.11 //
   pratyakṣa-netṛ-carito rasa-bhāva-samujjvalaḥ /	pratyakza-netR--caritaH rasa-BAva--samujjvalaH /
   bhaved agūḍha-śabdāthaḥ kṣudra-cūrṇaka-saṃyutaḥ // VisSd_6.12 //	Bavet agUXa--Sabda-aTaH kzudra--cUrNaka--saMyutaH // VisSd-_6.12 //
   vicchinnāvāntaraikārthaḥ kiñcit saṃlagna-bindukaḥ /	vicCinnOvAntara-eka-arTaH kiQcid saMlagna--bindukaH /
   yukto na bahubhiḥ kāryair bīja-saṃhṛtimān na ca // VisSd_6.13 //	yuktaH na bahuBiH kAryEH bIja--saMhRtimAn na ca // VisSd-_6.13 //
   nānā-vidhāna-saṃyukto nātipracura-padyavān /	nAnA--viDAna--saMyuktaH na-ati-pracura-padyavAn /
   āvaśyakānāṃ kāryāṇām avordhād vinirmitaḥ // VisSd_6.14 //	AvaSyakAnAm kAryANAm avorDAt vinirmitaH // VisSd-_6.14 //
   nāneka-dina-nirvartya-kathayā saṃprayojitaḥ /	na-aneka-dina--nirvarti-a--kaTayA saMprayojitaH /
   āsanna-nāyakaḥ pātrair yuktas tri-caturais tathā // VisSd_6.15 //	Asanna-nAyakaH pAtrEH yuktaH tri-caturEH taTA // VisSd-_6.15 //
   dūrāhvānaṃ vadho yuddhaṃ rājyadeśādi-viplavaḥ /	dUra-AhvAnam vaDaH yudDam rAjya-deSa-Adi-viplavaH /
   vivāho bhojanaṃ śāpotsargau mṛtyū rataṃ tathā // VisSd_6.16 //	vivAhaH Bojanam SApa-utsargO mRtyuH ratam taTA // VisSd-_6.16 //
   danta-cchedyaṃ nakha-cchedyam anyad vrīḍākaraṃ ca yat /	danta-=-Cedyam naKa--=-Cedyam anyat vrIxA-akaram ca yat /
   śayanādhara-pānādi nagarādy-avarodhanam // VisSd_6.17 //	Sayana-aDara--pAna-Adi nagara-Adi--ava-roDanam // VisSd-_6.17 //
   snānānulepane caibhir varjito nātivistaraḥ /	snAna-anulepane ca-eBiH varjitaH na-ati-vistaraH /
   devī-parijanādīnām amātya-vaṇijām api // VisSd_6.18 //	devI--parijana-AdInAm amAtya--vaNijAm api // VisSd-_6.18 //
   pratyakṣa-citra-caritair yukto bhāva-rasodbhavaiḥ /	pratyakza--citra--caritEH yuktaH BAva--rasa-udBavEH /
   anta-niṣkrānta-nikhila-pātro 'ṅka iti kīrtitaḥ // VisSd_6.19 //	anta--nizkra-anta--niKila--pAtraH aFkaH iti kIrtitaH // VisSd-_6.19 //
   aṅkodara-praviṣṭo yo raṅga-dārā-mukhādimān /	aFkodara--pravizwaH yaH raFga-dArA--muKa-AdimAn /
   aṅko 'paraḥ sa garbhāṅkaḥ sa-bījaḥ phalavān api // VisSd_6.20 //	aFkaH aparaH sa garBa-aFkaH sa-bIjaH PalavAn api // VisSd-_6.20 //
   tatra pūrvaṃ pūrva-raṅgaḥ sabhā-pūjā tataḥ param /	tatra pUrvam pUrva-raFgaH saBA--pUjA tatas param /
   kathanaṃ kavi-saṃjñāder nāṭakasyāpy athāmukham // VisSd_6.21 //	kaTanam kavi-saMjQA-AdeH nAwakasya-api aTa-AmuKam // VisSd-_6.21 //
   yan nāṭya-vastunaḥ pūrvaṃ raṅga-vighnopaśāntaye /	yat nAwya-vastunaH pUrvam raFga-viGna-upaSAntaye /
   kuśīlavāḥ prakurvanti pūrva-raṅgaḥ sa ucyate // VisSd_6.22 //	kuSIlavAH prakurvanti pUrva-raFgaH saH ucyate // VisSd-_6.22 //
   pratyāhārādikāny aṅgāny asya bhūyāṃsi yadyapi /	pratyAhAra-AdikAni aFgAni asya BUyAMsi yadi-api /
   tathāpy avaśyaṃ kartavyā nāndī vighnopaśāntaye // VisSd_6.23 //	taTA-api avaSyam kartavyA nAndI viGna-upaSAntaye // VisSd-_6.23 //
   āśīr-vacana-saṃyuktā stutir yasmāt prayujyate /	ASIr-vacana--saMyuktA stutiH yasmAt prayujyate /
   deva-dvija-nṛpādīnāṃ tasmān nāndīti saṃjñitā // VisSd_6.24 //	deva--dvija--nRpa-AdInAm tasmAt nAndi-iti saMjQitAH // VisSd-_6.24 //
   māṅgalya-śaṅkha-candrābja-koka-kairava-śaṃsinī /	mAFgalya--SaFKa--candra-abja--koka-kEH-ava--SaMsinI /
   padair yuktā dvādaśabhir aṣṭābhir vā padair uta // VisSd_6.25 //	padEH yuktAH dvAdaSaBiH azwABiH vA padEH uta // VisSd-_6.25 //
   pūrva-raṅgaṃ vidhāyaiva sūtradhāro nivartate /	pUrva--raFgam viDAya-eva sUtraDAraH nivartate /
   praviśya sthāpakas tadvat kāvyam āsthāpayet tataḥ // VisSd_6.26 //	praviSya sTApakaH tadvat kAvyam AsTApayet tatas // VisSd-_6.26 //
   divya-martye sa tad-rūpo miśram anyataras tayoḥ /	divya--martye sa tad--rUpaH miSram anyataraH tayoH /
   sūcayed vastu bījaṃ vā mukhaṃ pātram athāpi vā // VisSd_6.27 //	sUcayet vastu bIjam vA muKam pAtram aTa-api vA // VisSd-_6.27 //
   raṅgaṃ prasādya madhuraiḥ ślokaiḥ kāvyārtha-sūcakaiḥ /	raFgam prasAdya maDurEH SlokEH kAvya-arTa--sUcakEH /
   rūpakasya kaver ākhyāṃ gotrādyāpi sa kīrtayet // VisSd_6.28 //	rUpakasya kaveH AKyAm gotra-Adya-api sa kIrtayet // VisSd-_6.28 //
   ṛtuṃ ca kañcit prāyeṇa bhāratīṃ vṛttim āśritaḥ /	Rtum ca kaQcid prAyeNa BAratIm vRttim ASritaH /
   bhāratī saṃskṛta-prāyo vāg-vyāpāro naṭāśrayaḥ // VisSd_6.29 //	BAratI saMskRta-prAyaH vAc--vyApAraH nawa-ASrayaH // VisSd-_6.29 //
   tasyāḥ prarocanā vīthī tathā prahasanāmukhe /	tasyAH prarocanA vITI taTA prahasanA-muKe /
   aṅgāny atronmukhīkāraḥ praśaṃsātaḥ prarocanā // VisSd_6.30 //	aFgAni atra-unmuKIkAraH praSaMsAtaH prarocanAH // VisSd-_6.30 //
   naṭī vidūṣāko vāpi pāripārśvika eva vā /	nawI vidUzAkaH vA-api pAripArSvikaH eva vA /
   sūtradhāreṇa sahitāḥ saṃlāpaṃ yatra kurvate // VisSd_6.31 //	sUtra-DAreNa sahitAH saMlApam yatra kurvate // VisSd-_6.31 //
   citarir vākyaiḥ svakāryotthaiḥ prastutākṣepibhir mithaḥ /	citariH vAkyEH sva-kArya-utTEH prastuta-AkzepiBiH miTas /
   āmukhaṃ tat tu vijñeyaṃ nāmnā prastāvanāpi sā // VisSd_6.32 //	AmuKam tat tu vijQeyam nAmnA prastAvanA-api sA // VisSd-_6.32 //
   uddhātyakaḥ kathoddhātaḥ prayogātiśayas tathā /	udDAtyakaH kaTA-udDAtaH prayoga-atiSayaH taTA /
   pravartakā-lagite pañca prastāvanābhidāḥ // VisSd_6.33 //	pravartaka-a-lagite paQca prastAvana-aBidAH // VisSd-_6.33 //
   padāni tv agatārthāni tad-artha-gataye narāḥ /	padAni tu agata-arTAni tad--arTa--gataye narAH /
   yojayanti padair anyaiḥ sa uddhātyaka ucyate // VisSd_6.34 //	yojayanti padEH anyEH saH udDAtyakaH ucyate // VisSd-_6.34 //
   sūtradhārasya vākyaṃ vā samādāyārtham asya vā /	sUtra-DArasya vAkyam vA samAdAya-arTam asya vA /
   bhavet pātra-praveśaś cet kathodghātaḥ sa ucyate // VisSd_6.35 //	Bavet pAtra--praveSaH ced kaTA-udGAtaH saH ucyate // VisSd-_6.35 //
   yadi prayoga ekasmin prayogo 'nyaḥ prayujyate /	yadi prayogaH ekasmin prayogaH anyaH prayujyate /
   tena pātra-praveśaś cet prayogātiśayas tadā // VisSd_6.36 //	tena pAtra--praveSaH ced prayoga-atiSayaH tadA // VisSd-_6.36 //
   kālaṃ pravṛttam āśritya sūtra-dhṛg yatra varṇayet /	kAlam pravRttam ASritya sUtra-DRk yatra varNayet /
   tad-āśrayaś ca pātrasya praveśas tat-pravartakam // VisSd_6.37 //	tad--a-ASrayaH ca pAtrasya praveSaH tat--pravartakam // VisSd-_6.37 //
   yatraikatra samāveśāt kāryam anyat prasādhyate /	yatra-ekatra samAveSAt kAryam anyat prasADyate /
   prayoge khalu taj jñeyaṃ nāmnāvalagitaṃ budhaiḥ // VisSd_6.38 //	prayoge Kalu tat jQeyam nAmnA-avalagitam buDEH // VisSd-_6.38 //
   yojyāny atra yathā-lābhaṃ vīthy-aṅgānītarāṇy api /	yojyAni atra yaTA-a-lABam vITi--aFgAni-itarANi api /
   nepathoktaṃ śrutaṃ yatra tv ākāśa-vacanaṃ tathā // VisSd_6.39 //	nepaTa-uktam Srutam yatra tu AkASa-vacanam taTA // VisSd-_6.39 //
   samāśrityāpi kartavyam āmukhaṃ nāṭakādiṣu /	samASritya-api kartavyam AmuKam nAwaka-Adizu /
   eṣām āmukha-bhedānām ekaṃ kañcit prayojayet // VisSd_6.40 //	ezAm AmuKa-BedAnAm ekam kaQcid prayojayet // VisSd-_6.40 //
   tenārtham atha pātraṃ vā samākṣipyaiva sūtra-dhṛk /	tena-arTam aTa pAtram vA samAkzipya-eva sUtra--DRk /
   prastāvanānte nirgacchet tato vastu prayojayet // VisSd_6.41 //	prastAvana-ante nirgacCet tatas vastu prayojayet // VisSd-_6.41 //
   idaṃ punar vastu budhair dvividhaṃ parikalpyate /	idam punar vastu buDEH dviviDam parikalpyate /
   ādhikārikam ekaṃ syāt prāsaṅgikam athāparam // VisSd_6.42 //	ADikArikam ekam syAt prAsaFgikam aTa-aparam // VisSd-_6.42 //
   adhikāraḥ phale svāmyam adhikārī ca tat-prabhuḥ /	aDikAraH Pale svAmyam aDikArI ca tat-praBuH /
   tasyetivṛttaṃ kavibhir ādhikārikam ucyate // VisSd_6.43 //	tasya-iti-vRttam kaviBiH ADikArikam ucyate // VisSd-_6.43 //
   asyopakaraṇarthaṃ tu prāsaṅgikam itīṣyate /	asya-upakaraNarTam tu prAsaFgikam iti-izyate /
   patākā-sthānakaṃ yojyaṃ suvicāryeha vastuni // VisSd_6.44 //	patAkA--sTAnakam yojyam su-vicArya-iha vastuni // VisSd-_6.44 //
   yatrārthe cintite 'nyasmiṃs tal-liṅgo 'nyaḥ prayujyate /	yatra-arTe cintite anyasmin tal--liFgaH anyaH prayujyate /
   āgantukena bhāvena patākā-sthānakaṃ tu tat // VisSd_6.45 //	Agantukena BAvena patAkA--sTAnakam tu tat // VisSd-_6.45 //
   sahasaivārtha-saṃpattir guṇavaty upacārataḥ /	sahasA-eva-arTa--saMpattiH guNavatI upacArataH /
   patākā-sthānakam idaṃ prathamaṃ parikīrtitam // VisSd_6.46 //	patAkA--sTAnakam idam praTamam parikIrtitam // VisSd-_6.46 //
   vacaḥ sātiśayaṃ śliṣṭaṃ nānā-bandha-samāśrayam /	vacaH sa-atiSayam Slizwam nAnA-a-banDa--samASrayam /
   patākā-sthānakam idaṃ dvitīyaṃ parikīrtitam // VisSd_6.47 //	patAkA--sTAnakam idam dvitIyam parikIrtitam // VisSd-_6.47 //
   arthopakṣepakaṃ yat tu līnaṃ sa-vinayaṃ bhavet /	arTa-upakzepakam yat tu lInam sa-vinayam Bavet /
   śliṣṭa-pratyuttaropetaṃ tṛtīyam idam ucyate // VisSd_6.48 //	Slizwa--pratyuttara-upetam tRtIyam idam ucyate // VisSd-_6.48 //
   dvy-artho vacana-vinyāsaḥ suśliṣṭaḥ kāvya-yojitaḥ /	dvi--arTaH vacana--vinyAsaH su-SlizwaH kAvya--yojitaH /
   pradhānārthāntarākṣepī patākā-sthānakaṃ param // VisSd_6.49 //	praDAna-arTa-antara-AkzepI patAkA--sTAnakam param // VisSd-_6.49 //
   yat syād anucitaṃ vastu nāyakasya rasasya vā /	yat syAt anucitam vastu nAyakasya rasasya vA /
