   namaḥ sarvajñāya //	namaH sarvajQAya //
   Śai.26 (PrMoSū_Mū-Banerjee) na kāyapracālakaṃ antargṛhaṃ gamiṣyāma iti	ŚE.26 (PrMoSU_MU-BaneH-jee) na kAya-pracAlakam antargRham gamizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.27 (PrMoSū_Mū-Banerjee) na bāhupracālakaṃ antargṛhaṃ gamiṣyāma iti	ŚE.27 (PrMoSU_MU-BaneH-jee) na bAhu-pracAlakam antargRham gamizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.28 (PrMoSū_Mū-Banerjee) na śīrṣapracālakaṃ gamiṣyāma iti śikṣā	ŚE.28 (PrMoSU_MU-BaneH-jee) na SIrza-pracAlakam gamizyAmaH iti SikzA
   karaṇīyā / /	karaNIyA / /
   Śai.29 (PrMoSū_Mū-Banerjee) nāṃsotphatikayā antargṛhaṃ gamiṣyāma iti śikṣā	ŚE.29 (PrMoSU_MU-BaneH-jee) na-aMsa-utPatikayA antargRham gamizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.30 (PrMoSū_Mū-Banerjee) na hastasaṃlagnikayā antargṛhaṃ gamiṣyāma iti	ŚE.30 (PrMoSU_MU-BaneH-jee) na hasta-saMlagnikayA antargRham gamizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.31 (PrMoSū_Mū-Banerjee) nānujñātā antargṛhe āsane niṣatsyāma iti śikṣā	ŚE.31 (PrMoSU_MU-BaneH-jee) na-anujQAtAH antargRhe Asane nizatsyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.32 (PrMoSū_Mū-Banerjee) nāprativekṣyāsanaṃ antargṛhe āsane niṣatsyāma	ŚE.32 (PrMoSU_MU-BaneH-jee) na-aprativekzya-Asanam antargRhe Asane nizatsyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.33 (PrMoSū_Mū-Banerjee) na sarvakāyaṃ samavadhāyāntargṛhe āsane	ŚE.33 (PrMoSU_MU-BaneH-jee) na sarva-kAyam samavaDAya-antar-gRhe Asane
   niṣatsyāma iti śikṣā karaṇīyā /	nizatsyAmaH iti SikzA karaNIyAH /
   Śai.34 (PrMoSū_Mū-Banerjee) na pāde pādam ādhāyāntargṛhe āsane niṣatsyāma	ŚE.34 (PrMoSU_MU-BaneH-jee) na pAde pAdam ADAya-antar-gRhe Asane nizatsyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.35 (PrMoSū_Mū-Banerjee) na gulphe gulpham ādhāyāntargṛhe āsane	ŚE.35 (PrMoSU_MU-BaneH-jee) na gulPe gulPam ADAya-antar-gRhe Asane
   niṣatsyāma iti śikṣā karaṇīyā /	nizatsyAmaH iti SikzA karaNIyAH /
   Śai.36 (PrMoSū_Mū-Banerjee) na sakthani sakthi ādhāyāntargṛhe āsane	ŚE.36 (PrMoSU_MU-BaneH-jee) na sakTani sakTi ADAya-antar-gRhe Asane
   niṣatsyāma iti śikṣā karaṇīyā /	nizatsyAmaH iti SikzA karaNIyAH /
   Śai.37 (PrMoSū_Mū-Banerjee) na saṃkṣipya pādau antargṛhe āsane niṣatsyāma	ŚE.37 (PrMoSU_MU-BaneH-jee) na saMkzipya pAdO antargRhe Asane nizatsyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.38 (PrMoSū_Mū-Banerjee) na vikṣipya pādau antargṛhe āsane niṣatsyāma	ŚE.38 (PrMoSU_MU-BaneH-jee) na vikzipya pAdO antargRhe Asane nizatsyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.39 (PrMoSū_Mū-Banerjee) na vyataṅgikayā antargṛhe āsane niṣatsyāma iti	ŚE.39 (PrMoSU_MU-BaneH-jee) na vyataFgikayA antargRhe Asane nizatsyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.40 (PrMoSū_Mū-Banerjee) satkṛtya piṇḍapātaṃ pratigrahīṣyāma iti śikṣā	ŚE.40 (PrMoSU_MU-BaneH-jee) satkRtya piNxapAtam pratigrahIzyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.41 (PrMoSū_Mū-Banerjee) samatīrthikaṃ piṇḍapātaṃ pratigrahīṣyāma iti	ŚE.41 (PrMoSU_MU-BaneH-jee) samatIrTikam piNxapAtam pratigrahIzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.42 (PrMoSū_Mū-Banerjee) samasūpikaṃ piṇḍapātaṃ pratigrahīṣyāma iti	ŚE.42 (PrMoSU_MU-BaneH-jee) sama-sUpikam piNxapAtam pratigrahIzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.43 (PrMoSū_Mū-Banerjee) sāvadānaṃ piṇḍapātaṃ pratigrahīṣyāma iti śikṣā	ŚE.43 (PrMoSU_MU-BaneH-jee) sa-avadAnam piNxapAtam pratigrahIzyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.44 (PrMoSū_Mū-Banerjee) na anāgate khādanīyabhojanīye pātram	ŚE.44 (PrMoSU_MU-BaneH-jee) na anAgate KAdanIya-BojanIye pAtram
   upanāmayiṣyāma iti śikṣā karaṇīyā /	upanAmayizyAmaH iti SikzA karaNIyAH /
   Śai.45 (PrMoSū_Mū-Banerjee) nodanena sūpikaṃ praticchādayiṣyāma iti śikṣā	ŚE.45 (PrMoSU_MU-BaneH-jee) nodanena sUpikam praticCAdayizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.46 (PrMoSū_Mū-Banerjee) sūpikena vā odanaṃ bhūyaskāmatām upādāya iti	ŚE.46 (PrMoSU_MU-BaneH-jee) sUpikena vA odanam BUyaskAma-tAm upAdAya iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.47 (PrMoSū_Mū-Banerjee) nopari khādanīyabhojanīyasya pātraṃ	ŚE.47 (PrMoSU_MU-BaneH-jee) na-upari KAdanIya-BojanIyasya pAtram
   dhārayiṣyāma iti śikṣā karaṇīyā /	DArayizyAmaH iti SikzA karaNIyAH /
   Śai.48 (PrMoSū_Mū-Banerjee) satkṛtya piṇḍapātaṃ paribhokṣyāma iti śikṣā	ŚE.48 (PrMoSU_MU-BaneH-jee) satkRtya piNxapAtam pariBokzyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.49 (PrMoSū_Mū-Banerjee) nātikhuṇḍakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.49 (PrMoSU_MU-BaneH-jee) na-ati-KuNxakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.50 (PrMoSū_Mū-Banerjee) nātimahāntaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.50 (PrMoSU_MU-BaneH-jee) na-ati-mahAntam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.51 (PrMoSū_Mū-Banerjee) parimaṇḍalaṃ ālopam ālopayiṣyāma iti śikṣā	ŚE.51 (PrMoSU_MU-BaneH-jee) parimaNxalam Alopam AlopayizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.52 (PrMoSū_Mū-Banerjee) na anāgate ālope mukhadvāraṃ vivariṣyāma iti	ŚE.52 (PrMoSU_MU-BaneH-jee) na anAgate Alope muKa-dvAram vivarizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.53 (PrMoSū_Mū-Banerjee) na sālopena mukhena vācaṃ pravyāhariṣyāma iti	ŚE.53 (PrMoSU_MU-BaneH-jee) na sa-Alopena muKena vAcam pravyAharizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.54 (PrMoSū_Mū-Banerjee) na cuccatkārakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.54 (PrMoSU_MU-BaneH-jee) na cuccatkArakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.55 (PrMoSū_Mū-Banerjee) naśuśaśutkārakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.55 (PrMoSU_MU-BaneH-jee) naSu-SaSutkArakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.56 (PrMoSū_Mū-Banerjee) na thutyutkārakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.56 (PrMoSU_MU-BaneH-jee) na Tuti-utkArakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.57 (PrMoSū_Mū-Banerjee) na phuphphuphkārakaṃ piṇḍapātaṃ paribhokṣyāma	ŚE.57 (PrMoSU_MU-BaneH-jee) na PuPPuPkArakam piNxapAtam pariBokzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.58 (PrMoSū_Mū-Banerjee) na jihvāniścārakaṃ piṇḍapātaṃ paribhokṣyāma	ŚE.58 (PrMoSU_MU-BaneH-jee) na jihvA-niScArakam piNxapAtam pariBokzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.59 (PrMoSū_Mū-Banerjee) na sikthapṛthakkārakaṃ piṇḍapātaṃ	ŚE.59 (PrMoSU_MU-BaneH-jee) na sikTa-pRTakkArakam piNxa-pAtam
   paribhokṣyāma iti śikṣā karaṇīyā /	pariBokzyAmaH iti SikzA karaNIyAH /
   Śai.60 (PrMoSū_Mū-Banerjee) nāvaraṇakārakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.60 (PrMoSU_MU-BaneH-jee) na-AvaraNa-kArakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.61 (PrMoSū_Mū-Banerjee) na gallāpahārakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.61 (PrMoSU_MU-BaneH-jee) na galla-apahArakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.62 (PrMoSū_Mū-Banerjee) na jihvāsphoṭakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.62 (PrMoSU_MU-BaneH-jee) na jihvAsPowakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.63 (PrMoSū_Mū-Banerjee) na kavalacchedakaṃ piṇḍapātaṃ paribhokṣyāma	ŚE.63 (PrMoSU_MU-BaneH-jee) na kavala=-Cedakam piNxapAtam pariBokzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.64 (PrMoSū_Mū-Banerjee) na hastāvalehakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.64 (PrMoSU_MU-BaneH-jee) na hasta-avalehakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.65 (PrMoSū_Mū-Banerjee) na pātrāvalehakaṃ piṇḍapātaṃ paribhokṣyāma iti	ŚE.65 (PrMoSU_MU-BaneH-jee) na pAtra-avalehakam piNxapAtam pariBokzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.66 (PrMoSū_Mū-Banerjee) na hastasaṃdhūnakaṃ piṇḍapātaṃ paribhokṣyāma	ŚE.66 (PrMoSU_MU-BaneH-jee) na hasta-saMDUnakam piNxapAtam pariBokzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.67 (PrMoSū_Mū-Banerjee) na pātrasaṃdhūnakaṃ piṇḍapātaṃ paribhokṣyāma	ŚE.67 (PrMoSU_MU-BaneH-jee) na pAtra-saMDUnakam piNxapAtam pariBokzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.68 (PrMoSū_Mū-Banerjee) na stūpākṛtim avagṛhya piṇḍapātaṃ	ŚE.68 (PrMoSU_MU-BaneH-jee) na stUpAkRtim avagRhya piNxa-pAtam
   paribhokṣyāma iti śikṣā karaṇīyā /	pariBokzyAmaH iti SikzA karaNIyAH /
   Śai.69 (PrMoSū_Mū-Banerjee) nāvadhyānaprekṣiṇo 'ntarikasya bhikṣoḥ pātram	ŚE.69 (PrMoSU_MU-BaneH-jee) na-avaDyAna-prekziNaH antarikasya BikzoH pAtram
   avalokayiṣyāma iti śikṣā karaṇīyā /	avalokayizyAmaH iti SikzA karaNIyAH /
   Śai.70 (PrMoSū_Mū-Banerjee) na sāmiṣeṇa pāṇinā udakasthālakaṃ grahīṣyāma	ŚE.70 (PrMoSU_MU-BaneH-jee) na sa-AmizeNa pANinA udaka-sTAlakam grahIzyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.71 (PrMoSū_Mū-Banerjee) na sāmiṣeṇodakenāntarikaṃ bhikṣuṃ sekṣyāma iti	ŚE.71 (PrMoSU_MU-BaneH-jee) na sa-AmizeNa-udakena-antarikam Bikzum sekzyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.72 (PrMoSū_Mū-Banerjee) na sāmiṣam udakam antargṛhe chorayiṣyāma iti	ŚE.72 (PrMoSU_MU-BaneH-jee) na sa-Amizam udakam antargRhe CorayizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.73 (PrMoSū_Mū-Banerjee) na pātreṇa vighasaṃś chorayiṣyāma iti śikṣā	ŚE.73 (PrMoSU_MU-BaneH-jee) na pAtreNa viGasan CorayizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.74 (PrMoSū_Mū-Banerjee) anāstīrṇe pṛthivīpradeśe pātraṃ sthāpayiṣyāma	ŚE.74 (PrMoSU_MU-BaneH-jee) anAstIrNe pRTivI-pradeSe pAtram sTApayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.75 (PrMoSū_Mū-Banerjee) na taṭe na prapāte na prāgbhāre pātraṃ	ŚE.75 (PrMoSU_MU-BaneH-jee) na tawe na prapAte na prAgBAre pAtram
   sthāpayiṣyāma iti śikṣā karaṇīyā /	sTApayizyAmaH iti SikzA karaNIyAH /
   Śai.76 (PrMoSū_Mū-Banerjee) notthitāḥ pātraṃ nirmādayiṣyāma iti śikṣā	ŚE.76 (PrMoSU_MU-BaneH-jee) na-utTitAH pAtram nirmAdayizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.77 (PrMoSū_Mū-Banerjee) na taṭe na prapāte na prāgbhāre pātraṃ	ŚE.77 (PrMoSU_MU-BaneH-jee) na tawe na prapAte na prAgBAre pAtram
   nirmādayiṣyāma iti śikṣā karaṇīyā /	nirmAdayizyAmaH iti SikzA karaNIyAH /
   Śai.78 (PrMoSū_Mū-Banerjee) na nadyāḥ kāryakāriṇyā pratisrotaḥ pātrodakaṃ	ŚE.78 (PrMoSU_MU-BaneH-jee) na nadyAH kArya-kAriNyA pratisrotas pAtra-udakam
   grahīṣyāma iti śikṣā karaṇīyā /	grahIzyAmaH iti SikzA karaNIyAH /
   Śai.79 (PrMoSū_Mū-Banerjee) na utthitā niṣaṇṇāyāglānāya dharmaṃ	ŚE.79 (PrMoSU_MU-BaneH-jee) naH utTitA nizaNNAya-AglAnAya Darmam
   deśayiṣyāma iti śikṣā karaṇīyā /	deSayizyAmaH iti SikzA karaNIyAH /
   Śai.80 (PrMoSū_Mū-Banerjee) na niṣaṇṇā nipaṇṇāyāglānāya dharmaṃ	ŚE.80 (PrMoSU_MU-BaneH-jee) na nizaNNA nipaNNAya-AglAnAya Darmam
   deśayiṣyāma iti śikṣā karaṇīyā /	deSayizyAmaH iti SikzA karaNIyAH /
   Śai.81 (PrMoSū_Mū-Banerjee) na nīcatarake āsane niṣaṇṇā uccatarake āsane	ŚE.81 (PrMoSU_MU-BaneH-jee) na nIcatarake Asane nizaNNAH uccatarake Asane
   niṣaṇṇāyāglānāya dharmaṃ deśayiṣyāma iti śikṣā karaṇīyā /	nizaNNAya-AglAnAya Darmam deSayizyAmaH iti SikzA karaNIyAH /
   Śai.82 (PrMoSū_Mū-Banerjee) na pṛṣṭhato gacchantaḥ purato gacchate	ŚE.82 (PrMoSU_MU-BaneH-jee) na pRzWatas gacCantaH puratas gacCate
   aglānāya dharmaṃ deśayiṣyāma iti śikṣā karaṇīyā /	aglAnAya Darmam deSayizyAmaH iti SikzA karaNIyAH /
   Śai.83 (PrMoSū_Mū-Banerjee) nonmārgeṇa gacchanto mārgeṇa gacchate āglānāya	ŚE.83 (PrMoSU_MU-BaneH-jee) na-unmArgeNa gacCantaH mArgeNa gacCate AglAnAya
   dharmaṃ deśayiṣyāma iti śikṣā karaṇīyā /	Darmam deSayizyAmaH iti SikzA karaNIyAH /
   Śai.84 (PrMoSū_Mū-Banerjee) nodguṇṭhikākṛtāyāglānāya dharmaṃ deśayiṣyāma	ŚE.84 (PrMoSU_MU-BaneH-jee) na-udguNWikA-kRtAya-AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.85 (PrMoSū_Mū-Banerjee) notkṛṣṭikākṛtāyāglānāya dharmaṃ deśayiṣyāma	ŚE.85 (PrMoSU_MU-BaneH-jee) na-utkRzwikA-kRtAya-AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.86 (PrMoSū_Mū-Banerjee) notsaktikākṛtāyāglānāya dharmaṃ deśayiṣyāma	ŚE.86 (PrMoSU_MU-BaneH-jee) na-utsaktikA-kRtAya-AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.87 (PrMoSū_Mū-Banerjee) na vyastikākṛtāyāglānāya dharmaṃ deśayiṣyāma	ŚE.87 (PrMoSU_MU-BaneH-jee) na vyastikA-kRtAya-AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.88 (PrMoSū_Mū-Banerjee) na paryastikākṛtāyāglānāya dharmaṃ deśayiṣyāma	ŚE.88 (PrMoSU_MU-BaneH-jee) na paryastikA-kRtAya-AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.89 (PrMoSū_Mū-Banerjee) noṣṇīṣaśirase āglānāya dharmaṃ deśayiṣyāma iti	ŚE.89 (PrMoSU_MU-BaneH-jee) na-uzNIza-Sirase AglAnAya Darmam deSayizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.90 (PrMoSū_Mū-Banerjee) na kholāśirase āglānāya dharmaṃ deśayiṣyāma	ŚE.90 (PrMoSU_MU-BaneH-jee) na KolASi-rase AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.91 (PrMoSū_Mū-Banerjee) na mauliśirase āglānāya dharmaṃ deśayiṣyāma	ŚE.91 (PrMoSU_MU-BaneH-jee) na mOli-Sirase AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.92 (PrMoSū_Mū-Banerjee) na mālāśirase āglānāya dharmaṃ deśayiṣyāma iti	ŚE.92 (PrMoSU_MU-BaneH-jee) na mAlA-Si-rase AglAnAya Darmam deSayizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.93 (PrMoSū_Mū-Banerjee) na veṣṭitaśirase āglānāya dharmaṃ deśayiṣyāma	ŚE.93 (PrMoSU_MU-BaneH-jee) na vezwita-Sirase AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.94 (PrMoSū_Mū-Banerjee) na hastyārūḍhāya āglānāya dharmaṃ deśayiṣyāma	ŚE.94 (PrMoSU_MU-BaneH-jee) na hasti-ArUXAya AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.95 (PrMoSū_Mū-Banerjee) na aśvārūḍhāya āglānāya dharmaṃ deśayiṣyāma	ŚE.95 (PrMoSU_MU-BaneH-jee) na aSva-ArUXAya AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.96 (PrMoSū_Mū-Banerjee) na śivikārūḍhāya āglānāya dharmaṃ deśayiṣyāma	ŚE.96 (PrMoSU_MU-BaneH-jee) na SivikA-ArUXAya AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.97 (PrMoSū_Mū-Banerjee) na yānāruḍhāya āglānāya dharmaṃ deśayiṣyāma	ŚE.97 (PrMoSU_MU-BaneH-jee) na yAn-a-AruXAya AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.98 (PrMoSū_Mū-Banerjee) na pādukārūḍhāya āglānāya dharmaṃ deśayiṣyāma	ŚE.98 (PrMoSU_MU-BaneH-jee) na pAdukA-ArUXAya AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.99 (PrMoSū_Mū-Banerjee) na daṇḍapāṇaye āglānāya dharmaṃ deśayiṣyāma	ŚE.99 (PrMoSU_MU-BaneH-jee) na daNxa-pANaye AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.100 (PrMoSū_Mū-Banerjee) na chatrapāṇaye āglānāya dharmaṃ deśayiṣyāma	ŚE.100 (PrMoSU_MU-BaneH-jee) na Catra-pANaye AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.101 (PrMoSū_Mū-Banerjee) na śastrapāṇaye āglānāya dharmaṃ deśayiṣyāma	ŚE.101 (PrMoSU_MU-BaneH-jee) na Sastra-pANaye AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.102 (PrMoSū_Mū-Banerjee) na khaḍgapāṇaye āglānāya dharmaṃ deśayiṣyāma	ŚE.102 (PrMoSU_MU-BaneH-jee) na Kaxga-pANaye AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.103 (PrMoSū_Mū-Banerjee) nāyudhapāṇaye āglānāya dharmaṃ deśayiṣyāma	ŚE.103 (PrMoSU_MU-BaneH-jee) na-AyuDa-pANaye AglAnAya Darmam deSayizyAma
   iti śikṣā karaṇīyā /	iti SikzA karaNIyAH /
   Śai.104 (PrMoSū_Mū-Banerjee) saṃnaddhāyāglānāya dharmaṃ deśayiṣyāma iti	ŚE.104 (PrMoSU_MU-BaneH-jee) saMnadDAya-AglAnAya Darmam deSayizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.105 (PrMoSū_Mū-Banerjee) nāglānā utthitā uccāraprasrāvaṃ kariṣyāma iti	ŚE.105 (PrMoSU_MU-BaneH-jee) na-aglAnAH utTitAH uccAra-prasrAvam karizyAmaH iti
   śikṣā karaṇīyā /	SikzA karaNIyAH /
   Śai.106 (PrMoSū_Mū-Banerjee) nāglānāḥ udake uccāraprasrāvaṃ kheṭaṃ	ŚE.106 (PrMoSU_MU-BaneH-jee) na-aglAnAH udake uccAra-prasrAvam Kewam
   siṃghāṇakaṃ vāntaṃ viriktaṃ chorayiṣyāma iti śikṣā karaṇīyā /	siMGANakam vAntam viriktam CorayizyAmaH iti SikzA karaNIyAH /
   Śai.107 (PrMoSū_Mū-Banerjee) nāglānā saharite pṛthivīpradeśe	ŚE.107 (PrMoSU_MU-BaneH-jee) na-AglAnA sa-harite pRTivI-pradeSe
   uccāraprasrāvaṃ kheṭaṃ siṃghāṇakaṃ vāntaṃ viriktaṃ chorayiṣyāma iti śikṣā	uccAra-prasrAvam Kewam siMGANakam vAntam viriktam CorayizyAmaH iti SikzA
   karaṇīyā /	karaNIyAH /
   Śai.108 (PrMoSū_Mū-Banerjee) nāsādhikapauruṣaṃ vṛkṣam adhirokṣyāmo	ŚE.108 (PrMoSU_MU-BaneH-jee) nAsADika-pOruzam vRkzam aDirokzyAmaH-
   'nyatrāpada iti śikṣā karaṇīyā /	anyatra-ApadaH iti SikzA karaNIyAH /
   uddiṣṭā me āyuṣmantaḥ saṃbahulāḥ śaikṣā dharmāḥ / tatrāham āyuṣmataḥ	uddizwAH me AyuzmantaH saMbahulAH SEkzAH DarmAH / tatra-aham AyuzmataH
   paripṛcchāmi -- kaccit sthātra pariśuddāḥ	paripRcCAmi - kaccit sTA-atra pariSuddAH
   dvir api trir api paripṛcchāmi -- kaccit sthātra pariśuddhāḥ	dvis api tris api paripRcCAmi - kaccit sTA-atra pariSudDAH
   pariśuddhā āyuṣmanto yasmāt tūṣṇīm evam etad dhārayāmi //	pariSudDAH AyuzmantaH yasmAt tUzNIm evam etat DArayAmi //
   sapta adhikaraṇaśamathā dharmāḥ	sapta aDikaraNa-SamaTAH DarmAH
   ime khalv āyuṣmantaḥ saptādhikaraṇaśamathāḥ dharmā anvardhamāsaṃ	ime Kalu AyuzmantaH sapta-aDikaraNa-SamaTAH DarmAH anvarDamAsam
   prātimokṣasūtroddeśam āgacchanti /	prAtimokza-sUtra-uddeSam AgacCanti /
   saṃmukhavinayārhāya saṃmukhavinayaṃ dāsyāmaḥ / smṛtivinayārhāya	saMmuKa-vinaya-arhAya saMmuKa-vinayam dAsyAmaH / smRti-vinaya-arhAya
   smṛtivinayaṃ dāsyāmaḥ / amūḍhavinayārhāya amūḍhavinayaṃ dāsyāmaḥ /	smRti-vinayam dAsyAmaH / amUXa-vinaya-arhAya amUXa-vinayam dAsyAmaH /
   yadbhūyeṣiyārhāya yadbhūyeṣiyaṃ dāsyāmaḥ / tatsvabhāveṣiyārhāya	yat-BUyeziya-arhAya yat-BUyeziyam dAsyAmaH / tad-svaBAva-Iziya-arhAya
   tatsvabhāveṣiyaṃ dāsyāmaḥ / tṛṇaprastārakārhāya tṛṇaprastārakaṃ dāsyāmaḥ /	tad-svaBAva-iziyam dAsyAmaH / tRNa-prastAraka-arhAya tRNaprastArakam dAsyAmaH /
   pratijñākārakārhāya pratijñāṃ dāsyāmaḥ /	pratijQa-AkAraka-arhAya pratijQAm dAsyAmaH /
   utpannotpannāny adhikaraṇāny ebhiḥ saptabhir adhikaraṇaśamathair dharmair	utpanna-utpannAni aDikaraNAni eBiH saptaBiH aDikaraNa-SamaTEH DarmEH-
   dāpayiṣyāmaḥ śamayiṣyāmo vyupaśamayiṣyāmo dharmavinaye śāstuḥ śāsane /	dApayizyAmaH SamayizyAmaH vyupaSamayizyAmaH Darma-vinaye SAstuH SAsane /
   uddiṣṭā me āyuṣmantaḥ saptādhikaraṇaśamathā dharmāḥ /	uddizwAH me AyuzmantaH sapta-aDika-raNa-SamaTAH DarmAH /
   tatrāham āyuṣmataḥ paripṛcchāmi -- kaccit sthātra pariśuddhāḥ	tatra-aham AyuzmataH paripRcCAmi - kaccit sTA-atra pariSudDAH
   dvir api trir api paripṛcchāmi -- kaccit sthātra pariśuddhāḥ /	dvis api tris api paripRcCAmi - kaccit sTA-atra pariSudDAH /
   pariśuddhā āyuṣmanto yasmāt tūṣṇīm evam evāhaṃ dhārayāmi /	pariSudDAH AyuzmantaH yasmAt tUzNIm evam eva-aham DArayAmi /
   For the prose and verses see Klaus T. Schmidt: Der Schlußteil des	FoH Te prose and verseH see KlOH T. SCmidt: DeH SClußteit des
   Prātimokṣasūtra der Sarvāstivādins, Text in Sanskrit und Tocharisch A	PrAti-mokza-sUtra deH Sarva-astivAdin-s, Text id Sanskrit und Ta-uCariH-C A
