   śrīḥ	SrIH
   ekadeśasaṃvādenāpi pravṛttiriti cenna- (148)svapnākhyānavadanyathāpi	eka-deSa-saMvAdena-api pravRttiH-iti ced-na (148)svapna-AKyAna-vat-anyaTA-api
   sambhavāt /	samBavAt /
   na cānupalabdhe bhāvanāpi /	na ca-anupalabDe BAvanA-api /
   corasarpādayo hyupalabdhā eva bhīrubhirbhāvyante /	cora-sarpa-AdayaH hi-upalabDAH eva BIruBiH-BAvyante /
   [ku.2.285] na ca karmayogayorhitasādhanatvaṃ kutaścidupalabdham /	[ku.2.285] na ca karma-yogayoH-hita-sADana-tvam kutaScid-upalabDam /
   na caita(ca ta)yoḥ svarūpeṇopalambhaḥ kvacidupayujyate, bhāvanāsādhyo vā /	na ca-eta(-ca ta)yoH sva-rUpeNa-upalamBaH kvacid-upayujyate, BAvanA-sADyaH vA /
   na cāsminnanvayavyatirekau sambhavataḥ;	na ca-asmin=-anvaya-vyatirekO samBavataH;
   dehāntarayogyatvātphalasya; apratītatayā tadanu(dananu?)ṣṭhāne	deha-antara-yogya-tvAt-Palasya; apratIta-tayA tad-anu(dananu?-)zWAne
   (149)tadabhāvācca /	(149)tad-aBAvAt-ca /
   na ca kartṛbhoktṛrūpobhayadehapratisandhānādeva tadupapadyate; tadabhāvāt	na ca kartR-BoktR-rUpa-uBaya-deha-pratisanDAnAt-eva tad-upapadyate; tad-aBAvAt
   na hyetasya pūrvakarmaṇaḥ phalamidamanubhavāmīti kaścitpratisandhatteḥ /	na hi-etasya pUrva-karmaNaH Palam-idam-anuBavAmi-iti kaScid-pratisanDatteH /
   [ku.2.286] kecittathā bhaviṣyantīti sambhāvanāmātre 'pyanāśvāsāt /	[ku.2.286] kecid-taTA Bavizyanti-iti samBAvanA-mAtre api-anASvAsAt /
   vinigamanāyāṃ pramāṇābhāvāt /	vinigamanAyAm pramANa-aBAvAt /
   pratipanniśīthanidrāṇaprātaḥpratibuddhasamastopādhyāyavat anyonyasaṃvādāt	pratipad-ni-SITa-nidrANa-prAtar-pratibudDa-samasta-upADyAya-vat anyonya-saMvAdAt-
   kapilādiṣu samāśvāsa iti cenna- ekajanmapratisandhānavat	kapila-Adizu samASvAsaH iti ced-na eka-janma-pratisanDAna-vat
   janmāntarapratisandhāne pramāṇābhavāt /	janma-antara-pratisanDAne pramANa-aBavAt /
   (150)tathāpi cādhikāriviśeṣeṇa brāhmaṇatvādyapratisandhāne	(150)taTA-api ca-aDikAri-viSezeNa brAhmaNa-tva-Adi-apratisanDAne
   'nuṣṭhānarūpasyāśvāsasyābhāvāt /	anuzWAna-rUpasya-ASvAsasya-aBAvAt /
   na hi pūrvajanmani mātāpitrorbrāhmaṇyāttaduttaratra brāhmaṇyamiti niyamaḥ;	na hi pUrva-janmani mAtA-pitroH-brAhmaNyAt-tat-uttaratra brAhmaNyam-iti niyamaH;
   yena sargādau varṇādidharmavyavasthā syāt /	yena sarga-AdO varNa-Adi-Darma-vyavasTA syAt /
   īśvaravat adṛṣṭaviśeṣopanibaddhabhūtaviśeṣā(tabhedā)nupalambhāt /	ISvara-vat adRzwa-viSeza-upanibadDa-BUta-viSeza-A(ta-BedA)nupalamBAt /
   atīndriyārthadarśitve cānāśvāsasyoktatvāt /	atIndriya-arTa-darSi-tve ca-anASvAsasya-ukta-tvAt /
   [ku.2.287] etena brahmāṇḍāntarasañcārivarṇavyavasthayā	[ku.2.287] etena brahmANxa-antara-saQcAri-varNa-vyavasTayA
   sampradāyapravartanamapāstam- sañcāraśakterabhāvāt /	sampradAya-pravartanam-apAstam saQcAra-SakteH-aBAvAt /
   varṣāntarasañcaraṇameva hi duṣkaram /	varza-antara-saQcaraNam-eva hi duzkaram /
   kuto lokāntarasañcāraḥ? kutastarāṃ ca brahmāṇḍāntaragamanam? /	kutas loka-antara-saQcAraH? kutastarAm ca brahmANxa-antara-gamanam? /
   "aṇimādisampatterevamapi syā'diti cenna- (151)atrāpi pramāṇābhāvāt /	"aNima-Adi-sampatteH-evam-api syA-aditi ced-na (151)atrA-api pramANa-aBAvAt /
   sambhāvanāmātreṇa samāśvāsānupapatteḥ /	samBAvanA-mAtreNa samASvAsa-anupapatteH /
   (152)atha mahājanaparigrahānyathānupapattirevātra pramāṇamiti cenna-	(152)aTa mahA-jana-parigrahAni-aTa-anupapattiH-eva-atra pramANam-iti ced-na-
   (153)evambhūtaikakalpanayaivopapattau bhūyaḥ kalpanāyā gauravaprasaṅgāt /	(153)evamBUta-eka-kalpanayA-eva-upapattO BUyas kalpanAyAH gOrava-prasaFgAt /
   videhanirmāṇaśkteraṇimādivibhūteścāvaśyābhyupagantavyatvāt /	videha-nirmANa-SkteH-aNima-Adi-viBUteH-ca-avaSya-aByupagantavya-tvAt /
   astveka eveti cet- na tarhīśvaramantareṇānyatra samāśvāsa iti /	astu-ekaH eva-iti cet na tarhi-ISvaram-antareNa-anyatra samASvAsaH iti /
   [ku.2.288] kāraṃ kāramalaukikādbhutamayaṃ māyāvaśāt saṃharan /	[ku.2.288] kAram kAramalOkikA-adButa-mayam mAyA-vaSAt saMharan /
   hāraṃ hāramapīndrajālamiva yaḥ kurvan jagatkrīḍati //	hAram hAram-api-indra-jAlam-iva yaH kurvan jagat-krIxati //
   taṃ devaṃ niravagrahasphuradabhidhyānānubhāvaṃ bhavam /	tam devam niravagraha-sPurat-aBiDyAna-anuBAvam Bavam /
   viśvāsaikabhuvaṃ śivaṃ prati naman	viSvAsa-eka-Buvam Sivam prati naman
   bhūyāsamantyeṣvapi //4 //	BUyAsamantyezu-api //4 //
   // iti nyāyakusumāñjalau dvitīyastabakaḥ //	// iti nyAya-kusuma-aQjalO dvitIya-stabakaH //
