   Sandhi markers:	SanDi markeH-s:
   amuṃ ca ropita-vraṇam iṅgudī-tailā3dibhir āmiṣeṇa	amum ca ropita--vraNam iFgudI-tEla-A3diBiH AmizeNa
   śākenā8tma-nir-viśeṣaṃ pupoṣa |	SAkena-a8tma--nir-viSezam pupoza |
   puṣṭaṃ ca tam udrikta-dhātum ekadā mṛgā1nveṣaṇāya	puzwam ca tam udrikta-DAtum ekadA mRga-a1nvezaNAya
   ca prayāte dhanyake sā dhūminī riramsayo9pātiṣṭhat |	ca prayAte Danyake sA DUminI riramsayA-u9pAtizWat |
   bhartsitā api tena balātkāram arīramat |	BartsitAH api tena balAtkAram arIramat |
   nivṛttaṃ ca patim udakā1bhyarthinam ' uddhṛtya kūpāt	nivRttam ca patim udaka-a1ByarTinam a udDRtya kUpAt-
   piba rujati me śiraḥ śiro-rogaḥ ' ity udañcanaṃ	piba rujati me SiraH SiraH--rogaH a iti udaQcanam
   sa-rajjuṃ puraś cikṣepa |	sa-rajjum puras cikzepa |
   udañcantaṃ ca taṃ kūpād apaḥ kṣaṇāt pṛṣṭhato	udaQcantam ca tam kUpAt apaH kzaNAt pRzWatas-
   gatvā praṇunoda |	gatvA praNunoda |
   taṃ ca vikalaṃ skandheno7duhya deśād deśā1ntaraṃ	tam ca vikalam skanDena-u7duhya deSAt deSA1ntaram
   paribhramantī pati-vratā-pratītiṃ lebhe bahu-vidhāś	pariBramantI pati-vratA--pratItim leBe bahu-viDAS
   ca pūjāḥ |	ca pUjAH |
   punar avanti-rājā1nugrahād ati-mahatyā bhūtyā	punar avanti-rAja-a1nugrahAt ati-mahatyA BUtyA
   nyavasat |	nyavasat |
   atha	aTa
   pānīyā1rthi-sārtha-jana-samāpatti-dṛṣṭo1ddhṛtam	pAnIya-A1rTi--sArTa--jana--samApatti-dRzwaH-1dDRtam
   avantiṣu bhramantam āhārā1rthinaṃ bhartāram upalabhya	avantizu Bramantam AhAra-a1rTinam BartAram upalaBya
   sā dhūminī ' yena me patir vikalīkṛtaḥ sa dur-ātmā	sA DUminI a yena me patiH vikalIkRtaH sa dur-AtmA
   ayam ' iti tasya sādhoś citra-vadham a-jñena rājñā	ayam a iti tasya sADoH citra--vaDam a-jQena rAjQA
   samādeśayāṃ cakāra |	samAdeSayAm cakAra |
   dhanyakas tu datta-paścād-bandhaḥ vadhya-bhūmiṃ	DanyakaH tu datta-paScAt--banDaH vaDya-BUmim
   nīyamānaḥ sa-śeṣatvād āyuṣaḥ ' yo mayā vikalī	nIyamAnaH sa-Seza-tvAt AyuzaH a yaH mayA vikalI
   kṛto 'bhimato bhikṣuḥ sa cen me pāpam ācakṣīta	kRtaH aBimataH BikzuH sa ced me pApam AcakzIta
   yukto me daṇḍaḥ ' ity a-dīnam adhikṛtaṃ jagāda |	yuktaH me daNxaH a iti a-dInam aDikRtam jagAda |
   ' ko doṣaḥ ' ity upanīya darśite 'muṣmin sa	a kaH dozaH a iti upanIya darSite amuzmin sa
   vikalaḥ paryaśruḥ pāda-patitas tasya sādhos	vikalaH paryaSruH pAda--patitaH tasya sADoH-
   tat-sukṛtam a-satyāś ca tasyās tathā-bhūtaṃ	tat-sukRtam a-satyAH ca tasyAH taTA-a-BUtam
   duś-caritam ārya-buddhir ācacakṣe |	duS-caritam Arya--budDiH Acacakze |
   kupitena rājñā virūpita-mukhī sā duṣkṛta-kāriṇī	kupitena rAjQA virUpita-muKI sA duzkRta-kAriNI
   kṛtā śvabhyaḥ pācikā |	kRtA SvaByaH pAcikA |
   kṛtaś ca dhanyakaḥ prasāda-bhūmiḥ |	kRtaH ca DanyakaH prasAda--BUmiH |
   tad bravīmi -- ' strī hṛdayaṃ krūram ' iti |	tat bravImi -- a strI hRdayam krUram a iti |
   punar anuyukto gominī-vṛttāntam ākhyātavān - ' asti	punar anuyuktaH gominI--vRttAntam AKyAtavAn  a asti
   draviḍeṣu kāñcī nāma nagarī |	dravixezu kAQcI nAma nagarI |
   tasyām an-eka-koṭi-sāraḥ śreṣṭhi-putraḥ	tasyAm an-eka--kowi-sAraH SrezWi-putraH
   śakti-kumāro nāmā8sīt |	Sakti-kumAraH nAmA8sIt |
   so 'ṣṭādaśa-varṣa-deśī yaś cintām āpede -- ' na	saH azwAdaSa-varza--deSI yaH cintAm Apede -- a na
   asty a-dārāṇām an-anuguṇa-dārāṇāṃ vā sukhaṃ	asti a-dArANAm an-anuguNa---dArANAm vA suKam
   nāma |	nAma |
   tat kathaṃ nu guṇavad vindeyaṃ kalatram ' iti |	tat kaTam nu guNavat vindeyam kalatram a iti |
   atha para-pratyayā3hṛteṣu dāreṣu yādṛcchikīṃ	aTa para--pratyayA3-hRtezu dArezu yAdRcCikIm
   sampattim an-abhisamīkṣya kārtāntiko nāma bhūtvā	sampattim an-aBisamIkzya kArtAntikaH nAma BUtvA
   vastrā1nta-pinaddha-śāli-prastho bhuvaṃ babhrāma |	vastra-a1nta--pinadDa--SAli--prasTaH Buvam baBrAma |
   ' lakṣaṇa-jño 'yam ' ity amuṣmai kanyāḥ	a lakzaNa--jQaH ayam a iti amuzmE kanyAH
   kanyāvantaḥ pradarśayāṃ babhūvuḥ |	kanyAvantaH pradarSayAm baBUvuH |
   yāṃ kāñ=cil lakṣaṇavatīṃ sa-varṇāṃ kanyāṃ	yAm kAQ=cit lakzaNavatIm sa-varNAm kanyAm
   dṛṣṭvā sa kila sma bravīti -- ' bhadre śaknoṣi kim	dRzwvA sa kila sma bravIti -- a Badre Saknozi kim
   anena śāli-prasthena guṇavad annam asmān	anena SAli--prasTena guNavat annam asmAn
   abhyavahārayitum ' iti |	aByavahArayitum a iti |
   sa hasitā1vadhūto gṛhād gṛhaṃ praviśya abhramat |	sa hasita-a1vaDUtaH gRhAt gRham praviSya aBramat |
   ekadā tu śibiṣu kāverī-tīra-pattane saha pitṛbhyām	ekadA tu Sibizu kAverI-tIra--pattane saha pitRByAm
   avasita-mahar2ddhim avaśīrṇa-bhavana-sārāṃ	avasita--mahA-r2dDim avaSIrNa-Bavana---sArAm
   dhātryā pradarśyamānāṃ kāñ=cana	DAtryA pradarSyamAnAm kAQ=cana
   virala-bhūṣaṇāṃ kumārīṃ dadarśa |	virala--BUzaNAm kumArIm dadarSa |
   asyāṃ samsakta-cakṣuś ca atarkayat -- ' asyāḥ	asyAm samsakta-cakzuH ca atarkayat -- a asyAH
   khalu kanyakāyāḥ sarvae eva avayavā na	Kalu kanyakAyAH sarvae eva avayavAH na
   ati-sthūlā na ati-kṛśā na ati-hrasvā na	ati-sTUlA na ati-kRSAH na ati-hrasvA na
   ati-dīrghā na vikaṭā mṛjāvantaś ca |	ati-dIrGAH na vikawAH mRjAvantaH ca |
   rakta-talā1ṅgulī	rakta-talA1FgulI
   yava-matsya-kamala-kalaśā3dy-an-eka-puṇya-lekhā-lāñch	yava--matsya--kamala--kalaSA3dy-an-eka--puNya--leKA-a-lAn-S
   itau karau sama-gulpha-sandhī māmsalāv a-śirālau ca	itO karO sama--gulPa-sanDI mAmsalO a-SirAlO ca
   aṅghrī jaṅghe ca anu pūrva-vṛtte pīvaro3ru-graste	aFGrI jaFGe ca anu pUrva--vRtte pIvaro3ru-graste
   iva dur-upalakṣye jānunī sakṛd-vibhaktaś catur-asraḥ	iva dur-upalakzye jAnunI sakRt--viBaktaH catur--asraH
   kakundara-vibhāga-śobhī rathā1ṅgā3kāra-samsthitaś	kakundara--viBAga--SoBiH raTa-a1Fga-a3kAra--samsTita-S
   ca nitamba-bhāgaḥ tanu-taram īṣan-nimnaṃ gambhīraṃ	ca nitamba-BAgaH tanu-taram Izan--nimnam gamBIram
   nābhi-maṇḍalaṃ vali-trayeṇa ca alaṃ-kṛtam udaram	nABi--maNxalam vali-trayeNa ca alaM-kRtam udaram
   uro-bhāga-vyāpināv unmagna-cūcukau	uro-BAga--vyApinO unmagna---cUcukO
   viśālā3rambha-śobhinau payo-dharau	viSAlA3ramBa--SoBinO payo-DarO
   dhana-dhānya-putra-bhūyastva-cihna-lekhā-lāñchita-tale	Dana--DAnya-putra--BUyaH-tva--cihna--leKA-a-lAn-Cita--tale
   snigdho1dagra-komala-nakha-maṇī	snigDaH-1dagra--komala-naKa-maNI
   ṛjv-anupūrva-vṛtta-tāmrā1ṅgulī-samnatā1msa-deśe	Rju--anupUrva--vRtta--tAmra-a1FgulI--samnatA-a1msa-deSe
   saukumāryavatyau nimagna-parva-sandhī ca bāhu-late tanvī	sOkumAryavatyO nimagna-parva--sanDI ca bAhu-late tanvI
   kambu-vṛtta-bandhurā ca kandharā	kambu-vRtta-banDurA ca kanDarA
   vṛtta-madhya-vibhakta-rāgā1dharam	vRtta--maDya--viBakta-rAgA1-Daram
   a-saṅkṣipta-cāru-cibukam	a-saFkzipta--cAru-cibukam
   āpūrṇa-kaṭhina-gaṇḍa-maṇḍalam	ApUrNa--kaWina--gaNxa--maNxalam
   a-saṅgatā1nuvakra-nīla-snigdha-bhrū-latam	a-saFgatA1nuvakra--nIla--snigDa--BrU--latam
   an-ati-prauḍha-tila-kusuma-sadṛśa-nāsikam	an-ati--prOXa--tila--kusuma--sadRSa-nAsikam
   asita-dhavala-rakta-tri-bhāga-bhāsura-madhurā1dhīra-	asita-Davala--rakta--tri-BAga-BAsura--maDurA1DIra-
   sañcāra-mantharā3yate3kṣaṇam	saQcAra--manTarA3yate3kzaNam
   indu-śakala-sundara-lalāṭam	indu-Sakala-sundara--lalAwam
   indra-nīla-śilā4kāra-ramyā1laka-paṅkti-dvi-guṇa-kuṇḍalita-	indra--nIla--SilA4kAra--ramya-a1laka-paFkti-dvi-guNa--kuNxalita-
   mlāna-nālīka-nāla-lalita-lamba-śravaṇa-pāśa-yugalam	mlAna-nAlIka--nAla--lalita-lamba--SravaNa--pASa--yugalam
   ānana-kamalam an-ati-bhaṅguro bahulaḥ	Anana--kamalam an-ati-BaFguraH bahulaH
   paryante 'py a-kapila-rucir āyāma-vān	paryante api a-kapila-ruciH AyAma-vAn
   ekai1ka-nisarga-sama-snigdha-nīlo gandha-grāhī ca	ekE1-ka-ni-sarga--sama--snigDa--nIlaH ganDa-grAhI ca
   mūrdhaja-kalāpaḥ |	mUrDaja--kalApaH |
   se9yam ākṛtir na vyabhicarati śīlam |	se9yam AkRtiH na vyaBicarati SIlam |
   āsajjati ca me hṛdayam asyām eva |	Asajjati ca me hRdayam asyAm eva |
   tat parīkṣyai7nām udvaheyam |	tat parIkzya-e7nAm udvaheyam |
   a-vimṛśya-kāriṇā hi niyatam an-ekāḥ patanty	a-vimRSya--kAriNA hi niyatam an-ekAH patanti-
   anuśaya-paramparāḥ ' iti snigdha-dṛṣṭir ācaṣṭa --	anuSaya-paramparAH a iti snigDa--dRzwiH Acazwa --
   ' bhadre kac=cid asti kauśalaṃ śāli-prasthena anena	a Badre kac=cit asti kOSalam SAli-prasTena anena
   sampannam āhāram asmān abhyavahārayitum ' iti |	sampannam AhAram asmAn aByavahArayitum a iti |
   tatas tayā vṛddha-dāsī sā3kūtam ālokitā |	tatas tayA vRdDa-dAsI sA3kUtam AlokitAH |
   tasya hastāt prastha-mātraṃ dhānyam ādāya kva=cid	tasya hastAt prasTa--mAtram DAnyam AdAya kva=cid-
   alindo1ddeśe su-sikta-sammṛṣṭe datta-pāda-śaucam	alindo1t-deSe su-sikta--sammRzwe datta--pAda--SOcam
   upāveśayat |	upAveSayat |
   sā kanyā tān gandha-śālīn saṅkṣudya mātrayā	sA kanyA tAn ganDa--SAlIn saFkzudya mAtrayA
   viśoṣyā8tape muhur muhuḥ parivartya sthira-samāyāṃ	viSozyA8tape muhur muhur parivartya sTira--samAyAm
   bhūmau nālī-pṛṣṭhena mṛdu-mṛdu ghaṭṭayantī	BUmO nAlI--pRzWena mRdu--mRdu GawwayantI
   tuṣair a-khaṇḍais taṇḍulān pṛthak	tuzEH a-KaNxEH taNxulAn pRTak-
   cakāra |	cakAra |
   jagāda ca dhātrīm -- ' mātaḥ ebhis tuṣair arthino	jagAda ca DAtrIm -- a mAtar eBiH tuzEH arTinaH-
   bhūṣaṇa-mṛjā-kriyā-kṣamaiḥ svarṇa-kārāḥ |	BUzaNa--mRjA--kriyA--kzamEH svarNa-kArAH |
   tebhya imān datvā labdhābhiḥ kākiṇībhiḥ	teByaH imAn datvA labDABiH kAkiNIBiH
   sthira-tarāṇy an-aty-ārdrāṇi na ati-śuṣkāṇi	sTira-tarANi an-ati--ArdrANi na ati-SuzkANi
   kāṣṭhāni mitaṃ-pacāṃ sthālīm ubhe śarāve	kAzWAni mitaM-pacAm sTAlIm uBe SarAve
   cā8hara ' iti |	ca-a8hara a iti |
   tathā-kṛte tayā tāms taṇḍulān	taTA-a-kRte tayA tAmH taNxulAn
   an-ati-nimno1ttāna-vistīrṇa-kukṣau kakubho1lūkhale	an-ati--nimna-u1ttAna--vistIrNa--kukzO kakuBo1lUKale
   loha-patra-veṣṭita-mukhena sama-śarīreṇa	loha--patra-vezwita-muKena sama--SarIreNa
   vibhāvyamāna-madhya-tānavena vyāyatena guruṇā	viBAvyamAna--maDya-tAnavena vyAyatena guruNA
   khādireṇa musalena	KAdireNa musalena
   catura-lalito1tkṣepaṇā1vakṣepaṇā3yāsita-bhujam	catur-a--lalitaH-1tkzepaNa-a1vakzepaNa-A3yAsita--Bujam
   a-sakṛd-aṅgulībhir uddhṛtyo7ddhṛtya avahatya	a-sakRt--aFgulIBiH udDRtyaH-7dDRtya avahatya
   śūrpa-śodhita-kaṇa-kiṃ śārukāms taṇḍulān	SUrpa--SoDita--kaNa-kim SArukAmH taNxulAn
   a-sakṛd adbhiḥ prakṣālya kvathita-pañca-guṇe jale	a-sakRt adBiH prakzAlya kvaTita-paQca-guNe jale
   datta-cullī-pūjā prākṣipat |	datta--cullI--pUjA prAkzipat |
   praślathā1vayaveṣu prasphuratsu taṇḍuleṣu	praSlaTa-a1vayavezu prasPuratsu taNxulezu
   mukulā1vasthām ati-vartamāneṣu saṅkṣipya analam	mukula-a1vasTAm ati-vartamAnezu saFkzipya analam
   upahita-mukha-pidhānayā sthālyā anna-maṇḍam	upahita-muKa--piDAnayA sTAlyAH anna-maNxam
   agālayat |	agAlayat |
   darvyā ca avaghaṭṭya mātrayā parivartya sama-pakveṣu	darvyA ca avaGawwya mAtrayA parivartya sama-pakvezu
   siktheṣu tāṃ sthālīm adho-mukhīm avātiṣṭhipat |	sikTezu tAm sTAlIm aDo-muKIm avAtizWipat |
   indhanāny antaḥ-sārāṇy ambhasā samabhyukṣya	inDanAni antaH--sArANi amBasA samaByukzya
   praśamitā1gnīni kṛṣṇā1ṅgārīkṛtya tad-arthibhyaḥ	praSamitA1gnIni kRzNA-1FgArIkRtya tad--arTiByaH
   prāhiṇot -- ' ebhir labdhāḥ kākiṇīr datvā	prAhiNot -- a eBiH labDAH kAkiNIH datvA
   śākaṃ ghṛtaṃ dadhi tailam āmalakaṃ	SAkam GRtam daDi tElam Amalakam
   ciñcā-phalaṃ ca yathā-lābham ānaya ' iti |	ciQcA--Palam ca yaTA-a-lABam Anaya a iti |
   tathā anuṣṭhite ca tayā dvi-trān upa-damśān	taTA anuzWite ca tayA dvi-trAn upa-damSAn
   upapādya tad-anna-maṇḍam	upapAdya tat--anna-maNxam
   ārdra-vāluko2pahita-nava-śarāva-gatam ati-mṛdunā	Ardra-vAluko2pahita-nava--SarAva--gatam ati-mRdunA
   tāla-vṛntā1nilena śītalīkṛtya sa-lavaṇa-sambhāraṃ	tAla-vRnta-a1nilena SItalIkRtya sa-lavaNa--samBAram
   dattā1ṅgāra-dhūpa-vāsaṃ ca sampādya tad apy	datta-a1FgAra-DUpa-vAsam ca sampAdya tat api-
   āmalakaṃ ślakṣṇa-piṣṭam utpala-gandhi kṛtvā	Amalakam SlakzNa--pizwam utpala-ganDi kRtvA
   dhātrī-mukhena snā nāya tam acodayat |	DAtrI--muKena snA nAya tam acodayat |
   tayā ca snāna-śuddhayā datta-tailā3malakaḥ krameṇa	tayA ca snAna--SudDayA datta--tElA3malakaH krameNa
   sasnau |	sasnO |
   snātaḥ sikta-mṛṣṭe kuṭṭime phalakam āruhya	snAtaH sikta-mRzwe kuwwime Palakam Aruhya
   pāṇḍu-haritasya tri-bhāga-śeṣa-lūnasya	pANxu-haritasya tri-BAga--Seza--lUnasya
   aṅgaṇa-kadalī-palāśasyo7pari śarāva-dvayaṃ dattam	aFgaNa--kadalI---palASasya-u7pari SarAva--dvayam dattam
   ārdram abhimṛśann atiṣṭhat |	Ardram aBimRSan atizWat |
   sā tu tāṃ peyām eva agre samupāharat |	sA tu tAm peyAm eva agre samupAharat |
   pītvā ca apanatā1dhva-klamaḥ prahṛṣṭaḥ	pItvA ca apanata-a1-Dva--klamaH prahRzwaH
   praklinna-sakala-gātraḥ sthito 'bhūt |	praklinna--sakala--gAtraH sTitaH aBUt |
   tatas tasya śāly-odanasya darvī-dvayaṃ datvā	tatas tasya SAly-odanasya darvI--dvayam datvA
   sarpir-mā trāṃ sūpam upa-damśaṃ co7pajahāra |	sarpiH--mA trAm sUpam upa-damSam ca-u7pajahAra |
   imaṃ ca dadhnā ca tri-jātakā1vacūrṇitena	imam ca daDnA ca tri-jAtaka-a1-vacUrNitena
   surabhi-śītalābhyāṃ ca kālaśeya-kāñjikābhyāṃ	suraBi--SItalAByAm ca kAlaSeya--kAQjikAByAm
   śeṣam annam abhojayat |	Sezam annam aBojayat |
   sa-śeṣae eva andhasy asāv atṛpyat |	sa-Sezae eva anDasi asO atRpyat |
   ayācata ca pānīyam |	ayAcata ca pAnIyam |
   atha nava-bhṛṅgāra-sambhṛtam aguru-dhūpa-dhūpitam	aTa nava--BRFgAra--samBRtam aguru-Du-upa-DUpitam
   abhinava-pāṭalī-kusuma-vāsitam	aBinava--pAwalI--kusuma--vAsitam
   utphullo1tpala-grathita-saurabhaṃ vāri	utPullo1t-pala-graTita--sOraBam vAri
   nālī-dhārā4tmanā pātayāṃ babhūva |	nAlI--DArA4-tmanA pAtayAm baBUva |
   so 'pi mukho1pahita-śarāveṇa	saH api muKa-u1pahita--SarAveNa
   hima-śiśira-kaṇa-karālitā1ruṇāyamānā1kṣi-pakṣmā	hima--SiSira--kaNa-ka-rAlitA1ruNAyamAnA1kzi-pakzmA
   dhārā-ravā1bhinandita-śravaṇaḥ	DArA--rava-a1Binandita--SravaNaH
   sparśa-sukho1dbhinna-romāñca-karkaśa-kapolaḥ	sparSa--suKaH-1dBinna--romAQca-karkaSa--kapolaH
   parimala-pravālo1tpīḍa-phulla-ghrāṇa-randhro	parimala--pravAla-u1tpIxa--Pulla--GrANa-ranDraH-
   mādhurya-prakarṣā3varjita-rasane2ndriyas tad	mADurya--prakarzA3-varjita--rasane2ndriyaH tat-
   acchaṃ pānīyam ā-kaṇṭhaṃ papau |	acCam pAnIyam A-kaNWam papO |
   śiraḥ-kampa-saṃjñā-vāritā ca punar	SiraH--kampa--saMjQA--vAritA ca punar-
   apara-karakeṇā8camanam adatta kanyā |	apara-karakeNa-a8camanam adatta kanyA |
   vṛddhayā tu tad-ucchiṣṭam apohya harita-gomayo1palipte	vRdDayA tu tad--ucCizwam apohya harita--gomaya-u1palipte
   kuṭṭime svam evo7ttarīya-karpaṭaṃ vyavadhāya	kuwwime svam eva-u7ttarIya-karpawam vyavaDAya
   kṣaṇam aśeta |	kzaNam aSeta |
   parituṣṭaś ca vidhivad upayamya kanyāṃ ninye |	parituzwaH ca viDivat upayamya kanyAm ninye |
   nītvai9tad-an-apekṣaḥ kām=api gaṇikām avarodham	nItvE9-tad--an-apekzaH kAm=api gaNikAm avaroDam
   akarot |	akarot |
   tām apy asau priya-sakhīm ivo7pācarat |	tAm api asO priya-saKIm iva-u7pAcarat |
   patiṃ ca daivatam iva mukta-tandrā paryacarat |	patim ca dEvatam iva mukta-tandrA paryacarat |
   gṛha-kāryāṇi ca a-hīnam anvatiṣṭhat |	gRha--kAryANi ca a-hInam anvatizWat |
   parijanaṃ ca dākṣiṇya-nidhir ātmā1dhīnam akarot |	parijanam ca dAkziNya-niDiH Atma-a1DInam akarot |
   tad-guṇa-vaśīkṛtaś ca bhartā sarvam eva kuṭumbaṃ	tad--guNa-vaSIkRtaH ca BartA sarvam eva kuwumbam
   tad-āyattam eva kṛtvā tad-ekā1dhīna-jīvita-śarīras	tat--a-Ayattam eva kRtvA tad--eka-a1DIna--jIvita--SarIra-s
   tri-vargaṃ nirviveśa |	tri-vargam nirviveSa |
   tad bravīmi --' gṛhiṇaḥ priya-hitāya dāra-guṇāḥ '	tat bravImi ---a gRhiNaH priya-hitAya dAra-guNAH a
   iti |	iti |
   tatas tena anuyukto nimbavatī-vṛttam ākhyātavān --	tatas tena anuyuktaH nimbavatI--vRttam AKyAtavAn --
   ' asti saurāṣṭreṣu valabhī nāma nagarī |	a asti sOrAzwrezu valaBI nAma nagarI |
   tasyāṃ gṛha-gupta-nāmno guhyake1ndra-tulya-vibhavasya	tasyAm gRha-gupta--nAmnaH guhyake1ndra--tulya--viBavasya
   nāvika-pater duhitā ratnavatī nāma |	nAvika-pateH duhitA ratnavatI nAma |
   tāṃ kila madhumatyāḥ samupāgamya bala-bhadro nāma	tAm kila maDumatyAH samupAgamya bala-BadraH nAma
   sārtha-vāha-putraḥ paryaṇaiṣīt |	sArTa-vAha-putraH paryaNEzIt |
   tayā api nava-vadhvā rahasi	tayA api nava--vaDvA rahasi
   rabhasa-vighnita-surata-sukho jhaṭiti dveṣam	raBasa--viGnita--surata--suKaH Jawiti dvezam
   alpe1taraṃ babandha |	alpe1taram babanDa |
   na tāṃ punar draṣṭum iṣṭavān |	na tAm punar drazwum izwavAn |
   tad-gṛhā3gamanam api suhṛd-vākya-śatā1tivartī	tad--gRhA3-gamanam api suhRd--vAkya--Sata-a1tivartI
   lajjayā parijahāra |	lajjayA parijahAraH |
   tāṃ ca dur-bhagāṃ tadā-prabhṛty eva ' ne7yaṃ	tAm ca dur-BagAm tadA--praBRti eva a na-I7yam
   ratnavatī nimbavatī ce7yam iti sva-janaḥ para-janaś ca	ratnavatI nimbavatI ca-I7yam iti su-a--janaH para-janaH ca
   paribabhūva |	paribaBUva |
   gate ca kasmimś=cit kāle sā tv anutapyamānā ' kā me	gate ca kasmimS=cit kAle sA tu anutapyamAnA a kA me
   gatiḥ iti vimṛśantī kām api vṛddha-pravrājikāṃ	gatiH iti vimRSantI kAm api vRdDa--pravrAjikAm
   mātṛ-sthānīyāṃ deva-śeṣa-kusumair upasthitām	mAtR-sTAnIyAm deva-Seza--kusumEH upasTitAm
   apaśyat |	apaSyat |
   tasyāḥ puro rahasi sa-karuṇaṃ ruroda |	tasyAH puras rahasi sa-karuNam ruroda |
   tayā apy udaśru-mukhyā bahu-prakāram anunīya	tayA api udaSru--muKyAH bahu--prakAram anunIya
   rudita-kāraṇaṃ pṛṣṭā trapamāṇā api	rudita-kAraNam pRzwA trapamANAH api
   kārya-gauravāt kathañ=cid abravīt -- ' amba kiṃ	kArya--gOravAt kaTaQ=cid abravIt -- a amba kim
   bravīmi |	bravImi |
   daurbhāgyaṃ nāma jīvan-maraṇam eva aṅganānām	dOrBAgyam nAma jIvan--maraNam eva aFganAnAm
   viśeṣataś ca kula-vadhūnām |	viSezataH ca kula--vaDUnAm |
   tasya aham asmy udāharaṇabhūtā |	tasya aham asmi udAharaNa-BUtAH |
   mātṛ-pramukho 'pi jñāti-vargo mām avajñayai9va	mAtR--pramuKaH api jQAti--vargaH mAm avajQayA-e9va
   paśyati |	paSyati |
   tena su-dṛṣṭāṃ māṃ kuru |	tena su-dRzwAm mAm kuru |
   na cet tyajeyam adyai7va niṣ-prayojanān prāṇān |	na ced tyajeyam adya-e7va niz--prayojanAn prANAn |
   ā virāmāc ca me rahasyaṃ nā8śrāvyam ' iti	A virAmAt ca me rahasyam na-a8SrAvyam a iti
   pādayoḥ papāta |	pAdayoH papAta |
   sai9nām utthāpyo7dbāṣpo9vāca -- ' vatse mā	sE9nAm utTApya-u7t-bAzpaH-9vAca -- a vatse mA
   adhyavasyaḥ sāhasam |	aDyavasyaH sAhasam |
   iyam asmi tvan-nideśa-vartinī |	iyam asmi tu-an--nideSa-vartinI |
   yāvati mamo7payogas tava tāvati bhavāmy	yAvati mama-u7payogaH tava tAvati BavAmi-
   an-anyā1dhīnā |	an-anyA-a1DInA |
   yady eva asi nirviṇṇā tapaś cara tvaṃ	yadi eva asi nirviNNA tapaH cara tvam
   mad-adhiṣṭhitā pāralaukikāya kalyāṇāya |	mad--aDizWitA pAralOkikAya kalyANAya |
   nanv ayam udarkaḥ prāktanasya duṣkṛtasya	nanu ayam udarkaH prAktanasya duzkRtasya
   yadanenā8kāreṇe8dṛśena śīlena jātyā	yat-anena-a8kAreNe8-dRSena SIlena jAtyA
   cai7vaṃ-bhūtayā samanugatā saty a-kasmād eva	ca-e7vaM-BUtayA samanugatA sati a-kasmAt eva
   bhartṛ-dveṣyatāṃ gatā asi |	BartR-dvezya-tAm gatAH asi |
   yadi kaś=cid asty upāyaḥ pati-droha-prati-kriyāyai	yadi kaS=cid asti upAyaH pati-droha--prati-kriyAyE
   darśaya amum |	darSaya amum |
   matir hi te paṭīyasī ' iti |	matiH hi te pawIyasI a iti |
   atha asau kathañ=cit kṣaṇam adho-mukhī dhyātvā	aTa asO kaTaQ=cid kzaNam aDo-muKI DyAtvA
   dīrgho1ṣṇa-śvāsa-pūrvam avocat -- ' bhagavati patir	dIrGa-u1zNa--SvAsa--pUrvam avocat -- a Bagavati patiH-
   eva daivataṃ vanitānām viśeṣataś ca kula-jānām |	eva dEvatam vanitAnAm viSezataH ca kula-jAnAm |
   atas tac-chuśrūṣaṇā1bhyupāya-hetu-bhūtaṃ kiñ=cid	atas tac-SuSrUzaNA1ByupAya-hetu-BUtam kiQ=cid-
   ācaraṇīyam |	AcaraNIyam |
   asty asmat-prātiveśyo vaṇik |	asti asmat--prAtiveSyaH vaNij |
   abhijanena vibhavena rājā1ntaraṅga-bhāvena ca	aBijanena viBavena rAja-a1ntaraFga-BAvena ca
   sarva-paurān atītya vartate |	sarva-pOrAn atItya vartate |
   tasya kanyā kanakavatī nāma mat-samāna-rūpā1vayavā	tasya kanyA kanakavatI nAma mat--samAna--rUpa-a1vayavA
   mama ati-snigdhā sakhī |	mama ati-snigDA saKI |
   tayā saha tad-vimāna-harmya-tale tato 'pi	tayA saha tad--vimAna--harmya--tale tatas api
   dvi-guṇa-maṇḍitā vihariṣyāmi |	dvi-guNa--maNxitAH viharizyAmi |
   tvayā tu tan-mātṛ-prārthanaṃ sa-karuṇam abhidhāya	tvayA tu tan--mAtR--prArTanam sa-karuNam aBiDAya
   mat-patir etad-gṛhaṃ kathañ=canā8neyaḥ |	mat--patiH etat--gRham kaTaQ=canA8-neyaH |
   samīpa-gateṣu ca yuṣmāsu krīḍā-mattā nāma	samIpa--gatezu ca yuzmAsu krIxA-a-mattA nAma
   kandukaṃ bhramśayeyam |	kandukam BramSayeyam |
   atha tam ādāya tasya haste datvā vakṣyasi -- ' putra	aTa tam AdAya tasya haste datvA vakzyasi -- a putra
   tave7yaṃ bhāryā-sakhī nidhi-pati-dattasya	tava-I7yam BAryA-saKI niDi-pati-dattasya
   sarva-śreṣṭhi-mukhyasya kanyā kanakavatī nāma |	sarva-SrezWi--muKyasya kanyA kanakavatI nAma |
   tvām iyam an-avastho niṣ-karuṇaś ce7ti	tvAm iyam an-avasTaH niz-karuNaH ce7ti
   ratnavatī-nimittam atyarthaṃ nindati |	ratnavatI--nimittam atyarTam nindati |
   tad eṣa kanduko vi-pakṣa-dhanaṃ pratyarpaṇīyam '	tat eza kandukaH vi-pakza-Danam pratyarpaNIyam a
   iti |	iti |
   sa tatho9kto niyatam unmukhībhūya tām eva	sa taTA-u9ktaH niyatam unmuKIBUya tAm eva
