   (PSP_4:1)	(PSu _4:1)
   paryavāpsyanti yoniśaś ca manasikariṣyanti. te tena kuśalamūlena na	paryavApsyanti yoniSas ca manasikarizyanti. te tena kuSala mUlena na
   durgativinipātaṃ gamiṣyanti te devamānuṣikīsaṃpattiṃ pratyanubhavamānāḥ	durgati vinipAtam gamizyanti te deva mAnuzikI saMpattim pratyanuBavamAnAH
   ṣaḍbhiḥ pāramitābhir abhyudgamiṣyanti buddhāṃś ca bhagavataḥ satkurvāṇā	zaxBiH pAramitABiH aByudgamizyanti budDAn ca BagavataH satkurvANA
   gurukurvāṇā mānayamānāḥ pūjayamānā anupūrveṇa tribhir yānaiḥ	gurukurvANAH mAnayamAnAH pUjayamAnAH anupUrveNa triBiH yAnEH
   parinirvāsyanti yad uta śrāvakayānena vā pratyekabuddhayānena vā	parinirvAsyanti yat uta SrAvaka yAnena vA pratyekabudDa yAnena vA
   mahāyānena vā.	mahAyAnena vA.
   seyaṃ śāriputra gambhīrā prajñāpāramitā dakṣiṇāpathād vartanyāṃ	sA iyam SAriputra gamBIrA prajQApAramitA dakziNApaTAt vartanyAm
   pracariṣyati. tatrāpi bhikṣavo bhikṣuṇy upāsakopāsikāś ca imāṃ gambhīrāṃ	pracarizyati. tatra api BikzavaH BikzuNi upAsa kopAsikAH ca imAm gamBIrAm
   prajñāpāramitāṃ likhiṣyanty udgṛhīṣyanti dhārayiṣyanti (PSP_4:29)	prajQApAramitAm liKizyanti udgRhIzyanti DArayizyanti (PSu _4:29)
   vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti satkariṣyanti	vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti satkarizyanti
   gurukariṣyanti mānayiṣyanti pūjayiṣyanti	gurukarizyanti mAnayizyanti pUjayizyanti
   puṣpadhūpagandhamālyavilepanacūrṇacīvaracchatradhvajapatākābhiḥ. te tena	puzpa DUpa ganDa mAlya vilepana cUrNa cIvara= Catra Dvaja patAkABiH. te tena
   kuśalamūlena na durgativinipātaṃ gamiṣyanti, devamanuṣyasaṃpattiṃ	kuSala mUlena na durgati vinipAtam gamizyanti, deva manuzya saMpattim
   pratyanubhavamānāḥ ṣaḍbhiḥ pāramitābhir abhyudgatā bhaviṣyanti, buddhān	pratyanuBavamAnAH zaxBiH pAramitABiH aByudgatAH Bavizyanti, budDAn
   bhagavataḥ satkurvāṇā gurukurvāṇā mānayamānāḥ pūjayamānā anupūrveṇa	BagavataH satkurvANAH gurukurvANAH mAnayamAnAH pUjayamAnAH anupUrveNa
   tribhir yānaiḥ niryāsyanti śrāvakayānena vā pratyekabuddhayānena vā	triBiH yAnEH niryAsyanti SrAvaka yAnena vA pratyekabudDa yAnena vA
   mahāyānena vā.	mahAyAnena vA.
   sā khalu punar iyaṃ śāriputra gambhīrā prajñāpāramitā vartanyā uttarāpathe	sA Kalu punar iyam SAriputra gamBIrA prajQApAramitA vartanyAH uttarApaTe
   pracariṣyati, tatrāpi śāriputra bhikṣavo bhikṣuṇy upāsakopāsikāś ca imāṃ	pracarizyati, tatra api SAriputra BikzavaH BikzuNi upAsa kopAsikAH ca imAm
   gambhīrāṃ prajñāpāramitāṃ likhiṣyanty udgṛhīṣyanti dhārayiṣyanti	gamBIrAm prajQApAramitAm liKizyanti udgRhIzyanti DArayizyanti
   vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti, te tena	vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti, te tena
   kuśalamūlena na durgativinipātaṃ gamiṣyanti, te devamanuṣyasaṃpattiṃ	kuSala mUlena na durgati vinipAtam gamizyanti, te deva manuzya saMpattim
   pratyanubhūya ṣaḍbhiḥ pāramitābhir abhyudgatā bhaviṣyanti, buddhāṃś ca	pratyanuBUya zaxBiH pAramitABiH aByudgatAH Bavizyanti, budDAn ca
   bhagavataḥ satkariṣyanti gurukariṣyanti mānayiṣyanti pūjayiṣyanti,	BagavataH satkarizyanti gurukarizyanti mAnayizyanti pUjayizyanti,
   anupūrveṇa tribhir yānair niryāsyanti śrāvakayānena vā	anupUrveNa triBiH yAnEH niryAsyanti SrAvaka yAnena vA
   pratyekabuddhayānena vā mahāyānena vā.	pratyekabudDa yAnena vA mahAyAnena vA.
   tatra śāriputra iyaṃ gambhīrā prajñāpāramitā buddhakṛtyaṃ kariṣyati tat	tatra SAriputraH iyam gamBIrA prajQApAramitA budDa kRtyam karizyati tat 
   kasya hetor? na hi śāriputra maṇḍaprāpte dharmavinaye saddharmāntarddhānaṃ	kasya hetor? na hi SAriputra maNxa prApte Darma vinaye sadDarma antardDAnam
   bhaviṣyati, samanvāhṛtās te śāriputra mayā kulaputrāḥ kuladuhitaraś ca, ya	Bavizyati, samanvAhRtAH te SAriputra mayA kula putrAH kula duhitaraH ca, ya
   imāṃ gambhīrāṃ prajñāpāramitāṃ likhiṣyanty udgṛhīṣyanti dhārayiṣyanti	imAm gamBIrAm prajQApAramitAm liKizyanti udgRhIzyanti DArayizyanti
   vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti tathatvāya ca	vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti taTatvAya ca
   pratipatsyante, ye 'pi te kulaputrāḥ kuladuhitaraś ca imāṃ gambhīrāṃ	pratipatsyante, ye api te kula putrAH kula duhitaraH ca imAm gamBIrAm
   prajñāpāramitāṃ likhiṣyanti likhitvā ca satkariṣyanti gurukariṣyanti	prajQApAramitAm liKizyanti liKitvA ca satkarizyanti gurukarizyanti
   mānayiṣyanti pūjayiṣyanti	mAnayizyanti pUjayizyanti
   puṣpadhūpagandhamālyavilepanacūrṇacīvaracchatradhvajapatākābhis, te ca	puzpa DUpa ganDa mAlya vilepana cUrNa cIvara= Catra Dvaja patAkA aBis, te ca
   khalu punaḥ śāriputra kulaputrā vā kuladuhitaraś ca tena kuśalamūlena na	Kalu punar SAriputra kula putrAH vA kula duhitaraH ca tena kuSala mUlena na
   durgativinipātaṃ gamiṣyanti devamānuṣikīsaṃpattiṃ pratyanubhūya ṣaḍbhiḥ	durgati vinipAtam gamizyanti deva mAnuzikI saMpattim pratyanuBUya zaxBiH
   pāramitābhir abhyudgatā bhaviṣyanti abhyudgamya buddhān bhagavataḥ	pAramitABiH aByudgatAH Bavizyanti aByudgamya budDAn BagavataH
   satkurvanto gurukurvanto mānayanto pūjayanto 'nupūrveṇa tribhir yānair	satkurvantaH gurukurvantaH mAnayantaH pUjayantaH anupUrveNa triBiH yAnEH 
   niryāsyanti śrāvakayānena vā pratyekabuddhayānena vā mahāyānena vā. tat	niryAsyanti SrAvaka yAnena vA pratyekabudDa yAnena vA mahAyAnena vA. tat 
   kasya hetor? dṛṣṭā hi te śāriputra kulaputrāḥ (PSP_4:30) kuladuhitaraś ca	kasya hetor? dRzwAH hi te SAriputra kula putrAH (PSu _4:30) kula duhitaraH ca
   tathāgatena buddhacakṣuṣā varṇitās tathāgatena praśastās te tathāgatena,	taTAgatena budDa cakzuzA varNitAH taTAgatena praSastAH te taTAgatena,
   ye 'pi te samantād daśasu dikṣu sarvalokadhātuprasareṣu buddhā bhagavantas	ye api te samantAt daSasu dikzu sarva loka DAtu prasarezu budDAH Bagavantas
   tiṣṭhanti dhriyante yāpayanti tair api tathāgatair api arhadbhiḥ	tizWanti Driyante yApayanti tEH api taTAgatEH api arhadBiH
   samyaksaṃbuddhair dṛṣṭās te kulaputrāḥ kuladuhitaraś ca buddhacakṣuṣā	samyaksaMbudDEH dRzwAH te kula putrAH kula duhitaraH ca budDacakzuzA
   varṇitās te praśastās te kulaputrāḥ kuladuhitaraś ca.	varNitAH te praSastAH te kula putrAH kula duhitaraH ca.
   śāriputra āha: vaistārikī punar iyaṃ bhagavan gambhīrā prajñāpāramitā	SAriputraH Aha: vEstArikI punar iyam Bagavan gamBIrA prajQApAramitA
   paścime kāle paścime samaye uttarasyāṃ diśi bhaviṣyati.	paScime kAle paScime samaye uttarasyAm diSi Bavizyati.
   bhagavān āha: evam etac chāriputra evam etat, iyaṃ śāriputra gambhīrā	BagavAn Aha: evam etat SAriputra evam etat, iyam SAriputra gamBIrA
   prajñāpāramitā paścime kāle paścime samaye uttarasyāṃ diśi vaistārikī	prajQApAramitA paScime kAle paScime samaye uttarasyAm diSi vEstArikI
   bhaviṣyati. tatra śāriputra paścime kāle paścime samaye te kulaputrāḥ	Bavizyati. tatra SAriputra paScime kAle paScime samaye te kula putrAH
   kuladuhitaraś ca ya imāṃ gambhīrāṃ prajñāpāramitāṃ śroṣyanti śrutvā ca	kula duhitaraH ca ye imAm gamBIrAm prajQApAramitAm Srozyanti SrutvA ca
   likhiṣyanti udgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti yoniśo	liKizyanti udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti yoni So
   manasikariṣyanti tathatvāya ca pratipatsyante. cirayānasaṃprasthitās te	manasikarizyanti taTatvAya ca pratipatsyante. cira yAna saMprasTitAH te
   kulaputrāḥ kuladuhitaraś ca bahubuddhaparyupāsitās te	kula putrAH kula duhitaraH ca bahu budDa paryupAsitAH te
   tathāgatāvaropitakuśalamūlā ya imāṃ gambhīrāṃ prajñāpāramitāṃ śroṣyanti	taTAgata avaropita kuSala mUlAH ye imAm gamBIrAm prajQApAramitAm Srozyanti
   śrutvā ca likhiṣyanti udgrahīṣyanti dhārayiṣyanti vācayiṣyanti	SrutvA ca liKizyanti udgrahIzyanti DArayizyanti vAcayizyanti
   paryavāpsyanti yoniśaś ca manasikariṣyanti tathatvāya ca pratipatsyante.	paryavApsyanti yoniSas ca manasikarizyanti taTatvAya ca pratipatsyante.
   śāriputra āha: kiyantas te bhagavan kulaputrā vā kuladuhitaro vā	SAriputraH Aha: kiyantaH te Bagavan kula putrAH vA kula duhitaraH vA
   bhaviṣyanti?, ya imāṃ gambhīrāṃ prajñāpāramitāṃ paścime kāle paścime	Bavizyanti?, yaH imAm gamBIrAm prajQApAramitAm paScime kAle paScime
   samaye uttare digbhāge śrutvā likhiṣyanti udgrahīṣyanti dhārayiṣyanti	samaye uttare diS BAge SrutvA liKizyanti udgrahIzyanti DArayizyanti
   vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti tathatvāya ca	vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti taTatvAya ca
   pratipatsyante.	pratipatsyante.
   bhagavān āha: kiṃ cāpi śāriputra paścime kāle paścime samaye uttare	BagavAn Aha: kim ca api SAriputra paScime kAle paScime samaye uttare
   digbhāge bahavo bodhisattvā mahāsattvā bhaviṣyanti, alpakāḥ punaḥ	digBAge bahavaH boDisattvAH mahAsattvAH Bavizyanti, alpakAH punar 
   śāriputra bodhisattvā mahāsattvāḥ kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	SAriputra boDisattvAH mahAsattvAH kula putrAH kula duhitaraH ca Bavizyanti,
   ya imāṃ gambhīrāṃ prajñāpāramitāṃ śrutvā likhiṣyanti udgrahīṣyanti	yaH imAm gamBIrAm prajQApAramitAm SrutvA liKizyanti udgrahIzyanti
   dhārayiṣyanti vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti	DArayizyanti vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti
   tathatvāya ca pratipatsyante. iti deśanirūpaṇāguṇaḥ	taTatvAya ca pratipatsyante. iti deSa nirUpaNa aguNaH
   (PSP_4:31)	(PSu _4:31)
   tena khalu punaḥ śāriputra bodhisattvā mahāsattvāḥ kulaputrāḥ	tena Kalu punar SAriputra boDisattvAH mahAsattvAH kula putrAH
   kuladuhitaraś ca ya imāṃ gambhīrāṃ prajñāpāramitāṃ bhāṣyamāṇāṃ śrutvā	kula duhitaraH ca yaH imAm gamBIrAm prajQApAramitAm BAzyamANAm SrutvA
   nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsam āpatsyante. tat kasya hetoḥ?	na uttrasizyanti na saMtrasizyanti na saMtrAsam Apatsyante. tat kasya hetoH?
   anubaddhā hi taiḥ kulaputraiḥ kuladuhitṛbhiś ca tathāgatā arhantaḥ	anubadDAH hi tEH kula putrEH kula duhitRBiH ca taTAgatAH arhantaH
   samyaksaṃbuddhāḥ paripṛcchitāś ca paripraśnīkṛtāś ca. tat kasya hetoḥ?	samyaksaMbudDAH paripRcCitAH ca paripraSnIkRtAH ca. tat kasya hetoH?
   prajñāpāramitā paripūrṇā hi te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti.	prajQApAramitA paripUrNAH hi te kula putrAH kula duhitaraH ca Bavizyanti.
   evaṃ dhyānapāramitā vīryapāramitā kṣāntipāramitā śīlapāramitā,	evam DyAna pAramitA vIrya pAramitA kzAnti pAramitA SIla pAramitA,
   dānapāramitāparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	dAna pAramitA paripUrNAH ca te kula putrAH kula duhitaraH ca Bavizyanti,
   adhyātmaśūnyatāparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	aDyAtma SUnyatA paripUrNAH ca te kula putrAH kula duhitaraH ca Bavizyanti,
   bahirdhāśūnyatāparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	bahirDA SUnyatA paripUrNAH ca te kula putrAH kula duhitaraH ca Bavizyanti,
   adhyātmabahirdhāśūnyatāparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca	aDyAtma bahirDA SUnyatA paripUrNAH ca te kula putrAH kula duhitaraH ca
   bhaviṣyanti, yāvad abhāvasvabhāvaśūnyatāparipūrṇāś ca te kulaputrāḥ	Bavizyanti, yAvat aBAva svaBAva SUnyatA paripUrNAH ca te kula putrAH
   kuladuhitaraś ca bhaviṣyanti. evaṃ	kula duhitaraH ca Bavizyanti. evam
   smṛtyupasthānasamyakprahānārddhipādendriyabalabodhyaṅgāṣṭāṅgamārgaparipūrṇāś	smRti upasTAna samyak prahAna ardDi pAda indriya bala boDi aFga azwa aFga mArga paripUrNa AH 
   ca te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	ca te kula putrAH kula duhitaraH ca Bavizyanti,
   apramāṇadhyānārūpyasamāpattiparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca	apramANa DyAna ArUpya samApatti paripUrNAH ca te kula putrAH kula duhitaraH ca
   bhaviṣyanti, āryasatyaparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca	Bavizyanti, Arya satya paripUrNAH ca te kula putrAH kula duhitaraH ca
   bhaviṣyanti, aṣṭavimokṣanavānupūrvavihārasamāpattiparipūrṇāś ca te	Bavizyanti, azwa vimokza nava anupUrva vihAra samApatti paripUrNAH ca te
   kulaputrāḥ kuladuhitaraś ca bhaviṣyanti,	kula putrAH kula duhitaraH ca Bavizyanti,
   śūnyatānimittāpraṇihitābhijñāparipūrṇāś ca te kulaputrāḥ kuladuhitaraś ca	SUnyatA nimitta apraNihita aBijQA paripUrNAH ca te kula putrAH kula duhitaraH ca
   bhaviṣyanti samādhidhāraṇīmukhaparipūrṇāś ca te kulaputrāḥ kuladuhitaraś	Bavizyanti samADi DAraNI muKa paripUrNAH ca te kula putrAH kula duhitaraH 
   ca bhaviṣyanti, daśabalavaiśāradyapratisaṃvidāveṇikabuddhadharmaparipūrṇāś	ca Bavizyanti, daSa bala vESAradya pratisaMvid AveNika budDa Darma paripUrNa AH 
   ca te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti. te khalu punaḥ śāriputra	ca te kula putrAH kula duhitaraH ca Bavizyanti. te Kalu punar SAriputra
   kulaputrāḥ kuladuhitaraś ca kuśalamūlopastabdhāś ca bahujanasya ca te 'tha	kula putrAH kula duhitaraH ca kuSala mUla upastabDAH ca bahu janasya ca te aTa
   kariṣyanti, imām anuttarāṃ samyaksaṃbodhim ārabhya.	karizyanti, imAm anuttarAm samyaksaMboDim AraBya.
   iti sarvānāsravadharmaparipūraṇaguṇaḥ	iti sarvAn Asrava Darma paripUraNa guNaH
   tat kasya hetoḥ? tathā hy amutra mayā teṣāṃ kulaputrāṇāṃ kuladuhitṛṇāṃ ca	tat kasya hetoH? taTA hi amutra mayA tezAm kula putrANAm kula duhitRNAm ca
   sarvajñatāpratisaṃyuktaiva kathā kathitā, ye 'pi te 'bhūvann atīte 'dhvani	sarvajQa tA pratisaMyuktA eva kaTA kaTitA, ye api te aBUvan atIte aDvani
   tathāgatā arhantaḥ samyaksaṃbuddhās, tair api buddhair bhagavadbhis teṣāṃ	taTAgatAH arhantaH samyaksaMbudDa as, tEH api budDEH BagavadBiH tezAm
   kulaputrāṇāṃ kuladuhitṛṇāṃ ca sarvajñatāpratisaṃyuktaiva kathā kathitā	kula putrANAm kula duhitRNAm ca sarvajQa tA pratisaMyuktA eva kaTA kaTitA
   teṣāñ jātivyativṛttānām api ta eva samudācārā bhaviṣyanti, yad utānuttarāṃ	tezAn jAti vyativRttAnAm api te eva samudAcArAH Bavizyanti, yat uta anuttarAm
   samyaksaṃbodhim ārabhya, te parebhyaḥ tathaiva kathāṃ kariṣyanti, yad	samyaksaMboDim AraBya, te pareByaH taTA eva kaTAm karizyanti, yat 
   utānuttarāṃ samyaksaṃbodhim ārabhya. (PSP_4:32)	uta anuttarAm samyaksaMboDim AraBya. (PSu _4:32)
   iti kathāpuruṣatāguṇaḥ	iti kaTA puruza tA guNaH
   te khalu punaḥ śāriputra bodhisattvāḥ kulaputrāḥ kuladuhitaraś ca saṃhatā	te Kalu punar SAriputra boDisattvAH kula putrAH kula duhitaraH ca saMhatA
   bhaviṣyanti, te na śakyante bhettuṃ māreṇa vā mārakāyikābhir vā devatābhir	Bavizyanti, te na Sakyante Bettum mAreNa vA mAra kAyikABiH vA devatABiH 
   anuttarāyāḥ samyaksaṃbodheḥ prāg evānyaiḥ pāpecchaiḥ pāpasamācārair, ya	anuttarAyAH samyaksaMboDeH prAk eva anyEH pApa icCEH pApa samAcArEH , ya
   imāṃ gambhīrāṃ prajñāpāramitāṃ pratilapsyante.	imAm gamBIrAm prajQApAramitAm pratilapsyante.
   ity abhedyatāguṇaḥ	iti aBedyatA guNaH
   te khalu punaḥ śāriputra bodhisattvāḥ kulaputrāḥ kuladuhitaraś ca imāṃ	te Kalu punar SAriputra boDisattvAH kula putrAH kula duhitaraH ca imAm
   prajñāpāramitāṃ śrutvā udārāṃ prītiṃ prasādaṃ pramodyaṃ pratilapsyante. te	prajQApAramitAm SrutvA udArAm prItim prasAdam pramodyam pratilapsyante. te
   ca bahujanaṃ kuśalamūleṣu pratiṣṭhāpayiṣyanti yad utānuttarām eva	ca bahu janam kuSala mUlezu pratizWApayizyanti yat uta anuttarAm eva
   samyaksaṃbodhim ārabhya.	samyaksaMboDim AraBya.
   ity asādhāraṇakuśalamūlotpattiguṇaḥ	iti asADAraNa kuSala mUla utpatti guNaH
   evaṃ ca taiḥ kulaputraiḥ kuladuhitṛbhiś ca mama saṃmukhaṃ vāg bhāṣitā,	evam ca tEH kula putrEH kula duhitRBiH ca mama saMmuKam vAc BAzitA,
   vayaṃ bhagavan bahūni prāṇiśatāni bahūni prāṇisahasrāṇi bahūni	vayam Bagavan bahUni prANi SatAni bahUni prANi sahasrANi bahUni
   prāṇiśatasahasrāṇi bahūni prāṇikoṭīniyutaśatasahasrāṇi kuśalamūleṣu	prANi Sata sahasrANi bahUni prANi kowI niyuta Sata sahasrANi kuSala mUlezu
   pratiṣṭhāpayiṣyāmo yad utānuttarāṃ samyaksaṃbodhim ārabhya. bodhaye	pratizWApayizyAmaH yat uta anuttarAm samyaksaMboDim AraBya. boDaye
   pratiṣṭhāpayiṣyāmaḥ saṃdarśayiṣyāmaḥ samādāpayiṣyāmaḥ samuttejayiṣyāmaḥ	pratizWApayizyAmaH saMdarSayizyAmaH samAdApayizyAmaH samuttejayizyAmaH
   saṃpraharṣayiṣyāmo 'vinivartanīyatve ca vyākariṣyāmaḥ. tat kasya hetor?	saMpraharzayizyAmaH avinivartanIya tve ca vyAkarizyAmaH. tat kasya hetoH ?
   anumoditā mayā teṣāṃ bodhisattvayānikānāṃ kulaputrāṇāṃ kuladuhitṛṇāṃ ca	anumoditAH mayA tezAm boDisattva yAnikAnAm kula putrANAm kula duhitRNAm ca
   vāg bhāṣitā cittena cittaṃ vyavalokya, atītānām api tathāgatānām arhatāṃ	vAc BAzitA cittena cittam vyavalokya, atItAnAm api taTAgatAnAm arhatAm
   samyaksaṃbuddhānāṃ puratas taiḥ kulaputraiḥ kuladuhitṛbhiś caivaṃ bhāṣitā,	samyaksaMbudDAnAm puratas tEH kula putrEH kula duhitRBiH ca evam BAzitA,
   vayaṃ bahūni prāṇiśatāni bahūni prāṇisahasrāṇi bahūni prāṇiśatasahasrāṇi	vayam bahUni prANi SatAni bahUni prANi sahasrANi bahUni prANi Sata sahasrANi
   bahūni prāṇikoṭīniyutaśatasahasrāṇi bodhisattvacaryāṃ caranto bodhāya	bahUni prANi kowI niyuta Sata sahasrANi boDisattva caryAm carantaH boDAya
   pratiṣṭhāpayiṣyāmaḥ saṃdarśayiṣyāmaḥ samādāpayiṣyāmaḥ samuttejayiṣyāmaḥ	pratizWApayizyAmaH saMdarSayizyAmaH samAdApayizyAmaH samuttejayizyAmaH
   saṃpraharṣayiṣyāmo 'vinivartanīyatve na ca vyākariṣyāmaḥ. tat kasya hetoḥ?	saMpraharzayizyAmaH avinivartanIya tve na ca vyAkarizyAmaH. tat kasya hetoH?
   tathā hi tair atītais tathāgatair arhadbhiḥ samyaksaṃbuddhair anumoditā	taTA hi tEH atItEH taTAgatEH arhadBiH samyaksaMbudDEH anumoditA
   teṣāṃ bodhisattvānāṃ kulaputrāṇāṃ kuladuhitṛṇāṃ ca vāg bhāṣitā cittena	tezAm boDisattvAnAm kula putrANAm kula duhitRNAm ca vAc BAzitA cittena
   cittaṃ vyavalokya, teṣāṃ ca khalu śāriputra kulaputrāṇāṃ kuladuhitṛṇāṃ ca	cittam vyavalokya, tezAm ca Kalu SAriputra kula putrANAm kula duhitRNAm ca
   mayā anumoditam ete bodhisattvā mahāsattvā bodhāya caranto bahūni	mayA anumoditam ete boDisattvAH mahAsattvAH boDAya carantaH bahUni
   prāṇiśatāni bahūni prāṇisahasrāṇi bahūni prāṇiśatasahasrāṇi bahūni	prANi SatAni bahUni prANi sahasrANi bahUni prANi Sata sahasrANi bahUni
   prāṇikoṭīniyutaśatasahasrāṇi anuttarāyai samyaksaṃbodhaye (PSP_4:33)	prANi kowI niyuta Sata sahasrANi anuttarAyE samyaksaMboDaye (PSu _4:33)
   pratiṣṭhāpayiṣyanti saṃdarśayiṣyanti samādāpayiṣyanti samuttejayiṣyanti	pratizWApayizyanti saMdarSayizyanti samAdApayizyanti samuttejayizyanti
   saṃpraharṣayiṣyanti avinivartanīyatve vyākariṣyanti.	saMpraharzayizyanti avinivartanIya tve vyAkarizyanti.
   iti pratijñāyāthārthyasaṃpādanaguṇaḥ	iti pratijQAya aTa arTya saMpAdana guNaH
   te khalu punaḥ śāriputra kulaputrāḥ kuladuhitaraś ca udārādhimuktikā	te Kalu punar SAriputra kula putrAH kula duhitaraH ca udAra aDimuktikA
   bhaviṣyanti, rūpe śabde gandhe rase spraṣṭavye dharmeṣu te udārāṇi dānāni	Bavizyanti, rUpe Sabde ganDe rase sprazwavye Darmezu te udArANi dAnAni
   dāsyanti, udārāṇi dānāni dattvā udārāṇi kuśalamūlāny abhisaṃskariṣyanti.	dAsyanti, udArANi dAnAni dattvA udArANi kuSala mUlAni aBisaMskarizyanti.
   te udārāṇi kuśalamūlāni abhisaṃskṛtyodāraṃ vipākaṃ parigrahīṣyanti, te	te udArANi kuSala mUlAni aBisaMskRtya udAram vipAkam parigrahIzyanti, te
   udāraṃ vipākaṃ parigṛhya teṣām eva sattvānām arthāya vipākād vipākaṃ	udAram vipAkam parigRhya tezAm eva sattvAnAm arTAya vipAkAt vipAkam
   parigṛhīṣyanti.	parigRhIzyanti.
   ity udāraphalaparigrahaguṇaḥ	iti udAra Pala parigraha guNaH
   teṣām eva sarvasattvānāṃ sarvavastūni parityajanti, yadi vā adhyātmikāni	tezAm eva sarva sattvAnAm sarva vastUni parityajanti, yadi vA aDyAtmikAni
   yadi vā bāhyāni sa tena kuśalamūlena anyāni buddhakṣetrāṇi adhyālambiṣyati	yadi vA bAhyAni sa tena kuSala mUlena anyAni budDa kzetrANi aDyAlambizyati
   yatra saṃmukhī bhūtās tathāgatā arhantaḥ samyaksaṃbuddhā dharmaṃ	yatra saMmuKI BUtAH taTAgatAH arhantaH samyaksaMbudDAH Darmam
