   [I. dānapāramitā]	[I. dAna pAramitA]
   hiraṇya suvarṇa rūpya cūrṇa paripūrṇās tāni buddhebhyo bhagavadbhyo dadāno	hiraNya  suvarNa  rUpya  cUrNa  paripUrNAH tAni budDeByaH BagavadByaH dadAnaH 
   * a cintya dakṣiṇīya adhimukta cetā bodhi satva ratnebhyo vā dadānaḥ |	* a cintya  dakziNIya  aDimukta  cetAH boDi  satva  ratneByaH vA dadAnaH |
   kalyāṇa mitra su dur labha citta utpādena ārya saṃghāya vā dadānaḥ |	kalyANa  mitra  su  dur laBa  citta  utpAdena Arya  saMGAya vA dadAnaH |
   buddha śāsana upastambhāya pudgalāya vā dadānaḥ |	budDa  SAsana  upastamBAya pudgalAya vA dadAnaH |
   śrāvaka praty eka buddhebhyo vā + ārya guṇa su prasanna cittatayā	SrAvaka  praty eka  budDeByaH vA + Arya  guNa  su prasanna  citta tayA
   mātā pitṛbhyāṃ dadāno | guru śuśrūṣa upasthāna cittatayā	mAtA a  pitRByAm dadAnaH | guru  SuSrUza  upasTAna  citta tayA
   ācārya guru dakṣiṇīyebhyo vā dadānas tatra tatra	AcArya  guru  dakziNIyeByaH vA dadAnaH tatra tatra
   guru saṃbhāra avavāda śikṣaṇa prayuktaḥ | aśana vasanaṃ vā	guru  saMBAra  avavAda  SikzaNa  prayuktaH | aSana vasanam vA
   kṛpaṇa vanīpaka yācanakebhyo dadānaḥ | sarva satva a pratihata cakṣur	kRpaNa vanIpaka yAcanakeByaH dadAnaH | sarva satva  a  pratihata  cakzuH 
   maitrī paribhāvita cittatayā | peyālaṃ ||	mEtrI  pariBAvita  citta tayA | peyAlam ||
   iti hi bodhi satvo hasty ājāneyān dadānaḥ sapta aṅga su pratiṣṭhitān |	iti hi boDi  satvaH hasti  AjAneyAn dadAnaH sapta  aFga  su  pratizWitAn |
   ṣaṣṭi hāyanān ṣaḍ gantra upetān padma varṇān mukha viśuddhān	zazwi hAyanAn zaz  gantra  upetAn padma  varNAn muKa  viSudDAn
   suvarṇa alaṃ kārān hema jāla praticchanna śarīrān	suvarNa  alaM kArAn hema  jAla  praticCanna  SarIrAn
   nānā ratna vicitra alaṃ kāra jāla śuṇḍa prakṣipta vyūhān suvarṇa kalyāṇān	nAnA ratna  vicitra  alaM kAra  jAla  SuNxa  prakzipta  vyUhAn suvarNa kalyANAn
   kalyāṇa cāru darśanān | a klānta yojana sahasra gamana upacārān	kalyANa  cAru  darSanAn | a kla anta  yojana  sahasra  gamana  upacArAn
   aśva ājāneyān vā dadānaḥ | sukha vāhana sukha śarīra upetān	aSva AjAneyAn vA dadAnaH | suKa vAhana  suKa  SarIra  upetAn
   anujava saṃpannāṃś catur dig gamana āhāra java upetān āroha saṃpannān	anujava  saMpannAn catur diS  gamana  AhAra   java  upetAn Aroha  saMpannAn
   divya kalyāṇa cāru sadṛśa sarva vibhūṣaṇa upetān | sa tān dadānaḥ	divya  kalyANa  cAru  sadRSa  sarva  viBUzaNa  upetAn | sa tAn dadAnaH
   parityajan gauraveṇa guru janebhyaḥ kalyāṇa mitra mātā pitṛbhyaḥ	parityajan gOraveNa guru  janeByaH kalyANa  mitra mAtA a  pitRByaH
   kṛpaṇa vanīpaka yācanakebhyaḥ sarva jagat pratigrāhakabhyo mukta cittayā	kRpaNa vanIpaka yAcanakeByaH sarva jagat  pratigrAhakaByaH mukta  cittayA
   dadāno | na + āgṛhīta cittatayā + avasṛjan mahā karuṇā parisphuṭena	dadAnaH | na + AgRhIta citta tayA + avasRjat mahA karuNA  parisPuwena
   santānena mahā tyāga parimāṇa bodhi satva guneṣu pratipadyamāno *	santAnena mahA  tyAga  parimANa  boDi  satva  gunezu pratipadyamAnaH *
   abhijāta bodhi satva adhyāśayān pariśodhayamāno yāvad iti hi bodhi satva	aBijAta  boDi  satva  aDyASayAn pariSoDayamAnaH yAvat iti hi boDi  satva
   āsana dānaṃ dadānaḥ parityajan rāja bhadra āsanāni vaiḍūrya pādakāni	Asana dAnam dadAnaH parityajan rAja  Badra  AsanAni vExUrya  pAdakAni
   siṃha pratiṣṭhitāni suvarṇa sūtra ratna jāla vitānāny	siMha  pratizWitAni suvarNa sUtra  ratna  jAla  vitAnAni 
   an eka cīvara sparśa upeta prajñaptāni sarva sāra gandha vāsita upacārāṇi	an eka  cIvara  sparSa  upeta  prajQaptAni sarva sAra ganDa  vAsita upacArANi
   vicitra maṇi rāja samucchrita dhvajāny	vicitra  maNi  rAja  samucCrita DvajAni 
   an eka ratna koṭī niyuta śata sahasra alaṃ kāra vyūhāni	an eka  ratna  kowI  niyuta  Sata  sahasra alaM kAra  vyUhAni
   hema jāla vitāna vitatāni	hema  jAla vitAna  vitatAni
   suvarṇa kiṅkiṇī jāla saṃghaṭita mano jña nāda nirghoṣa śabdāni	suvarNa  kiFkiNI  jAla  saMGawita  mano jQa nAda  nirGoza  SabdAni
   mahāntya āsanāny abhyudgato dviddha cakṣur daśanāny	mahAnti a AsanAni aByudgataH dvidDa  cakzuH  daSanAni 
   eka chatra mahā pṛthivy  anuśāsana niṣadana abhiṣiktāni |	eka Catra  mahA  pRTivI   anuSAsana nizadana  aBiziktAni |
   sarva rājya aiśvarya adhipateya niyata niṣadya a pratihata cakra śāsana anuśāsana sarva rāja adhipateye	sarva rAjya  ESvarya  aDipateya  niyata  nizadya  a  pratihata  cakra  SAsana  anuSAsana  sarva rAja  aDipateye
   pravarttate | evaṃ yāvad iti hi bodhi satvaś chatrāṇi dadānaḥ parityajan	pravarttate | evam yAvat iti hi boDi  satvaH CatrANi dadAnaH parityajan
   mahā ratna vyūha pratimaṇḍitāni ratna daṇḍāni kiṅkiṇī jāla saṃchannāni |	mahA  ratna  vyUha  pratimaNxitAni ratna  daNxAni kiFkiNI  jAla  saMCannAni |
   ratna sūtra karṇa kaṇṭha āvalī vināmita vaiḍūrya maṇi hāra abhipralambitāni	ratna sUtra karNa  kaNWa  AvalI  vinAmita  vExUrya maNi  hAra  aBipralambitAni
   nandī ghoṣa mano jña śabda upacārāṇi	nandI  Goza  mano jQa  Sabda upacArANi
   hema jāla abhyantara viśuddha chadanāni	hema  jAla aByantara  viSudDa  CadanAni
   ratna śalāka alaṃ kāra śata sahasra vitatāni ratna koṣa sandhāritāny	ratna  SalAka alaM kAra  Sata  sahasra  vitatAni ratna koza  sanDAritAni 
   a guru candanāny	a guru  candanAni 
   eka sāra vara gandha koṭī niyuta śata sahasra vidhūpita vāsita upacārāṇi	eka sAra  vara  ganDa  kowI  niyuta  Sata  sahasra  viDu upita vAsi ta upacArANi
   jāmbu nada prabhāsvara śuddhāni | tādṛśānāṃ chatrāṇām	jAmbu nada  praBA svara  SudDAni | tAdRSAnAm CatrANAm
   an eka koṭī niyuta śata sahasra alaṃ kārāṇāṃ tad atiriktāni ca +	an eka  kowI  niyuta  Sata  sahasra alaM kArANAm tad  atiriktAni ca +
   a saṃkhyeya koṭī niyuta śata sahasra alaṃ kārāṇy an apekṣa citto dadānaḥ	a  saMKyeya  kowI  niyuta  Sata  sahasra alaM kArANi an apekza  cittaH dadAnaH
   parityajann avasṛjann anuprayacchan saṃmukhī bhūtebhyo vā satva sārebhyo	parityajan avasRjan anuprayacCan saMmuKI  BUteByaH vA satva  sAreByaH 
   nirvṛtānāṃ vā tathā gatānāṃ caitya alaṃ kārāya | dharma paryeṣṭaye	nirvRtAnAm vA taTA a  gatAnAm cEtya  alaM kArAya | Darma  paryezwaye
   bodhi satva kalyāṇa mitrebhyo vā + abhijāta bodhi satva dharma bhāṇakebhyo	boDi  satva  kalyANa  mitreByaH vA + aBijAta  boDi  satva  Darma BANakeByaH 
   vā mātā pitṛbhyāṃ vā saṃgha ratne vā sarva buddha śāsane vā yāvat	vA mAtA a  pitRByAm vA saMGa ratne vA sarva budDa  SAsane vA yAvat 
   sarva pratigrāhakebhyaḥ sa evaṃ tat kuśala mūlaṃ pariṇāmayati ||	sarva pratigrAhakeByaH saH evam tat kuSala  mUlam pariNAmayati ||
   yathā tāvat prathamāyām eva pariṇāmanāyāṃ sarva kuśala mūla prastāveṣu +	yaTA tAvat praTamAyAm eva pariNAmanAyAm sarva kuSala  mUla  prastAvezu +
   upadiṣṭaṃ | evaṃ praṇidhānam utpādayati | katham etāni kuśala mūlāni	upadizwam | evam praNiDAnam utpAdayati | kaTam etAni kuSala mUlAni
   sarva jagad upajīvyāny upakāri bhūtāni bhaveyur	sarva jagat  upajIvyAni upakAri BUtAni BaveyuH 
   viśuddha dharma paryavasānāni yena sarva satvānām etaiḥ kuśala mūlair	viSudDa Darma  paryavasAnAni yena sarva satvAnAm etEH kuSala  mUlEH 
   naraka apāya pratiprasrabdhir bhavati | tairyagyonika yāmalaukikād	naraka  apAya  pratiprasrabDiH Bavati | tEryagyoni ka yAmalOkikAd
   duṣkha skandhān nivarttayeyuḥ | sa tāni kuśala mūlāni pariṇāmayann evaṃ	duzKa  skanDAn nivarttayeyuH | sa tAni kuSala mUlAni pariNAmayan evam
   tat kuśala mūlaṃ pariṇāmayati | anena + ahaṃ kuśala mūlena sarva satvānāṃ	tat kuSala  mUlam pariNAmayati | anena + aham kuSala mUlena sarva satvAnAm
   nayanaṃ bhaveyaṃ sarva duṣkha skandha vinivarttanāya | sarva satvānāṃ	nayanam Baveyam sarva  duzKa  skanDa  vinivarttanAya | sarva satvAnAm
   trāṇaṃ bhaveyaṃ sarva kleśa parimocanatayā | sarva satvānāṃ śaraṇaṃ	trANam Baveyam sarva  kleSa  parimocana tayA | sarva satvAnAm SaraNam
   bhaveyaṃ sarva bhaya ārakṣaṇatayā | sarva satvānāṃ gatir bhaveyaṃ	Baveyam sarva  Baya  A rakzaNa tayA | sarva satvAnAm gatiH Baveyam
   sarva bhūmy anugamanatayā | sarva satvānāṃ parāyaṇaṃ bhaveyam	sarva  BUmi  anugamana tayA | sarva satvAnAm parAyaNam Baveyam
   atyanta yoga kṣema pratilambhatayā | sarva satvānāṃ āloko bhaveyaṃ	atyanta yoga kzema  pratilamBa tayA | sarva satvAnAm AlokaH Baveyam
   vitimira jñāna saṃdarśanatayā | sarva satvānāṃ ulkā bhaveyam	vitimira  jQAna  saMdarSana tayA | sarva satvAnAm ulkA Baveyam
   a vidyā tamo andha kāra vinivarttanatayā | sarva satvānāṃ pradyoto	a vidyA tamaH  anDa kAra  vinivarttana tayA | sarva satvAnAm pradyotaH 
   bhaveyam atyanta viśuddhi pratiṣṭhāpanatayā | sarva satvānāṃ nāyako	Baveyam atyanta  viSudDi pratizWApana tayA | sarva satvAnAm nAyakaH 
   bhaveyam a cintya dharma naya avatāraṇatayā | sarva satvānāṃ pariṇāyako	Baveyam a cintya  Darma  naya  avatAraNa tayA | sarva satvAnAm pariNAyakaH 
   bhaveyam an āvaraṇa jñāna skandha upanayanatayā | peyālaṃ ||	Baveyam an A AvaraNa  jQAna  skanDa upanayana tayA | peyAlam ||
   tac ca + adhyāśayataḥ pariṇāmayati na vacana mātreṇa | tac ca +	tat ca + aDyASayataH pariNAmayati na vacana  mAtreNa | tat ca +
   udagra cittaḥ pariṇāmayati | hṛṣṭa cittaḥ pariṇāmayati | prasanna cittaḥ	udagra  cittaH pariNAmayati | hRzwa  cittaH pariNAmayati | prasanna cittaH
   pariṇāmayati | pramudita cittaḥ snigdha cittaḥ pariṇāmayati |	pariNAmayati | pramudita cittaH snigDa  cittaH pariNAmayati |
   maitra cittaḥ prema cittaḥ anugraha citto hita cittaḥ sukha cittaḥ	mEtra cittaH prema  cittaH anugraha  cittaH hita  cittaH suKa  cittaH
   pariṇāmayati | tac ca + evaṃ pariṇāmayati | idaṃ mama kuśala mūlaṃ	pariNAmayati | tat ca + evam pariNAmayati | idam mama kuSala  mUlam
   sarva satvānāṃ gati viśuddhaye saṃvarteta | upapatti viśuddhaye	sarva  satvAnAm gati viSudDaye saMvarteta | upapatti  viSudDaye
   saṃvartteta | puṇya māhātmya viśuddhaye saṃvartteta | an abhibhūtatāyāṃ	saMvartteta | puNya mAhAtmya  viSudDaye saMvartteta | an aBiBUta tAyAm
   saṃvartteta | a paryādānatāyāṃ saṃvartteta | dur āsada cittatāyāṃ	saMvartteta | a paryAda AnatAyAm saMvartteta | dur Asa da citta tAyAm
   saṃvartteta | smṛty a pramoṣatāyāṃ saṃvartteta | gati mati viniścayatāyāṃ	saMvartteta | smRti  a  pramoza tAyAm saMvartteta | gati mati  viniScaya tAyAm
   saṃvartteta | buddhy a pramāṇatāyāṃ saṃvartteta |	saMvartteta | budDi  a  pramANa tAyAm saMvartteta |
   kāya karma manas karma sarva guṇa alaṃ kāra paripūryāṃ saṃvartteta ||	kAya karma  manas karma  sarva  guNa  alaM kAra  paripUryAm saMvartteta ||
   anena me kuśala mūlena te sarva satvāḥ sarva buddhān ārāgayeyur ārāgayitvā	anena me kuSala mUlena te sarva satvAH sarva  budDAn ArAgayeyuH ArAgayitvA
   ca mā virāgayeyuḥ | teṣu ca buddheṣu bhagavatsu prasādam a bhedyaṃ	ca mA virAgayeyuH | tezu ca budDezu Bagavatsu prasAdam a Bedyam
   pratilabheran | teṣāṃ ca tathā gatānām arhatāṃ samyak saṃbuddhānām antike	pratilaBeran | tezAm ca taTA a  gatAnAm arhatAm samyak  saMbudDAnAm antike
   dharma deśanāṃ śṛṇuyuḥ | śrutvā ca sarvā vi matīr vinivarttayeyuḥ |	Darma deSanAm SRNuyuH | SrutvA ca sarvAH vi matIH vinivarttayeyuH |
   yathā śrutaṃ ca saṃdhārayeyuḥ | sandhārayantaś ca pratipattyā saṃpādayeyuḥ	yaTA Srutam ca saMDArayeyuH | sanDArayantaH ca pratipattyA saMpAdayeyuH
   | tāṃś ca tathāgatān ārādhayeyuḥ | citta karmaṇyatāṃ ca pratilabheran |	| tAn ca taTAgatAn ArADayeyuH | citta karmaNya tAm ca pratilaBeran |
   an avadyāni karmāṇi samudānayeyuḥ | mahatsu ca kuśala mūleṣv ātmānaṃ	an avadyAni karmANi samudAnayeyuH | mahatsu ca kuSala mUlezu AtmAnam
   pratiṣṭhāpayeyur atyantaṃ ca dāridryaṃ vinivarttayeyuḥ sapta	pratizWApayeyuH atyantam ca dAridryam vinivarttayeyuH sapta
   dhana pratilambhāṃś ca paripūrayeyuḥ sarva buddhānāṃ ca + anuśikṣayeyuḥ	Dana  pratilamBAn ca paripUrayeyuH sarva  budDAnAm ca + anuSikzayeyuH
   kalyāṇa indriya pratilambhaṃ ca + adhigaccheyuḥ | udāra adhimukti samatāṃ	kalyANa indriya  pratilamBam ca + aDigacCeyuH | udAra  aDi mukti  samatAm
   ca pariniṣpādayeyuḥ | sarva jña jñāne ca + avakāśaṃ pratilabheran |	ca parinizpAdayeyuH | sarva jQa  jQAne ca + avakASam pratilaBeran |
   a pratihata cakṣuṣmattāṃ ca sarva jagaty utpādayeyuḥ |	a pratihata  cakzuzmat tAm ca sarva jagati utpAdayeyuH |
   lakṣaṇa alaṃ kṛtatāṃ ca kāya pratipūriṃ pratilabheran |	lakzaNa  alaM kRta tAm ca kAya  pratipUrim pratilaBeran |
   sarva guṇa alaṅ kāraṃ ca vākya viśuddhiṃ parigṛhṇīyuḥ | saṃvṛta indriyatāṃ	sarva  guNa  alaF kAram ca vAkya  viSudDim parigRhNIyuH | saMvRta  indriya tAm
   daśa bala prayuktāṃ citta kalyatāṃ samudānayeyuḥ | a niścita vihāratāṃ ca	daSa  bala  prayuktAm citta kalya tAm samudAnayeyuH | a niScita vihAra tAm ca
   paripūrayeyuḥ | yena ca sukha upadhānena sarva buddhāḥ samanvāgatās	paripUrayeyuH | yena ca suKa upaDAnena sarva  budDAH samanvAgata as
   tat sukha upadhāna pratilabdhāḥ sarva satvā bhaveyur iti ||	tat  suKa upaDAna  pratilabDAH sarva satvAH BaveyuH iti ||
   yathā ṣaṣṭhī pariṇāmanā + uktena vidhinā pariṇāmayati | sarva satvā |	yaTA zazWI pariNAmanA + uktena viDinA pariNAmayati | sarva satvA |
   jñāna āhārād bhavantu a saṅga prayukta cetasaḥ | āhāra prajñā ātāpino *	jQAna  AhArAt Bavantu a saFga  prayukta  cetasaH | AhAra  prajQA  AtApinaH *
   an adhyavasita āhārāḥ prīti bhakṣā nir āmiṣa āhārā yāvat	an aDyavasita  AhArAH prIti BakzA  nir Amiza AhArAH yAvat 
   kāma tṛṣṇā vinivarttakāḥ | sarva satvāḥ dharma rasa megha pravarṣakā	kAma tRzNA  vinivarttakAH | sarva satvAH Darma  rasa  meGa  pravarzakA
   bhavantu | an uttara dharma rati prīṇita santānāḥ | sarva satvāḥ	Bavantu | an uttara  Darma  rati  prINita  santAnAH | sarva satvAH
   sarva rasa agra jihvā bhavantu rasa nimittā grahītāraḥ	sarva rasa  agra jihvAH Bavantu rasa  nimittAH grahItAraH
   sarva buddha dharma cittana prayuktāḥ a vipanna yānā agra yānā	sarva budDa  Darma  cittana  prayuktAH a vipad na yAnAH agra yAnA
   uttama yānāḥ śīghra yānā mahā yānāḥ | sarva satvā a tṛpta darśanā bhavantu	uttama yAnAH SIGra yAnAH mahA yAnAH | sarva satvAH a tRpta  darSanAH Bavantu
   buddha prīti pratilabdhāḥ | sarva satvāḥ	budDa  prIti pratilabDAH | sarva satvAH
   sarva kalyāṇa mitra darśana an upahata santānā bhavantu | sarva satvā	sarva  kalyANa  mitra  darSana an upahata  santAnAH Bavantu | sarva satvA
   agada bhaiṣajya rāja upadarśanā bhavantu | sarva satvāḥ	agada  BEzajya  rAja   upadarSanAH Bavantu | sarva satvAH
   kleśa viṣa vinivarttakāḥ | sarva satvā āditya maṇḍala udgata darśanā	kleSa  viza  vinivarttakAH | sarva satvAH Aditya  maNxala  udgata darSanA
   bhavantu sarva satva tamas timira paṭala vidhamanatvāt ||	Bavantu sarva  satva tamas  timira  pawala  viDa mana tvAt ||
   evam ātmānam upanidhāya sva bhāvana anukūlyena paṭhitavyaṃ |	evam AtmAnam upaniDAya sva BAva na anukUlyena paWitavyam |
   sarva satvānām abhirucira darśanatāyāṃ pariṇāmayāmi |	sarva  satvAnAm aBirucira darSana tAyAm pariNAmayAmi |
   saumanasya darśanatāyāṃ kalyāṇa darśanatāyāṃ pariṇāmayāmi |	sOmanasya darSana tAyAm kalyANa  darSana tAyAm pariNAmayAmi |
   abhilaṣita darśanatāyāṃ praharṣita darśanatāyāṃ daurmanasya a darśanatāyāṃ	aBilazita darSana tAyAm praharzita  darSana tAyAm dOrmanasya a darSana tAyAm
   buddha darśana upetāyāṃ pariṇāmayāmi ||	budDa  darSana  upetAyAm pariNAmayAmi ||
   sarva satvāḥ śīla gandha upetā bhavantv an ācchedya śīlā	sarva  satvAH SIla ganDa  upetA Bavantu an A AcCedya  SIlA
   bodhi satva pāramitā śīlāḥ ||	boDi  satva  pAramitA  SIlAH ||
   sarva satvā dāna vāsitā bhavantu sarva tyāga parityāginaḥ | sarva satvāḥ	sarva satvAH dAna  vAsitAH Bavantu sarva  tyAga  parityAginaH | sarva satvAH
   kśānti vāsitā bhavantu a kṣobhya cetanā pratilabdhāḥ | sarva satvā	kSAnti vAsitAH Bavantu a kzoBya cetanA  pratilabDAH | sarva satvA
   vīrya vāsitā bhavantu mahā vīrya yāna sannaddhāḥ | sarva satvā	vIrya  vAsitAH Bavantu mahA  vIrya yAna  sannadDAH | sarva satvA
   dhyāna vāsitā bhavantu pratyutpanna buddha saṃmukhī bhāva sthitāḥ	DyAna  vAsitAH Bavantu pratyutpanna  budDa  saMmuKI  BAva  sTitAH
   samādhi pratilabdhāḥ | sarva satvā bodhi satva pariṇāmanā vāsitā bhavantu	samADi pratilabDAH | sarva satvAH boDi  satva  pariNAmanA vAsitAH Bavantu
   sarva satvāḥ sarva śukla dharma vāsitā bhavantu	sarva  satvAH sarva Sukla  Darma  vAsitAH Bavantu
   sarva a kuśala dharma prahīṇāḥ | sarva satvā divya śayana pratilabdhā	sarva  a kuSala  Darma  prahINAH | sarva satvA divya Sayana  pratilabDA
   bhavantu mahā jñāna adhigamāya | sarva satvā ārya śayana pratilabdhā	Bavantu mahA  jQAna  aDigamAya | sarva satvA Arya  Sayana  pratilabDA
   bhavantu | niḥ pṛthag jana bodhi citta āvāsanatvāt sarva satvāḥ	Bavantu | niH pRTag jana  boDi  citta  A= Asana tvAt sarva satvAH
   sukha śayana pratilabdhā bhavantu |	suKa  Sayana  pratilabDAH Bavantu |
   sarva saṃsāra avacara duḥkha parivarjanatvāt sarva satvāḥ	sarva  saMsAra  ava cara  duHKa  parivarjana tvAt sarva satvAH
   kṣema śayana pratilabdhā bhavantu dharma kāma sparśa upetāḥ | sarva satvāḥ	kzema Sayana  pratilabDAH Bavantu Darma kAma  sparSa  upetAH | sarva satvAH
   pariśuddha buddha kṣetra avabhāsā bhavantu guṇa vāsa su prayuktā	pariSudDa   budDa kzetra  ava BAsAH Bavantu guNa vAsa  su  prayuktA
   ārya āvāsa niketa uccalitāḥ | an uttara sarva buddha āvāsa a virahitāḥ |	Arya  O= Asa niketa uccalitAH | an uttara  sarva budDa  AvAsa  a virahitAH |
   sarva satvā buddha upaniścaya vihāriṇo bhavantu | sarva satvā	sarva satvAH budDa  upaniScaya  vihAriNaH Bavantu | sarva satvA
   an anta ālokā bhavantu sarva buddha dharmeṣu sarva satvā	an anta AlokAH Bavantu sarva budDa  Darmezu sarva satvA
   a pratihata avabhāsā bhavantu sarva dharma dhātv eka spharaṇāḥ |	a pratihata  avaBAsAH Bavantu sarva  Darma  DAtu  eka  sParaNAH |
   sarva satvā ārogya śarīrā bhavantu tathā gata kāya pratilabdhāḥ |	sarva  satvAH Arogya  SarIrAH Bavantu taTA a  gata kAya  pratilabDAH |
   sarva satvā bhaiṣajya rāja upamā bhavantu atyanta ākalpana dharmāṇaḥ |	sarva satvAH BEzajya  rAja upamAH Bavantu atyanta  Akalpana  DarmANaH |
   sarva satvā a pratihata bhaiṣajya stambha upamā bhavantu	sarva  satvAH a pratihata  BEzajya  stamBa upamAH Bavantu
   jagac cikitsā pratipannāḥ | sarva satvā roga śalya niruddhā bhavantu	jagac cikitsA  pratipannAH | sarva satvAH roga  Salya  nirudDAH Bavantu
   sarva jña ārogya pratilabdhāḥ | sarva satvāḥ sarav jagad bhaiṣajya kuśalā	sarva jQa a Arogya  pratilabDAH | sarva satvAH sarav jagat  BEzajya  kuSalA
   bhavantu yathā āśaya bhaiṣajya prayoga saṃprayoktāraḥ ||	Bavantu yaTA ASaya  BEzajya  prayoga  saMprayoktAraH ||
   sarva sattveṣu sarva roga vinivarttanāya pariṇāmayāmi | sarva sattveṣv	sarva  sattvezu sarva  roga  vinivarttanAya pariNAmayAmi | sarva  sattvezu 
   a paryanta sthāma bala śarīratāyāṃ pariṇāmayāmi | sarva satvānāṃ	a paryanta  sTAma bala  SarIra tAyAm pariNAmayAmi | sarva satvAnAm
   cakra vāḍa parvata an avamardya kāya bala upapattaye pariṇāmayāmi |	cakra  vAxa parvata  an avamardya kAya  bala  upapattaye pariNAmayAmi |
   sarva satvānāṃ sarva bala upastambhana a tṛptāyāṃ pariṇāmayāmi ||	sarva  satvAnAm sarva  bala  upastamBa na a  tRptAyAm pariNAmayAmi ||
