   śivopaniṣad	Siva-upanizad-
   dadyād yaḥ śiva-yogibhyaḥ $ sukṛtāṃ patra-vedhanīm &	dadyAt yaH Siva-yogiByaH $ sukRtAm patra--veDanIm &
   varṣa-lakṣaṃ mahā-bhogaiḥ % śiva-loke mahīyate // 6.238 //	varza-lakzam mahA-BogEH % Siva-loke mahIyate // 6.238 //
   dadyād yaḥ pustakā3dīnāṃ $ sarva-kāryā1rtha-kartṛkām &	dadyAt yaH pustakA3-dInAm $ sarva-kArya-a1rTa-kartRkAm &
   pañca-lakṣaṃ mahā-bhogair % modate sa śive pure // 6.239 //	paQca-lakzam mahA-BogEH % modate sa Sive pure // 6.239 //
   śamī2ndhana-tṛṇā3dīnāṃ $ dadyāt tac-chedanaṃ ca yaḥ &	SamI2n-Dana-tRNA3dInAm $ dadyAt tac-Cedanam ca yaH &
   krīḍate sa śive loke % varṣa-lakṣa-catuṣṭayam // 6.240 //	krIxate sa Sive loke % varza-lakza--catuzwayam // 6.240 //
   śivā3śramo1pabhogāya $ loho1pakaraṇaṃ mahat &	SivA3Srama-u1paBogAya $ loha-u1pakaraNam mahat &
   yaḥ pradadyāg kuṭhārā3dyaṃ % tasya puṇya-phalaṃ śṛṇu // 6.241 //	yaH pradadyAk kuWArA3dyam % tasya puNya-Palam SRNu // 6.241 //
   yāvat tat-phala-saṃkhyānaṃ $ loho1pakaraṇe bhavet &	yAvat tat-Pala--saMKyAnam $ loha-u1pakaraNe Bavet &
   tāvanti varṣa-lakṣāṇi % śiva-loke mahīyate // 6.242 //	tAvanti varza-lakzANi % Siva-loke mahIyate // 6.242 //
   śivā3yatana-vittānāṃ $ rakṣā2rthaṃ yaḥ prayacchati &	SivA3yatana--vittAnAm $ rakzA-2rTam yaH prayacCati &
   dhanuḥ-khaḍgā3yudhā3dīni % tasya puṇya-phalaṃ śṛṇu // 6.243 //	DanuH---KaxgA3-yuDA3dIni % tasya puNya-Palam SRNu // 6.243 //
   ekai1kasmin parijñeyam $ āyudhe cā7pi vai phalam &	ekE1kasmin parijQeyam $ AyuDe ca-a7pi vE Palam &
   varṣa-koṭy-aṣṭakaṃ bhogaiḥ % śiva-loke mahīyate // 6.244 //	varza--kowI--azwakam BogEH % Siva-loke mahIyate // 6.244 //
   yaḥ svātma-bhoga-bhṛty-arthaṃ $ kusumāni nivedayet &	yaH sva-Atma--Boga--BRti--arTam $ kusumAni nivedayet &
   śivāya gurave vā9pi % tasya puṇya-phalaṃ śṛṇu // 6.245 //	SivAya gurave vA9pi % tasya puNya-Palam SRNu // 6.245 //
   yāvad anyo-'nya-saṃbandhās $ tasyā7ṃśāḥ parikīrtitāḥ &	yAvat anyo--anya--saMbanDAH $ tasya-a7MSAH parikIrtitAH &
   varṣa-lakṣaṃ sa tāvac ca % śiva-loke pramodate // 6.246 //	varza-lakzam sa tAvat ca % Siva-loke pramodate // 6.246 //
   naṣṭā1pahṛtam anviṣya $ punar vittaṃ nivedayet &	nazwa-a1pahRtam anvizya $ punar vittam nivedayet &
   śivā3tmakaṃ śivāyai7va % tasya puṇya-phalaṃ śṛṇu // 6.247 //	SivA3tmakam SivAya-e7va % tasya puNya-Palam SRNu // 6.247 //
   yāvac chivāya tad-vittaṃ $ prāṅ nivedya phalaṃ smṛtam &	yAvat SivAya tat--vittam $ prAk nivedya Palam smRtam &
   naṣṭam ānīya tad bhūyaḥ % puṇyaṃ śata-guṇaṃ labhet // 6.248 //	nazwam AnIya tat BUyas % puNyam Sata-guNam laBet // 6.248 //
   deva-dravyaṃ hṛtaṃ naṣṭam $ anveṣyam api yatnataḥ &	deva-dravyam hRtam nazwam $ anvezyam api yatnatas &
   na prāpnoti tadā tasya % prāpnuyād dviguṇaṃ phalam // 6.249 //	na prApnoti tadA tasya % prApnuyAt dviguNam Palam // 6.249 //
   tāmra-kumbha-kaṭāhā3dyaṃ $ yaḥ śivāya nivedayet &	tAmra-kumBa--kawAhA3dyam $ yaH SivAya nivedayet &
   śivā3tmakaṃ śivāyai7va % tasya puṇya-phalaṃ śṛṇu // 6.250 //	SivA3tmakam SivAya-e7va % tasya puNya-Palam SRNu // 6.250 //
   yāvac chivāya tad vittaṃ $ prāṅ nivedya phalaṃ smṛtam &	yAvat SivAya tat vittam $ prAk nivedya Palam smRtam &
   naṣṭam ānīya tad bhūyaḥ % puṇyaṃ śata-guṇaṃ labhet // 6.251 //	nazwam AnIya tat BUyas % puNyam Sata-guNam laBet // 6.251 //
   snāna-sattro1pabhogāya $ tasya puṇya-phalaṃ śṛṇu &	snAna---sattra-u1paBogAya $ tasya puNya-Palam SRNu &
   yāvat tat-phala-saṃkhyānaṃ % tāmro1pakaraṇe sthitam // 6.252 //	yAvat tat-Pala--saMKyAnam % tAmra-u1pakaraNe sTitam // 6.252 //
   pale pale varṣa-koṭiṃ $ modate sa śive pure &	pale pale varza--kowim $ modate sa Sive pure &
   yaḥ pattra-puṣpa-vastūnāṃ % dadyād ādhāra-bhājanam // 6.253 //	yaH pattra--puzpa--vastUnAm % dadyAt ADAra--BAjanam // 6.253 //
   tad-vastu-dātur yat puṇyaṃ $ tat puṇyaṃ sakalaṃ bhavet &	tat--vastu-dAtuH yat puNyam $ tat puNyam sakalam Bavet &
   dattvo7pakaraṇaṃ kiṃcid % api yo vittam arthinām // 6.254 //	dattvA-u7pakaraNam kiMcid % api yaH vittam arTinAm // 6.254 //
   yad vastu kurute tena $ tat-pradāna-phalaṃ labhet &	yat vastu kurute tena $ tat--pradAna--Palam laBet &
   yaḥ śauca-pīta-vastrāṇi % kṣārā3dyaiḥ śiva-yoginām // 6.255 //	yaH SOca--pIta-vastrANi % kzAra-A3dyEH Siva-yoginAm // 6.255 //
   sa pāpa-mala-nirmuktaḥ $ śiva-lokam avāpnuyāt &	sa pApa-mala--nirmuktaH $ Siva-lokam avApnuyAt &
   yaḥ puṣpa-paṭṭa-saṃyuktaṃ % paṭa-garbhaṃ ca kambalam // 6.256 //	yaH puzpa--pawwa--saMyuktam % pawa-garBam ca kambalam // 6.256 //
   pradadyāc chiva-yogibhyas $ tasya puṇya-phalaṃ śṛṇu &	pradadyAt Siva-yogiByaH $ tasya puNya-Palam SRNu &
   teṣāṃ ca vastra-tantūnāṃ % yāvat-saṃkhyā vidhīyate // 6.257 //	tezAm ca vastra-tantUnAm % yAvat--saMKyA viDIyate // 6.257 //
   tāvad-varṣa-sahasrāṇi $ bhogān bhuṅkte śive pure &	tAvat--varza--sahasrANi $ BogAn BuFkte Sive pure &
   ślakṣṇa-vastrāṇi śuklāni % dadyād yaḥ śiva-yogine // 6.258 //	SlakzNa--vastrANi SuklAni % dadyAt yaH Siva-yogine // 6.258 //
   citra-vastrāṇi tad-bhaktyā $ tasya puṇya-phalaṃ śṛṇu &	citra-vastrANi tad--BaktyA $ tasya puNya-Palam SRNu &
   yāvat tat-sūkṣma-vastrāṇāṃ % tantu-saṃkhyā vidhīyate // 6.259 //	yAvat tat--sUkzma--vastrANAm % tantu--saMKyA viDIyate // 6.259 //
   tāvad-yugāni saṃbhogaiḥ $ śiva-loke mahīyate &	tAvat--yugAni saMBogEH $ Siva-loke mahIyate &
   śaṅkha-pātraṃ tu vistīrṇaṃ % bhāṇḍaṃ vā9pi suśobhanam // 6.260 //	SaFKa--pAtram tu vistIrNam % BANxam vA-a9pi su-SoBanam // 6.260 //
   pradadyāc chiva-yogibhyas $ tasya puṇya-phalaṃ śṛṇu &	pradadyAt Siva-yogiByaH $ tasya puNya-Palam SRNu &
   divyaṃ vimānam ārūḍhaḥ % sarva-kāma-samanvitam // 6.261 //	divyam vimAnam ArUXaH % sarva-kAma--samanvitam // 6.261 //
   kalpa-koṭy-ayutaṃ sā1graṃ $ śiva-loke mahīyate &	kalpa--kowI--ayutam sa-a1gram $ Siva-loke mahIyate &
   śukty-ādīni ca pātrāṇi % śobhanāny amalāni ca // 6.262 //	Sukti--AdIni ca pAtrANi % SoBanAni amalAni ca // 6.262 //
   nivedya śiva-yogibhyaḥ $ śaṅkhā1rdhena phalaṃ labhet &	nivedya Siva-yogiByaH $ SaFKa-a1rDena Palam laBet &
   sphāṭikānāṃ ca pātrāṇāṃ % śaṅkha-tulya-phalaṃ smṛtam // 6.263 //	sPAwikAnAm ca pAtrANAm % SaFKa--tulya--Palam smRtam // 6.263 //
   śailajānāṃ tad-ardhena $ pātrāṇāṃ ca tad-ardhakam &	SElajAnAm tad--arDena $ pAtrANAm ca tad--arDakam &
   tāla-kharjūra-pātrāṇāṃ % vaṃśa-jānāṃ nivedane // 6.264 //	tAla--KarjUra--pAtrANAm % vaMSa-jAnAm nivedane // 6.264 //
   anyeṣām evam ādīnāṃ $ puṇyaṃ vārkṣyā1rdha-saṃmitam &	anyezAm evam AdInAm $ puNyam vArkzyA1rDa--saMmitam &
   vaṃśa-jā1rdha-samaṃ puṇyaṃ % phala-pātra-nivedane // 6.265 //	vaMSa-jA1rDa--samam puNyam % Pala--pAtra--nivedane // 6.265 //
   nānā-parṇa-puṭāṇāṃ ca $ sārāṇāṃ vā phalā1rdhakam &	nAnA--parNa--puwANAm ca $ sArANAm vA Pala-a1rDakam &
   yas tāmra-kāṃsya-pātrāṇi % śovhanāny amalāni ca // 6.266 //	yaH tAmra-kAMsya--pAtrANi % SovhanAni amalAni ca // 6.266 //
   snāna-bhojana-pānā1rthaṃ $ dadyād yaḥ śiva-yogine &	snAna--Bojana--pAna-A1rTam $ dadyAt yaH Siva-yogine &
   tāmrāṃ kāṃsīṃ tri-lohīṃ vā % yaḥ pradadyāt tri-pādikām // 6.267 //	tAmrAm kAMsIm tri-lohIm vA % yaH pradadyAt tri-pAdikAm // 6.267 //
   bhojane bhojanā3dhāraṃ $ gurave tat-phalaṃ śṛṇu &	Bojane BojanA3-DAram $ gurave tat-Palam SRNu &
   yāvat tat-pala-saṃkhyānaṃ % tri-pādyā bhojaneṣu ca // 6.268 //	yAvat tat--pala--saMKyAnam % tri-pAdyAH Bojanezu ca // 6.268 //
   tāvad-yuga-sahasrāṇi $ bhogān bhuṅkte śive pure &	tAvat--yuga--sahasrANi $ BogAn BuFkte Sive pure &
   lohaṃ tri-pādikaṃ dattvā % sat-kṛtvā śiva-yogine // 6.269 //	loham tri-pAdikam dattvA % sat-kRtvA Siva-yogine // 6.269 //
   daśa-kalpān mahā-bhogair $ naraḥ śiva-pure vaset &	daSa--kalpAn mahA--BogEH $ naraH Siva-pure vaset &
   yaḥ pradadyāt tri-viṣṭambhaṃ % bhikṣā-pātra-samāśrayam // 6.270 //	yaH pradadyAt tri-vizwamBam % BikzA--pAtra--samASrayam // 6.270 //
   vaṃśa-jaṃ dāru-jaṃ vā9pi $ tasya puṇya-phalaṃ śṛṇu &	vaMSa-jam dAru-jam vA9pi $ tasya puNya-Palam SRNu &
   divya-strī-bhoga-saṃpanno % vimāne mahati sthitaḥ // 6.271 //	divya--strI--Boga--saMpannaH % vimAne mahati sTitaH // 6.271 //
   catur-yuga-sahasraṃ tu $ bhogān bhuṅkte śive pure &	catur-yuga--sahasram tu $ BogAn BuFkte Sive pure &
   bhikṣā-pātra-mukhā3cchādam % vastra-parṇā3di-kalpitam // 6.272 //	BikzA--pAtra--muKA3=-CAdam % vastra-parNA3di-kalpitam // 6.272 //
   dattvā śiva-pure bhogān $ kalpam ekaṃ vasen naraḥ &	dattvA Siva-pure BogAn $ kalpam ekam vaset naraH &
   saṃśrayaṃ yaḥ pradadyāc ca % bhikṣā-pātre kamaṇḍalau // 6.273 //	saMSrayam yaH pradadyAt ca % BikzA--pAtre kamaNxalO // 6.273 //
   kalpitaṃ vastra-sūtrā3dyais $ tasya puṇya-phalaṃ śṛṇu &	kalpitam vastra-sUtra-A3dyEH $ tasya puNya-Palam SRNu &
   tad-vastra-pūta-tantūnāṃ % saṃkhyā yāvad vidhīyate // 6.274 //	tad--vastra-pUta--tantUnAm % saMKyA yAvat viDIyate // 6.274 //
   tāvad-varṣa-sahasrāṇi $ rudra-loke mahīyate &	tAvat--varza--sahasrANi $ rudra--loke mahIyate &
   sūtra-valkala-vālair vā % śikya-bhāṇḍa-samāśrayam // 6.275 //	sUtra-valkala-vAlEH vA % Sikya--BANxa--samASrayam // 6.275 //
   yaḥ kṛtvā dāmanī-yoktraṃ $ pragrahaṃ rajjum eva vā &	yaH kRtvA dAmanI--yoktram $ pragraham rajjum eva vA &
   evam ādīni cā7nyāni % vastūni vinivedayet // 6.276 //	evam AdIni ca-a7nyAni % vastUni vinivedayet // 6.276 //
   śiva-goṣṭho1payogā1rthaṃ $ tasya puṇya-phalaṃ śṛṇu &	Siva-gozWa-u1payoga-A1rTam $ tasya puNya-Palam SRNu &
   yāvat tad-rajju-saṃkhyānaṃ % pradadyāc chiva-gokule // 6.277 //	yAvat tad--rajju--saMKyAnam % pradadyAt Siva-gokule // 6.277 //
   tāvac catur-yugaṃ dehī $ śiva-loke mahīyate &	tAvat catur-yugam dehI $ Siva-loke mahIyate &
   yathā yathā priyaṃ vastraṃ % śobhanaṃ ca yathā yathā // 6.278 //	yaTA yaTA priyam vastram % SoBanam ca yaTA yaTA // 6.278 //
   tathā tathā mahā-puṇyaṃ $ tad-dānād uttaro1ttaram &	taTA taTA mahA--puNyam $ tad--dAnAt uttaro1ttaram &
   yaḥ panthānaṃ diśet pṛṣṭaṃ % praṇaṣṭaṃ ca gavā3dikaṃ // 6.279 //	yaH panTAnam diSet pRzwam % praNazwam ca gavA3dikam // 6.279 //
   sa go-dāna-samaṃ puṇyaṃ $ prajñā-saukhyaṃ ca vindati &	sa go-dAna--samam puNyam $ prajQA--sOKyam ca vindati &
   kṛtvo7pakāram ārtānāṃ % svargaṃ yāti na saṃśayaḥ // 6.280 //	kRtvA-u7pakAram ArtAnAm % svargam yAti na saMSayaH // 6.280 //
   api kaṇṭakam uddhṛtya $ kim-utā1nyaṃ mahā-guṇam(?) &	api kaNwakam udDRtya $ kim--uta-a1nyam mahA--guNam(?) &
   anna-pānau3ṣadhīnāṃ ca % yaḥ pradātāram uddiśet // 6.281 //	anna--pAna-o3zaDInAm ca % yaH pradAtAram uddiSet // 6.281 //
   ārtānāṃ tasya vijñeyaṃ $ dātus tat-sadṛśaṃ phalam &	ArtAnAm tasya vijQeyam $ dAtuH tat--sadRSam Palam &
   śivāya tasya saṃruddhaṃ % karma tiṣṭhati yad vinā // 6.282 //	SivAya tasya saMrudDam % karma tizWati yat vinA // 6.282 //
   tad alpam api yajñā1ṅgaṃ $ dattvā yajña-phalaṃ labhet &	tat alpam api yajQA1Fgam $ dattvA yajQa--Palam laBet &
   api kāśa-kuśaṃ sūtraṃ % go-mayaṃ samid-indhanam // 6.283 //	api kASa-kuSam sUtram % go-mayam samiD--inDanam // 6.283 //
   śiva-yajño1payogā1rthaṃ $ pravakṣyāmi samāsataḥ &	Siva-yajQa-u1payoga-A1rTam $ pravakzyAmi samAsatas &
   sarveṣāṃ śiva-bhaktānāṃ % dadyād yat kiṃcid ādarāt \	sarvezAm Siva--BaktAnAm % dadyAt yat kiMcid AdarAt \
   dattvā yajña-phalaṃ vidyāt # kimu tad-vastu-dānataḥ // 6.284 //	dattvA yajQa--Palam vidyAt # kimu tad--vastu--dAnataH // 6.284 //
   // iti śivopaniṣadi phalopakaraṇapradānādhyāyaḥ ṣaṣṭhaḥ //	// iti Siva-upanizadi Pala-upakaraNa-pradAna-aDyAyaH zazWaH //
   atha svargā1pavargā1rthe $ pravakṣyāmi samāsataḥ &	aTa svarga-a1pavarga-A1rTe $ pravakzyAmi samAsatas &
   sarveṣāṃ śiva-bhaktānāṃ % śivā3cāram anuttamam // 7.1 //	sarvezAm Siva--BaktAnAm % SivA3cAram anuttamam // 7.1 //
   śivaḥ śivāya bhūtānāṃ $ yasmād dānaṃ prayacchati &	SivaH SivAya BUtAnAm $ yasmAt dAnam prayacCati &
   guru-mūrtiḥ sthitas tasmāt % pūjayet satataṃ gurum // 7.2 //	guru-mUrtiH sTitaH tasmAt % pUjayet satatam gurum // 7.2 //
   nā7lakṣaṇe yathā liṅge $ sāṃnidhyaṃ kalpayec chivaḥ &	na-a7lakzaNe yaTA liFge $ sAMniDyam kalpayet SivaH &
   alpā3game gurau tadvat % sāṃnidhyaṃ na prakalpayet // 7.3 //	alpA3-game gurO tadvat % sAMniDyam na prakalpayet // 7.3 //
   śiva-jñānā1rtha-tattvajñaḥ $ prasanna-manasaṃ gurum &	Siva--jQAna-a1rTa--tattva-jQaH $ prasanna--manasam gurum &
   śivaḥ śivaṃ samāsthāya % jñānaṃ vakti na hī7taraḥ // 7.4 //	SivaH Sivam samAsTAya % jQAnam vakti na hI7taraH // 7.4 //
   guruṃ ca śivavad bhaktyā $ namas-kāreṇa pūjayet &	gurum ca Siva-vat BaktyA $ namas-kAreNa pUjayet &
   kṛtā1ñjalis trisaṃdhyaṃ ca % bhūmi-vinyasta-mastakaḥ // 7.5 //	kRtA-a1QjaliH trisaMDyam ca % BUmi--vinyasta--mastakaH // 7.5 //
   na viviktam anācāntam(?) $ caṅkramantaṃ tathā0kulam &	na viviktam anAcAntam(?) $ caFkramantam taTA0kulam &
   samādhi-sthaṃ vrajantaṃ ca % namas-kuryād guruṃ budhaḥ // 7.6 //	samADi--sTam vrajantam ca % namas-kuryAt gurum buDaH // 7.6 //
   vyākhyāne tat-samāptau ca $ saṃpraśne snāna-bhojane &	vyAKyAne tat-samAptO ca $ saMpraSne snAna--Bojane &
   bhuktvā ca śayane svapne % namas-kuryāt sadā gurum // 7.7 //	BuktvA ca Sayane svapne % namas-kuryAt sadA gurum // 7.7 //
   grāmā1ntaram abhiprepsur $ guroḥ kuryāt pradakṣiṇam &	grAma-a1ntaram aBiprepsuH $ guroH kuryAt pradakziNam &
   sārvā3ṅgika-praṇāmaṃ ca % punaḥ kuryāt tad-āgataḥ // 7.8 //	sArvA3Fgika--praNAmam ca % punar kuryAt tat--AgataH // 7.8 //
   parvo1tsaveṣu sarveṣu $ dadyād gandha-pavitrakam &	parva-u1tsavezu sarvezu $ dadyAt ganDa--pavitrakam &
   śiva-jñānasya cā8rambhe % pravāsa-gamanā3gatau // 7.9 //	Siva-jQAnasya ca-A8ramBe % pravAsa--gamanA3-gatO // 7.9 //
   śiva-dharma-vratā3rambhe $ tat-samāptau ca kalpayet &	Siva--Darma-vrata-A3ramBe $ tat-samAptO ca kalpayet &
   prasādanāya kupito % vijitya ca ripuṃ tathā // 7.10 //	prasAdanAya kupitaH % vijitya ca ripum taTA // 7.10 //
   puṇyā1he graha-śāntau ca $ dīkṣāyāṃ ca sa-dakṣiṇam &	puNya-a1he graha--SAntO ca $ dIkzAyAm ca sa-dakziNam &
   āvārya pada-saṃprāptau % pavitre co7pavigrahe // 7.11 //	AvArya pada--saMprAptO % pavitre ca-u7pa-vigrahe // 7.11 //
   upānac-chattra-śayanaṃ $ vastram āsana-bhūṣaṇam &	upAnac-Cattra--Sayanam $ vastram Asana--BUzaNam &
   pātra-daṇḍā1kṣa-sūtraṃ vā % guru-saktaṃ na dhārayet // 7.12 //	pAtra--daNxa-a1kza--sUtram vA % guru-saktam na DArayet // 7.12 //
   hāsya-niṣṭhīvanā3sphoṭam $ ucca-bhāṣya-vijṛmbhaṇam &	hAsya--nizWIvanA3-sPowam $ ucca-BAzya--vijRmBaNam &
   pāda-prasāraṇaṃ gatiṃ % na kuryād guru-saṃnidhau // 7.13 //	pAda--prasAraNam gatim % na kuryAt guru--saMniDO // 7.13 //
   hīnā1nna-pāna-vastraḥ syān $ nīca-śayyā4sano guroḥ &	hInA1nna-pAna-vastraH syAt $ nIca-SayyA4sanaH guroH &
   na yathe2ṣṭaś ca saṃtiṣṭhet % kalahaṃ ca vivarjayet // 7.14 //	na yaTA-i2zwaH ca saMtizWet % kalaham ca vivarjayet // 7.14 //
   prativāte 'nuvāte vā $ na tiṣṭhed guruṇā saha &	prativAte anuvAte vA $ na tizWet guruNA saha &
   asaṃśraye ca satataṃ % na kiṃcit kīrtayed guroḥ // 7.15 //	asaMSraye ca satatam % na kiMcid kIrtayet guroH // 7.15 //
   anyā3sakto na bhuñjāno $ na tiṣṭhann aparāṅ-mukhaḥ &	anyA3saktaH na BuQjAnaH $ na tizWan aparAF-muKaH &
   na śayano na cā8sīnaḥ % saṃbhāsyed guruṇā saha // 7.16 //	na SayanaH na ca-a8sInaH % saMBAsyet guruNA saha // 7.16 //
   dṛṣṭvai9va gurum āyāntam $ uttiṣṭhed dūratas tvaram &	dRzwvA-e9va gurum AyAntam $ uttizWet dUratas tvaram &
   anujñātaś ca guruṇā % saṃviśec cā7nupṛṣṭhataḥ // 7.17 //	anujQAtaH ca guruNA % saMviSet ca-a7nu-pRzWataH // 7.17 //
   na kaṇṭhaṃ prāvṛtaṃ kuryān $ na ca tatrā7vasaktikām &	na kaNWam prAvRtam kuryAt $ na ca tatra-a7vasaktikAm &
   na pāda-dhāvana-snānaṃ % yatra paśyed guruḥ sthitaḥ // 7.18 //	na pAda-DAvana--snAnam % yatra paSyet guruH sTitaH // 7.18 //
   na danta-dhāvanā1bhyaṅgam $ āyāmo1dvartana-kriyāḥ &	na danta--DAvana-a1ByaFgam $ AyAma-u1dvartana--kriyAH &
   utsarga-paridhānaṃ ca % guroḥ kurvīta paśyataḥ // 7.19 //	utsarga--pariDAnam ca % guroH kurvIta paSyataH // 7.19 //
   gurur yad arpayet kiṃcid $ gṛhā3sannaṃ tad-añjalau &	guruH yat arpayet kiMcid $ gRhA3-sannam tat--aQjalO &
   pātre vā purataḥ śiṣyas % tad vaktram abhivīkṣayan // 7.20 //	pAtre vA puratas SizyaH % tat vaktram aBivIkzayan // 7.20 //
   yad arpayed guruḥ kiṃci $ tan namraḥ purataḥ sthitaḥ &	yat arpayet guruH kiMci $ tat namraH puratas sTitaH &
   pāṇi-dvayena gṛhṇīyat % sthāpayet tac ca susthitam // 7.21 //	pANi--dvayena gRhNIyat % sTApayet tat ca susTitam // 7.21 //
   na guroḥ kīrtayen nāma $ paro'kṣam api kevalam &	na guroH kIrtayet nAma $ paraH-akzam api kevalam &
   samāna-saṃjñam anyaṃ vā % nā8hvayīta tad-ākhyayā // 7.22 //	samAna--saMjQam anyam vA % na-a8hvayIta tat--AKyayA // 7.22 //
   sva-gurus tad-guruś cai7va $ yadi syātāṃ samaṃ kvacit &	sva--guruH tad--guruH ca-e7va $ yadi syAtAm samam kvacid &
   guror gurus tayoḥ pūjyaḥ % sva-guruś ca tad-ājñayā // 7.23 //	guroH guruH tayoH pUjyaH % sva-guruH ca tad--AjQayA // 7.23 //
   anivedya na bhuñjīta $ bhuktvā cā7sya nivedayet &	anivedya na BuQjIta $ BuktvA ca-a7sya nivedayet &
   nā7vijñāpya guruṃ gacched % bahiḥ kāryeṇa kenacit // 7.24 //	na-a7vijQApya gurum gacCet % bahis kAryeNa kenacid // 7.24 //
   gurv-ājñayā karma kṛtvā $ tat-samāptau nivedayet &	guru--AjQayA karma kRtvA $ tat-samAptO nivedayet &
   kṛtvā ca naityakaṃ sarvam % adhīyītā8jñayā guroḥ // 7.25 //	kRtvA ca nEtyakam sarvam % aDIyIta-a8jQayA guroH // 7.25 //
   mṛd-bhasma-go-maya-jalaṃ $ pattra-puṣpe1ndhanaṃ samit &	mRd-Basma-go-maya--jalam $ pattra-puzpe1nDanam samiD &
   paryāptam aṣṭakaṃ hy etad % gurv-arthaṃ tu samāharet // 7.26 //	paryAptam azwakam hi etat % guru--arTam tu samAharet // 7.26 //
   bhaiṣajyā3hāra-pātrāṇi $ vastra-śayyā3sanaṃ guroḥ &	BEzajyA3hAra--pAtrANi $ vastra-SayyA-a3sanam guroH &
   ānayet sarva-yatnena % prārthayitvā dhane3śvarān // 7.27 //	Anayet sarva-yatnena % prArTayitvA Dane3SvarAn // 7.27 //
   guror na khaṇḍayed ājñām $ api prāṇān parityajet &	guroH na KaNxayet AjQAm $ api prANAn parityajet &
   kṛtvā0jñāṃ prāpnuyān muktiṃ % laṅghayan narakaṃ vrajet // 7.28 //	kRtvA-a0jQAm prApnuyAt muktim % laFGayan narakam vrajet // 7.28 //
   paryaṭet pṛthivīṃ kṛtsnāṃ $ sa-śaila-vana-kānanām &	paryawet pRTivIm kRtsnAm $ sa-SEla-vana--kAnanAm &
   guru-bhaiṣajya-siddhy-artham % api gacched rasātalam // 7.29 //	guru-BEzajya--sidDi--arTam % api gacCet rasAtalam // 7.29 //
   yad ādiśed guruḥ kiṃcit $ tat kuryād avicārataḥ &	yat AdiSet guruH kiMcid $ tat kuryAt avicArataH &
   a-mīmāṃsyā hi guravaḥ % sarva-kāryeṣu sarvathā // 7.30 //	a-mImAMsyAH hi guravaH % sarva-kAryezu sarvaTA // 7.30 //
   no7tthāpayet sukhā3sīnaṃ $ śayānaṃ na prabodhayet &	na-u7tTApayet suKA3-sInam $ SayAnam na praboDayet &
   āsīno gurum āsīnam % abhigacchet pratiṣṭhitam // 7.31 //	AsInaH gurum AsInam % aBigacCet pratizWitam // 7.31 //
   pathi prayāntaṃ yāntaṃ ca $ yatnād viśramayed gurum &	paTi prayAntam yAntam ca $ yatnAt viSramayet gurum &
   kṣit-pipāsā3turaṃ snātaṃ % jñātvā śaktaṃ ca bhojayet // 7.32 //	kzit-pipAsA-3turam snAtam % jQAtvA Saktam ca Bojayet // 7.32 //
   abhyaṅgo1dvartanaṃ snānaṃ $ bhojana-ṣṭhīva-mārjanam &	aByaFgaH-1dvartanam snAnam $ Bojana--zWIva--mArjanam &
   gātra-saṃvāhanaṃ rātrau % pādā1bhyaṅgaṃ ca yatnataḥ // 7.33 //	gAtra--saMvAhanam rAtrO % pAda-a1ByaFgam ca yatnatas // 7.33 //
   prātaḥ prasādhanaṃ dattvā $ kāryaṃ saṃmārjanā1ñjanam &	prAtar prasADanam dattvA $ kAryam saMmArjana-a1Qjanam &
   nānā-puṣpa-prakaraṇaṃ % śrīmad-vyākhyāna-maṇḍape // 7.34 //	nAnA-puzpa--prakaraNam % SrImat--vyAKyAna--maNxape // 7.34 //
   sthāpyā8sanaṃ guroḥ pūjyaṃ $ śiva-jñānasya pustakam &	sTApya-a8sanam guroH pUjyam $ Siva-jQAnasya pustakam &
   tatra tiṣṭhet pratīkṣaṃs tad % guror āgamanaṃ kramāt // 7.35 //	tatra tizWet pratIkzan tat % guroH Agamanam kramAt // 7.35 //
   guror nindā2pavādaṃ ca $ śrutvā karṇau pidhāpayet &	guroH nindA2-pavAdam ca $ SrutvA karNO piDApayet &
   anyatra cai7va sarpet tu % nigṛhṇīyād upāyataḥ // 7.36 //	anyatra ca-e7va sarpet tu % nigRhNIyAt upAyataH // 7.36 //
   na guror apriyaṃ kuryāt $ pīḍitas tārito 'pi vā &	na guroH apriyam kuryAt $ pIxitaH tAritaH api vA &
   no7ccārayec ca tad-vākyam % uccārya narakaṃ vrajet // 7.37 //	na-u7t-cArayet ca tat--vAkyam % uccArya narakam vrajet // 7.37 //
   gurur eva pitā mātā $ gurur eva paraḥ śivaḥ &	guruH eva pitA mAtA $ guruH eva paraH SivaH &
   yasyai7va niścito bhāvas % tasya muktir na dūrataḥ // 7.38 //	yasya-e7va niScitaH BAvaH % tasya muktiH na dUratas // 7.38 //
   āhārā3cāra-dharmāṇāṃ $ yat kuryād gurur īśvaraḥ &	AhArA3-cAra--DarmANAm $ yat kuryAt guruH ISvaraH &
   tathai9va cā7nukurvīta % nā7nuyuñjīta kāraṇam // 7.39 //	taTA-e9va ca-a7nukurvIta % na-a7nuyuQjIta kAraNam // 7.39 //
   yajñas tapāṃsi niyamāt $ tāni vai vividhāni ca &	yajQaH tapAMsi niyamAt $ tAni vE viviDAni ca &
   guru-vākye tu sarvāṇi % saṃpadyante na saṃśayaḥ // 7.40 //	guru-vAkye tu sarvANi % saMpadyante na saMSayaH // 7.40 //
