   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.06.042/0 śrī-uddhava uvāca	Bhu-_11.06.042/0 SrI---udDavaH uvAca
   BhP_11.06.042/1 deva-deveśa yogeśa puṇya-śravaṇa-kīrtana	Bhu-_11.06.042/1 deva-deveSa yogeSa puNya--SravaNa-kIrtana
   BhP_11.06.042/3 saṃhṛtyaitat kulaṃ nūnaṃ lokaṃ santyakṣyate bhavān	Bhu-_11.06.042/3 saMhRtya-etat kulam nUnam lokam santi-akzyate BavAn
   BhP_11.06.042/5 vipra-śāpaṃ samartho 'pi pratyahan na yad īśvaraḥ	Bhu-_11.06.042/5 vipra-SApam samarTaH api pratyahat na yat ISvaraH
   BhP_11.06.043/1 nāhaṃ tavāṅghri-kamalaṃ kṣaṇārdham api keśava	Bhu-_11.06.043/1 na-aham tava-aFGri-kamalam kzaNa-arDam api keSava
   BhP_11.06.043/3 tyaktuṃ samutsahe nātha sva-dhāma naya mām api	Bhu-_11.06.043/3 tyaktum samutsahe nATa sva-DAma naya mAm api
   BhP_11.06.044/1 tava vikrīḍitaṃ kṛṣṇa nṛnāṃ parama-maṅgalam	Bhu-_11.06.044/1 tava vikrIxitam kRzNa nRnAm parama--maFgalam
   BhP_11.06.044/3 karṇa-pīyūṣam āsādya tyajanty anya-spṛhāṃ janāḥ	Bhu-_11.06.044/3 karNa-pIyUzam AsAdya tyajanti anya-spRhAm janAH
   BhP_11.06.045/1 śayyāsanāṭana-sthāna- snāna-krīḍāśanādiṣu	Bhu-_11.06.045/1 SayyA-Asana-Awana-sTAna snAna--krIxA-aSana-Adizu
   BhP_11.06.045/3 kathaṃ tvāṃ priyam ātmānaṃ vayaṃ bhaktās tyajema hi	Bhu-_11.06.045/3 kaTam tvAm priyam AtmAnam vayam BaktAH tyajema hi
   BhP_11.06.046/1 tvayopabhukta-srag-gandha- vāso-'laṅkāra-carcitāḥ	Bhu-_11.06.046/1 tvayA-upaBukta--sraj--ganDa vAso--alaFkAra--carcitAH
   BhP_11.06.046/3 ucchiṣṭa-bhojino dāsās tava māyāṃ jayema hi	Bhu-_11.06.046/3 ucCizwa--BojinaH dAsAH tava mAyAm jayema hi
   BhP_11.06.047/1 vāta-vasanā ya ṛṣayaḥ śramaṇā ūrdhra-manthinaḥ	Bhu-_11.06.047/1 vAta--vasanA yaH RzayaH SramaNAH UrDra-manTinaH
   BhP_11.06.047/3 brahmākhyaṃ dhāma te yānti śāntāḥ sannyāsīno 'malāḥ	Bhu-_11.06.047/3 brahma-AKyam DAma te yAnti SAntAH sannyAsInaH amalAH
   BhP_11.06.048/1 vayaṃ tv iha mahā-yogin bhramantaḥ karma-vartmasu	Bhu-_11.06.048/1 vayam tu iha mahA-yogin BramantaH karma--vartmasu
   BhP_11.06.048/3 tvad-vārtayā tariṣyāmas tāvakair dustaraṃ tamaḥ	Bhu-_11.06.048/3 tvad--vArtayA tarizyAmaH tAvakEH dustaram tamaH
   BhP_11.06.049/1 smarantaḥ kīrtayantas te kṛtāni gaditāni ca	Bhu-_11.06.049/1 smarantaH kIrtayantaH te kRtAni gaditAni ca
   BhP_11.06.049/3 gaty-utsmitekṣaṇa-kṣveli yan nṛ-loka-viḍambanam	Bhu-_11.06.049/3 gati--utsmita-IkzaNa-kzveli yat nR--loka--vixambanam
   BhP_11.06.050/0 śrī-śuka uvāca	BhP_11.06.050/0 SrI-SukaH uvAca
   BhP_11.06.050/1 evaṃ vijñāpito rājan bhagavān devakī-sutaḥ	Bhu-_11.06.050/1 evam vijQApitaH rAjan BagavAn devakI-sutaH
   BhP_11.06.050/3 ekāntinaṃ priyaṃ bhṛtyam uddhavaṃ samabhāṣata	Bhu-_11.06.050/3 ekAntinam priyam BRtyam udDavam samaBAzata
   BhP_11.07.001/0 śrī-bhagavān uvāca	Bhu-_11.07.001/0 SrI--BagavAn uvAca
   BhP_11.07.001/1 yad āttha māṃ mahā-bhāga tac-cikīrṣitam eva me	Bhu-_11.07.001/1 yat AtTa mAm mahA-BAga tat--cikIrzitam eva me
   BhP_11.07.001/3 brahmā bhavo loka-pālāḥ svar-vāsaṃ me 'bhikāṅkṣiṇaḥ	Bhu-_11.07.001/3 brahmA BavaH loka-pAlAH svar-vAsam me aBikAFkziNaH
   BhP_11.07.002/1 mayā niṣpāditaṃ hy atra deva-kāryam aśeṣataḥ	Bhu-_11.07.002/1 mayA nizpAditam hi atra deva--kAryam aSezatas-
   BhP_11.07.002/3 yad-artham avatīrṇo 'ham aṃśena brahmaṇārthitaḥ	Bhu-_11.07.002/3 yat--arTam avatIrNaH aham aMSena brahmaNA-arTitaH
   BhP_11.07.003/1 kulaṃ vai śāpa-nirdagdhaṃ naṅkṣyaty anyonya-vigrahāt	Bhu-_11.07.003/1 kulam vE SApa--nirdagDam naFkzyati anyonya--vigrahAt-
   BhP_11.07.003/3 samudraḥ saptame hy enāṃ purīṃ ca plāvayiṣyati	Bhu-_11.07.003/3 samudraH saptame hi enAm purIm ca plAvayizyati
   BhP_11.07.004/1 yarhy evāyaṃ mayā tyakto loko 'yaṃ naṣṭa-maṅgalaḥ	Bhu-_11.07.004/1 yarhi eva-ayam mayA tyaktaH lokaH ayam nazwa--maFgalaH
   BhP_11.07.004/3 bhaviṣyaty acirāt sādho kalināpi nirākṛtaḥ	Bhu-_11.07.004/3 Bavizyati acirAt sADo kalinA-api nirAkRtaH
   BhP_11.07.005/1 na vastavyaṃ tvayaiveha mayā tyakte mahī-tale	Bhu-_11.07.005/1 na vastavyam tvayA-eva-iha mayA tyakte mahI--tale
   BhP_11.07.005/3 jano 'bhadra-rucir bhadra bhaviṣyati kalau yuge	Bhu-_11.07.005/3 janaH aBadra-ruciH Badra Bavizyati kalO yuge
   BhP_11.07.006/1 tvaṃ tu sarvaṃ parityajya snehaṃ sva-jana-bandhuṣu	Bhu-_11.07.006/1 tvam tu sarvam parityajya sneham sva--jana--banDuzu
   BhP_11.07.006/3 mayy āveśya manaḥ saṃyak sama-dṛg vicarasva gām	Bhu-_11.07.006/3 mayi AveSya manaH saMyak sama-dRS vicarasva gAm
   BhP_11.07.007/1 yad idaṃ manasā vācā cakṣurbhyāṃ śravaṇādibhiḥ	Bhu-_11.07.007/1 yat idam manasA vAcA cakzurByAm SravaNa-AdiBiH
   BhP_11.07.007/3 naśvaraṃ gṛhyamāṇaṃ ca viddhi māyā-mano-mayam	Bhu-_11.07.007/3 naSvaram gRhyamANam ca vidDi mAyA-mano--mayam
   BhP_11.07.008/1 puṃso 'yuktasya nānārtho bhramaḥ sa guṇa-doṣa-bhāk	Bhu-_11.07.008/1 puMsaH ayuktasya nAnA-arTaH BramaH sa guNa-doza--BAj-
   BhP_11.07.008/3 karmākarma-vikarmeti guṇa-doṣa-dhiyo bhidā	BhP_11.07.008/3 karma-akarma-vikarma-iti guNa-doza-DiyaH BidA
   BhP_11.07.009/1 tasmād yuktendriya-grāmo yukta-citta idam jagat	Bhu-_11.07.009/1 tasmAt yukta-indriya-grAmaH yukta--cittaH idam jagat-
   BhP_11.07.009/3 ātmanīkṣasva vitatam ātmānaṃ mayy adhīśvare	BhP_11.07.009/3 Atmani-Ikzasva vitatam AtmAnam mayi aDISvare
   BhP_11.07.010/1 jñāna-vijñāna-saṃyukta ātma-bhūtaḥ śarīriṇām	Bhu-_11.07.010/1 jQAna-vijQAna--saMyuktaH Atma-BUtaH SarIriNAm
   BhP_11.07.010/3 atmānubhava-tuṣṭātmā nāntarāyair vihanyase	Bhu-_11.07.010/3 atma-anuBava-tuzwa-AtmA na-antarAyEH vihanyase
   BhP_11.07.011/1 doṣa-buddhyobhayātīto niṣedhān na nivartate	Bhu-_11.07.011/1 doza--budDyA-uBaya-atItaH nizeDAt na nivartate
   BhP_11.07.011/3 guṇa-buddhyā ca vihitaṃ na karoti yathārbhakaḥ	Bha-a_11.07.011/3 guNa--budDyA ca vihitam na karoti yaTA-arBakaH
   BhP_11.07.012/1 sarva-bhūta-suhṛc chānto jñāna-vijñāna-niścayaḥ	Bhu-_11.07.012/1 sarva-BUta--suhRd SAntaH jQAna-vijQAna--niScayaH
   BhP_11.07.012/3 paśyan mad-ātmakaṃ viśvaṃ na vipadyeta vai punaḥ	Bhu-_11.07.012/3 paSyan mad-a-Atmakam viSvam na vipadyeta vE punar-
   BhP_11.07.013/0 śrī-śuka uvāca	BhP_11.07.013/0 SrI-SukaH uvAca
   BhP_11.07.013/1 ity ādiṣṭo bhagavatā mahā-bhāgavato nṛpa	Bhu-_11.07.013/1 iti AdizwaH BagavatA mahA--BAgavataH nRpa
   BhP_11.07.013/3 uddhavaḥ praṇipatyāha tattvaṃ jijñāsur acyutam	Bhu-_11.07.013/3 udDavaH praNipatya-Aha tattvam jijQAsuH acyutam
   BhP_11.07.014/0 śrī-uddhava uvāca	Bhu-_11.07.014/0 SrI---udDavaH uvAca
   BhP_11.07.014/1 yogeśa yoga-vinyāsa yogātman yoga-sambhava	Bhu-_11.07.014/1 yoga-ISa yoga-vinyAsa yoga-Atman yoga--samBava
   BhP_11.07.014/3 niḥśreyasāya me proktas tyāgaḥ sannyāsa-lakṣaṇaḥ	Bhu-_11.07.014/3 niHSreyasAya me proktaH tyAgaH sannyAsa--lakzaNaH
   BhP_11.07.015/1 tyāgo 'yaṃ duṣkaro bhūman kāmānāṃ viṣayātmabhiḥ	Bhu-_11.07.015/1 tyAgaH ayam duzkaraH BUman kAmAnAm vizaya-AtmaBiH
   BhP_11.07.015/3 sutarāṃ tvayi sarvātmann abhaktair iti me matiḥ	Bhu-_11.07.015/3 sutarAm tvayi sarva-Atman aBaktEH iti me matiH
   BhP_11.07.016/1 so 'haṃ mamāham iti mūḍha-matir vigāḍhas	Bhu-_11.07.016/1 saH aham mama-aham iti mUXa-matiH vigAXa-s
   BhP_11.07.016/2 tvan-māyayā viracitātmani sānubandhe	Bhu-_11.07.016/2 tu-an-mAyayA viracita-Atmani sa-anubanDe
   BhP_11.07.016/3 tat tv añjasā nigaditaṃ bhavatā yathāhaṃ	Bhu-_11.07.016/3 tat tu aQjasA nigaditam BavatA yaTA-aham
   BhP_11.07.016/4 saṃsādhayāmi bhagavann anuśādhi bhṛtyam	Bhu-_11.07.016/4 saMsADayAmi Bagavan anuSADi BRtyam
   BhP_11.07.017/1 satyasya te sva-dṛśa ātmana ātmano 'nyaṃ	Bhu-_11.07.017/1 satyasya te sva-dRSaH AtmanaH AtmanaH anyam
   BhP_11.07.017/2 vaktāram īśa vibudheṣv api nānucakṣe	Bhu-_11.07.017/2 vaktAram ISa vibuDezu api na-anucakze
   BhP_11.07.017/3 sarve vimohita-dhiyas tava māyayeme	Bhu-_11.07.017/3 sarve vimohita-DiyaH tava mAyayA-ime
   BhP_11.07.017/4 brahmādayas tanu-bhṛto bahir-artha-bhāvāḥ	Bhu-_11.07.017/4 brahma-AdayaH tanu-BRtaH bahis--arTa-BAvAH
   BhP_11.07.018/1 tasmād bhavantam anavadyam ananta-pāraṃ	Bhu-_11.07.018/1 tasmAt Bavantam anavadyam ananta--pAram
   BhP_11.07.018/2 sarva-jñam īśvaram akuṇṭha-vikuṇṭha-dhiṣṇyam	BhP_11.07.018/2 sarva-jQam ISvaram akuNWa-vikuNWa--DizNyam
   BhP_11.07.018/3 nirviṇṇa-dhīr aham u he vṛjinābhitapto	BhP_11.07.018/3 nirviNNa--DIH aham u he vRjina-aBitaptaH-
   BhP_11.07.018/4 nārāyaṇaṃ nara-sakhaṃ śaraṇaṃ prapadye	Bhu-_11.07.018/4 nArAyaNam nara--saKam SaraNam prapadye
   BhP_11.07.019/0 śrī-bhagavān uvāca	Bhu-_11.07.019/0 SrI--BagavAn uvAca
   BhP_11.07.019/1 prāyeṇa manujā loke loka-tattva-vicakṣaṇāḥ	Bhu-_11.07.019/1 prAyeNa manujAH loke loka--tattva--vicakzaNAH
   BhP_11.07.019/3 samuddharanti hy ātmānam ātmanaivāśubhāśayāt	Bhu-_11.07.019/3 samudDaranti hi AtmAnam AtmanA-eva-aSuBa-ASayAt
   BhP_11.07.020/1 ātmano gurur ātmaiva puruṣasya viśeṣataḥ	Bhu-_11.07.020/1 AtmanaH guruH AtmA-eva puruzasya viSezataH
   BhP_11.07.020/3 yat pratyakṣānumānābhyāṃ śreyo 'sāv anuvindate	Bhu-_11.07.020/3 yat pratyakza-anumAnAByAm SreyaH asO anuvindate
   BhP_11.07.021/1 puruṣatve ca māṃ dhīrāḥ sāṅkhya-yoga-viśāradāḥ	Bhu-_11.07.021/1 puruza-tve ca mAm DIrAH sAFKya--yoga--viSAradAH
   BhP_11.07.021/3 āvistarāṃ prapaśyanti sarva-śakty-upabṛṃhitam	Bhu-_11.07.021/3 AvistarAm prapaSyanti sarva--Sakti--upabRMhitam
   BhP_11.07.022/1 eka-dvi-tri-catus-pādo bahu-pādas tathāpadaḥ	Bhu-_11.07.022/1 eka-dvi-tri-catus-pAdaH bahu-pAdaH taTA-ApadaH
   BhP_11.07.022/3 bahvyaḥ santi puraḥ sṛṣṭās tāsāṃ me pauruṣī priyā	Bhu-_11.07.022/3 bahvyaH santi puras sRzwAH tAsAm me pOruzI priyA
   BhP_11.07.023/1 atra māṃ mṛgayanty addhā yuktā hetubhir īśvaram	Bhu-_11.07.023/1 atra mAm mRgayanti adDA yuktAH hetuBiH ISvaram
   BhP_11.07.023/3 gṛhyamāṇair guṇair liṅgair agrāhyam anumānataḥ	Bhu-_11.07.023/3 gRhyamANEH guNEH liFgEH agrAhyam anumAnataH
   BhP_11.07.024/1 atrāpy udāharantīmam itihāsaṃ purātanam	Bhu-_11.07.024/1 atra-api udAharanti-imam itihAsam purAtanam
   BhP_11.07.024/3 avadhūtasya saṃvādaṃ yador amita-tejasaḥ	Bhu-_11.07.024/3 avaDUtasya saMvAdam yadoH amita--tejasaH
   BhP_11.07.025/1 avadhūtaṃ dviyaṃ kañcic carantam akuto-bhayam	Bhu-_11.07.025/1 avaDUtam dviyam kaQcid carantam akuto-Bayam
   BhP_11.07.025/3 kaviṃ nirīkṣya taruṇaṃ yaduḥ papraccha dharma-vit	Bhu-_11.07.025/3 kavim nirIkzya taruNam yaduH papracCa Darma-vid-
   BhP_11.07.026/0 śrī-yadur uvāca	Bhu-_11.07.026/0 SrI-yaduH uvAca
   BhP_11.07.026/1 kuto buddhir iyaṃ brahmann akartuḥ su-viśāradā	Bhu-_11.07.026/1 kutas budDiH iyam brahman akartuH su-viSAradA
   BhP_11.07.026/3 yām āsādya bhavāl lokaṃ vidvāṃś carati bāla-vat	Bhu-_11.07.026/3 yAm AsAdya BavAn lokam vidvAn carati bAla-vat-
   BhP_11.07.027/1 prāyo dharmārtha-kāmeṣu vivitsāyāṃ ca mānavāḥ	Bhu-_11.07.027/1 prAyas Darma-arTa--kAmezu vivitsAyAm ca mAnavAH
   BhP_11.07.027/3 hetunaiva samīhanta āyuṣo yaśasaḥ śriyaḥ	Bhu-_11.07.027/3 hetunA-eva samIhante AyuzaH yaSasaH SriyaH
   BhP_11.07.028/1 tvaṃ tu kalpaḥ kavir dakṣaḥ su-bhago 'mṛta-bhāṣaṇaḥ	Bhu-_11.07.028/1 tvam tu kalpaH kaviH dakzaH su-BagaH amRta-BAzaNaH
   BhP_11.07.028/3 na kartā nehase kiñcij jaḍonmatta-piśāca-vat	Bhu-_11.07.028/3 na kartA na-Ihase kiQcid jaxa-unmatta-piSAca-vat-
   BhP_11.07.029/1 janeṣu dahyamāneṣu kāma-lobha-davāgninā	Bhu-_11.07.029/1 janezu dahyamAnezu kAma--loBa-dava-agninA
   BhP_11.07.029/3 na tapyase 'gninā mukto gaṅgāmbhaḥ-stha iva dvipaḥ	Bhu-_11.07.029/3 na tapyase agninA muktaH gaFgA-amBaH--sTaH iva dvipaH
   BhP_11.07.030/1 tvaṃ hi naḥ pṛcchatāṃ brahmann ātmany ānanda-kāraṇam	Bhu-_11.07.030/1 tvam hi naH pRcCatAm brahman Atmani Ananda--kAraNam
   BhP_11.07.030/3 brūhi sparśa-vihīnasya bhavataḥ kevalātmanaḥ	Bhu-_11.07.030/3 brUhi sparSa--vihInasya BavataH kevala-AtmanaH
   BhP_11.07.031/0 śrī-bhagavān uvāca	Bhu-_11.07.031/0 SrI--BagavAn uvAca
   BhP_11.07.031/1 yadunaivaṃ mahā-bhāgo brahmaṇyena su-medhasā	Bhu-_11.07.031/1 yadunA-evam mahA-BAgaH brahmaNyena su-meDasA
   BhP_11.07.031/3 pṛṣṭaḥ sabhājitaḥ prāha praśrayāvanataṃ dvijaḥ	Bhu-_11.07.031/3 pRzwaH saBAjitaH prAha praSraya-avanatam dvijaH
   BhP_11.07.032/0 śrī-brāhmaṇa uvāca	Bhu-_11.07.032/0 SrI--brAhmaNaH uvAca
   BhP_11.07.032/1 santi me guravo rājan bahavo buddhy-upaśritāḥ	Bhu-_11.07.032/1 santi me guravaH rAjan bahavaH budDi--upaSritAH
   BhP_11.07.032/3 yato buddhim upādāya mukto 'ṭāmīha tān śṛṇu	Bhu-_11.07.032/3 yatas budDim upAdAya muktaH awAmi-iha tAn SRNu
   BhP_11.07.033/1 pṛthivī vāyur ākāśam āpo 'gniś candramā raviḥ	BhP_11.07.033/1 pRTivI vAyuH AkASam ApaH agniH candramAH raviH
   BhP_11.07.033/3 kapoto 'jagaraḥ sindhuḥ pataṅgo madhukṛd gajaḥ	Bhu-_11.07.033/3 kapotaH ajagaraH sinDuH pataFgaH maDukRt gajaH
   BhP_11.07.034/1 madhu-hā hariṇo mīnaḥ piṅgalā kuraro 'rbhakaḥ	BhP_11.07.034/1 maDu-hA hariNaH mInaH piFgalA kuraraH arBakaH
   BhP_11.07.034/3 kumārī śara-kṛt sarpa ūrṇanābhiḥ supeśakṛt	BhP_11.07.034/3 kumArI Sara-kRt sarpaH UrNanABiH supeSa-kRt-
   BhP_11.07.035/1 ete me guravo rājan catur-viṃśatir āśritāḥ	Bhu-_11.07.035/1 ete me guravaH rAjan catur-viMSatiH ASritAH
   BhP_11.07.035/3 śikṣā vṛttibhir eteṣām anvaśikṣam ihātmanaḥ	Bhu-_11.07.035/3 SikzA vRttiBiH etezAm anvaSikzam iha-AtmanaH
   BhP_11.07.036/1 yato yad anuśikṣāmi yathā vā nāhuṣātmaja	Bhu-_11.07.036/1 yatas yat anuSikzAmi yaTA vA nAhuza-Atmaja
   BhP_11.07.036/3 tat tathā puruṣa-vyāghra nibodha kathayāmi te	Bhu-_11.07.036/3 tat taTA puruza--vyAGra niboDa kaTayAmi te
   BhP_11.07.037/1 bhūtair ākramyamāṇo 'pi dhīro daiva-vaśānugaiḥ	Bhu-_11.07.037/1 BUtEH AkramyamANaH api DIraH dEva--vaSa-anugEH
   BhP_11.07.037/3 tad vidvān na calen mārgād anvaśikṣaṃ kṣiter vratam	Bhu-_11.07.037/3 tat vidvAn na calet mArgAt anvaSikzam kziteH vratam
   BhP_11.07.038/1 śaśvat parārtha-sarvehaḥ parārthaikānta-sambhavaḥ	Bhu-_11.07.038/1 SaSvat para-arTa--sarva-IhaH para-arTa-ekAnta-samBavaH
   BhP_11.07.038/3 sādhuḥ śikṣeta bhū-bhṛtto naga-śiṣyaḥ parātmatām	BhP_11.07.038/3 sADuH Sikzeta BU-BRttaH naga--SizyaH para-AtmatAm
   BhP_11.07.039/1 prāṇa-vṛttyaiva santuṣyen munir naivendriya-priyaiḥ	Bhu-_11.07.039/1 prANa-vRttyA-eva santuzyet muniH na-eva-indriya--priyEH
   BhP_11.07.039/3 jñānaṃ yathā na naśyeta nāvakīryeta vāṅ-manaḥ	Bhu-_11.07.039/3 jQAnam yaTA na naSyeta na-avakIryeta vAF-manaH
   BhP_11.07.040/1 viṣayeṣv āviśan yogī nānā-dharmeṣu sarvataḥ	Bhu-_11.07.040/1 vizayezu AviSan yogI nAnA---Darmezu sarvatas-
   BhP_11.07.040/3 guṇa-doṣa-vyapetātmā na viṣajjeta vāyu-vat	Bhu-_11.07.040/3 guNa-doza--vyapeta-AtmA na vizajjeta vAyu-vat-
   BhP_11.07.041/1 pārthiveṣv iha deheṣu praviṣṭas tad-guṇāśrayaḥ	Bhu-_11.07.041/1 pArTivezu iha dehezu pravizwaH tad--guNa-ASrayaH
   BhP_11.07.041/3 guṇair na yujyate yogī gandhair vāyur ivātma-dṛk	Bha-a_11.07.041/3 guNEH na yujyate yogI ganDEH vAyuH iva-Atma-dRS-
   BhP_11.07.042/1 antarhitaś ca sthira-jaṅgameṣu brahmātma-bhāvena	Bhu-_11.07.042/1 antarhitaH ca sTira--jaFgamezu brahma-Atma--BAvena
   samanvayena	samanvayena
   BhP_11.07.042/3 vyāptyāvyavacchedam asaṅgam ātmano munir nabhastvaṃ	Bhu-_11.07.042/3 vyAptyA-avyavacCedam asaFgam AtmanaH muniH naBaH-tvam
   vitatasya bhāvayet	vitatasya BAvayet-
   BhP_11.07.043/1 tejo-'b-anna-mayair bhāvair meghādyair vāyuneritaiḥ	Bhu-_11.07.043/1 tejo--ab-anna-mayEH BAvEH meGa-AdyEH vAyunA-IritEH
   BhP_11.07.043/3 na spṛśyate nabhas tadvat kāla-sṛṣṭair guṇaiḥ pumān	Bhu-_11.07.043/3 na spRSyate naBaH tadvat kAla--sRzwEH guNEH pumAn
   BhP_11.07.044/1 svacchaḥ prakṛtitaḥ snigdho mādhuryas tīrtha-bhūr nṛṇām	Bhu-_11.07.044/1 svacCaH prakRtitaH snigDaH mADuryaH tIrTa-BUH nRNAm
   BhP_11.07.044/3 muniḥ punāty apāṃ mitram īkṣopasparśa-kīrtanaiḥ	Bha-a_11.07.044/3 muniH punAti apAm mitram IkzA-upasparSa--kIrtanEH
   BhP_11.07.045/1 tejasvī tapasā dīpto durdharṣodara-bhājanaḥ	Bhu-_11.07.045/1 tejasvI tapasA dIptaH durDarza-udara--BAjanaH
   BhP_11.07.045/3 sarva-bhakṣyo 'pi yuktātmā nādatte malam agni-vat	Bhu-_11.07.045/3 sarva-BakzyaH api yukta-AtmA na-Adatte malam agni-vat-
   BhP_11.07.046/1 kvacic channaḥ kvacit spaṣṭa upāsyaḥ śreya icchatām	Bhu-_11.07.046/1 kvacid CannaH kvacid spazwaH upAsyaH SreyaH icCatAm
   BhP_11.07.046/3 bhuṅkte sarvatra dātṛṇāṃ dahan prāg-uttarāśubham	Bhu-_11.07.046/3 BuFkte sarvatra dAtRNAm dahan prAk--uttara-aSuBam
   BhP_11.07.047/1 sva-māyayā sṛṣṭam idaṃ sad-asal-lakṣaṇaṃ vibhuḥ	Bhu-_11.07.047/1 sva--mAyayA sRzwam idam sat--asal--lakzaNam viBuH
   BhP_11.07.047/3 praviṣṭa īyate tat-tat- svarūpo 'gnir ivaidhasi	Bhu-_11.07.047/3 pravizwaH Iyate tat-tat svarUpaH agniH iva-eDasi
   BhP_11.07.048/1 visargādyāḥ śmaśānāntā bhāvā dehasya nātmanaḥ	Bhu-_11.07.048/1 visarga-AdyAH SmaSAna-antAH BAvAH dehasya na-AtmanaH
   BhP_11.07.048/3 kalānām iva candrasya kālenāvyakta-vartmanā	Bhu-_11.07.048/3 kalAnAm iva candrasya kAlena-avyakta--vartmanA
   BhP_11.07.049/1 kālena hy ogha-vegena bhūtānāṃ prabhavāpyayau	Bhu-_11.07.049/1 kAlena hi oGa--vegena BUtAnAm praBava-apyayO
   BhP_11.07.049/3 nityāv api na dṛśyete ātmano 'gner yathārciṣām	Bhu-_11.07.049/3 nityO api na dRSyete AtmanaH agneH yaTA-arcizAm
   BhP_11.07.050/1 guṇair guṇān upādatte yathā-kālaṃ vimuñcati	Bhu-_11.07.050/1 guNEH guNAn upAdatte yaTA-kAlam vimuQcati
   BhP_11.07.050/3 na teṣu yujyate yogī gobhir gā iva go-patiḥ	Bhu-_11.07.050/3 na tezu yujyate yogI goBiH gAH iva go-patiH
   BhP_11.07.051/1 budhyate sve na bhedena vyakti-stha iva tad-gataḥ	Bhu-_11.07.051/1 buDyate sve na Bedena vyakti--sTaH iva tad--gataH
   BhP_11.07.051/3 lakṣyate sthūla-matibhir ātmā cāvasthito 'rka-vat	Bhu-_11.07.051/3 lakzyate sTUla-matiBiH AtmA ca-avasTitaH arka-vat-
   BhP_11.07.052/1 nāti-snehaḥ prasaṅgo vā kartavyaḥ kvāpi kenacit	Bhu-_11.07.052/1 na-ati-snehaH prasaFgaH vA kartavyaH kvApi kenacid-
   BhP_11.07.052/3 kurvan vindeta santāpaṃ kapota iva dīna-dhīḥ	Bhu-_11.07.052/3 kurvan vindeta santApam kapotaH iva dIna-DIH
   BhP_11.07.053/1 kapotaḥ kaścanāraṇye kṛta-nīḍo vanaspatau	Bhu-_11.07.053/1 kapotaH kaScana-araNye kRta-nIxaH vanaspatO
   BhP_11.07.053/3 kapotyā bhāryayā sārdham uvāsa katicit samāḥ	Bhu-_11.07.053/3 kapotyA BAryayA sArDam uvAsa katicid samAH
   BhP_11.07.054/1 kapotau sneha-guṇita- hṛdayau gṛha-dharmiṇau	Bhu-_11.07.054/1 kapotO sneha--guNita hRdayO gRha-DarmiNO
   BhP_11.07.054/3 dṛṣṭiṃ dṛṣṭyāṅgam aṅgena buddhiṃ buddhyā babandhatuḥ	Bhu-_11.07.054/3 dRzwim dRzwyA-aFgam aFgena budDim budDyA babanDatuH
   BhP_11.07.055/1 śayyāsanāṭana-sthāna vārtā-krīḍāśanādikam	Bhu-_11.07.055/1 SayyA-Asana-awana--sTAna vArtA--krIxA-aSana-Adikam
   BhP_11.07.055/3 mithunī-bhūya viśrabdhau ceratur vana-rājiṣu	Bhu-_11.07.055/3 miTunI--BUya viSrabDO ceratuH vana--rAjizu
   BhP_11.07.056/1 yaṃ yaṃ vāñchati sā rājan tarpayanty anukampitā	Bhu-_11.07.056/1 yam yam vAQCati sA rAjan tarpayantI anukampitA
   BhP_11.07.056/3 taṃ taṃ samanayat kāmaṃ kṛcchreṇāpy ajitendriyaḥ	Bhu-_11.07.056/3 tam tam samanayat kAmam kRcCreNa-api ajita-indriyaH
   BhP_11.07.057/1 kapotī prathamaṃ garbhaṃ gṛhṇantī kāla āgate	BhP_11.07.057/1 kapotI praTamam garBam gRhNantI kAlaH Agate
   BhP_11.07.057/3 aṇḍāni suṣuve nīḍe sta-patyuḥ sannidhau satī	Bhu-_11.07.057/3 aNxAni suzuve nIxe sta-patyuH sanniDO satI
   BhP_11.07.058/1 teṣu kāle vyajāyanta racitāvayavā hareḥ	Bhu-_11.07.058/1 tezu kAle vyajAyanta racita-avayavAH hareH
   BhP_11.07.058/3 śaktibhir durvibhāvyābhiḥ komalāṅga-tanūruhāḥ	Bhu-_11.07.058/3 SaktiBiH durviBAvyABiH komala-aFga--tanUruhAH
   BhP_11.07.059/1 prajāḥ pupuṣatuḥ prītau dampatī putra-vatsalau	Bhu-_11.07.059/1 prajAH pupuzatuH prItO dampatI putra--vatsalO
   BhP_11.07.059/3 śṛṇvantau kūjitaṃ tāsāṃ nirvṛtau kala-bhāṣitaiḥ	Bhu-_11.07.059/3 SRNvantO kUjitam tAsAm nirvRtO kala-BAzitEH
   BhP_11.07.060/1 tāsāṃ patatraiḥ su-sparśaiḥ kūjitair mugdha-ceṣṭitaiḥ	Bhu-_11.07.060/1 tAsAm patatrEH su--sparSEH kUjitEH mugDa--cezwitEH
   BhP_11.07.060/3 pratyudgamair adīnānāṃ pitarau mudam āpatuḥ	Bhu-_11.07.060/3 pratyudgamEH adInAnAm pitarO mudam ApatuH
   BhP_11.07.061/1 snehānubaddha-hṛdayāv anyonyaṃ viṣṇu-māyayā	Bhu-_11.07.061/1 sneha-anubadDa--hRdayO anyonyam vizNu--mAyayA
