   REFERENCE SYSTEM:	RA-eFA-eRENCE SYSTEM:
   1 4 1 0107c putrairbhrātṛbhiraditirnu pātu no duṣṭaraṃ trāmaṇaṃ vacaḥ ..	1 4 1 0107c putrEH-BrAtRBiH-aditiH-nu pAtu naH duzwaram trAmaNam vacaH ..
   1 4 1 0108a kadā ca na starīrasi nendra saścasi dāśuṣe .	1 4 1 0108a kadA ca na starIrasi na-indra saH-casi dASuze .
   1 4 1 0108c upopennu maghavanbhūya innu te dānaṃ devasya pṛcyate .. 300	1 4 1 0108c upopennu maGavan-BUyaH innu te dAnam devasya pRcyate .. 300
   1 4 1 0109a yuṅkṣvā hi vṛtrahantama harī indra parāvataḥ .	1 4 1 0109a yuFkzvA hi vRtrahantama harI indra parAvataH .
   1 4 1 0109c arvācīno maghavantsomapītaya ugra ṛṣvebhirā gahi .. 301	1 4 1 0109c arvAcInaH maGavantsomapItayaH ugraH Rzu-eBirAH gahi .. 301
   1 4 1 0110a tvāmidā hyo naro 'pīpyanvajrinbhūrṇayaḥ .	1 4 1 0110a tvAm-idA hyas naraH apIpyan-vajrin-BUrNayaH .
   1 4 1 0110c sa indra stomavāhasa iha śrudhyupa svasaramā gahi .. 302	1 4 1 0110c saH indra stomavAhasaH iha SruDyupa sva-saramA gahi .. 302
   1 4 1 0201a pratyu adarśyāyatyū3cchantī duhitā divaḥ .	1 4 1 0201a pratyu adarSyAyati-U3cCantI duhitA divaH .
   1 4 1 0201c apo mahī vṛṇute cakṣuṣā tamo jyotiṣkṛṇoti sūnari .. 303	1 4 1 0201c apaH mahI vRNute cakzuzA tamaH jyotizkRNoti sUnari .. 303
   1 4 1 0202a imā u vāṃ diviṣṭaya usrā havante aśvinā .	1 4 1 0202aH imAH u vAm divizwayaH usrAH havante aSvinA .
   1 4 1 0202c ayaṃ vāmahve 'vase śacīvasū viśaṃviśaṃ hi gacchathaḥ .. 304	1 4 1 0202c ayam vAmahve avase SacIvasU viSaMviSam hi gacCaTaH .. 304
   1 4 1 0203a ku ṣṭhaḥ ko vāmaśvinā tapāno devā martyaḥ .	1 4 1 0203a ku zWaH kaH vAm-aSvinA tapAnaH devAH martyaH .
   1 4 1 0203c ghnatā vāmaśmayā kṣapamāṇoṃśunetthamu ādunyathā .. 305	1 4 1 0203t GnatA vAmaSmayA kzapamANoMSunA-itTa-mu AdunyaTA .. 305
   1 4 1 0204a ayaṃ vāṃ madhumattamaḥ sutaḥ somo diviṣṭiṣu .	1 4 1 0204aH ayam vAm maDumattamaH sutaH somaH divizwizu .
   1 4 1 0204c tamaśvinā pibataṃ tiro ahnyaṃ dhattaṃ ratnāni dāśuṣe .. 306	1 4 1 0204c tam-aSvinA pibatam tiras ahnyam Dattam ratnAni dASuze .. 306
   1 4 1 0205a ā tvā somasya galdayā sadā yācannahaṃ jyā .	1 4 1 0205aH A tvA somasya galdayA sadA yAcan=-aham jyA .
   1 4 1 0205c bhūrṇiṃ mṛgaṃ na savaneṣu cukrudhaṃ ka īśānaṃ na yāciṣat ..	1 4 1 0205t BUrNim mRgam na savanezu cukruDam kaH ISAnam na yAcizat ..
   1 4 1 0206a adhvaryo drāvayā tvaṃ somamindraḥ pipāsati .	1 4 1 0206a aDvaryaH drAvayA tvam somam-indraH pipAsati .
   1 4 1 0206c upo nūnaṃ yuyuje vṛṣṇā harī ā ca jagāma vṛtrahā .. 308	1 4 1 0206c upaH nUnam yuyuje vRzNA harI A ca jagAma vRtrahA .. 308
   1 4 1 0207a abhī ṣatastadā bharendra jyāyaḥ kanīyasaḥ .	1 4 1 0207a aBiH zataH-tadA Bara-indra jyAyaH kanIyasaH .
   1 4 1 0207c purūvasurhi maghavanbabhūvitha bharebhare ca havyaḥ .. 309	1 4 1 0207c purUvasuH-hi maGavan-baBUviTa Bara-iBare ca havyaH .. 309
   1 4 1 0208a yadindra yāvatastvametāvadahamīśīya .	1 4 1 0208a yat-indra yAvataH-tvam-etAvat-aham-ISIya .
   1 4 1 0208c stotāramiddadhiṣe radāvaso na pāpatvāya raṃsiṣam .. 310	1 4 1 0208c stotAram-iddaDize rada-avasaH na pApa-tvAya raMsizam .. 310
   1 4 1 0209a tvamindra pratūrtiṣvabhi viśvā asi spṛdhaḥ .	1 4 1 0209a tvam-indra pratUrtizu-aBi viSvAH asi spRDaH .
   1 4 1 0209c aśastihā janitā vṛtratūrasi tvaṃ tūrya taruṣyataḥ .. 311	1 4 1 0209t aSasti-hA janitA vRtratUrasi tvam tUrya taruzyataH .. 311
   1 4 1 0210a pra yo ririkṣa ojasā divaḥ sadobhyaspari .	1 4 1 0210a pra yaH ririkzaH ojasA divaH sadA-uByaspari .
   1 4 1 0210c na tvā vivyāca raja indra pārthivamati viśvaṃ vavakṣitha ..	1 4 1 0210d na tvA vivyAca rajaH indra pArTivam-ati viSvam vavakziTaH ..
   1 4 1 0301a asāvi devaṃ goṛjīkamandho nyasminnindro januṣemuvoca .	1 4 1 0301a asAvi devam goRjIkam-anDaH nyasmin=-indraH januzem-uvoca .
   1 4 1 0301c bodhāmasi tvā haryaśva yajñairbodhā na stomamandhaso madeṣu ..	1 4 1 0301t boDAmasi tvA haryaSva yajQEH-boDAH na stomam-anDasaH madezu ..
   1 4 1 0302a yoniṣṭa indra sadane akāri tamā nṛbhiḥ purūhūta pra yāhi .	1 4 1 0302a yonizwaH indra sadane akAri tamA nRBiH purUhUta pra yAhi .
   1 4 1 0302c aso yathā no 'vitā vṛdhaściddado vasūni mamadaśca somaiḥ ..	1 4 1 0302c asaH yaTA naH avitA vRDaH-ciddadaH vasUni mamadaH-ca somEH ..
   1 4 1 0303a adardarutsamasṛjo vi khāni tvamarṇavānbadbadhānāṃ aramṇāḥ .	1 4 1 0303a adardarut-samasRjaH vi KAni tvam-arNavAn-badbaDAnAm aramNAH .
   1 4 1 0303c mahāntamindra parvataṃ vi yadvaḥ sṛjaddhārā ava yaddānavānhan	1 4 1 0303t mahAntam-indra parvatam vi yat-vaH sRjat-DArAH ava yat-dAnavAn-han
   1 4 1 0304a suṣvāṇāsa indra stumasi tvā saniṣyantaścittuvinṛmṇa vājam .	1 4 1 0304a suzvANAsaH indra stumasi tvA sa-nizyantaH-cittu-vinRmNa vAjam .
   1 4 1 0304c ā no bhara suvitaṃ yasya konā tanā tmanā sahyāmā tvotāḥ .. 316	1 4 1 0304t A naH Bara suvitam yasya konA tanA tmanA sahyAmA tu-A-utAH .. 316
   1 4 1 0305a jagṛhmā te dakṣiṇamindra hastaṃ vasūyavo vasupate vasūnām .	1 4 1 0305a jagRhmA te dakziNam-indra hastam vasUyavaH vasupate vasUnAm .
   1 4 1 0305c vidmā hi tvā gopatiṃ śūra gonāmasmabhyaṃ citraṃ vṛṣaṇaṃ	1 4 1 0305t vidmAH hi tvA gopatim SUra gonAm-asmaByam citram vRzaNam
   rayindāḥ .. 317	rayindAH .. 317
   1 4 1 0306a indraṃ naro nemadhitā havanti yatpāryā yunajate dhiyastāḥ .	1 4 1 0306aH indram naraH nema-DitAH havanti yat-pAryAH yunajate DiyaH-tAH .
   1 4 1 0306c śūro nṛṣātā śravasaśca kāma ā gomati vraje bhajā tvaṃ naḥ ..	1 4 1 0306t SUraH nRzAtA SravasaH-ca kAmaH A gomati vraje BajA tvam naH ..
   1 4 1 0307a vayaḥ suparṇā upa sedurindraṃ priyamedhā ṛṣayo nādhamānāḥ .	1 4 1 0307a vayaH suparNAH upa seduH-indram priya-meDAH RzayaH na-aDamAnAH .
   1 4 1 0307c apa dhvāntamūrṇuhi pūrdhi cakṣurmumugdhyā3smānnidhayeva	1 4 1 0307t apa DvAntam-UrNuhi pUrDi cakzuH-mumugDyA3smAn-niDayA-iva
   baddhān .. 319	badDAn .. 319
   1 4 1 0308a nāke suparṇamupa yatpatantaṃ hṛdā venanto abhyacakṣata tvā .	1 4 1 0308a nAke suparNam-upa yat-patantam hRdA venantaH aByacakzata tvA .
   1 4 1 0308c hiraṇyapakṣaṃ varuṇasya dūtaṃ yamasya yonau śakunaṃ bhuraṇyum	1 4 1 0308t hiraNyapakzam varuNasya dUtam yamasya yonO Sakunam BuraNyum
   1 4 1 0309a brahma jajñānaṃ prathamaṃ purastādvi sīmataḥ suruco vena āvaḥ	1 4 1 0309a brahma jajQAnam praTamam purastAt-vi sImataH su-rucaH venaH AvaH
   1 4 1 0309c sa budhnyā upamā asya viṣṭhāḥ sataśca yonimasataśca vivaḥ ..	1 4 1 0309c sa buDnyAH upamAH asya vizWAH sataH-ca yonim-asataH-ca vivaH ..
   1 4 1 0310a apūrvyā purutamānyasmai mahe vīrāya tavase turāya .	1 4 1 0310a apUrvyA purutamAnyasmE mahe vIrAya tavase turAya .
   1 4 1 0310c virapśine vajriṇe śantamāni vacāṃsyāsmai sthavirāya takṣuḥ ..	1 4 1 0310t virapSine vajriNe SantamAni vacAMsya-asmE sTavirAya takzuH ..
   1 4 1 0401a ava drapso aṃśumatīmatiṣṭhadīyānaḥ kṛṣṇo daśabhiḥ sahasraiḥ .	1 4 1 0401aH ava drapsaH aMSumatIm-atizWadIyAnaH kRzNaH daSaBiH sahasrEH .
   1 4 1 0401c āvattamindraḥ śacyā dhamantamapa snīhitiṃ nṛmaṇā adhadrāḥ ..	1 4 1 0401t Avattam-indraH SacyA Damantam-apa snIhitim nRmaNAH aDadrAH ..
   1 4 1 0402a vṛtrasya tvā śvasathādīṣamāṇā viśve devā ajahurye sakhāyaḥ .	1 4 1 0402a vRtrasya tvA SvasaTa-AdIzamANAH viSve devAH ajahuH-ye saKAyaH .
   1 4 1 0402c marudbhirindra sakhyaṃ te astvathemā viśvāḥ pṛtanā jayāsi ..	1 4 1 0402t marudBiH-indra saKyam te astu-aTa-imAH viSvAH pRtanA jayA-asi ..
   1 4 1 0403a vidhuṃ dadrāṇaṃ samane bahūnāṃ yuvānaṃ santaṃ palito jagāra .	1 4 1 0403a viDum dadrANam samane bahUnAm yuvAnam santam palitaH jagAraH .
   1 4 1 0403c devasya paśya kāvyaṃ mahitvādyā mamāra sa hyaḥ samāna .. 325	1 4 1 0403t devasya paSya kAvyam mahi-tvA-AdyAH mamAra sa hyas samAnaH .. 325
   1 4 1 0404a tvaṃ ha tyatsaptabhyo jāyamāno 'śatrubhyo abhavaḥ śatrurindra	1 4 1 0404a tvam ha tyat-saptaByaH jAyamAnaH aSatruByaH aBavaH SatruH-indra
   1 4 1 0404c gūḍhe dyāvāpṛthivī anvavindo vibhumadbhyo bhuvanebhyo raṇaṃ	1 4 1 0404t gUXe dyAvApRTivI anvavindaH viBumadByaH BuvaneByaH raNam
   dhāḥ .. 326	DAH .. 326
   1 4 1 0405a meḍiṃ na tvā vajriṇaṃ bhṛṣṭimantaṃ purudhasmānaṃ vṛṣabhaṃ	1 4 1 0405a mexim na tvA vajriNam BRzwimantam puru-DasmAnam vRzaBam
   sthirapsnum .	sTira-psnum .
   1 4 1 0405c karoṣyaryastaruṣīrduvasyurindra dyukṣaṃ vṛtrahaṇaṃ gṛṇīṣe ..	1 4 1 0405c karozi-aryaH-taruzIH-duvasyuH-indra dyukzam vRtra-haNam gRNIze ..
   1 4 1 0406a pra vo mahe mahevṛdhe bharadhvaṃ pracetase pra sumatiṃ	1 4 1 0406a pra vaH mahe mahevRDe BaraDvam pracetase pra sumatim
   kṛṇudhvam .	kRNuDvam .
   1 4 1 0406a viśaḥ pūrvīḥ pra cara carṣaṇiprāḥ .. 328	1 4 1 0406a viSaH pUrvIH pra cara ca-rzaNi-prAH .. 328
   1 4 1 0407a śunaṃ huvema maghavānamindramasminbhare nṛtamaṃ vājasātau .	1 4 1 0407a Sunam huvema maGavAnam-indram-asmin-Bare nRtamam vAja-sAtO .
   1 4 1 0407c śṛṇvantamugramūtaye samatsu dhnantaṃ vṛtrāṇi sañjitaṃ dhanāni	1 4 1 0407c SRNvantam-ugra-mUtaye samatsu Dnantam vRtrANi saQjitam DanAni
   1 4 1 0408a udu brahmāṇyairata śravasyendraṃ samarye mahayā vasiṣṭha .	1 4 1 0408aH udu brahmANi-EH-atas Sravasya-indram samarye mahayA vasizWa .
   1 4 1 0408c ā yo viśvāni śravasā tatānopaśrotā ma īvato vacāṃsi .. 330	1 4 1 0408t A yaH viSvAni SravasA tatAnopaSrotA me IvataH vacAMsi .. 330
   1 4 1 0409a cakraṃ yadasyāpsvā niṣattamuto tadasmai madhviccacchadyāt .	1 4 1 0409a cakram yat-asya-apsvA nizattamutas tat-asmE maDvit-cacCadyAt .
   1 4 1 0409c pṛthivyāmatiṣitaṃ yadūdhaḥ payo goṣvadadhā oṣadhīṣu .. 331	1 4 1 0409c pRTivyAm-atizitam yadUDaH payaH gozu-adaDAH ozaDIzu .. 331
   1 4 1 0501a tyamū ṣu vājinaṃ devajūtaṃ sahovānaṃ tarutāraṃ rathānām .	1 4 1 0501a tyamU zu vAjinam deva-jUtam sahaH-vAnam taru-tAram raTAnAm .
   1 4 1 0501c ariṣṭanemiṃ pṛtanājamāśuṃ svastaye tārkṣyamihā huvema .. 332	1 4 1 0501t arizwanemim pRtanAjam-ASum svastaye tArkzyam-ihAH huvema .. 332
   1 4 1 0502a trātāramindramavitāramindraṃ havehave suhavaṃ śūramindram .	1 4 1 0502a trAtAram-indram-avitAram-indram havehave su-havam SUram-indram .
   1 4 1 0502c huve nu śakraṃ puruhūtamindramidaṃ havirmaghavā vetvindraḥ ..	1 4 1 0502c huve nu Sakram puruhUtam-indram-idam haviH-maGavA vetu-indraH ..
   1 4 1 0503a yajāmaha indraṃ vajradakṣiṇaṃ harīṇāṃ rathya3ṃ vivratānām .	1 4 1 0503a yajAmahe indram vajra-dakziNam harINAm raTya3m vivratAnAm .
   1 4 1 0503c pra śmaśrubhirdodhuvadūrdhvadhā bhuvadvi senābhirbhayamāno vi	1 4 1 0503d pra SmaSruBiH-doDu-vat-UrDvaDA Buvat-vi senABiH-BayamAnaH vi
   rādhasā .. 334	rADasA .. 334
   1 4 1 0504a satrāhaṇaṃ dādhṛṣiṃ tumramindraṃ mahāmapāraṃ vṛśabhaṃ suvajram	1 4 1 0504a satra-AhaNam dADRzim tumram-indram mahA-Am-apAram vRSaBam su-vajram
   1 4 1 0504c hantā yo vṛtraṃ sanitota vājaṃ dātā maghāni maghavā surādhāḥ	1 4 1 0504t hantA yaH vRtram sanitota vAjam dAtA maGAni maGavA surADAH
   1 4 1 0505a yo no vanuṣyannabhidāti marta ugaṇā vā manyamānasturo vā .	1 4 1 0505a yaH naH vanuzyan=-aBidAti martaH ugaNAH vA manyamAnaH-turaH vA .
   1 4 1 0505c kṣidhī yudhā śavasā vā tamindrābhī ṣyāma vṛṣamaṇastvotāḥ ..	1 4 1 0505c kziDI yuDA SavasA vA tam-indrABiH zyAma vRzamaNaH-tu-A-UtAH ..
   1 4 1 0506a yaṃ vṛtreṣu kṣitaya spardhamānā yaṃ yukteṣu turayanto havante	1 4 1 0506a yam vRtrezu kzitaya sparDamAnAH yam yuktezu turayantaH havante
   1 4 1 0506c yaṃ śūrasātau yamapāmupajmanyaṃ viprāso vājayante sa indraḥ ..	1 4 1 0506t yam SUra-sAtO yamapAm-upajmanyam viprAsaH vAjayante saH indraH ..
   1 4 1 0507a indrāparvatā bṛhatā rathena vāmīriṣa ā vahataṃ suvīrāḥ .	1 4 1 0507aH indrAparvatA bRhatA raTena vAmIrizaH A vahatam su-vIrAH .
   1 4 1 0507c vītaṃ havyānyadhvareṣu devā vardhethāṃ gīrbhīriḍayā madantā ..	1 4 1 0507c vItam havyAni-aDvarezu devAH varDeTAm gIrBIrixayA mad-antAH ..
   1 4 1 0508a indrāya giro aniśitasargā apaḥ prairayatsagarasya budhnāt .	1 4 1 0508aH indrAya giraH aniSita-sargAH apaH prErayat-sagarasya buDnAt .
   1 4 1 0508c yo akṣeṇeva cakriyau śacībhirviṣvaktastambha pṛthivīmuta dyām	1 4 1 0508t yaH akzeNa-iva cakriyO SacIBiH-vizvakta-stamBa pRTivIm-uta dyAm
   1 4 1 0509a ā tvā sakhāyaḥ sakhyā vavṛtyustiraḥ purū cidarṇavāṃ jagamyāḥ .	1 4 1 0509aH A tvA saKAyaH saKyAH vavRtyuH-tiraH purU cit-arNavAm jagamyAH .
   1 4 1 0509c piturnapātamā dadhita vedhā asminkṣaye pratarāṃ dīdyānaḥ ..	1 4 1 0509c pituH-napAtamA daDita veDAH asmin-kzaye pratarAm dIdyAnaH ..
   1 4 1 0510a ko adya yuṅkte dhuri gā ṛtasya śimīvato bhāmino durhṛṇāyūn .	1 4 1 0510a kaH adya yuFkte Duri gAH Rtasya SimIvataH BAminaH durhRNAyUn .
   1 4 1 0510c āsanneṣāmapsuvāho mayobhūnya eṣāṃ bhṛtyāmṛṇadhatsa jīvāt ..	1 4 1 0510t Asan=-ezAm-apsuvAhaH mayaH-BUnyaH ezAm BRtya-amRNaDatsa jIvAt ..
   caturtha prapāṭhakaḥ . dvitīyo 'rdhaḥ	caturTa prapAWakaH . dvitIyaH arDaH
   1 4 2 0601a gāyanti tvā gāyatriṇo 'rcantyarkamarkiṇaḥ .	1 4 2 0601a gAyanti tvA gAyatriNaH arcanti-arkam-arkiNaH .
   1 4 2 0601c brahmāṇastvā śatakrata udvaṃśamiva yemire .. 342	1 4 2 0601d brahmANaH-tvA Satakratas udvaMSam-iva yemire .. 342
   1 4 2 0602a indraṃ viśvā avīvṛdhantsamudravyacasaṃ giraḥ .	1 4 2 0602aH indram viSvAH avIvRDant-samudra-vyacasam giraH .
   1 4 2 0602c rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim .. 343	1 4 2 0602d raTItamam raTInAm vAjAnAm sat-patim patim .. 343
   1 4 2 0603a imamindra sutaṃ piba jyeṣṭhamamartyaṃ madam .	1 4 2 0603aH imam-indra sutam piba jyezWam-amartyam madam .
   1 4 2 0603c śukrasya tvābhyakṣarandhārā ṛtasya sādane .. 344	1 4 2 0603c Sukrasya tvA-aByakzaran-DArAH Rtasya sAdane .. 344
   1 4 2 0604a yadindra citra ma iha nāsti tvādātamadrivaḥ .	1 4 2 0604a yat-indra citra me iha na-asti tvAdAtama-drivaH .
   1 4 2 0604c rādhastanno vidadvasa ubhayāhastyā bhara .. 345	1 4 2 0604d rADaH-tat-naH vidadvasaH uBaya-ahastyAH Bara .. 345
   1 4 2 0605a śrudī havaṃ tiraścyā indra yastvā saparyati .	1 4 2 0605a SrudI havam tiraScyAH indra yaH-tvA sa-paryati .
   1 4 2 0605c suvīryasya gomato rāyaspūrdhi mahāṃ asi .. 346	1 4 2 0605c su-vIryasya gomataH rAyaspUrDi mahAm asi .. 346
   1 4 2 0606a asāvi soma indra te śaviṣṭha dhṛṣṇavā gahi .	1 4 2 0606a asAvi somaH indra te SavizWa DRzNavAH gahi .
   1 4 2 0606c ā tvā pṛṇaktvindriyaṃ rajaḥ sūryo na raśmibhiḥ .. 347	1 4 2 0606t A tvA pRNaktu-indriyam rajaH sUryaH na raSmiBiH .. 347
   1 4 2 0607a endra yāhi haribhirupa kaṇvasya suṣṭutim .	1 4 2 0607aH endra yAhi hariBiH-upa kaNvasya suzwutim .
   1 4 2 0607c divo amuṣya śāsato divaṃ yaya divāvaso .. 348	1 4 2 0607c divaH amuzya SAsataH divam yaya divAvasaH .. 348
   1 4 2 0608a ā tvā giro rathīrivāsthuḥ suteṣu girvaṇaḥ .	1 4 2 0608aH A tvA giraH raTIrivA-asTuH sutezu girvaNaH .
   1 4 2 0608c abhi tvā samanūṣata gāvo vatsaṃ na dhenavaḥ .. 349	1 4 2 0608c aBi tvA samanUzata gAvaH vatsam na DenavaH .. 349
   1 4 2 0609a eto nvindraṃ stavāma śuddhaṃ śuddhena sāmnā .	1 4 2 0609aH etaH nu-indram stavAma SudDam SudDena sAmnA .
   1 4 2 0609c śuddhairukthairvāvṛdhvāṃsaṃ śuddhairāśīrvānmamattu .. 350	1 4 2 0609t SudDEH-ukTEH-vAvRDvAMsam SudDEH-ASIrvAn-mamat-tu .. 350
   1 4 2 0610a yo rayiṃ vo rayintamo yo dyumnairdyumnavattamaḥ .	1 4 2 0610a yaH rayim vaH rayintamaH yaH dyumnEH-dyumnavattamaH .
   1 4 2 0610c somaḥ sutaḥ sa indra te 'sti svadhāpate madaḥ .. 351	1 4 2 0610d somaH sutaH saH indra te asti svaDApate madaH .. 351
   1 4 2 0701a pratyasmai pipīṣate viśvāni viduṣe bhara .	1 4 2 0701a pratyasmE pipIzate viSvAni viduze Bara .
   1 4 2 0701c araṅgamāya jagmaye 'paścādadhvane naraḥ .. 352	1 4 2 0701t araFgamAya jagmaye apaScAdaDvane naraH .. 352
   1 4 2 0702a ā no vayovayaḥśayaṃ mahāntaṃ gahvareṣṭhāṃ mahāntaṃ	1 4 2 0702aH A naH vayaH-vayaH-Sayam mahAntam gahvarezWAm mahAntam
   pūrvineṣṭhām .	pUrvinezWAm .
   1 4 2 0702c ugraṃ vaco apāvadhīḥ .. 353	1 4 2 0702t ugram vacaH apAvaDIH .. 353
   1 4 2 0703a ā tvā rathaṃ yathotaye sumnāya vartayāmasi .	1 4 2 0703aH A tvA raTam yaTotaye sumnAya vartayAmasi .
   1 4 2 0703c tuvikūrmimṛtīṣahamindraṃ śaviṣṭha satpatim .. 354	1 4 2 0703c tuvikUrmi-mRtIzaham-indram SavizWa sat-patim .. 354
   1 4 2 0704a sa pūrvyo mahonāṃ venaḥ kratubhirānaje .	1 4 2 0704a sa pUrvyaH mahA-UnAm venaH kratuBiH-Ana-je .
   1 4 2 0704c yasya dvārā manuḥ pitā deveṣu dhiya ānaje .. 355	1 4 2 0704t yasya dvArAH manuH pitA devezu DiyaH Anaje .. 355
   1 4 2 0705a yadī vahantyāśavo bhrājamānā ratheṣvā .	1 4 2 0705a yadI vahanti-ASavaH BrAjamAnA raTezu-A .
   1 4 2 0705c pibanto madiraṃ madhu tatra śravāṃsi kṛṇvate .. 356	1 4 2 0705d pibantaH madiram maDu tatra SravAMsi kRNvate .. 356
   1 4 2 0706a tyamu vo aprahaṇaṃ gṛṇīṣe śavasaspatim .	1 4 2 0706a tyamu vaH aprahaNam gRNIze Sava-saspatim .
   1 4 2 0706c indraṃ viśvāsāhaṃ naraṃ śaciṣṭhaṃ viśvavedasam .. 357	1 4 2 0706t indram viSvAsa-aham naram SacizWam viSva-vedasam .. 357
   1 4 2 0707a dadhikrāvṇo akāriṣaṃ jiṣṇoraśvasya vājinaḥ .	1 4 2 0707a daDikrAvNaH akArizam jizNoH-aSvasya vAjinaH .
   1 4 2 0707c surabhi no mukhā karatpra na āyūṃṣi tāriṣat .. 358	1 4 2 0707d suraBi naH muKA karat-pra naH AyUMzi tArizat .. 358
   1 4 2 0708a purāṃ bhinduryuvā kaviramitaujā ajāyata .	1 4 2 0708a purAm BinduH-yuvA kaviH-amita-ojAH ajAyata .
   1 4 2 0708c indro viśvasya karmaṇo dharttā vajrī puruṣṭutaḥ .. 359	1 4 2 0708t indraH viSvasya karmaNaH DarttA vajrI puruzwutaH .. 359
   1 4 2 0801a prapra vastriṣṭubhamiṣaṃ vandadvīrāyendave .	1 4 2 0801a prapra vastrizwuBa-mizam vandat-vIrAya-indave .
   1 4 2 0801c dhiyā vo medhasātaye purandhyā vivāsati .. 360	1 4 2 0801c DiyA vaH meDa-sAtaye puranDyAH vivAsati .. 360
   1 4 2 0802a kaśyapasya svarvido yāvāhuḥ sayujāviti .	1 4 2 0802a kaSyapasya svarvidaH yO=-AhuH sa-yujO=-iti .
   1 4 2 0802c yayorviśvamapi vrataṃ yajñaṃ dhīrā nicāyya .. 361	1 4 2 0802t yayoH-viSvam-api vratam yajQam DIrAH nicAyya .. 361
   1 4 2 0803a arcata prārcatā naraḥ priyamedhāso arcata .	1 4 2 0803a arcata prArcatAH naraH priya-meDAsaH arcata .
   1 4 2 0803c arcantu putrakā uta puramiddhṛṣṇvarcata .. 362	1 4 2 0803c arcantu putrakAH uta puram-id-hRzNu-arcataH .. 362
   1 4 2 0804a ukthamindrāya śaṃsyaṃ vardhanaṃ puruniḥṣidhe .	1 4 2 0804aH ukTam-indrAya SaMsyam varDanam puru-niHziDe .
   1 4 2 0804c śakro yathā suteṣu no rāraṇatsakhyeṣu ca .. 363	1 4 2 0804c SakraH yaTA sutezu naH rAraNat-saKyezu ca .. 363
   1 4 2 0805a viśvānarasya vaspatimanānatasya śavasaḥ .	1 4 2 0805a viSvAnarasya vaspati-manAnatasya SavasaH .
   1 4 2 0805c evaiśca carṣaṇīnāmūtī huve rathānām .. 364	1 4 2 0805t evEH-ca carzaNInA-mUtI huve raTAnAm .. 364
   1 4 2 0806a sa ghā yaste divo naro dhiyā martasya śamataḥ .	1 4 2 0806a sa GAH yaH-te divaH naraH DiyA martasya SamataH .
   1 4 2 0806c ūtī sa bṛhato divo dviṣo aṃho na tarati .. 365	1 4 2 0806c UtI sa bRhataH divaH dvizaH aMhaH na tarati .. 365
   1 4 2 0807a vibhoṣṭa indra rādhaso vibhvī rātiḥ śatakrato .	1 4 2 0807a viBozwaH indra rADasaH viBviH rAtiH Satakrato .
   1 4 2 0807c athā no viśvacarṣaṇe dyumnaṃ sudatra maṃhaya .. 366	1 4 2 0807t aTAH naH viSva-carzaNe dyumnam sudatra maMhaya .. 366
   1 4 2 0808a vayaścitte patatriṇo dvipāccatuṣpādarjuni .	1 4 2 0808a vayaH-citte patatriNaH dvipAt-catuzpAdarjuni .
   1 4 2 0808c uṣaḥ prārannṛtūṃranu divo antebhyaspari .. 367	1 4 2 0808c uzaH prArannRtUMranu divaH anteByaspari .. 367
   1 4 2 0809a amī ye devā sthana madhya ā rocane divaḥ .	1 4 2 0809a amI ye devAH sTana maDye A rocane divaH .
   1 4 2 0809c kadva ṛtaṃ kadamṛtaṃ kā pratnā va āhutiḥ .. 368	1 4 2 0809d kadvaH Rtam kadamRtam kA pratnA vaH AhutiH .. 368
   1 4 2 0810a ṛcaṃ sāma yajāmahe yābhyāṃ karmāṇi kṛṇvate .	1 4 2 0810aH Rcam sAma yajAmahe yAByAm karmANi kRNvate .
   1 4 2 0810c vi te sadasi rājato yajñaṃ deveṣu vakṣataḥ .. 369	1 4 2 0810t vi te sadasi rAjataH yajQam devezu vakzataH .. 369
   1 4 2 0901a viśvāḥ pṛtanā abhibhūtaraṃ naraḥ sajūstatakṣurindraṃ jajanuśca	1 4 2 0901a viSvAH pRtanA aBiBUtaram naraH sajUH-tatakzuH-indram jajanuH-ca
   rājase .	rAjase .
   1 4 2 0901c kratve vare sthemanyāmurīmutogramojiṣṭhaṃ tarasaṃ tarasvinam	1 4 2 0901c kratve vare sTemanyAmurI-muta-ugramojizWam tarasam tarasvinam
   1 4 2 0902a śratte dadhāmi prathamāya manyave 'hanyaddasyuṃ naryaṃ	1 4 2 0902a Sratte daDAmi praTamAya manyave ahani-at-dasyum naryam
   viverapaḥ .	viverapaH .
   1 4 2 0902c ubhe yatvā rodasī dhāvatāmanu bhyasātte śuṣmātpṛthivī	1 4 2 0902c uBe yatvA rodasI DAvatAm-anu ByasAt-te SuzmAt-pRTivI
   cidadrivaḥ .. 371	cit-adrivaH .. 371
   1 4 2 0903a sameta viśvā ojasā patiṃ divo ya eka idbhūratithirjanānām	1 4 2 0903a sameta viSvA ojasA patim divaH yaH ekaH id-BUH-atiTiH-janAnAm
   1 4 2 0903c sa pūrvyo nūtanamājigīṣaṃ taṃ varttanīranu vāvṛta eka it ..	1 4 2 0903c sa pUrvyaH nUtanama-ajigIzam tam varttanIranu vA-AvRtaH ekaH id ..
   1 4 2 0904a ime ta indra te vayaṃ puruṣṭuta ye tvārabhya carāmasi	1 4 2 0904aH ime te indra te vayam puruzwuta ye tu-AraBya carAmasi
   prabhūvaso .	praBUvasaH .
