   mātṛkā 1	mAtRkA 1
   mattonmattapramattārta- kitavagrāmayājakāḥ // Nar_1.160 //	matta-unmatta-pramatta-Arta kitava-grAma-yAjakAH // Nar_1.160 //
   mahāpathikasāmudra- vaṇikpravrajitāturāḥ /	mahApaTika-sAmudra vaNij-pravrajita-AturAH /
   lubdhakaśrotriyācāra- hīnaklībakuśīlavāḥ // Nar_1.161 //	lubDaka-Srotriya-AcAra hIna-klIba-kuSIlavAH // Nar_1.161 //
   nāstikavrātyadārāgni- tyāgino 'yājyayājakāḥ /	nAstika-vrAtya-dAra-agni tyAginaH ayAjya-yAjakAH /
   ekasthālīsahāyāri- carajñātisanābhayaḥ // Nar_1.162 //	ekasTAlI-sahAya-ari cara-jQAti-sanABayaH // Nar_1.162 //
   prāgdṛṣṭadoṣaśailūṣa viṣajīvyahituṇḍikāḥ /	prAk-dRzwa-doza-SElUza viza-jIvi-ahituNxikAH /
   garadāgnidakīnāśa- śūdrāputropapātikāḥ // Nar_1.163 //	garada-agnidakI-nASa SUdrA-putra-upapAtikAH // Nar_1.163 //
   klāntasāhasikaśrānta- nirdhanāntyāvasāyinaḥ /	klAnta-sAhasika-SrAnta nirDana-antyAvasAyinaH /
   bhinnavṛttāsamāvṛtta- jaḍatailikamūlikāḥ // Nar_1.164 //	Binna-vRtta-asamAvRtta jaxa-tElika-mUlikAH // Nar_1.164 //
   bhūtāviṣṭanṛpadviṣṭa varṣanakṣatrasūcakāḥ /	BUta-Avizwa-nRpa-dvizwa varza-nakzatra-sUcakAH /
   aghaśaṃsyātmavikretṛ- hīnāṅgabhagavṛttayaḥ // Nar_1.165 //	aGa-SaMsi-Atma-vikretR hIna-aFga-Baga-vRttayaH // Nar_1.165 //
   kunakhī śyāvadan śvitri- mitradhrukśaṭhaśauṇḍikāḥ /	kunaKI SyAva-dan Svitri mitra-Druj-SaWa-SONxikAH /
   aindrajālikalubdhogra śreṇīgaṇavirodhinaḥ // Nar_1.166 //	EndrajAlika-lubDa-ugra SreNI-gaNa-viroDinaH // Nar_1.166 //
   vadhakṛccitrakṛnmaṅkhaḥ patitaḥ kūṭakārakaḥ /	vaDa-kRt-citrakRt-maFKaH patitaH kUwa-kArakaH /
   kuhakaḥ pratyavasitas taskaro rājapūruṣaḥ // Nar_1.167 //	kuhakaH pratyavasitaH taskaraH rAja-pUruzaH // Nar_1.167 //
   manuṣyaviṣaśastrāmbu- lavaṇāpūpavīrudhām /	manuzya-viza-Sastra-ambu lavaNa-apUpa-vIruDAm /
   vikretā brāhmaṇaś caiva dvijo vārdhuṣikaś ca yaḥ // Nar_1.168 //	vikretA brAhmaNaH ca-eva dvijaH vArDuzikaH ca yaH // Nar_1.168 //
   cyutaḥ svadharmāt kulikaḥ stāvako hīnasevakaḥ /	cyutaH svaDarmAt kulikaH stAvakaH hIna-sevakaH /
   pitrā vivadamānaś ca bhedakṛc cety asākṣiṇaḥ // Nar_1.169 //	pitrA vivadamAnaH ca Beda-kRt ca-iti asAkziNaH // Nar_1.169 //
   asākṣiṇo ye nirdiṣṭā dāsanaikṛtikādayaḥ /	asAkziNaH ye nirdizwAH dAsa-nEkRtika-AdayaH /
   kāryagauravam āsādya bhaveyus te 'pi sākṣiṇaḥ // Nar_1.170 //	kArya-gOravam AsAdya BaveyuH te api sAkziNaH // Nar_1.170 //
   sāhaseṣu ca sarveṣu steyasaṃgrahaṇeṣu ca /	sAhasezu ca sarvezu steya-saMgrahaNezu ca /
   pāruṣyayoś cāpy ubhayor na parīkṣeta sākṣiṇaḥ // Nar_1.171 //	pAruzyayoH ca-api uBayoH na parIkzeta sAkziNaH // Nar_1.171 //
   teṣām api na bālaḥ syān naiko na strī na kūṭakṛt /	tezAm api na bAlaH syAt na-ekaH na strI na kUwa-kRt /
   na bāndhavo na cārātir brūyus te sākṣyam anyathā // Nar_1.172 //	na bAnDavaH na ca-arAtiH brUyuH te sAkzyam anyaTA // Nar_1.172 //
   bālo 'jñānād asatyāt strī pāpābhyāsāc ca kūṭakṛt /	bAlaH ajQAnAt asatyAt strI pApa-aByAsAt ca kUwa-kRt /
   vibrūyād bāndhavaḥ snehād vairaniryātanād ariḥ // Nar_1.173 //	vibrUyAt bAnDavaH snehAt vEra-niryAtanAt ariH // Nar_1.173 //
   athavānumato yaḥ syād dvayor vivadamānayoḥ /	aTavA-anumataH yaH syAt dvayoH vivadamAnayoH /
   asākṣy eko 'pi sākṣitve praṣṭavyaḥ syāt sa saṃsadi // Nar_1.174 //	asAkzI ekaH api sAkzi-tve prazwavyaH syAt sa saMsadi // Nar_1.174 //
   yas tv ātmadoṣabhinnatvād asvastha iva lakṣyate /	yaH tu Atma-doza-Binna-tvAt asvasTaH iva lakzyate /
   sthānāt sthānāntaraṃ gacched ekaikaṃ copadhāvati // Nar_1.175 //	sTAnAt sTAna-antaram gacCet ekEkam ca-upaDAvati // Nar_1.175 //
   kāsate 'nibhṛto 'kasmād abhīkṣṇaṃ niśvasaty api /	kAsate aniBRtaH akasmAt aBIkzNam niSvasati api /
   bhūmiṃ likhati pādābhyāṃ bāhu vāso dhunoti ca // Nar_1.176 //	BUmim liKati pAdAByAm bAhu vAsaH Dunoti ca // Nar_1.176 //
   bhidyate mukhavarṇo 'sya lalāṭaṃ svidyate tathā /	Bidyate muKa-varNaH asya lalAwam svidyate taTA /
   śoṣam āgacchataś coṣṭhāv ūrdhvaṃ tiryak ca vīkṣate // Nar_1.177 //	Sozam AgacCataH ca-uzWO UrDvam tiryak ca vIkzate // Nar_1.177 //
   tvaramāṇa ivābaddham apṛṣṭo bahu bhāṣate /	tvaramANaH iva-AbadDam apRzwaH bahu BAzate /
   kūṭasākṣī sa vijñeyas taṃ pāpaṃ vinayen nṛpaḥ // Nar_1.178 //	kUwa-sAkzI sa vijQeyaH tam pApam vinayet nRpaH // Nar_1.178 //
   śrāvayitvā ca yo 'nyebhyaḥ sākṣitvaṃ tad vinihnute /	SrAvayitvA ca yaH anyeByaH sAkzi-tvam tat vinihnute /
   sa vineyo bhṛśataraṃ kūṭasākṣyadhiko hi saḥ // Nar_1.179 //	sa vineyaH BRSataram kUwa-sAkzI-aDikaH hi saH // Nar_1.179 //
   āhūya sākṣiṇaḥ pṛcchen niyamya śapathair bhṛśam /	AhUya sAkziNaH pRcCet niyamya SapaTEH BRSam /
   samastān viditācārān vijñātārthān pṛthak pṛthak // Nar_1.180 //	samastAn vidita-AcArAn vijQAta-arTAn pRTak pRTak // Nar_1.180 //
   satyena śāpayed vipraṃ kṣatriyaṃ vāhanāyudhaiḥ /	satyena SApayet vipram kzatriyam vAhana-AyuDEH /
   gobījakāñcanair vaiśyaṃ śūdraṃ sarvais tu pātakaiḥ // Nar_1.181 //	go-bIja-kAQcanEH vESyam SUdram sarvEH tu pAtakEH // Nar_1.181 //
   purāṇair dharmavacanaiḥ satyamāhātmyakīrtanaiḥ /	purANEH Darma-vacanEH satya-mAhAtmya-kIrtanEH /
   anṛtasyāpavādaiś ca bhṛśam uttrāsya sākṣiṇaḥ // Nar_1.182 //	anRtasya-apavAdEH ca BRSam uttrAsya sAkziNaH // Nar_1.182 //
   nagno muṇḍaḥ kapālena bhikṣārthī kṣutpipāsitaḥ /	nagnaH muNxaH kapAlena BikzA-arTI kzuD-pipAsitaH /
   dīnaḥ śatrugṛhaṃ gacched yaḥ sākṣyam anṛtaṃ vadet // Nar_1.183 //	dInaH Satru-gRham gacCet yaH sAkzyam anRtam vadet // Nar_1.183 //
   nagare pratiruddhaḥ san bahirdvāre bubhukṣitaḥ /	nagare pratirudDaH san bahirdvAre buBukzitaH /
   amitrān bhūyaśaḥ paśyed yaḥ sākṣyam anṛtaṃ vadet // Nar_1.184 //	amitrAn BUyaSas paSyet yaH sAkzyam anRtam vadet // Nar_1.184 //
   yāṃ rātrim adhivinnā strī yāṃ caivākṣaparājitaḥ /	yAm rAtrim aDivinnA strI yAm ca-eva-akza-parAjitaH /
   yāṃ ca bhārābhitaptāṅgo durvivaktā sa tāṃ vaset // Nar_1.185 //	yAm ca BAra-aBitapta-aFgaH durvivaktA sa tAm vaset // Nar_1.185 //
   sākṣī sākṣyasamuddeśe gokarṇaśithilaṃ caran /	sAkzI sAkzya-samuddeSe gokarNa-SiTilam caran /
   sahasraṃ vāruṇān pāśān ātmani pratimuñcati // Nar_1.186 //	sahasram vAruNAn pASAn Atmani pratimuQcati // Nar_1.186 //
   tasya varṣaśate pūrṇe pāśam ekaṃ pramucyate /	tasya varza-Sate pUrNe pASam ekam pramucyate /
   evaṃ sa bandhanāt tasmān mucyate niyutāḥ samāḥ // Nar_1.187 //	evam sa banDanAt tasmAt mucyate niyutAH samAH // Nar_1.187 //
   yāvato bāndhavāṃs yasmin hanti sākṣye 'nṛtaṃ vadan /	yAvataH bAnDavAn yasmin hanti sAkzye anRtam vadan /
   tāvataḥ saṃkhyayā tasmin śṛṇu saumyānupūrvaśaḥ // Nar_1.188 //	tAvataH saMKyayA tasmin SRNu sOmya-anupUrvaSas // Nar_1.188 //
   pañca paśvanṛte hanti daśa hanti gavānṛte /	paQca paSu-anRte hanti daSa hanti gavAnRte /
   śatam aśvānṛte hanti sahasraṃ puruṣānṛte // Nar_1.189 //	Satam aSva-anRte hanti sahasram puruza-anRte // Nar_1.189 //
   hanti jātān ajātāṃś ca hiraṇyārthe 'nṛtaṃ vadan /	hanti jAtAn ajAtAn ca hiraNya-arTe anRtam vadan /
   sarvaṃ bhūmyanṛte hanti mā sma bhūmyanṛtaṃ vadīḥ // Nar_1.190 //	sarvam BUmi-anRte hanti mA sma BUmi-anRtam vadIH // Nar_1.190 //
   ekam evādvitīyaṃ tat prāhuḥ pāvanam ātmanaḥ /	ekam eva-advitIyam tat prAhuH pAvanam AtmanaH /
   satyaṃ svargasya sopānaṃ pārāvārasya naur iva // Nar_1.191 //	satyam svargasya sopAnam pArAvArasya nOH iva // Nar_1.191 //
   aśvamedhasahasraṃ ca satyaṃ ca tulayā dhṛtam /	aSvameDa-sahasram ca satyam ca tulayA DRtam /
   aśvamedhasahasrād dhi satyam eva viśiṣyate // Nar_1.192 //	aSvameDa-sahasrAt Di satyam eva viSizyate // Nar_1.192 //
   varaṃ kūpaśatād vāpi varaṃ vāpīśatāt kratuḥ /	varam kUpa-SatAt vA-api varam vApI-SatAt kratuH /
   varaṃ kratuśatāt putraḥ satyaṃ putraśatād varam // Nar_1.193 //	varam kratu-SatAt putraH satyam putra-SatAt varam // Nar_1.193 //
   bhūr dhārayati satyena satyenodeti bhāskaraḥ /	BUH DArayati satyena satyena-udeti BAskaraH /
   satyena vāyuḥ pavate satyenāpaḥ sravanti ca // Nar_1.194 //	satyena vAyuH pavate satyena-apaH sravanti ca // Nar_1.194 //
   satyam eva paraṃ dānaṃ satyam eva paraṃ tapaḥ /	satyam eva param dAnam satyam eva param tapaH /
   satyam eva paro dharmo lokānām iti naḥ śrutam // Nar_1.195 //	satyam eva paraH DarmaH lokAnAm iti naH Srutam // Nar_1.195 //
   satyaṃ devāḥ samāsena manuṣyās tv anṛtaṃ smṛtam /	satyam devAH samAsena manuzyAH tu anRtam smRtam /
   ihaiva tasya devatvaṃ yasya satye sthitā matiḥ // Nar_1.196 //	iha-eva tasya deva-tvam yasya satye sTitA matiH // Nar_1.196 //
   satyaṃ brūhy anṛtaṃ tyaktvā satyena svargam eṣyasi /	satyam brUhi anRtam tyaktvA satyena svargam ezyasi /
   uktvānṛtaṃ mahāghoraṃ narakaṃ pratipatsyate // Nar_1.197 //	uktvA-anRtam mahA-Goram narakam pratipatsyate // Nar_1.197 //
   nirayeṣu ca te śaśvaj jihvām utkṛtya dāruṇāḥ /	nirayezu ca te SaSvat jihvAm utkRtya dAruNAH /
   asibhiḥ śātayiṣyanti balino yamakiṃkarāḥ // Nar_1.198 //	asiBiH SAtayizyanti balinaH yama-kiMkarAH // Nar_1.198 //
   śūlair bhetsyanti cākruddhāḥ krośantam aparāyaṇam /	SUlEH Betsyanti ca-akrudDAH kroSantam aparAyaNam /
   avākśirasam utkṣipya kṣepsyanty agnihradeṣu ca // Nar_1.199 //	avAk-Sirasam utkzipya kzepsyanti agni-hradezu ca // Nar_1.199 //
   anubhūya ca duḥkhās tāś ciraṃ narakavedanāḥ /	anuBUya ca duHKAH tAH ciram naraka-vedanAH /
   iha yāsyasy abhavyāsu gṛdhrakākādiyoniṣu // Nar_1.200 //	iha yAsyasi aBavyAsu gRDra-kAka-Adi-yonizu // Nar_1.200 //
   jñātvaitān anṛte doṣāñ jñātvā satye ca sadguṇān /	jQAtvA-etAn anRte dozAn jQAtvA satye ca sat-guNAn /
   satyaṃ vadoddharātmānaṃ mātmānaṃ pātayiṣyasi // Nar_1.201 //	satyam vada-udDara-AtmAnam mA-AtmAnam pAtayizyasi // Nar_1.201 //
   na bāndhavā na suhṛdo na dhanāni mahānty api /	na bAnDavAH na suhRdaH na DanAni mahAnti api /
   alaṃ tārayituṃ śaktās tamasy ugre nimajjataḥ // Nar_1.202 //	alam tArayitum SaktAH tamasi ugre nimajjataH // Nar_1.202 //
   pitaras tv avalambante tvayi sākṣitvam āgate /	pitaraH tu avalambante tvayi sAkzi-tvam Agate /
   tārayiṣyati kiṃvāsmān ātmānaṃ pātayiṣyati // Nar_1.203 //	tArayizyati kiMvA-asmAn AtmAnam pAtayizyati // Nar_1.203 //
   satyam ātmā manuṣyasya satye sarvaṃ pratiṣṭhitam /	satyam AtmA manuzyasya satye sarvam pratizWitam /
   sarvathaivātmanātmānaṃ śreyasā yojayiṣyasi // Nar_1.204 //	sarvaTA-eva-AtmanA-AtmAnam SreyasA yojayizyasi // Nar_1.204 //
   yāṃ ca rātrim ajaniṣṭhā yāṃ rātriṃ ca mariṣyasi /	yAm ca rAtrim ajanizWA yAm rAtrim ca marizyasi /
   vṛthā tadantaraṃ te syāt kuryāś cet satyam anyathā // Nar_1.205 //	vRTA tad-antaram te syAt kuryAH ced satyam anyaTA // Nar_1.205 //
   nāsti satyāt paro dharmo nānṛtāt pātakaṃ param /	na-asti satyAt paraH DarmaH na-anRtAt pAtakam param /
   sākṣidharme viśeṣeṇa satyam eva vadet tataḥ // Nar_1.206 //	sAkzi-Darme viSezeNa satyam eva vadet tatas // Nar_1.206 //
   yaḥ parārthe praharati svāṃ vācaṃ puruṣādhamaḥ /	yaH para-arTe praharati svAm vAcam puruza-aDamaH /
   ātmārthe kiṃ na kuryāt sa pāpo narakanirbhayaḥ // Nar_1.207 //	Atma-arTe kim na kuryAt sa pApaH naraka-nirBayaH // Nar_1.207 //
   arthā vai vāci niyatā vāṅmūlā vāgviniḥsṛtāḥ /	arTAH vE vAci niyatAH vAc-mUlAH vAc-viniHsRtAH /
   yo hy etāṃ stenayed vācaṃ sa sarvasteyakṛn naraḥ // Nar_1.208 //	yaH hi etAm stenayet vAcam sa sarva-steya-kRt naraH // Nar_1.208 //
   sākṣivipratipattau tu pramāṇaṃ bahavo yataḥ /	sAkzi-vipratipattO tu pramANam bahavaH yatas /
   tatsāmye śucayo grāhyās tatsāmye smṛtimattarāḥ // Nar_1.209 //	tad-sAmye SucayaH grAhyAH tad-sAmye smRtimattarAH // Nar_1.209 //
   smṛtimatsākṣisāmyaṃ tu vivāde yatra dṛśyate /	smRtimat-sAkzi-sAmyam tu vivAde yatra dRSyate /
   sūkṣmatvāt sākṣidharmasya sākṣyaṃ vyāvartate punaḥ // Nar_1.210 //	sUkzma-tvAt sAkzi-Darmasya sAkzyam vyAvartate punar // Nar_1.210 //
   nirdiṣṭeṣv arthajāteṣu sākṣī cet sākṣyam āgataḥ /	nirdizwezu arTa-jAtezu sAkzI ced sAkzyam AgataH /
   na brūyād akṣarasamaṃ na tan nigaditaṃ bhavet // Nar_1.211 //	na brUyAt akzara-samam na tat nigaditam Bavet // Nar_1.211 //
   deśakālavayodravya- pramāṇākṛtijātiṣu /	deSa-kAla-vayaH-dravya pramANa-AkRti-jAtizu /
   yatra vipratipattiḥ syāt sākṣyaṃ tad asad ucyate // Nar_1.212 //	yatra vipratipattiH syAt sAkzyam tat asat ucyate // Nar_1.212 //
   ūnam abhyadhikaṃ cārthaṃ prabrūyur yatra sākṣiṇaḥ /	Unam aByaDikam ca-arTam prabrUyuH yatra sAkziNaH /
   tad apy anuktaṃ vijñeyam eṣa sākṣyavidhiḥ smṛtaḥ // Nar_1.213 //	tat api anuktam vijQeyam eza sAkzya-viDiH smRtaH // Nar_1.213 //
   pramādād dhanino yatra na syāl lekhyaṃ na sākṣiṇaḥ /	pramAdAt DaninaH yatra na syAt leKyam na sAkziNaH /
   arthaṃ cāpahnuyād vādī tatroktas trividho vidhiḥ // Nar_1.214 //	arTam ca-apahnuyAt vAdI tatra-uktaH triviDaH viDiH // Nar_1.214 //
   codanā pratikālaṃ ca yuktileśas tathaiva ca /	codanA pratikAlam ca yukti-leSaH taTA-eva ca /
   tṛtīyaḥ śapathaś coktas tair evaṃ sādhayet kramāt // Nar_1.215 //	tRtIyaH SapaTaH ca-uktaH tEH evam sADayet kramAt // Nar_1.215 //
   abhīkṣṇaṃ codyamāno yaḥ pratihanyān na tadvacaḥ /	aBIkzNam codyamAnaH yaH pratihanyAt na tad-vacaH /
   tricatuḥpañcakṛtvo vā parato 'rthaṃ tam āvahet // Nar_1.216 //	tri-catur-paQca-kRtvas vA paratas arTam tam Avahet // Nar_1.216 //
   codanāpratighāte tu yuktileśais tam anviyāt /	codanA-pratiGAte tu yukti-leSEH tam anviyAt /
   deśakālārthasaṃbandha- parimāṇakriyādibhiḥ // Nar_1.217 //	deSa-kAla-arTa-saMbanDa parimANa-kriyA-AdiBiH // Nar_1.217 //
   yuktiṣv apy asamarthāsu śapathair enam ardayet /	yuktizu api asamarTAsu SapaTEH enam ardayet /
   arthakālabalāpekṣam agnyambusukṛtādibhiḥ // Nar_1.218 //	arTa-kAla-bala-apekzam agni-ambu-sukRta-AdiBiH // Nar_1.218 //
   dīptāgnir yaṃ na dahati yam antardhārayanty āpaḥ /	dIpta-agniH yam na dahati yam antarDArayanti ApaH /
   sa taraty abhiśāpaṃ taṃ kilbiṣī syād viparyaye // Nar_1.219 //	sa tarati aBiSApam tam kilbizI syAt viparyaye // Nar_1.219 //
   strīṇāṃ śīlābhiyogeṣu steyasāhasayor api /	strINAm SIla-aBiyogezu steya-sAhasayoH api /
   eṣa eva vidhir dṛṣṭaḥ sarvārthāpahnaveṣu ca // Nar_1.220 //	ezaH eva viDiH dRzwaH sarva-arTa-apahnavezu ca // Nar_1.220 //
   śapathā hy api devānām ṛṣīṇām api ca smṛtāḥ /	SapaTAH hi api devAnAm RzINAm api ca smRtAH /
   vasiṣṭhaḥ śapathaṃ śepe yātudhāne tu śaṅkitaḥ // Nar_1.221 //	vasizWaH SapaTam Sepe yAtuDAne tu SaFkitaH // Nar_1.221 //
   saptarṣayas tathendrāya puṣkarārthe samāgatāḥ /	saptarzayaH taTA-indrAya puzkara-arTe samAgatAH /
   śepuḥ śapatham avyagrāḥ parasparaviśuddhaye // Nar_1.222 //	SepuH SapaTam avyagrAH paraspara-viSudDaye // Nar_1.222 //
   ayuktaṃ sāhasaṃ kṛtvā pratyāpattiṃ bhajeta yaḥ /	ayuktam sAhasam kRtvA pratyApattim Bajeta yaH /
   brūyāt svayaṃ vā sadasi tasyārdhavinayaḥ smṛtaḥ // Nar_1.223 //	brUyAt svayam vA sadasi tasya-arDa-vinayaH smRtaH // Nar_1.223 //
   gūhamānas tu daurātmyād yadi pāpaṃ sa jīyate /	gUhamAnaH tu dOrAtmyAt yadi pApam sa jIyate /
   sabhyāś cātra na tuṣyanti tīvro daṇḍaś ca pātyate // Nar_1.224 //	saByAH ca-atra na tuzyanti tIvraH daNxaH ca pAtyate // Nar_1.224 //
   2.nikṣipaḥ	2.nikzipaH
   svadravyaṃ yatra viśrambhān nikṣipaty aviśaṅkitaḥ /	sva-dravyam yatra viSramBAt nikzipati aviSaFkitaH /
   nikṣepo nāma tat proktaṃ vyavahārapadaṃ budhaiḥ // Nar_2.01 //	nikzepaH nAma tat proktam vyavahAra-padam buDEH // Nar_2.01 //
   anyadravyavyavahitaṃ dravyam avyākṛtaṃ ca yat /	anya-dravya-vyavahitam dravyam avyAkRtam ca yat /
   nikṣipyate paragṛhe tad aupanidhikaṃ smṛtam // Nar_2.02 //	nikzipyate para-gRhe tat OpaniDikam smRtam // Nar_2.02 //
   sa punar dvividhaḥ proktaḥ sākṣimān itaras tathā /	sa punar dviviDaH proktaH sAkzimAn itaraH taTA /
   pratidānaṃ tathaivāsya pratyayaḥ syād viparyaye // Nar_2.03 //	pratidAnam taTA-eva-asya pratyayaH syAt viparyaye // Nar_2.03 //
   yācyamānas tu yo dātrā nikṣepaṃ na prayacchati /	yAcyamAnaH tu yaH dAtrA nikzepam na prayacCati /
   daṇḍyaḥ sa rājñā dāpyaś ca naṣṭe dāpyaś ca tatsamam // Nar_2.04 //	daNxyaH sa rAjQA dApyaH ca nazwe dApyaH ca tad-samam // Nar_2.04 //
   yaś cārthaṃ sādhayet tena nikṣeptur ananujñayā /	yaH ca-arTam sADayet tena nikzeptuH ananujQayA /
   tatrāpi daṇḍyaḥ sa bhavet tac ca sodayam āvahet // Nar_2.05 //	tatra-api daNxyaH sa Bavet tat ca sa-udayam Avahet // Nar_2.05 //
   grahītuḥ saha yo 'rthena naṣṭo naṣṭaḥ sa dāyinaḥ /	grahItuH saha yaH arTena nazwaH nazwaH sa dAyinaH /
   daivarājakṛte tadvan na cet taj jihmakāritam // Nar_2.06 //	dEva-rAja-kRte tadvat na ced tat jihma-kAritam // Nar_2.06 //
   eṣa eva vidhir dṛṣṭo yācitānvāhitādiṣu /	ezaH eva viDiH dRzwaH yAcita-anvAhita-Adizu /
   śilpiṣūpanidhau nyāse pratinyāse tathaiva ca // Nar_2.07 //	Silpizu-upaniDO nyAse pratinyAse taTA-eva ca // Nar_2.07 //
   pratigṛhṇāti pogaṇḍaṃ yaś ca sapradhanaṃ naraḥ /	pratigRhNAti pogaNxam yaH ca sa-praDanam naraH /
   tasyāpy eṣa bhaved dharmaḥ ṣaḍ ete vidhayaḥ samāḥ // Nar_2.08 //	tasya-api eza Bavet DarmaH zaw ete viDayaH samAH // Nar_2.08 //
   3.saṃbhūyasamutthānam	3.-saMBUyasamutTAnam
   vaṇikprabhṛtayo yatra karma saṃbhūya kurvate /	vaNij-praBRtayaH yatra karma saMBUya kurvate /
   tat saṃbhūyasamutthānaṃ vyavahārapadaṃ smṛtam // Nar_3.01 //	tat saMBUyasamutTAnam vyavahAra-padam smRtam // Nar_3.01 //
   phalahetor upāyena karma saṃbhūya kurvatām /	Pala-hetoH upAyena karma saMBUya kurvatAm /
   ādhārabhūtaḥ prakṣepas tenottiṣṭheyur aṃśataḥ // Nar_3.02 //	ADAra-BUtaH prakzepaH tena-uttizWeyuH aMSataH // Nar_3.02 //
   samo 'tirikto hīno vā yatrāṃśo yasya yādṛśaḥ /	samaH atiriktaH hInaH vA yatra-aMSaH yasya yAdRSaH /
   kṣayavyayau tathā vṛddhis tasya tatra tathāvidhāḥ // Nar_3.03 //	kzaya-vyayO taTA vRdDiH tasya tatra taTAviDAH // Nar_3.03 //
   bhāṇḍapiṇḍavyayoddhāra- bhārasārānvavekṣaṇam /	BANxa-piNxa-vyayodDAra BAra-sAra-anvavekzaNam /
   kuryus te 'vyabhicāreṇa samaye sve vyavasthitāḥ // Nar_3.04 //	kuryuH te avyaBicAreNa samaye sve vyavasTitAH // Nar_3.04 //
   pramādān nāśitaṃ dāpyaḥ pratiṣiddhakṛtaṃ ca yat /	pramAdAt nASitam dApyaH pratizidDa-kRtam ca yat /
   asaṃdiṣṭaś ca yat kuryāt sarvaiḥ saṃbhūyakāribhiḥ // Nar_3.05 //	asaMdizwaH ca yat kuryAt sarvEH saMBUya-kAriBiH // Nar_3.05 //
   daivataskararājotthe vyasane samupasthite /	dEva-taskara-rAja-utTe vyasane samupasTite /
   yas tat svaśaktyā saṃrakṣet tasyāṃśo daśamaḥ smṛtaḥ // Nar_3.06 //	yaH tat sva-SaktyA saMrakzet tasya-aMSaH daSamaH smRtaH // Nar_3.06 //
   ekasya cet syād vyasanaṃ dāyādo 'sya tad āpnuyāt /	ekasya ced syAt vyasanam dAyAdaH asya tat ApnuyAt /
   anyo vāsati dāyāde śaktāś cet sarva eva vā // Nar_3.07 //	anyaH vA-asati dAyAde SaktAH ced sarve eva vA // Nar_3.07 //
   ṛtvijāṃ vyasane 'py evam anyas tat karma nistaret /	RtvijAm vyasane api evam anyaH tat karma nistaret /
   labheta dakṣiṇābhāgaṃ sa tasmāt saṃprakalpitam // Nar_3.08 //	laBeta dakziNA-BAgam sa tasmAt saMprakalpitam // Nar_3.08 //
   ṛtvig yājyam aduṣṭaṃ yas tyajed anapakāriṇam /	Rtvij yAjyam aduzwam yaH tyajet anapakAriNam /
   aduṣṭaṃ va rtvijaṃ yājyo vineyau tāv ubhāv api // Nar_3.09 //	aduzwam va rtvijam yAjyaH vineyO tO uBO api // Nar_3.09 //
   ṛtvik tu trividho dṛṣṭaḥ pūrvajuṣṭaḥ svayaṃkṛtaḥ /	Rtvij tu triviDaH dRzwaH pUrva-juzwaH svayaMkRtaH /
   yadṛcchayā ca yaḥ kuryād ārtvijyaṃ prītipūrvakam // Nar_3.10 //	yadRcCayA ca yaH kuryAt Artvijyam prIti-pUrvakam // Nar_3.10 //
   kramāgateṣv eṣa dharmo vṛteṣv ṛtvikṣu ca svayam /	krama-Agatezu eza DarmaH vRtezu Rtvikzu ca svayam /
   yādṛcchike tu saṃyājye tattyāge nāsti kilbiṣam // Nar_3.11 //	yAdRcCike tu saMyAjye tad-tyAge na-asti kilbizam // Nar_3.11 //
   śulkasthānaṃ vaṇik prāptaḥ śulkaṃ dadyād yathopagam /	Sulka-sTAnam vaNij prAptaH Sulkam dadyAt yaTopagam /
   na tad vyatihared rājñāṃ balir eṣa prakalpitaḥ // Nar_3.12 //	na tat vyatiharet rAjQAm baliH eza prakalpitaH // Nar_3.12 //
   śulkasthānaṃ pariharan na kāle krayavikrayī /	Sulka-sTAnam pariharan na kAle kraya-vikrayI /
   mithyoktvā ca parīmāṇaṃ dāpyo 'ṣṭaguṇam atyayam // Nar_3.13 //	miTyA-uktvA ca parImANam dApyaH azwaguNam atyayam // Nar_3.13 //
   kaścic cet saṃcaran deśāt preyād abhyāgato vaṇik /	kaScid ced saMcaran deSAt preyAt aByAgataH vaNij /
   rājāsya bhāṇḍaṃ tad rakṣet yāvad dāyādadarśanam // Nar_3.14 //	rAjA-asya BANxam tat rakzet yAvat dAyAda-darSanam // Nar_3.14 //
   dāyāde 'sati bandhubhyo jñātibhyo vā tad arpayet /	dAyAde asati banDuByaH jQAtiByaH vA tat arpayet /
   tadabhāve suguptaṃ tad dhārayed daśatīḥ samāḥ // Nar_3.15 //	tad-aBAve su-guptam tat DArayet daSatIH samAH // Nar_3.15 //
   asvāmikam adāyādaṃ daśavarṣasthitaṃ tataḥ /	asvAmikam adAyAdam daSa-varza-sTitam tatas /
   rājā tad ātmasāt kuryād evaṃ dharmo na hīyate // Nar_3.16 //	rAjA tat AtmasAt kuryAt evam DarmaH na hIyate // Nar_3.16 //
   4.dattāpradānikam	4.dattA-pradAnikam
   dattvā dravyam asamyag yaḥ punar ādātum icchati /	dattvA dravyam asamyak yaH punar AdAtum icCati /
   dattāpradānikaṃ nāma tad vivādapadaṃ smṛtam // Nar_4.01 //	dattApradAnikam nAma tat vivAda-padam smRtam // Nar_4.01 //
