   Padmagupta (alias Parimala):	Padmagupta (aliaH Parimala):
   sa mayā na taṭeṣu nirjharāṇāṃ sarasāṃ nāpsu na puṇḍarīkaṣaṇḍe /	sa mayA na tawezu nirJarANAm sarasAm na-apsu na puNxarIka-zaNxe /
   sarasīṣv api nāyatormilekhā ntarapāriplavasārasāsu dṛṣṭaḥ // PNc_5.39 //	sarasIzu api na-Ayata-Urmi-leKAH ntara-pAriplava-sArasAsu dRzwaH // PNc_5.39 //
   sitacāmaradhāraṇe niyuktāṃ duhitas tena bhujaṅgamādhipena /	sita-cAmara-DAraNe niyuktAm duhitaH tena BujaFgama-aDipena /
   avadhāraya pāṭaleti nāmnā tanayāṃ mām uragasya hemanāmnaḥ // PNc_5.40 //	avaDAraya pAwalA-iti nAmnA tanayAm mAm uragasya hema-nAmnaH // PNc_5.40 //
   acale vicayaḥ patatriṇo 'yaṃ phalitaḥ sādhu mamāhitaśramo 'pi /	acale vicayaH patatriNaH ayam PalitaH sADu mama-ahita-SramaH api /
   yad itaḥ puruṣottamo 'si dṛṣṭo vanamadhye nibiḍaśriyopagūḍhaḥ // PNc_5.41	yat itas puruzottamaH asi dRzwaH vana-maDye nibixa-SriyA-upagUXaH // PNc_5.41
   uparodham imaṃ na manyase ced yadi vāsmāsu tavāsti pakṣapātaḥ /	uparoDam imam na manyase ced yadi vA-asmAsu tava-asti pakzapAtaH /
   vada tac caratā kvacid vane 'smin saḥ sahāro vihagas tvayā nu dṛṣṭaḥ //	vada tat caratA kvacid vane asmin saH sahAraH vihagaH tvayA nu dRzwaH //
   PNc_5.42 //	PNc_5.42 //
   na sa dṛṣṭim itas tavāpi manye tad ahaṃ tadvicayād ito nivarte /	na sa dRzwim itas tava-api manye tat aham tad-vicayAt itas nivarte /
   nanu tāmyati kāmam āttacintā cirayantyāṃ mayi sāhirājakanyā // PNc_5.43 //	nanu tAmyati kAmam Atta-cintA cirayantyAm mayi sa-ahirAja-kanyA // PNc_5.43 //
   atha vā mṛgabhaṅginopanīte vidhinā sā navasāhasāṅkabāṇe /	aTa vA mRga-BaFginA-upanIte viDinA sA nava-sAhasa-aFka-bANe /
   praṇayārpitalocanā sanāmany adhunāpy ālikhiteva nūnam āste // PNc_5.44 //	praNaya-arpita-locanA sa-nAmani aDunA-api AliKitA-iva nUnam Aste // PNc_5.44 //
   puno 'pi pāṭaloktiḥ	punaH api pAwaloktiH
   iti sā samudīrya tatpṛṣatkān avalokyaiva punaś camatkṛtā iva /	iti sA samudIrya tad-pRzatkAn avalokya-eva punar camatkRtAH iva /
   sphuṭakelimṛgopanītabāṇa- smaraṇasmeramukhī puno jagāda // PNc_5.45 //	sPuwa-keli-mRga-upanIta-bANa smaraNa-smera-muKI punaH jagAda // PNc_5.45 //
   so nṛlokaśaśī tvam eva manye mṛgayābaddharuciḥ sa yatpṛṣatkaḥ /	saH nR-loka-SaSI tvam eva manye mRgayA-badDa-ruciH sa yat-pRzatkaH /
   bhuvanābhayadāyinām amīṣāṃ bhavataḥ saṃvadatīva sāyakānām // PNc_5.46 //	Buvana-aBaya-dAyinAm amIzAm BavataH saMvadati-iva sAyakAnAm // PNc_5.46 //
   sthitam etad ayomukheṣv amīṣu sphutavarṇaṃ tava nāmadheyalakṣma /	sTitam etat ayaH-muKezu amIzu sPuta-varNam tava nAmaDeya-lakzma /
   avanītilaka tvayi prarūḍhaṃ mama sandehalavaṃ balāt pramārṣṭi // PNc_5.47	avanI-tilaka tvayi prarUXam mama sandeha-lavam balAt pramArzwi // PNc_5.47
   samupaiti sanāthatāṃ kim anyat tritayena tritayaṃ narendracandra /	samupEti sanATa-tAm kim anyat tritayena tritayam narendra-candra /
   tridivaṃ namucidviṣā tvayeyaṃ vasudhā vāsukinā rasātalaṃ ca // PNc_5.48 //	tridivam namuci-dvizA tvayA-iyam vasuDA vAsukinA rasAtalam ca // PNc_5.48 //
   sanaye nṛpatāv akhaṇḍitājñe tvayi śāsaty avanīṃ dilīpakalpe /	sanaye nRpatO aKaNxita-ajQe tvayi SAsati avanIm dilIpa-kalpe /
   vidadhīta padaṃ sudurnaye kas tam ṛte hāramalimlucaṃ vihaṅgam // PNc_5.49	vidaDIta padam su-durnaye kaH tam Rte hAram-alimlucam vihaFgam // PNc_5.49
   asatām asuhṛn na lajjate 'yaṃ kim iti jyākiṇalāñchito bhujas te /	asatAm asuhRd na lajjate ayam kim iti jyA-kiNa-lAQCitaH BujaH te /
   avanau yad anena rakṣitāyāṃ vayam asyāṃ mūṣitāḥ patatriṇāpi // PNc_5.50 //	avanO yat anena rakzitAyAm vayam asyAm mUzitAH patatriNA-api // PNc_5.50 //
   apayātu khagaḥ sas tena kṛtyaṃ na hi me hāram iha tvam eva yācyaḥ /	apayAtu KagaH saH tena kRtyam na hi me hAram iha tvam eva yAcyaH /
   na diśanti kim atra coraluptaṃ bata ṣaṣṭāṃśabhujo vasundharāyāḥ //	na diSanti kim atra cora-luptam bata zazwa-aMSa-BujaH vasunDarAyAH //
   PNc_5.51 //	PNc_5.51 //
   pathi ced avatiṣṭhase praṇīte manunā nātha tad arpyatāṃ sa hāraḥ /	paTi ced avatizWase praNIte manunA nATa tat arpyatAm sa hAraH /
   na narendra bhavādṛśāḥ kadācit padavīṃ nyāyavidāṃ vilaṅghayanti //	na narendra BavAdRSAH kadAcid padavIm nyAya-vidAm vilaFGayanti //
   PNc_5.52 //	PNc_5.52 //
   nijam arthayase śilīmukhaṃ ced bhavatā yatnavatāpi kiṃ na labhyaḥ? /	nijam arTayase SilImuKam ced BavatA yatnavatA-api kim na laByaH? /
   tvam anāgasi yac chaśiprabhāyāḥ praharan kelimṛge kṛtavyālīkaḥ // PNc_5.53	tvam anAgasi yat SaSi-praBAyAH praharan keli-mRge kRta-vyAlIkaH // PNc_5.53
   atha vā mṛgayiṣyate na hāraṃ viśikhaṃ dāsyati coragendrakanyā /	aTa vA mRgayizyate na hAram viSiKam dAsyati ca-uraga-indra-kanyA /
   tvayi netrapathātithitvam āpte sulabho 'syā hi mahājanoparodhaḥ //	tvayi netra-paTa-atiTi-tvam Apte sulaBaH asyAH hi mahA-jana-uparoDaH //
   PNc_5.54 //	PNc_5.54 //
   atidūrato dṛśyate 'yaṃ tvam ivābhyunnatimānino nagendraḥ /	ati-dUrataH dRSyate ayam tvam iva-aByunnati-mAninaH naga-indraH /
   vahati praṇayoparuddhakūlā kalahaṃsair amum antareṇa revā // PNc_5.55 //	vahati praNaya-uparudDa-kUlA kalahaMsEH amum antareNa revA // PNc_5.55 //
   amṛtendukalāsahodarāsyāḥ sutanus tīratale 'vatiṣṭhate sā /	amRta-indu-kalA-sahodara-AsyAH su-tanuH tIra-tale avatizWate sA /
   urasīva payodhirājakanyā vanamālābharaṇe rathāṅgapāṇeḥ // PNc_5.56 //	urasi-iva payoDi-rAja-kanyAH vana-mAlA-ABaraNe raTAFga-pANeH // PNc_5.56 //
   tad itaḥ svayam eva deva gatvā pulinaṃ somabhuvas taraṅgavatyāḥ /	tat itas svayam eva deva gatvA pulinam soma-BuvaH taraFgavatyAH /
   khagaluptavibhūṣaṇaṃ kṣitau te phaṇirājendrasutāṃ vibodhayehi // PNc_5.57	Kagalupta-viBUzaNam kzitO te PaNi-rAja-indra-sutAm viboDayehi // PNc_5.57
   c	c
   iti tadvacasā smaraikadūta- prasavollāsavasantavāsareṇa /	iti tad-vacasA smara-eka-dUta prasava-ullAsa-vasanta-vAsareNa /
   so nṛpaḥ kam api pramodam āpat ghanarājidhvanineva nīlakaṇṭhaḥ // PNc_5.58	saH nRpaH kam api pramodam Apad Gana-rAji-DvaninA-iva nIlakaNWaH // PNc_5.58
   avadac ca vihasya pārthivendraḥ phaṇirājendrasutāvilāsinīṃ tām /	avadat ca vihasya pArTiva-indraH PaNi-rAja-indra-sutA-vilAsinIm tAm /
   vacasotkayatā mayūraśāvān navajīmūtaninādasodareṇa // PNc_5.59 //	vacasA-utkayatA mayUra-SAvAn nava-jImUta-ninAda-sodareNa // PNc_5.59 //
   api nāma mṛdūni vetsi vaktuṃ nipunaṃ nyāyam anujjhatī vacāṃsi /	api nAma mRdUni vetsi vaktum nipunam nyAyam anujJatI vacAMsi /
   prasabhaṃ vihitās tvayā yad ete vayam ātmaskhalite 'pi sāparādhāḥ //	prasaBam vihitAH tvayA yat ete vayam Atma-sKalite api sa-aparADAH //
   PNc_5.60 //	PNc_5.60 //
   idam om iti gṛhyate vacas te saha medhāvini kas tvayā vivādaḥ /	idam om iti gRhyate vacaH te saha meDAvini kaH tvayA vivAdaH /
   yad imā viśadodgamā giras te pathi siddhāntasamīkṣite caranti // PNc_5.61	yat imAH viSada-udgamAH giraH te paTi sidDAnta-samIkzite caranti // PNc_5.61
   tad anena vinodayāśu tāvan mama hāreṇa manaḥ śaśiprabhāyāḥ /	tat anena vinodayA-ASu tAvat mama hAreNa manaH SaSi-praBAyAH /
   iha palvalasaikateṣu yāvat tadalaṅkāram avekṣituṃ yatiṣyate // PNc_5.62 //	iha palvala-sa-ekatezu yAvat tad-alaFkAram avekzitum yatizyate // PNc_5.62 //
   hārapradānam	hAra-pradAnam
   atha hāram anādareṇa kaṇṭhāt svayam ākṛṣya saḥ kṛṣṭacandraśobham /	aTa hAram anAdareNa kaNWAt svayam AkRzya saH kRzwa-candra-SoBam /
   vihasann aravindakośatāmre nidade pāṇitale vilāsavatyāḥ // PNc_5.63 //	vihasan aravinda-koSa-tAmre nidade pANi-tale vilAsavatyAH // PNc_5.63 //
   api kośagṛhodare durāpaṃ phaṇināṃ bhartur upoḍhavismayā sā /	api koSa-gRha-udare durApam PaNinAm BartuH upoXa-vismayA sA /
   tam udañcitapakṣmaṇā mṛgākṣī likhitenaiva dadarśa locanena // PNc_5.64 //	tam udaQcita-pakzmaNA mRga-akzI liKitena-eva dadarSa locanena // PNc_5.64 //
   śaśiprabhāhārapradānam	SaSi-praBA-AhAra-pradAnam
   avakṛṣya salīlam uttarīyāt sitameghād iva tārakāvitānam /	avakRzya sa-lIlam uttarIyAt sita-meGAt iva tArakA-vitAnam /
   urasā sa babhāra hāram īśaḥ stanaparyaṅkaśayaṃ śaśiprabhāyāḥ // PNc_5.65	urasA sa baBAra hAram ISaH stana-paryaFka-Sayam SaSi-praBAyAH // PNc_5.65
   vadati sma hasan ramāṅgadas tām uragastrīm atah bhartur iṅgitajñaḥ /	vadati sma hasan ramAFgadaH tAm uraga-strIm atam BartuH iFgita-jQaH /
   yadi kautukavaty amatsaras te tad itaḥ kiṃ cid ito 'valokayeti // PNc_5.66	yadi kOtukavatI amatsaraH te tat itas kim cit itas avalokayA-iti // PNc_5.66
   atha hāralatāvikṛṣṭadṛṣṭiḥ sahasā vārivihaṅgamāvaluptam /	aTa hAra-latA-vikRzwa-dRzwiH sahasA vAri-vihaFgama-avaluptam /
   uragendrasutāvibhūṣaṇaṃ tan nṛpater vakṣasi pāṭalā dadarśaḥ // PNc_5.67 //	uraga-indra-sutA-viBUzaNam tat nRpateH vakzasi pAwalAH dadarSaH // PNc_5.67 //
   punaḥ pāṭalāvākyam	punar pAwalA-vAkyam
   daśanacchadam āttabimbaśobhaṃ snapayantī sudhayeva hāsakāntyā /	daSanacCadam Atta-bimba-SoBam snapayantI suDayA-iva hAsa-kAntyA /
   avadac ca vācāṃsi pārthivaṃ sā caturaivaṃ parihāsapeśalāni // PNc_5.68 //	avadat ca vAcAMsi pArTivam sA caturA-evam parihAsa-peSalAni // PNc_5.68 //
   apahartum agās tvam eva hāraṃ kim itaḥ kalpitarājahaṃsarūpaḥ /	apahartum agAH tvam eva hAram kim itas kalpita-rAjahaMsa-rUpaH /
   vidito 'si ghanā tavoragāṇāṃ nagare 'sty eva hi kāmarūpavārtā // PNc_5.69	viditaH asi GanA tava-uragANAm nagare asti eva hi kAmarUpa-vArtA // PNc_5.69
   paravañcanapaṇḍitā matis te yadi naivaṃ katham anyathā narendra /	para-vaQcana-paNxitA matiH te yadi na-evam kaTam anyaTA narendra /
   idam ābharaṇaṃ harasy araṇye harahāsaikasitaṃ śaśiprabhāyāḥ // PNc_5.70 //	idam ABaraNam harasi araNye hara-hAsa-eka-sitam SaSi-praBAyAH // PNc_5.70 //
   avanīvalaye tvam āttadaṇḍaḥ sahase nāvinayāṃśam ity avaimi /	avanI-valaye tvam Atta-daNxaH sahase na-avinaya-aMSam iti avEmi /
   atha ca sthitim ātmanā vidhatse viṣaye dasyuniṣevite kim etat // PNc_5.71	aTa ca sTitim AtmanA viDatse vizaye dasyu-nizevite kim etat // PNc_5.71
   72 kṣitipa smayase kim eṣa kelir na bhavaty arpaya hāram asmadīyam /	72 kzitipa smayase kim eza keliH na Bavati arpaya hAram asmadIyam /
   nayavartmajuṣo bhavādṛśāḥ kiṃ na parasvagrahaṇād iha trapante // PNc_5. //	naya-vartma-juzaH BavAdRSAH kim na para-sva-grahaNAt iha trapante // PNc_5. //
   athavā parato 'stu narma nāsyāṃ bhuvi devena samo 'sti pārthivo 'nyaḥ /	aTavA paratas astu narma na-asyAm Buvi devena samaH asti pArTivaH anyaH /
   apaviddhanayā na yasya dṛṣṭer apasarpanty atha khecarāḥ kim anye //	apavidDanayA na yasya dRzweH apasarpanti aTa KecarAH kim anye //
   PNc_5.73 //	PNc_5.73 //
   anayoḥ kim api tvayā vilāsin parivarto 'yam akāri hārayor yaḥ /	anayoH kim api tvayA vilAsin parivartaH ayam akAri hArayoH yaH /
   vacasām avakāśam īśa datte sa na kasyānṛjucetaso janaḥ? // PNc_5.74 //	vacasAm avakASam ISa datte sa na kasya-anRju-cetasaH janaH? // PNc_5.74 //
   vihito na hi vakṣasi tvayāyaṃ nṛpa hāraḥ phaṇirājakanyakāyāḥ /	vihitaH na hi vakzasi tvayA-ayam nRpa hAraH PaNi-rAja-kanyakAyAH /
   kim apīpsitam ātmano vidhātur vihitaṃ sūtram idaṃ manobhavena // PNc_5.75	kim api-Ipsitam AtmanaH viDAtuH vihitam sUtram idam manoBavena // PNc_5.75
   nanu yāmy amunā śaśiprabhāyās tava hāreṇa mano vinodayāmi /	nanu yAmi amunA SaSi-praBAyAH tava hAreNa manaH vinodayAmi /
   tvayi sāpy alam eva sāndracetaḥ sutanuḥ sneharasārdratām upaitu //	tvayi sA-api alam eva sAndra-cetaH su-tanuH sneha-rasa-Ardra-tAm upEtu //
   PNc_5.76 //	PNc_5.76 //
   ucitaṃ nijasāyakānurodhād ahirājendrasutopasarpaṇaṃ te /	ucitam nija-sAyaka-anuroDAt ahi-rAja-indra-suta-upasarpaNam te /
   parato 'stu śaras tvadarthitā sā kim u na tyāgavaśaṃvadā dadāti //	paratas astu SaraH tvad-arTitA sA kim u na tyAga-vaSaMvadA dadAti //
   PNc_5.77 //	PNc_5.77 //
   saraso 'sya vimuñca tīralekhām anurevā pulinaṃ gṛhāṇa yātrām /	sarasaH asya vimuQca tIra-leKAm anurevA pulinam gRhANa yAtrAm /
   uragādhiparūpapakṣapātaṃ śamaya vyālavadhūvilocanānām // PNc_5.78 //	uraga-aDipa-rUpa-pakzapAtam Samaya vyAla-vaDU-vilocanAnAm // PNc_5.78 //
   śaśiprabhādarśanārthaṃ gamanam	SaSi-praBA-darSana-arTam gamanam
   iti valgu vaco niśamya tasyāḥ sa nṛpaḥ pannagavāmalocanāyāḥ /	iti valgu vacaH niSamya tasyAH sa nRpaH pannaga-vAma-locanAyAH /
   sthitam atra vacasy alaṅghanīye tava kalyāṇi mayeti tām uvāca // PNc_5.79	sTitam atra vacasi alaFGanIye tava kalyANi mayA-iti tAm uvAca // PNc_5.79
   atha sānṛjuvādinī vidhāya kṣitipālaṃ purataś cacāla bālā /	aTa sa-anRju-vAdinI viDAya kzitipAlam puratas cacAla bAlA /
   hṛdayena parāmamarśa caivaṃ vilasanmāṃsalavismayo narendraḥ // PNc_5.80 //	hRdayena parAmam-arSa ca-evam vilasan-mAMsala-vismayaH narendraH // PNc_5.80 //
   araṇyānī kveyaṃ dhṛtakanasūtraḥ kva sa mṛgaḥ kva muktāhāro 'yaṃ kva ca saḥ	araNyAnI kva-iyam DRta-kana-sUtraH kva sa mRgaH kva mukta-AhAraH ayam kva ca saH
   patagaḥ kveyam abalā /	patagaH kva-iyam abalA /
   kva tat kanyāratnaṃ lalitam ahibhartuḥ kva ca vayam svam ākūtaṃ dhātā kim	kva tat kanyA-ratnam lalitam ahi-BartuH kva ca vayam svam AkUtam DAtA kim
   api nibhṛtaṃ pallavayati // PNc_5.81 //	api niBRtam pallavayati // PNc_5.81 //
   atha madagajalīlākhelagāmī saḥ kṛtvā kanakaviśikhayācñāvyājam avyājakāntaḥ	aTa mada-gaja-lIlA-Kela-gAmI saH kRtvA kanaka-viSiKa-yAcQA-vyAjam avyAja-kAntaH
   avanihariṇalakṣmā sāhasopārjitaśrīr ahiparivṛḍhakanyālokanāya pratasthe //	avanihariNa-lakzmA sAhasa-upArjita-SrIH ahi-parivRXa-kanyA-lokanAya pratasTe //
   PNc_5.82 //	PNc_5.82 //
   iti śrīmṛgāṅkaguptasūnoḥ parimalāparanāmnaḥ padmaguptasya kṛtau	iti SrI-mRgAFkagupta-sUnoH parimala-apara-nAmnaH padmaguptasya kRtO
   navasāhasāṅkacarite mahākāvye śaśiprabhāvalokanārthaprasthānaṃ nāma	nava-sAhasa-aFka-carite mahAkAvye SaSi-praBAva-lokana-arTa-prasTAnam nAma
   pañcamaḥ sargaḥ	paQcamaH sargaH
   ṣaṣṭhaḥ sargaḥ	zazWaH sargaH
   nāyikāvasthāvarṇanam	nAyikA-avasTA-varNanam
   tadā phaṇīndrakanyāpi bāṇanāmāṅkasūcite /	tadA PaNIndra-kanyA-api bANa-nAmA-aFka-sUcite /
   narendratilake tasminn abhilāṣaṃ babandha sā // PNc_6.1 //	narendra-tilake tasmin aBilAzam babanDa sA // PNc_6.1 //
   sahasā hṛdaye tasyā nidadhe manmathaḥ padam /	sahasA hRdaye tasyAH nidaDe manmaTaH padam /
   aśokayaṣṭistabake sarāga iva ṣaṭpadaḥ // PNc_6.2 //	aSoka-yazwi-stabake sa-rAgaH iva zawpadaH // PNc_6.2 //
   avaśā sābhavac citraṃ nāmnāpi pṛthivīpateḥ /	avaSA sA-Bavat citram nAmnA-api pRTivIpateH /
   na tad asty atra yan nāstraṃ sannaddhasya manobhuvaḥ // PNc_6.3 //	na tat asti atra yat na-astram sannadDasya manoBuvaH // PNc_6.3 //
   smarāgnikaṇameṇākṣyās tasyāḥ samudadīpayat /	smara-agni-kaNameNa-akzyAH tasyAH samudadIpayat /
   makaradhvajasāmrājya- sacivo malayānilaḥ // PNc_6.4 //	makara-Dvaja-sAmrAjya sacivaH malaya-anilaH // PNc_6.4 //
   sollasatsmaralīlena navena vayasā babhau /	sa-ullasat-smara-lIlena navena vayasA baBO /
   unmiṣanmadhulekhena mukuleneva mālatī // PNc_6.5 //	unmizat-maDu-leKena mukulena-iva mAlatI // PNc_6.5 //
   sātanuśvasanaspṛṣṭa- pāṭalādharapallavam /	sAtanu-Svasana-spRzwa pAwalA-aDara-pallavam /
   uvāha mukham ujjṛmbham ambhojam iva padminī // PNc_6.6 //	uvAha muKam ujjRmBam amBojam iva padminI // PNc_6.6 //
   nikāmasarale tasmin sā muhus taraledṛśau /	nikAma-sarale tasmin sA muhur tarala-IdRSO /
   śare narendracandrasya cikṣepa na sakhījane // PNc_6.7 //	Sare narendra-candrasya cikzepa na saKI-jane // PNc_6.7 //
   narendranāmāṅkalipis tām ānandayati sma sā /	narendra-nAma-aFkalipiH tAm Anandayati sma sA /
   kumudvatīm ivodañcat- bālendukiraṇacchaṭā // PNc_6.8 //	kumudvatIm iva-udaQcat bAla-indu-kiraNa=-CawA // PNc_6.8 //
   hemapuṅkhāṅkite tasmin śare karam upeyuṣi /	hema-puFKa-aFkite tasmin Sare karam upeyuzi /
   balād viveśa sā bālā dīkṣāṃ vaivāhikīm iva // PNc_6.9 //	balAt viveSa sA bAlA dIkzAm vEvAhikIm iva // PNc_6.9 //
   tenāvāptatadātāmra- pāṇisparśeṇa patriṇā /	tena-avApta-tadA-tAmra pANi-sparSeNa patriNA /
   sphuratkānticayavyājād amucyanteva pallavāḥ // PNc_6.10 //	sPurat-kAnti-caya-vyAjAt amucyantA-iva pallavAH // PNc_6.10 //
   navīnasāhasāṅkasya kāmadevākṛter ayam /	navIna-sAhasa-aFkasya kAmadeva-AkRteH ayam /
   mālavaikamṛgāṅkasya sindhurājasya sāyakaḥ // PNc_6.11 //	mAlava-eka-mRgAFkasya sinDurAjasya sAyakaH // PNc_6.11 //
   punaḥpuna iti svādu nṛpater nāmalakṣma sā /	punar-punaH iti svAdu nRpateH nAma-lakzma sA /
   apaṭhac cārubimbauṣṭha- luṭhaddaśanacandrikā // PNc_6.12 //	apaWat cAru-bimba-ozWa luWat-daSana-candrikA // PNc_6.12 //
   [SYNTAX: sandānitakam]	[SYNTAX: sandAnitakam]
   adhītya kautukenātha kṛtapañcamamūrcchanāḥ /	aDItya kOtukena-aTa kRta-paQcama-mUrcCanAH /
   tadagre nṛpanāmāṅkaṃ jaguḥ pātālakanyakāḥ // PNc_6.13 //	tad-agre nRpa-nAma-aFkam jaguH pAtAla-kanyakAH // PNc_6.13 //
   adṛṣṭe 'py utsukā rājñi tadgītena babhūva sā /	adRzwe api utsukA rAjQi tad-gItena baBUva sA /
   prabodhe yadanaṅgāgneḥ pañcamaḥ prathāmā samit // PNc_6.14 //	praboDe yat-anaFga-agneH paQcamaH praTAmA samiD // PNc_6.14 //
   avepata samunmīlat- vilāsakusumānncitā /	avepata samunmIlat vilAsa-kusumAn-ncitA /
   manobhavānilasparśa- vaśād vanalateva sā // PNc_6.15 //	manoBava-anila-sparSa vaSAt vana-latA-iva sA // PNc_6.15 //
   navānurāgam aṅgena vyaktataccihnacumbinā /	nava-anurAgam aFgena vyakta-tad-cihna-cumbinA /
   vināvacanam ācakhyau sakhīṣu caturāsu sā // PNc_6.16 //	vinA-vacanam AcaKyO saKIzu caturAsu sA // PNc_6.16 //
   śaśiprabhāyāḥ praśnaḥ	SaSi-praBAyAH praSnaH
   sāvahittham athetthaṃ sā sakhījanam abhāṣata /	sa-avahitTam aTa-itTam sA saKI-janam aBAzata /
   sudhāniṣyandajaḍayā śaradindumukhī girā // PNc_6.17 //	suDA-nizyanda-jaxayA Sarad-indu-muKI girA // PNc_6.17 //
   abhedam indunā nītaḥ sācivyaṃ menaketunā /	aBedam indunA nItaH sAcivyam menaketunA /
   sakhyaḥ kaḥ sindhurājo 'yaṃ sāhasāṅkanirūpyate // PNc_6.18 //	saKyaH kaH sinDurAjaH ayam sAhasa-aFka-nirUpyate // PNc_6.18 //
   kim evam avatiṣṭhadhvai maunaṃ muñcata śaṃsata /	kim evam avatizWaDvE mOnam muQcata SaMsata /
   unmīlati yad antar me balāt kautukakandalī // PNc_6.19 //	unmIlati yat antar me balAt kOtuka-kandalI // PNc_6.19 //
   malyavatyā uttaram	malyavatyAH uttaram
   atha mālyavatī nāma tatsakhī siddhakanyakā /	aTa mAlyavatI nAma tad-saKI sidDa-kanyakA /
   iti smitasudhārdreṇa vacasā tām avocata // PNc_6.20 //	iti smita-suDA-ArdreNa vacasA tAm avocata // PNc_6.20 //
   sakhi sāhāsikaḥ sa ayam avantitilako nṛpaḥ /	saKi sAhAsikaH saH ayam avantitilakaH nRpaH /
   gīyate ketakāpāṇḍu yasyoragapure yaśaḥ // PNc_6.21 //	gIyate ketaka-ApANxu yasya-uraga-pure yaSaH // PNc_6.21 //
   taṃ kāśyapīsahasrākṣam adrakṣam aham ekadā /	tam kASyapI-sahasra-akzam adrakzam aham ekadA /
   gatā śrīmanmahākāla- parvaṇy ujjayinīṃ purīṃ // PNc_6.22 //	gatA SrImat-mahAkAla parvaNi ujjayinIm purIm // PNc_6.22 //
   tanvi tigmāṃśuneva dyaur niśeva śaśalakṣmaṇā /	tanvi tigmAMSunA-iva dyOH niSA-iva SaSalakzmaNA /
   sā sanāthā purī tena vajriṇevāmarāvatī // PNc_6.23 //	sA sa-nATA purI tena vajriNA-iva-amarAvatI // PNc_6.23 //
   rambhā tvayeva yat satyaṃ tenāli nalakūbaraḥ /	ramBA tvayA-iva yat satyam tena-ali nalakUbaraH /
   tyājito rūpajaṃ garvam urvīmakaraketunā // PNc_6.24 //	tyAjitaH rUpa-jam garvam urvImakara-ketunA // PNc_6.24 //
   akalaṅkākṛtes tasya catuḥṣaṣṭhikalāvataḥ /	akalaFka-AkRteH tasya catuHzazWi-kalAvataH /
   tulādhirohahevāke kaḥ ṣoḍaśakalaḥ śaśī // PNc_6.25 //	tulA-aDiroha-hevAke kaH zoxaSa-kalaH SaSI // PNc_6.25 //
   tasyāvanipradīpasya te te naisargikā guṇāḥ /	tasya-avanipradIpasya te te nEsargikAH guNAH /
   kva nāma na prakāśante raver iva marīcayaḥ // PNc_6.26 //	kva nAma na prakASante raveH iva marIcayaH // PNc_6.26 //
   na nāgeṣu na siddheṣu na nareṣv amareṣv atha /	na nAgezu na sidDezu na narezu amarezu aTa /
   avāpi kvāpi saṃvādas tadrūpollekhalekhayā // PNc_6.27 //	avApi kvApi saMvAdaH tad-rUpa-ulleKa-leKayA // PNc_6.27 //
   [VAR 6.27b: {amareṣv atha/lem /k; amareṣu ca /ed}]	[VAR 6.27b: {amarezu aTa/lem /k; amarezu ca /ed}]
   so hi kenāpi kṛtyena gāṃ gataḥ śrūyate punaḥ /	saH hi kena-api kRtyena gAm gataH SrUyate punar /
   nihnutaikabhujadvandvo devaḥ śrīvatsalāñchanaḥ // PNc_6.28 //	nihnuta-eka-Buja-dvandvaH devaH SrIvatsa-lAQCanaH // PNc_6.28 //
   kim anyat tava saṃtuṣṭyai paśya citre likhāmy aham /	kim anyat tava saMtuzwyE paSya citre liKAmi aham /
   cirasya dīrghanayane tavāstu nayanotsavaḥ // PNc_6.29 //	cirasya dIrGa-nayane tava-astu nayana-utsavaH // PNc_6.29 //
   ākṛtilekhanam	AkRti-leKanam
   atha sā siddhatanayā taṃ lilekha śilātale /	aTa sA sidDa-tanayA tam lileKa SilA-tale /
   hṛdi tūragarājendra- duhitur mīnaketanaḥ // PNc_6.30 //	hRdi tu-uragarAja-indra duhituH mInaketanaH // PNc_6.30 //
