   Table of the Contents	Table of Te Contents
   BJ_08.19b/.miśrāsu.niśrāṇi.daśā.phalāni.horā.phalaṃ.lagna.pateḥ.sa.mānam//(upajātikā)	Bu-_08.19b/.miSrAsu.-niSrANi.-daSA.PalA-ni.ha-urA.-PalaM.lagna.pateH.sa.mAnam//(upajAtikA)
   BJ_08.20a/.saṃjñā.adhyāye.yasya.yad.ravya.muktaṃ.karma.āajīvo.yaś.ca.yasya.upadiṣṭaḥ/	BJ_08.20a/.-saMjQA-a.aDyAye.yasya.yat-.ravya-.muktaM.karma.AajIvaH-.yaS.ca.yasya.upadizwaH/
   BJ_08.20b/.bhāva.sthāna.āloka.yoga.udbhavaṃ.ca.tat.tat.sarvaṃ.tasya.yojyaṃ.daśāyām//(śālinī)	Bu-_08.20b/.BAva.-sTAna-.Aloka.-yoga-.udBavan=-ca.tat.tat.-sarvaM.tasya.yojyaM.daSAyAm//(-SAlinI)
   BJ_08.21a/.chāyāṃ.mahā.bhūta.kṛtāṃ.ca.sarve.abhivyañjayanti.sva.daśām.avāpya/	Bu-_08.21a/.-CAyAM.mahA.-BUta.-kRtAn.ca.-sarve.aBivyaQjayanti.-sva.daSAm-.avApya/
   BJ_08.21b/.kv.ambv.agni.vāyv.ambarajān.guṇāṃś.ca.nāsā.āsya.dṛk.tvak.chravaṇa.anumeyāt//(indravajrā)	BJ_08.21b/.kU-.ambu-.agni-.vAyu-.ambara-jAn.guNa-aMS.ca.nAsA.Asya.dRk.tvak.-SravaNa-.anumeyAt//(indra-vajrA)
   BJ_08.22a/.śubha.phalada.daśāyā.tādṛg.eva.antara.ātmā/bahu.janayati.puṃsāṃ.sakhyam.artha.āgamaṃ.ca	Bu-_08.22a/.SuBa.-Pala-da.daSAya-a.tAdRS-.eva.antara.AtmA/-bahu-.janayati.puMsAM.saKyam-.arTa-.Agaman.ca
   BJ_08.22b/.kathita.phala.vipākais.tarkayed.vartamānāṃ/pariṇamati.phala.āptiḥ.svapna.cintā.sva.vīrjaiḥ//(mālinī)	BJ_08.22b/.-kaTita.Pala.-vipAkEH-.tarkayet-.vartamAna-aM/pariNamati.-Pala-.AptiH.svapna-.-cintA.-sva.vIrjEH//(-mAlinI)
   BJ_08.23a/.eka.grahasya.sadṛśe.phalayor.virodhe/nāśaṃ.vaded.yad.adhikaṃ.paripacyate.tat/	Bu-_08.23a/.eka-.grahasya.-sadRSe.-PalayoH-.viroDe/na-aSaM.vadet-.yat-.aDikaM.paripacyate.-tat/
   BJ_08.23b/.na.anyo.grahaḥ.sadṛśam.anya.phalaṃ.hinasti/svāṃ.svāṃ.daśām.upagatāḥ.sa.phala.pradā.syuḥ//(vasantatilakā)E8	BJ_08.23b/.na.anyaH-.grahaH.-sadRSam.anya.-PalaM.hi-nasti/svAn.svAM.da-SAm.upagata-aH.sa.Pala.-pradA.syuH-//(vasanta-tila-kA)E8
   BJ_09.aṣṭakavarga	BJ_09.azwaka-varga
   BJ_09.01a/.svād.arkaḥ.prathama.āya.bandhu.nidhana.dvy.ājñā.tapo.dyūnago.vakrāt.svād.iva.tadvad.eva.ravijāc.chukrāt.smara.antya.ariṣu/	BJ_09.01a/.svAd.arkaH.praTama-.Aya.-banDu.-niDana.-dvi-.AjQA.-tapo.dyUna-go-.vakrAt.svAt-.iva.-tadvat-.eva.-ravi-jAc.-SukrAt-.smara.antya-.ariz
   BJ_09.01b/.jīvād.dharma.suta.āya.śatruṣu.daśa.try.āya.arigaḥ.śītagor.eṣu.eva.antya.tapaḥ.suteṣu.ca.budhāl.lagnāt.sa.bandhv.antyagaḥ//(śā.vi)	BJ_09.01b/.jIvAt-.Darma.-suta.Aya.-Satruzu.daSa.tri-.Aya-.arigaH.-SIta-gor.ezu.-eva.antya.-tapaH.-suta-izu.-ca.buDa-al.lagnAt.-sa.banDv.antya-ga
   BJ_09.02a/.lagnāt.ṣaṭ.tri.daśa.āyagaḥ.sa.dhana.dhī.dharmeṣu.cārāc.chaśī.svāt.sa.asta.ādiṣu.sa.aṣṭa.saptasu.raveḥ.ṣaṭ.try.āya.dhīstho.yamāt/	BJ_09.02a/.lagnAt.zaw.-tri.daSa-.Aya-gaH.-sa.Dana-.DI.-Darma-izu.-cAra-Ac.-SaSI.-svAt.sa.asta.a-Adizu.-sa.azwa.sapta-su.raveH.zaw.tri-.Aya.DI-sTo.
   BJ_09.02b/.dhī.try.āya.aṣṭama.kaṇṭakeṣu.śaśijāj.jīvād.vyaya.āya.aṣṭagaḥ.kendrasthaś.ca.sitāt.tu.dharma.sukha.dhī.try.āya.āspada.anaṅgagaḥ//(śā.vi)	Bu-_09.02b/.DI.tri-.Aya-.azwama.kaNwaka-izu.-SaSi-jAj.jIvAt-.vyaya-.Aya-.azwa-gaH-.ka-indra-sTa-S.ca.sitAt.tu.-Darma.-suKa-.DI.tri-.Aya.A-Aspada-.anaF
   BJ_09.03a/.vakras.tu.upacayeṣv.ināt.sa.tanayeṣv.ādya.adhikeṣu.udayāc/candrād.dig.viphaleṣu.kendra.nidhana.prāpty.arthagaḥ.svāc.chubhaḥ/	BJ_09.03a/.-vakra-s.tu.upacayezu-.inAt.-sa.tanayezu-.Adya-.aDika-izu-.uda-yAc/candrAt-.diS-.viPala-izu.ka-indra-.niDana.-prApti-.arTa-gaH.svAc.SuBa
   BJ_09.03b/.dharma.āya.aṣṭama.kendrago.arka.tanayāj.jñāt.ṣaṭ.tri.dhī.lābhagaḥ/śukrāt.ṣaḍ.vyaya.lābha.mṛtyuṣu.guroḥ.karmāny.alābha.ariṣu//(śā.vi)	BJ_09.03b/.Darma-.Aya-.azwama.ka-indra-go.arka-.tana-yAj.jQAt.-zaw.-tri.DI.lABa-gaH/-SukrAt.-zaz-.-vyaya.lABa.-mRtyuzu.-guroH.karmAni-.alABa-.ari
   BJ_09.04a/.dvy.ādya.āya.aṣṭa.tapaḥ.sukheṣu.bhṛgujāt.sa.try.ātmajeṣv.indujaḥ.sa.ājñā.asteṣu.yama.arayor.vyaya.ripu.prāpty.aṣṭago.vāk.pateḥ/	Bu-_09.04a/.dvy.Adya.Aya-.azwa.tapaH.-suKa-izu.-BRgu-jAt.-sa.try.Atmajezu-.indu-jaH.sa.AjQA.aH-tezu.yam-a.arayoH-.vyaya.ripu.-prApti-.azwa-go.v
   BJ_09.04b/.dharma.āya.ari.suta.vyayeṣu.savituḥ.svāt.sa.ādya.karma.trigaḥ.ṣaṭ.sva.āya.aṣṭa.sukha.āspadeṣu.himagoḥ.sa.ādyeṣu.lagnāc.chubhaḥ//(śā.vi)	BJ_09.04b/.Darma-.Aya.ari.-suta.-vyayezu.-savituH.-svAt.sa.a-Adya.karma.-trigaH.zaw.sva.Aya-.azwa.-suKa.Aspada-izu.-hima-goH.sa.a-Adi-ezu.-lagnAt-
   BJ_09.05a/.dik.sva.ādya.aṣṭama.dāya.bandhuṣu.kujāt.svāt.trikeṣv.aṅgirāḥ.sūryāt.satri.naveṣu.dhī.sva.nava.dig.lābha.arigo.bhārgavāt/	BJ_09.05a/.dik.-sva.Adya-.azwama.da-aya.-banDuzu.-ku-jAt.-svAt.-trikezu-.aFgirAH.sUryAt.satri.nava-izu.-DI.-sva.nava.diS-.la-ABa-.ari-go.BArgavAt/
   BJ_09.05b/.jāyā.āya.ratha.nava.ātmajeṣu.himagor.mandāt.tri.ṣaḍ.dhī.vyaye.dig.dhī.ṣaṭ.sva.sukha.āya.pūrva.navago.jñāt.sa.smaraś.ca.udayāt//(śā.vi)	BJ_09.05b/.jAyA.Aya-.-raTa.nava-.Atmaja-izu.-himagoH-.mandAt.tri.-zaz-.DI.-vyaye.diS-.DI.-zaw.-sva.-suKa-.Aya.-pUrva.-navago.jQAt.-sa.smara-S.ca.u
   BJ_09.06a/.lagnād.ā.suta.lābha.randhra.navagaḥ.sa.antyaḥ.śaśa.aṅkāt.sitaḥ.svāt.sa.ājñeṣu.sukha.tri.dhī.nava.daśa.cchidra.āptigaḥ.sūryajāt/	BJ_09.06a/.lagnAt-.a-a.suta.-lABa.ranDra.navagaH.sa.antyaH.Sa-Sa.aFkAt.-sitaH.-svAt.sa-.a-AjQA-izu.-suKa.-tri.DI.nava.daSa.=-Cidra-.Apti-gaH.sUr
   BJ_09.06b/.randhra.āya.vyago.raver.nava.daśa.prāpty.aṣṭa.dhīstho.guror.jñād.dhī.try.āya.nava.arigas.tri.nava.ṣaṭ.putra.āyasa.antyaḥ.kujāt//(śā.vi)	BJ_09.06b/.ranDra-.Aya.vya-go.raveH-.-nava.daSa.-prApti-.azwa.DI-sTo.guroH-.jQAt-.DI.tri-.Aya.-nava-.ariga-s.tri.nava.-zaw.putra-.Ayasa.antyaH
   BJ_09.07a/.manda.svāt.tri.suta.āya.śatruṣu.śubhaḥ.sa.ājñā.antyago.bhūmijāt.kendra.āya.aṣṭa.dhaneṣv.inād.upacayeṣv.ādye.sukhe.ca.udayāt/	Bu-_09.07a/.manda.-svAt.-tri.suta.Aya.-Satruzu.-SuBaH.sa.a-AjQA.antya-go.BUmi-jAt.ka-indra.Aya-.azwa.Danezu-.inAd.upacayezu-.Adye.-suKe.-ca.uda
   BJ_09.07b/.dharma.āya.ari.daśa.antya.mṛtyuṣu.budhāc.candrāt.trī.ṣaḍ.lābhagaḥ.ṣaṣṭha.āya.antya.gataḥ.sitās.sura.guroḥ.prāpty.antya.dhī.śatruṣu//(śā.vi)	BJ_09.07b/.Darma-.Aya.ari.daSa.antya.-mRtyuzu.buDAc.-candrAt.trI.-zaz-.lABa-gaH.-zazWa.Aya.antya.-gataH.-sita-as.-sura.-guroH.prApti-.anti-a.D
   BJ_09.08a/.iti.nigaditam.iṣṭaṃ.na.iṣṭam.anyad.viśeṣād.adhika.phala.vipākaṃ.janma.bhāt.tatra.dadyuḥ/	Bu-_09.08a/.iti.-nigaditam-.izwaM.na-.izwam-.anyat-.viSezAt-.aDika.Pala.-vipAkaM.janma.BAt.-tatra.dadyuH/
   BJ_09.08b/.upacaya.gṛha.mitra.sva.uccagaiḥ.puṣṭam.iṣṭaṃ.av.apacaya.gṛha.nīca.āra.atigair.na.iṣṭa.sampat//(mālinī)E9	BJ_09.08b/.upacaya.gRha.mitra.-sva-.uccagEH.puzwam-.izwaM.av.apacaya.-gRha.-nIca.Ara.ati-gEr.na.izwa.-sampat//(-mAlinI)E9
   BJ_10.karma.ājīva	Bu-_10.karma-.AjI-iva
   BJ_10.01a/.artha.āptiḥ.pitṛ.pitṛ.patni.śatru.mitra.bhrātṛ.strī.mṛtaka.janād.divā.kara.ādyaiḥ/	Bu-_10.01a/.arTa.a-AptiH.pitR.-pitR.patni.-Satru.mitra.BrAtR.-strI.-mRta-ka.janAd.divA.kara.a-AdyEH/
   BJ_10.01b/.horā.indvor.daśama.gatair.vikalpanīyā.bha.indv.arka.āspada.patiga.aṃśa.nātha.vṛttyā//(praharṣiṇī)	BJ_10.01b/.hoH-A.indva-ur.daSa-ma.gatEH-.vikalpanIyA.Ba.indu-.arka.Aspada-.pati-ga.aMSa.nATa.-vRttyA-a//(-praharziNI)
   BJ_10.02a/.arka.aṃśe.tṛṇa.kanaka.arṇa.bheṣaja.ādyaiś.candra.aṃśe.kṛṣi.jalaja.aṅganā.āśrayāc.ca/	BJ_10.02a/.arka-.aMSe.tRNa.kanaka-.arNa.-Bezaja.AdyES.-candra-.aMSe.-kRzi.jalaja-.aFganA.-ASraya-Ac.ca/
   BJ_10.02b/.dhātv.agni.praharaṇa.sāhasaiḥ.kuja.aṃśe.saumya.aṃśe.lipi.gaṇitā.ādi.kāvya.śilpaiḥ//(praharṣiṇī)	Bu-_10.02b/.DAtu-.agni.-praharaNa.-sAhasEH.kuja-.aMSe.-sOmya-.aMSe.li-pi.-gaNita-a.Adi.kAvya.-SilpEH-//(-praharziNI)
   BJ_10.03a/.jīva.aṃśe.dvija.vibudha.ākara.ādi.dharmaiḥ.kāvya.aṃśe.maṇi.rajata.ādi.go.mahiṣyaiḥ/	Bu-_10.03a/.jIva-.aMSe.-dvija.-vibuDa-.Akara.Adi.DarmEH.kA-vya.aMSe.maNi.-rajata-.Adi.go.mahizyEH/
   BJ_10.03b/.saura.aṃśe.śrama.vadha.bhāra.nīca.śilpaiḥ.karma.īśa.adhyuṣita.nava.aṃśa.karma.siddhiḥ//(praharṣiṇī)	BJ_10.03b/.-sOra-.aMSe.-Srama.vaDa.-BAra.-nIca.-SilpEH.karma.I-Sa.aDyuzita.nava-.aMSa.-karma.-sidDiH-//(-praharziNI)
   BJ_10.04a/.mitra.ari.sva.gṛha.gatair.grahais.tato.arthaṃ.tuṅgasthe.balini.ca.bhās.kare.sva.vīryāt/	BJ_10.04a/.mitra-.ari.-sva-.gRha.-gatEH-.gra-hEs.tato.arTan.tuFga-sTe.-bali-ni.ca.BAs.-kare.-sva.-vIryAt/
   BJ_10.04b/.āyasthair.udaya.dhana.āśritaiś.ca.saumyaiḥ.saṃcintyaṃ.bala.sahitair.anekadhā.svam//(praharṣiṇī)E10	Bu-_10.04b/.Aya-sTEH-.udaya.-Dana.a-ASrita-ES.ca.-sOmyEH.saMcintyaM.bala.-sahitEH-.anekaDA.svam//(-praharziNI)E10
   BJ_11.rāja.yoga	BJ_11.rAja.-yoga
   BJ_11.01a/.prāhur.yavanāḥ.sva.tuṅgagaiḥ.krūraiḥ.krūra.matir.mahīpatiḥ/	Bu-_11.01a/.-prAhuH-.yavanAH.-sva.tuFga-gEH.krUrEH.krUra.matiH-.mahIpatiH/
   BJ_11.01b/.krūrais.tu.na.jīva.śarmaṇaḥ.pakṣe.kṣity.adhipaḥ.prajāyate//(vaitālīya)	BJ_11.01b/.krUrEH-.tu.na.-jIva.-SarmaNaH.pakze.kziti-.aDipaH.-prajAyate//(vEtAlIya)
   BJ_11.02a/.vakra.arkaja.arka.gurubhiḥ.sakalais.tribhiś.ca.sva.ucceṣu.ṣoḍaśa.nṛpāḥ.kathita.ekalagne/	BJ_11.02a/.vakra.arka-ja-.arka.-guruBiH.sa-kalEs.triBiH-.ca.-sva.ucca-izu.-zoxaSa.-nRpAH.-kaTita-.eka-lagne/
   BJ_11.02b/.dvy.eka.āśriteṣu.ca.tathā.ekatame.vilagne.sva.kṣetrage.śaśini.ṣoḍaśa.bhūmipāḥ.syuḥ//(vasantatilakā)	BJ_11.02b/.dvI-.eka-.ASrita-izu.-ca.-taTA-.ekatame.-vilagne.-sva.-kzetra-ge.Sa-Sini.zoxaSa.-BUmi-pAH.syuH-//(vasanta-tilakA)
   BJ_11.03a/.varga.uttama.gate.lagne.candre.vā.candra.varjitaḥ/	BJ_11.03a/.varga-.uttama.-gate.-lagne.candre.vA.candra.-varjitaH/
   BJ_11.03b/.catura.ādyair.grahair.dṛṣṭe.nṛpā.dvāviṃśatiḥ.smṛtāḥ//(anuṣṭubh)	BJ_11.03b/.catura.a-AdyEH-.grahEH-.dRzwe.-nRpA.-dvAviMSatiH.smRtAH//(anuzwuB)
   BJ_11.04a/.yame.kumbhe.arke.aje.gavi.śaśini.tair.eva.tanugair.nṛ.yuktiṃ.saha.alisthaiḥ.śaśija.guru.vakrair.nṛ.patayaḥ/	Bu-_11.04a/.yame.-kumBe.arke.a-je.gavi.-SaSi-ni.tEH-.eva.-tanu-gEH-.nR.yuktiM.saha.ali-sTEH.-SaSi-ja.-guru-.vakrEH-.nR.patayaH/
   BJ_11.04b/.yama.indū.tuṅge.aṅge.savitṛ.śaśijau.ṣaṣṭha.bhavane.tulā.aja.indu.kṣetraiḥ.sa.sita.kuja.jīvaiś.ca.narapau//(śikhariṇī)	Bu-_11.04b/.yama.indU.-tuFge.aFge.-sa-vitR.SaSijO.-zazWa.-Bavane.-tulA.aja-.indu.-kzetrEH.sa.sita.kuja.jIvES.ca.nara-pO//(-SiKariNI)
   BJ_11.05a/.kuje.tuṅge.arka.indvor.dhanuṣi.yama.lagne.ca.kupatiḥ.patir.bhūmeś.ca.anyaḥ.kṣiti.suta.vilagne.sa.śaśini/	BJ_11.05a/.kuje.-tuFge.arka-.indvoH-.-Danuzi.yam-a.lagne.ca.kupatiH.patiH-.BUmeS.ca.anyaH-.kziti.suta.-vilagne.-sa.SaSini/
   BJ_11.05b/.sa.candre.saure.aste.sura.pati.gurau.cāpa.dharage.sva.tuṅgasthe.bhānāv.udayam.upayāte.kṣiti.patiḥ//(śikhariṇī)	BJ_11.05b/.sa.candre.-sOre.aH-te.-sura.pati.gurO.-ca-apa.Dara-ge.-sva.-tuFga-sTe.BAnO=-.udayam.upayAte.-kziti.patiH-//(SiKariNI)
   BJ_11.06a/.vṛṣe.sa.indau.lagne.savitṛ.guru.tīkṣṇa.aṃśu.tanayaiḥ.suhṛj.jāyā.khasthair.bhavati.niyamān.mānava.patiḥ/	Bu-_11.06a/.vRze.-sa-.indO.-lagne.-sa-vitR.guru.-tIkzNa-.aMSu.-tanayEH.suhRj.-jAya-a.Ka-sTEH-.Bavati.niyamAn.mAnava.patiH/
   BJ_11.06b/.mṛge.mande.lagne.sahaja.ripu.dharma.vyaya.gataiḥ.śaśa.aṅka.ādyaiḥ.khyātaḥ.pṛthu.guṇa.yaśāḥ.puṅgala.patiḥ//(śikhariṇī)	BJ_11.06b/.-mRge.mande.lagne.-sahaja.ripu.Darma.-vyaya.-gatEH.Sa-Sa.aFka.a-AdyEH-.KyAtaH.-pRTu.-guNa.yaSAH.-puFga-la.patiH-//(SiKariNI)
   BJ_11.07a/.haye.sa.indau.jīve.mṛga.mukha.gate.bhūmi.tanaye.sva.tuṅgasthau.lagne.bhṛguja.śaśijāv.atra.nṛ.patī/	Bu-_11.07a/.haye.-sa.indO.-jIvet-mRga.-muKa.-gate.-BUmi.-tanaye.-sva.tuFga-sTO.-lagne.-BRgu-ja.-SaSi-jO=-.atra.-nR.patI/
   BJ_11.07b/.sutasthau.vakra.arkī.guru.śaśi.sitāś.ca.api.hibuke.budhe.kanyā.lagne.bhavati.hi.nṛpo.anyo.api.guṇavān//(śikhariṇī)	BJ_11.07b/.suta-sTO.vakra-.arkI.-guru.SaSi.-sita-aS.ca.api.hi-buke.-buDe.-kanyA.-lagne.-Bavati.hi.nRpaH-.anyo.api.guNavAn-//(SiKariNI)
   BJ_11.08a/.jhaṣe.sa.indau.lagne.ghaṭa.mṛga.mṛga.indreṣu.sahitair.yama.āra.arkair.yo.abhūt.sa.khalu.manujaḥ.śāsti.vasudhām/	BJ_11.08a/.Jaze.-sa.indO.-lagne.-Gawa.mRga.-mRga.indra-izu.-sahitEH-.yam-a.Ara-.arkEH-.yaH-.a-BUt.-sa.Kalu.manujaH.SAsti-.vasuDAm/
   BJ_11.08b/.aje.sāre.mūrtau.śaśi.gṛha.gate.ca.amara.gurau/surejye.vā.lagne.dharaṇi.patir.anyo.api.guṇavān//(śikhariṇī)	BJ_11.08b/.aje.-sAre.mUrtO.-SaSi.-gRha.-gate.-ca.amara.-gurO/-surejye.vA.lagne.DaraNi.patiH-.anyaH-.api.guNavAn-//(SiKariNI)
   BJ_11.09a/.karkiṇi.lagne.tatsthe.jīve.candra.sita.jñair.āya.prāptaiḥ/	BJ_11.09a/.karkiNi-.lagneH-tat-sTe.-jIve.-candra-.sita.-jQEH-.Aya.-prAptEH/
   BJ_11.09b/.meṣa.gate.arke.jātaṃ.vidyād.vikrama.yuktaṃ.pṛthvī.nātham//(vidyun.mālā)	Bu-_11.09b/.meza.-gate.arke.-jAtaM.vidyAt-.vikrama.-yuktan.pRTvI.-nATam//(-vidyun.mAlA)
   BJ_11.10a/.mṛga.mukhe.arka.tanayas.tanu.saṃsthaḥ.kriya.kulīra.harayo.adhipa.yuktāḥ/	BJ_11.10a/.-mRga.-muKe.arka.tanaya-s.tanu.-saMsTaH.-kriya.-kulIra.harayaH-.aDi-pa.yuktAH/
   BJ_11.10b/.mithuna.tauli.sahitau.budha.śukrau.yadi.tadā.pṛthu.yaśāḥ.pṛthivī.īśaḥ//(drutavilambitā)	Bu-_11.10b/.miTuna.-tOli.-sahitO.-buDa.-SukrO.ya-di.tadA.pRTu.-yaSAH.pRTivI-.ISaH-//(druta-vilambitA)
   BJ_11.11a/.sva.ucca.saṃsthe.budhe.lagne.bhṛgau.meṣu.uraṇa.āśrite/	BJ_11.11a/.sva.ucca.-saMsTe.-buDe.-lagne.-BRgO.-mezu-.uraNa.ASrite/
   BJ_11.11b/.sa.jīve.aste.niśā.nāthe.rājā.manda.ārayoḥ.sute//(anuṣṭubh)	BJ_11.11b/.sa.jIve.aH-te.niSA.nATe.-rAjA.-manda-.ArayoH.sute//(anuzwuB)
   BJ_11.12a/.api.khala.kula.jātā.mānavā.rājya.bhājaḥ.kim.uta.nṛpa.kula.utthāḥ.prokta.bhū.pāla.yogaiḥ/	Bu-_11.12a/.a-pi.Kala.-kula.-jAtA.-mAnavA.-rAjya.-BAjaH-.kim.u-ta.-nRpa.kula-.utTAH.-prokta.-BU.pAla.-yogEH/
   BJ_11.12b/.nṛ.pati.kula.samutthāḥ.pārthivā.vakṣyamāṇair.bhavati.nṛ.pati.tulyas.teṣv.abhū.pāla.putraḥ//(mālinī)	BJ_11.12b/.nR.pati.kula.-samutTAH.pArTivA.-vakzyamANEH-.Bavati.nR.pati.-tulya-s.tezu-.aBU.pAla.-putraH//(-mAlinI)
   BJ_11.13a/.ucca.sva.tri.koṇagair.balasthais.try.ādyair.bhū.pati.vaṃśajā.nara.indrāḥ/	BJ_11.13a/.ucca.-sva.tri.koNa-gEH-.bala-sTEs.tri-.AdyEH-.BU.pati.-vaMSa-jA.-nara-.indrAH/
   BJ_11.13b/.pañca.ādibhir.anya.vaṃśa.jātā.hīnair.vitta.yutā.na.bhūmi.pālāḥ//(aupacchandasika)	BJ_11.13b/.paQca.a-AdiBiH-.anya.-vaMSa.-jAtA.-hInEH-.vitta.-yuta-a.-na.BUmi.pAlAH//(OpacCandasika)
   BJ_11.14a/.lekhāsthe.arke.aja.indau.lagne.bhaume.sva.ucce.kumbhe.mande/	BJ_11.14a/.-leKA-sTe.arke.aja-.indO.-lagne.BOme.-sva.ucce.kumBe.-mande/
   BJ_11.14b/.cāpa.prāpte.jīve.rājñaḥ.putraṃ.vindyāt.pṛthvī.nātham//(vidyun.mālā)	BJ_11.14b/.ca-apa.-prApte.-jIve.rAjQaH.putraM.vindyAt.-pRTvI.-nATam//(-vidyun.mAlA)
   BJ_11.15a/.sva.ṛkṣe.śukre.pātālasthe.dharma.sthānaṃ.prāpte.candre/	Bu-_11.15a/.su-a-.Rkze.-Sukre.-pAtAla-sTe.Darma.sTAnaM.prApte.candre/
   BJ_11.15b/.duścikya.aṅga.prāpti.prāptaiḥ.śeṣair.jātaḥ.svāmī.bhūmeḥ//(vidyunmala)	BJ_11.15b/.duH-cikya-.aFga.-prApti.prAptEH.SezEH-.jAtaH.svAmI.-BUmeH//(-vidyunmala)
   BJ_11.16a/.saumye.vīrya.yute.tanu.yukte.vīrya.āḍhye.ca.śubhe.śubha.yāte/	Bu-_11.16a/.sOmye.-vIrya-.yute.-tanu.-yukte.-vIrya-.AXye.-ca.SuBe.-SuBa.yAte/
   BJ_11.16b/.dharma.artha.upacayeṣv.avaśeṣair.dharma.ātmā.nṛpajaḥ.pṛthivī.īśaḥ//(navamālikā)	Bu-_11.16b/.Darma-.arTa.upacayezu-.avaSezEH-.Darma.AtmA.-nRpa-jaH.-pRTivI-.-ISaH//(navamAlikA)
   BJ_11.17a/.vṛṣa.udaye.mūrti.dhana.ari.lābhagaiḥ.śaśa.aṅka.jīva.arka.suta.aparair.nṛpaḥ/	Bu-_11.17a/.vRza-.udaye.mUrti.-Dana-.ari.lABa-gEH.Sa-Sa.aFka-.jIva-.arka.-suta-.aparEH-.nRpaH/
   BJ_11.17b/.sukhe.gurau.khe.śaśi.tīkṣṇa.dīdhitī.yama.udaye.lābha.gatair.nṛpo.aparaiḥ//(vaṃśastha)	BJ_11.17b/.-suKe.-gurO.Ke.SaSi.-tIkzNa.-dIDitI.yama-.udaye.lABa.gatEH-.nRpaH-.aparEH//(-vaMSa-sTa)
   BJ_11.18a/.meṣu.uraṇāya.tanugāḥ.śaśi.manda.jīvā.jña.ārau.dhane.sita.ravī.hibuke.nara.indram/	BJ_11.18a/.mezu-.uraNAya.-tanu-gAH.SaSi.manda.jIva-a.jQa.A-rO.Dane.sita.ravI.-hibuke.nara.indram/
   BJ_11.18b/.vakra.asitau.śaśi.surejya.sita.arka.saumyā.horā.sukha.asta.śubha.kha.āpti.gatāḥ.prajā.īśam//(vasnatatilakā)	BJ_11.18b/.vakra-.asitO.SaSi.-su-rejya-.sita-.arka.-sOmya-a.horA.-suKa-.aH-ta.SuBa.Ka.a-Apti.-gatAH.prajA.ISam//(vasnata-tilakA)
   BJ_11.19a/.karma.lagna.yuta.pāka.daśāyāṃ.rājya.labdhir.atha.vā.prabalasya/	Bu-_11.19a/.karma.-lagna-.yuta.-pAka-.daSAyAM.rAjya.-labDiH-.aTa-.vA.-prabalasya/
   BJ_11.19b/.śatru.nīca.gṛha.yāta.daśāyāṃ.cchidra.saṃśraya.daśā.parikalpyā//(svagatā)	BJ_11.19b/.Satru.-nIca.-gRha.yAta.daSAyAM.=-Cidra.-saMSraya.-daSA.-parikalpya-a//(svagatA)
   BJ_11.20a/.guru.sita.budha.lagne.saptamasthe.arka.putre.viyati.divasa.nāthe.bhogināṃ.janma.vindyāt/	BJ_11.20a/.guru.sita.buDa-.lagne.-saptama-sTe.arka.-putre.-viyati.-divasa.nATe.-BoginAn.janma-.vindyAt/
   BJ_11.20b/.śubha.bala.yuta.kendraiḥ.krūra.saṃsthaiś.ca.pāpair.vrajati.śabara.dasyu.svāmitām.artha.bhāk.ca//(mālinī)E11	BJ_11.20b/.SuBa.bala-.yuta.ka-indrEH-.krUra.-saMsTA-ES.ca.pApEH-.vrajati.-Sabara.dasyu.-svAmi-tAm-.arTa.BAj-.ca//(-mAlinI)E11
   BJ_12.nābhasayoga	BJ_12.nABa-sa-yoga
   BJ_12.01a/.nava.dig.vasavas.trika.agni.vedair.guṇitā.dvi.tri.catur.vikalpajāḥ.syuḥ/	BJ_12.01a/.nava.-diS-.vasava-s.trika.agni.vedEH-.guNitA.-dvi.tri.catur.-vikalpa-jAH.syuH/
   BJ_12.01b/.yavanais.tri.guṇā.hi.ṣaṭ.śatī.sā.kathitā.vistarato.agra.tat.samāḥ.syuḥ//(aupacchandasika)	BJ_12.01b/.yava-nEs.tri.guNA.-hi.zaw.SatI.-sA.-kaTitA.-vistara-to.agra.-tat.-samAH.syuH//(OpacCandasika)
   BJ_12.02a/.rajjur.muśalaṃ.nalaś.cara.ādyaiḥ.satyaś.ca.āśrayaja.āñja.gāda.yogān/	Bu-_12.02a/.rajjuH-.muSalaM.nala-S.cara-.AdyEH.satyaS.ca.a-ASraya-ja.An-ja.gAda.yogAn/
   BJ_12.02b/.kendraiḥ.sad.asad.yutair.dala.ākhyau.srak.sarpau.kathitau.parāśareṇa//(aupacchandasika)	BJ_12.02b/.ka-indrEH.sad.asat-.yutEH-.dala.AKyO.-srak.-sarpO.-kaTitO.-parASareNa-//(OpacCandasika)
   BJ_12.03a/.yogā.vrajanty.āśrayajāḥ.samatvaṃ.yava.abja.vajra.aṇḍaja.golaka.ādyaiḥ/	BJ_12.03a/.-yogA.vrajanti-.ASraya-jAH.-sama-tvaM.yava.abja.-vajra-.aNxa-ja.golaka-.AdyEH/
   BJ_12.03b/.kendra.upagaiḥ.prokta.phalau.dala.ākhyāv.ity.āhur.anye.na.pṛthak.phalau.tau//(upajātikā)	BJ_12.03b/.ka-indra-.upagEH.prokta.PalO.dala.AKyO=-.iti-.AhuH-.anye.na.-pRTak.-PalO.tO//(upajAtikA)
