   (Vaidya 1)	(VEdyaH 1)
   vidvattayā tasya yaśaḥ prakāśaṃ tattyāgaśauryādadhikaṃ cakāśe /	vidvat tayA tasya yaSaH prakASam tad tyAga SOryAt aDikam cakASe /
   niśākarasyeva śaradviśuddhaṃ samagraśobhādhikakānti bimbam // Jm_7.2 //	niSAkarasya iva Sarad viSudDam samagra SoBA aDika kAnti bimbam // Jm_7.2 //
   atha sa mahātmā kukāryavyāsaṅgadoṣasaṃbādhaṃ pramādāspadabhūtaṃ	aTa sa mahAtmA ku kArya vyAsaFga doza saMbADam pramAda Aspada BUtam
   dhanārjanarakṣaṇaprasaṅgavyākulamupaśamavirodhivyasanaśaraśatalakṣyabhūtamaparyantakarmāntānuṣṭhānaparigrahaśramamatṛptijanakaṃ	Dana arjana rakzaNa prasaFga vyAkulam upaSama viroDi vyasana Sara Sata lakzya BUtam aparyanta karmAnta anuzWAna parigraha Sramam atRpti janakam
   kṛśāsvādaṃ gārhasthyamavetya taddoṣaviviktasukhāṃ ca	kRSa AsvAdam gArhasTyam avetya tad doza vivikta suKAm ca
   dharmapratipattyanukūlāṃ mokṣadharmārambhādhiṣṭhānabhūtāṃ	Darma pratipatti anukUlAm mokza Darma AramBa aDizWAna BUtAm
   pravrajyāmanupaśyan mahatīmapi tāṃ dhanasamṛddhimaparikleśādhigatāṃ	pravrajyAm anupaSyat mahatIm api tAm Dana samRdDim aparikleSa aDigatAm
   lokasaṃnatimanoharāṃ tṛṇavadapāsya tāpasapravrajyāvinayaniyamaparo babhūva	loka saMnati manoharAm tRNa vat apAsya tApasa pravrajyA vinaya niyama paraH baBUva
   / pravrajitamapi taṃ mahāsattvaṃ yaśaḥprakāśatvāt pūrvasaṃstavānusmaraṇāt	/ pravrajitam api tam mahAsattvam yaSaH prakASa tvAt pUrva saMstava anusmaraNAt 
   saṃbhāvitaguṇatvāt praśamābhilakṣitatvācca śreyo 'rthī	saMBAvita guNa tvAt praSama aBilakzita tvAt ca SreyaH arTI
   janastadguṇagaṇāvarjitamatistathaivābhijagāma / sa taṃ gṛhijanasaṃsargaṃ	janaH tad guNa gaNa Avarjita matiH taTA eva aBijagAma / sa tam gRhi jana saMsargam
   pravivekasukhapramāthinaṃ vyāsaṅgavikṣepāntarāyakaramabahumanyamānaḥ	praviveka suKa pramATinam vyAsaFga vikzepa antarAya karama bahumanyamAnaH
   pravivekābhirāmatayā	praviveka aBirAma tayA
   dakṣiṇasamudramadhyāvagāḍhamindranīlabhedābhinīlavarṇairanilabalākalitairūrmimālāvilāsairācchuritaparyantaṃ	dakziNa samudra maDya avagAXam indranIla Beda aBinIla varNEH anila balA kalitEH Urmi mAlA vilAsEH AcCurita paryantam
   sitasikatāstīrṇabhūmibhāgaṃ	sita sikatA AstIrNa BUmi BAgam
   puṣpaphalapallavālaṃkṛtaviṭapairnānātarubhirupaśobhitaṃ	puzpa Pala pallava alaMkRta viwapEH nAnA taruBiH upaSoBitam
   vimalasalilāśayapratīraṃ kārādvīpamadhyāsanādāśramapadaśriyā saṃyojayāmāsa	vimala salila ASaya pratIram kArAdvIpam aDyAsanAt ASrama pada SriyA saMyojayAmAsa
   sutanustapasā tatra sa reje tapasātanuḥ /	su tanuH tapasA tatra sa reje tapasA tanuH /
   navacandra iva vyomni kāntatvenākṛśaḥ kṛśaḥ // Jm_7.3 //	nava candraH iva vyomni kAnta tvena akRSaH kRSaH // Jm_7.3 //
   (Vaidya 37)	(VEdyaH 37)
   praśamanibhṛtaceṣṭitendriyo vrataniyamaikaraso vane vasan /	praSama niBRta cezwita indriyaH vrata niyama eka rasaH vane vasan /
   muniriti tanubuddhiśaktibhirmṛgavihagairapi so 'nvagamyata // Jm_7.4 //	muniH iti tanu budDi SaktiBiH mRga vihagEH api saH anvagamyata // Jm_7.4 //
   atha sa mahātmā pradānocitatvāttapovane 'pi nivasan kālopanatamatithijanaṃ	aTa sa mahAtmA pradAna ucita tvAt tapaH vane api nivasan kAla upanatam atiTi janam
   yathāsaṃnihitena mūlaphalena śucinā salilena hṛdyābhiśca	yaTA saMnihitena mUla Palena SucinA salilena hRdyABiH ca
   svāgatāśīrvādapeśalābhistapasvijanayogyābhirvāgbhiḥ saṃpūjayati sma /	svAgata ASIrvAda peSalABiH tapasvi jana yogyABiH vAgBiH saMpUjayati sma /
   atithijanopayuktaśeṣeṇa ca yātrāmātrārthamabhyavahṛtena tena vanyenāhāreṇa	atiTi jana upayukta SezeNa ca yAtrA mAtra arTam aByavahRtena tena vanyena AhAreNa
   vartayāmāsa /	vartayAmAsa /
   tasya tapaḥprakarṣāt pravisṛtena yaśasā samāvarjitahṛdayaḥ śakro devendraḥ	tasya tapaH prakarzAt pravisRtena yaSasA samAvarjita hRdayaH SakraH deva indraH
   sthairyajijñāsayā tasya mahāsattvasya tasminnaraṇyāyatane	sTErya jijQAsayA tasya mahAsattvasya tasmin= araNI Ayatane
   tāpasajanopabhogayogyaṃ mūlaphalamanupūrveṇa sarvamantardhāpayāmāsa /	tApasa jana upaBoga yogyam mUla Palam anupUrveNa sarvam antarDApayAmAsa /
   bodhisattvo 'pi dhyānaprasṛtamānasatayā	boDisattvaH api DyAna prasRta mAna satayA
   saṃtoṣaparicayādanadhimūrcchitatvādāhāre svaśarīre cānabhiṣvaṅgānna	saMtoza paricayAt anaDi mUrcCita tvAt AhAre sva SarIre ca anaBizvaFgAn na
   tamantardhānahetuṃ manasi cakāra / sa taruṇāni taruparṇānyadhiśrāya	tam antarDAna hetum manasi cakAra / sa taruNAni taru parNAni aDiSrAya
   tairāhāraprayojanamabhiniṣpādyātṛṣyamāṇa āhāraviśeṣānutsukaḥ	tEH AhAra prayojanam aBinizpAdya AtRzyamANaH AhAra viSezAn utsukaH
   svasthamatistathaiva vijahāra /	svasTa matiH taTA eva vijahAra /
   na kvacid durlabhā vṛttiḥ saṃtoṣaniyatātmanām /	na kvacid durlaBA vRttiH saMtoza niyata AtmanAm /
   kutra nāma na vidyante tṛṇaparṇajalāśayāḥ // Jm_7.5 //	kutra nAma na vidyante tRNa parNa jala ASayAH // Jm_7.5 //
   vismitataramanāstu śakro devendrastasya tenāvasthānena	vismitatara manAH tu SakraH deva indraH tasya tena avasTAnena
   sthirataraguṇasaṃbhāvanastatparīkṣānimittaṃ tasminnaraṇyavanapradeśe	sTiratara guNa saMBAvanaH tad parIkzA nimittam tasmin= araNya vana pradeSe
   nidāghakālānilavatsamagraṃ vīruttṛṇatarugaṇaṃ parṇasamṛddhyā viyojayāmāsa	nidAGa kAla anila vat samagram vIruD tRNa taru gaNam parNa samRdDyA viyojayAmAsa
   / atha bodhisattvaḥ pratyārdratarāṇi śīrṇaparṇāni samāhṛtya	/ aTa boDisattvaH pratyArdratarANi SIrNa parNAni samAhRtya
   tairudakasvinnairanutkaṇṭhitamatirvartamāno	tEH udaka svinnEH anutkaNWita matiH vartamAnaH 
   dhyānasukhaprīṇitamanāstatrāmṛtatṛpta iva vijahāra /	DyAna suKa prINita manAH tatra amRta tRptaH iva vijahAra /
   avismayaḥ śrutavatāṃ samṛddhānāmamatsaraḥ /	avismayaH SrutavatAm samRdDAnAm amatsaraH /
   saṃtoṣaśca vanasthānāṃ guṇaśobhāvidhiḥ paraḥ // Jm_7.6 //	saMtozaH ca vanasTAnAm guNa SoBA viDiH paraH // Jm_7.6 //
   atha śakrastena tasyādbhutarūpeṇa saṃtoṣasthairyeṇa samabhivṛddhavismayaḥ	aTa SakraH tena tasya adButa rUpeNa saMtoza sTEryeNa samaBivRdDa vismayaH
   sāmarṣa iva tasya mahāsattvasya vratakāle hutāgnihotrasya	sa amarzaH iva tasya mahAsattvasya vrata kAle huta agni hotrasya
   parisamāptajapyasyātithijanadidṛkṣayā vyavalokayato	parisamApta japyasya atiTi jana didRkzayA vyavalokayataH 
   brāhmaṇarūpamāsthāyātithiriva nāma bhūtvā purastātprādurabhūt / sa	brAhmaNa rUpam AsTAya atiTiH iva nAma BUtvA purastAt prAduraBUt / sa
   prītamanāḥ samabhigamya cainaṃ bodhisattvaḥ	prIta manAH samaBigamya ca enam boDisattvaH
   svāgatādipriyavacanapuraḥsareṇāhārakālanivedanenopanimantrayāmāsa /	svAgata Adi priya vacana puraHsareNa AhAra kAla nivedanena upanimantrayAmAsa /
   tūṣṇīṃbhāvāttu tasyābhimatamupanimantraṇamavetya sa mahātmā	tUzNIMBAvAt tu tasya aBimatam upanimantraNam avetya sa mahAtmA
   ditsāpraharṣavikasannayanāsyaśobhaḥ snigdhairmanaḥśrutisukhairabhinandya	ditsA praharza vikasat nayana Asya SoBaH snigDEH manaH Sruti suKEH aBinandya
   vākyaiḥ /	vAkyEH /
   kṛcchropalabdhamapi tacchrapaṇaṃ samastaṃ tasmai dadau svayamabhūcca	kRcCra upalabDam api tat SrapaNam samastam tasmE dadO svayam aBUt ca
   mudeva tṛptaḥ // Jm_7.7 //	mudA iva tRptaH // Jm_7.7 //
   (Vaidya 38)	(VEdyaH 38)
   sa tathaiva praviśya dhyānāgāraṃ tenaiva prītiprāmodyena	sa taTA eva praviSya DyAna AgAram tena eva prIti prAmodyena
   tamahorātramatināmayāmāsa //	tam ahorAtram atinAmayAmAsa //
   atha śakrastasya dvitīye tṛtīye caturthe pañcame 'pi cāhani tathaiva	aTa SakraH tasya dvitIye tRtIye caturTe paQcame api ca ahani taTA eva
   vratakāle purataḥ prādurabhūt / so 'pi cainaṃ pramuditataramanāstathaiva	vrata kAle puratas prAduraBUt / saH api ca enam pramuditatara manAH taTA eva
   pratipūjayāmāsa /	pratipUjayAmAsa /
   dānābhilāṣaḥ sādhūnāṃ kṛpābhyāsavivardhitaḥ /	dAna aBilAzaH sADUnAm kRpA aByAsa vivarDitaH /
   naiti saṃkocadīnatvaṃ duḥkhaiḥ prāṇāntikairapi // Jm_7.8 //	na eti saMkoca dIna tvam duHKEH prANAntikEH api // Jm_7.8 //
   atha śakraḥ paramavismayāviṣṭahṛdayastapaḥprakarṣādasya	aTa SakraH parama vismaya Avizwa hRdayaH tapaH prakarzAt asya
   prārthanāmātrāpekṣaṃ tridaśapatilakṣmīsaṃparkamavagamya	prArTanA mAtra apekzam tridaSa pati lakzmI saMparkam avagamya
   samutpatitabhayāśaṅkaḥ svameva vapurdivyādbhutaśobhamabhiprapadya	samutpatita Baya ASaFkaH svam eva vapuH divya adButa SoBam aBiprapadya
   tapaḥprayojanamenaṃ paryapṛcchat /	tapaH prayojanam enam paryapRcCat /
   bandhūnpriyānaśrumukhānvihāya parigrahānsaukhyaparigrahāṃśca /	banDUn priyAn aSru muKAn vihAya parigrahAn sOKya parigrahAn= ca /
   āśāṅkuśaṃ nu vyavasṛjya kutra tapaḥparikleśamimaṃ śrito 'si // Jm_7.9 //	ASA aFkuSam nu vyavasRjya kutra tapaH parikleSam imam SritaH asi // Jm_7.9 //
   sukhopapannānparibhūya bhogāṃcchokākulaṃ bandhujanaṃ ca hitvā /	suKa upapannAn pariBUya BogAn= Soka Akulam banDu janam ca hitvA /
   na hetunālpena hi yānti dhīrāḥ sukhoparodhīni tapovanāni // Jm_7.10 //	na hetunA alpena hi yAnti DIrAH suKa uparoDIni tapaH vanAni // Jm_7.10 //
   vaktavyametanmayi manyase cetkautūhalaṃ no 'rhasi tadvinetum /	vaktavyam etat mayi manyase ced kOtUhalam naH arhasi tat vinetum /
   kiṃ nāma tadyasya guṇapraveśavaśīkṛtaivaṃ bhavato 'pi buddhiḥ // Jm_7.11	kim nAma tat yasya guNa praveSa vaSIkRtA evam BavataH api budDiH // Jm_7.11
   bodhisattva uvāca   śrūyatāṃ mārṣa yannimitto 'yaṃ mama prayatnaḥ /	boDisattvaH uvAca  SrUyatAm mArza yad nimittaH ayam mama prayatnaH /
   punaḥ punarjātiratīva duḥkhaṃ jarāvipadvayādhivirūpatāśca /	punar punar jAtiH atIva duHKam jarA vipa dvaya aDi virUpa tAH ca /
   martavyamityākulatā ca buddherlokānatastrātumiti sthito 'smi // Jm_7.12 //	martavyam iti Akula tA ca budDeH lokAn ataH trAtum iti sTitaH asmi // Jm_7.12 //
   atha śakro devendro nāyamasmadgatāṃ śriyamabhikāmayata iti	aTa SakraH deva indraH na ayam asmat gatAm Sriyam aBikAmayate iti
   samāśvāsitahṛdayaḥ subhāṣitena tena cābhiprasāditamatiryuktamityabhipūjya	samASvAsita hRdayaH su BAzitena tena ca aBiprasAdita matiH yuktam iti aBipUjya
   tadasya vacanaṃ varapradānena bodhisattvamupanimantrayāmāsa  	tat asya vacanam vara pradAnena boDisattvam upanimantrayAmAsa  
   (Vaidya 39)	(VEdyaH 39)
   atra te tāpasajanapratirūpe subhāṣite /	atra te tApasa jana pratirUpe su BAzite /
   dadāmi kāśyapa varaṃ tadvṛṇīṣva yadicchasi // Jm_7.13 //	dadAmi kASyapa varam tat vRNIzva yat icCasi // Jm_7.13 //
   atha bodhisattvo bhavabhogasukheṣvanāsthaḥ prārthanāmeva	aTa boDisattvaH Bava Boga suKezu anAsTaH prArTanAm eva
   duḥkhamavagacchansātmībhūtasaṃtoṣaḥ śakramuvāca  	duHKam avagacCan sA AtmIBUta saMtozaH Sakram uvAca  
   dātumicchasi cenmahyamanugrahakaraṃ varam /	dAtum icCasi ced mahyam anugraha karam varam /
   vṛṇe tasmādahamimaṃ devānāṃ pravaraṃ varam // Jm_7.14 //	vRNe tasmAt aham imam devAnAm pravaram varam // Jm_7.14 //
   dārānmano 'bhilaṣitāṃstanayānprabhutva marthānabhīpsitaviśālatarāṃśca	dArAn manaH aBilazitAn= tanayAn praBu tva marTAn aBIpsita viSAlatarAn= ca
   labdhvā /	labDvA /
   yenābhitaptamatireti na jātu tṛptiṃ lobhānalaḥ sa hṛdayaṃ mama nābhyupeyāt	yena aBitapta matiH eti na jAtu tRptim loBa analaH sa hRdayam mama na aByupeyAt
   // Jm_7.15 //	// Jm_7.15 //
   atha śakrastayā tasya saṃtoṣapravaṇamānasatayā subhāṣitābhivyañjitayā	aTa SakraH tayA tasya saMtoza pravaNa mAnasatayA su BAzita aBivyaQjitayA
   bhūyasyā mātrayā saṃprasāditamatiḥ punarbodhisattvaṃ sādhu sādhviti	BUyasyA mAtrayA saMprasAdita matiH punar boDisattvam sADu sADu iti
   praśasya vareṇopacchandayāmāsa  	praSasya vareNa upacCandayAmAsa  
   atrāpi te munijanapratirūpe subhāṣite /	atra api te muni jana pratirUpe su BAzite /
   pratiprābhṛtavatprītyā prayacchāmyaparaṃ varam // Jm_7.16 //	pratiprABRta vat prItyA prayacCAmi aparam varam // Jm_7.16 //
   atha bodhisattvaḥ kleśaviyogasyaiva durlabhatāmasya	aTa boDisattvaH kleSa viyogasya eva durlaBa tAm asya
   pradarśayanvarayācñāpadeśena punarapyasmai dharmaṃ deśayāsāsa  	pradarSayan varayAcQA apadeSena punar api asmE Darmam deSayAsAsa  
   dadāsi me yadi varaṃ sadguṇāvāsa vāsava /	dadAsi me yadi varam sat guNa AvAsa vAsava /
   vṛṇe tenemamaparaṃ devendrānavaraṃ varam // Jm_7.17 //	vRNe tena imam aparam deva indrAn avaram varam // Jm_7.17 //
   arthādapi bhraṃśamavāpnuvanti varṇaprasādādyaśasaḥ sukhācca /	arTAt api BraMSam avApnuvanti varNa prasAdAt yaSasaH suKAt ca /
   yenābhibhūtā dviṣateva sattvāḥ sadveṣavahnirmama dūrataḥ syāt // Jm_7.18	yena aBiBUtAH dvizatA iva sattvAH sa dveza vahniH mama dUratas syAt // Jm_7.18
   tacchrutvā śakro devānāmadhipatirvismayavaśāt sādhu	tat SrutvA SakraH devAnAm aDipatiH vismaya vaSAt sADu
   sādhvityenamabhipraśasya punaruvāca  	sADu iti enam aBipraSasya punar uvAca  
   sthāne pravrajitānkīrtiranurakteva sevate /	sTAne pravrajitAn kIrtiH anuraktA iva sevate /
   tadvaraṃ pratigṛhṇīṣva madatrāpi subhāṣite // Jm_7.19 //	tad varam pratigRhNIzva mad atra api su BAzite // Jm_7.19 //
   atha bodhisattvaḥ kleśaprātikūlyāt kliṣṭasattvasaṃparkavigarhāṃ	aTa boDisattvaH kleSa prAtikUlyAt klizwa sattva saMparka vigarhAn
   vratisaṃpratigrahāpadeśena kurvannityuvāca  	vrati saMpratigraha apadeSena kurvan= iti uvAca  
   śṛṇuyāmapi naiva jātu bālaṃ na ca vīkṣeya na cainamālapeyam /	SRNuyAm api na eva jAtu bAlam na ca vIkzeya na ca enam Alapeyam /
   na ca tena nivāsakhedaduḥkhaṃ samupeyāṃ varamityahaṃ vṛṇe tvām // Jm_7.20	na ca tena nivAsa Keda duHKam samupeyAm varam iti aham vRNe tvAm // Jm_7.20
   (Vaidya 40)	(VEdyaH 40)
   śakra uvāca  	SakraH uvAca  
   anukampyo viśeṣeṇa satāmāpadgato nanu /	anukampyaH viSezeNa satAm ApadgataH nanu /
   āpadāṃ mūlabhūtatvādbālyaṃ cādhamamiṣyate // Jm_7.21 //	ApadAm mUla BUta tvAt bAlyam ca aDamam izyate // Jm_7.21 //
   karuṇāśrayabhūtasya bālasyāsya viśeṣataḥ /	karuNA ASraya BUtasya bAlasya asya viSezataH /
   kṛpālurapi sankasmānna darśanamapīcchasi // Jm_7.22 //	kRpAluH api san kasmAt na darSanam api icCasi // Jm_7.22 //
   bodhisattva uvāca   agatyā mārṣa / paśyatvatrabhavān /	boDisattvaH uvAca  agatyAH mArza / paSyatu atraBavAn /
   kathaṃcidapi śakyeta yadi bālaścikitsitum /	kaTaMcid api Sakyeta yadi bAlaH cikitsitum /
   taddhitodyoganiryatnaḥ kathaṃ syāditi madvidhaḥ // Jm_7.23 //	tat hita udyoga niryatnaH kaTam syAt iti madviDaH // Jm_7.23 //
   itthaṃ caiṣa cikitsāprayogasyāpātramiti gṛhyatām /	itTam ca eza cikitsA prayogasya apAtram iti gRhyatAm /
   sunayavadanayaṃ nayatyayaṃ paramapi cātra niyoktumicchati /	su naya vat anayam nayati ayam param api ca atra niyoktum icCati /
   anucitavinayārjavakramo hitamapi cābhihitaḥ prakupyati // Jm_7.24 //	anucita vinaya Arjava kramaH hitam api ca aBihitaH prakupyati // Jm_7.24 //
   iti paṇḍitamānamohadagdhe hitavādiṣvapi roṣarūkṣabhāve /	iti paNxita mAna moha dagDe hita vAdizu api roza rUkza BAve /
   rabhase vinayābhiyogamāndyādvada kastatra hitārpaṇābhyupāyaḥ // Jm_7.25 //	raBase vinaya aBiyoga mAndyAt vada kaH tatra hita arpaNa aByupAyaH // Jm_7.25 //
   ityagatyā suraśreṣṭha karuṇāpravaṇairapi /	iti agatyA suraSrezWa karuNA pravaNEH api /
   bālasyādravyabhūtasya na darśanamapīṣyate // Jm_7.26 //	bAlasya adravya BUtasya na darSanam api izyate // Jm_7.26 //
   tacchrutvā śakraḥ sādhu sādhvityenamabhinandya subhāṣitābhiprasāditamatiḥ	tat SrutvA SakraH sADu sADu iti enam aBinandya su BAzita aBiprasAdita matiH
   punaruvāca  	punar uvAca  
   na subhāṣitaratnānāmarghaḥ kaścana vidyate /	na su BAzita ratnAnAm arGaH kaScana vidyate /
   kusumāñjalivatprītyā dadāmyatrāpi te varam // Jm_7.27 //	kusumAQjali vat prItyA dadAmi atra api te varam // Jm_7.27 //
   atha bodhisattvaḥ sarvāvasthāsukhatāṃ sajjanasya pradarśayañchakramuvāca  	aTa boDisattvaH sarva avasTA suKa tAm sat janasya pradarSayan Sakram uvAca  
   vīkṣeya dhīraṃ śṛṇuyāṃ ca dhīraṃ syānme nivāsaḥ saha tena śakra /	vIkzeya DIram SRNuyAm ca DIram syAt me nivAsaH saha tena SakraH /
   saṃbhāṣaṇaṃ tena sahaiva bhūyādetaṃ varaṃ devavara prayaccha // Jm_7.28 //	saMBAzaNam tena saha eva BUyAt etam varam deva vara prayacCa // Jm_7.28 //
   śakra uvāca   atipakṣapāta iva khalu te dhīraṃ prati / taducyatāṃ tāvat /	SakraH uvAca  ati pakzapAtaH iva Kalu te DIram prati / tat ucyatAm tAvat /
   kiṃ nu dhīrastavākārṣīdvada kāśyapa kāraṇam /	kim nu DIraH tava akArzIt vada kASyapa kAraNam /
   adhīra iva yenāsi dhīradarśanalālasaḥ // Jm_7.29 //	aDIraH iva yena asi DIra darSana lAlasaH // Jm_7.29 //
   (Vaidya 41)	(VEdyaH 41)
   atha bodhisattvaḥ sajjanamāhātmyamasya pradarśayannuvāca   śrūyatāṃ mārṣa,	aTa boDisattvaH sat jana mAhAtmyam asya pradarSayan= uvAca  SrUyatAm mArza,
   yena me dhīradarśanamevābhilaṣate matiḥ /	yena me DIra darSanam eva aBilazate matiH /
   vrajati guṇapathena ca svayaṃ nayati parānapi tena vartmanā /	vrajati guNa paTena ca svayam nayati parAn api tena vartmanA /
   vacanamapi na rūkṣamakṣamāṃ janayati tasya hitopasaṃhitam // Jm_7.30 //	vacanam api na rUkzam akzamAm janayati tasya hita upasaMhitam // Jm_7.30 //
   aśaṭhavinayabhūṣaṇaḥ sadā hitamiti lambhayituṃ sa śakyate /	aSaWa vinaya BUzaNaH sadA hitam iti lamBayitum sa Sakyate /
   iti mama guṇapakṣapātinī namati matirguṃṇapakṣapātini // Jm_7.31 //	iti mama guNa pakzapAtinI namati matiH guMNa pakza pAtini // Jm_7.31 //
   athainaṃ śakraḥ sādhūpapannarūpamidamiti cābhinandya samabhivṛddhaprasādaḥ	aTa enam SakraH sADu upapanna rUpam idam iti ca aBinandya samaBivRdDa prasAdaH
   punarvareṇopanimantrayāmāsa  	punar vareNa upanimantrayAmAsa  
   kāmaṃ saṃtoṣasātmatvātsarvatra kṛtameva te /	kAmam saMtoza sAtma tvAt sarvatra kRtam eva te /
   madanugrahabuddhyā tu grahītuṃ varamarhasi // Jm_7.32 //	mad anugraha budDyA tu grahItum varam arhasi // Jm_7.32 //
   upakārāśayā bhaktyā śaktyā caiva samastayā /	upakAra ASayA BaktyA SaktyA ca eva samastayA /
   prayuktasyātiduḥkho hi praṇayasyāpratigrahaḥ // Jm_7.33 //	prayuktasya ati duHKaH hi praNayasya apratigrahaH // Jm_7.33 //
   atha tasya parāmupakartukāmatāmavekṣya bodhisattvastatpriyahitakāmatayā	aTa tasya parAm upakartu kAma tAm avekzya boDisattvaH tad priya hita kAma tayA
   pradānānutarṣaprābalyamasmai prakāśayannuvāca  	pradAna anutarza prAbalyam asmE prakASayan= uvAca  
   tvadīyamannaṃ kṣayadoṣavarjitaṃ manaśca ditsāpratipattipeśalam /	tvadIyam annam kzaya doza varjitam manaH ca ditsA pratipatti peSalam /
   viśuddhaśīlābharaṇāśca yācakā mama syuretāṃ varasaṃpadaṃ vṛṇe // Jm_7.34	viSudDa SIla ABaraNAH ca yAcakAH mama syuH etAm vara saMpadam vRNe // Jm_7.34
   śakra uvāca   subhāṣitaratnākaraḥ khalvatrabhavān / api ca  	SakraH uvAca  suBAzita ratna AkaraH Kalu atra BavAn / api ca  
   yadabhiprārthitaṃ sarvaṃ tattathaiva bhaviṣyati /	yat aBiprArTitam sarvam tat taTA eva Bavizyati /
   dadāmi ca punastubhyaṃ varamasminsubhāṣite // Jm_7.35 //	dadAmi ca punar tuByam varam asmin su BAzite // Jm_7.35 //
   bodhisattva uvāca  	boDisattvaH uvAca  
   varaṃ mamānugrahasaṃpadākaraṃ dadāsi cetsarvadivaukasāṃ vara /	varam mama anugraha saMpad Akaram dadAsi ced sarva divOkasAm vara /
   na mābhyupeyāḥ punarityabhijvalannimaṃ varaṃ dainyanisūdanaṃ vṛṇe //	na mA aByupeyAH punar iti aBijvalan= imam varam dEnya nisUdanam vRNe //
   Jm_7.36 //	Jm_7.36 //
   (Vaidya 42)	(VEdyaH 42)
   atha śakraḥ sāmarṣavadenamativismayamāna uvāca   mā tāvadbhoḥ	aTa SakraH sa amarza vat enam ati vismayamAnaH uvAca  mA tAvat BoH
   japavratejyāvidhinā tapaḥśramairjano 'yamanvicchati darśanaṃ mama /	japa vratA ijyA viDinA tapaH SramEH janaH ayam anvicCati darSanam mama /
   bhavānpunarnecchati kena hetunā varapraditsābhigatasya me sataḥ // Jm_7.37	BavAn punar na icCati kena hetunA vara praditsA aBigatasya me sataH // Jm_7.37
   bodhisattva uvāca   alaṃ te manyupraṇayena /	boDisattvaH uvAca  alam te manyu praNayena /
   samanuneṣyāmyahamatrabhavantaṃ devarāja na hyasāvadākṣiṇyānuvṛttirna	samanunezyAmi aham atraBavantam devarAja na hi asO= adAkziNya anuvRttiH na
   cāpyabahumānaviceṣṭitamasamavadhānakāmyatā vā bhavati bhavatām / kiṃ tu	ca api abahu mAna vicezwitam asamavaDAna kAmyatA vA Bavati BavatAm / kim tu
   nirīkṣya te rūpamamānuṣādbhutaṃ prasannakānti jvalitaṃ ca tejasā /	nirIkzya te rUpam amAnuza adButam prasanna kAnti jvalitam ca tejasA /
