   śrīḥ	SrIH
   aratniprādaśābhāve tu catu pañcāśatā pañcataśabhāgīyābhiḥ dvayūnaṃ	aratni prAdaSA BAve tu catu paQcASatA paQcataSa BAgIyABiH dvayUnam
   dviśataṃ bhavati /	dvi Satam Bavati /
   pucchapārśvayorevaikaikāṃ pañcamīmapohya catasror'dheṣṭakāḥ prāgāyatāḥ /	pucCa pArSvayoH eva ekEkAm paQcamIm apohya catasroH aDezwakAH prAc AyatAH /
   evaṃ dviśataḥ /	evam dviSataH /
   kapardibhāṣyam	kapardi BAzyam
   vyatyāsaṃ cinuyād yāvataḥ prastārāṃś cikīrṣet || ĀpŚus_10.6b ||	vyatyAsam cinuyAt yAvataH prastArAn cikIrzet || ĀpŚuH _10.6B ||
   gatametat /	gatam etat /
   pañca citayo bhavanti | pañcabhiḥ purīṣair abhyūhatīti purīṣāntā citir	paQca citayaH Bavanti | paQcaBiH purIzEH aByUhati iti purIza antA citiH 
   arthāntaratvāt purīṣasya || ĀpŚus_10.7 ||	arTa antara tvAt purIzasya || ĀpŚuH _10.7 ||
   iṣṭakāsandhānārthaṃ purīṣam /	izwakA sanDAna arTam purIzam /
   tasmāttadantā citiḥ /	tasmAt tad antA citiH /
   tadarthatvāttadghareṇa gṛhyate /	tad arTa tvAt tat GareNa gRhyate /
   jānudaghnīṃ sāhasraṃ cinvīta prathamaṃ cinvānaḥ || ĀpŚus_10.8a ||	jAnu daGnIm sAhasram cinvIta praTamam cinvAnaH || ĀpŚuH _10.8aH ||
   yaḥ prathamaṃ cinoti sa jānudaghnīṃ cinuyāt sahasrasaṅkhyāyutaṃ ca /	yaH praTamam cinoti sa jAnu daGnIm cinuyAt sahasra saFKyA yutam ca /
   mahāgnimevādhikṛtya vidhānānna śālāmukhīyadhiṣṇīyānāṃ	mahA agnim eva aDikRtya viDAnAt na SAlAmuKIya DizNIyAnAm
   sahasrasaṅkhyāyāmantarbhāvaḥ /	sahasra saFKyAyAm antarBAvaH /
   nāpi jānudaghnītā //	na api jAnu daGnItA //
   nābhidaghnīṃ dviṣāhasraṃ dvitīyam āsyadaghnīṃ triṣāhasraṃ tṛtīyam uttaram	nABi daGnIm dvizAhasram dvitIyam Asya daGnIm trizAhasram tRtIyam uttaram
   uttaraṃ jyāyāmsam || ĀpŚus_10.8b ||	uttaram jyAyAmsam || ĀpŚuH _10.8B ||
   nābhipramāṇamutsedhataḥ dviṣāhsraṃ dvitīyaṃ cinvānaḥ /	nABi pramANam utseDataH dvizAhsram dvitIyam cinvAnaH /
   āsyapramāṇaṃ tṛtīyaṃ cinvānaḥ /	Asya pramANam tRtIyam cinvAnaH /
   triṣāhasraṃ tṛtīyamuttaramuttaraṃ jyāyāmsaṃ //	trizAhasram tRtIyam uttaram uttaram jyAyAmsam //
   nābhipramāṇamutsedhataḥ dviṣāhsraṃ dvalitīyaṃ cinvānaḥ /	nABi pramANam utseDataH dvizAhsram dvalitIyam cinvAnaH /
   āsyapramāṇaṃ tṛtīyaṃ cinvānaḥ /	Asya pramANam tRtIyam cinvAnaH /
   triṣāhasraṃ ca grīvadaghnamityasmadīyā śrutiḥ /	trizAhasram ca grIvada Gnam iti asmadIyA SrutiH /
   mahāntaṃ bṛhantam aparimitaṃ svargakāmaś cinvīteti vijñāyate ||	mahAntam bRhantam aparimitam svarga kAmaH cinvIta iti vijQAyate ||
   ĀpŚus_10.8c ||	ĀpŚuH _10.8t ||
   uttaramuttaramāhāramāharet /	uttaram uttaram AhAram Aharet /
   jyāyān vidhābhyāsena /	jyAyAn viDa aByAsena /
   mahānutsedhataḥ /	mahAn utseDataH /
   bṛhatparimāṇataḥ /	bRhat parimANataH /
   aparimitaṃ sahasrādibhyaḥ /	aparimitam sahasra AdiByaH /
   "svargakāma' iti vacanādāgnikalpe "vājisaneyikamiti' pacanācca vikalpaḥ /	"svarga kAma a iti vacanAda agni kalpe "vAji saneyikam iti a pacanAt ca vikalpaH /
   karavimandīyā vyākhyā	karavimandIyA vyAKyA
   vyatyā rṣet	vyatyA rzet 
   gataṃ /	gatam /
   nanu vyatyāse nāma yasmin prastāre yatra yādṛśānāmupadhānaṃ kṛtaṃ	nanu vyatyAse nAma yasmin prastAre yatra yAdRSAnAm upaDAnam kRtam
   tadanantare prastāre tatrānyāṭṛśānāmupadhānaṃ tādṛśānāmevānyato dīrghāṇām	tad anantare prastAre tatra anya AwRSAnAm upaDAnam tAdRSAnAm eva anyatas dIrGANAm
   naca bhedābhāvaḥ prayojanam; sa cehācāryapravṛcyaiva siddhaḥ,	na ca Beda aBAvaH prayojanam; sa ca iha AcArya pravRcya eva sidDaH,
   tatkimarthamidamucyate vyatyāsaṃ cinuyāditi? ucyate    anyaprastāradvaye	tat kim arTam idam ucyate vyatyAsam cinuyAt iti? ucyate   anya prastAra dvaye
   sūtrakārasya vyatyāsopadhānavidheruparyupari prastāreṣvaniyamāśaṅkā	sUtrakArasya vyatyAsa upaDAna viDeH upari upari prastArezu aniyama ASaFkA
   mandadhiyāṃ na bhavediti vyatyāsavacanam /	manda DiyAm na Bavet iti vyatyAsa vacanam /
   kiñca mantropadhānottaramapi prāmādika bhedadarśane tatparijihīrṣayā	kiQca mantra upaDAna uttaram api prAmAdika Beda darSane tad parijihIrzayA
   lokavadupahitānāmeva pracālanādiprāptau ""sa indra iṣṭakāmāvṛhat /	loka vat upahitAnAm eva pracAlana Adi prAptO ""saH indraH izwa kAm AvRhat /
   te vā kīryanteti'' doṣadarśanādayālanāya śulbopadhānasamaya eva	te vA kIryanta iti aa doza darSanAt ayAlanAya Sulba upaDAna samayaH eva
   śulbakuśalairniyatadeśānāmabhādhena bhedābhāgavaḥ pariharaṇīya	Sulba kuSalEH niyata deSAnAm aBADena Beda ABAgavaH pariharaNIya
   ityevamarthaṃ vyatyāsavacanam /	iti evam arTam vyatyAsa vacanam /
   pañca ṣasya	paQca zasya
   jalādrā pṛt    purīṣam /	jalAdrA pRt   purIzam /
   abhyūhanamupalepaḥ /	aByUhanam upalepaH /
   upadhāyāpedhāya tāṃ tāṃ citiṃ jalārdrayā mṛdopalimpet /	upaDAya apeDAya tAm tAm citim jala ArdrayA mRdA upalimpet /
   dvābhyāṃ vākyābhyāmekā citiḥ purīṣopadhānaparyantā jñeyā /	dvAByAm vAkyAByAm ekA citiH purIza upaDAna paryantA jQeyA /
   na kevaletyarthaḥ /	na kevala iti arTaH /
   arthāntaratvāt purīṣasya, arthaḥ    prayojanaṃ /	arTa antara tvAt purIzasya, arTaH   prayojanam /
   antarā    bhedaḥ /	antarA   BedaH /
   prayojanānyatvādityarthaḥ /	prayojana anya tvAt iti arTaH /
   citīnāmanyatprayojanaṃ purīṣāṇāṃ cānyat /	citInAm anyat prayojanam purIzANAm ca anyat /
   citīnāṃ prayojanabhūtāt jānudaghnavadutsedhakaraṇādanyat prayojanaṃ	citInAm prayojana BUtAt jAnu daGna vat utseDa karaNAt anyat prayojanam
   purīṣasya /	purIzasya /
   tacceṣṭakānāṃ śoṣapākāgalahrāsapūraṇaṃ parasparasaṃ śleṣaś ca /	tat ca izwakAnAm Soza pAka agala hrAsa pUraNam parasparasam SlezaH ca /
   ata eva cāniyataparimāṇaṃ purīṣam /	atas eva ca aniyata parimANam purIzam /
   naca etāvadbhiḥ purīṣairhrāsaparihāraḥ parasparasaṃśleṣaś ca bhavatīti	na ca etAvadBiH purIzEH hrAsa parihAraH paraspara saMSlezaH ca Bavati iti
   pramāṇamasti /	pramANam asti /
   tasmādaniyatapramāṇaṃ purīṣam /	tasmAt aniyata pramANam purIzam /
   ata uktaṃ purīṣāntā citiriti /	atas uktam purIza antA citiH iti /
   tathāca śrūyate    "purīṣeṇābhyūhati /	taTA ca SrUyate   "purIzeNa aByUhati /
   tasmānmāṃsenāsthi cchannamiti' /	tasmAt mAMsena asTi cCannam iti a /
   ayamarthaḥ    yathā śarīrāvayavabhūtānyasthīni māṃsaiśchannānyeva	ayam arTaH   yaTA SarIra avayava BUtAni asTIni mAMsEH CannAni eva
   śarīrakārye prabhavanti /	SarIra kArye praBavanti /
   evamavayavabhūteṣṭakāḥ sarvataḥ purīṣaiśchannā evāgnikārye prabhavanti /	evam avayava BUta izwakAH sarvatas purIzEH CannAH eva agni kArye praBavanti /
   tasmādabhyūhanaparyantā citiḥ /	tasmAt aByUhana paryantA citiH /
   kiñcayadi purīṣopadānaṃ svārthaṃ tadā jānudaghnādyatiriktapramāṇatāgneḥ	kiQcayadi purIza upadAnam sva arTam tadA jAnu daGna Adi atirikta pramANa tA agneH
   syāt /	syAt /
   ataḥ uktameva prayojanam /	atas uktam eva prayojanam /
   anena "daśa sampadyante dvādaśa sampadyanta' iti cārthavādadarśanena	anena "daSa sampadyante dvAdaSa sampadyanta a iti ca arTavAda darSanena
   citipurīṣayorminnārthatāśaṅkā mābhūditi ekārthatā pratipaditā /	citi purIzayoH minnArTa tA ASaFkA mABUt iti ekArTa tA pratipaditA /
   jānu yate	jAnu yate
   atra "jānudaghnaṃ cinvīta prathamaṃ cinvāna' ityādyā utsedhavidhāyikā	atra "jAn udaGnam cinvIta praTamam cinvAna a ityAdyA utseDa viDAyikA
   stisraḥśrutayaḥ /	stisraH SrutayaH /
   tathā "sahasraṃ cinvīte' tyādyā agneriṣṭakāsaṅkhyāvidhāyikāstisraḥśrutayaḥ	taTA "sahasram cinvIte a tyAdyAH agneH izwakA saFKyA viDAyikAH tisraH SrutayaH
   jānudaghnaṃ jānupramāṇaṃ, nābhidaghnaṃ nābhipramāṇaṃ	jAnu daGnam jAnu pramANan, nABi daGnam nABi pramANam
   āsyadaghnamāsyapramāṇam /	Asya daGnam Asya pramANam /
   sāhasraṃ sahasrasaṅkhyā parimitaṃ /	sAhasram sahasra saFKyA parimitam /
   dviṣāhasraṃ dvābhyāṃ sahasrābhyāṃ parimitam /	dvi zAhasram dvAByAm sahasrAByAm parimitam /
   triṣaśāhasraṃ tribhiḥsahasraiḥ parimitam /	trizaSAhasram triBiH sahasrEH parimitam /
   utsedhavidhayaḥ tatsampādanāpekṣāḥ /	utseDa viDayaH tad sampAdana apekzAH /
   saṅkhyāvidhayaḥ tadāśrayāpekṣāḥ /	saFKyA viDayaH tad ASraya apekzAH /
   teṣāṃ yathākramaṃ naṣṭāśvadagdharathavat parasparāpekṣayā melanena	tezAm yaTAkramam nazwa aSva dagDa raTa vat paraspara apekzayA melanena
   paṭhitāḥ /	paWitAH /
   jyāyāṃsamutkṛṣṭairmardanādikalpaiḥ utkṛṣṭaiś ca saṃsarjanīyaiḥ;	jyAyAMsam utkRzwEH mardana Adi kalpEH utkRzwEH ca saMsarjanIyEH;
   mahāntamutsedhataḥ; bṛhantaṃ parimāṇataḥ; aparimitaṃ saṅkhyāta uktaṃ /	mahAntam utseDataH; bRhantam parimANataH; aparimitam saFKyAtaH uktam /
   saṃkhyādikamaparimitaṃ parimitāt parimāṇāt bhūyaḥ pramāṇe sāhasraṃ śāstraṃ	saMKyA Adikam aparimitam parimitAt parimANAt BUyas pramANe sAhasram SAstram
   pramāṇamiti kātyāyanaḥ /	pramANam iti kAtyAyanaH /
   svargakāmasya tu viśeṣataḥ /	svarga kAmasya tu viSezataH /
   akāmasya tu nitya eva /	akAmasya tu nityaH eva /
   svargakāmasye tyukteḥ agnikalpe "vājasaneyikamiti' vacanācca	svarga kAmasye tyukteH agni kalpe "vAjasaneyikam iti a vacanAt ca
   dviṣāhasrādīnāṃ vikalpaḥ /	dvi zAhasra AdInAm vikalpaH /
   grīvadaghnamiti taittirīyake śrūyate /	grIvada Gnam iti tEttirIyake SrUyate /
   ubhayamapyekārthameva /	uBayam api eka arTam eva /
   iṣṭakotsedhakaraṇāntarāvidhānāt /	izwakA utseDa karaNa antara aviDAnAt /
   "samānaṃ hiśirogrīvamiti' brāhnaṇadarśanācca /	"samAnam hiSiraH grIvam iti a brAhnaNa darSanAt ca /
   (kiñca grīvāsyayoḥ paryāyatvadarśanācca) /	(kiQca grIvA asyayoH paryAyatva darSanAt ca) /
   kiñca grīvāsyayoḥ paryāytvaṃ loke ca dṛśyate    daśāsyo daśagrīva iti /	kiQca grIvA asyayoH paryAytvam loke ca dRSyate   daSa AsyaH daSagrIvaH iti /
   tasmācchutyorekārthatā /	tasmAt SutyoH ekArTa tA /
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   vyatyāsaṃapurīṣasya	vyatyAsaMa purIzasya
   iṣṭakāḥsthaṇḍilārthāḥ, tatsandhānārthaṃ purīṣaṃ /	izwakAH sTaNxila arTAH, tad sanDAna arTam purIzam /
   ato bhinnaprayojanatvātsakhyāntaraṃ nāvagāhate /	atas Binna prayojana tvAt saKya antaram na avagAhate /
   jānudaghnīṃajyāyāṃsaṃ sāhasraṃ sahasraparimāṇam /	jAnu daGnIMajyAyAMsam sAhasram sahasra parimANam /
   dviṣāhasraṃ triṣāhasramiti "pūrvapadāditi' ṣatvam /	dvizAhasram trizAhasram iti "pUrva padAt iti a zatvam /
   uttaramuttaraṃ caturthaprabhṛti /	uttaram uttaram caturTa praBRti /
   atra brāhnaṇaṃ pramāṇatvenāha   	atra brAhnaNam pramANa tvena Aha   
   mahāntaṃavijñāyate	mahAntaM avijQAyate
   mahāntaṃ vidhābhyāsena /	mahAntam viDa aByAsena /
   aparimitaṃ bṛhantaṃ ūrvapramāṇena /	aparimitam bRhantam Urva pramANena /
   atra bodhāyanaḥ    ūrdhvapramāṇābhyāsaṃ jānoḥ pañcamasya caturviṃśenaike	atra boDAyanaH   UrDva pramANa aByAsam jAnoH paQcamasya caturviMSena eke
   samāmananti /	samAmananti /
   kapardibhāṣyam	kapardi BAzyam
   dviṣāhasre dviprastārāś citayo bhavanti | triṣāhasra triprastārāś	dvizAhasre dvi prastArAH citayaH Bavanti | trizAhasra tri prastArAH 
   caturthaprabhṛtiṣv āhāreṣu nityam iṣṭakāparimāṇam || ĀpŚus_10.9 ||	caturTa praBRtizu AhArezu nityam izwakA parimANam || ĀpŚuH _10.9 ||
   vijñāyate ca ḥna jyāyāṃsaṃ citvā kanīyāṃsaṃ cinvīteti' || ĀpŚus_10.10 ||	vijQAyate ca Hna jyAyAMsam citvA kanIyAMsam cinvIta iti a || ĀpŚuH _10.10 ||
   nigadavyākhyātametat /	nigada vyAKyAtam etat /
   caturthoti    iṣṭakāparimāṇamiha triṣāhasramityucyate /	caturToti   izwakA parimANam iha trizAhasram iti ucyate /
   triṣāhasrameva niyataṃ /	trizAhasram eva niyatam /
   nocyeta anīkavadāvṛttiḥsyāt /	na ucyeta anIka vat AvRttiHsyAt /
   anyasyāvidhānāt /	anyasya aviDAnAt /
   amumevārthaṃ darśayituṃ śrutiṃ darśayati    vijñāyata iti /	amum eva arTam darSayitum Srutim darSayati   vijQAyate iti /
   jyāyāṃsaṃ    dviṣāhasraṃ triṣāhasraṃ vā citvā kanīyāṃsaṃ    sāhasraṃ na	jyAyAMsam   dvizAhasram trizAhasram vA citvA kanIyAMsam   sAhasram na
   cinuyāditi pratiṣedhaḥ /	cinuyAt iti pratizeDaH /
   tathār'dhāṣṭamamardhanavamaṃ vā citvā ekavidhāptārghavidhaparyantā na	taTA AraDAzwamam arDana vamam vA citvA eka viDApta arGaviDa paryantA na
   cetavyāḥ /	cetavyAH /
   ityāpastambasūtra vivaraṇe kapardisvāmibhāṣye	iti Apastamba sUtra vivaraNe kapardi svAmi BAzye
   śulbākhyapraśne tṛtīyaḥ paṭalaḥ.	Sulba AKya praSne tRtIyaH pawalaH.
   karavindīyā vyākhyā	karavindIyA vyAKyA
   utsedhādhikyaṃ ca prastārānekatve na bhavatītyāha   	utseDa ADikyam ca prastAra an eka tve na Bavati iti Aha   
   dviṣā stārāḥ	dvizA stArAH
   dviṣāhasre 'gnau dviprastārāḥ tūṣṇīṃ purīṣābhyūhanam /	dvizAhasre agnO dvi prastArAH tUzNIm purIza aByUhanam /
   " tāsu purīṣamabhyūhatīti 'gapḷ nākṣa anye ca citidharmāḥ /	" tAsu purIzam aByUhati iti agap? na akza anye ca citi DarmAH /
   catu māṇam	catu mANam
   āhareṣu    prayogeṣu /	Aharezu   prayogezu /
   caturthapabrabhṛtiṣu prayogeṣvanantaroktaṃ triṣāhasraṃ nityaṃ; na	caturTa pabraBRtizu prayogezu anantara uktam trizAhasram nityaM; na
   nyūnādikamityarthaḥ /	nyUna Adikam iti arTaH /
   nanvanantarārthādeva triṣāhasraṃ caturthaprabhṛtiṣu nityaṃ bhaviṣyati	nanu anantara arTAt eva trizAhasram caturTa praBRtizu nityam Bavizyati
   kimarthamidamucyate? ucyateyadītaṃ nocyate, tarhi anīkavadāvṛttiḥ	kimarTam idam ucyate? ucyateya dItam na ucyate, tarhi anIka vat AvRttiH
   prasajyeta /	prasajyeta /
   yadvā dvitīyatṛtīyanimittā vivṛddhiriti caturthādiṣu sāhasrameva vā	yat vA dvitIya tRtIya nimittA vivRdDiH iti caturTa Adizu sAhasram eva vA
   prasajyet /	prasajyet /
   ata idamucyate    "nityamiṣṭakāparimāṇamiti' /	atas idam ucyate   "nityam izwakA parimANam iti a /
   amumevārthaṃ śrutyā prathayati   	amum eva arTam SrutyA praTayati   
   vijñā te	vijQA te
   jyāyāṃsamadhikapramāṇaṃ kaniyāṃsamalpapramāṇam /	jyAyAMsam aDika pramANam kaniyAMsam alpa pramANam /
   dviṣāhasraṃ triṣāhasraṃ vā kṛtvā na sāhasraṃ cinvīta /	dvizAhasram trizAhasram vA kRtvA na sAhasram cinvIta /
   tatrriṣāhasrameva cinvīta //	tatrrizA ahasram eva cinvIta //
   tatr.a ślokāḥ   	tatr.a SlokAH   
   yadatra pucche prādeśamupadhāyeti sūtritam /	yat atra pucCe prAdeSam upaDAya iti sUtritam /
   tadabhedāya pucchāgre pṛthaggrītiniṣedhakam //	tad aBedAya pucCa agre pRTak grIti nizeDakam //
   agrasya rītibhede syurbahvayaḥ pucche bhidā yataḥ /	agrasya rIti Bede syuH bahvayaH pucCe BidA yatas /
   ataḥ pucchādanārambhaḥ pucchāgraprabhṛtirbhavet //	atas pucCAt anAramBaH pucCa agra praBRtiH Bavet //
   tathopadhāne tanmūle yatkṣetramatiricyate /	taTA upaDAne tad mUle yat kzetram atiricyate /
   caturbhirardhaiḥ prādeśasahitaiśchādayettataḥ //	caturBiH arDEH prAdeSa sahitEH CAdayet tatas //
   apyaye viparītoktirevamarthavatī bhavet /	api aye viparItoktiH evam arTavatI Bavet /
   prādeśamātrā nāgre syustathā bahubhidā yataḥ //	prAdeSa mAtrAH na agre syuH taTA bahu BidAH yatas //
   chādane viniyuktānāṃ sāmarthyeṃ nāsti yatra tu /	CAdane viniyuktAnAm sAmarTyem na asti yatra tu /
   tatrānyābhiḥsamarthābistatratyābiśchadirbhavet //	tatra anyABiH samarTa AbiH tatratyAbiH CadiH Bavet //
   pracchādayeti vacanaṃ sarvāgniviṣayaṃ yataḥ /	pracCAdaya iti vacanam sarva agni vizayam yatas /
   ataḥ pañcamabhāgīyā pāṇibāhuḷyahetukā //	atas paQcama BAgIyA pANibAhu?ya hetukA //
   vyatyāsenopadhānasya vyatyāsavacanasya ca /	vyatyAsena upaDAnasya vyatyAsa vacanasya ca /
   punaḥkriyā tatra tatra bhedābhāvaikahetukā //	punar kriyA tatra tatra Beda aBAva eka hetukAH //
   vyatyāse lokataḥsiddhe tatrāsau yatate yataḥ /	vyatyAse lokataHsidDe tatra asO yatate yatas /
   teneṣṭakā mā6bhedo 'pyamṛṣya iti gamyate //	tena izwakAH mA6BedaH api amRzyaH iti gamyate //
   saṃkhyāmātramanūdyeha pūraṇaṃ vidadhāti yat /	saMKyA mAtram anUdya iha pUraNam vidaDAti yat /
   tena manyāmahe sāmyaṃ sarvaprastāragocaram //	tena manyAmahe sAmyam sarva prastAra gocaram //
   nyūne tu pūrayeduktaiḥ sāmyasyāyatanīsthateḥ /	nyUne tu pUrayet uktEH sAmyasya AyatanI sTateH /
   atireke kramābhāvāt prastārāḥsarvataḥsamāḥ //	atireke krama aBAvAt prastArAH sarvatas samAH //
   iti karavindasvāmikṛtāyāṃ śulbadīpikāyāṃ tṛtīyaḥ paṭalaḥ	iti karavinda svAmi kRtAyAm SulbadIpikAyAm tRtIyaH pawalaH
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   dviṣāhasre triprastārāḥ	dvizAhasre tri prastArAH
   pratiprastāraṃ saṃdhānārtaṃ purīṣaṃ bhavati /	pratiprastAram saMDAna Artam purIzam Bavati /
   cityante mantrataḥ /	cityante mantrataH /
   caturthaprabhṛti parimāṇam	caturTa praBRti parimANam
   nityamuttaraṃ triṣāhasrameva   	nityam uttaram trizAhasram eva   
   vijñāyate cinvīteti	vijQAyate cinvIta iti
   sarevatrāgniṣu dakṣiṇottare pārśve sadṛśe evopadheye /	sarevatra agnizu dakziNa uttare pArSve sadRSe eva upaDeye /
   tathā pāśvātyapaurastye /	taTA pASvAtya pOrastye /
   yadevamāha    "adyardhā daśa purastāddaśa paścāt aṣṭāvaṣṭau pādeṣṭakāḥ	yat evam Aha   "adI arDAH daSa purastAt daSa paScAt azwO= azwO pAda izwakAH
   pakṣāgrayosvatasraśvalatasraḥ pakṣāgrīyāḥ, ityādi /	pakza agra yosvatasra SvalatasraH pakza agrIyAH, ityAdi /
   tadāha bodhāyanaḥ    "paśudharmā ha vā agniryathā vai	tat Aha boDAyanaH   "paSu DarmA ha vE agniH yaTA vE
   paśordakṣiṇeṣamasthnaṃ yaddakṣiṇaṃ taduttareṣāmuttaram, ityādi /	paSoH dakziNezam asTnam yat dakziNam tad uttarezAm uttaram, ityAdi /
   etacca sati saṃbhave; yadāha    "dvitīyacaturthayosvānyatarataḥ	etat ca sati saMBave; yat Aha   "dvitIya caturTayosva anyatarataH
   pratisaṃhitāmekaikāṃ triṃśatṣaṣṭayaḥ, ekaṃ pañcamīm' iti ca /	pratisaMhitAm ekEkAm triMSat zazwayaH, ekam paQcamIma iti ca /
   dviśatā eva sarve prastārāḥ. pratiprastāraṃ saṃkhyāpūraṇavacanāt	dvi SatAH eva sarve prastArAH. pratiprastAram saMKyA pUraNa vacanAt 
   rathacakre dviśatayoreva prastārayorvacanāt eṣa dviśataḥ prastāra iti	raTa cakre dvi SatayoH eva prastArayoH vacanAt eza dviSataH prastAraH iti
   śyenaciti vacanācca /	Syenaciti vacanAt ca /
   ataśvoḍā nākasadaśvaikīkṛtya saṃkhyeyāḥ /	ataSvoxA nAkasat aSva ekIkRtya saMKyeyAH /
   bodhāyanastvāha    "pañcamyāṃ vā citau saṃkhyāpūrtirdviśatāḥ prastārāḥ /	boDAyanaH tu Aha   "paQcamyAm vA citO saMKyA pUrtiH dvi SatAH prastArAH /
   pañcacoḍābhirnākasadaḥsamānasaṃkhyāḥ pratīyāt' iti //	paQca coxABiH nAkasadaH samAna saMKyAH pratIyAt a iti //
   daśamaḥ khaṇḍaḥ	daSamaH KaNxaH
   iti sundararājīye āpastambaśulbasūtravyākhyāne	iti sundara rAjIye Apastamba Sulba sUtra vyAKyAne
   śulbapradīpe tṛtīyaḥ paṭalaḥ	Sulba pradIpe tRtIyaH pawalaH
   kapardibhāṣyam	kapardi BAzyam
   atha caturthaḥ paṭalaḥ	aTa caturTaH pawalaH
   caturaśrābhir agniṃ cinuta iti vijñāyata | samacaturaśrā anupapadatvāc	caturaSrABiH agnim cinutaH iti vijQAyata | sama caturaSrAH anupapadatvAt 
   chabdasya || ĀpŚus_11.1 ||	Cabdasya || ĀpŚuH _11.1 ||
   asyāḥśrulerarthastarkyate    kiṃ samānānāṃ caturaśrāṇāṃ cāviśeṣagrahaṇaṃ	asyAH SruleH arTaH tarkyate   kim samAnAnAm caturaSrANAm ca aviSeza grahaNam
   āhosvit samānāmāmeveti? kutaḥ? viśeṣāgrahaṇāt /	Ahosvit samAnAmAm eva iti? kutas ? viSeza agrahaNAt /
   na kaśvidviśeṣaḥ śrūyate /	na kaSvit viSezaH SrUyate /
   tasmādaviśeṣeṇeti prāpte ucyate    samacaturaśrā eva grāhyāḥ /	tasmAt aviSezeNa iti prApte ucyate   sama caturaSrAH eva grAhyAH /
   kutaḥ anupapadatvācchabdasya /	kutas anupapada tvAt Sabdasya /
   yatropapadaṃ na śrūyate dīrgho viṣama iti vā tatra samacaturaśrāṇāmeva	yatra upapadam na SrUyate dIrGaH vizamaH iti vA tatra sama caturaSrANAm eva
   mukhyatvāt mukhyerthe prathamaṃ pratyayo bhavati; yataḥ pratīyate	muKya tvAt muKyerTe praTamam pratyayaH Bavati; yatas pratIyate
   tasyārtho bhavati /	tasya arTaH Bavati /
   itaratra gauṇaḥ /	itaratra gONaH /
   tasmātsapacaturaśrābhirevopā dhātavyaḥ /	tasmAt sapa caturaSrABiH eva upA DAtavyaH /
   nādhyardhābhiriti sthitam /	na aDyarDABiH iti sTitam /
   pādamātrayo bhavanti aratnimātrayo bhavanty ūrvasthimātrayo bhavanty	pAda mAtrayaH Bavanti aratni mAtrayaH Bavanti Uru asTi mAtrayaH Bavanti 
   aṇūkamātrayo bhavantīti vijñāyate || ĀpŚus_11.2 ||	aNUka mAtrayaH Bavanti iti vijQAyate || ĀpŚuH _11.2 ||
   catasra etāḥśrutayaḥ /	catasraH etAH SrutayaH /
   tāsāsāvayameva vyācaṣṭe   	tAsAsO= ayam eva vyAcazwe   
