   BhP_07.01.001/0 śrīrājovāca	BhP_07.01.001/0 SrI-rAjA-uvAca
   BhP_07.05.054/2 vayasyairbālakaistatra sopahūtaḥ kṛtakṣaṇaiḥ	Bhu-_07.05.054/2 vayasyEH-bAlakEH-tatra sa-upahUtaH kRtakzaNEH
   BhP_07.05.055/1 atha tān ślakṣṇayā vācā pratyāhūya mahābudhaḥ	Bhu-_07.05.055/1 aTa tAn SlakzNayA vAcA pratyAhUya mahA-buDaH
   BhP_07.05.055/2 uvāca vidvāṃstanniṣṭhāṃ kṛpayā prahasanniva	BhP_07.05.055/2 uvAca vidvAn=-tad-nizWAm kRpayA prahasan=-iva
   BhP_07.05.056/1 te tu tadgauravāt sarve tyaktakrīḍāparicchadāḥ	Bhu-_07.05.056/1 te tu tad-gOravAt sarve tyakta-krIxA-paricCadAH
   BhP_07.05.056/2 bālā adūṣitadhiyo dvandvārāmeritehitaiḥ	Bhu-_07.05.056/2 bAlAH adUzita-DiyaH dvandva-ArAma-Irita-IhitEH
   BhP_07.05.057/1 paryupāsata rājendra tannyastahṛdayekṣaṇāḥ	Bhu-_07.05.057/1 paryupAsata rAja-indra tad-nyasta-hRdaya-IkzaNAH
   BhP_07.05.057/2 tān āha karuṇo maitro mahābhāgavato 'suraḥ	Bhu-_07.05.057/2 tAn Aha karuNaH mEtraH mahA-BAgavataH asuraH
   BhP_07.06.001/0 śrīprahrāda uvāca	Bhu-_07.06.001/0 SrI-prahrAdaH uvAca
   BhP_07.06.001/1 kaumāra ācaret prājño dharmān bhāgavatān iha	Bhu-_07.06.001/1 kOmAraH Acaret prAjQaH DarmAn BAgavatAn iha
   BhP_07.06.001/2 durlabhaṃ mānuṣaṃ janma tadapyadhruvamarthadam	Bhu-_07.06.001/2 durlaBam mAnuzam janma tat-api-aDruvam-arTa-dam
   BhP_07.06.002/1 yathā hi puruṣasyeha viṣṇoḥ pādopasarpaṇam	Bhu-_07.06.002/1 yaTA hi puruzasya-iha vizNoH pAda-upasarpaNam
   BhP_07.06.002/2 yadeṣa sarvabhūtānāṃ priya ātmeśvaraḥ suhṛt	Bhu-_07.06.002/2 yat-eza sarva-BUtAnAm priyaH Atma-ISvaraH suhRd-
   BhP_07.06.003/1 sukhamaindriyakaṃ daityā dehayogena dehinām	Bhu-_07.06.003/1 suKam-Endriyakam dEtyAH deha-yogena dehinAm
   BhP_07.06.003/2 sarvatra labhyate daivādyathā duḥkhamayatnataḥ	Bhu-_07.06.003/2 sarvatra laByate dEvAt-yaTA duHKam-ayatnataH
   BhP_07.06.004/1 tatprayāso na kartavyo yata āyurvyayaḥ param	Bhu-_07.06.004/1 tat-prayAsaH na kartavyaH yatas AyuH-vyayaH param
   BhP_07.06.004/2 na tathā vindate kṣemaṃ mukundacaraṇāmbujam	Bhu-_07.06.004/2 na taTA vindate kzemam mukunda-caraNa-ambujam
   BhP_07.06.005/1 tato yateta kuśalaḥ kṣemāya bhavamāśritaḥ	Bhu-_07.06.005/1 tatas yateta kuSalaH kzemAya Bavam-ASritaH
   BhP_07.06.005/2 śarīraṃ pauruṣaṃ yāvan na vipadyeta puṣkalam	Bhu-_07.06.005/2 SarIram pOruzam yAvat na vipadyeta puzkalam
   BhP_07.06.006/1 puṃso varṣaśataṃ hyāyustadardhaṃ cājitātmanaḥ	Bhu-_07.06.006/1 puMsaH varza-Satam hi-AyuH-tad-arDam ca-ajitAtmanaH
   BhP_07.06.006/2 niṣphalaṃ yadasau rātryāṃ śete 'ndhaṃ prāpitastamaḥ	Bhu-_07.06.006/2 nizPalam yat-asO rAtryAm Sete anDam prApitaH-tamaH
   BhP_07.06.007/1 mugdhasya bālye kaiśore krīḍato yāti viṃśatiḥ	Bhu-_07.06.007/1 mugDasya bAlye kESore krIxataH yAti viMSatiH
   BhP_07.06.007/2 jarayā grastadehasya yātyakalpasya viṃśatiḥ	BhP_07.06.007/2 jarayA grasta-dehasya yAti-akalpasya viMSatiH
   BhP_07.06.008/1 durāpūreṇa kāmena mohena ca balīyasā	Bhu-_07.06.008/1 durApUreNa kAmena mohena ca balIyasA
   BhP_07.06.008/2 śeṣaṃ gṛheṣu saktasya pramattasyāpayāti hi	Bhu-_07.06.008/2 Sezam gRhezu saktasya pramattasya-apayAti hi
   BhP_07.06.009/1 ko gṛheṣu pumān saktamātmānamajitendriyaḥ	Bhu-_07.06.009/1 kaH gRhezu pumAn saktam-AtmAnam-ajita-indriyaH
   BhP_07.06.009/2 snehapāśairdṛḍhairbaddhamutsaheta vimocitum	Bhu-_07.06.009/2 sneha-pASEH-dRXEH-badDam-utsaheta vimocitum
   BhP_07.06.010/1 ko nvarthatṛṣṇāṃ visṛjet prāṇebhyo 'pi ya īpsitaḥ	Bhu-_07.06.010/1 kaH nu-arTa-tRzNAm visRjet prANeByaH api yaH IpsitaH
   BhP_07.06.010/2 yaṃ krīṇātyasubhiḥ preṣṭhaistaskaraḥ sevako vaṇik	Bhu-_07.06.010/2 yam krINAti-asuBiH prezWEH-taskaraH sevakaH vaNij-
   BhP_07.06.011/1 kathaṃ priyāyā anukampitāyāḥ saṅgaṃ rahasyaṃ rucirāṃśca	Bhu-_07.06.011/1 kaTam priyAyAH anukampitAyAH saFgam rahasyam rucirAn=-ca
   mantrān	mantrAn
   BhP_07.06.011/2 suhṛtsu tatsnehasitaḥ śiśūnāṃ kalākṣarāṇāmanuraktacittaḥ	Bhu-_07.06.011/2 suhRtsu tad-sneha-sitaH SiSUnAm kalA-akzarANAm-anurakta-cittaH
   BhP_07.06.012/1 putrān smaraṃstā duhitṝrhṛdayyā bhrātṝn svasṝrvā pitarau	Bhu-_07.06.012/1 putrAn smaran=-tA duhitLH-hRdayyA BrAtLn svasLH-vA pitarO
   ca dīnau	ca dInO
   BhP_07.06.012/2 gṛhān manojñoruparicchadāṃśca vṛttīśca kulyāḥ	Bhu-_07.06.012/2 gRhAn manojQa-uru-paricCadAn=-ca vRttIH-ca kulyAH
   paśubhṛtyavargān	paSu-BRtya-vargAn
   BhP_07.06.013/1 tyajeta kośaskṛdivehamānaḥ karmāṇi lobhādavitṛptakāmaḥ	Bhu-_07.06.013/1 tyajeta koSaskRdivehamAnaH karmANi loBAt-avitRpta-kAmaH
   BhP_07.06.013/2 aupasthyajaihvaṃ bahumanyamānaḥ kathaṃ virajyeta	Bhu-_07.06.013/2 OpasTya-jEhvam bahu-manyamAnaH kaTam virajyeta
   durantamohaḥ	duranta-mohaH
   BhP_07.06.014/1 kuṭumbapoṣāya viyan nijāyur na budhyate 'rthaṃ vihataṃ	Bhu-_07.06.014/1 kuwumba-pozAya viyat nija-AyuH na buDyate arTam vihatam
   pramattaḥ	pramattaH
   BhP_07.06.014/2 sarvatra tāpatrayaduḥkhitātmā nirvidyate na	Bhu-_07.06.014/2 sarvatra tApa-traya-duHKita-AtmA nirvidyate na
   svakuṭumbarāmaḥ	sva-kuwumba-rAmaH
   BhP_07.06.015/1 vitteṣu nityābhiniviṣṭacetā vidvāṃśca doṣaṃ	Bhu-_07.06.015/1 vittezu nitya-aBinivizwa-cetAH vidvAn=-ca dozam
   paravittahartuḥ	para-vitta-hartuH
   BhP_07.06.015/2 pretyeha vāthāpyajitendriyastad aśāntakāmo harate kuṭumbī	Bhu-_07.06.015/2 pretya-iha vA-aTA-api-ajita-indriyaH-tat aSAnta-kAmaH harate kuwumbI
   BhP_07.06.016/1 vidvān apītthaṃ danujāḥ kuṭumbaṃ puṣṇan svalokāya na	Bhu-_07.06.016/1 vidvAn api-itTam danujAH kuwumbam puzNan sva-lokAya na
   kalpate vai	kalpate vE
   BhP_07.06.016/2 yaḥ svīyapārakyavibhinnabhāvas tamaḥ prapadyeta yathā	Bhu-_07.06.016/2 yaH svIya-pArakya-viBinna-BAvaH tamaH prapadyeta yaTA
   vimūḍhaḥ	vimUXaH
   BhP_07.06.017/1 yato na kaścit kva ca kutracidvā dīnaḥ svamātmānamalaṃ	Bhu-_07.06.017/1 yatas na kaScid kva ca kutracid-vA dInaH svam-AtmAnam-alam
   samarthaḥ	samarTaH
   BhP_07.06.017/2 vimocituṃ kāmadṛśāṃ vihāra krīḍāmṛgo yannigaḍo visargaḥ	Bhu-_07.06.017/2 vimocitum kAma-dRSAm vihAra krIxAmRgaH yat-nigaxaH visargaH
   BhP_07.06.018/1 tato vidūrāt parihṛtya daityā daityeṣu saṅgaṃ	Bhu-_07.06.018/1 tatas vidUrAt parihRtya dEtyAH dEtyezu saFgam
   viṣayātmakeṣu	vizaya-Atmakezu
   BhP_07.06.018/2 upeta nārāyaṇamādidevaṃ sa muktasaṅgairiṣito 'pavargaḥ	Bhu-_07.06.018/2 upeta nArAyaNam-Adidevam sa mukta-saFgEH-izitaH apavargaH
   BhP_07.06.019/1 na hyacyutaṃ prīṇayato bahvāyāso 'surātmajāḥ	Bhu-_07.06.019/1 na hi-acyutam prINayataH bahu-AyAsaH asura-AtmajAH
   BhP_07.06.019/2 ātmatvāt sarvabhūtānāṃ siddhatvādiha sarvataḥ	Bhu-_07.06.019/2 Atma-tvAt sarva-BUtAnAm sidDa-tvAt-iha sarvatas-
   BhP_07.06.020/1 parāvareṣu bhūteṣu brahmāntasthāvarādiṣu	Bhu-_07.06.020/1 parAvarezu BUtezu brahmAnta-sTAvara-Adizu
   BhP_07.06.020/2 bhautikeṣu vikāreṣu bhūteṣvatha mahatsu ca	Bhu-_07.06.020/2 BOtikezu vikArezu BUtezu-aTa mahatsu ca
   BhP_07.06.021/1 guṇeṣu guṇasāmye ca guṇavyatikare tathā	Bhu-_07.06.021/1 guNezu guNa-sAmye ca guNa-vyatikare taTA
   BhP_07.06.021/2 eka eva paro hyātmā bhagavān īśvaro 'vyayaḥ	Bhu-_07.06.021/2 ekaH eva paraH hi-AtmA BagavAn ISvaraH avyayaH
   BhP_07.06.022/1 pratyagātmasvarūpeṇa dṛśyarūpeṇa ca svayam	Bhu-_07.06.022/1 pratyagAtma-svarUpeNa dRSya-rUpeNa ca svayam
   BhP_07.06.022/2 vyāpyavyāpakanirdeśyo hyanirdeśyo 'vikalpitaḥ	Bhu-_07.06.022/2 vyApya-vyApaka-nirdeSyaH hi-anirdeSyaH avikalpitaH
   BhP_07.06.023/1 kevalānubhavānanda svarūpaḥ parameśvaraḥ	Bhu-_07.06.023/1 kevala-anuBava-Ananda svarUpaH parameSvaraH
   BhP_07.06.023/2 māyayāntarhitaiśvarya īyate guṇasargayā	Bhu-_07.06.023/2 mAyayA-antarhita-ESvaryaH Iyate guNa-sargayA
   BhP_07.06.024/1 tasmāt sarveṣu bhūteṣu dayāṃ kuruta sauhṛdam	Bhu-_07.06.024/1 tasmAt sarvezu BUtezu dayAm kuruta sOhRdam
   BhP_07.06.024/2 bhāvamāsuramunmucya yayā tuṣyatyadhokṣajaḥ	Bhu-_07.06.024/2 BAvam-Asuram-unmucya yayA tuzyati-aDokzajaH
   BhP_07.06.025/1 tuṣṭe ca tatra kimalabhyamananta ādye	Bhu-_07.06.025/1 tuzwe ca tatra kim-alaByam-anantaH Adye
   BhP_07.06.025/2 kiṃ tairguṇavyatikarādiha ye svasiddhāḥ	Bhu-_07.06.025/2 kim tEH-guNa-vyatikarAt-iha ye sva-sidDAH
   BhP_07.06.025/3 dharmādayaḥ kimaguṇena ca kāṅkṣitena	Bhu-_07.06.025/3 Darma-AdayaH kim-aguNena ca kAFkzitena
   BhP_07.06.025/4 sāraṃ juṣāṃ caraṇayorupagāyatāṃ naḥ	Bhu-_07.06.025/4 sAram juzAm caraNayoH-upagAyatAm naH
   BhP_07.06.026/1 dharmārthakāma iti yo 'bhihitastrivarga	Bhu-_07.06.026/1 Darma-arTa-kAmaH iti yaH aBihitaH-trivarga
   BhP_07.06.026/2 īkṣā trayī nayadamau vividhā ca vārtā	BhP_07.06.026/2 IkzA trayI naya-damO viviDA ca vArtA
   BhP_07.06.026/3 manye tadetadakhilaṃ nigamasya satyaṃ	Bhu-_07.06.026/3 manye tat-etat-aKilam nigamasya satyam
   BhP_07.06.026/4 svātmārpaṇaṃ svasuhṛdaḥ paramasya puṃsaḥ	Bhu-_07.06.026/4 sva-Atma-arpaNam sva-suhRdaH paramasya puMsaH
   BhP_07.06.027/1 jñānaṃ tadetadamalaṃ duravāpamāha	Bhu-_07.06.027/1 jQAnam tat-etat-amalam duravApam-Aha
   BhP_07.06.027/2 nārāyaṇo narasakhaḥ kila nāradāya	Bhu-_07.06.027/2 nArAyaNaH nara-saKaH kila nAradAya
   BhP_07.06.027/3 ekāntināṃ bhagavatastadakiñcanānāṃ	Bhu-_07.06.027/3 ekAntinAm BagavataH-tat-akiQcanAnAm
   BhP_07.06.027/4 pādāravindarajasāplutadehināṃ syāt	Bhu-_07.06.027/4 pAda-aravinda-rajasA-Apluta-dehinAm syAt-
   BhP_07.06.028/1 śrutametan mayā pūrvaṃ jñānaṃ vijñānasaṃyutam	Bhu-_07.06.028/1 Srutam-etat mayA pUrvam jQAnam vijQAna-saMyutam
   BhP_07.06.028/2 dharmaṃ bhāgavataṃ śuddhaṃ nāradāddevadarśanāt	Bhu-_07.06.028/2 Darmam BAgavatam SudDam nAradAt-deva-darSanAt-
   BhP_07.06.029/0 śrīdaityaputrā ūcuḥ	Bhu-_07.06.029/0 SrI-dEtya-putrAH UcuH
   BhP_07.06.029/1 prahrāda tvaṃ vayaṃ cāpi narte 'nyaṃ vidmahe gurum	Bhu-_07.06.029/1 prahrAda tvam vayam ca-api na-Rte anyam vidmahe gurum
   BhP_07.06.029/2 etābhyāṃ guruputrābhyāṃ bālānāmapi hīśvarau	Bhu-_07.06.029/2 etAByAm guru-putrAByAm bAlAnAm-api hi-ISvarO
   BhP_07.06.030/1 bālasyāntaḥpurasthasya mahatsaṅgo duranvayaḥ	Bhu-_07.06.030/1 bAlasya-antaHpura-sTasya mahat-saFgaH duranvayaH
   BhP_07.06.030/2 chindhi naḥ saṃśayaṃ saumya syāc cedvisrambhakāraṇam	Bhu-_07.06.030/2 CinDi naH saMSayam sOmya syAt ced-visramBa-kAraNam
   BhP_07.07.001/0 śrīnārada uvāca	BhP_07.07.001/0 SrI-nAradaH uvAca
   BhP_07.07.001/1 evaṃ daityasutaiḥ pṛṣṭo mahābhāgavato 'suraḥ	Bhu-_07.07.001/1 evam dEtya-sutEH pRzwaH mahA-BAgavataH asuraH
   BhP_07.07.001/2 uvāca tān smayamānaḥ smaran madanubhāṣitam	BhP_07.07.001/2 uvAca tAn smayamAnaH smaran mad-anuBAzitam
   BhP_07.07.002/0 śrīprahrāda uvāca	Bhu-_07.07.002/0 SrI-prahrAdaH uvAca
   BhP_07.07.002/1 pitari prasthite 'smākaṃ tapase mandarācalam	Bhu-_07.07.002/1 pitari prasTite asmAkam tapase mandara-acalam
   BhP_07.07.002/2 yuddhodyamaṃ paraṃ cakrurvibudhā dānavān prati	Bhu-_07.07.002/2 yudDa-udyamam param cakruH-vibuDAH dAnavAn prati
   BhP_07.07.003/1 pipīlikairahiriva diṣṭyā lokopatāpanaḥ	Bhu-_07.07.003/1 pipIlikEH-ahiH-iva dizwyA loka-upatApanaH
   BhP_07.07.003/2 pāpena pāpo 'bhakṣīti vadanto vāsavādayaḥ	Bhu-_07.07.003/2 pApena pApaH aBakzi-iti vadantaH vAsava-AdayaH
   BhP_07.07.004/1 teṣāmatibalodyogaṃ niśamyāsurayūthapāḥ	Bhu-_07.07.004/1 tezAm-atibala-udyogam niSamya-asura-yUTapAH
   BhP_07.07.004/2 vadhyamānāḥ surairbhītā dudruvuḥ sarvato diśam	Bhu-_07.07.004/2 vaDyamAnAH surEH-BItAH dudruvuH sarvatas diSam
   BhP_07.07.005/1 kalatraputravittāptān gṛhān paśuparicchadān	Bhu-_07.07.005/1 kalatra-putra-vid-ta-AptAn gRhAn paSu-paricCadAn
   BhP_07.07.005/2 nāvekṣyamāṇāstvaritāḥ sarve prāṇaparīpsavaḥ	Bhu-_07.07.005/2 na-avekzyamANAH-tvaritAH sarve prANa-parIpsavaH
   BhP_07.07.006/1 vyalumpan rājaśibiramamarā jayakāṅkṣiṇaḥ	Bhu-_07.07.006/1 vyalumpan rAja-Sibiram-amarAH jaya-kAFkziNaH
   BhP_07.07.006/2 indrastu rājamahiṣīṃ mātaraṃ mama cāgrahīt	Bhu-_07.07.006/2 indraH-tu rAja-mahizIm mAtaram mama ca-agrahIt-
   BhP_07.07.007/1 nīyamānāṃ bhayodvignāṃ rudatīṃ kurarīmiva	Bhu-_07.07.007/1 nIyamAnAm Baya-udvignAm rudatIm kurarIm-iva
   BhP_07.07.007/2 yadṛcchayāgatastatra devarṣirdadṛśe pathi	Bhu-_07.07.007/2 yadRcCayA-AgataH-tatra devarziH-dadRSe paTi
   BhP_07.07.008/1 prāha naināṃ surapate netumarhasyanāgasam	Bhu-_07.07.008/1 prAha na-enAm surapate netum-arhasi-anAgasam
   BhP_07.07.008/2 muñca muñca mahābhāga satīṃ paraparigraham	Bhu-_07.07.008/2 muQca muQca mahABAga satIm para-parigraham
   BhP_07.07.009/0 śrīindra uvāca	Bhu-_07.07.009/0 SrIindraH uvAca
   BhP_07.07.009/1 āste 'syā jaṭhare vīryamaviṣahyaṃ suradviṣaḥ	Bhu-_07.07.009/1 Aste asyAH jaWare vIryam-avizahyam suradvizaH
   BhP_07.07.009/2 āsyatāṃ yāvat prasavaṃ mokṣye 'rthapadavīṃ gataḥ	Bhu-_07.07.009/2 AsyatAm yAvat prasavam mokzye arTa-padavIm gataH
   BhP_07.07.010/0 śrīnārada uvāca	BhP_07.07.010/0 SrI-nAradaH uvAca
   BhP_07.07.010/1 ayaṃ niṣkilbiṣaḥ sākṣān mahābhāgavato mahān	Bhu-_07.07.010/1 ayam nizkilbizaH sAkzAt mahA-BAgavataH mahAn
   BhP_07.07.010/2 tvayā na prāpsyate saṃsthāmanantānucaro balī	Bhu-_07.07.010/2 tvayA na prApsyate saMsTAm-ananta-anucaraH balI
   BhP_07.07.011/1 ityuktastāṃ vihāyendro devarṣermānayan vacaḥ	Bhu-_07.07.011/1 iti-uktaH-tAm vihAya-indraH devarzeH-mAnayan vacaH
   BhP_07.07.011/2 anantapriyabhaktyaināṃ parikramya divaṃ yayau	Bhu-_07.07.011/2 ananta-priya-BaktyA-enAm parikramya divam yayO
   BhP_07.07.012/1 tato me mātaramṛṣiḥ samānīya nijāśrame	Bhu-_07.07.012/1 tatas me mAtaram-RziH samAnIya nija-ASrame
   BhP_07.07.012/2 āśvāsyehoṣyatāṃ vatse yāvat te bharturāgamaḥ	Bhu-_07.07.012/2 ASvAsya-iha-uzya-tAm vatse yAvat te BartuH-AgamaH
   BhP_07.07.013/1 tathetyavātsīddevarṣerantike sākutobhayā	Bhu-_07.07.013/1 taTA-iti-avAtsIt-devarzeH-antike sAkutoBayA
   BhP_07.07.013/2 yāvaddaityapatirghorāt tapaso na nyavartata	Bhu-_07.07.013/2 yAvat-dEtya-patiH-GorAt tapasaH na nyavartata
   BhP_07.07.014/1 ṛṣiṃ paryacarat tatra bhaktyā paramayā satī	Bhu-_07.07.014/1 Rzim paryacarat tatra BaktyA paramayA satI
   BhP_07.07.014/2 antarvatnī svagarbhasya kṣemāyecchāprasūtaye	Bha-a_07.07.014/2 antarvatnI sva-garBasya kzemAya-icCA-prasUtaye
   BhP_07.07.015/1 ṛṣiḥ kāruṇikastasyāḥ prādādubhayamīśvaraḥ	BhP_07.07.015/1 RziH kAruNikaH-tasyAH prAdAt-uBayam-ISvaraH
   BhP_07.07.015/2 dharmasya tattvaṃ jñānaṃ ca māmapyuddiśya nirmalam	Bhu-_07.07.015/2 Darmasya tattvam jQAnam ca mAm-api-uddiSya nirmalam
   BhP_07.07.016/1 tat tu kālasya dīrghatvāt strītvān mātustirodadhe	Bhu-_07.07.016/1 tat tu kAlasya dIrGa-tvAt strI-tvAt mAtuH-tirodaDe
   BhP_07.07.016/2 ṛṣiṇānugṛhītaṃ māṃ nādhunāpyajahāt smṛtiḥ	Bhu-_07.07.016/2 RziNA-anugRhItam mAm na-aDunA-api-ajahAt smRtiH
   BhP_07.07.017/1 bhavatāmapi bhūyān me yadi śraddadhate vacaḥ	Bhu-_07.07.017/1 BavatAm-api BUyAt me yadi SraddaDate vacaH
   BhP_07.07.017/2 vaiśāradī dhīḥ śraddhātaḥ strībālānāṃ ca me yathā	Bhu-_07.07.017/2 vESAradI DIH SradDAtar strI-bAlAnAm ca me yaTA
   BhP_07.07.018/1 janmādyāḥ ṣaḍ ime bhāvā dṛṣṭā dehasya nātmanaḥ	Bhu-_07.07.018/1 janma-AdyAH zaw ime BAvAH dRzwA dehasya na-AtmanaH
   BhP_07.07.018/2 phalānāmiva vṛkṣasya kāleneśvaramūrtinā	Bhu-_07.07.018/2 PalAnAm-iva vRkzasya kAlena-ISvara-mUrtinA
   BhP_07.07.019/1 ātmā nityo 'vyayaḥ śuddha ekaḥ kṣetrajña āśrayaḥ	Bhu-_07.07.019/1 AtmA nityaH avyayaH SudDaH ekaH kzetrajQaH ASrayaH
   BhP_07.07.019/2 avikriyaḥ svadṛg heturvyāpako 'saṅgyanāvṛtaḥ	BhP_07.07.019/2 avikriyaH sva-dRS hetuH-vyApakaH asaFgI-anAvRtaH
   BhP_07.07.020/1 etairdvādaśabhirvidvān ātmano lakṣaṇaiḥ paraiḥ	Bhu-_07.07.020/1 etEH-dvAdaSaBiH-vidvAn AtmanaH lakzaNEH parEH
   BhP_07.07.020/2 ahaṃ mametyasadbhāvaṃ dehādau mohajaṃ tyajet	Bhu-_07.07.020/2 aham mama-iti-asadBAvam deha-AdO moha-jam tyajet-
   BhP_07.07.021/1 svarṇaṃ yathā grāvasu hemakāraḥ kṣetreṣu yogaistadabhijña	Bhu-_07.07.021/1 svarNam yaTA grAvasu hemakAraH kzetrezu yogEH-tat-aBijQa
   āpnuyāt	ApnuyAt-
   BhP_07.07.021/2 kṣetreṣu deheṣu tathātmayogair adhyātmavidbrahmagatiṃ	Bhu-_07.07.021/2 kzetrezu dehezu taTA-Atma-yogEH aDyAtma-vid-brahma-gatim
   labheta	laBeta
   BhP_07.07.022/1 aṣṭau prakṛtayaḥ proktāstraya eva hi tadguṇāḥ	Bhu-_07.07.022/1 azwO prakRtayaH proktAH-trayaH eva hi tad-guNAH
   BhP_07.07.022/2 vikārāḥ ṣoḍaśācāryaiḥ pumān ekaḥ samanvayāt	Bhu-_07.07.022/2 vikArAH zoxaSa-AcAryEH pumAn ekaH samanvayAt-
   BhP_07.07.023/1 dehastu sarvasaṅghāto jagat tasthuriti dvidhā	Bhu-_07.07.023/1 dehaH-tu sarva-saFGAtaH jagat tasTuH-iti dviDA
   BhP_07.07.023/2 atraiva mṛgyaḥ puruṣo neti netītyatat tyajan	Bhu-_07.07.023/2 atra-eva mRgyaH puruzaH na-iti na-iti-iti-atat tyajan
   BhP_07.07.024/1 anvayavyatirekeṇa vivekenośatātmanā	Bhu-_07.07.024/1 anvaya-vyatirekeNa vivekena-uSata-AtmanA
   BhP_07.07.024/2 svargasthānasamāmnāyairvimṛśadbhirasatvaraiḥ	BhP-_07.07.024/2 svarga-sTAna-samAmnAyEH-vimRSadBiH-asa-tvarEH
   BhP_07.07.025/1 buddherjāgaraṇaṃ svapnaḥ suṣuptiriti vṛttayaḥ	Bhu-_07.07.025/1 budDeH-jAgaraNam svapnaH suzuptiH-iti vRttayaH
   BhP_07.07.025/2 tā yenaivānubhūyante so 'dhyakṣaḥ puruṣaḥ paraḥ	Bhu-_07.07.025/2 tAH yena-eva-anuBUyante saH aDyakzaH puruzaH paraH
   BhP_07.07.026/1 ebhistrivarṇaiḥ paryastairbuddhibhedaiḥ kriyodbhavaiḥ	Bhu-_07.07.026/1 eBiH-tri-varNEH paryastEH-budDi-BedEH kriyA-udBavEH
   BhP_07.07.026/2 svarūpamātmano budhyedgandhairvāyumivānvayāt	Bhu-_07.07.026/2 svarUpam-AtmanaH buDyet-ganDEH-vAyum-iva-anvayAt-
   BhP_07.07.027/1 etaddvāro hi saṃsāro guṇakarmanibandhanaḥ	Bhu-_07.07.027/1 etad-dvAraH hi saMsAraH guNa-karma-nibanDanaH
   BhP_07.07.027/2 ajñānamūlo 'pārtho 'pi puṃsaḥ svapna ivārpyate	Bhu-_07.07.027/2 ajQAna-mUlaH apArTaH api puMsaH svapne iva-arpyate
   BhP_07.07.028/1 tasmādbhavadbhiḥ kartavyaṃ karmaṇāṃ triguṇātmanām	Bhu-_07.07.028/1 tasmAt-BavadBiH kartavyam karmaNAm triguNa-AtmanAm
   BhP_07.07.028/2 bījanirharaṇaṃ yogaḥ pravāhoparamo dhiyaḥ	BhP_07.07.028/2 bIja-nirharaNam yogaH pravAha-uparamaH DiyaH
   BhP_07.07.029/1 tatropāyasahasrāṇāmayaṃ bhagavatoditaḥ	Bhu-_07.07.029/1 tatra-upAya-sahasrANAm-ayam BagavatA-uditaH
   BhP_07.07.029/2 yadīśvare bhagavati yathā yairañjasā ratiḥ	Bhu-_07.07.029/2 yadi-ISvare Bagavati yaTA yEH-aQjasA ratiH
   BhP_07.07.030/1 guruśuśrūṣayā bhaktyā sarvalabdhārpaṇena ca	Bhu-_07.07.030/1 guru-SuSrUzayA BaktyA sarva-labDa-arpaNena ca
   BhP_07.07.030/2 saṅgena sādhubhaktānāmīśvarārādhanena ca	BhP_07.07.030/2 saFgena sADu-BaktAnAm-ISvara-ArADanena ca
   BhP_07.07.031/1 śraddhayā tatkathāyāṃ ca kīrtanairguṇakarmaṇām	Bhu-_07.07.031/1 SradDayA tad-kaTAyAm ca kIrtanEH-guNa-karmaNAm
   BhP_07.07.031/2 tatpādāmburuhadhyānāt talliṅgekṣārhaṇādibhiḥ	Bhu-_07.07.031/2 tad-pAda-amburuha-DyAnAt tad-liFga-IkzA-arhaNa-AdiBiH
   BhP_07.07.032/1 hariḥ sarveṣu bhūteṣu bhagavān āsta īśvaraḥ	Bhu-_07.07.032/1 hariH sarvezu BUtezu BagavAn Aste ISvaraH
   BhP_07.07.032/2 iti bhūtāni manasā kāmaistaiḥ sādhu mānayet	BhP_07.07.032/2 iti BUtAni manasA kAmEH-tEH sADu mAnayet-
   BhP_07.07.033/1 evaṃ nirjitaṣaḍvargaiḥ kriyate bhaktirīśvare	Bhu-_07.07.033/1 evam nirjita-zaxvargEH kriyate BaktiH-ISvare
   BhP_07.07.033/2 vāsudeve bhagavati yayā saṃlabhyate ratiḥ	Bhu-_07.07.033/2 vAsudeve Bagavati yayA saMlaByate ratiH
   BhP_07.07.034/1 niśamya karmāṇi guṇān atulyān vīryāṇi līlātanubhiḥ kṛtāni	Bhu-_07.07.034/1 niSamya karmANi guNAn atulyAn vIryANi lIlA-tanuBiH kRtAni
   BhP_07.07.034/2 yadātiharṣotpulakāśrugadgadaṃ protkaṇṭha udgāyati rauti	Bhu-_07.07.034/2 yadA-ati-harza-utpulaka-aSru-gadgadam protkaNWaH udgAyati rOti
   nṛtyati	nRtyati
   BhP_07.07.035/1 yadā grahagrasta iva kvaciddhasaty ākrandate dhyāyati	Bhu-_07.07.035/1 yadA graha-grastaH iva kvacid-hasati Akrandate DyAyati
   vandate janam	vandate janam
   BhP_07.07.035/2 muhuḥ śvasan vakti hare jagatpate	Bhu-_07.07.035/2 muhur Svasan vakti hare jagatpate
   nārāyaṇetyātmamatirgatatrapaḥ	nArAyaNa-iti-Atmam-atiH-gata-trapaH
   BhP_07.07.036/1 tadā pumān muktasamastabandhanas	Bhu-_07.07.036/1 tadA pumAn mukta-samasta-banDana-s
   tadbhāvabhāvānukṛtāśayākṛtiḥ	tad-BAva-BAva-anukRta-ASaya-AkRtiH
   BhP_07.07.036/2 nirdagdhabījānuśayo mahīyasā bhaktiprayogeṇa	BhP_07.07.036/2 nirdagDa-bIja-anuSayaH mahIyasA Bakti-prayogeNa
