   TEXT IN PAUSA	TA-eXT Iz PAUSA
   GG_12.13-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.13-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.14-1 nayana-kuraṅga-taraṅga-vikāsa-nirāsa-kare śruti-maṇḍale /	Gu-_12.14-1 nayana--kuraFga--taraFga-vikAsa--nirAsa--kare Sruti--maNxale /
   GG_12.14-2 manaasija-pāśa-vilāsa-dhare śubha-veśa niveśaya kuṇḍale //	Gu-_12.14-2 manaasija--pASa--vilAsa--Dare SuBa-veSa niveSaya kuNxale //
   GG_12.14-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.14-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.15-1 bhramara-cayam racayantam upari ruciram suciram mama saṃmukhe /	Gu-_12.15-1 Bramara-cayam racayantam upari ruciram su-ciram mama saMmuKe /
   GG_12.15-2 jita-kamale vimale parikarmaya narma-janakam alakam mukhe //	Gu-_12.15-2 jita--kamale vimale parikarmaya narma--janakam alakam muKe //
   GG_12.15-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.15-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.16-1 mṛgamada-rasa-valitam lalitam kuru tilakam alika-rajanīkare /	Gu-_12.16-1 mRga-mada-rasa-valitam lalitam kuru tilakam alika-rajanI-kare /
   GG_12.16-2 vihita-kalaṅka-kalam kamala-ānana viśramita-śrama-śīkare //	Gu-_12.16-2 vihita--kalaFka-kalam kamala--Anana viSramita--Srama--SIkare //
   GG_12.16-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.16-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.17-1 mama rucire cikure kuru mānada mānasaja-dhvaja-cāmare /	Gu-_12.17-1 mama rucire cikure kuru mAnada mAnasaja-Dvaja--cAmare /
   GG_12.17-2 rati-galite lalite kusumāni śikhaṇḍi-śikhaṇḍaka-ḍāmare //	Gu-_12.17-2 rati-galite lalite kusumAni SiKaNxi--SiKaNxaka--xAmare //
   GG_12.17-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.17-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.18-1 sarasa-ghane jaghane mama śambara-dāraṇa-vāraṇa-kandare /	Gu-_12.18-1 sarasa--Gane jaGane mama Sambara--dAraNa--vAraNa--kandare /
   GG_12.18-2 maṇi-raśanā-vasana-ābharaṇāni śubha-āśaya vāsaya sundare //	Gu-_12.18-2 maNi-raSanA--vasana--ABaraNAni SuBa--ASaya vAsaya sundare //
   GG_12.18-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.18-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.19-1 śrījayadeva-vacasi rucire hṛdayam sadayam kuru maṇḍane /	Gu-_12.19-1 SrI-jayadeva--vacasi rucire hRdayam sa-dayam kuru maNxane /
   GG_12.19-2 hari-caraṇa-smaraṇa-amṛta-kṛta-kali-kaluṣa-bhava-jvara-khaṇḍane	Gu-_12.19-2 hari-caraNa--smaraNa--amRta-kRta-kali-kaluza--Bava--jvara---KaNxane
   GG_12.19-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.19-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.20-1 racaya kucayoḥ patram citram kuruṣva kapolayoḥ	Gu-_12.20-1 racaya kucayoH patram citram kuruzva kapolayoH
   GG_12.20-2 ghaṭaya jaghane kāñcīm añca srajā kabarī-bharam /	Gu-_12.20-2 Gawaya jaGane kAQcIm aQca srajA kabarI--Baram /
   GG_12.20-3 kalaya valaya-śreṇīm pāṇau pade kuru nūpurau	Gu-_12.20-3 kalaya valaya--SreNIm pANO pade kuru nUpurO
   GG_12.20-4 iti nigaditaḥ prītaḥ pītāmbaraḥ api tathā akarot //	Gu-_12.20-4 iti nigaditaH prItaH pIta-ambaraH api taTA akarot //
   GG_12.21-1 yat gāndharva-kalāsu kauśalam anudhyānam ca yat vaiṣṇavam	Gu-_12.21-1 yat gAnDarva--kalAsu kOSalam anuDyAnam ca yat vEzNavam
   GG_12.21-2 yat śṛṅgāra-viveka-tattvam api yat kāvyeṣu līlāyitam /	Gu-_12.21-2 yat SRFgAra--viveka--tattvam api yat kAvyezu lIlAyitam /
   GG_12.21-3 tat sarvam jayadeva-paṇḍita-kaveḥ kṛṣṇa-eka-tāna-ātmanaḥ	Gu-_12.21-3 tat sarvam jayadeva--paNxita-kaveH kRzNa--eka-tAna-a-AtmanaH
   GG_12.21-4 sānandāḥ pariśodhayantu sudhiyaḥ śrīgītagovindataḥ //	Gu-_12.21-4 sa-AnandAH pariSoDayantu suDiyaH SrI-gIta-govindataH //
   GG_12.22-1 śrībhojadeva-prabhavasya rāmādevī-suta-śrījayadevakasya /	Gu-_12.22-1 SrI-Bojadeva--praBavasya rAmA-devI--suta--SrI-jayadevakasya /
   GG_12.22-2 parāśara-ādi-priya-varga-kaṇṭhe śrīgītagovinda-kavitvam astu //	Gu-_12.22-2 parASara--Adi-priya-varga--kaNWe SrI-gIta-govinda--kavi-tvam astu //
