   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
   yajeta : FN emended. Ed.: yajate	yajeta : FN ema inded. Ed.: yajate
   yad barhiḥ prayājeṣu yajati, oṣadhīs tad yajati yad barhir anuyājeṣu	yat barhiH prayAjezu yajati, ozaDIH tat yajati yat barhiH anuyAjezu
   phalaṃ tat, yad barhir vāritīnām, yad evādaḥ phalāt prajāyate tad etad	Palam tat, yat barhiH vAritInAm, yat eva AdaH PalAt prajAyate tat etat 
   yajati yad duras, upasthaṃ tat, yad uṣāsānaktā vyuṣṭiṃ caiva nimruktiṃ ca	yajati yat duras, upasTam tat, yat uzAsAn aktA vyuzwim ca eva nimruktim ca
   yaj joṣṭrī yad eva jātaṃ ca janiṣyamāṇaṃ ca yad ūrjāhutī yad evātti ca	yat jozwrI yat eva jAtam ca janizyamANam ca yat UrjA hutI yat eva atti ca
   pibati ca yad daivyā hotāreme eva yat tisro devīs, vāg vai tisro devīs,	pibati ca yat dEvyAH hotAreme eva yat tisraH devIs, vAc vE tisraH devIs,
   vācaṃ vā etad yajati, atho chandāṃsi vai vāk chandāṃsi vā etad yajati	vAcam vE etat yajati, aTo CandAMsi vE vAc CandAMsi vE etat yajati
   tanūnapād vai yajño 'prasṛtas, narāśaṃsaḥ prasṛtas tasmāt tanūnapātaṃ	tanUnapAt vE yajQaH aprasRtas, nara ASaMsaH prasRtaH tasmAt tanUna pAtam
   prayājeṣu yajati, aprasṛto hi tarhi yajñas tasmād u narāśaṃsam anuyājeṣu	prayAjezu yajati, aprasRtaH hi tarhi yajQaH tasmAt u narASaMsam anuyAjezu
   yajati prasṛto hi tarhi yajñas, vanaspatiṃ yajati somo vai vanaspatiḥ	yajati prasRtaH hi tarhi yajQas, vanaspatim yajati somaH vE vanaspatiH
   saumīr imāḥ prajāḥ prajāsv eva rasaṃ dadhāti tvaṣṭāraṃ yajati tvaṣṭā hi	sOmIH imAH prajAH prajAsu eva rasam daDAti tvazwAram yajati tvazwA hi
   rūpāṇi vikaroti vājino yajati paśavo vai vājinas tān vā etad yajati, atho	rUpANi vikaroti vAjinaH yajati paSavaH vE vAjinaH tAn vE etat yajati, aTo
   chandāṃsi vai vājinas, chandāṃsi vā etad yajati paśavo vai vājinas tan na	CandAMsi vE vAjinas, CandAMsi vE etat yajati paSavaH vE vAjinaH tat na
   saṃsthāpyam, yat saṃsthāpayet tān eva saṃsthāpayet, asaṃsthitā hy ete	saMsTApyam, yat saMsTApayet tAn eva saMsTApayet, asaMsTitAH hi ete
   sadadi prajāyante na vā eṣa suyajña iva saṃsthite hi prahṛteṣu paridhiṣu	sadadi prajAyante na vE eza suyajQaH iva saMsTite hi prahRtezu pariDizu
   juhoti yad avyavānan yajati tena yajñaḥ kriyate, anuyajati samiṣṭyā eva	juhoti yat avyavAnan yajati tena yajQaH kriyate, anuyajati samizwyA eva
   pratiṣṭhityai barhir anuṣiñcan gṛhṇāti, ṛṣabheṣv eva reto dadhāti,	pratizWityE barhiH anuziQcan gRhNAti, RzaBezu eva retaH daDAti,
   ūrdhvajñur āsīno yajati, ūrdhvajñavo hi paśavaḥ paśuṣu reto dadhati, atho	UrDvajQuH AsInaH yajati, UrDvajQavaH hi paSavaH paSuzu retaH daDati, aTo
   jūrdhvajñur hi prajāpatiḥ prajā asṛjata digbhyo juhoti, imā eva diśo	jUrDvajQuH hi prajApatiH prajAH asRjata digByaH juhoti, imAH eva diSaH 
   rasena vyunatti prācīm uttamāṃ juhoti prācīm eva diśaṃ punar upāvartante	rasena vyunatti prAcIm uttamAm juhoti prAcIm eva diSam punar upAvartante
   samupahvayante somapītha iva hy eṣa ṛtvijaḥ prāśnanti //	samupahvayante soma pITaH iva hi ezaH RtvijaH prASnanti //
   vājino me yajñaṃ vahān // iti samāvañśo bhakṣayanti samāvañśa eva vājaṃ	vAjinaH me yajQam vahAn // iti samAvaQSaH Bakzayanti samAvaQSaH eva vA Ajam
   vibhajante, ātmanā prāśnāti, ātmann eva vājaṃ dhatte //MS_1,10.9//	viBajante, AtmanA prASnAti, Atman eva vAjam Datte //n= _1,10.9//
   tā vaiśvadevena sṛṣṭās tasmiṃs taruṇimani varuṇo 'gṛhṇāt tad āhus, ati vai	tAH vESvadevena sRzwAH tasmin taruNimani varuNaH agRhNAt tat Ahus, ati vE
   tāḥ prajāpatim acaran, tā aticarantīr varuṇenāgrāhayat tasmāt pitā	tAH prajApatim acaran, tAH aticarantIH varuNena agrAhayat tasmAt pitA
   nāticaritavā iti vaiśvadevena vai prajāpatiḥ prajā asṛjata tasya maruto	na ati caritavA iti vESvadevena vE prajApatiH prajAH asRjata tasya marutaH 
   havyaṃ vyamathnata tato 'ṃhogṛhītā asṛjyanta tābhyo bheṣajam aichat tad vā	havyam vyamaTnata tatas aMhaH gRhItAH asRjyanta tAByaH Bezajam ECat tat vA
   ātmann evaichat sa etat paya ātmano 'dhi niramimīta tenābhyo 'ṃho 'vāyajat	Atman eva eCat saH etat payaH AtmanaH aDi niramimIta tena aByaH aMhaH avAyajat 
   tad aṃhaso vā eṣāveṣṭir yad varuṇapraghāsās, yad varuṇapraghāsair yajate	tat aMhasaH vE ezAvezwiH yat varuNa praGAsa As, yat varuNa praGAsEH yajate
   sarvasyāṃhaso 'veṣṭyai jagdhād vai tāḥ prajā varuṇo 'gṛhṇāt tasmād	sarvasya aMhasaH avezwyE jagDAt vE tAH prajAH varuNaH agRhNAt tasmAt 
   varuṇapraghāsās, yāvat kumāre 'mṇo jāta enas tāvad asminn eno bhavati yo	varuNa praGAsa As, yAvat kumAre amNaH jAtaH enaH tAvat asmin enaH Bavati yaH 
   varuṇapraghāsair yajate sāvitro 'ṣṭākapālo bhavati gāyatro vai devānāṃ	varuNa praGAsEH yajate sAvitraH azwAkapAlaH Bavati gAyatraH vE devAnAm
   savitā dvādaśakapāla aindrāgno devatayā yad vai tad varuṇagṛhītā	savitA dvAdaSa kapAlaH EndrAgnaH devatayA yat vE tat varuNa gRhItA
   avevlīyanteva tad āsv indrāgnī balam adhattām, śithirā vai tāḥ prajā	avevlIyantA iva tat Asu indra agnI balam aDattAm, SiTirA vE tAH prajA
   varuṇo 'gṛhṇāt tāsv indrāgnī balam adhattam ojo vai vīryam indrāgnī ojo vā	varuNaH agRhNAt tAsu indra agnI balam aDattam ojaH vE vIryam indra agnI ojaH vA
   etad vīryaṃ madhyataḥ prajānāṃ dhīyate na vai tāḥ prāṇan, tā aprāṇatīr	etat vIryam maDyatas prajAnAm DIyate na vE tAH prANan, tAH aprANa tIr
   varuṇo 'gṛhṇāt prāṇāpānau vā indrāgnī prāṇāpānau vā etan mukhataḥ prajānāṃ	varuNaH agRhNAt prANa apAnO vA indra agnI prANa apAnO vE etat muKataH prajAnAm
   dhīyate athaitāni pañca havīṃṣi saṃtatyai niravattyai mārutī	DIyate aTa etAni paQca havIMzi saMtatyE niravattyE mArutI
   nirvaruṇatvāya vāruṇī kantvāya kāyas, yad vai tad varuṇagṛhītābhyaḥ kam	nirvaruNa tvAya vAruNI kantvAya kAyas, yat vE tat varuNa gRhItAByaH kam
   abhavat tasmāt kāyaḥ prajāpatir vai kaḥ prajāpatir vai tāḥ prajā	aBavat tasmAt kAyaH prajApatiH vE kaH prajApatiH vE tAH prajA
   varuṇenāgrāhayat, yat kāyas, ātmana evainā varuṇān muñcati //MS_1,10.10//	varuNena agrAhayat, yat kAyas, AtmanaH eva enA varuNAt muQcati //n= _1,10.10//
   yajate : FN emended. Ed.: yajeta	yajate : F ema inded. Ed.: yajeta
   ṛtaṃ vai satyaṃ yajñas, anṛtaṃ strī, anṛtaṃ vā eṣā karoti yā patyuḥ krītā	Rtam vE satyam yajQas, anRtam strI, anRtam vE ezA karoti yA patyuH krItA
   saty athānyaiś carati, anṛtam eva niravadāya ṛtaṃ satyam upaiti yan	sati aTa anyEH carati, anRtam eva niravadAya Rtam satyam upEti yat 
   mithuyā pratibrūyāt priyatamena yājayet, atha yad vācayati medhyām evaināṃ	miTuyA pratibrUyAt priyatamena yAjayet, aTa yat vAcayati meDyAm eva enAm
   karoti, āmapeṣā bhavanti sarvasyāṃhaso 'veṣṭyai yad bhṛjyeyur anaveṣṭam	karoti, Ama pezAH Bavanti sarvasya aMhasaH avezwyE yat BRjyeyuH anavezwam
   aṃhaḥ syāt pātrebhyo vai tāḥ prajā varuṇo 'gṛhṇāt, yat pātrāṇi pātrebhya	aMhaH syAt pAtreByaH vE tAH prajAH varuNaH agRhNAt, yat pAtrANi pAtreByaH 
   evainā varuṇān muñcati pratipuruṣaṃ bhavanti pratipuruṣam evāṃho	eva enA varuNAt muQcati prati puruzam Bavanti prati puruzam eva aMha u
   'vayajati, ekam adhi bhavati garbhebhyas tena niravadayate, annād vai tāḥ	avayajati, ekam aDi Bavati garBeByaH tena niravadayate, annAt vE tAH
   prajā varuṇo 'gṛhṇāt, śūrpeṇānnaṃ bibhrati tasmāñ śūrpeṇa juhutaḥ	prajAH varuNaH agRhNAt, SUrpeNa annam biBrati tasmAn SUrpeNa juhutaH
   strīpuṃsau juhutas, mithunā eva prajā varuṇān muñcataḥ purastāt pratyañcau	strI puMsO juhutas, miTunAH eva prajAH varuNAt muQcataH purastAt pratyaQcO
   tiṣṭhantau juhutaḥ purastād evāṃho 'vayajatas, yat prātrāṇi ya eva	tizWantO juhutaH purastAt eva aMhaH avayajatas, yat prAtrANi yaH eva
   dvipādaḥ paśavo mithunās teṣām etat purastād aṃho 'vayajatas, atha yan	dvi pAdaH paSavaH miTunAH tezAm etat purastAt aMhaH avayajatas, aTa yat 
   meṣaś ca meṣī ca ya eva catuṣpādaḥ paśavo mithunās teṣām etad upariṣṭād	mezaH ca mezI ca yaH eva catuzpAdaH paSavaH miTunAH tezAm etat uparizwAt 
   aṃho 'vayajatas, ubhayata evāṃho 'vayajataḥ purastāc copariṣṭāc ca	aMhaH avayajatas, uBayatas eva aMhaH avayajataH purastAt ca uparizwAt ca
   //MS_1,10.11//	//n= _1,10.11//
   yad vai prajā varuṇo gṛhṇāti śamyaṃ caiva yavaṃ cāpi na gṛhṇāti hemanto hi	yat vE prajAH varuNaH gRhNAti Samyam ca eva yavam ca api na gRhNAti hemantaH hi
   varuṇas, yā evāvaruṇagṛhītau tābhyām evainā varuṇān muñcati varuṇo vai	varuNas, yAH eva avaruNa gRhItO tAByAm eva enA varuNAt muQcati varuNaH vE
   yavo varuṇadevatyaḥ svenaivainā bhāgadheyena varuṇān muñcati, anṛtād vai	yavaH varuNa devatyaH svena eva enA BAgaDeyena varuNAt muQcati, anRtAt vE
   tāḥ prajā varuṇo 'gṛhṇāt, yad etā anṛtapaśū anṛtād evainā varuṇān	tAH prajAH varuNaH agRhNAt, yat etAH anRta paSU anRtAt eva enAH varuNAn
   muñcatas, mithunau bhavatas, mithunā eva prajā varuṇān muñcatas, lomaśau	muQcatas, miTunO Bavatas, miTunAH eva prajAH varuNAt muQcatas, lomaSO
   bhavatas, medhyatvāya ye hi paśavo loma jagṛhus te medhaṃ prāpuḥ	Bavatas, meDya tvAya ye hi paSavaH loma jagRhuH te meDam prApuH
   śamīparṇāni bhavanti śaṃtvāya bhūrjo vai nāmaiṣa vṛkṣaḥ kāryā etasya	SamIparNAni Bavanti SaMtvAya BUrjaH vE nAma eza vRkzaH kAryAH etasya
   srucaḥ prajāpatir vā annādyam avarundhaṃ nāśaknot tañ śatedhmenāvārunddha	srucaH prajApatiH vE annAdyam avarunDam na aSaknot tan Sata iDmena avArundDa
   paraḥśatāni kāryāṇi, annādyasyāvaruddhyai sahasredhmo ha tv evāṃhaso	paraHSatAni kAryANi, annAdyasya avarudDyE sahasra iDmaH ha tu eva aMhasaH 
   'veṣṭiṃ vivyāca paraḥsahasrāṇi kāryāṇi sarvasyāṃhaso 'veṣṭyai yadā pātrāṇi	avezwim vivyAca paraH sahasrANi kAryANi sarvasya aMhasaH avezwyE yadA pAtrANi
   juhvaty athāgniṃ saṃmārṣṭi yasminn evāṃho 'vāyākṣus tasminn utpūte devatā	juhvati aTa agnim saMmArzwi yasmin eva aMhaH avAyAkzuH tasmin utpUte devatA
   yajā iti, indro vai yatīnt sālāvṛkeyebhyaḥ prāyachat teṣāṃ vā etāni	yajAH iti, indraH vE yati int sAlAvRkeyeByaH prAyaCat tezAm vE etAni
   śīrṣāṇi yat kharjūrāḥ somapītho vā eṣo 'syā udaiṣad yat karīrāṇi saumyāni	SIrzANi yat KarjUrAH soma pITaH vE ezaH asyAH udEzat yat karIrANi sOmyAni
   vai karīrāṇi saumī ha tv evāhutir amuto vṛṣṭiṃ cyāvayati yat karīrāṇi	vE karIrANi sOmI ha tu eva AhutiH amutas vRzwim cyAvayati yat karIrANi
   bhavanti vṛṣṭyā annādyasyāvaruddhyai //MS_1,10.12//	Bavanti vRzwyA annAdyasya avarudDyE //n= _1,10.12//
   evāṃhaso : FN KS.36.6:74.1: ha tvā aṃhaso	eva aMhasaH : F KS.36.6:74.1: ha tvA aMhasaH 
   prajāpater vā etaj jyeṣṭhaṃ tokaṃ yat parvatās te pakṣiṇa āsan, te	prajApateH vE etat jyezWam tokam yat parvatAH te pakziNaH Asan, te
   parāpātam āsata yatrayatrākāmayanta, atha vā iyaṃ tarhi śithirāsīt teṣām	parApAtam Asata yatra yatra akAmayanta, aTa vA iyam tarhi SiTirAsIt tezAm
   indraḥ pakṣān achinat tair imām adṛṃhat, ye pakṣā āsaṃs te jīmūtā abhavan,	indraH pakzAn aCinat tEH imAm adRMhat, ye pakzAH Asan te jImUtAH aBavan,
   tasmād ete sadadi parvatam upaplavante yonir hy eṣām eṣa tato yaḥ prathamo	tasmAt ete sadadi parvatam upaplavante yoniH hi ezAm eza tatas yaH praTamaH 
   rasaḥ prākṣarat tāni karīrāṇy abhavan, tad etad ut prāvṛṣi jīmūtāḥ	rasaH prAkzarat tAni karIrANi aBavan, tat etat ud prAvRzi jImUtAH
   plavante yajante varuṇapraghāsaiḥ karīrāṇi bhavanti vṛṣṭiṃ taiḥ saṃtanoti	plavante yajante varuNa praGAsEH karIrANi Bavanti vRzwim tEH saMtanoti
   tasmāt tarhi bhūyiṣṭhaṃ varṣati vṛṣṭiṃ hi saṃtanoti na vai vaiśvadeva	tasmAt tarhi BUyizWam varzati vRzwim hi saMtanoti na vE vESvadeva
   uttaravedim upavapanti, upātra vapanti prajātāḥ prajāḥ pratigṛbhṇād iti	uttara vedim upavapanti, upAtra vapanti prajAtAH prajAH pratigRBNAt iti
   yeyam uttarā vedir yā atrīḥ prajās tāsām eṣā yonis tā etām anuprajāyante	yA iyam uttarAH vediH yAH atrIH prajAH tAsAm ezA yoniH tAH etAm anuprajAyante
   yeyaṃ dakṣiṇā vedir yā ādyāḥ prajās tāsām eṣā yonis tā etām anuprajāyante,	yA iyam dakziNAH vediH yAH AdyAH prajAH tAsAm ezA yoniH tAH etAm anuprajAyante,
   ubhayīr eva prajāḥ prajanayaty atrīś cādyāś ca, ayaṃ vāva hastā āsīn	uBayIH eva prajAH prajanayati atrIH ca AdyAH ca, ayam vAva hastAH AsIn
   nāyam, tad yeyaṃ dakṣiṇā vedis tayemam avindan, tasmād eṣa etasya	na ayam, tat yA iyam dakziNA vediH tayA imam avindan, tasmAt ezaH etasya
   pariveṣṭā kanīyān hi tasmāt kanīyān jyāyāṃsaṃ pariveveṣṭi same prācī	parivezwA kanIyAn hi tasmAt kanIyAn jyAyAMsam pariveva izwi same prAcI
   bhavataḥ samau hīmau prāñcau hastā asaṃbhinne bhavataḥ sarvasyāṃhaso	BavataH samO hi imO prAQcO hastAH asaMBinne BavataH sarvasya aMhasaH 
   'veṣṭyai yat saṃbhindyur anaveṣṭam aṃhaḥ syāt, ekasyāṃ paścāt saṃbhinatti,	avezwyE yat saMBindyuH anavezwam aMhaH syAt, ekasyAm paScAt saMBinatti,
   anusaṃtatyai, upemāṃ vapati nemām anvabhyārohāya kṣatraṃ vā indras, viṇ	anusaMtatyE, upa imAm vapati na imAm anvaByArohAya kzatram vE indras, viN
   marutas, nānā yajataḥ pāpavasīyasasya vyāvṛttyai yad evādhvaryuḥ karoti	marutas, nAnA yajataH pApavasIyasasya vyAvRttyE yat eva aDvaryuH karoti
   tat pratiprasthātā karoti tasmād yad rājā karoti tad viṭ karoti na vai	tat pratiprasTAtA karoti tasmAt yat rAjA karoti tat viz karoti na vE
   vaiśvadeve triṃśad āhutayaḥ santi na sākamedheṣu varuṇapraghāseṣu vāva	vESvadeve triMSat AhutayaH santi na sAkameDezu varuNa praGAsezu vAva
   triṃśad āhutayas, vairājo vai puruṣas, daśa hastyā aṅgulayo daśa pādyā	triMSat Ahutayas, vErAjaH vE puruzas, daSa hastyA aFgulayaH daSa pAdyA
   daśa prāṇās, yat tarhy avabhṛtham abhyavayanti yajamānasya nirvaruṇatvāya	daSa prANAs, yat tarhi avaBRTam aByavayanti yajamAnasya nirvaruNa tvAya
   yad vai yajñasya svagākṛtiṃ na prāpnoti tad varuṇo gṛhṇāti yan	yat vE yajQasya svac a AkRtim na prApnoti tat varuNaH gRhNAti yat 
   niṣkāṣeṇāvabhṛtham abhyavayanti yad evātra varuṇaysya nyaktaṃ tasyaiṣā	nizkAzeNa avaBRTam aByavayanti yat eva atra varuNaysya nyaktam tasya ezA
   niravattis, anapekṣamāṇā āyanti varuṇasyānanvavāyāya parogoṣṭhaṃ	niravattis, anapekzamANAH Ayanti varuNasya ananvavAyAya paras ga uzWam
   mārjayante parogoṣṭham eva varuṇaṃ niravadayante, edho 'sy edhisīmahīti	mArjayante paras ga uzWam eva varuNam niravadayante, eDaH asi eDisImahi iti
   nirvaruṇā eva bhūtvaidhitum upayanti samid asi samedhiṣīmahīti samiddhyā	nirvaruNAH eva BUtvA eDitum upayanti samiD asi sameDizImahi iti samidDyA
   eva //MS_1,10.13//	eva //n= _1,10.13//
   saṃbhindyur : FN Correcturen und Conjecturen zu dem ganzen Werk.	saMBindyuH : FN Corret turet und Conjet turet zu dem ganzet Werk.
   anvabhyārohāya : FN emended. Ed.: anvabhyārohayat. KS.36.7:74.19:	anvaByArohAya : FN ema inded. Ed.: anvaByArohayat. KS.36.7:74.19:
   anabhyārohāya	anaByArohAya
   prajāḥ sṛṣṭvāṃho 'vayajya so 'kāmayata vṛtraṃ hanyām iti sa etābhir	prajAH sRzwvA aMhaH avayajya saH akAmayata vRtram hanyAm iti saH etABiH 
   devatābhiḥ sayug bhūtvā marudbhir viśāgninānīkenopaplāyata sa vṛtram etya	devatABiH sa yuj BUtvA marudBiH viSA agninA anIkena upaplAyata sa vRtram etya
   vṛtraṃ dṛṣṭvoruskambhagṛhīto 'nabhidhṛṣṇuvann atiṣṭhat taṃ maruto	vRtram dRzwvA uru skamBa gRhItaH anaBiDRzNuvan atizWat tam marutaH 
   'dhyaiyanta te 'tyaiṣan, tasya yadā marmāgachann athāceṣṭat saṃ vā enaṃ	aDyEyanta te atyEzan, tasya yadA marma agaCan aTa acezwat sam vE enam
   tad atapan, tasmāt sāṃtapanās agninā vā anīkenendro vṛtram ahan, tad	tat atapan, tasmAt sAMtapanAH agninA vA anIkena indraH vRtram ahan, tat 
   anīkatvāyaivaiṣas, atho agnir vai devānāṃ senānīs tat senotthāpanīyam	anIka tvAya eva ezas, aTo agniH vE devAnAm senAnIH tat senA utTApanIyam
   evaitat, indro vai vṛtrāya vajram udyamaṃ nāśaknot sa etaṃ marudbhyo	eva etat, indraH vE vRtrAya vajram udyamam na aSaknot saH etam marudByaH 
   bhāgaṃ niravapat taṃ vīryāya samatapan, taṃ tena vīryeṇodayachan, saṃ vā	BAgam niravapat tam vIryAya sama tapan, tam tena vIryeNa udaya Can, sam vA
   enaṃ tad atapan, tasmāt sāṃtapanās, madhyaṃdine carur nirupyas tarhy ubhā	enam tat atapan, tasmAt sAMtapanAs, maDyaMdine caruH nirupyaH tarhi uBA
   antau tapati caruḥ syāt taṃ hi sarvatas tapati devā vai vṛtrasya marma	antO tapati caruH syAt tam hi sarvatas tapati devAH vE vRtrasya marma
   nāvindan taṃ marutaḥ kṣurapavinā vyayuḥ saṃ vā enaṃ tad atapan, tasmāt	na avindan tam marutaH kzura pavinA vyayuH sam vE enam tat atapan, tasmAt 
   sāṃtapanāḥ //MS_1,10.14//	sAMtapanAH //n= _1,10.14//
   senotthāpanīyam : FN emended. Ed.: senotthāpanīyam	senA utTApanIyam : F ema inded. Ed.: senA utTApanIyam
   te vai śvo bhūte vṛtraṃ haniṣyantā upāvasan, te 'bruvan kasya vāhedaṃ śvo	te vE Svas BUte vRtram hanizyantAH upAvasan, te abruvan kasya vAha idam Svas 
   bhavitā kasya vā pacateti ta etam odanam apacan, tena paśūn acikayus te	BavitA kasya vA pacatA iti te etam odanam apacan, tena paSUn acikayuH te
   'vidur yatarān vā ima upāvartsyanti ta idaṃ bhaviṣyantīti tebhyo vā etena	aviduH yatarAn vE ime upAvartsyanti te idam Bavizyanti iti teByaH vE etena
   prātiṣṭhan, tān etenāyachan, tat paśūnāṃ vāvaiṣā yatis te vai śvovijayino	prAtizWan, tAn etena AyaCan, tat paSUnAm vA avA ezA yatiH te vE Svas vijayinaH 
   'vasan, te 'bruvan kasya vāhedaṃ śvo bhavitā kasya vā pacateti ta etam	avasan, te abruvan kasya vAha idam Svas BavitA kasya vA pacatA iti te etam
   odanam apacan, te 'bruvan māhutam aśiṣmeti taṃ marudbhyo gṛhamedhebhyo	odanam apacan, te abruvan mA Ahutam aSizma iti tam marudByaH gRhameDeByaH 
   'juhavuḥ paśavo vai maruto gṛhamedhāḥ paśubhyo vai te tam ajuhavus te vai	ajuhavuH paSavaH vE marutaH gRhameDAH paSuByaH vE te tam ajuhavuH te vE
   saṃyattā āsan, te 'surā devebhyaḥ kṣudhaṃ prāhiṇvan, tāṃ devāḥ	saMyattAH Asan, te asurAH deveByaH kzuDam prAhiNvan, tAm devAH
   pratiśrutyaitam odanam apacan, sā deveṣu lokam avittvā punar asurān	pratiSrutya etam odanam apacan, sA devezu lokam avittvA punar asurAn
   prāviśat tato devā abhavan parāsurās tad ya evaṃ vidvān etam odanaṃ pacati	prAviSat tatas devAH aBavan para asurAH tat yaH evam vidvAn etam odanam pacati
   bhavaty ātmanā parāsya bhrātṛvyo bhavati, api prativeśaṃ pacet,	Bavati AtmanA parA asya BrAtRvyaH Bavati, api prativeSam pacet ,
   bhrātṛvyāyaiva kṣudhaṃ prahiṇoti yad vai cāturmāsyānāṃ pākayajñasyaiva tad	BrAtR vyAya eva kzuDam prahiNoti yat vE cAturmAsyAnAm pAkayajQasya eva tat 
   eṣāṃ paśavyam, paśavyo gṛhamedhas, na prayājān yajati nānuyājān na	ezAm paSavyam, paSavyaH gRhameDas, na prayAjAn yajati na anuyAjAt na
   sāmidhenīr anvāha, ājyabhāgau yajati yajñatāyai, agnaye samavadyati, agnir	sAmiDenIH anvAha, Ajya BAgO yajati yajQa tAyE, agnaye samavat yati, agniH 
   vai samiṣṭis, agniḥ pratiṣṭhitiḥ samiṣṭyā eva pratiṣṭhiyai, iḍām	vE samizwis, agniH pratizWitiH samizwyA eva pratizWiyE, ixAm
   upahvayante paśavo vā iḍā paśavyo gṛhamedhas tasmād iḍām upahvayante	upahvayante paSavaH vE ixA paSavyaH gRhameDaH tasmAt ixAm upahvayante
   niṣkāṣaṃ nidadhāti, anusaṃtatyai //MS_1,10.15//	nizkAzam nidaDAti, anusaMtatyE //n= _1,10.15//
   te : FN Correcturen und Conjecturen zu dem ganzen Werk.	te : FN Corret turet und Conjet turet zu dem ganzet Werk.
   avittvā : FN Correcturen und Conjecturen zu dem ganzen Werk.	avittvA : FN Corret turet und Conjet turet zu dem ganzet Werk.
   teṣāṃ vā ubhayeṣām indraḥ prāvasat te devā etam indrāya bhāgaṃ nyadadhus,	tezAm vA uBayezAm indraH prAvasat te devAH etam indrAya BAgam nyadaDus,
   asmāñ śvo nihitabhāgo vṛṇatā iti, ṛṣabham āhvayanti, indraṃ vā etaṃ	asmAn Svas nihita BAgaH vRNatA iti, RzaBam Ahvayanti, indram vE etam
   nihvayante ruvatho vaṣaṭkāras, atho asurāṇāṃ vā etad ṛṣabham atyāhvayanti,	nihvayante ruvaTaH vazawka aras, aTo asurANAm vE etat RzaBam atyAhvayanti,
   asmān prajanayād iti savatsā gāvo vasanti sākamedhatvāya stry aśnāti	asmAn prajanayAt iti sa vatsAH gAvaH vasanti sAkameDa tvAya strI aSnAti
