   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   pravrajyāsamāpannānāṃ/ viśākhā audakānāṃ/ anurādhā vāṇijakānāṃ śākaṭikānāṃ	pravrajyA samApannAnAM/ viSAKA OdakAnAn/ anurADA vANijakAnAm SAkawikAnAm
   ca/ jyeṣṭhā dauvālikānāṃ/ (68) mūlā pathikānāṃ/ pūrvāṣāḍhā vāhlīkānāṃ ca/	ca/ jyezWA dOvAlikAnAn/ (68) mUlA paTikAnAM/ pUrvAzAXA vAhlIkAnAm ca/
   uttarāṣāḍhā kāmbojānāṃ/ abhijit sarveṣāṃ dakṣiṇāpathikānāṃ tāmraparṇikānāṃ	uttarAzAXA kAmbojAnAM/ aBijit sarvezAm dakziNA paTikAnAm tAmraparNikAnAm
   ca/ śravaṇā ghādakānāṃ caurāṇāṃ ca/ dhaniṣṭhā kuru^pāñcālānāṃ/	ca/ SravaNA GAdakAnAm cOrANAm ca/ DanizWA kuru^pAQcAlAnAM/
   śatabhiṣā maulikānām ārthavaṇikānāṃ ca/ pūrvabhādrapadā gandhikānāṃ	SataBizA mOlikAnAm ArTavaNikAnAm ca/ pUrva BAdrapadA ganDikAnAm
   yavana^kāmbojānāṃ ca/ uttarabhādrapadā gandharvāṇāṃ/ revatī nāvikānāṃ ca/	yavana^kAmbojAnAm ca/ uttara BAdrapadA ganDarvANAM/ revatI nAvikAnAm ca/
   aśvinī aśvavāṇijānāṃ ca/ bharaṇī bhadrapadakarmaṇāṃ bhadrakāyākānāṃ ca/	aSvinI aSva vANijAnAm ca/ BaraNI Badra pada karmaNAm BadrakAya akAnAm ca/
   p.68.1/.ayaṃ bhoḥ puṣkarasārin nakṣatrāṇāṃ sthāna^nirdeśa^vyākaraṇo	p.68.1/.ayam BoH puzkarasArit nakzatrANAm sTAna^nirdeSa^vyAkaraNaH 
   nāma^adhyāyaḥ/	nAma^aDyAyaH/
   %ṛtuvarṣaḥ	%Rtu varzaH
   p.68.2/.paṭha bhos triśaṅko ṛtuvarṣaṃ nāma^adhyāyaṃ/ tad ahaṃ vakṣye	p.68.2/.paWa BoH triSaFkaH Rtuvarzam nAma^aDyAyan/ tat aham vakzye
   śrūyatāṃ/ kathayatu bhagavān/	SrUyatAM/ kaTayatu BagavAn /
   p.68.3/.kṛttikāsu grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.68.3/.kRttikAsu grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuḥṣaṣṭy^āḍhakāni pravarṣati/ varṣo daśa^rātrikaḥ/	catuHzazwi ^AXakAni pravarzati/ varzaH daSa^rAtrikaH/
   śravaṇāyuktaproṣṭhapadāyām agnodako varṣārātro bhavati/ paścād varṣaṃ	SravaNa Ayukta prozWapadAyAm agna udakaH varzA rAtraH Bavati/ paScAt varzam
   saṃjanayati/ hemante grīṣme grīṇi ca^atra (69) bhaya^pragrahāṇi bhavanti/	saMjanayati/ hemante grIzme grINi ca^atra (69) Baya^pragrahANi Bavanti/
   agni^bhayaṃ śastra^bhayaṃ ca^udaka^bhayaṃ ca bhavati/ uktaṃ kṛttikāsu/	agni^Bayam Sastra^Bayam ca^udaka^Bayam ca Bavati/ uktam kRttikAsu/
   p.69.1/.rohiṇyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.69.1/.rohiNyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   eka^viṃśatyāḍhakāni pravarṣati/ tatra nimnāni kṛṣi^kartavyāni/ sthalāni	eka^viMSati AXakAni pravarzati/ tatra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ eṣa ca varṣārātraḥ sāroparodhaḥ sasyaṃ ca saṃpādayati/	parivarjayita vyAni/ eza ca varzA rAtraH sAra uparoDaH sasyam ca saMpAdayati/
   dvau ca^atra rogau prabalau bhavataḥ/ kukṣirogaś cakṣūrogaś ca/	dvO ca^atra rogO prabalO BavataH/ kukzi rogaH cakzUrogaH ca/
   caura^bahulāś ca^atra diśo bhavanti/ uktaṃ ca rohiṇyāṃ/	cOra^bahulAH ca^atra diSaH Bavanti/ uktam ca rohiNyAM/
   p.69.2/.mṛgaśirasi grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.69.2/. mRgaSirasi grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuḥṣaṣṭy^āḍhakāni pravarṣati/ sāroparodho varṣārātraḥ/ paścād varṣaṃ	catuHzazwi ^AXakAni pravarzati/ sAra uparoDaH varzA rAtraH/ paScAt varzam
   saṃjanayati/ nikṣiptaśastrāś ca^atra (70) rājāno bhavanti/ kṣemiṇaḥ	saMjanayati/ nikzipta SastrAH ca^atra (70) rAjAnaH Bavanti/ kzemiNaH
   sunītikāś ca diśo bhavanti/ muditāś ca^atra janapadā bhavanti/ uktaṃ	su nItikAH ca diSaH Bavanti/ muditAH ca^atra janapadAH Bavanti/ uktam
   mṛgaśirasi/	mRgaSirasi/
   p.70.1/.ārdrāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.70.1/.ArdrAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   aṣṭādaśāḍhakāni pravarṣati/ tatra nimnāni kṛṣi^kartavyāni/ sthalāni	azwAdaSa AXakAni pravarzati/ tatra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ nidhayaś ca rakṣayitavyāḥ/ caura^bahulāś ca^atra diśo	parivarjayita vyAni/ niDayaH ca rakzayitavyAH/ cOra^bahulAH ca^atra diSaH 
   bhavanti/ nikṣiptaśastrāś ca rājāno bhavanti/ trayaś ca^atra rogāḥ prabalā	Bavanti/ nikzipta SastrAH ca rAjAnaH Bavanti/ trayaH ca^atra rogAH prabalA
   bhavanti/ jvaraḥ śvāso galagrahaś ca/ bālānāṃ dārakadārikāṇāṃ ca maraṇaṃ	Bavanti/ jvaraH SvAsaH galagrahaH ca/ bAlAnAm dAraka dArikANAm ca maraNam
   bhavati/ ity uktam ārdrāyāṃ/	Bavati/ iti uktam ArdrAyAM/
   p.70.2/.punarvasau grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati/	p.70.2/.punarvasO grIzmANAm paScime mAse yadi atra devaH pravarzati/
   navatyāḍhakāni pravarṣati/ mahā^meghān utpādayati/ āṣāḍhāyāṃ praviṣṭāyāṃ	navati AXakAni pravarzati/ mahA^meGAn utpAdayati/ AzAXAyAm pravizwAyAm
   mṛdūni pravarṣati/ anantaraṃ ca nirantareṇa pravarṣati/ nikṣiptaśastrāś ca	mRdUni pravarzati/ anantaram ca nirantareNa pravarzati/ nikzipta SastrAH ca
   rājāno bhavanti/ uktaṃ punarvasau/	rAjAnaH Bavanti/ uktam punarvasO/
   p.71.1/.puṣye grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.71.1/.puzye grIzmANAm paScime mAse yadi atra devaH pravarzati
   dvātriṃśadāḍhakāni pravarṣati/ atra nimnāni kṛṣi^kartavyāni/ sthalāni	dvAtriMSat AXakAni pravarzati/ atra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ vyaktaṃ pradhāna^varṣāṇi bhavanti/ sasyaṃ ca	parivarjayita vyAni/ vyaktam praDAna^varzANi Bavanti/ sasyam ca
   niṣpādayati/ brāhmaṇa^kṣatriyāṇāṃ ca virodho bhavati/ daṃṣṭriṇaś ca^atra	nizpAdayati/ brAhmaNa^kzatriyANAm ca viroDaH Bavati/ daMzwriNaH ca^atra
   prabalā bhavanti/ tatra trayo rogāś ca bhavanti/ gaṇḍāḥ piṭakāḥ pāmāni ca	prabalAH Bavanti/ tatra trayaH rogAH ca Bavanti/ gaNxAH piwakAH pAmAni ca
   / ity uktaṃ	/ iti uktam
   puṣye/	puzye/
   p.71.2/.aśleṣāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.71.2/.a SlezAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   eka^viṃśatyāḍhakāni pravarṣati/ tatra nimnāni kṛṣi^kartavyāni/ sthalāni	eka^viMSati AXakAni pravarzati/ tatra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ viṣamāś ca vāyavo vānti/ saṃvignāś ca^atra jñānino	parivarjayita vyAni/ vizamAH ca vAyavaH vAnti/ saMvignAH ca^atra jQAninaH 
   rājānaś ca bhavanti/ eṣo varṣaḥ sarva^sasyāni sampādayati/ jāyāpatikānāṃ	rAjAnaH ca Bavanti/ ezaH varzaH sarva^sasyAni sampAdayati/ jAyA patikAnAm
   rājāmātyānāṃ ca virodho bhavati/ uktam aśleṣāyāṃ/	rAjA amAtyAnAm ca viroDaH Bavati/ uktam aSlezAyAM/
   p.71.3/.maghāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.71.3/. maGAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuḥṣaṣṭy^āḍhakāni (72) pravarṣati/ eṣo varṣaḥ sarva^sasyāni sampādayati/	catuHzazwi ^AXakAni (72) pravarzati/ ezaH varzaH sarva^sasyAni sampAdayati/
   mṛgapakṣipaśumanuṣyāṇāṃ ca^atra garbhā vinaśyanti/ jana^maraṇaṃ ca^atra	mRga pakzi paSu manuzyANAm ca^atra garBAH vinaSyanti/ jana^maraNam ca^atra
   bhaviṣyati^iti/ uktaṃ maghāyāṃ/	Bavizyati^iti/ uktam maGAyAM/
   p.72.1/.pūrvaphalgunyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.72.1/. pUrva PalgunyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuḥṣaṣṭy^āḍhakāni pravarṣati/ eṣo varṣaḥ sarva^sasyāni sampādayati/ tac	catuHzazwi ^AXakAni pravarzati/ ezaH varzaH sarva^sasyAni sampAdayati/ tat 
   ca sasyaṃ janayitvā para^cakra^pīḍitā manuṣyā na sukhenopabhuñjate/	ca sasyam janayitvA para^cakra^pIxitA manuzyAH na suKena upaBuQjate/
   paśūnāṃ maṇuṣyāṇāṃ ca^atra garbhāḥ sukhino bhavanti/ uktaṃ	paSUnAm maNuzyANAm ca^atra garBAH suKinaH Bavanti/ uktam
   pūrvaphalgunyāṃ/	pUrva PalgunyAM/
   p.72.2/.uttaraphalgunyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.72.2/.uttara PalgunyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   aśītyāḍhakāni pravarṣati/ eṣo varṣaḥ sarva^sasyāni ca sampādayati/	aSIti AXakAni pravarzati/ ezaH varzaH sarva^sasyAni ca sampAdayati/
   nikṣiptaśastrāś ca^atra rājāno bhavanti/ brahma^kṣatriyayoś ca virodho	nikzipta SastrAH ca^atra rAjAnaH Bavanti/ brahma^kzatriyayoH ca viroDaH 
   bhavati/ kṣipraṃ ca anītikāḥ prajā vinaśyanti/ ca^uktam uttaraphalgunyāṃ/	Bavati/ kzipram ca anItikAH prajAH vinaSyanti/ ca^uktam uttara PalgunyAM/
   p.72.3/.haste grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.72.3/.haH te grIzmANAm paScime mAse yadi atra devaH pravarzati
   ekonapañcāśadāḍhakāni (73) pravarṣati/ devaś ca tad yathā parikṣipati/	ekonapaQcASat AXakAni (73) pravarzati/ devaH ca tat yaTA parikzipati/
   patitāni ca sasyāni janasyārasāgrāṇi anudagrāṇi alpa^sārāṇy alpodakāni/	patitAni ca sasyAni janasya arasa agrANi anudagrANi alpa^sArANi alpa udakAni/
   durbhikṣaś ca^atra bhaviṣyati/ uktaṃ haste/	durBikzaH ca^atra Bavizyati/ uktam haste/
   p.73.1/.citrāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.73.1/.citrAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuḥṣaṣṭy^āḍhakāni pravarṣati/ sāroparodhas tataḥ paścād varṣaṃ	catuHzazwi ^AXakAni pravarzati/ sAra uparoDaH tatas paScAt varzam
   saṃjanayati/ nikṣiptaśastrāś ca rājāno bhavanti/ muditāś ca^atra janapadā	saMjanayati/ nikzipta SastrAH ca rAjAnaH Bavanti/ muditAH ca^atra janapadA
   bhavanti/ uktaṃ citrāyāṃ/	Bavanti/ uktam citrAyAM/
   p.73.2/.svātyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.73.2/.svAtyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   eka^viṃśatyāḍhakāni pravarṣati/ nikṣiptaśastrāś ca rājāno bhavanti/ caurāś	eka^viMSati AXakAni pravarzati/ nikzipta SastrAH ca rAjAnaH Bavanti/ cOra AH 
   ca^atra balavattarā bhavanti/ uktaṃ svātyāṃ/	ca^atra balavattarAH Bavanti/ uktam svAtyAM/
   p.73.3/.viśākhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.73.3/.viSAKAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   aśītyāḍhakāni (74) pravarṣati/ eṣā varṣaḥ sarva^sasyāni sampādayati/	aSIti AXakAni (74) pravarzati/ ezA varzaH sarva^sasyAni sampAdayati/
   rājānaś ca^atra chidra^yuktā bhavanti/ agnidāhāś ca^atra prabalā bhavanti/	rAjAnaH ca^atra Cidra^yuktAH Bavanti/ agni dAhAH ca^atra prabalAH Bavanti/
   daṃṣṭriṇaś ca^atra balavanto +api kṣayaṃ gacchanti/ uktaṃ viśākhāyāṃ/	daMzwriNaH ca^atra balavantaH +api kzayam gacCanti/ uktam viSAKAyAM/
   p.74.1/.anurādhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.74.1/.anurADAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   ṣaṣṭyāḍhakāni pravarṣati/ eṣo varṣaḥ sasyaṃ sampādayati/ mitrāṇi ca^atra	zazwi AXakAni pravarzati/ ezaH varzaH sasyam sampAdayati/ mitrANi ca^atra
   dṛḍhāni bhavanti/ uktam anurādhāyāṃ/	dRXAni Bavanti/ uktam anurADAyAM/
   p.74.2/.jyeṣṭhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.74.2/.jyezWAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   ṣoḍaśāḍhakāni pravarṣati/ tatra kṛṣi^karmān tāni pratisaṃhartavyāni/	zoxaSa AXakAni pravarzati/ tatra kRzi^karmAn tAni pratisaMhartavyAni/
   yugavaratrāṇi varjayitavyāni/ svadhānyāni upasaṃhartavyāni/ agnayaḥ	yugavaratrANi varjayita vyAni/ sva DAnyAni upasaMharta vyAni/ agnayaH
   pratisaṃhartavyāḥ/ lāṅgalāni pratisaṃhartavyāni/ avaśyam anena janapadena	pratisaMhartavyAH/ lAFgalAni pratisaMharta vyAni/ avaSyam anena janapadena
   vinaṣṭavyaṃ bhavati/ para^cakra^pīḍito bhavati/ uktaṃ jyeṣṭhāyāṃ/	vinazwavyam Bavati/ para^cakra^pIxitaH Bavati/ uktam jyezWAyAM/
   p.74.3/.mūle grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.74.3/.mUle grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuṣaṣṭyāḍhakāni (75) pravarṣati/ eṣo varṣaḥ sasyaṃ sampādayati/	catuzazwi AXakAni (75) pravarzati/ ezaH varzaH sasyam sampAdayati/
   caura^bahulāś ca^atra diśo bhavanti/ trayaś ca^atra vyādhayo balavanto	cOra^bahulAH ca^atra diSaH Bavanti/ trayaH ca^atra vyADayaH balavantaH 
   bhavanti/ vāta^gaṇḍaḥ pārśvaśūlam akṣirogaś ca/ puṣpa^phalāni ca^atra	Bavanti/ vAta^gaNxaH pArSva SUlam akzi rogaH ca/ puzpa^PalAni ca^atra
   samṛddhāni bhavanti/ nikṣiptaśastrāś ca^atra rājāno bhavanti/ uktaṃ mūle/	samRdDAni Bavanti/ nikzipta SastrAH ca^atra rAjAnaH Bavanti/ uktam mUle/
   p.75.1/.pūrvasyām āṣāḍhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ	p.75.1/. pUrvasyAm AzAXAyAm grIzmANAm paScime mAse yadi atra devaH
   pravarṣati ṣaṣṭyāḍhakāni pravarṣati/ dvau ca^atra grāhau bhavataḥ /	pravarzati zazwi AXakAni pravarzati/ dvO ca^atra grAhO BavataH /
   proṣṭhapade vā +aśvayujau vā pakṣe/ eṣo varṣaḥ sarva^sasyāni sampādayati/	prozWapade vA +aSvayujO vA pakze/ ezaH varzaH sarva^sasyAni sampAdayati/
   dvau ca^atra rogau prabalau bhavataḥ/ kukṣirogo +akṣirogaś ca / uktaṃ	dvO ca^atra rogO prabalO BavataH/ kukzi rogaH +akzi rogaH ca / uktam
   pūrvāṣāḍhāyāṃ/	pUrvAzAXAyAM/
   p.75.2/.uttarasyām āṣāḍhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ	p.75.2/.uttarasyAm AzAXAyAm grIzmANAm paScime mAse yadi atra devaH
   pravarṣati pūrṇam āḍhakaśataṃ pravarṣati/ tatra sthalāni kṛṣi^kartavyāni/	pravarzati pUrNam AXaka Satam pravarzati/ tatra sTalAni kRzi^kartavyAni/
   nimnāni parivarjayitavyāni/ mahā^srotāṃsi ca^atra pravahanti/ agrodakā	nimnAni parivarjayita vyAni/ mahA^srotAMsi ca^atra pravahanti/ agrodakA
   ca^atra varṣā bhavati/ sarva^sasyāni niṣpādayati/ trayaś ca^atra rogāḥ	ca^atra varzA Bavati/ sarve ^sasyAni nizpAdayati/ trayaH ca^atra rogAH
   prabalā bhavanti/ gaṇḍaḥ kacchaḥ kaṇṭha^roga iti/ uktam uttarāṣāḍhāyām//	prabalAH Bavanti/ gaNxaH kacCaH kaNWa^rogaH iti/ uktam uttara AzAXAyAm//
   p.75.3/.abhijiti grīṣmāṇāṃ paścime māse yady atra pravarṣati	p.75.3/.aBijiti grIzmANAm paScime mAse yadi atra pravarzati
   catuḥṣaṣṭy^āḍhākāni (76) pravarṣati/ maṇḍalavarṣaṃ ca devaḥ pravarṣati/	catuHzazwi ^AXAkAni (76) pravarzati/ maNxala varzam ca devaH pravarzati/
   paścād varṣaḥ sasyaṃ janayati/ audakānāṃ bhūtānām utsargo bhavati/ uktam	paScAt varzaH sasyam janayati/ OdakAnAm BUtAnAm utsargaH Bavati/ uktam
   abhijiti/	aBijiti/
   p.76.1/.śravaṇe tu grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.76.1/. SravaNe tu grIzmANAm paScime mAse yadi atra devaH pravarzati
   catuṣṣaṣṭyāḍhakāni pravarṣati/ maṇḍalavarṣaṃ ca devo varṣati/ paścād varṣā	catuzzazwi AXakAni pravarzati/ maNxala varzam ca devaH varzati/ paScAt varzA
   sasyaṃ sampādayati/ audakānāṃ bhūtānām utsargo bhavati/ vyādhi^bahulāś ca	sasyam sampAdayati/ OdakAnAm BUtAnAm utsargaH Bavati/ vyADi^bahulAH ca
   narā bhavanti/ rājānaś ca tīvra^daṇḍā bhavanti/ uktaṃ śravaṇe/	narAH Bavanti/ rAjAnaH ca tIvra^daNxAH Bavanti/ uktam SravaNe/
   p.76.2/.dhaniṣṭhāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.76.2/.Da nizWAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   eka^pañcāśadāḍhakāni pravarṣati/ vibhaktāś ca^atra varṣā bhavanti/ tatra	eka^paQcASat AXakAni pravarzati/ viBaktAH ca^atra varzAH Bavanti/ tatra
   nimnāni kṛṣi^kartavyāni/ sthalāni parivarjayitavyāni/ durmukho rātrau	nimnAni kRzi^kartavyAni/ sTalAni parivarjayita vyAni/ durmuKaH rAtrO
   varṣo bhavati/ sasyāni sampādayati/ ekaś ca^atra rogo bhavati/	varzaH Bavati/ sasyAni sampAdayati/ ekaH ca^atra rogaH Bavati/
   gaṇḍa^vikāraḥ/ śastra^samādānāś ca rājāno bhavanti/ uktaṃ dhaniṣṭhāyāṃ/	gaNxa^vikAraH/ Sastra^samAdAnAH ca rAjAnaH Bavanti/ uktam DanizWAyAM/
   p.76.3/.śatabhiṣāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.76.3/.SataBizAyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   ṣoḍaśāḍhakāni (77) pravarṣati/ tatra nimnāni kṛṣi^kartavyāni/ sthalāni	zoxaSa AXakAni (77) pravarzati/ tatra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ eṣo varṣaḥ sarva^sasyāni sampādayati/ cakra^samārūḍhā	parivarjayita vyAni/ ezaH varzaH sarva^sasyAni sampAdayati/ cakra^samArUXA
   janapadā bhavanti/ manuṣyā dārakadārikāś ca skandhe kṛtvā deśa^antaraṃ	janapadAH Bavanti/ manuzyAH dAraka dArikAH ca skanDe kRtvA deSa^antaram
   gacchanti/ uktaṃ śatabhiṣāyaṃ/	gacCanti/ uktam SataBizAyaM/
   p.77.1/.pūrvasyāṃ bhādrapadāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ	p.77.1/. pUrvasyAm BAdrapadAyAm grIzmANAm paScime mAse yadi atra devaH
   pravarṣati catuḥṣaṣṭy^āḍhakāni pravarṣati/ varṣāmukhe ca^atra ekonaviṃśati	pravarzati catuHzazwi ^AXakAni pravarzati/ varzA muKe ca^atra ekonaviMSati
   rātriko +avagraho bhavati/ puṣpa^sasyaṃ ca nāśayati/ etāś ca varṣā	rAtrikaH +avagrahaH Bavati/ puzpa^sasyam ca nASayati/ etAH ca varzA
   bahu^caurā bhavanti/ dvau ca^atra mahā^vyādhī bhavataḥ/ prathamaṃ	bahu^cOrAH Bavanti/ dvO ca^atra mahA^vyADI BavataH/ praTamam
   pittatāpajvaro bhavati/ paścād balavān mahā^graho bhavati/ martyānāṃ	pitta tApa jvaraH Bavati/ paScAt balavAn mahA^grahaH Bavati/ martyAnAm
   nārīṇāṃ	nArINAm
   ca maraṇaṃ bhavati/ uktaṃ pūrvabhādrapadāyāṃ/	ca maraNam Bavati/ uktam pUrva BAdrapadAyAM/
   p.77.2/.uttarasyāṃ bhādrapadāyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ	p.77.2/.uttarasyAm BAdrapadAyAm grIzmANAm paScime mAse yadi atra devaH
   pravarṣati pūrṇam āḍhakaśataṃ pravarṣati/ mahā^srotāṃsi pravahanti/	pravarzati pUrNam AXaka Satam pravarzati/ mahA^srotAMsi pravahanti/
   grāma^nagara^nigamāḥ srotasā uhyante/ catvāraś ca^atra vyādhayaḥ prabalā	grAma^nagara^nigamAH srotasA uhyante/ catvAraH ca^atra vyADayaH prabalA
   bhavanti/ tad yathā kukṣirogo +akṣirogaḥ (78) kāśo jvaraś ceti/ bālānāṃ	Bavanti/ tat yaTA kukzi rogaH +akzi rogaH (78) kASaH jvaraH ceti/ bAlAnAm
   dārakadārikāṇāṃ maraṇāṃ bhavati/ atra sthalāni kṛṣi^kartavyāni/ nimnāni	dAraka dArikANAm maraNAm Bavati/ atra sTalAni kRzi^kartavyAni/ nimnAni
   parivarjayitavyāni/ etāś ca varṣāḥ puṣpāṇi phalāni ca sampādayanti/ uktam	parivarjayita vyAni/ etAH ca varzAH puzpANi PalAni ca sampAdayanti/ uktam
   uttarabhādrapadāyāṃ/	uttara BAdrapadAyAM/
   p.78.1/.revatyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.78.1/.revatyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   eka^ṣaṣṭyāḍhakāni pravarṣati/ tatra nimnāni kṛṣi^kartavyāni/ sthalāni	eka^zazwi AXakAni pravarzati/ tatra nimnAni kRzi^kartavyAni/ sTalAni
   parivarjayitavyāni/ eṣā paribhuñjate/ nikṣiptaśastra^daṇḍāś ca rājāno	parivarjayita vyAni/ ezA pariBuQjate/ nikzipta Sastra^daNxAH ca rAjAnaH 
   bhavanti/ anudvignāś ca janapadā bhavanti/ udvignāś ca dānapatayo	Bavanti/ anudvignAH ca janapadAH Bavanti/ udvignAH ca dAnapatayaH 
   bhavanti/ deva^nakṣatra^samāyuktāś ca janapadā bhavanti/ mitrāṇi	Bavanti/ deva^nakzatra^samAyuktAH ca janapadAH Bavanti/ mitrANi
   samāyuktāni bhavanti/	samAyuktAni Bavanti/
   uktaṃ revatyāṃ/	uktam revatyAM/
   p.78.2/.aśvinyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati	p.78.2/.aSvinyAm grIzmANAm paScime mAse yadi atra devaH pravarzati
   aṣṭacatvāriṃśadāḍhakāni pravarṣati/ yac ca madhye varṣā bhavati/ tatra	azwacatvAriMSat AXakAni pravarzati/ yat ca maDye varzA Bavati/ tatra
   nimnāni kṛṣi^kartavyāni/ sthalāni parivarjayitavyāni/ eṣā varṣā	nimnAni kRzi^kartavyAni/ sTalAni parivarjayitavyAni/ ezA varzA
   sarva^sasyāni sampādayati/ (79) bhaya^samāyuktāś ca^atra janapadā	sarva^sasyAni sampAdayati/ (79) Baya^samAyuktAH ca^atra janapadA
   bhavanti/ caurāś ca prabalā bhavanti/ uktam aśvinyāṃ/	Bavanti/ cOrAH ca prabalAH Bavanti/ uktam aSvinyAM/
   p.79.1/.bharaṇyāṃ grīṣmāṇāṃ paścime māse yady atra devaḥ pravarṣati pūrṇam	p.79.1/.BaraNyAm grIzmANAm paScime mAse yadi atra devaH pravarzati pUrNam
   āḍhakaśataṃ pravarṣati/ tatra sthalāni kṛṣi^kartavyāni/ nimnāni	AXaka Satam pravarzati/ tatra sTalAni kRzi^kartavyAni/ nimnAni
   parivarjayitavyāni/ durbhikṣas ca^atra bhavati/ jarāmaraṇaṃ janānāṃ	parivarjayitavyAni/ durBikzaH ca^atra Bavati/ jarA maraNam janAnAm
   bhavati/ rājānaś ca^atra anyonyaghātakā bhavanti/ putrapautrāṇāṃ ca kalaho	Bavati/ rAjAnaH ca^atra anyonya GAtakAH Bavanti/ putra pOtrANAm ca kalahaH 
   bhavati/ uktaṃ bharaṇyāṃ/	Bavati/ uktam BaraNyAM/
   p.79.2/.ayaṃ ghoḥ puṣkarasārin nakṣatra^rtuvarṣādhyāyaḥ//	p.79.2/.ayam GoH puzkara sArit nakzatra^rtu varza aDyAyaH//
   % rāhugrahe phalavipākaḥ	% rAhu grahe Pala vipAkaH
   p.79.3/.amīṣāṃ bhoḥ puṣkarasārinn aśṭāviṃśatīnāṃ nakṣatrāṇāṃ rāhugrahe	p.79.3/.amIzAm BoH puzkarasArin aSwAviMSatInAm nakzatrANAm rAhu grahe
   phalavipākaṃ vyākhyāsyāmi/	Pala vipAkam vyAKyAsyAmi/
   p.79.4./kṛttikāsu bhoḥ puṣkarasārin yadi candra^graho bhavati	p.79.4./kRttikAsu BoH puzkarasArin yadi candra^grahaH Bavati
   kaliṅgamagadhānām upapīḍā bhavati/ yadi rohiṇyāṃ candra^graho bhavati	kaliFga magaDAnAm upapIxA Bavati/ yadi rohiNyAm candra^grahaH Bavati
   prajānām upapīḍā bhavati/ yadi mṛgaśirasi candra^graho bhavati videhānāṃ	prajAnAm upapIxA Bavati/ yadi mRgaSirasi candra^grahaH Bavati videhAnAm
   janapadānām upapīḍā bhavati/ rājopasevakanāṃ ca/ evam ārdrāyāṃ punarvasau	janapadAnAm upapIxA Bavati/ rAja upasevakanAm ca/ evam ArdrAyAm punarvasO
   puṣye ca vaktavyaṃ/ aśleṣāyāṃ yadi candra^graho bhavati nāgānāṃ	puzye ca vaktavyan/ aSlezAyAm yadi candra^grahaH Bavati nAgAnAm
   haimavatānāṃ	hEmavatAnAm
