   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   BhP_03.13.001/2 bhūyaḥ papraccha kauravyo vāsudeva-kathādṛtaḥ	Bhu-_03.13.001/2 BUyas papracCa kOravyaH vAsudeva--kaTA-AdRtaH
   BhP_03.13.002/0 vidura uvāca	Bhu-_03.13.002/0 viduraH uvAca
   BhP_03.13.002/1 sa vai svāyambhuvaḥ samrāṭ priyaḥ putraḥ svayambhuvaḥ	Bhu-_03.13.002/1 sa vE svAyamBuvaH samrAj priyaH putraH svayamBuvaH
   BhP_03.13.002/2 pratilabhya priyāṃ patnīṃ kiṃ cakāra tato mune	Bhu-_03.13.002/2 pratilaBya priyAm patnIm kim cakAra tatas mune
   BhP_03.13.003/1 caritaṃ tasya rājarṣer ādi-rājasya sattama	Bhu-_03.13.003/1 caritam tasya rAjarzeH Adi-rAjasya sattama
   BhP_03.13.003/2 brūhi me śraddadhānāya viṣvaksenāśrayo hy asau	Bhu-_03.13.003/2 brUhi me SraddaDAnAya vizvaksena-ASrayaH hi asO
   BhP_03.13.004/1 śrutasya puṃsāṃ sucira-śramasya nanv añjasā sūribhir īḍito	Bhu-_03.13.004/1 Srutasya puMsAm su-cira-Sramasya nanu aQjasA sUriBiH IxitaH-
   'rthaḥ	arTaH
   BhP_03.13.004/2 tat-tad-guṇānuśravaṇaṃ mukunda- pādāravindaṃ hṛdayeṣu	Bhu-_03.13.004/2 tat--tad--guNa-anuSravaNam mukunda pAda-aravindam hRdayezu
   yeṣām	yezAm
   BhP_03.13.005/0 śrī-śuka uvāca	BhP_03.13.005/0 SrI-SukaH uvAca
   BhP_03.13.005/1 iti bruvāṇaṃ viduraṃ vinītaṃ sahasra-śīrṣṇaś	Bhu-_03.13.005/1 iti bruvANam viduram vinItam sahasra--SIrzNa-H-
   caraṇopadhānam	caraNa-upaDAnam
   BhP_03.13.005/2 prahṛṣṭa-romā bhagavat-kathāyāṃ praṇīyamāno munir	Bhu-_03.13.005/2 prahRzwa--romA Bagavat--kaTAyAm praNIyamAnaH muniH-
   abhyacaṣṭa	aByacazwa
   BhP_03.13.006/0 maitreya uvāca	Bhu-_03.13.006/0 mEtreyaH uvAca
   BhP_03.13.006/1 yadā sva-bhāryayā sārdhaṃ jātaḥ svāyambhuvo manuḥ	Bhu-_03.13.006/1 yadA sva-BAryayA sArDam jAtaH svAyamBuvaH manuH
   BhP_03.13.006/2 prāñjaliḥ praṇataś cedaṃ veda-garbham abhāṣata	BhP_03.13.006/2 prAQjaliH praNataH ca-idam veda-garBam aBAzata
   BhP_03.13.007/1 tvam ekaḥ sarva-bhūtānāṃ janma-kṛd vṛttidaḥ pitā	Bhu-_03.13.007/1 tvam ekaH sarva-BUtAnAm janma--kRt vRtti-daH pitA
   BhP_03.13.007/2 tathāpi naḥ prajānāṃ te śuśrūṣā kena vā bhavet	Bhu-_03.13.007/2 taTA-api naH prajAnAm te SuSrUzA kena vA Bavet-
   BhP_03.13.008/1 tad vidhehi namas tubhyaṃ karmasv īḍyātma-śaktiṣu	Bhu-_03.13.008/1 tat viDehi namaH tuByam karmasu Ixya-Atma--Saktizu
   BhP_03.13.008/2 yat kṛtveha yaśo viṣvag amutra ca bhaved gatiḥ	Bhu-_03.13.008/2 yat kRtvA-iha yaSaH vizvak amutra ca Bavet gatiH
   BhP_03.13.009/0 brahmovāca	Bhu-_03.13.009/0 brahmA-uvAca
   BhP_03.13.009/1 prītas tubhyam ahaṃ tāta svasti stād vāṃ kṣitīśvara	Bha-a_03.13.009/1 prItaH tuByam aham tAta svasti stAd vAm kzitISvara
   BhP_03.13.009/2 yan nirvyalīkena hṛdā śādhi mety ātmanārpitam	BhP_03.13.009/2 yat nirvyalIkena hRdA SADi mA-iti AtmanA-arpitam
   BhP_03.13.010/1 etāvaty ātmajair vīra kāryā hy apacitir gurau	Bhu-_03.13.010/1 etAvatI AtmajEH vIra kAryA hi apacitiH gurO
   BhP_03.13.010/2 śaktyāpramattair gṛhyeta sādaraṃ gata-matsaraiḥ	Bhu-_03.13.010/2 SaktyA-apramattEH gRhyeta sa-Adaram gata-matsarEH
   BhP_03.13.011/1 sa tvam asyām apatyāni sadṛśāny ātmano guṇaiḥ	Bhu-_03.13.011/1 sa tvam asyAm apatyAni sadRSAni AtmanaH guNEH
   BhP_03.13.011/2 utpādya śāsa dharmeṇa gāṃ yajñaiḥ puruṣaṃ yaja	Bhu-_03.13.011/2 utpAdya SAsa DarmeNa gAm yajQEH puruzam yaja
   BhP_03.13.012/1 paraṃ śuśrūṣaṇaṃ mahyaṃ syāt prajā-rakṣayā nṛpa	Bhu-_03.13.012/1 param SuSrUzaNam mahyam syAt prajA-rakzayA nRpa
   BhP_03.13.012/2 bhagavāṃs te prajā-bhartur hṛṣīkeśo 'nutuṣyati	Bhu-_03.13.012/2 BagavAn te prajA-BartuH hRzIkeSaH anutuzyati
   BhP_03.13.013/1 yeṣāṃ na tuṣṭo bhagavān yajña-liṅgo janārdanaḥ	Bhu-_03.13.013/1 yezAm na tuzwaH BagavAn yajQa--liFgaH janArdanaH
   BhP_03.13.013/2 teṣāṃ śramo hy apārthāya yad ātmā nādṛtaḥ svayam	Bhu-_03.13.013/2 tezAm SramaH hi apArTAya yat AtmA na-AdRtaH svayam
   BhP_03.13.014/0 manur uvāca	BhP_03.13.014/0 manuH uvAca
   BhP_03.13.014/1 ādeśe 'haṃ bhagavato varteyāmīva-sūdana	Bhu-_03.13.014/1 AdeSe aham BagavataH varteya-amIva-sUdana
   BhP_03.13.014/2 sthānaṃ tv ihānujānīhi prajānāṃ mama ca prabho	Bhu-_03.13.014/2 sTAnam tu iha-anujAnIhi prajAnAm mama ca praBo
   BhP_03.13.015/1 yad okaḥ sarva-bhūtānāṃ mahī magnā mahāmbhasi	Bhu-_03.13.015/1 yat okaH sarva-BUtAnAm mahI magnA mahA-amBasi
   BhP_03.13.015/2 asyā uddharaṇe yatno deva devyā vidhīyatām	Bhu-_03.13.015/2 asyAH udDaraNe yatnaH deva devyAH viDIyatAm
   BhP_03.13.016/0 maitreya uvāca	Bhu-_03.13.016/0 mEtreyaH uvAca
   BhP_03.13.016/1 parameṣṭhī tv apāṃ madhye tathā sannām avekṣya gām	Bhu-_03.13.016/1 paramezWI tu apAm maDye taTA sannAm avekzya gAm
   BhP_03.13.016/2 katham enāṃ samunneṣya iti dadhyau dhiyā ciram	Bhu-_03.13.016/2 kaTam enAm samunnezyaH iti daDyO DiyA ciram
   BhP_03.13.017/1 sṛjato me kṣitir vārbhiḥ plāvyamānā rasāṃ gatā	BhP_03.13.017/1 sRjataH me kzitiH vArBiH plAvyamAnA rasAm gatA
   BhP_03.13.017/2 athātra kim anuṣṭheyam asmābhiḥ sarga-yojitaiḥ	Bhu-_03.13.017/2 aTa-atra kim anuzWeyam asmABiH sarga--yojitEH
   BhP_03.13.017/3 yasyāhaṃ hṛdayād āsaṃ sa īśo vidadhātu me	Bhu-_03.13.017/3 yasya-aham hRdayAt Asam saH ISaH vidaDAtu me
   BhP_03.13.018/1 ity abhidhyāyato nāsā- vivarāt sahasānagha	Bhu-_03.13.018/1 iti aBiDyAyataH nAsA vivarAt sahasA-anaGa
   BhP_03.13.018/2 varāha-toko niragād aṅguṣṭha-parimāṇakaḥ	BhP_03.13.018/2 varAha-tokaH niragAt aFguzWa-parimANakaH
   BhP_03.13.019/1 tasyābhipaśyataḥ kha-sthaḥ kṣaṇena kila bhārata	Bhu-_03.13.019/1 tasya-aBipaSyataH Ka-sTaH kzaNena kila BArata
   BhP_03.13.019/2 gaja-mātraḥ pravavṛdhe tad adbhutam abhūn mahat	Bhu-_03.13.019/2 gaja--mAtraH pravavRDe tat adButam aBUt mahat-
   BhP_03.13.020/1 marīci-pramukhair vipraiḥ kumārair manunā saha	Bha-a_03.13.020/1 marIci--pramuKEH viprEH kumArEH manunA saha
   BhP_03.13.020/2 dṛṣṭvā tat saukaraṃ rūpaṃ tarkayām āsa citradhā	Bhu-_03.13.020/2 dRzwvA tat sOkaram rUpam tarkayAm Asa citraDA
   BhP_03.13.021/1 kim etat sūkara-vyājaṃ sattvaṃ divyam avasthitam	Bhu-_03.13.021/1 kim etat sUkara--vyAjam sattvam divyam avasTitam
   BhP_03.13.021/2 aho batāścaryam idaṃ nāsāyā me viniḥsṛtam	Bhu-_03.13.021/2 aho bata-AScaryam idam nAsAyAH me viniHsRtam
   BhP_03.13.022/1 dṛṣṭo 'ṅguṣṭha-śiro-mātraḥ kṣaṇād gaṇḍa-śilā-samaḥ	Bhu-_03.13.022/1 dRzwaH aFguzWa--Siro--mAtraH kzaNAt gaNxa-SilA--samaH
   BhP_03.13.022/2 api svid bhagavān eṣa yajño me khedayan manaḥ	Bhu-_03.13.022/2 api svid BagavAn eza yajQaH me Kedayan manaH
   BhP_03.13.023/1 iti mīmāṃsatas tasya brahmaṇaḥ saha sūnubhiḥ	Bhu-_03.13.023/1 iti mImAMsataH tasya brahmaNaH saha sUnuBiH
   BhP_03.13.023/2 bhagavān yajña-puruṣo jagarjāgendra-sannibhaḥ	Bhu-_03.13.023/2 BagavAn yajQa-puruzaH jagarjAga-indra--sanniBaH
   BhP_03.13.024/1 brahmāṇaṃ harṣayām āsa haris tāṃś ca dvijottamān	Bhu-_03.13.024/1 brahmANam harzayAm Asa hariH tAn ca dvijottamAn
   BhP_03.13.024/2 sva-garjitena kakubhaḥ pratisvanayatā vibhuḥ	Bhu-_03.13.024/2 sva--garjitena kakuBaH pratisvanayatA viBuH
   BhP_03.13.025/1 niśamya te ghargharitaṃ sva-kheda- kṣayiṣṇu	Bhu-_03.13.025/1 niSamya te GarGaritam sva--Keda kzayizNu
   māyāmaya-sūkarasya	mAyAm-aya--sUkarasya
   BhP_03.13.025/2 janas-tapaḥ-satya-nivāsinas te tribhiḥ pavitrair munayo	Bhu-_03.13.025/2 janas--tapaH-satya-nivAsinaH te triBiH pavitrEH munayaH-
   'gṛṇan sma	agRNan sma
   BhP_03.13.026/1 teṣāṃ satāṃ veda-vitāna-mūrtir	Bhu-_03.13.026/1 tezAm satAm veda-vitAna--mUrtiH-
   brahmāvadhāryātma-guṇānuvādam	brahma-avaDArya-Atma--guNa-anuvAdam
   BhP_03.13.026/2 vinadya bhūyo vibudhodayāya gajendra-līlo jalam āviveśa	Bhu-_03.13.026/2 vinadya BUyas vibuDa-udayAya gaja-indra-lIlaH jalam AviveSa
   BhP_03.13.027/1 utkṣipta-vālaḥ kha-caraḥ kaṭhoraḥ saṭā vidhunvan	Bhu-_03.13.027/1 utkzipta-vAlaH Ka-caraH kaWoraH sawAH viDunvan
   khara-romaśa-tvak	Kara-romaSa-tvac-
   BhP_03.13.027/2 khurāhatābhraḥ sita-daṃṣṭra īkṣā- jyotir babhāse bhagavān	Bhu-_03.13.027/2 Kura-Ahata-aBraH sita-daMzwraH IkzA jyotiH baBAse BagavAn
   mahīdhraḥ	mahIDraH
   BhP_03.13.028/1 ghrāṇena pṛthvyāḥ padavīṃ vijighran kroḍāpadeśaḥ svayam	Bhu-_03.13.028/1 GrANena pRTvyAH padavIm vijiGran kroxa-apadeSaH svayam
   adhvarāṅgaḥ	aDvara-aFgaH
   BhP_03.13.028/2 karāla-daṃṣṭro 'py akarāla-dṛgbhyām udvīkṣya viprān gṛṇato	Bhu-_03.13.028/2 karAla--daMzwraH api akarAla-dRgByAm udvIkzya viprAn gRNataH-
   'viśat kam	aviSat kam
   BhP_03.13.029/1 sa vajra-kūṭāṅga-nipāta-vega- viśīrṇa-kukṣiḥ stanayann	BhP_03.13.029/1 sa vajra-kUwa-aFga-nipAta-vega viSIrNa-kukziH stanayan=-
   udanvān	udanvAn
   BhP_03.13.029/2 utsṛṣṭa-dīrghormi-bhujair ivārtaś cukrośa yajñeśvara pāhi	Bhu-_03.13.029/2 utsRzwa--dIrGa-Urmi--BujEH iva-ArtaH cukroSa yajQeSvara pAhi
   meti	mA-iti
   BhP_03.13.030/1 khuraiḥ kṣuraprair darayaṃs tad āpa utpāra-pāraṃ tri-parū	BhP_03.13.030/1 KurEH kzuraprEH darayan tat ApaH utpAra--pAram tri-parU
   rasāyām	rasAyAm
   BhP_03.13.030/2 dadarśa gāṃ tatra suṣupsur agre yāṃ jīva-dhānīṃ svayam	Bhu-_03.13.030/2 dadarSa gAm tatra suzupsuH agre yAm jIva-DAnIm svayam
   abhyadhatta	aByaDatta
   BhP_03.13.031/1 pātāla-mūleśvara-bhoga-saṃhatau vinyasya pādau pṛthivīṃ ca	Bhu-_03.13.031/1 pAtAla--mUla-ISvara--Boga--saMhatO vinyasya pAdO pRTivIm ca
   bibhrataḥ	biBrataH
   BhP_03.13.031/2 yasyopamāno na babhūva so 'cyuto mamāstu	Bhu-_03.13.031/2 yasya-upamAnaH na baBUva saH acyutaH mama-astu
   māṅgalya-vivṛddhaye hariḥ	mAFgalya--vivRdDaye hariH
   BhP_03.13.032/1 sva-daṃṣṭrayoddhṛtya mahīṃ nimagnāṃ sa utthitaḥ saṃruruce	Bhu-_03.13.032/1 sva-daMzwrayA-udDRtya mahIm nimagnAm saH utTitaH saMruruce
   rasāyāḥ	rasAyAH
   BhP_03.13.032/2 tatrāpi daityaṃ gadayāpatantaṃ	Bhu-_03.13.032/2 tatra-api dEtyam gadayA-Apatantam
   sunābha-sandīpita-tīvra-manyuḥ	sunABa--sandIpita-tIvra-manyuH
   BhP_03.13.033/1 jaghāna rundhānam asahya-vikramaṃ sa līlayebhaṃ mṛgarāḍ	Bhu-_03.13.033/1 jaGAna runDAnam asahya--vikramam sa lIlayA-iBam mRgarAj-
   ivāmbhasi	iva-amBasi
   BhP_03.13.033/2 tad-rakta-paṅkāṅkita-gaṇḍa-tuṇḍo yathā gajendro jagatīṃ	Bhu-_03.13.033/2 tad--rakta--paFka-aFkita--gaNxa--tuNxaH yaTA gaja-indraH jagatIm
   vibhindan	viBindan
   BhP_03.13.034/1 tamāla-nīlaṃ sita-danta-koṭyā kṣmām utkṣipantaṃ	Bhu-_03.13.034/1 tamAla--nIlam sita-danta--kowyA kzmAm utkzipantam
   gaja-līlayāṅga	gaja--lIlayA-aFga
   BhP_03.13.034/2 prajñāya baddhāñjalayo 'nuvākair viriñci-mukhyā upatasthur	Bhu-_03.13.034/2 prajQAya badDAQjalayaH anuvAkEH viriQci--muKyAH upatasTuH-
   īśam	ISam
   BhP_03.13.035/0 ṛṣaya ūcuḥ	Bhu-_03.13.035/0 RzayaH UcuH
   BhP_03.13.035/1 jitaṃ jitaṃ te 'jita yajña-bhāvana trayīṃ tanuṃ svāṃ	Bhu-_03.13.035/1 jitam jitam te ajita yajQa--BAvana trayIm tanum svAm
   paridhunvate namaḥ	pariDunvate namaH
   BhP_03.13.035/2 yad-roma-garteṣu nililyur addhayas tasmai namaḥ	Bhu-_03.13.035/2 yat--roma-gartezu nililyuH adDayaH tasmE namaH
   kāraṇa-sūkarāya te	kAraNa--sUkarAya te
   BhP_03.13.036/1 rūpaṃ tavaitan nanu duṣkṛtātmanāṃ durdarśanaṃ deva yad	Bhu-_03.13.036/1 rUpam tava-etat nanu duzkRta-AtmanAm durdarSanam deva yat-
   adhvarātmakam	aDvara-Atmakam
   BhP_03.13.036/2 chandāṃsi yasya tvaci barhi-romasv ājyaṃ dṛśi tv aṅghriṣu	Bhu-_03.13.036/2 CandAMsi yasya tvaci barhi-romasu Ajyam dRSi tu aFGrizu
   cātur-hotram	cAtur-hotram
   BhP_03.13.037/1 srak tuṇḍa āsīt sruva īśa nāsayor iḍodare camasāḥ	BhP_03.13.037/1 sraj tuNxaH AsIt sruvaH ISa nAsayoH ixA-udare camasAH
   karṇa-randhre	karNa-ranDre
   BhP_03.13.037/2 prāśitram āsye grasane grahās tu te yac carvaṇaṃ te	Bhu-_03.13.037/2 prASitram Asye grasane grahAH tu te yat carvaNam te
   bhagavann agni-hotram	Bagavan agni-hotram
   BhP_03.13.038/1 dīkṣānujanmopasadaḥ śirodharaṃ tvaṃ	Bhu-_03.13.038/1 dIkzA-anujanma-upasadaH SiroDaram tvam
   prāyaṇīyodayanīya-daṃṣṭraḥ	prAyaNIya-udayanIya-daMzwraH
   BhP_03.13.038/2 jihvā pravargyas tava śīrṣakaṃ kratoḥ satyāvasathyaṃ	Bhu-_03.13.038/2 jihvA pravargyaH tava SIrzakam kratoH satya-AvasaTyam
   citayo 'savo hi te	citayaH asavaH hi te
   BhP_03.13.039/1 somas tu retaḥ savanāny avasthitiḥ saṃsthā-vibhedās tava	BhP_03.13.039/1 somaH tu retaH savanAni avasTitiH saMsTA--viBedAH tava
   deva dhātavaḥ	deva DAtavaH
   BhP_03.13.039/2 satrāṇi sarvāṇi śarīra-sandhis tvaṃ sarva-yajña-kratur	BhP-_03.13.039/2 satrANi sarvANi SarIra-sanDiH tvam sarva-yajQa-kratuH-
   iṣṭi-bandhanaḥ	izwi-banDanaH
   BhP_03.13.040/1 namo namas te 'khila-mantra-devatā- dravyāya sarva-kratave	BhP_03.13.040/1 namaH namaH te aKila-mantra--devatA dravyAya sarva--kratave
   kriyātmane	kriyA-Atmane
   BhP_03.13.040/2 vairāgya-bhaktyātmajayānubhāvita- jñānāya vidyā-gurave	Bhu-_03.13.040/2 vErAgya--Bakti-A-Atma-jayA-anuBAvita jQAnAya vidyA--gurave
   namo namaḥ	namaH namaH
   BhP_03.13.041/1 daṃṣṭrāgra-koṭyā bhagavaṃs tvayā dhṛtā virājate bhūdhara	Bhu-_03.13.041/1 daMzwrA-agra--kowyA Bagavan tvayA DRtA virAjate BUDara
   bhūḥ sa-bhūdharā	BUH sa-BUDarA
   BhP_03.13.041/2 yathā vanān niḥsarato datā dhṛtā mataṅ-gajendrasya	Bhu-_03.13.041/2 yaTA vanAt niHsarataH datA DRtA mataF-gaja-indrasya
   sa-patra-padminī	sa-patra-padminI
   BhP_03.13.042/1 trayīmayaṃ rūpam idaṃ ca saukaraṃ bhū-maṇḍalenātha datā	Bhu-_03.13.042/1 trayI-mayam rUpam idam ca sOkaram BU--maNxalena-aTa datA
   dhṛtena te	DRtena te
   BhP_03.13.042/2 cakāsti śṛṅgoḍha-ghanena bhūyasā kulācalendrasya yathaiva	BhP_03.13.042/2 cakAsti SRFga-UXa--Ganena BUyasA kula-acala-indrasya yaTA-eva
   vibhramaḥ	viBramaH
   BhP_03.13.043/1 saṃsthāpayaināṃ jagatāṃ sa-tasthuṣāṃ lokāya patnīm asi	Bhu-_03.13.043/1 saMsTApaya-enAm jagatAm sa-tasTuzAm lokAya patnIm asi
   mātaraṃ pitā	mAtaram pitA
   BhP_03.13.043/2 vidhema cāsyai namasā saha tvayā yasyāṃ sva-tejo 'gnim	Bhu-_03.13.043/2 viDema ca-asyE namasA saha tvayA yasyAm sva--tejaH agnim
   ivāraṇāv adhāḥ	iva-araNO aDAH
   BhP_03.13.044/1 kaḥ śraddadhītānyatamas tava prabho rasāṃ gatāyā bhuva	Bhu-_03.13.044/1 kaH SraddaDIta-anyatamaH tava praBo rasAm gatAyAH Buva
   udvibarhaṇam	udvibarhaNam
   BhP_03.13.044/2 na vismayo 'sau tvayi viśva-vismaye yo māyayedaṃ sasṛje	Bhu-_03.13.044/2 na vismayaH asO tvayi viSva--vismaye yaH mAyayA-idam sasRje
   'tivismayam	ati-vismayam
   BhP_03.13.045/1 vidhunvatā vedamayaṃ nijaṃ vapur	Bhu-_03.13.045/1 viDunvatA veda-mayam nijam vapuH-
   janas-tapaḥ-satya-nivāsino vayam	janas--tapaH-satya--nivAsinaH vayam
   BhP_03.13.045/2 saṭā-śikhoddhūta-śivāmbu-bindubhir vimṛjyamānā bhṛśam īśa	Bhu-_03.13.045/2 sawA--SiKa-udDUta--Siva-ambu--binduBiH vimRjyamAnAH BRSam ISa
   pāvitāḥ	pAvitAH
   BhP_03.13.046/1 sa vai bata bhraṣṭa-matis tavaiṣate yaḥ karmaṇāṃ pāram	Bhu-_03.13.046/1 sa vE bata Brazwa-matiH tava-ezate yaH karmaNAm pAram
   apāra-karmaṇaḥ	apAra-karmaNaH
   BhP_03.13.046/2 yad-yogamāyā-guṇa-yoga-mohitaṃ viśvaṃ samastaṃ bhagavan	Bhu-_03.13.046/2 yad--yoga-mAyA--guNa--yoga--mohitam viSvam samastam Bagavan
   vidhehi śam	viDehi Sam
   BhP_03.13.047/0 maitreya uvāca	Bhu-_03.13.047/0 mEtreyaH uvAca
   BhP_03.13.047/1 ity upasthīyamāno 'sau munibhir brahma-vādibhiḥ	Bhu-_03.13.047/1 iti upasTIyamAnaH asO muniBiH brahma--vAdiBiH
   BhP_03.13.047/2 salile sva-khurākrānta upādhattāvitāvanim	BhP_03.13.047/2 salile sva--Kura-AkrAntaH upADatta-avita-avanim
   BhP_03.13.048/1 sa itthaṃ bhagavān urvīṃ viṣvaksenaḥ prajāpatiḥ	Bhu-_03.13.048/1 saH itTam BagavAn urvIm vizvaksenaH prajApatiH
   BhP_03.13.048/2 rasāyā līlayonnītām apsu nyasya yayau hariḥ	Bhu-_03.13.048/2 rasAyAH lIlayA-unnItAm apsu nyasya yayO hariH
   BhP_03.13.049/1 ya evam etāṃ hari-medhaso hareḥ kathāṃ subhadrāṃ	Bhu-_03.13.049/1 yaH evam etAm hari-meDasaH hareH kaTAm suBadrAm
   kathanīya-māyinaḥ	kaTanIya--mAyinaH
   BhP_03.13.049/2 śṛṇvīta bhaktyā śravayeta vośatīṃ janārdano 'syāśu hṛdi	BhP_03.13.049/2 SRNvIta BaktyA Sravayeta vA-uSatIm janArdanaH asya-ASu hRdi
   prasīdati	prasIdati
   BhP_03.13.050/1 tasmin prasanne sakalāśiṣāṃ prabhau kiṃ durlabhaṃ tābhir	Bhu-_03.13.050/1 tasmin prasanne sakala-ASizAm praBO kim durlaBam tABiH-
   alaṃ lavātmabhiḥ	alam lava-AtmaBiH
   BhP_03.13.050/2 ananya-dṛṣṭyā bhajatāṃ guhāśayaḥ svayaṃ vidhatte sva-gatiṃ	Bhu-_03.13.050/2 ananya-dRzwyA BajatAm guhA-ASayaH svayam viDatte sva--gatim
   paraḥ parām	paraH parAm
   BhP_03.13.051/1 ko nāma loke puruṣārtha-sāravit purā-kathānāṃ	BhP_03.13.051/1 kaH nAma loke puruza-arTa--sAra-vid purA--kaTAnAm
   bhagavat-kathā-sudhām	Bagavat--kaTA--suDAm
   BhP_03.13.051/2 āpīya karṇāñjalibhir bhavāpahām aho virajyeta vinā	Bhu-_03.13.051/2 ApIya karNa-aQjaliBiH Bava-apahAm aho virajyeta vinA
   naretaram	naretaram
   BhP_03.14.001/0 śrī-śuka uvāca	BhP_03.14.001/0 SrI-SukaH uvAca
   BhP_03.14.001/1 niśamya kauṣāraviṇopavarṇitāṃ hareḥ kathāṃ	Bhu-_03.14.001/1 niSamya kOzAraviNA-upavarNitAm hareH kaTAm
   kāraṇa-sūkarātmanaḥ	kAraNa--sUkara-AtmanaH
   BhP_03.14.001/2 punaḥ sa papraccha tam udyatāñjalir na cātitṛpto viduro	Bhu-_03.14.001/2 punar sa papracCa tam udyata-aQjaliH na ca-ati-tRptaH viduraH-
   dhṛta-vrataḥ	DRta-vrataH
   BhP_03.14.002/0 vidura uvāca	Bhu-_03.14.002/0 viduraH uvAca
   BhP_03.14.002/1 tenaiva tu muni-śreṣṭha hariṇā yajña-mūrtinā	Bhu-_03.14.002/1 tena-eva tu muni--SrezWa hariNA yajQa--mUrtinA
   BhP_03.14.002/2 ādi-daityo hiraṇyākṣo hata ity anuśuśruma	Bhu-_03.14.002/2 Adi-dEtyaH hiraNyAkzaH hataH iti anuSuSruma
   BhP_03.14.003/1 tasya coddharataḥ kṣauṇīṃ sva-daṃṣṭrāgreṇa līlayā	Bhu-_03.14.003/1 tasya ca-udDarataH kzONIm sva-daMzwrA-agreNa lIlayA
   BhP_03.14.003/2 daitya-rājasya ca brahman kasmād dhetor abhūn mṛdhaḥ	Bhu-_03.14.003/2 dEtya--rAjasya ca brahman kasmAt DetoH aBUt mRDaH
   BhP_03.14.004/1 śraddadhānāya bhaktāya brūhi taj-janma-vistaram	Bhu-_03.14.004/1 SraddaDAnAya BaktAya brUhi taj-janma--vistaram
   BhP_03.14.004/2 ṛṣe na tṛpyati manaḥ paraṃ kautūhalaṃ hi me	Bhu-_03.14.004/2 Rze na tRpyati manaH param kOtUhalam hi me
   BhP_03.14.005/0 maitreya uvāca	Bhu-_03.14.005/0 mEtreyaH uvAca
   BhP_03.14.005/1 sādhu vīra tvayā pṛṣṭam avatāra-kathāṃ hareḥ	Bhu-_03.14.005/1 sADu vIra tvayA pRzwam avatAra--kaTAm hareH
   BhP_03.14.005/2 yat tvaṃ pṛcchasi martyānāṃ mṛtyu-pāśa-viśātanīm	Bhu-_03.14.005/2 yat tvam pRcCasi martyAnAm mRtyu--pASa--viSAtanIm
   BhP_03.14.006/1 yayottānapadaḥ putro muninā gītayārbhakaḥ	Bhu-_03.14.006/1 yayA-uttAnapadaH putraH muninA gItayA-arBakaH
   BhP_03.14.006/2 mṛtyoḥ kṛtvaiva mūrdhny aṅghrim āruroha hareḥ padam	Bhu-_03.14.006/2 mRtyoH kRtvA-eva mUrDni aFGrim Aruroha hareH padam
   BhP_03.14.007/1 athātrāpītihāso 'yaṃ śruto me varṇitaḥ purā	Bhu-_03.14.007/1 aTa-atra-api-itihAsaH ayam SrutaH me varNitaH purA
   BhP_03.14.007/2 brahmaṇā deva-devena devānām anupṛcchatām	Bhu-_03.14.007/2 brahmaNA deva-devena devAnAm anupRcCatAm
   BhP_03.14.008/1 ditir dākṣāyaṇī kṣattar mārīcaṃ kaśyapaṃ patim	Bhu-_03.14.008/1 ditiH dAkzAyaNI kzattar mArIcam kaSyapam patim
   BhP_03.14.008/2 apatya-kāmā cakame sandhyāyāṃ hṛc-chayārditā	Bhu-_03.14.008/2 apatya-kAmA cakame sanDyAyAm hRc--Caya-arditA
   BhP_03.14.009/1 iṣṭvāgni-jihvaṃ payasā puruṣaṃ yajuṣāṃ patim	Bhu-_03.14.009/1 izwvA-agni-jihvam payasA puruzam yajuzAm patim
   BhP_03.14.009/2 nimlocaty arka āsīnam agny-agāre samāhitam	BhP_03.14.009/2 nimlocati arkaH AsInam agni--agAre samAhitam
   BhP_03.14.010/0 ditir uvāca	BhP_03.14.010/0 ditiH uvAca
   BhP_03.14.010/1 eṣa māṃ tvat-kṛte vidvan kāma ātta-śarāsanaḥ	Bhu-_03.14.010/1 eza mAm tvat-kRte vidvan kAmaH Atta-SarAsanaH
   BhP_03.14.010/2 dunoti dīnāṃ vikramya rambhām iva mataṅgajaḥ	Bhu-_03.14.010/2 dunoti dInAm vikramya ramBAm iva mataFga-jaH
   BhP_03.14.011/1 tad bhavān dahyamānāyāṃ sa-patnīnāṃ samṛddhibhiḥ	Bhu-_03.14.011/1 tat BavAn dahyamAnAyAm sa-patnInAm samRdDiBiH
   BhP_03.14.011/2 prajāvatīnāṃ bhadraṃ te mayy āyuṅktām anugraham	Bhu-_03.14.011/2 prajAvatInAm Badram te mayi AyuFktAm anugraham
   BhP_03.14.012/1 bhartary āptorumānānāṃ lokān āviśate yaśaḥ	BhP_03.14.012/1 Bartari Apta-uru-mAnAnAm lokAn AviSate yaSaH
   BhP_03.14.012/2 patir bhavad-vidho yāsāṃ prajayā nanu jāyate	BhP_03.14.012/2 patiH Bavat--viDaH yAsAm prajayA nanu jAyate
   BhP_03.14.013/1 purā pitā no bhagavān dakṣo duhitṛ-vatsalaḥ	BhP_03.14.013/1 purA pitA naH BagavAn dakzaH duhitR-vatsalaH
   BhP_03.14.013/2 kaṃ vṛṇīta varaṃ vatsā ity apṛcchata naḥ pṛthak	Bhu-_03.14.013/2 kam vRNIta varam vatsAH iti apRcCata naH pRTak-
