   śrīḥ	SrIH
   barburīmūlikākvāthajīrasaubhāgyakaṃ samam /	barburI-mUlikA-kvATa-jIra-sOBAgyakam samam /
   kaṅkuṣṭhaṃ viṣanāśāya bhūyo bhūyaḥ pibennaraḥ // VRrs_3.119 //	kaFkuzWam viza-nASAya BUyas BUyas pibet-naraH // VRrH-_3.119 //
   ityuparasāḥ	iti-uparasAH
   atha sādhāraṇarasāḥ -	aTa sADAraNa-rasAH -
   kampillaścapalo gaurīpāṣāṇo navasārakaḥ /	kampillaH-capalaH gOrIpAzANaH navasArakaH /
   kapardo vahnijāraś ca girisindūrahiṅgulau // VRrs_3.120 //	kapardaH vahnijAraH ca girisindUra-hiFgulO // VRrH-_3.120 //
   modāraśṛṅgamityaṣṭau sādhāraṇarasāḥ smṛtāḥ /	modAraSRFgam-iti-azwO sADAraNa-rasAH smRtAH /
   rasasiddhakarāḥ proktā nāgārjunapuraḥsaraiḥ // VRrs_3.121 //	rasasidDa-karAH proktAH nAgArjuna-puraHsarEH // VRrH-_3.121 //
   atha kampillaḥ -	aTa kampillaH -
   iṣṭikācūrṇasaṃkāśaścandrikāḍhyo 'tirecanaḥ /	izwikA-cUrNa-saMkASaH-candrikA-AXyaH ati-recanaH /
   saurāṣṭradeśe cotpannaḥ sa hi kampillakaḥ smṛtaḥ // VRrs_3.122 //	sOrAzwra-deSe ca-utpannaH sa hi kampillakaH smRtaH // VRrH-_3.122 //
   pittavraṇādhmānavibandhanighnaḥ śleṣmodarārtikṛmigulmavairī /	pitta-vraNa-ADmAna-vibanDa-niGnaH Slezma-udara-Arti-kRmi-gulma-vErI /
   mūlāmaśophajvaraśūlahārī kampillako recyagadāpahārī // VRrs_3.123 //	mUla-Ama-SoPa-jvara-SUla-hArI kampillakaH recya-gada-apahArI // VRrH-_3.123 //
   atha gaurīpāṣāṇaḥ -	aTa gOrIpAzANaH -
   gaurīpāṣāṇakaḥ pīto vikaṭo hatacūrṇakaḥ /	gOrIpAzANakaH pItaH vikawaH hata-cUrNakaH /
   sphaṭikābhaś ca śuṅkhābho haridrābhastrayaḥ smṛtāḥ // VRrs_3.124 //	sPawika-ABaH ca SuFKa-ABaH haridrABaH-trayaH smRtAH // VRrH-_3.124 //
   pūrvaṃ pūrvaṃ guṇaiḥ śreṣṭhaḥ kāravallīphale kṣipet /	pUrvam pUrvam guNEH SrezWaH kAravallI-Pale kzipet /
   svedayeddhaṇḍikāmadhye śuddho bhavati mūṣakaḥ // VRrs_3.125 //	svedayet-haNxikA-maDye SudDaH Bavati mUzakaH // VRrH-_3.125 //
   tālavadgrāhayetsattvaṃ śuddhaṃ śubhraṃ prayojayet /	tAla-vat-grAhayet-sattvam SudDam SuBram prayojayet /
   rasabandhakaraḥ snigdho doṣaghno rasavīryakṛt // VRrs_3.126 //	rasa-banDa-karaH snigDaH doza-GnaH rasa-vIrya-kRt // VRrH-_3.126 //
   atha navasāraḥ -	aTa navasAraH -
   karīrapīlukāṣṭheṣu pacyamāneṣu codbhavaḥ /	karIra-pIlu-kAzWezu pacyamAnezu ca-udBavaH /
   kṣāro 'sau navasāraḥ syāccūlikālavaṇābhidhaḥ // VRrs_3.127 //	kzAraH asO navasAraH syAt-cUlikA-lavaNa-aBiDaH // VRrH-_3.127 //
   iṣṭikādahane jātaṃ pāṇḍuraṃ lavaṇaṃ laghu /	izwikA-dahane jAtam pANxuram lavaNam laGu /
   taduktaṃ navasārākhyaṃ cūlikālavaṇaṃ ca tat /	tat-uktam navasAra-AKyam cUlikA-lavaNam ca tat /
   rasendrajāraṇaṃ lohadrāvaṇaṃ jaṭharāgnikṛt // VRrs_3.128 //	rasendra-jAraNam loha-drAvaNam jaWara-agni-kRt // VRrH-_3.128 //
   gulmaplīhāsyaśoṣaghnaṃ bhuktamāṃsādijāraṇam /	gulma-plIha-Asya-Soza-Gnam Bukta-mAMsa-Adi-jAraNam /
   viḍākhyaṃ ca tridoṣaghnaṃ cūlikālavaṇam matam // VRrs_3.129 //	vixa-AKyam ca tridoza-Gnam cUlikA-lavaNam matam // VRrH-_3.129 //
   atha varāṭakāḥ -	aTa varAwakAH -
   pītābhā granthikā pṛṣṭhe dīrghavṛttā varāṭikā /	pIta-ABA granTikA pRzWe dIrGavRttA varAwikA /
   rasavaidyairvinirdiṣṭā sā carācarasaṃjñikā // VRrs_3.130 //	rasa-vEdyEH-vinirdizwA sA carAcara-saMjQikA // VRrH-_3.130 //
   sārdhaniṣkabharā śreṣṭhā niṣkabhārā ca madhyamā /	sArDa-nizka-BarA SrezWA nizka-BArA ca maDyamA /
   pādonaniṣkabhārā ca kaniṣṭhā parikīrtitā // VRrs_3.131 //	pAda-Una-nizka-BArA ca kanizWA parikIrtitAH // VRrH-_3.131 //
   pariṇāmādiśūlaghnī grahaṇīkṣayanāśinī /	pariNAma-Adi-SUla-GnI grahaNI-kzaya-nASinI /
   kaṭūṣṇā dīpanī vṛṣyā netryā vātakaphāpahā // VRrs_3.132 //	kawu-uzNA dIpanI vRzyAH netryAH vAta-kaPa-apahAH // VRrH-_3.132 //
   rasendrajāraṇe proktā biḍadravyeṣu śasyate // VRrs_3.133 //	rasendra-jAraNe proktA bixa-dravyezu Sasyate // VRrH-_3.133 //
   tadanye tu varāṭāḥ syurguravaḥ śleṣmapittalāḥ /	tad-anye tu varAwAH syuH-guravaH Slezma-pittalAH /
   varāṭāḥ kāñjike svinnā yāmācchuddhimavāpnuyuḥ // VRrs_3.134 //	varAwAH kAQjike svinnAH yAmAt-SudDim-avApnuyuH // VRrH-_3.134 //
   athāgnijāraḥ -	aTa-agnijAraH -
   samudreṇāgninakrasya jarāyurbahirujjhitaḥ /	samudreNa-agninakrasya jarAyuH-bahis-ujJitaH /
   saṃśuṣko bhānutāpena so 'gnijāra iti smṛtaḥ // VRrs_3.135 //	saMSuzkaH BAnu-tApena saH agnijAraH iti smRtaH // VRrH-_3.135 //
   agnijārastridoṣaghno dhanurvātādivātanut /	agnijAraH-tridoza-GnaH DanurvAta-Adi-vAta-nud /
   vardhano rasavīryasya dīpano jāraṇastathā /	varDanaH rasa-vIryasya dIpanaH jAraNaH-taTA /
   tadabdhikṣārasaṃśuddhaṃ tasmācchuddhirna hīṣyate // VRrs_3.136 //	tad-abDi-kzAra-saMSudDam tasmAt-SudDiH-na hi-izyate // VRrH-_3.136 //
   atha girisindūram -	aTa girisindUram -
   mahāgiriṣu cālpīyaḥ pāṣāṇāntaḥsthito rasaḥ /	mahA-girizu ca-alpIyaH pAzANa-antar-sTitaH rasaH /
   śuṣkaśoṇaḥ sa nirdiṣṭo girisindūrasaṃjñayā // VRrs_3.137 //	Suzka-SoNaH sa nirdizwaH girisindUra-saMjQayA // VRrH-_3.137 //
   tridoṣaśamanam bhedi rasabandhanamagrimam /	tridoza-Samanam Bedi rasa-banDanam-agrimam /
   dehalohakaraṃ netryaṃ girisindūramīritam // VRrs_3.138 //	deha-loha-karam netryam girisindUram-Iritam // VRrH-_3.138 //
   atha hiṅgulaḥ -hiṅgulaḥ śukatuṇḍākhyo haṃsapākastathāparaḥ /	aTa hiFgulaH -hiFgulaH SukatuNxa-AKyaH haMsapAkaH-taTA-aparaH /
   prathamo 'lpaguṇastatra carmāraḥ sa nigadyate // VRrs_3.139 //	praTamaH alpa-guNaH-tatra carmAraH sa nigadyate // VRrH-_3.139 //
   śvetareṣaḥ pravālābho haṃsapākaḥ sa īritaḥ /	SvetarezaH pravAla-ABaH haMsapAkaH saH IritaH /
   hiṅgulaḥ sarvadoṣaghno dīpano 'tirasāyanaḥ // VRrs_3.140 //	hiFgulaH sarva-doza-GnaH dIpanaH ati-rasAyanaH // VRrH-_3.140 //
   sarvarogaharo vṛṣyo jāraṇāyātiśasyate /	sarva-roga-haraH vRzyaH jAraNAya-atiSasyate /
   etasmādāhṛtaḥ sūto jīrṇagandhasamo guṇaiḥ // VRrs_3.141 //	etasmAt-AhRtaH sUtaH jIrNa-ganDa-samaH guNEH // VRrH-_3.141 //
   saptakṛtvārdrakadrāvairlakucasyāmbunāpi vā /	sapta-kRtvA-Ardraka-drAvEH-lakucasya-ambunA-api vA /
   śoṣito bhāvayitvā ca nirdoṣo jāyate khalu // VRrs_3.142 //	SozitaH BAvayitvA ca nirdozaH jAyate Kalu // VRrH-_3.142 //
   kimatracitraṃ daradaḥ subhāvitaḥ kṣīreṇa meṣyā bahuśo 'mlavargaiḥ /	kim-atra-citram daradaH su-BAvitaH kzIreNa mezyAH bahuSas amlavargEH /
   evaṃ suvarṇaṃ bahugharmatāpitaṃ karoti sākṣādvarakuṅkumaprabham //	evam suvarNam bahu-Garma-tApitam karoti sAkzAt-vara-kuFkuma-praBam //
   VRrs_3.143 //	VRrH-_3.143 //
   daradaḥ pātanāyantre pātitaś ca jalāśraye /	daradaH pAtanAyantre pAtitaH ca jala-ASraye /
   tatsattvaṃ sūtasaṃkāśaṃ pātayennātra saṃśayaḥ // VRrs_3.144 //	tat-sattvam sUta-saMkASam pAtayet-na-atra saMSayaH // VRrH-_3.144 //
   atha mṛddāraśṛṅgakam -sadalaṃ pītavarṇaṃ ca bhavedgurjaramaṇḍale /	aTa mRddAraSRFgakam -sadalam pIta-varNam ca Bavet-gurjara-maNxale /
   arbudasya gireḥ pārśve jātaṃ mṛddāraśṛṅgakam // VRrs_3.145 //	arbudasya gireH pArSve jAtam mRddAraSRFgakam // VRrH-_3.145 //
   sīsasattvaṃ guru śleṣmaśamanaṃ puṃgadāpaham /	sIsasattvam guru Slezma-Samanam puMgada-apaham /
   rasabandhanamutkṛṣṭaṃ keśarañjanamuttamam // VRrs_3.146 //	rasa-banDanam-utkRzwam keSa-raQjanam-uttamam // VRrH-_3.146 //
   sādhāraṇarasāḥ sarve mātuluṅgārdrakāmbunā /	sADAraNa-rasAH sarve mAtuluFga-Ardraka-ambunA /
   trirātraṃ bhāvitāḥ śuṣkā bhaveyurdoṣa varjitāḥ // VRrs_3.147 //	tri-rAtram BAvitAH SuzkAH BaveyuH-doza varjitAH // VRrH-_3.147 //
   yāni kāni ca sattvāni tāni śudhyantyaśeṣataḥ /	yAni kAni ca sattvAni tAni SuDyanti-aSezatas /
   dhmātāni śuddhivargeṇa milanti ca parasparam // VRrs_3.148 //	DmAtAni SudDi-vargeNa milanti ca parasparam // VRrH-_3.148 //
   iti karavālabhairavaḥ /	iti karavAlaBEravaH /
   atha rājāvartaḥ -	aTa rAjAvartaH -
   rājāvarto 'lparaktorunīlikāmiśritaprabhaḥ /	rAjAvartaH alpa-rakta-Uru-nIlikA-miSrita-praBaH /
   gurutvamasṛṇaḥ śreṣṭhastadanyo madhyamaḥ smṛtaḥ // VRrs_3.149 //	guru-tva-masRNaH SrezWaH-tad-anyaH maDyamaH smRtaH // VRrH-_3.149 //
   pramehakṣayadurnāmapāṇḍuśleṣmānilāpahaḥ /	prameha-kzaya-durnAma-pANxu-Slezma-anila-apahaH /
   dīpanaḥ pācano vṛṣyo rājāvarto rasāyanaḥ // VRrs_3.150 //	dIpanaH pAcanaH vRzyaH rAjAvartaH rasAyanaH // VRrH-_3.150 //
   nimbudravaiḥ sagomūtraiḥ sakṣaraiḥ sveditāḥ khaḷu /	nimbu-dravEH sa-go-mUtrEH sakzarEH sveditAH Ka?u /
   dvitrivāreṇa śudhyanti rājāvartādidhātavaḥ // VRrs_3.151 //	dvi-tri-vAreNa SuDyanti rAjAvarta-Adi-DAtavaH // VRrH-_3.151 //
   śirīṣapuṣpārdrarasai rājāvartaṃ viśodhayet // VRrs_3.152 //	SirIza-puzpa-Ardra-rasEH rAjAvartam viSoDayet // VRrH-_3.152 //
   luṅgāmbugandhakopeto rājāvarto vicūrṇitaḥ /	luFga-ambu-ganDaka-upetaH rAjAvartaH vicUrNitaH /
   puṭanātsaptavāreṇa rājāvarto mṛto bhavet // VRrs_3.153 //	puwanAt-sapta-vAreNa rAjAvartaH mRtaH Bavet // VRrH-_3.153 //
   rājāvartasya cūrṇaṃ tu kunaṭīghṛtamiśritam /	rAjAvartasya cUrNam tu kunawI-GRta-miSritam /
   vipacedāyase pātre mahiṣīkṣirasaṃyutaṃ // VRrs_3.154 //	vipacet-Ayase pAtre mahizI-kzira-saMyutam // VRrH-_3.154 //
   saubhāgyapañcagavyena piṇḍībaddhaṃ tu jārayet /	sOBAgya-paQcagavyena piNxI-badDam tu jArayet /
   dhmāpitaṃ khadirāṅgāraiḥ sattvaṃ muñcati śobhanaṃ // VRrs_3.155 //	DmApitam Kadira-aFgArEH sattvam muQcati SoBanam // VRrH-_3.155 //
   anena kramayogena gairikaṃ vimalaṃ bhavet /	anena krama-yogena gErikam vimalam Bavet /
   kramātpītaṃ ca raktaṃ ca sattvaṃ patati śobhanam // VRrs_3.156 [418] //	kramAt-pItam ca raktam ca sattvam patati SoBanam // VRrH-_3.156 [418] //
   iti śrīvaidyapatisiṃhaguptasya sūnorvāgbhaṭācāryasya kṛtau	iti SrI-vEdya-pati-siMhaguptasya sUnoH-vAgBawa-AcAryasya kRtO
   rasaratnasamuccaye |	rasaratna-samuccaye |
   uparasasādhāraṇarasānāṃ śuddhyādinirūpaṇaṃ nāma tṛtīyo 'dhyāyaḥ || VRrs_3	uparasa-sADAraNa-rasAnAm SudDyAdinirUpaNam nAma tRtIyaH aDyAyaH || VRrH-_3
   atha caturtho 'dhyāyaḥ /	aTa caturTaH aDyAyaH /
   [atha ratnāni]	[aTa ratnAni]
   atha maṇayaḥ -	aTa maNayaH -
   maṇayo 'pi ca vijñeyāḥ sūtabandhasya kārakāḥ /	maNayaH api ca vijQeyAH sUta-banDasya kArakAH /
   vaikrāntaḥ sūryakāntaś ca hīrakaṃ mauktikaṃ maṇiḥ // VRrs_4.1 //	vEkrAntaH sUryakAntaH ca hIrakam mOktikam maNiH // VRrH-_4.1 //
   candrakāntastathā caiva rājāvartaś ca saptamaḥ /	candrakAntaH-taTA ca-eva rAjAvartaH ca saptamaH /
   garuḍodgārakaścaiva jñātavyā maṇayastvamī // VRrs_4.2 //	garuxodgArakaH-ca-eva jQAtavyAH maNayaH-tu-amI // VRrH-_4.2 //
   puṣparāgaṃ mahānīlaṃ padmarāgaṃ pravālakam /	puzparAgam mahAnIlam padmarAgam pravAlakam /
   vaidūryaṃ ca tathā nīlamete ca maṇayo matāḥ /	vEdUryam ca taTA nIlam-ete ca maNayaH matAH /
   yatnataḥ saṃgrahītavyā rasabandhasya kāraṇāt // VRrs_4.3 //	yatnatas saMgrahItavyAH rasa-banDasya kAraNAt // VRrH-_4.3 //
   padmarāgendranīlākhyau tathā marakatottamaḥ /	padmarAga-indranIla-AKyO taTA marakata-uttamaH /
   puṣparāgaḥ savajrākhyaḥ pañcaratnavarāḥ smṛtāḥ // VRrs_4.4 //	puzparAgaH sa-vajra-AKyaH paQcaratna-varAH smRtAH // VRrH-_4.4 //
   māṇikyamuktāphalavidrumāṇi tārkṣyaṃ ca puṣpaṃ bhiduraṃ ca nīlam /	mANikya-muktAPala-vidrumANi tArkzyam ca puzpam Biduram ca nIlam /
   gomedakaṃ cātha vidūrakaṃ ca krameṇa ratnāni navagrahāṇām // VRrs_4.5 //	gomedakam ca-aTa vidUrakam ca krameNa ratnAni nava-grahANAm // VRrH-_4.5 //
   grahānumaitryā kuruvindapuṣpapravālamuktāphalatārkṣyavajram /	graha-anumEtryA kuruvinda-puzpa-pravAla-muktAPala-tArkzya-vajram /
   nīlākhyagomedavidūrakaṃ ca krameṇa mudrādhṛtamiṣṭasiddhyai // VRrs_4.6 //	nIla-AKya-gomeda-vidUrakam ca krameNa mudrA-DRtam-izwa-sidDyE // VRrH-_4.6 //
   rase rasāyane dāne dhāraṇe devatārcane /	rase rasAyane dAne DAraNe devatA-arcane /
   surakṣyāṇi sujātīni ratnānyuktāni siddhaye // VRrs_4.7 //	su-rakzyANi su-jAtIni ratnAni-uktAni sidDaye // VRrH-_4.7 //
   māṇikyaṃ padmarāgākhyaṃ dvitīyaṃ nīlagandhi ca /	mANikyam padmarAga-AKyam dvitIyam nIlaganDi ca /
   kuśeśayadalacchāyaṃ svacchaṃ snigdhaṃ mahatsphuṭam // VRrs_4.8 //	kuSeSaya-dala=-CAyam svacCam snigDam mahat-sPuwam // VRrH-_4.8 //
   vṛttāyataṃ samaṃ gātraṃ māṇikyaṃ śreṣṭhamucyate // VRrs_4.9 //	vRtta-Ayatam samam gAtram mANikyam SrezWam-ucyate // VRrH-_4.9 //
   nīlaṃ gaṅgāmbusaṃbhūtaṃ nīlagarbhāruṇacchavi /	nIlam gaFgA-ambu-saMBUtam nIlagarBa-aruNa=-Cavi /
   pūrvamāṇikyavacchreṣṭhamāṇikyaṃ nīlagandhi tat // VRrs_4.10 //	pUrva-mANikya-vat-SrezWa-mANikyam nIlaganDi tat // VRrH-_4.10 //
   randhrakārkaśyamālinyaraukṣyāvaiśadyasaṃyutam /	ranDra-kArkaSya-mAlinya-rOkzya-avESadya-saMyutam /
   cipiṭaṃ laghu vakraṃ ca māṇikyaṃ duṣṭamaṣṭadhā // VRrs_4.11 //	cipiwam laGu vakram ca mANikyam duzwam-azwaDA // VRrH-_4.11 //
   māṇikyaṃ dīpanaṃ vṛṣyaṃ kaphavātakṣayārtinut /	mANikyam dIpanam vRzyam kaPa-vAta-kzaya-Arti-nud /
   bhūtavetālapāpaghnaṃ karmajavyādhināśanam // VRrs_4.12 //	BUta-vetAla-pApa-Gnam karma-ja-vyADi-nASanam // VRrH-_4.12 //
   atha mauktikam -	aTa mOktikam -
   hlādi śvetaṃ laghu snigdhaṃ raśmivannirmalaṃ mahat /	hlAdi Svetam laGu snigDam raSmivat-nirmalam mahat /
   khyātaṃ toyaprabhaṃ vṛttaṃ mauktikaṃ navadhā śubham // VRrs_4.13 //	KyAtam toya-praBam vRttam mOktikam navaDA SuBam // VRrH-_4.13 //
   muktāphalaṃ laghu himaṃ madhuraṃ ca kānti- dṛṣṭyagnipuṣṭikaraṇaṃ viṣahāri	muktAPalam laGu himam maDuram ca kAnti dRzwi-agni-puzwi-karaNam viza-hAri
   bhedi /	Bedi /
   vīryapradaṃ jalanidherjanitā ca śuktir dīptā ca paktirujamāśu haredavaśyam	vIrya-pradam jalaniDeH-janitA ca SuktiH dIptA ca pakti-rujam-ASu haret-avaSyam
   // VRrs_4.14 //	// VRrH-_4.14 //
   rūkṣāṅgaṃ nirjalaṃ śyāvaṃ tāmrābhaṃ lavaṇopamam /	rUkza-aFgam nirjalam SyAvam tAmra-ABam lavaNa-upamam /
   ardhaśubhraṃ ca vikaṭaṃ granthilaṃ mauktikaṃ tyajet // VRrs_4.15 //	arDa-SuBram ca vikawam granTilam mOktikam tyajet // VRrH-_4.15 //
   kaphapittakṣayadhvaṃsi kāsaśvāsāgnimāndyanut /	kaPa-pitta-kzaya-DvaMsi kAsa-SvAsa-agni-mAndya-nud /
   puṣṭidaṃ vṛṣyamāyuṣyaṃ dāhaghnaṃ mauktikaṃ matam // VRrs_4.16 //	puzwi-dam vRzyam-Ayuzyam dAha-Gnam mOktikam matam // VRrH-_4.16 //
   atha pravālam -	aTa pravAlam -
   pakvabimbīphalacchāyaṃ vṛttāyatamavakrakam /	pakva-bimbI-Pala=-CAyam vRtta-Ayatam-avakrakam /
   snigdhamavraṇakaṃ sthūlaṃ pravālaṃ saptadā śubham // VRrs_4.17 //	snigDam-avraNakam sTUlam pravAlam saptadA SuBam // VRrH-_4.17 //
   pāṇḍuraṃ dhūsaraṃ sūkṣmaṃ savraṇaṃ kaṇḍarānvitam /	pANxuram DUsaram sUkzmam sa-vraNam kaNxarA-anvitam /
   nirbhāraṃ śulbavarṇaṃ ca pravālaṃ neṣyate 'ṣṭadhā // VRrs_4.18 //	nirBAram Sulba-varNam ca pravAlam na-izyate azwaDA // VRrH-_4.18 //
   kṣayapittāsrakāsaghnaṃ dīpanaṃ pācanaṃ laghu /	kzaya-pitta-asra-kAsa-Gnam dIpanam pAcanam laGu /
   viṣabhūtādiśamanaṃ vidrumaṃ netraroganut // VRrs_4.19 //	viza-BUta-Adi-Samanam vidrumam netra-roga-nud // VRrH-_4.19 //
   atha tārkṣyam -	aTa tArkzyam -
   haridvarṇaṃ guru snigdhaṃ sphuradraśmicayaṃ śuśam /	harit-varNam guru snigDam sPurat-raSmi-cayam SuSam /
   masṛṇaṃ bhāsuraṃ tārkṣyaṃ gātraṃ saptaguṇaṃ matam // VRrs_4.20 //	masRNam BAsuram tArkzyam gAtram saptaguNam matam // VRrH-_4.20 //
   kapilaṃ karkaśaṃ nīlaṃ pāṇḍu kṛṣṇaṃ ca lāghavam /	kapilam karkaSam nIlam pANxu kRzNam ca lAGavam /
   cipiṭaṃ vikaṭaṃ kṛṣṇaṃ rūkṣaṃ tārkṣyaṃ na śasyate // VRrs_4.21 //	cipiwam vikawam kRzNam rUkzam tArkzyam na Sasyate // VRrH-_4.21 //
   jvaracchardiviṣaśvāsasaṃnipātāgnimāndyanut /	jvara=-Cardi-viza-SvAsa-saMnipAta-agni-mAndya-nud /
   durnāmapāṇḍuśophaghnaṃ tārkṣyamojovivardhanam // VRrs_4.22 //	durnAma-pANxu-SoPa-Gnam tArkzyam-ojaH-vivarDanam // VRrH-_4.22 //
   atha puṣparāgaḥ -	aTa puzparAgaH -
   puṣparāgaṃ guru svacchaṃ snigdhaṃ sthūlaṃ samaṃ mṛdu /	puzparAgam guru svacCam snigDam sTUlam samam mRdu /
   karṇikāraprasūnābhaṃ masṛṇaṃ śubhamaṣṭadhā // VRrs_4.23 //	karNikAra-prasUna-ABam masRNam SuBam-azwaDA // VRrH-_4.23 //
   niṣprabhaṃ karkaśaṃ rūkṣaṃ pītaṃ śyāmaṃ natonnatam /	nizpraBam karkaSam rUkzam pItam SyAmam nata-unnatam /
   kapiśaṃ kapilaṃ pāṇḍu puṣparāgaṃ parityajet // VRrs_4.24 //	kapiSam kapilam pANxu puzparAgam parityajet // VRrH-_4.24 //
   puṣparāgaṃ viṣacchardikaphavātāgnimāndyanut /	puzparAgam viza=-Cardi-kaPa-vAta-agni-mAndya-nud /
   dāhakuṣṭhāsraśamanaṃ dīpanaṃ pācanaṃ laghu // VRrs_4.25 //	dAha-kuzWa-asra-Samanam dIpanam pAcanam laGu // VRrH-_4.25 //
   atha vajram -	aTa vajram -
   vajraṃ ca trividhaṃ proktaṃ naro nārī napuṃsakam /	vajram ca triviDam proktam naraH nArI napuMsakam /
   pūrvaṃ pūrvamiha śreṣṭhaṃ rasavīryavipākataḥ // VRrs_4.26 //	pUrvam pUrvam-iha SrezWam rasa-vIrya-vipAkataH // VRrH-_4.26 //
   aṣṭāsraṃ vāṣṭaphalakaṃ ṣaṭkoṇamatibhāsuram /	azwa-asram vA-azwa-Palakam zaz-koNam-ati-BAsuram /
   ambudendradhanurvāritaraṃ puṃvajramucyate // VRrs_4.27 //	ambuda-indraDanuH-vAritaram puMvajram-ucyate // VRrH-_4.27 //
   tadeva cipiṭākāraṃ strīvajraṃ vartulāyatam /	tat-eva cipiwa-AkAram strIvajram vartula-Ayatam /
   vartulaṃ kuṇṭhakoṇāgraṃ kiṃcidguru napuṃsakam // VRrs_4.28 //	vartulam kuNWa-koNa-agram kiMcid-guru napuMsakam // VRrH-_4.28 //
   strīpuṃnapuṃsakaṃ vajraṃ yojyaṃ strīpuṃnapuṃsake /	strI-puMnapuMsakam vajram yojyam strI-puMnapuMsake /
   vyatyāsānnaiva phaladaṃ puṃvajreṇa vinā kvacit // VRrs_4.29 //	vyatyAsAt-na-eva Pala-dam puMvajreNa vinA kvacid // VRrH-_4.29 //
   śvetādivarṇabhedena tadekaikaṃ caturvidham /	Sveta-Adi-varNa-Bedena tat-ekEkam caturviDam /
   brahmakṣatriyaviṭśūdraṃ svasvavarṇaphalapradam // VRrs_4.30 //	brahma-kzatriya-viS-SUdram sva-sva-varNa-Pala-pradam // VRrH-_4.30 //
   uttamottamavarṇaṃ hi nīcavarṇaphalapradam /	uttama-uttama-varNam hi nIca-varNa-Pala-pradam /
   nyāyo 'yaṃ bhairaveṇoktaḥ padārtheṣvakhileṣvapi // VRrs_4.31 //	nyAyaH ayam BEraveNa-uktaH padArTezu-aKilezu-api // VRrH-_4.31 //
   āyuḥpradaṃ jhaṭiti sadguṇadaṃ ca vṛṣyaṃ doṣatrayapraśamanam	AyuH-pradam Jawiti sat-guNa-dam ca vRzyam dozatraya-praSamanam
   sakalāmayaghnam /	sakala-Amaya-Gnam /
   sūtendrabandhavadhasadguṇakṛtpradīpanaṃ mṛtyuṃjayaṃ tadamṛtopamameva	sUtendra-banDa-vaDa-sat-guNa-kRt-pradIpanam mRtyuMjayam tat-amRta-upamam-eva
   vajram // VRrs_4.32 //	vajram // VRrH-_4.32 //
   gauratrāsaś ca binduś ca rekhā ca jalagarbhatā /	gOra-trAsaH ca binduH ca reKA ca jala-garBa-tA /
   sarvaratneṣvamī pañca doṣāḥ sādhāraṇā matāḥ // VRrs_4.33 //	sarva-ratnezu-amI paQca dozAH sADAraNAH matAH // VRrH-_4.33 //
   kṣetratoyabhavā doṣā ratneṣu na laganti te /	kzetra-toya-BavAH dozAH ratnezu na laganti te /
   kulatthakvāthake svinnaṃ kodravakvathitena vā // VRrs_4.34 //	kulatTa-kvATake svinnam kodrava-kvaTitena vA // VRrH-_4.34 //
   ekayāmāvadhi svinnaṃ vajraṃ śuddhyati niścitam /	eka-yAma-avaDi svinnam vajram SudDi-ati niScitam /
   vajraṃ matkuṇaraktena caturvāraṃ vibhāvitam // VRrs_4.35 //	vajram matkuNa-raktena catur-vAram viBAvitam // VRrH-_4.35 //
   sugandhimūṣikāmāṃsairvartitairmardya veṣṭayet /	suganDi-mUzikA-mAMsEH-vartitEH-mardya vezwayet /
   puṭetpuṭairvarāhākhyaistriṃśadvāraṃ tataḥ param // VRrs_4.36 //	puwet-puwEH-varAha-AKyEH-triMSat-vAram tatas param // VRrH-_4.36 //
   dhmātvā dhmātvā śataṃ vārānkulatthakvāthake kṣipet /	DmAtvA DmAtvA Satam vArAn-kulatTa-kvATake kzipet /
   anyairuktaḥ śataṃ vārānkartavyo 'yaṃ vidhikramaḥ // VRrs_4.37 //	anyEH-uktaH Satam vArAn-kartavyaH ayam viDi-kramaH // VRrH-_4.37 //
   kulatthakvātthasaṃyuktalakucadravapiṣṭayā /	kulatTa-kvAtTa-saMyukta-lakuca-drava-pizwayA /
   śilayā liptamūṣāyāṃ vajraṃ kṣiptvā nirudhya ca // VRrs_4.38 //	SilayA liptamUzAyAm vajram kziptvA niruDya ca // VRrH-_4.38 //
   aṣṭavāraṃ puṭetsamyagviśuṣkaiś ca vanotpalaiḥ /	azwa-vAram puwet-samyak-viSuzkEH ca vanotpalEH /
   śatavāraṃ tato dhmātvā nikṣiptaṃ śuddhapārade /	Sata-vAram tatas DmAtvA nikziptam SudDa-pArade /
   niścitaṃ mriyate vajraṃ bhasma vāritaraṃ bhavet // VRrs_4.39 //	niScitam mriyate vajram Basma vAritaram Bavet // VRrH-_4.39 //
   satyavāksomasenānīretadvajrasya māraṇam /	satya-vAc-somasena-AnIH-etat-vajrasya mAraNam /
   dṛṣṭapratyayasaṃyuktamuktavānrasakautukī // VRrs_4.40 //	dRzwa-pratyaya-saMyuktamuktavAn-rasa-kOtukI // VRrH-_4.40 //
   viliptaṃ matkuṇasyāsre saptavāraṃ viśoṣitam // VRrs_4.41 //	viliptam matkuNasya-asre sapta-vAram viSozitam // VRrH-_4.41 //
   kāsamardarasāpūrṇe lohapātre niveśitam /	kAsamarda-rasa-ApUrNe loha-pAtre niveSitam /
   saptavāraṃ paridhmātaṃ vajrabhasma bhavetkhalu // VRrs_4.42 //	sapta-vAram pariDmAtam vajra-Basma Bavet-Kalu // VRrH-_4.42 //
