   Adhyaya 3, Pada 1	ADyayaH 3, Pada 1
   kintvidānīmasadeva paścājjñānottarakāle bhavet /	kintu idAnIm asat eva paScAt jQAna uttara kAle Bavet /
   tatredānīmasattvānna paramātmanastadananusandhāne sāvarjñahāniḥ /	tatra idAnIm asattvAt na paramAtmanaH tad ananu sanDAne sAvarjQa hAniH /
   paścādbhāvācca na tadanusandhāne mithyājñānitvamiti pariśiṣyaṃ pakṣaṃ	paScAt BAvAt ca na tad anusanDAne miTyAjQAnitvam iti pariSizyam pakzam
   kasyacinmataṃ vā śaṅkate  asaditi //	kasyacid matam vA SaFkate asat iti //
   asadaikyaṃ bhavet paścād yadi syāt saptamo rasaḥ // MAnuv_3,2.136ab //	asat Ekyam Bavet paScAt yadi syAt saptamaH rasaH // Ma anuv_3,2.136aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   pariharati  syāditi //	pariharati syAt iti //
   tarhīti śeṣaḥ /	tarhi iti SezaH /
   na hyanādau saṃsāre yasya yena naikyaṃ tattenaikībhūtamupalabdham /	na hi anAdO saMsAre yasya yena na Ekyam tat tena ekIBUtam upalabDam /
   naca tathā bhaviṣyatītyatra pramāṇamasti /	na ca taTA Bavizyati iti atra pramANam asti /
   "pare 'vyaye sarva ekībhavanti'"yāvanmokṣaṃ tu bhedaḥ syājjīvasya	"pare avyaye sarve ekIBavanti a"yAvat mokzam tu BedaH syAt jIvasya
   paramasya ca /	paramasya ca /
   tataḥ paraṃ na bhedo 'sti bhedahetorabhāvataḥ'; ityādiśrutismṛtīnāṃ	tatas param na BedaH asti Beda hetoH aBAvataH a; ityAdi Sruti smRtInAm
   sthānaikyādiviṣayatvena sāvakāśatvāt /	sTAna Ekya Adi vizaya tvena sa avakASa tvAt /
   ataḥ saptamo raso bhaviṣyatītivadiyaṃ pratyāśātyantāsambhāvitaviṣayeti	atas saptamaH rasaH Bavizyati iti vat iyam pratyASAtyanta asamBAvita vizaya iti
   bhāvaḥ /	BAvaH /
   jīvabrahmaṇoḥ saṃsāre bhedābhedau mokṣe tvabheda eveti saṃsāre kevalabhedo	jIva brahmaNoH saMsAre Beda aBedO mokze tu aBedaH eva iti saMsAre kevala BedaH 
   muktāvatyantābheda iti	muktO= atyantA BedaH iti
   bhedābhedamatadvayadoṣātideśenāvasthādvaye 'pi bhedābhedāviti	Beda aBeda mata dvaya doza atideSena avasTA dvaye api Beda aBedO= iti
   tṛtīyamatamapākaroti  samudāyeti //	tRtIya matama pAka roti samudAya iti //
   samudāyaikyametasmād dūrato 'pākṛtaṃ sadā // MAnuv_3,2.136cd //	samudAya Ekyam etasmAt dUratas apAkRtam sadA // Ma anuv_3,2.136cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sadā samudāyaikyamiti sambandhaḥ /	sadA samudAya Ekyam iti sambanDaH /
   etasmātpramāṇaśūnyatvādābhāsatvādipramāṇaviruddhatvācca /	etasmAt pramANa SUnya tvAt ABAsa tva Adi pramANa virudDa tvAt ca /
   iyāṃstu viśeṣaḥ /	iyAn= tu viSezaH /
   abhedakāryasyānusandhānasya bhedaḥ pratibandhakaḥ /	aBeda kAryasya anusanDAnasya BedaH pratibanDakaH /
   tasminnapagate muktāvanusandhānaṃ bhaviṣyatītyasti pūrvayormatayoḥ	tasmin= apagate muktO= anusanDAnam Bavizyati iti asti pUrvayoH matayoH
   pratyāśā /	pratyASA /
   atra tu sāpi nāsti /	atra tu sA api na asti /
   bhedasya sadātanatvāt /	Bedasya sadAtana tvAt /
   anusandhānaṃ ca cetanaikyasya vyāpakamityuktam /	anusanDAnam ca cetanA Ekyasya vyApakam iti uktam /
   tadidamuktaṃ dūrata iti /	tat idam uktam dUratas iti /
   dehādyevānusandhānasya pratibandhakamiti cenna /	deha Adi eva anusanDAnasya pratibanDakam iti ced na /
   kāyavhavatāṃ yūyogināmanusandhānasadbhāvasya vakṣyamāṇatvāt /	kAyavhavatAm yUyoginAm anusanDAn asadBAvasya vakzyamANa tvAt /
   yadyevaṃ na sakalacetanasamudāyaḥ paramātmā tarhi kiyatī sīmā	yadi evam na sakala cetana samudAyaH paramAtmA tarhi kiyatI sImA
   paramātmatvasyetyata āha  ata iti //	paramAtma tvasya iti atas Aha atas iti //
   ato 'śeṣaguṇonnaddhaṃ nirdoṣaṃ yāvadeva hi /	atas aSeza guNa unnadDam nirdozam yAvat eva hi /
   tāvadeveśvaro nāma ... // MAnuv_3,2.137a c //	tAvat eva ISvaraH nAma ... // Ma anuv_3,2.137a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sādhakasyānusandhānasya sarvatrābhāvādbādhakasyābhāsatvāderbhāvādiha tu	sADakasya anusanDAnasya sarvatra aBAvAt bADakasya ABAsa tva AdeH BAvAt iha tu
   tadbhāvābhāvābhyāmityarthaḥ /	tad BAva aBAvAByAm iti arTaH /
   aśeṣaguṇonnaddhatvaṃ nirdeṣatvaṃ ca pratyekaṃ nirdhāraṇahetutvenoktam /	aSeza guNa unnadDa tvam nirdeza tvam ca pratyekam nirDAraNa hetu tvena uktam /
   svamate brahmaṇa īśvarātiriktasyābhāvaṃ sūcayituṃ sarvatreśvara	sva mate brahmaNaH ISvara atiriktasya aBAvam sUcayitum sarvatra ISvara
   ityādyuktiḥ /	iti Adi uktiH /
   idaṃ hi brahmaṇo lakṣaṇaṃ śrutyādisiddhamiti hiśabdaḥ /	idam hi brahmaNaH lakzaNam Sruti Adi sidDam iti hi SabdaH /
   tāvadvastvīśvaro nāmetyukte samudāyaikyaṃ pratīyate tannirākaroti  tatreti	tAvat vastu ISvaraH nAma iti ukte samudAya Ekyam pratIyate tad nirAkaroti tatra iti
   ... tatra bhedo 'pi na kvacit // MAnuv_3,2.137d //	... tatra BedaH api na kvacid // MA anuv_3,2.137d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   kvaciditi /	kvacid iti /
   parasparaṃ paramātmanā cetyarthaḥ /	parasparam paramAtmanA ca iti arTaH /
   etenaitadapi nirastam"īśa(śvara)rūpeṣvivoditaḥ'; iti yaduktaṃ pūrvapakṣiṇā	etena etat api nirastam "ISa(Svara) rUpezu iva uditaH a; iti yat uktam pUrva pakziNA
   tatkuta ityata āha  neheti //	tad kutas iti atas Aha na iha iti //
   neha nānāsti kimapi harayo 'yamayaṃ hi saḥ /	na iha nAnA asti kim api harayaH ayam ayam hi saH /
   ityādiśrutimānena ... // MAnuv_3,2.138a c //	ityAdi Sruti mAnena ... // Ma anuv_3,2.138a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   anena"neha nānāsti kiñcana'; iti śrutimupādatte /	anena"na iha nAnA asti kiQcana a; iti Srutim upAdatte /
   haraya iti //	harayaH iti //
   "ayaṃ vai haraya ityādikām /	"ayam vE harayaH iti AdikAm /
   ayaṃ hi sa iti"ayameva sa yo 'yamātmā'; ityādikām /	ayam hi saH iti"ayam eva sa yaH ayam AtmA a; iti AdikAm /
   pūrveṇaivānvayaḥ /	pUrveNa eva anvayaH /
   etāsāṃ śrutīnāmabhedaparatvānna vivakṣitārthe mānatvamityāśaṅkānirāsāya	etAsAm SrutInAm aBeda paratvAt na vivakzita arTe mAna tvam iti ASaFkA nirAsAya
   mānenetyuktam /	mAnena iti uktam /
   ādyaśrutāvīśvararūpeṣu bhedanirākaraṇasya	Adya SrutO= ISvara rUpezu Beda nirAkaraNasya
   spaṣṭatavāttṛtīyāyāmevaśabda(sya)śravaṇāttadanusāreṇa dvitīyāyāmapi	spazwatavAt tRtIyAyAm eva Sabda(sya) SravaNAt tad anusAreNa dvitIyAyAm api
   vaiśabdasyaivārthatvopapatteretāḥ śrutayo vivakṣitārthe mānatāmāpadyanta	vESabdasya eva arTa tva upapatteH etAH SrutayaH vivakzita arTe mAnatAm Apadyanta
   iti bhāvaḥ /	iti BAvaH /
   cetanaikyasyānusandhānaṃ vyāpakamityuktaṃ kva tadupalabdhamiti cenna /	cetanA Ekyasya anusanDAnam vyApakam iti uktam kva tad upalabDam iti ced na /
   devadattasambandhinaḥ sukhāderdevadattenānusandhīyamānatvāt /	devadatta sambanDinaH suKa AdeH devadattena anusanDIyamAna tvAt /
   upādhibhinne nopalabdhamiti cenna /	upADi Binne na upalabDam iti ced na /
   hastapādādyupādhibhinne 'pi darśanāt /	hasta pAda Adi upADi Binne api darSanAt /
   viśliṣyopādhibhinne na dṛṣṭamiti cettatrāha  jīvāṃśā iti //	viSlizya upADi Binne na dRzwam iti ced tatra aha jIva aMSAH iti //
   ... jīvāṃśāḥ sarva eva ca // MAnuv_3,2.138 //	... jIva aMSAH sarve eva ca // Ma anuv_3,2.138 //
   niyamenānusandhānavanto ... // MAnuv_3,2.139a //	niyamena anusanDAnavantaH ... // Ma anuv_3,2.139aH //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   jīvānāmindrādīnāmaṃśā arjunādayaḥ /	jIvAnAm indra AdInAm aMSAH arjuna AdayaH /
   etacca"eka ātmanaḥ śarīre bhāvāt'; ityādina samarthayiṣyate /	etat ca"ekaH AtmanaH SarIre BAvAt a; ityAdina samarTayizyate /
   caśabdeneśvarāṃśāḥ samuccīyante /	caSabdena ISvara aMSAH samuccIyante /
   naca"(nu)ātmā vai putranāmāsīt'; ityādivacanātpitāputrayoḥ satyapyaikye	naca"(nu)a AtmA vE putra nAmA asIt a; ityAdi vacanAt pitA putrayoH sati api Ekye
   'nusandhānaṃ nāstīti kathaṃ tadvayāpakamityata āha  yadīti //	anusanDAnam na asti iti kaTam tat vayApakam iti atas Aha yadi iti //
   ... yadyekatā svataḥ // MAnuv_3,2.139b //	... yadi ekatA svatas // Ma anuv_3,2.139B //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tarhyanusandhānavanta iti sambandhaḥ /	tarhi anusanDa AnavantaH iti sambanDaH /
   ayaṃ bhāvaḥ /	ayam BAvaH /
   vāstavasyaikyasyānusandhānaṃ vyāpakamabhimataṃ na tūpacaritasya /	vAstavasya Ekyasya anusanDAnam vyApakam aBimatam na tu upacaritasya /
   nacābhimatasya vyabhicāro 'sti /	naca aBimatasya vyaBicAraH asti /
   pitāputraikyaṃ tūpacaritameveti na tatra vyabhicāro doṣāyeti /	pitAputra Ekyam tu upacaritam eva iti na tatra vyaBicAraH dozAya iti /
   svato vastutaḥ /	svatas vastutas /
   yadvā parameśvarāṃśatvaheturasiddhaścetyāha  jīvāṃśā iti //	yat vA parameSvara aMSa tva hetuH asidDaH ceti Aha jIva aMSAH iti //
   etaduktaṃ bhavati /	etat uktam Bavati /
   caitanyāvacchinnāṃśatvasyānusandhānaṃ vyāpakamarjunādiṣu dṛṣṭam /	cEtanya avacCinna aMSa tvasya anusanDAnam vyApakam arjuna Adizu dRzwam /
   tacca parameśvarajīvayornāstītyupapāditam /	tat ca parameSvara jIvayoH na asti iti upapAditam /
   vyāpakābhāve ca vyāpyābhāvo 'vaśyambhāvī /	vyApaka aBAve ca vyApya aBAvaH avaSyamBAvI /
   naca caitanyavyāvṛttiryuktetyaṃśatvameva vyāvartate /	na ca cEtanya vyAvRttiH yuktA iti aMSa tvam eva vyAvartate /
   tathāca prayogaḥ /	taTA ca prayogaH /
   jīveśvarau na cetanatve satyaṃśāṃśinau /	jIveSvarO na cetanatve sati aMSa aMSinO /
   parasparānusandhānaśūnyatvāt /	paraspara anusanDAna SUnya tvAt /
   yathā ghaṭapaṭau /	yaTA Gawa pawO /
   yathā cendrārjunāviti /	yaTA ca indra arjunO= iti /
   nanu pitāputrayoraṃśāṃśibhāve satyapyanusandhānaṃ nāstīti kathaṃ tattasya	nanu pitAputrayoH aMSa aMSi BAve sati api anusanDAnam na asti iti kaTam tat tasya
   vyāpakamityata āha  yadīti //	vyApakam iti atas Aha yadi iti //
   ekatā ekadeśatārūpāṃśatā pitāputrayoraṃśāśibhāvo naikadeśatādirūpa iti	ekatA eka deSa tA rUpa aMSatA pitAputrayoH aMSa aSi BAvaH na eka deSa tA Adi rUpaH iti
   bhāvaḥ /	BAvaH /
   nanvanusandhānābhāvenāṃśatvavyāvṛttāvaṃśādhikaraṇavirodhaḥ syāt /	nanu anusanDAna aBAvena aMSa tva vyAvRttO= aMSa aDikaraNa viroDaH syAt /
   na syāt /	na syAt /
   aṃśaśabdo hi tadekadeśārthastatsadṛśādyarthaśca /	aMSa SabdaH hi tad eka deSa arTaH tad sadRSa Adi arTaH ca /
   tatra (tacca) dvitīyamaṃśatvamaṃśādhikaraṇapratipādyaṃ na nirākriyate /	tatra (tat ca) dvitIyam aMSa tvam aMSa aDikaraNa pratipAdyam na nirAkriyate /
   tasyānaikāntyaprasaṅgena pareṇa hetūkartumaśakyatvāt /	tasya anEkAntya prasaFgena pareNa hetUkaRtum aSakyatvAt /
   ādyasyāsiddhivyutpādane na ko 'pi doṣaḥ /	Adyasya asidDi vyutpAdane na kaH api dozaH /
   nanvindridīnāmanusandhānasadbhāve kathamindrānabhimataṃ	nanu indri dInAm anusanDAn a sadBAve kaTam indrAn aBimatam
   khāṇḍavavanadāhādikamarjunaḥ kṛtatvāt /	KANxava vana dAha Adikam arjunaH kRta tvAt /
   kathaṃ cendro 'rjunānabhimataṃ dahanaśamanādikam /	kaTam ca indraH arjuna an aBimatam dahana Samana Adikam /
   nahi hastādāvanusandhāne satīdaṃ dṛṣṭamityata āha  aṃśina iti //	na hi hasta AdO= anusanDAne sati idam dRzwam iti atas Aha aMSinaH iti //
   aṃśino 'śeṣasandhānamatyalpasyāpi vidyate // MAnuv_3,2.139cd //	aMSinaH aSeza sanDAnam ati alpasya api vidyate // Ma anuv_3,2.139cd //
   bhuvi jātena cāṃśena sukhaduḥkhādi tadgatam /	Buvi jAtena ca aMSena suKa duHKa Adi tad gatam /
   anubhūyate viśeṣastu kaścidīśakṛto bhavet // MAnuv_3,2.140 //	anuBUyate viSezaH tu kaScid ISa kRtaH Bavet // Ma anuv_3,2.140 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   atyalpasyāpyaṃśinoṃśagatāśeṣānusandhānaṃ vidyata eva /	ati alpasya api aMSi noMSa gata aSeza anusanDAnam vidyate eva /
   tathāpi kaścidviśeṣoṃ'śānabhimatakaraṇādiḥ śakṛto bhavat /	taTA api kaScid viSezaH M aSAnaBimata karaNa AdiH SakRtaH Bavat /
   aṃśakīrtyādyatharmīśvarapreritenāṃśinā kriyata ityarthaḥ /	aMSa kIrti At i aTarmI ISvara preritena aMSinA kriyate iti arTaH /
   alpasyāpīti svarūpasaṅkīrtanam /	alpasya api iti svarUpa saFkIrtanam /
   bhuvi jātenāṃśena cāṃśigataṃ sukhaduḥkhādyevānubhūyate natu sarvam /	Buvi jAtena aMSena ca aMSi gatam suKa duHKa Adi eva anuBUyate na tu sarvam /
   satyapyaikye kaścitsarvānanusandhānarūpo viśeṣastu īśakṛto bhavet /	sati api Ekye kaScid sarva ananusanDAna rUpaH viSezaH tu ISa kRtaH Bavet /
   bhūmyādyapakṛṣṭadeśaṃ garbhavāsādyavasthāṃ mānuṣānnopabhogādikaṃ ca	BUmi Adi apakRzwa deSam garBa vAsa Adi avasTAm mAnuzAt na upaBoga Adikam ca
   nimittīkṛtyeśvareṇa kriyate /	nimittIkRtya ISvareNa kriyate /
   atoṃ'śasyāṃśanabhimatakaraṇādikaṃ yujyate /	atoM aSasya aMSanaBimata karaNa Adikam yujyate /
   na hyaśeṣānusandhānamasmābhiścetanaikyādervyāpakamuktam /	na hi aSeza anusanDAnam asmABiH cetana Ekya AdeH vyApakam uktam /
   kintvanusandhānamātramiti bhāvaḥ /	kintu anusanDAna mAtram iti BAvaH /
   nanvīśvaro 'pi kathaṃ svānabhitaṃ kārayati /	nanu ISvaraH api kaTam sva anaBitam kArayati /
   kathaṃ cābhinne 'nusandhānaṃ pratibadhnātītyata āha  īśasyeti //	kaTam ca aBinne anusanDAnam pratibaDnAti iti atas Aha ISasya iti //
   īśasyācintyaśaktitvānnāśakyaṃ kvāpi vidyate // MAnuv_3,2.141ab //	ISasya acintya Sakti tvAt na aSakyam kvApi vidyate // Ma anuv_3,2.141aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   dṛśyante khalvaghaṭitaṃ ghaṭayantyeśvaraśaktyā preritāḥ	dRSyante Kalva Gawitam GawayantyA ISvara SaktyA preritAH
   kāmakrodhādiparavaśā aihikāmuṣmikaduḥkhahetuṃ svaśiraśchedaṃ pātakaṃ ca	kAma kroDa Adi paravaSA Ehika amuzmika duHKa hetum sva SiraH Cedam pAtakam ca
   kurvāṇā ityāśayaḥ /	kurvANAH iti ASayaH /
   nanvevaṃ tarhi mayāpi śakyate vaktum /	nanu evam tarhi mayA api Sakyate vaktum /
   yathājunasyaikye satyapīndragatāśeṣānusandhānamacintyayā īśaśaktyā	yaTA ajunasya Ekye sati a pi indra gata aSeza anusanDAnam acintyayA ISa SaktyA
   pratibaddhayate /	pratibadDayate /
   tathā jīvaparamātmanorabhede 'pi tayaivānusandhānapratibandho bhaviṣyati /	taTA jIva paramAtmanA uH aBede api tayA eva anusanDAna pratibanDaH Bavizyati /
   apakṛṣṭadeśādikamiva dehādyupādhayo nimittatāmāpatsyante /	apakRzwa deSa Adikam iva deha Adi upADayaH nimitta tAm Apatsyante /
   tathā cānusandhānābhāvādaikyābhāva ityanupapannam /	taTA ca anusanDAna aBAvAt Ekya aBAvaH iti anupapannam /
   anusandhānasyaikyavyāpakatvaṃ cāsati pratibandha iti kalpyata ityata āha 	anusanDAnasya Ekya vyApaka tvam ca asati pratibanDaH iti kalpyate iti atas Aha 
   seti //	sA iti //
   seśatānupapannaiva yadi jīvaikatāsya hi // MAnuv_3,2.141cd //	sa ISata anupapannA eva yadi jIva eka tA asya hi // MA anuv_3,2.141cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sā aghaṭitaghaṭanārūpā /	sA aGawita GawanA rUpAH /
   asya paramātmanaḥ /	asya paramAtmanaH /
   bhavedetadyadi bhavanmate paramātmano 'cintyaśaktimattārūpeśatā	Bavet etat yadi Bavat mate paramAtmanaH acintya Saktimat tAru upeSa tA
   bhavet(syāt) /	Bavet (sya at) /
   jīvenābhinnasya seśataivānupapannā /	jIvena aBinnasya sa ISatA eva anupapannAH /
   kutastayānusandhānapratibandhakalpanādikamiti /	kutas tayA anusanDAna pratibanDa kalpanAdikam iti /
   hiśabdena yo jīvenābhinno nāsāvacintyaśaktirūpeśatopeto yathā devadatta	hi Sabdena yaH jIvena aBinnaH na asO= acintya Sakti rUpeSatA upetaH yaTA devadatta
   iti vyāptiṃ sūcayati /	iti vyAptim sUcayati /
   jīvenaikībhūto 'pi paramātmāstvīśatopetaḥ /	jIvena ekIBUtaH api paramAtmA astu ISata upetaH /
   kiṃ vipakṣe bādhakamityata āha  anīśasyeti //	kim vipakze bADakam iti atas Aha anISasya iti //
   anīśasyeśatetyeva viruddhaṃ sarvamānataḥ // MAnuv_3,2.141ef //	anISasya ISata iti eva virudDam sarva mAnataH // Ma anuv_3,2.141ef //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   jīvastāvadanīśa ityanubhavasiddham /	jIvaH tAvat anISaH iti anuBava sidDam /
   tadabhede paramātmāpyanīśa ityuktameva /	tad aBede paramAtmA api anISaH iti uktam eva /
   tathāca anīśasyeśatāstviti śaṅkitaṃ syāt /	taTA ca anISasya ISatA aH tu iti SaFkitam syAt /
   etacca sarvapramāṇairviruddhaṃ svavyāhataṃ ca /	etat ca sarva pramANEH virudDam sva vyAhatam ca /
   na caivaṃvidhamanunmattaḥ śaṅkate /	na ca evaMviDam anunmattaH SaFkate /
   śaṅkāyā evānudaye kuto bādhakopanyāsāvasara ityevaśabdaḥ(bdārthaḥ) /	SaFkAyAH eva anudaye kutas bADaka upanyAsa avasaraH iti eva SabdaH(bda arTaH) /
   syādetat /	syAt etat /
   seśatānupapannaiveti tarko 'numānaṃ vā /	sa ISata anupapannA eva iti tarkaH anumAnam vA /
   nādyaḥ /	na AdyaH /
   aikyasya śrutisiddhatvena viparyayaparyavasānānupapatteḥ /	Ekyasya Sruti sidDa tvena viparyaya paryavasAna anupapatteH /
   na dvitīyaḥ /	na dvitIyaH /
   jīvaikatāyā bhavatāmasiddhatvāt /	jIva eka tAyAH BavatAm asidDa tvAt /
   yadi padavaiyarthyācceti /	yadi pada vEyarTyAt ca iti /
   maivam /	mA evam /
   yasya jīvaikyaṃ siddhaṃ (syāt)	yasya jIva Ekyam sidDam (syAt)
   tasyānīśatāviṣayasvārthānumānāpādanasyābhimatatvāt /	tasya anISatA vizaya sva arTa anumAna ApAdanasya aBimata tvAt /
   tarkapakṣe 'pi na doṣaḥ /	tarka pakze api na dozaH /
   śrutīnāmaikyaparatvābhāvādityāśayavānāha  īśatvenaiveti //	SrutInAm Ekya paratva aBAvAt itya ASaya vAn Aha ISa tvena eva iti //
   īśatvenaiva vijñātamanīśatvena cecchrutiḥ /	ISa tvena eva vijQAtam anISa tvena ced SrutiH /
   anīśatvena vijñātamīśatvenāthavā diśet // MAnuv_3,2.142 //	anISa tvena vijQAtam ISa tvena aTavA diSet // Ma anuv_3,2.142 //
   upajīvyavirodhena naiva mānatvameṣyati // MAnuv_3,2.143ab //	upajIvya viroDena na eva mAna tvam ezyati // Ma anuv_3,2.143aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   traividhyaṃ khalvatra sambhavati /	trEviDyam Kalu atra samBavati /
   kācit śrutiḥ pramāṇāntareṇa īśatvenaiva vijñātaṃ paramātmānamuddiśya	kAcid SrutiH pramANa antareNa ISa tvena eva vijQAtam paramAtmAnam uddiSya
   anīśatvena pramitānīśatvajīvabhāvena ādiśet /	anISa tvena pramitA nISa tva jIva BAvena AdiSet /
   kācidanīśatvena pramitaṃ jīvamuddiśya īśatvena	kAcid anISa tvena pramitam jIvam uddiSya ISa tvena
   pramiteśabhāvaparamātmatvena upadiśet /	pramita ISa BAva paramAtma tvena upadiSet /
   kācidubhāvapi tathā pramitāvuddiśyaikyamupadiśediti /	kAcid uBO= api taTA pramitO= uddiSya Ekyam upadiSet iti /
   sarvathāpyujīvyavirodhaprasaṅgena naikye prāmāṇyamaśnuta iti /	sarvaTA api ujIvya viroDa prasaFgena na Ekye prAmANyam aSnutaH iti /
   yadatra vaktavyaṃ tat"kathaṃ brahmeti tajjñeyam'; ityādinā vakṣyate /	yat atra vaktavyam tat"kaTam brahma iti tat jQeyam a; ityAdinA vakzyate /
   cecchatiriti dvitīyārdhe 'pi grāhyam /	ca icCatiH iti dvitIya arDe api grAhyam /
   ādiśediti prathāmārdhe 'pi /	AdiSet iti praTAma arDe api /
   tṛtīyaḥ prakāro 'pyadhyāhāryaḥ /	tRtIyaH prakAraH api aDyAhAryaH /
   tarhītipadamupajīvyetyataḥ pūrvam /	tarhi iti padam upajIvya iti atas pUrvam /
   nanu paramātmano 'ghaṭithaghaṭanasvarūpayā śaktyaiveśatānīśatayoḥ	nanu paramAtmanaH aGawiTa Gawana svarUpayA SaktyEva ISatAnISatayoH
   (viruddhayorapi) ekatra samāveśo bhaviṣyati /	(virudDayoH api) ekatra samAveSaH Bavizyati /
   tatkathamupajīvyavirodha ityata āha  ata eveti //	tat kaTam upajIvya viroDaH iti atas Aha atas eva iti //
   ata eveśatāsiddherna kiñcicchakyamasya ca // MAnuv_3,2.143cd //	atas eva ISata asidDeH na kiQcid Sakyam asya ca // MA anuv_3,2.143cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   jīvaikyādevetyarthaḥ /	jIva EkyAt eva iti arTaH /
   īśatā uktarūpā śaktiḥ /	ISatA ukta rUpA SaktiH /
   kiñcit īśatānīśatayorekatrāvasthānam /	kiQcid ISatAnISa tayoH ekatra avasTAnam /
   asya ca paramātmano 'pi /	asya ca paramAtmanaH api /
   jīvaikyeneśatābhāvānumānamaśakyam /	jIva Ekyena ISatA aBAva anumAnam aSakyam /
   īśatāyāḥ"parāsya śaktiḥ'; ityādiśrutisiddhatvāt /	ISatAyAH "para asya SaktiH a; ityAdi Sruti sidDa tvAt /
   kiñca jīvaikye 'pi bhedasya vidyamānatvādīśatopapadyata ityāśaṅkāṃ	kiQca jIva Ekye api Bedasya vidyamAna tvAt I Sata upapadyate iti ASaFkAm
   pariharan tarhi kiyatī sīmā paramātmaśaktyāghaṭitaghaṭanakalpanasyeti	pariharan tarhi kiyatI sImA paramAtma SaktyA Gawita Gawana kalpanasya iti
   mandena jijñāsite satyāha  īśatva iti //	mandena jijQAsite satya aha ISatvaH iti //
   īśatve 'nīśabhedena śrutyā samyak prakāśite /	ISa tve anISa Bedena SrutyA samyak prakASite /
   ayuktamapi cānyatra yuktaṃ bhavati tadbalāt // MAnuv_3,2.144 //	ayuktam api ca anyatra yuktam Bavati tad balAt // Ma anuv_3,2.144 //
   ato 'nyatrāpi yad dṛṣṭaṃ tadīśenaiva kalpyate /	atas anyatra api yat dRzwam tat ISena eva kalpyate /
   śrutyābhāsāptamapi nahīśatvaparipanthi yat // MAnuv_3,2.145 //	Sruti ABAsa Aptam api na hi ISa tva paripanTi yat // Ma anuv_3,2.145 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   atrānīśabhedenāṅgīkṛtenaiveśatvaṃ śrutyā samyak prakāśitaṃ bhavatīti	atra anISa Bedena aFgIkRtena eva ISa tvam SrutyA samyak prakASitam Bavati iti
