   Pariccheda 1	Pari=-CedaH 1
   yuktā pratītyatā yasmād duḥkhasyoparatirmatā // Bca_6.32 //	yuktA pratItyatA yasmAt duHKasya-uparatiH-matAH // Bca_6.32 //
   tasmādamitraṃ mitraṃ vā dṛṣṭvāpyanyāyakāriṇam /	tasmAt-amitram mitram vA dRzwvA-api-anyAya-kAriNam /
   īdṛśāḥ pratyayā asyety evaṃ matvā sukhī bhavet // Bca_6.33 //	IdRSAH pratyayAH asya-iti evam matvA suKI Bavet // Bca_6.33 //
   yadi tu khecchayā siddhiḥ sarveṣāmeva dehinām /	yadi tu Ka-icCayA sidDiH sarvezAm-eva dehinAm /
   na bhavetkasyacidduḥkhaṃ na duḥkhaṃ kaścidicchati // Bca_6.34 //	na Bavet-kasyacid-duHKam na duHKam kaScid-icCati // Bca_6.34 //
   pramādādātmanātmānaṃ bādhante kaṇṭakādibhiḥ /	pramAdAt-AtmanA-AtmAnam bADante kaNwaka-AdiBiH /
   bhaktacchedādibhiḥ kopād durāpastryādilipsayā // Bca_6.35 //	Bakta=-Ceda-AdiBiH kopAt durApa-H-tri-Adi-lipsayA // Bca_6.35 //
   udvandhanaprapātaiśca viṣāpathyādibhakṣaṇaiḥ /	udvanDana-prapAtEH-ca viza-apaTya-Adi-BakzaNEH /
   nighnanti kecidātmānam apuṇyācaraṇena ca // Bca_6.36 //	niGnanti kecid-AtmAnam apuNya-AcaraNena ca // Bca_6.36 //
   yadaivaṃ kleśavaśyatvād ghnantyātmānamapi priyam /	yadA-evam kleSa-vaSya-tvAt Gnanti-AtmAnam-api priyam /
   tadaiṣāṃ parakāyeṣu parihāraḥ kathaṃ bhavet // Bca_6.37 //	tadA-ezAm para-kAyezu parihAraH kaTam Bavet // Bca_6.37 //
   kleśonmattīkṛteṣveṣu pravṛtteṣvātmaghātane /	kleSa-unmattIkRtezu-ezu pravRttezu-Atma-GAtane /
   na kevalaṃ dayā nāsti krodha utpadyate katham // Bca_6.38 //	na kevalam dayA na-asti kroDaH utpadyate kaTam // Bca_6.38 //
   yadi svabhāvo bālānāṃ paropadravakāritā /	yadi svaBAvaH bAlAnAm para-upadrava-kAri-tA /
   teṣu kopo na yukto me yathāgnau dahanātmake // Bca_6.39 //	tezu kopaH na yuktaH me yaTA-agnO dahana-Atmake // Bca_6.39 //
   atha doṣo 'yamāgantuḥ sattvāḥ prakṛtipeśalāḥ /	aTa dozaH ayam-AgantuH sattvAH prakRti-peSalAH /
   yathāpyayuktastatkopaḥ kaṭudhūme yathāmbare // Bca_6.40 //	yaTA-api-ayuktaH-tad-kopaH kawu-DUme yaTA-ambare // Bca_6.40 //
   mukhyaṃ daṇḍādikaṃ hitvā prerake yadi kupyate /	muKyam daNxa-Adikam hitvA prerake yadi kupyate /
   dveṣeṇa preritaḥ so 'pi dveṣe dveṣo 'stu me varam // Bca_6.41 //	dvezeNa preritaH saH api dveze dvezaH astu me varam // Bca_6.41 //
   mayāpi pūrvaṃ sattvānām īdṛśyeva vyathā kṛtā /	mayA-api pUrvam sattvAnAm IdRSI-A-iva vyaTA kRtA /
   tasmānme yuktamevaitat sattvopadravakāriṇaḥ // Bca_6.42 //	tasmAt-me yuktam-eva-etat sattva-upadrava-kAriNaH // Bca_6.42 //
   tacchastraṃ mama kāyaśca dvayaṃ duḥkhasya kāraṇam /	tat-Sastram mama kAyaH-ca dvayam duHKasya kAraNam /
   tena śastraṃ mayā kāyo gṛhītaḥ kutra kupyate // Bca_6.43 //	tena Sastram mayA kAyaH gRhItaH kutra kupyate // Bca_6.43 //
   gaṇḍo 'yaṃ pratimākāro gṛhīto ghaṭṭanāsahaḥ /	gaNxaH ayam pratimA-AkAraH gRhItaH Gawwana-asahaH /
   tṛṣṇāndhena mayā tatra vyathāyāṃ kutra kupyate // Bca_6.44 //	tRzNA-anDena mayA tatra vyaTAyAm kutra kupyate // Bca_6.44 //
   duḥkhaṃ necchāmi duḥkhasya hetumicchāmi bāliśaḥ /	duHKam na-icCAmi duHKasya hetum-icCAmi bAliSaH /
   svāparādhāgate duḥkhe kasmādanyatra kupyate // Bca_6.45 //	sva-aparADa-Agate duHKe kasmAt-anyatra kupyate // Bca_6.45 //
   asipatravanaṃ yadvad yathā nārakapakṣiṇaḥ /	asipatravanam yadvat yaTA nAraka-pakziNaH /
   matkarmajanitā eva tathedaṃ kutra kupyate // Bca_6.46 //	mad-karma-janitAH eva taTA-idam kutra kupyate // Bca_6.46 //
   matkarmacoditā eva jātā mayyapakāriṇaḥ /	mad-karma-coditAH eva jAtAH mayi-apakAriNaH /
   yena yāsyanti narakān mayaivāmī hatā nanu // Bca_6.47 //	yena yAsyanti narakAn mayA-eva-amI hatAH nanu // Bca_6.47 //
   etānāśritya me pāpaṃ kṣīyate kṣamato bahu /	etAn-ASritya me pApam kzIyate kzamataH bahu /
   māmāśritya tu yāntyete narakān dīrghavedanān // Bca_6.48 //	mAm-ASritya tu yAnti-ete narakAn dIrGa-vedanAn // Bca_6.48 //
   ahamevāpakāryeṣāṃ mamaite copakāriṇaḥ /	aham-eva-apakArI-ezAm mama-ete ca-upakAriNaH /
   kasmādviparyayaṃ kṛtvā khalacetaḥ prakupyasi // Bca_6.49 //	kasmAt-viparyayam kRtvA Kala-cetaH prakupyasi // Bca_6.49 //
   bhavenmamāśayaguṇo na yāmi narakānyadi /	Bavet-mama-ASaya-guNaH na yAmi narakAn-yadi /
   eṣāmatra kimāyātaṃ yadyātmā rakṣito mayā // Bca_6.50 //	ezAm-atra kim-AyAtam yadi-AtmA rakzitaH mayA // Bca_6.50 //
   atha pratyapakārī syāṃ tathāpyete na rakṣitāḥ /	aTa pratyapakArI syAm taTA-api-ete na rakzitAH /
   hīyate cāpi me caryā tasmānnaṣṭāstapasvinaḥ // Bca_6.51 //	hIyate ca-api me caryA tasmAt-nazwAH-tapasvinaH // Bca_6.51 //
   mano hantumamūrtatvān na śakyaṃ kenacit kvacit /	manaH hantum-amUrta-tvAt na Sakyam kenacid kvacid /
   śarīrābhiniveśāttu kāyaduḥkhena bādhyate // Bca_6.52 //	SarIra-aBiniveSAt-tu kAya-duHKena bADyate // Bca_6.52 //
   nyakvāraḥ paruṣaṃ vākyam ayaśaścetyayaṃ gaṇaḥ /	nyakvAraH paruzam vAkyam ayaSaH-ca-iti-ayam gaNaH /
   kāyaṃ na bādhate tena cetaḥ kasmātprakupyasi // Bca_6.53 //	kAyam na bADate tena cetaH kasmAt-prakupyasi // Bca_6.53 //
   mayyaprasādo yo 'nyeṣāṃ sa kiṃ māṃ bhakṣayiṣyati /	mayi-aprasAdaH yaH anyezAm sa kim mAm Bakzayizyati /
   iha janmāntare vāpi yenāsau me 'nabhīpsitaḥ // Bca_6.54 //	iha janma-antare vA-api yena-asO me anaBIpsitaH // Bca_6.54 //
   lābhāntarāyakāritvād yadyasau me 'nabhīpsitaḥ /	lABa-antarAya-kAri-tvAt yadi-asO me anaBIpsitaH /
   naṅkṣyatīhaiva me lābhaḥ pāpaṃ tu sthāsyati dhruvam // Bca_6.55 //	naFkzyati-iha-eva me lABaH pApam tu sTAsyati Druvam // Bca_6.55 //
   varamadyaiva me mṛtyur na mithyājīvitaṃ ciram /	varam-adya-eva me mRtyuH na miTyA-jIvitam ciram /
   yasmācciramapi sthitvā mṛtyuduḥkhaṃ tadaiva me // Bca_6.56 //	yasmAt-ciram-api sTitvA mRtyu-duHKam tadA-eva me // Bca_6.56 //
   svapne varṣaśataṃ saukhyaṃ bhuktvā yaśca vibudhyate /	svapne varza-Satam sOKyam BuktvA yaH-ca vibuDyate /
   muhūrtamaparo yaśca sukhī bhūtvā vibudhyate // Bca_6.57 //	muhUrtam-aparaH yaH-ca suKI BUtvA vibuDyate // Bca_6.57 //
   nanu nivartate saukhyaṃ dvayorapi bibuddhayoḥ /	nanu nivartate sOKyam dvayoH-api bibudDayoH /
   saivopamā mṛtyukāle cirajībyalpajīvinoḥ // Bca_6.58 //	sA-eva-upamA mRtyu-kAle cira-jIbi-alpa-jIvinoH // Bca_6.58 //
   labdhvāpi ca bahū/llābhān ciraṃ bhuktvā sukhānyapi /	labDvA-api ca bahU/llABAn ciram BuktvA suKAni-api /
   riktahastaśca nagnaśca yāsyāmi muṣito yathā // Bca_6.59 //	rikta-hastaH-ca nagnaH-ca yAsyAmi muzitaH yaTA // Bca_6.59 //
   pāpakṣayaṃ ca puṇyaṃ ca lābhājjīvan karomi cet /	pApa-kzayam ca puNyam ca lABAt-jIvan karomi ced /
   puṇyakṣayaśca pāpaṃ ca lābhārthaṃ krudhyato nanu // Bca_6.60 //	puNya-kzayaH-ca pApam ca lABa-arTam kruDyataH nanu // Bca_6.60 //
   yadarthameva jīvāmi tadeva yadi naśyati /	yad-arTam-eva jIvAmi tat-eva yadi naSyati /
   kiṃ tena jīvitenāpi kevalāśubhakāriṇā // Bca_6.61 //	kim tena jIvitena-api kevala-aSuBa-kAriNA // Bca_6.61 //
   avarṇavādini dveṣaḥ sattvānnāśayatīti cet /	avarNa-vAdini dvezaH sattvAt-nASayati-iti ced /
   parāyaśaskare 'pyevaṃ kopaste kiṃ na jāyate // Bca_6.62 //	parAyaSaskare api-evam kopaH-te kim na jAyate // Bca_6.62 //
   parāyattāprasādatvād aprasādiṣu te kṣamā /	parAyatta-aprasAda-tvAt aprasAdizu te kzamA /
   kleśotpādaparāyatte kṣamā nāvarṇavādini // Bca_6.63 //	kleSa-utpAda-parAyatte kzamA na-avarNa-vAdini // Bca_6.63 //
   pratimāstūpasaddharma-nāśakākrośakeṣu ca /	pratimAstu-upasat-Darma--nASaka-AkroSakezu ca /
   na yujyate mama dveṣo buddhādīnāṃ na hi byathā // Bca_6.64 //	na yujyate mama dvezaH budDa-AdInAm na hi byaTA // Bca_6.64 //
   gurusālohitādīnāṃ priyāṇāṃ cāpakāriṣu /	guru-sAlohita-AdInAm priyANAm ca-apakArizu /
   pūrvavatpratyayotpādaṃ dṛṣṭvā kopaṃ nivārayet // Bca_6.65 //	pUrvavat-pratyaya-utpAdam dRzwvA kopam nivArayet // Bca_6.65 //
   cetanācetanakṛtā dehināṃ niyatā vyathā /	cetana-acetana-kRtA dehinAm niyatA vyaTA /
   sā vyathā cetane dṛṣṭā kṣamasvaināṃ vyathāmataḥ // Bca_6.66 //	sA vyaTA cetane dRzwA kzamasva-enAm vyaTAm-atas // Bca_6.66 //
   mohādeke 'parādhyanti kupyantyanye 'pi mohitāḥ /	mohAt-eke aparADyanti kupyanti-anye api mohitAH /
   brūmaḥ kameṣu nirdoṣaṃ kaṃ vā brūmo 'parādhinam // Bca_6.67 //	brUmaH kamezu nirdozam kam vA brUmaH aparADinam // Bca_6.67 //
   kasmādevaṃ kṛtaṃ pūrvaṃ yenaivaṃ bādhyase paraiḥ /	kasmAt-evam kRtam pUrvam yena-evam bADyase parEH /
   sarve karmaparāyattaḥ ko 'hamatrānyathākṛtau // Bca_6.68 //	sarve karma-parAyattaH kaH aham-atra-anyaTA-AkRtO // Bca_6.68 //
   evaṃ buddhvā tu puṇyeṣu tathā yatnaṃ karomyaham /	evam budDvA tu puNyezu taTA yatnam karomi-aham /
   yena sarve bhaviṣyanti maitracittāḥ parasparam // Bca_6.69 //	yena sarve Bavizyanti mEtra-cittAH parasparam // Bca_6.69 //
   dahyamāne gṛhe yadvad agnirgatvā gṛhāntaram /	dahyamAne gRhe yadvat agniH-gatvA gRha-antaram /
   tṛṇādau yatra sajyeta tadākṛṣyāpanīyate // Bca_6.70 //	tRNa-AdO yatra sajyeta tadA-AkRzyA-apanIyate // Bca_6.70 //
   evaṃ cittaṃ yadāsaṅgād dahyate dveṣavahninā /	evam cittam yadA-AsaFgAt dahyate dveza-vahninA /
   tatkṣaṇaṃ tatparityājyaṃ puṇyātmoddāhaśaṅkayā // Bca_6.71 //	tad-kzaNam tat-parityAjyam puNya-Atma-uddAha-SaFkayA // Bca_6.71 //
   māraṇīyaḥ kathaṃ chittvā muktaścetkimabhadrakam /	mAraNIyaH kaTam CittvA muktaH-ced-kim-aBadrakam /
   manuṣyaduḥkhairnarakān muktaścetkimabhadrakam // Bca_6.72 //	manuzya-duHKEH-narakAt muktaH-ced-kim-aBadrakam // Bca_6.72 //
   yadyetanmātramevādya duḥkhaṃ soḍhuṃ na pāryate /	yadi-etat-mAtram-eva-adya duHKam soXum na pAryate /
   tannārakavyathāhetuḥ krodhaḥ kasmānna vāryate // Bca_6.73 //	tad-nAraka-vyaTA-hetuH kroDaH kasmAt-na vAryate // Bca_6.73 //
   kopārthamevamevāhaṃ narakeṣu sahasraśaḥ /	kopa-arTam-evam-eva-aham narakezu sahasraSas /
   kārito 'smi na cātmārthaḥ parārtho vā kṛto mayā // Bca_6.74 //	kAritaH asmi na ca-AtmA-arTaH para-arTaH vA kRtaH mayA // Bca_6.74 //
   na cedaṃ tādṛśaṃ duḥkhaṃ mahārthaṃ ca kariṣyati /	na ca-idam tAdRSam duHKam mahA-arTam ca karizyati /
   jagadduḥkhahare duḥkhe prītirevātra yujyate // Bca_6.75 //	jagat-duHKa-hare duHKe prItiH-eva-atra yujyate // Bca_6.75 //
   yadi prītisukhaṃ prāptam anyaiḥ stutvā guṇorjitam /	yadi prIti-suKam prAptam anyEH stutvA guNa-Urjitam /
   manastvamapi taṃ stutvā kasmādevaṃ na hṛṣyasi // Bca_6.76 //	manaH-tvam-api tam stutvA kasmAt-evam na hRzyasi // Bca_6.76 //
   idaṃ ca te hṛṣṭisukhaṃ niravadyaṃ sukhodayam /	idam ca te hRzwi-suKam niravadyam suKa-udayam /
   na vāritaṃ ca guṇibhiḥ parāvarjanamuttamam // Bca_6.77 //	na vAritam ca guNiBiH parAvarjanam-uttamam // Bca_6.77 //
   tasyaiva sukhamityevaṃ tavedaṃ yadi na priyam /	tasya-eva suKam-iti-evam tava-idam yadi na priyam /
   bhṛtidānādivirater dṛṣṭādṛṣṭaṃ hataṃ bhavet // Bca_6.78 //	BRti-dAna-Adi-virateH dRzwa-adRzwam hatam Bavet // Bca_6.78 //
   svaguṇe kīrtyamāne ca parasaukhyamapīcchasi /	sva-guNe kIrtyamAne ca para-sOKyam-api-icCasi /
   kīrtyamāne paraguṇe svasaukhyamapi necchasi // Bca_6.79 //	kIrtyamAne para-guNe sva-sOKyam-api na-icCasi // Bca_6.79 //
   bodhicittaṃ samutpādya sarvasattvasukhecchayā /	boDi-cittam samutpAdya sarva-sattva-suKa-icCayA /
   svayaṃ labdhasukheṣvadya kasmātsattveṣu kupyasi // Bca_6.80 //	svayam labDa-suKezu-adya kasmAt-sattvezu kupyasi // Bca_6.80 //
   trailokyapūjyaṃ buddhatvaṃ sattvānāṃ kinna vāñchasi /	trElokya-pUjyam budDa-tvam sattvAnAm kinna vAQCasi /
   satkāramitvaraṃ dṛṣṭvā teṣāṃ kiṃ paridahyase // Bca_6.81 //	satkAram-itvaram dRzwvA tezAm kim paridahyase // Bca_6.81 //
   puṣṇāti yastvayā poṣyaṃ tubhyameva dadāti saḥ /	puzNAti yaH-tvayA pozyam tuByam-eva dadAti saH /
   kuṭumbajīvinaṃ lavdhvā na hṛṣyasi prakupyasi // Bca_6.82 //	kuwumba-jIvinam lavDvA na hRzyasi prakupyasi // Bca_6.82 //
   sa kiṃ necchati sattvānāṃ yasteṣāṃ bodhimicchati /	sa kim na-icCati sattvAnAm yaH-tezAm boDim-icCati /
   bodhicittaṃ kutastasya yo 'nyasaṃpadi kupyati // Bca_6.83 //	boDi-cittam kutas-tasya yaH anya-saMpadi kupyati // Bca_6.83 //
   yadi tena na tallabdhaṃ sthitaṃ dānapatergṛhe /	yadi tena na tat-labDam sTitam dAnapateH-gRhe /
   sarvathāpi na tatte 'sti dattādattena tena kim // Bca_6.84 //	sarvaTA-api na tat-te asti dattAdattena tena kim // Bca_6.84 //
   kiṃ vārayatu puṇyāni prasannān svaguṇānatha /	kim vArayatu puNyAni prasannAn sva-guNAn-aTa /
   labhamāno na gṛhṇātu vada kena na kupyasi // Bca_6.85 //	laBamAnaH na gRhNAtu vada kena na kupyasi // Bca_6.85 //
   na kevalaṃ tvamātmānaṃ kṛtapāpaṃ na śocasi /	na kevalam tvam-AtmAnam kRta-pApam na Socasi /
   kṛtapuṇyaiḥ saha spardhām aparaiḥ kartumicchasi // Bca_6.86 //	kRta-puNyEH saha sparDAm aparEH kartum-icCasi // Bca_6.86 //
   jātaṃ cedapriyaṃ śatros tvattuṣṭhyā kiṃ punarbhavet /	jAtam ced-apriyam SatroH tvad-tuzWyA kim punar-Bavet /
   tvadāśaṃsanamātreṇa na cāheturbhaviṣyati // Bca_6.87 //	tvad-ASaMsana-mAtreNa na ca-ahetuH-Bavizyati // Bca_6.87 //
   ata tvadicchayā siddhaṃ tadduḥkhe kiṃ sukhaṃ tava /	atas tvad-icCayA sidDam tad-duHKe kim suKam tava /
   athāpyartho bhavedevam anarthaḥ konvataḥ paraḥ // Bca_6.88 //	aTa-api-arTaH Bavet-evam anarTaH konvataH paraH // Bca_6.88 //
   etaddhi baḍiśaṃ ghoraṃ kleśabāḍiśikārpitam /	etat-hi baxiSam Goram kleSa-bAxiSikA-arpitam /
   yato narakapālāstvāṃ krītvā pakṣyanti kumbhiṣu // Bca_6.89 //	yatas naraka-pAlAH-tvAm krItvA pakzyanti kumBizu // Bca_6.89 //
   stutiryaśo 'tha satkāro na puṇyāya na cāyuṣe /	stutiH-yaSaH aTa satkAraH na puNyAya na ca-Ayuze /
   na balārthaṃ na cārogye na ca kāyasukhāya me // Bca_6.90 //	na bala-arTam na ca-Arogye na ca kAya-suKAya me // Bca_6.90 //
   etāvāṃśca bhavetsvārtho dhīmataḥ svārthavedinaḥ /	etAvAn=-ca Bavet-svArTaH DImataH sva-arTa-vedinaH /
   madyadyūtādi sevyaṃ syān mānasaṃ sukhamicchatā // Bca_6.91 //	madya-dyUta-Adi sevyam syAt mAnasam suKam-icCatA // Bca_6.91 //
   yaśo 'rthaṃ hārayantyartham ātmānaṃ mārayantyapi /	yaSaH arTam hArayanti-arTam AtmAnam mArayanti-api /
   kimakṣarāṇi bhakṣyāṇi mṛte kasya ca tatsukham // Bca_6.92 //	kim-akzarANi BakzyANi mRte kasya ca tad-suKam // Bca_6.92 //
   yathā pāṃśugṛhe bhinne rodityārtaravaṃ śiśuḥ /	yaTA pAMSu-gRhe Binne roditi-Arta-ravam SiSuH /
   tathā stutiyaśohānau svacittaṃ pratibhāti me // Bca_6.93 //	taTA stuti-yaSaH-hAnO sva-cittam pratiBAti me // Bca_6.93 //
   śabdastāvadacittatvāt sa māṃ stautītyasaṃbhavaḥ /	SabdaH-tAvat-acitta-tvAt sa mAm stOti-iti-asaMBavaH /
   paraḥ kila mayi prīta ityetatprītikāraṇam // Bca_6.94 //	paraH kila mayi prItaH iti-etat-prIti-kAraNam // Bca_6.94 //
   anyatra mayi vā prītyā kiṃ hi me parakīyayā /	anyatra mayi vA prItyA kim hi me parakIyayA /
   tasyaiva tatprītisukhaṃ bhāgo nālpo 'pi me tataḥ // Bca_6.95 //	tasya-eva tad-prIti-suKam BAgaH na-alpaH api me tatas // Bca_6.95 //
   tatsukhena sukhitvaṃ cet sarvatraiva mamāstu tat /	tad-suKena suKi-tvam ced sarvatra-eva mama-astu tat /
   kasmādanyaprasādena sukhiteṣu na me sukham // Bca_6.96 //	kasmAt-anya-prasAdena suKitezu na me suKam // Bca_6.96 //
   tasmādahaṃ stuto 'smīti prītirātmani jāyate /	tasmAt-aham stutaH asmi-iti prItiH-Atmani jAyate /
   tatrāpyevamasaṃbandhāt kevalaṃ śiśuceṣṭitam // Bca_6.97 //	tatra-api-evam-asaMbanDAt kevalam SiSu-cezwitam // Bca_6.97 //
   stutyādayaśca me kṣobhaṃ saṃvegaṃ nāśayantyamī /	stuti-AdayaH-ca me kzoBam saMvegam nASayanti-amI /
   guṇavatsu ca mātsaryaṃ saṃpatkopaṃ ca kurvate // Bca_6.98 //	guNavatsu ca mAtsaryam saMpad-kopam ca kurvate // Bca_6.98 //
   tasmātstutyādighātāya mama ye pratyupasthitāḥ /	tasmAt-stuti-Adi-GAtAya mama ye pratyupasTitAH /
   apāyapātarakṣārthaṃ pravṛttā nanu te mama // Bca_6.99 //	apAya-pAta-rakzA-arTam pravRttAH nanu te mama // Bca_6.99 //
   muktyarthinaścāyuktaṃ me lābhasatkārabandhanam /	mukti-arTinaH-ca-ayuktam me lABa-satkAra-banDanam /
   ye mocayanti māṃ bandhād dveṣasteṣu kathaṃ mama // Bca_6.100 //	ye mocayanti mAm banDAt dvezaH-tezu kaTam mama // Bca_6.100 //
   duḥkhaṃ praveṣṭukāmasya ye kapāṭatvamāgatāḥ /	duHKam pravezwu-kAmasya ye kapAwa-tvam-AgatAH /
   buddhādhiṣṭhānata iva dveṣasteṣu kathaṃ mama // Bca_6.101 //	budDa-aDizWAnataH iva dvezaH-tezu kaTam mama // Bca_6.101 //
   puṇyavighnaḥ kṛto 'nenety atra kopo na yujyate /	puNya-viGnaH kRtaH anena-iti atra kopaH na yujyate /
   kṣāntyā samaṃ tapo nāsti nanvetattadupasthitam // Bca_6.102 //	kzAntyA samam tapaH na-asti nanu-etat-tad-upasTitam // Bca_6.102 //
   athāhamātmadoṣeṇa na karomi kṣamāmiha /	aTa-aham-Atma-dozeNa na karomi kzamAm-iha /
   mayaivātra kṛto vighnaḥ puṇyahetāvupasthite // Bca_6.103 //	mayA-eva-atra kRtaH viGnaH puNya-hetO=-upasTite // Bca_6.103 //
   yo hi yena vinā nāsti yasmiṃśca sati vidyate /	yaH hi yena vinA na-asti yasmin=-ca sati vidyate /
   sa eva kāraṇaṃ tasya sa kathaṃ vighna ucyate // Bca_6.104 //	saH eva kAraNam tasya sa kaTam viGnaH ucyate // Bca_6.104 //
   na hi kālopapannena dānavighnaḥ kṛto 'rthinā /	na hi kAla-upapannena dAna-viGnaH kRtaH arTinA /
   na ca pravrājake prāpte pravrajyāvighna ucyate // Bca_6.105 //	na ca pravrAjake prApte pravrajyA-viGnaH ucyate // Bca_6.105 //
   sulabhā yācakā loke durlabhāstvapakāriṇaḥ /	sulaBAH yAcakAH loke durlaBAH-tu-apakAriNaH /
   yato me 'naparādhasya na kaścidaparādhyati // Bca_6.106 //	yatas me anaparADasya na kaScid-aparADyati // Bca_6.106 //
   aśramopārjitastasmād nṛhe nidhirivotthitaḥ /	aSrama-upArjitaH-tasmAt nRhe niDiH-iva-utTitaH /
   bodhicaryāsahāyatvāt spṛhaṇīyo ripurmama // Bca_6.107 //	boDi-caryA-sahAya-tvAt spRhaNIyaH ripuH-mama // Bca_6.107 //
   mayā cānena copāttaṃ tasmādetatkṣamāphalam /	mayA ca-anena ca-upAttam tasmAt-etat-kzamA-Palam /
   etasmai prathamaṃ deyam etatpūrvā kṣamā yataḥ // Bca_6.108 //	etasmE praTamam deyam etat-pUrvA kzamA yatas // Bca_6.108 //
   kṣamāsiddhyāśayo nāsya tena pūjyo na cedariḥ /	kzamA-sidDi-ASayaH na-asya tena pUjyaH na ced-ariH /
   siddhiheturucito 'pi saddharmaḥ pūjyate katham // Bca_6.109 //	sidDi-hetuH-ucitaH api sadDarmaH pUjyate kaTam // Bca_6.109 //
   apakārāśayo 'syeti śatruryadi na pūjyate /	apakAra-ASayaH asya-iti SatruH-yadi na pUjyate /
   anyathā me kathaṃ kṣāntir bhiṣajīva hitodyate // Bca_6.110 //	anyaTA me kaTam kzAntiH BizajI-iva hita-udyate // Bca_6.110 //
   tadduṣṭāśayamevātaḥ pratītyotpadyate kṣamā /	tat-duzwa-ASayam-eva-atas pratItya-utpadyate kzamA /
   sa evātaḥ kṣamāhetuḥ pūjyaḥ saddharmavanmayā // Bca_6.111 //	saH eva-atas kzamA-hetuH pUjyaH sat-Darma-vat-mayA // Bca_6.111 //
   sattvakṣetraṃ jinakṣetram ityato muninoditam /	sattva-kzetram jina-kzetram iti-atas muninA-uditam /
   etānārādhya bahavaḥ saṃpatpāraṃ yato gatāḥ // Bca_6.112 //	etAn-ArADya bahavaH saMpad-pAram yatas gatAH // Bca_6.112 //
   sattvebhyaśca jinebhyaśca buddhadharmāgame same /	sattveByaH-ca jineByaH-ca budDa-Darma-Agame same /
   jineṣu gauravaṃ yadvan na sattveṣviti kaḥ kramaḥ // Bca_6.113 //	jinezu gOravam yadvat na sattvezu-iti kaH kramaH // Bca_6.113 //
   āśayasya ca māhātmyaṃ na svataḥ kiṃ tu kāryataḥ /	ASayasya ca mAhAtmyam na svatas kim tu kAryataH /
   samaṃ ca tena māhātmyaṃ sattvānāṃ tena te samāḥ // Bca_6.114 //	samam ca tena mAhAtmyam sattvAnAm tena te samAH // Bca_6.114 //
   maitryāśayaśca yatpūjyaḥ sattvamāhātmyameva tat /	mEtrI-ASayaH-ca yat-pUjyaH sattva-mAhAtmyam-eva tat /
   buddhaprasādādyatpuṇyaṃ buddhamāhātmyameva tat // Bca_6.115 //	budDa-prasAdAt-yat-puNyam budDa-mAhAtmyam-eva tat // Bca_6.115 //
   buddhadharmāgamāṃśena tasmātsattvā jinaiḥ samāḥ /	budDa-Darma-Agama-aMSena tasmAt-sattvAH jinEH samAH /
   na tu buddhaiḥ samāḥ kecid anantāṃśairguṇārṇavaiḥ // Bca_6.116 //	na tu budDEH samAH kecid ananta-aMSEH-guNa-arNavEH // Bca_6.116 //
   guṇasāraikarāśīnāṃ guṇo 'ṇurapi cetkvacit /	guNa-sAra-eka-rASInAm guNaH aNuH-api ced-kvacid /
   dṛśyate tasya pūjārthaṃ trailokyamapi na kṣamam // Bca_6.117 //	dRSyate tasya pUjA-arTam trElokyam-api na kzamam // Bca_6.117 //
   buddhadharmodayāṃśastu śreṣṭhaḥ sattveṣu vidyate /	budDa-Darma-udaya-aMSaH-tu SrezWaH sattvezu vidyate /
   etadaṃśānurūpyeṇa sattvapūjā kṛtā bhavet // Bca_6.118 //	etad-aMSa-AnurUpyeNa sattva-pUjA kRtA Bavet // Bca_6.118 //
   kiṃ ca niśchadmabandhūnām aprameyopakāriṇām /	kim ca niSCadma-banDUnAm aprameya-upakAriNAm /
   sattvārādhanamutsṛjya niṣkṛtiḥ kā parā bhavet // Bca_6.119 //	sattva-ArADanam-utsRjya nizkRtiH kA parA Bavet // Bca_6.119 //
   bhindanti dehaṃ praviśantyavīcīṃ yeṣāṃ kṛte tatra kṛte kṛtaṃ syāt /	Bindanti deham praviSanti-avIcIm yezAm kRte tatra kRte kRtam syAt /
   mahāpakāriṣvapi tena sarva-kalyāṇamevācaraṇīyameṣu // Bca_6.120 //	mahA-apakArizu-api tena sarva--kalyANam-eva-AcaraNI-yam-ezu // Bca_6.120 //
   svayaṃ mama svāmina eva tāvat tadarthamātmanyapi nirvyapekṣāḥ /	svayam mama svAminaH eva tAvat tad-arTam-Atmani-api nirvyapekzAH /
   ahaṃ kathaṃ svāmiṣu teṣu teṣu karomi mānaṃ na tu dāsabhāvam // Bca_6.121	aham kaTam svAmizu tezu tezu karomi mAnam na tu dAsa-BAvam // Bca_6.121
   yeṣāṃ sukhe yānti mudaṃ munīndrā yeṣāṃ vyathāyāṃ praviśanti manyum /	yezAm suKe yAnti mudam muni-indrAH yezAm vyaTAyAm praviSanti manyum /
   tattoṣaṇātsarvamunīndratuṣṭis tatrāpakāre 'pakṛtaṃ munīnām // Bca_6.122 //	tad-tozaNAt-sarva-muni-indra-tuzwiH tatra-apakAre apakRtam munInAm // Bca_6.122 //
   ādīptakāyasya yathā samantān na sarvakāmairapi saumanasyam /	AdIpta-kAyasya yaTA samantAt na sarva-kAmEH-api sOmanasyam /
