   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
   tūṣṇīm evāsveti taṃ ha sma vai vyāghrā upaghrāyaṃ tūṣṇīm evāpakrāmanti tau	tUzNIm eva asva iti tam ha sma vE vyAGrAH upaGrAyam tUzNIm eva apakrAmanti tO
   vai tatraiva śvo bhūte yajñāyudhair anvetyāgniṃ mathitvāgnaye surabhimate	vE tatra eva Svas BUte yajQa AyuDEH anvetya agnim maTitvA agnaye suraBimate
   'ṣṭākapālaṃ niravapatāṃ tato vā enaṃ na paryavṛñjan yam abhiśaṃseyus tam	azwAkapAlam niravapatAm tatas vE enam na paryavRQjan yam aBiSaMseyuH tam
   etayā yājayed durabhi vā etam āradyam abhiśaṃsanty eṣā vā agner bheṣajā	etayA yAjayet duraBi vE etam Aradyam aBiSaMsanti ezA vE agneH BezajA
   tanūr yat surabhir bheṣajam evāsmā akaḥ surabhim enam akaḥ śamayaty	tanUH yat suraBiH Bezajam eva asmE akaH suraBim enam akaH Samayati 
   evāgnaye pavamānāyāṣṭākapālaṃ nirvaped dadhikrāvṇā ekādaśakapālam agnaye	eva agnaye pavamAnAya azwAkapAlam nirvapet daDi krAvNAH ekAdaSa kapAlam agnaye
   vaiśvānarāya dvādaśakapālaṃ punar etya gṛheṣu pavamāna evainaṃ punāty	vESvAnarAya dvAdaSa kapAlam punar etya gRhezu pavamAnaH eva enam punAti 
   agnir niṣṭapaty apūto vā eṣa yam abhiśaṃsanti nainaṃ dadhikrāvā cana	agniH nizwapati apUtaH vE eza yam aBiSaMsanti na enam daDikrAvA cana
   pāvayāṃkriyād iti khalu vā āhus tad dadhikrāvaivainaṃ pāvayati saṃvatsaro	pAvayAMkriyAt iti Kalu vE AhuH tat daDikrAvA eva enam pAvayati saMvatsaraH 
   vā agnir vaiśvānaraḥ saṃvatsara evainaṃ svadayaty āgneyam aṣṭākapālaṃ	vE agniH vESvAnaraH saMvatsaraH eva enam svadayati Agneyam azwAkapAlam
   nirvaped agnīṣomīyam ekādaśakapālaṃ dyāvāpṛthivīyaṃ dvikapālaṃ yaḥ	nirvapet agnIzomIyam ekAdaSa kapAlam dyAvApRTivI iyam dvi kapAlam yaH
   saṃgrāmaṃ jigīṣen nṛjyāyaṃ vā jijyāsed ṛddhyā evāgneyo 'gnīṣomābhyāṃ vai	saMgrAmam jigIzet nRjyAyam vA jijyAset RdDyE eva AgneyaH agnIzomAByAm vE
   vīryeṇendro vṛtram ahan vṛtraṃ khalu vā eṣa hanti yaḥ saṃgrāmaṃ jayati	vIryeNa indraH vRtram ahan vRtram Kalu vE eza hanti yaH saMgrAmam jayati
   nṛjyāyaṃ vā jināti tad vārtraghnam evaitad indro vai vṛtrāya vajram	nRjyAyam vA jinAti tat vArtra Gnam eva etat indraH vE vRtrAya vajram
   udayachat taṃ dyāvāpṛthivī nānvamanyetāṃ tam etena bhāgadheyenānvamanyetāṃ	udayaCat tam dyAvApRTivI na anvamanyetAm tam etena BAgaDeyena anvamani etAm
   yad dyāvāpṛthivīyo vajrasyānumatyay atho anumatavajro 'sad iti sa yadā	yat dyAvApRTivIyaH vajrasya anumatyaI aTo anumata vajraH asat iti sa yadA
   saṃgrāmaṃ jayen nṛjyāyaṃ vā jinīyād athāgneyam aṣṭākapālaṃ nirvaped	saMgrAmam jayet nRjyAyam vA jinIyAt aTa Agneyam azwAkapAlam nirvapet 
   aindrāgnam ekādaśakapālaṃ dyāvāpṛthivīyaṃ dvikapālam ṛddhyā evāgneyo	EndrAgnam ekAdaSa kapAlam dyAvApRTivI iyam dvi kapAlam RdDyA eva AgneyaH 
   'gnīṣomābhyāṃ vai vīryeṇendro vṛtram ahan sa ojasā vīryeṇa vyārdhyata sa	agnIzomAByAm vE vIryeNa indraH vRtram ahan saH ojasA vIryeNa vyArDyata sa
   etam aindrāgnam apaśyat tenaujo vīryam ātmann adhattaujasā vā eṣa vīryeṇa	etam EndrAgnam apaSyat tena ojaH vIryam Atman aDatta ojasA vE eza vIryeNa
   vyṛdhyate yaḥ saṃgrāmaṃ jayati nṛjyāyaṃ vā jināty ojo vīryam indrāgnī	vyRDyate yaH saMgrAmam jayati nRjyAyam vA jinAti ojaH vIryam indra agnI
   ojasaivainaṃ vīryeṇa samardhayato 'tha yad dyāvāpṛthivīyo ye evāsmai	ojasA eva enam vIryeNa samarDayataH aTa yat dyAvApRTivIyaH ye eva asmE
   vajram anvamaṃsātāṃ tābhyām eṣa bhāgaḥ kriyate //MS_2,1.3//	vajram anvamaMsAtAm tAByAm eza BAgaH kriyate //n= _2,1.3//
   agnīṣomīyam ekādaśakapālaṃ nirvaped brāhmaṇaḥ kāmāyāgnīṣomīyo vai brāhmaṇo	agnIzomIyam ekAdaSa kapAlam nirvapet brAhmaNaH kAmAya agnIzomIyaH vE brAhmaNaH 
   devatayā svām eva devatāṃ kāmāya bhāgadheyenopāsarat tā asmai kāmaṃ	devatayA svAm eva devatAm kAmAya BAgaDeyena upAsarat tAH asmE kAmam
   samardhayato yatkāmo bhavaty agnīṣomīyam ekādaśakapālaṃ nirvaped brāhmaṇaṃ	samarDayataH yat kAmaH Bavati agnIzomIyam ekAdaSa kapAlam nirvapet brAhmaNam
   bhūtikāmaṃ yājayed devā vai satram āsata kurukṣetre 'gniḥ somā indras te	BUti kAmam yAjayet devAH vE satram Asata kurukzetre agniH somAH indraH te
   'bruvan yatamaṃ naḥ prathamaṃ yasa ṛchāt taṃ naḥ saheti teṣāṃ vai somaṃ	abruvan yatamam naH praTamam yasaH RCAt tam naH saha iti tezAm vE somam
   yaśa ārchat tam abhisamagachanta tasmāt somam abhisaṃgachante sa hi	yaSaH ArCat tam aBisamagaCanta tasmAt somam aBisaMgaCante sa hi
   yaśasvitamas tad vai somo nyakāmayata sa girim agachat tam agnir	yaSasvitamaH tat vE somaH nyakAmayata sa girim agaCat tam agniH 
   anvagachat tau girā agnīṣomau samabhavatāṃ tasmāt sadadi girā agnir dahati	anvagaCat tO girA agnIzomO samaBavatAm tasmAt sadadi girA agniH dahati
   girau somaḥ sa vā indraḥ śithira ivāmanyata so 'gnīṣomā anvagachat tā	girO somaH sa vE indraH SiTiraH iva amanyata saH agnIzomA anvagaCat tA
   abravīd yājayataṃ meti taṃ vā etayāgnīṣomā ayājayatāṃ tasmiṃs tejo 'gnir	abravIt yAjayatam mA iti tam vE etayA agnIzomAH ayAjayatAm tasmin tejaH agniH 
   adadhād indriyaṃ somas tatā indro 'bhavad yo bhūtikāmaḥ syāt tam etayā	adaDAt indriyam somaH tatA indraH aBavat yaH BUti kAmaH syAt tam etayA
   yājayet teja evāsminn agnir dadhātīndriyaṃ somo bhavaty evāgnīṣomīyam	yAjayet tejaH eva asmin agniH daDAti indriyam somaH Bavati eva agnIzomIyam
   ekādaśakapālaṃ nirvapeñ śyāmākaṃ vasantā brahmavarcasakāmo 'gnīṣomau vai	ekAdaSa kapAlam nirvapen SyAmAkam vasantAH brahmavarcasa kAmaH agnIzomO vE
   brahmavarcasasya pradātārau tā eva bhāgadheyenopāsarat tā asmai	brahmavarcasasya pradAtArO tAH eva BAgaDeyena upAsarat tAH asmE
   brahmavarcasaṃ prayachatas vasantā yajeta vasanto vai brāhmaṇasya ṛtuḥ sva	brahmavarcasam prayaCataH vasantAH yajeta vasantaH vE brAhmaNasya RtuH sva 
   evāsmā ṛtau brahmavarcasaṃ prayachato yat puroḍāśas tenāgneyo yañ śyāmākas	eva asmE RtO brahmavarcasam prayaCataH yat puroxASaH tena AgneyaH yan SyAmAka s
   tena saumyaḥ sarvam evāgnīṣomābhyāṃ havyaṃ saṃprādāt tā asmai sarvaṃ	tena sOmyaH sarvam eva agnIzomAByAm havyam saMprAdAt tAH asmE sarvam
   brahmavarcasaṃ prayachataḥ saumāgnī saṃyājye syātāṃ tejo vā agnir indriyaṃ	brahmavarcasam prayaCataH sOma agnI saMyAjye syAtAm tejaH vE agniH indriyam
   somas tejasā ca vāvāsmā etad indriyeṇa cobhayato brahmavarcasaṃ	somaH tejasA ca vAva asmE etat indriyeNa ca uBayatas brahmavarcasam
   parigṛhṇāti saumāpauṣṇaṃ caruṃ nirvapen nemapiṣṭaṃ paśukāmaḥ somo vai	parigRhNAti sOmApa OzNam carum nirvapet nema pizwam paSu kAmaH somaH vE
   retodhāḥ pūṣā paśūnāṃ prajanayitā soma evāsmai reto dadhāti pūṣā paśūn	retoDAH pUzA paSUnAm prajanayitA somaH eva asmE retaH daDAti pUzA paSUn
   prajanayati saumendraṃ caruṃ nirvapet purodhākāmaḥ saumyo vai brāhmaṇo	prajanayati sOma indram carum nirvapet puroDA kAmaH sOmyaH vE brAhmaNaH 
   devatayaindro rājanyo 'napadoṣyaṃ khalu vai somaḥ prayachati tam eva	devatayA EndraH rAjanyaH anapadozyam Kalu vE somaH prayaCati tam eva
   bhāgadheyenopāsarat so 'smā anapadoṣyaṃ rāṣṭraṃ prayachaty āgnivāruṇaṃ	BAgaDeyena upAsarat saH asmE anapadozyam rAzwram prayaCati AgnivAruNam
   caruṃ nirvapet samāntam abhidruhyāmayāvī vānṛtaṃ vā eṣa karoti yaḥ	carum nirvapet samA antam aBidruhya AmayAvI vA anRtam vE eza karoti yaH
   samāntam abhidruhyati devatā vā eṣa āradyo 'nṛtaṃ karoty agnir vai sarvā	samA antam aBidruhyati devatAH vE ezaH AradyaH anRtam karoti agniH vE sarvA
   devatā atra vai sāpi devatā yām ārat tata enaṃ muñcati yad vāruṇo varuṇād	devatAH atra vE sA api devatA yAm Arat tatas enam muQcati yat vAruNaH varuNAd
   evainaṃ tena muñcati tat kājavaṃ vā etat kriyate sarvasyāveṣṭiḥ sarvasya	eva enam tena muQcati tat kAjavam vE etat kriyate sarvasya AvezwiH sarvasya
   prāyaścittiḥ //MS_2,1.4//	prAyaScittiH //n= _2,1.4//
   saumāraudraṃ ghṛte caruṃ nirvapeñ śuklānāṃ vrīhīṇāṃ brahmavarcasakāmaḥ	sOmArOdram GRte carum nirvapen SuklAnAm vrIhINAm brahmavarcasa kAmaH
   svarbhānur vā āsuraḥ sūryaṃ tamasāvidhyat taṃ somārudrā abhiṣajyatāṃ tasya	svarBAnuH vA AsuraH sUryam tamasA aviDyat tam somArudrAH aBizajyatAm tasya
   vā etenaiva śamalam apāhatām etenāsmiṃs tejo 'dhattāṃ yo	vE etena eva Samalam apAhatAm etena asmin tejaH aDattAm yaH 
   brahmavarcasakāmaḥ syāt tam etayā yājayec chamalam evāsyāpahanti tejo	brahmavarcasa kAmaH syAt tam etayA yAjayet Samalam eva asya apahanti tejaH 
   'smin dadhātīyāṃś carur bhavaty etāvān vā ātmā yāvān evāsyātmā tāvad	asmin daDAtIyAn caruH Bavati etAvAn vA AtmA yAvAn eva asya AtmA tAvat 
   asmiṃs tejo dadhāti śuklā vrīhayo bhavanti śvetā gā ājyāya duhanti teja	asmin tejaH daDAti SuklAH vrIhayaH Bavanti SvetAH gAH AjyAya duhanti teja
   evaitat saṃbhriyate ghṛtaṃ prokṣaṇaṃ bhavati ghṛtena mārjayante ghṛte	eva etat saMBriyate GRtam prokzaNam Bavati GRtena mArjayante GRte
   bhavati bhūya evāsimṃs tejo dadhāti yasyā rātryāḥ prātar yakṣyamāṇaḥ syān	Bavati BUyas eva asimn tejaH daDAti yasyAH rAtryAH prAtar yakzyamANaH syAt 
   nāsya tāṃ rātrīm apo gṛhān prahareyur āpo vai śāntiḥ śamayeyur eva	na asya tAm rAtrIm apaH gRhAn prahareyuH ApaH vE SAntiH SamayeyuH eva
   pariśrite yājayanti tejasaḥ parigṛhītyai sākaṃ raśmibhiḥ pracaranti sākam	pariSrite yAjayanti tejasaH parigRhItyE sAkam raSmiBiH pracaranti sAkam
   evāsya rasmibhiḥ śamalam apaghnanti tiṣyāpūrṇamāse yājayet somo vai	eva asya rasmiBiH Samalam apaGnanti tizya ApUrNamAse yAjayet somaH vE
   candramā rudras tiṣyaḥ saṃpraty evainā upāsarat prācīnaṃ vai saumīr	candramAH rudraH tizyaH saMprati eva enA upAsarat prAcInam vE sOmIr
   oṣadhayaḥ pratīcīnaṃ raudrīr na hi prācīnaṃ śuṣyanti śuṣyanti pratīcīnaṃ	ozaDayaH pratIcInam rOdrIH na hi prAcInam Suzyanti Suzyanti pratIcInam
   manor ṛco bhavanti manur vai yat kiṃcāvadat tad bheṣajam evāvadat tad	manoH RcaH Bavanti manuH vE yat kiMca avadat tat Bezajam eva avadat tat 
   bheṣajatvāyaivaitāḥ śakvarīr bhavanti śaktyai nārāśaṃsīr bhavanti śāntyai	Bezaja tvAya eva etAH SakvarIH Bavanti SaktyE nArASaMsIH Bavanti SAntyE
   kilāsatvād vā etasya bhayam ati hy apahanti saumāpauṣṇaṃ caruṃ nirvapen	kilAsa tvAt vE etasya Bayam ati hi apahanti sOmApa OzNam carum nirvapen
   nemapiṣṭaṃ paśukāmaḥ saumyo vai brāhmaṇo devatayā paśavaḥ pūṣā svāṃ vā	nema pizwam paSu kAmaH sOmyaH vE brAhmaNaH devatayA paSavaH pUzA svAm vA
   etad devatāṃ paśubhir baṃhayate tvacam evākṛta //MS_2,1.5//	etat devatAm paSuBiH baMhayate tvacam eva akRtaH //n= _2,1.5//
   ati : FN emended. Ed.: ati	ati : F ema inded. Ed.: ati
   saumāraudraṃ caruṃ nirvapet kṛṣṇānāṃ vrīhīṇām abhicaran saumīr vā	sOmArOdram carum nirvapet kRzNAnAm vrIhINAm aBicaran sOmIH vA
   oṣadhayas tata enaṃ niryācya rudrāyāsya paśūn apidadhāti kṛṣṇā vrīhayo	ozaDayaH tatas enam niryAcya rudrAya asya paSUn apidaDAti kRzNA vrIhayo
   bhavanti tamo vai kṛṣṇaṃ mṛtyus tamo mṛtyunaivainaṃ grāhayati śaramayaṃ	Bavanti tamaH vE kRzNam mRtyuH tamaH mRtyunA eva enam grAhayati Sara mayam
   barhir bhavati vaibhīdaka idhmaḥ śṛṇād iti śaramayaṃ barhir bhavati	barhiH Bavati vEBIdakaH iDmaH SRNAt iti Sara mayam barhiH Bavati
   vibhattyai vaibhīdaka idhmaḥ saumāraudraṃ caruṃ nirvaped udaśvity	viBattyE vEBIdakaH iDmaH sOmArOdram carum nirvapet udaSviti 
   avicitānāṃ vrīhīṇāṃ yaḥ kāmayeta dvitīyam asya loke janeyam iti saumīr vā	avicitAnAm vrIhINAm yaH kAmayeta dvitIyam asya loke janeyam iti sOmIH vA
   imāḥ prajā dvitīyam evāsya loke janayati nemaṃ śaramayaṃ barhir bhavati	imAH prajAH dvitIyam eva asya loke janayati na imam Sara mayam barhiH Bavati
   nemam aśaramayaṃ nemo vaibhīdaka idhmo nemo 'vaibhīdako dvitīyam evāsya	na imam aSara mayam na imaH vEBIdakaH iDmaH na imaH avEBIdakaH dvitIyam eva asya
   loke janayati saumāraudrīm āmikṣāṃ nirvaped āmayāvinaṃ yājayed āgneyo vai	loke janayati sOmArOdrIm AmikzAm nirvapet AmayAvinam yAjayet AgneyaH vE
   pramītaḥ saumyo jīvann ubhayata evainaṃ niḥkrīṇāti payo vai puruṣaḥ paya	pramItaH sOmyaH jIvan uBayatas eva enam niHkrINAti payaH vE puruzaH paya
   etasyāmayati payasaivāsya payo niḥkrīṇāty apinaddhākṣo hotā syāt tam	etasya Amayati payasA eva asya payaH niHkrINAti apinadDa akzaH hotA syAt tam
   araṇyaṃ parāṇīya vikśāpayet tasmā anaḍvāhaṃ dadyāt taṃ ghnīta tasyāśnīyād	araNyam parANIya vikSApayet tasmE anaxvAham dadyAt tam GnIta tasya aSnIyAt 
   yat tasya nāśnīyāt pramīyeta //MS_2,1.6//	yat tasya na aSnIyAt pramIyeta //n= _2,1.6//
   āgnāvaiṣṇavam ekādaśakapālaṃ nirvaped abhicarann abhicaryamāṇo vā	AgnAvEzNavam ekAdaSa kapAlam nirvapet aBicaran aBicaryamANaH vA
   sarasvatīm apy ājyasya yajed agnir vai sarvā devatā devatābhir evāsya	sarasvatIm api Ajyasya yajet agniH vE sarvAH devatAH devatABiH eva asya
   devatāḥ praticarati viṣṇur yajño yajñena yajñaṃ vāk sarasvatī vācā vācaṃ	devatAH praticarati vizNuH yajQaH yajQena yajQam vAc sarasvatI vAcA vAcam
   tad abhicaryābhiprāyuktātho praticaryāty eva prāyuktāgnāvaiṣṇavaṃ ghṛte	tat aBicarya aBiprAyuktA aTo praticaryAti eva prAyukta agnA= EzNavam GRte
   caruṃ nirvapec cakṣuṣkāmo 'gnir vai manuṣyāṇāṃ cakṣuṣaḥ pradātā viṣṇur	carum nirvapet cakzuH kAmaH agniH vE manuzyANAm cakzuzaH pradAtA vizNuH 
   devānām etau vai cakṣuṣaḥ pradātārau tā eva bhāgadheyenopāsarat tā asmai	devAnAm etO vE cakzuzaH pradAtArO tAH eva BAgaDeyena upAsarat tAH asmE
   cakṣuḥ prayachato dhenvā vai ghṛtaṃ payo 'naḍuhas taṇḍulās tan mithunaṃ	cakzuH prayaCataH DenvAH vE GRtam payaH anaxuhaH taNxulAH tat miTunam
   mithunaṃ cakṣur mithunenaivāsmai mithunaṃ cakṣur janayataḥ payo vai ghṛtaṃ	miTunam cakzuH miTunena eva asmE miTunam cakzuH janayataH payaH vE GRtam
   payaś cakṣuḥ payasaivāsmai payaś cakṣur janayatas tejo vai ghṛtaṃ tejaś	payaH cakzuH payasA eva asmE payaH cakzuH janayataH tejaH vE GRtam tejaH 
   cakṣus tejasaivāsmai tejaś cakṣur janayato hiraṇyaṃ dadāty āyur vai	cakzuH tejasA eva asmE tejaH cakzuH janayataH hiraNyam dadAti AyuH vE
   hiraṇyam āyuś cakṣur āyuṣaivāsmā āyuś cakṣur dadhāti śatamānaṃ bhavati	hiraNyam AyuH cakzuH AyuzA eva asmE AyuH cakzuH daDAti SatamAnam Bavati
   śatāyur vai puruṣaḥ śatavīrya āyur eva vīryam āpnoty āgnāvaiṣṇavam	Sata AyuH vE puruzaH Sata vIryaH AyuH eva vIryam Apnoti AgnAvEzNavam
   ekādaśakapālaṃ nirvaped abhicaryamāṇo 'gnir vai sarvā devatā viṣṇur yajño	ekAdaSa kapAlam nirvapet aBicaryamANaH agniH vE sarvAH devatAH vizNuH yajQaH 
   devatāś caiva yajñaṃ cāstṛtyai madhyataḥ praviśaty āgnāvaiṣṇavam	devatAH ca eva yajQam ca AstRtyE maDyatas praviSati AgnAvEzNavam
   ekādaśakapālaṃ nirvapet saṃgrāme sarasvatīm apy ājyasya yajed agnir vai	ekAdaSa kapAlam nirvapet saMgrAme sarasvatIm api Ajyasya yajet agniH vE
   sarvā devatā devatābhir evāsya devatāḥ praṇudate viṣṇur yajño yajñena	sarvAH devatAH devatABiH eva asya devatAH praNudate vizNuH yajQaH yajQena
   yajñaṃ vāk sarasvatī vācā vācaṃ yadi manyeta prati purastāc carantīti dve	yajQam vAc sarasvatI vAcA vAcam yadi manyeta prati purastAt caranti iti dve
   puronuvākye kuryād ekāṃ yājyāṃ samam eva dvābhyāṃ kriyate 'ty ekayā	puronuvAkye kuryAt ekAm yAjyAm samam eva dvAByAm kriyate ati ekayA
   prayuṅkta āgnāvaiṣṇavaṃ prātar aṣṭākapālaṃ nirvapet sārasvataṃ caruṃ	prayuFkte AgnAvEzNavam prAtar azwAkapAlam nirvapet sArasvatam carum
   bārhaspatyaṃ carum āgnāvaiṣṇavam ekādaśakapālaṃ madhyaṃdine sārasvataṃ	bArhaspatyam carum AgnAvEzNavam ekAdaSa kapAlam maDyaMdine sArasvatam
   caruṃ bārhaspatyaṃ carum āgnāvaiṣṇavaṃ dvādaśakapālam aparāhṇe sārasvataṃ	carum bArhaspatyam carum AgnAvEzNavam dvAdaSa kapAlam aparAhNe sArasvatam
   caruṃ bārhaspatyaṃ caruṃ yasya bhrātṛvyaḥ somena yajetāgnir vai sarvā	carum bArhaspatyam carum yasya BrAtRvyaH somena yajeta agniH vE sarvA
   devatā devatābhir evāsya devatā āpnoti viṣṇur yajño yajñena yajñaṃ vāk	devatAH devatABiH eva asya devatAH Apnoti vizNuH yajQaH yajQena yajQam vAc 
   sarasvatī vācā vācaṃ brahma bṛhaspatir brahmaṇaivāsya brahmāpnoti kapālaiś	sarasvatI vAcA vAcam brahma bRhaspatiH brahmaNA eva asya brahma Apnoti kapAla EH 
   chandāṃsi puroḍāśaiḥ savanāni maitrāvaruṇam ekakapālaṃ nirvapet payasyāṃ	CandAMsi puroxASEH savanAni mEtrAvaruNam eka kapAlam nirvapet payasyAm
   vānūbandhyām evaitenāpnoti saiṣādhvarakalpeṣṭir yajñam evaitayāpnoti	vA anUbanDyAm eva etena Apnoti sa ezA aDvara kalpa izwiH yajQam eva etayA Apnoti
   //MS_2,1.7//	//n= _2,1.7//
   āgnimārutaṃ caruṃ nirvaped vṛṣṭikāmaḥ samānyā mṛdaś caruṃ ca kuryuḥ	Agni mArutam carum nirvapet vRzwi kAmaH samAnyA mRdaH carum ca kuryuH
   kumbhaṃ ca yasminn evāgnau caruṃ paceyus tasmin kumbhaṃ dhūpayeyur dhūmo	kumBam ca yasmin eva agnO carum paceyuH tasmin kumBam DUpayeyuH DUmaH 
   vā asyāmūṃ gachati nārcis tasmād etaṃ dhūpayanti na pacanti yadā havīṃśy	vE asya amUm gaCati na arciH tasmAt etam DUpayanti na pacanti yadA havIMSy
   āsādayeyur atha dakṣiṇāyāṃ śroṇyāṃ kumbham āsādyodakena pūrayeyur yadi	AsAdayeyuH aTa dakziNAyAm SroNyAm kumBam AsAdya udakena pUrayeyuH yadi
   purā saṃsthānād vīryetādya varṣiṣyatīti brūyād yadi saṃsthite śvo vraṣṭeti	purA saMsTAnAt vIryeta adya varzizyati iti brUyAt yadi saMsTite Svas vrazwa iti
   brūyād yadi ciram iva vīryeta nāddhā vidmeti brūyād agnir vā ito vṛṣṭim	brUyAt yadi ciram iva vIryeta na adDA vidma iti brUyAt agniH vE itas vRzwim
   īṭṭe maruto 'mutaś cyāvayanty ete vai vṛṣṭyāḥ pradātāras tān eva	Iwwe marutaH amutas cyAvayanti ete vE vRzwyAH pradAtAraH tAn eva
   bhāgadheyenopāsarat te 'smai vṛṣṭiṃ prayachanti mārutaṃ caruṃ nirvapet	BAgaDeyena upAsarat te asmE vRzwim prayaCanti mArutam carum nirvapet 
   payasi praiyaṅgavaṃ grāmakāmo vā paśukāmo vā pṛśnīnāṃ gavāṃ dugdhe	payasi prEyaFgavam grAma kAmaH vA paSu kAmaH vA pRSnInAm gavAm dugDe
   pṛśnīnāṃ gavām ājyaṃ syāt tatrāpi gomūtrasyāścotayeyuḥ pṛśnir vai yad	pRSnInAm gavAm Ajyam syAt tatra api go mUtrasyAH cotayeyuH pRSniH vE yat 
   aduhat sa priyaṅgur abhavad iyaṃ vai pṛśnir vāg vā tasyā vā etat payo yat	aduhat sa priyaFguH aBavat iyam vE pRSniH vAc vA tasyAH vE etat payaH yat 
   priyaṅgavaḥ svenaivaināṃ payasāchaiti priyavatī yājyānuvākye bhavataḥ	priyaFgavaH svena eva enAm payasA aCEti priyavatI yAjyA anuvAkye BavataH
   priyam enaṃ sajātānāṃ karoti dvipadā ca catuṣpadā ca bhavato dvipadaś	priyam enam sajAtAnAm karoti dvipadA ca catuzpadA ca BavataH dvipadaH 
   caivāsmai catuṣpadaś ca paśūn avarunddhe yathā vatsa ūdhar abhyāyachati	ca eva asmE catuzpadaH ca paSUn avarundDe yaTA vatsaH UDar aByAyaCati
   vatsaṃ vā gaur evam enaṃ sajātā abhyāyachanti mārutaṃ trayodaśakapālaṃ	vatsam vA gOH evam enam sajAtAH aByAyaCanti mArutam trayodaSa kapAlam
   nirvaped yasya yamau putrau gāvau vā jāyeyātāṃ nirvīratāṃ vai puruṣo yamo	nirvapet yasya yamO putrO gAvO vA jAyeyAtAm nirvIra tAm vE puruzaH yamaH 
   jāta āśāste 'paśutāṃ gaur yat trayodaśaṃ prajāpatir vai trayodaśaṃ	jAtaH ASAste apaSutAm gOH yat trayodaSam prajApatiH vE trayodaSam
   prajāpatim evāpnoti yad dvādaśaṃ saṃvatsarāt tena yad gāyatry anuvākyā	prajApatim eva Apnoti yat dvAdaSam saMvatsarAt tena yat gAyatrI anuvAkyA
   saṃvatsarāt tena yaj jagatī yājyā paśubhyas tena yan mārutīṣṭiḥ paśubhyas	saMvatsarAt tena yat jagatI yAjyA paSuByaH tena yat mAruti izwiH paSuByaH 
   tena mārutaṃ saptakapālaṃ nirvaped yatra viḍ rājānaṃ jijyāsed agastyasya	tena mArutam sapta kapAlam nirvapet yatra viz rAjAnam jijyAset agastyasya
   kayāśubhīyaṃ sāmidhenīś ca syur yājyānuvākyāś cāgastyo vai marudbhya	kayASuBIyam sAmiDenIH ca syuH yAjya anuvAkyAH ca agastyaH vE marudBya
   ukṣṇaḥ praukṣat tān indrāyālabhata te vajram ādāyābhyapataṃs tān vā	ukzNaH prOkzat tAn indrAya alaBata te vajram AdAya aByapatan tAn vA
   etenāśamayat tañ śamayaty evaitena saptakapālo bhavati sapta hi maruto viñ	etena aSamayat tan Samayati eva etena sapta kapAlaH Bavati sapta hi marutaH viQ
