   Kātyāyanasmṛtisāroddhāraḥ	KAtyAyana-smRti-sAra-udDAraH
   K.288b/ tasmāt^lekhyasya duṣṭasya vacobhiḥ sākṣiṇāṃ bhavet //	K.288b/ tasmAt-^leKyasya duzwasya vacoBiH sAkziNAm Bavet //
   K.289a/ nirṇayaḥ svadhana.arthaṃ hi patraṃ (dūṣayati svayam /(p.39)	K.289a/ nirNayaH sva-Dana-.arTam hi patram (dUzayati svayam /(p.39)
   K.289b/ likhitaṃ likhitena^eva sākṣimat.sākṣibhir (haret //	K.289b/ liKitam liKitena^eva sAkzi-mat.-sAkziBiH (haret //
   K.290a/ kūṭa.uktau sākṣiṇāṃ vākyāt^lekhakasya ca patrakam /	K.290a/ kUwa-.uktO sAkziNAm vAkyAt-^leKakasya ca patrakam /
   K.290b/ (nayet^śuddhiṃ na yaḥ kūṭaṃ sa dāpyo damam uttamam //	K.290b/ (nayet-^SudDim na yaH kUwam sa dApyaH damam uttamam //
   K.291a/ āḍhyasya nikaṭa.sthasya yat^śaktena na yācitam /	K.291a/ AXyasya nikawa-.-sTasya yat-^Saktena na yAcitam /
   K.291b/ śuddha.ṛṇa.śaṅkayā tat tu lekhyaṃ durbalatām (iyāt //	K.291b/ SudDa-.RNa.-SaFkayA tat tu leKyam durbala-tAm (iyAt //
   K.292a/ lekhyaṃ triṃśat.samā.atītam adṛṣṭa.aśrāvitaṃ ca yat /	K.292a/ leKyam triMSat.-samA.atItam adRzwa.a-SrAvitam ca yat /
   K.292b/ na tat siddhim (avāpnoti tiṣṭhatsu^api hi sākṣiṣu //	K.292b/ na tat sidDim (avApnoti tizWatsu^api hi sAkzizu //
   K.293a/ prayukte śānta.lābhe tu likhitaṃ yo na (darśayet /	K.293a/ prayukte SAnta.lABe tu liKitam yaH naH (darSayet /
   K.293b/ na^eva (yāceta ṛṇikaṃ na tat siddhim (avāpnuyāt //	K.293b/ na^eva (yAceta RNikam na tat sidDim (avApnuyAt //
   K.294a/ paścāt kāra.nibaddhaṃ yat tad yatnena (vicārayet /	K.294a/ paScAt kAra.-nibadDam yat tat yatnena (vicArayet /
   K.294b/ yadi (syād yukti.yuktaṃ tu pramāṇaṃ likhitaṃ tadā //	K.294b/ yadi (syAt yukti.yuktam tu pramANam liKitam tadA //
   K.295a/ anyathā dūrataḥ kāryaṃ punar eva (vinirṇayet /	K.295a/ anyaTA dUratas kAryam punar eva (vinirNayet /
   K.295b/ atathyaṃ tathya.bhāvena sthāpitaṃ jñāna.vibhramāt //	K.295b/ ataTyam taTya.-BAvena sTApitam jQAna.-viBramAt //
   K.295c/ nivartyaṃ tat.pramāṇaṃ (syād yatnena^api kṛtaṃ nṛpaiḥ //	K.295c/ nivartyam tat.pramANam (syAt yatnena^api kRtam nRpEH //
   K.296a/ mudrā.śuddhaṃ kriyā.śuddhaṃ bhukti.śuddhaṃ sacihnakam /	K.296a/ mudrA.-SudDam kriyA.-SudDam Bukti.-SudDam sa-cihnakam /
   K.296b/ rājñaḥ sva.hasta.saṃśuddhaṃ śuddhim (āyāti śāsanam //	K.296b/ rAjQaH sva.hasta.-saMSudDam SudDim (a-AyAti SAsanam //
   K.297a/ nirdoṣaṃ prathitaṃ yat tu lekhyaṃ tat siddhim (āpnuyāt //	K.297a/ nirdozam praTitam yat tu leKyam tat sidDim (ApnuyAt //
   K.298a/ dṛṣṭe patre sphuṭān doṣān na^uktau^ānṛṇiko yadi /	K.298a/ dRzwe patre sPuwAn dozAn na^uktO^AnRNikaH yadi /
   K.298b/ tato viṃśati.varṣāṇi sthitaṃ patraṃ sthiraṃ (bhavet //(p.40)	K.298b/ tatas viMSati.-varzANi sTitam patram sTiram (Bavet //(p.40)
   K.299a/ śaktasya saṃnidhāu^arthe yena lekhyena (bhujyate /	K.299a/ Saktasya saMniDAu^arTe yena leKyena (Bujyate /
   K.299b/ varṣāṇi viṃśatiṃ yāvat tat patraṃ doṣa.varjitam //	K.299b/ varzANi viMSatim yAvat tat patram doza-.varjitam //
   K.300a/ atha viṃśati.varṣāṇi ādhir bhuktaḥ suniścitam /	K.300a/ aTa viMSati.-varzANi ADiH BuktaH su-niScitam /
   K.300b/ tena lekhyena tat siddhir lekhya.doṣa.vivarjitā //	K.300b/ tena leKyena tat sidDiH leKya.doza.-vivarjitAH //
   K.301a/ sīmā.vivāde nirṇīte sīmā.patraṃ (vidhīyate /	K.301a/ sImA.-vivAde nirNIte sImA.-patram (viDIyate /
   K.301b/ tasya doṣāḥ pravaktavyā yāvad varṣāṇi viṃśatiḥ //	K.301b/ tasya dozAH pravaktavyA yAvat varzANi viMSatiH //
   K.302a/ ādhāna.sahitaṃ yatra ṛṇaṃ lekhye niveśitam /	K.302a/ ADAna.-sahitam yatra RNam leKye niveSitam /
   K.302b/ mṛta.sākṣi pramāṇaṃ tu svalpa.bhogeṣu tad.viduḥ //	K.302b/ mRta.sAkzi pramANam tu svalpa.-Bogezu tat-.viduH //
   K.303a/ prāptaṃ vā^anena cet kiñcid dānaṃ ca^api^anirūpitam /	K.303a/ prAptam vA^anena ced kiQcid dAnam ca^api^anirUpitam /
   K.303b/ vinā^api mudrayā lekhyaṃ pramāṇaṃ mṛta.sākṣikam //	K.303b/ vinA^api mudrayA leKyam pramANam mRta.-sAkzikam //
   K.304a/ yadi labdhaṃ (bhavet kiñcit prajñaptir vā kṛtā (bhavet /	K.304a/ yadi labDam (Bavet kiQcid prajQaptiH vA kRtA (Bavet /
   K.304b/ pramāṇam eva likhitaṃ mṛtā yadi^api sākṣiṇaḥ //	K.304b/ pramANam eva liKitam mRtAH yadi^api sAkziNaH //
   K.305a/ darśitaṃ pratikālaṃ yad grāhitaṃ smāritaṃ tathā /(p.41)	K.305a/ darSitam pratikAlam yat grAhitam smAritam taTA /(p.41)
   K.305b/ lekhyaṃ (sidhyati sarvatra mṛteṣu^api ca sākṣiṣu //	K.305b/ leKyam (siDyati sarvatra mRtezu^api ca sAkzizu //
   K.306a/ na divyaiḥ sākṣibhir vā^api (hīyate likhitaṃ kvacit /	K.306a/ na divyEH sAkziBiH vE-^api (hIyate liKitam kvacid /
   K.306b/ lekhya.dharmaḥ sadā śreṣṭho hi^ato na^anyena (hīyate //	K.306b/ leKya.DarmaH sadA SrezWaH hi^atas na^anyena (hIyate //
   K.307a/ tad.yukta.pratilekhyena tad.viśiṣṭena vā sadā /	K.307a/ tad-.yukta.-pratileKyena tad-.viSizwena vA sadA /
   K.307b/ lekhya.kriyā (nirasyeta (nirasya^anyena na kvacit //	K.307b/ leKya.-kriyA (nirasyeta (nirasya^anyena na kvacid //
   K.308a/ darpaṇa.sthaṃ yathā bimbam asat.sad iva (dṛśyate /	K.308a/ darpaNa.-sTam yaTA bimbam asat.-sat iva (dRSyate /
   K.308b/ tathā lekhyasya bimbāni (kurvanti kuśalā janāḥ //	K.308b/ taTA leKyasya bimbAni (kurvanti kuSalAH janAH //
   K.309a/ dravyaṃ (gṛhītvā yat^lekhyaṃ parasmai (saṃpradīyate /	K.309a/ dravyam (gRhItvA yat-^leKyam parasmE (saMpradIyate /
   K.309b/ channam anyena ca^ārūḍhaṃ saṃyataṃ ca^anya.veśmani //	K.309b/ Cannam anyena ca^ArUXam saMyatam ca^anya.veSmani //
   K.310a/ datte vṛtte^atha vā dravye kvacil^likhita.pūrvake /	K.310a/ datte vRtte^aTa vA dravye kvacid-^liKita.-pUrvake /
   K.310b/ eṣa eva vidhir jñeyo lekhya.śuddhi.vinirṇaye //	K.310b/ ezaH eva viDiH jQeyaH leKya.-SudDi.-vinirNaye //
   K.311a/ sthāvare vikraya.ādhāne lekhyaṃ kūṭaṃ karoti yaḥ /	K.311a/ sTAvare vikraya-.ADAne leKyam kUwam karoti yaH /
   K.311b/ sa samyag.bhāvitaḥ kāryo jihvvā.pāṇi.aṅghri.varjitaḥ //	K.311b/ sa samyak-.BAvitaH kAryaH jihvvA.-pANi.aFGri.varjitaH //
   K.312a/ malair yad bheditaṃ dagdhaṃ chidritaṃ vītam eva vā /	K.312a/ malEH yat Beditam dagDam Cidritam vItam eva vA /
   K.312b/ tad anyat (kārayel lekhyaṃ svedena^ullikhitaṃ tathā //	K.312b/ tat anyat (kArayet leKyam svedena^ulliKitam taTA //
   [bhuktiḥ]	[BuktiH]
   K.313a/ likhitaṃ sākṣiṇo bhuktiḥ pramāṇa.trayam (iṣyate /	K.313a/ liKitam sAkziNaH BuktiH pramANa.-trayam (izyate /
   K.313b/ pramāṇeṣu smṛtā bhukteḥ sal lekha.samatā nṛṇām //	K.313b/ pramANezu smRtA BukteH sat leKa.-sama-tA nRNAm //
   K.314a/ rathyā.nirgamana.dvāra.jala.vāha.ādi.saṃśaye /	K.314a/ raTyA.-nirgamana.-dvAra.-jala-.vAha-.Adi.saMSaye /
   K.314b/ bhuktir eva tu gurvī (syāt pramāṇeṣu^iti niścayaḥ //	K.314b/ BuktiH eva tu gurvI (syAt pramANezu^iti niScayaH //
   K.315a/ anumānād guruḥ sakṣī sākṣibhyo likhitaṃ guru /	K.315a/ anumAnAt guruH sakzI sAkziByaH liKitam guru /
   K.315b/ avyāhatā tri.puruṣī bhuktir ebhyo garīyasī //	K.315b/ avyAhatA tri.puruzI BuktiH eByaH garIyasI //
   K.316a/ na^upabhoge balaṃ kāryam āhartrā tat.sutena vā /	K.316a/ na^upaBoge balam kAryam AhartrA tat.sutena vA /
   K.316b/ paśu.strī.puruṣādīnām iti dharmo vyavasthitaḥ //	K.316b/ paSu.-strI.-puruza-AdInAm iti DarmaH vyavasTitaH //
   K.317a/ bhuktis tu dvividhā proktā sāgama.anāgamā tathā /	K.317a/ BuktiH tu dviviDA proktA sa-Agama.anAgamA taTA /
   K.317b/ tri.puruṣī yā svatantrā sā ced alpā tu sāgamā //	K.317b/ tri.puruzI yA svatantrA sA ced alpA tu sa-AgamA //
   K.318a/ mukhyā paitāmahī bhuktiḥ paitṛkī ca^api saṃmatā /	K.318a/ muKyA pEtAmahI BuktiH pEtRkI ca^api saMmatAH /
   K.318b/ tribhir etair avicchinnā sthirā ṣaṣṭi.ābdikī matā //	K.318b/ triBiH etEH avicCinnA sTirA zazwi-.AbdikI matAH //
   K.319a/ sāgamena tu bhuktena samyag.bhuktaṃ yadā tu yat /	K.319a/ sa-Agamena tu Buktena samyak-.Buktam yadA tu yat /
   K.319b/ āhartā (labhate tat tu na^apahāryaṃ tu tat kvacit //	K.319b/ AhartA (laBate tat tu na^apahAryam tu tat kvacid //
   K.320a/ pranaṣṭa.āgama.lekhyena bhoga.ārūḍhena vādinā /	K.320a/ pranazwa-.Agama.-leKyena Boga.ArUXena vAdinA /
   K.320b/ kālaḥ pramāṇaṃ dānaṃ ca kīrtanīyāni saṃsadi //	K.320b/ kAlaH pramANam dAnam ca kIrtanIyAni saMsadi //
   K.321a/ smārta.kāle kriyā bhūmeḥ sāgamā bhuktir (iṣyate /	K.321a/ smArta.-kAle kriyA BUmeH sa-AgamA BuktiH (izyate /
   K.321b/ asmārte^anugama.abhāvāt kramāt tri.puruṣa.āgatā //	K.321b/ asmArte^anugama.aBAvAt kramAt tri.puruza-.AgatA //
   K.322a/ ādau tu kāraṇaṃ madhye bhuktis tu sāgamā /(p.43)	K.322a/ AdO tu kAraNam maDye BuktiH tu sa-AgamA /(p.43)
   K.322b/ kāraṇaṃ bhuktir eva^ekā saṃtatā yā tripauruṣī //	K.322b/ kAraNam BuktiH eva^ekA saMtatA yA tri-pOruzI //
   K.323a/ āhartā bhukti.yukto^api lekhya.doṣān (viśodhayet /	K.323a/ AhartA Bukti.yuktaH-^api leKya.-dozAn (viSoDayet /
   K.323b/ tat.suto bhukti.doṣāṃs tu lekhya.doṣāṃs tu na^(āpnuyāt //	K.323b/ tat.sutaH Bukti.dozAn tu leKya.dozAn tu na^(ApnuyAt //
   K.324a/ yena^upāttaṃ hi yad dravyaṃ so^abhiyuktas tad (uddharet /	K.324a/ yena^upAttam hi yat dravyam saH-^aBiyuktaH tat (udDaret /
   K.324b/ cira.kāla.upabhoge^api bhuktis tasya^eva na^(iṣyate //	K.324b/ cira.-kAla-.upaBoge^api BuktiH tasya^eva na^(izyate //
   K.325b/ cirantanam avijñātaṃ bhogaṃ lobhān na (cālayet //	K.325b/ cirantanam avijQAtam Bogam loBAt na (cAlayet //
   K.326a/ pitrā bhuktaṃ tu yad dravyaṃ bhukti.ācāreṇa dharmataḥ /	K.326a/ pitrA Buktam tu yat dravyam Bukti.AcAreNa DarmataH /
   K.326b/ tasmin prete na vācyo^asau bhuktyā prāptaṃ hi tasya tat //	K.326b/ tasmin prete na vAcyaH-^asO BuktyA prAptam hi tasya tat //
   K.327a/ tribhir eva tu yā bhuktā puruṣair bhū yathā.vidhi /	K.327a/ triBiH eva tu yA BuktA puruzEH BU yaTA.viDi /
   K.327b/ lekhya.abhāve^api tāṃ tatra caturthaḥ (samavāpnuyāt //	K.327b/ leKya-.aBAve^api tAm tatra caturTaH (samavApnuyAt //
   K.328a/ yathā kṣīraṃ (janayati dadhi kālād rasa.anvitam /	K.328a/ yaTA kzIram (janayati daDi kAlAt rasa-.anvitam /
   K.328b/ dāna.hetus tathā kālād bhogas tri.puruṣa.āgataḥ //	K.328b/ dAna.-hetuH taTA kAlAt BogaH tri.puruza.AgataH //
   K.329a/ bhuktir balavatī śāstre santatā yā cirantanī /	K.329a/ BuktiH balavatI SAstre santatA yA cirantanI /
   K.329b/ vicchinnā^api sā jñeyā yā tu pūrva.prasādhitā //	K.329b/ vicCinnA^api sA jQeyA yA tu pUrva.-prasADitAH //
   K.330a/ na bhogaṃ (kalpayet strīṣu deva.rāja.dhaneṣu ca /	K.330a/ na Bogam (kalpayet strIzu deva.rAja.-Danezu ca /
   K.330b/ bāla.śrotriyavit te ca mātṛtaḥ pitṛtaḥ kramāt //	K.330b/ bAla.-Srotriya-vid te ca mAtRtaH pitRtaH kramAt //
   K.331a/ brahmacarī (caret kaścid avrataṃ ṣaṭtriṃśad.ābdikam /(p.44)	K.331a/ brahmacarI (caret kaScid avratam zawtriMSat-.Abdikam /(p.44)
   K.331b/ artha.arthī ca^anya.viṣaye dīrgha.kālaṃ (vasen naraḥ //	K.331b/ arTa.arTI ca^anya.-vizaye dIrGa.kAlam (vaset naraH //
   K.332a/ samāvṛtto^avratī (kuryāt svadhana.anveṣaṇaṃ tataḥ /	K.332a/ samAvRttaH-^avratI (kuryAt sva-Dana-.anvezaNam tatas /
   K.332b/ pañcāśad.ābdiko bhogas tad dhanasya^apahārakaḥ //	K.332b/ paQcASat-.AbdikaH BogaH tat Danasya^apahArakaH //
   K.333a/ pravivedaṃ dvādaśa.ābdaḥ kālo vidyā.arthināṃ smṛtaḥ /	K.333a/ pravivedam dvAdaSa-.a-abdaH kAlaH vidyA.arTinAm smRtaH /
   K.333b/ śilpa.vidyā.arthināṃ ca^eva grahaṇa.antaḥ prakīrtitaḥ //	K.333b/ Silpa.vidyA.arTinAm ca^eva grahaNa.antaH prakIrtitaH //
   K.334a/ suhṛdbhir bandhubhiś ca^eṣāṃ yat svaṃ bhuktam (apaśyatām /	K.334a/ suhRdBiH banDuBiH ca^ezAm yat svam Buktam (apaSyatAm /
   K.334b/ nṛpa.apara.adhināṃ ca^eva na tat kālena (hīyate //	K.334b/ nRpa.a-para-.aDinAm ca^eva na tat kAlena (hIyate //
   K.335a/ sanābhibhir bāndhavaiś ca yad bhuktaṃ sva.janais tathā /	K.335a/ sanABiBiH bAnDavEH ca yat Buktam su-a.janEH taTA /
   K.335b/ bhogāt tatra na siddhiḥ (syād bhogam anyatra (kalpayet //	K.335b/ BogAt tatra na sidDiH (syAt Bogam anyatra (kalpayet //
   [yuktiḥ]	[yuktiH]
   K.336a/ arthinā^abhyarthito yas tu vighātaṃ na (prayojayet /	K.336a/ arTinA^aByarTitaH yaH tu viGAtam na (prayojayet /
   K.336b/ tricatuḥpañca.kṛtvo vā paras tad ṛṇī (bhavet //	K.336b/ tri-catur-paQca.kRtvas vA paraH tat RNI (Bavet //
   K.337a/ dānaṃ prajñāpanā bhedaḥ saṃpralobha.kriyā ca yā /	K.337a/ dAnam prajQApanA BedaH saMpraloBa.-kriyA ca yA /
   K.337b/ citta.apanayanaṃ ca^eva hetavo hi vibhāvakāḥ //	K.337b/ citta-.apa-nayanam ca^eva hetavaH hi viBAvakAH //
   K.338a/ eṣām anyatamo yatra vādinā bhāvito (bhavet /	K.338a/ ezAm anyatamaH yatra vAdinA BAvitaH (Bavet /
   K.338b/ mūla.kriyā tu tatra (syād bhāvite vādi.nihnave //	K.338b/ mUla.kriyA tu tatra (syAt BAvite vAdi.nihnave //
   [sākṣiṇaḥ]	[sAkziNaH]
   K.339a/ na kāla.haraṇaṃ kāryaṃ rājñā sākṣi.prabhāṣaṇe /	K.339a/ na kAla.haraNam kAryam rAjQA sAkzi.-praBAzaNe /
   K.339b/ mahān doṣo bhavet kālād dharma.vyāvṛtti.lakṣaṇaḥ //	K.339b/ mahAn dozaH Bavet kAlAt Darma.-vyAvRtti.lakzaNaH //
   K.340a/ upasthitān parīkṣeta sākṣiṇo nṛpatiḥ svayam /(p.45)	K.340a/ upasTitAn parIkzeta sAkziNaH nRpatiH svayam /(p.45)
   K.340b/ sākṣibhir bhāṣitaṃ vākyaṃ sabhyaiḥ saha (parīkṣayet //	K.340b/ sAkziBiH BAzitam vAkyam saByEH saha (parIkzayet //
   K.341a/ samyak.kriyā.parijñāne deyaḥ kālas tu sākṣiṇām /	K.341a/ samyak.kriyA.-parijQAne deyaH kAlaH tu sAkziNAm /
   K.341b/ saṃdigdhaṃ yatra sākṣyaṃ (syāt sadyaḥ spaṣṭaṃ (vivādayet //	K.341b/ saMdigDam yatra sAkzyam (syAt sadyas spazwam (vivAdayet //
   K.342a/ sabhāntaḥ sākṣiṇaḥ sarvān arthi.pratyarthi.saṃnidhau /	K.342a/ saBA-antar sAkziNaH sarvAn arTi.-pratyarTi.-saMniDO /
   K.342b/ prāṅ.vivāko (niyuñjīta vidhinā^anena sāntvayan //	K.342b/ prAF.vivAkaH (niyuQjIta viDinA^anena sAntvayan //
   K.343a/ yad dvayor anayor vettha kārye^asmiṃś ceṣṭitaṃ mithaḥ /	K.343a/ yat dvayoH anayoH vetTa kArye^asmin cezwitam miTas /
   K.343b/ tad brūta sarvaṃ satyena yuṣmākaṃ hi^atra sākṣitā //	K.343b/ tat brUta sarvam satyena yuzmAkam hi^atra sAkzitAH //
   K.344a/ deva.brāhmana.sānnidhye sākṣyaṃ (pṛcched ṛtaṃ dvijān /	K.344a/ deva.brAhmana.-sAnniDye sAkzyam (pRcCet Rtam dvijAn /
   K.344b/ udaṅ.mukhān prāṅ.mukhān vā pūrva.āhṇe vai śuciḥ śucīn //	K.344b/ udaF.-muKAn prAF.-muKAn vA pUrva-.AhNe vE SuciH SucIn //
   K.345a/ āhūya sākṣiṇaḥ (pṛcchen niyamya śapathair bhṛśam /	K.345a/ AhUya sAkziNaH (pRcCet niyamya SapaTEH BRSam /
   K.345b/ samastān vidita.ācārān vijñāta.arthān pṛthak.pṛthak //	K.345b/ samastAn vidita-.AcArAn vijQAta-.arTAn pRTak.-pRTak //
   K.346a/ arthi.pratyarthi.sāṃnidhyād anubhūtaṃ tu yad (bhavet /	K.346a/ arTi.-pratyarTi.-sAMniDyAt anuBUtam tu yat (Bavet /
   K.346b/ tad grāhyaṃ sākṣiṇo vākyam anyathā na bṛhaspatiḥ //	K.346b/ tat grAhyam sAkziNaH vAkyam anyaTA na bRhaspatiH //
   K.347a/ prakhyāta.kula.śīlāś ca lobha.moha.vivarjitāḥ /	K.347a/ praKyAta.-kula.-SIlAH ca loBa.-moha.-vivarjitAH /
   K.347b/ āptāḥ śuddhā viśiṣṭā ye teṣāṃ sākṣyam asaṃśayam //	K.347b/ AptAH SudDAH viSizwAH ye tezAm sAkzyam asaMSayam //
   K.348a/ vibhāvyo vādinā yādṛk sadṛśair eva (bhāvayet /	K.348a/ viBAvyaH vAdinA yAdRS sadRSEH eva (BAvayet /
   K.348b/ na^utkṛṣṭaś ca^avakṛṣṭas tu sākṣibhir (bhāvayet sadā //	K.348b/ na^utkRzwaH ca^avakRzwaH tu sAkziBiH (BAvayet sadA //
   K.349a/ liṅginaḥ śreṇi.pūgāś ca vaṇig.vrātās tathā^apare /	K.349a/ liFginaH SreNi.-pUgAH ca vaNij-.vrAtAH taTA^apare /
   K.349b/ samūha.sthāś ca ye ca^anye vargās tān (abravīd bhṛguḥ //	K.349b/ samUha.-sTAH ca ye ca^anye vargAH tAn (abravIt BRguH //
   K.350a/ dāsa.cāraṇa.mallānāṃ hasty.aśva.āyudha.jīvinām /	K.350a/ dAsa.cAraNa.mallAnAm hasti-.aSva.AyuDa.-jIvinAm /
   K.350b/ pratyekaikaṃ samūhānāṃ nāyakā vargiṇas tathā /	K.350b/ pratyeka-ekam samUhAnAm nAyakAH vargiNaH taTA /
   K.350c/ teṣāṃ vādaḥ sva.vargeṣu vargiṇas teṣu sākṣiṇaḥ //	K.350c/ tezAm vAdaH sva-.vargezu vargiNaH tezu sAkziNaH //
   K.351a/ strīṇāṃ sākṣyaṃ striyaḥ (kuryur dvijānāṃ sadṛśā dvijāḥ /	K.351a/ strINAm sAkzyam striyaH (kuryuH dvijAnAm sadRSAH dvijAH /
   K.351b/ śūdrāś ca santaḥ śūdrāṇām antyānām antya.yonayaḥ //	K.351b/ SUdrAH ca santaH SUdrANAm antyAnAm antya.-yonayaH //
   K.352a/ aśakya āgamo yatra videśa.prativāsinām /	K.352a/ aSakyaH AgamaH yatra videSa.-prativAsinAm /
   K.352b/ traividya.prahitaṃ tatra lekhya.sākṣyaṃ (pravādayet //	K.352b/ trEvidya.-prahitam tatra leKya.-sAkzyam (pravAdayet //
   K.353a/ abhyantaras tu nikṣepe sākṣyam eko^api (vācyate /	K.353a/ aByantaraH tu nikzepe sAkzyam ekaH-^api (vAcyate /
   K.353b/ arthinā prahitaḥ sākṣī (bhavaty eko^api dūtakaḥ //	K.353b/ arTinA prahitaH sAkzI (Bavati ekaH-^api dUtakaH //
   K.354a/ saṃskṛtaṃ yena yat paṇyaṃ tat tena^eva (vibhāvayet /	K.354a/ saMskRtam yena yat paNyam tat tena^eva (viBAvayet /
   K.354b/ eka eva pramāṇaṃ sa vivāde tatra kīrtitaḥ //	K.354b/ ekaH eva pramANam sa vivAde tatra kIrtitaH //
   K.355a/ lekhakaḥ prāṅ.vivākaś ca sabhyāś ca^eva^anupūrvaśaḥ /	K.355a/ leKakaH prAF.vivAkaH ca saByAH ca^eva^anupUrvaSas /
   K.355b/ nṛpe (paśyati yat kāryaṃ sākṣiṇaḥ samudāhṛtāḥ //	K.355b/ nRpe (paSyati yat kAryam sAkziNaH samudAhRtAH //
   K.356a/ anye punar anirdiṣṭāḥ sākṣiṇaḥ samudāhṛtāḥ /	K.356a/ anye punar anirdizwAH sAkziNaH samudAhRtAH /
   K.356b/ grāmaś ca prāṅ.vivākaś ca rājā ca vyavahāriṇām //	K.356b/ grAmaH ca prAF.vivAkaH ca rAjA ca vyavahAriNAm //
   K.357a/ kāryeṣv abhyantaro yaś ca^arthinā prahitaś ca yaḥ /	K.357a/ kAryezu aByantaraH yaH ca^arTinA prahitaH ca yaH /
   K.357b/ kulyāḥ kula.vivādeṣu (bhaveyus te^api sākṣiṇaḥ //	K.357b/ kulyAH kula.-vivAdezu (BaveyuH te^api sAkziNaH //
   K.358a/ riktha.bhāga.vivāde tu saṃdehe samupasthite /	K.358a/ rikTa.-BAga.-vivAde tu saMdehe samupasTite /
   K.358b/ kulyānāṃ vacanaṃ tatra pramāṇaṃ tad.viparyaye //	K.358b/ kulyAnAm vacanam tatra pramANam tad-.viparyaye //
   K.359a/ sākṣiṇāṃ likhitānāṃ tu nirdiṣṭānāṃ ca vādinā /	K.359a/ sAkziNAm liKitAnAm tu nirdizwAnAm ca vAdinA /
   K.359b/ teṣām eko^anyathā.vādī bheedāt sarve na sākṣiṇaḥ //	K.359b/ tezAm ekaH-^anyaTA-a.vAdI BeedAt sarve na sAkziNaH //
   K.360a/ anyena hi kṛtaḥ sākṣī na^eva^anyastaṃ (vivādayet /	K.360a/ anyena hi kRtaH sAkzI naH-^eva^anyaH-tam (vivAdayet /
   K.360b/ tad.abhāve niyukto vā bāndhavo vā (vivādayet //	K.360b/ tad-.aBAve niyuktaH vA bAnDavaH vA (vivAdayet //
   K.361a/ tad.vṛtti.jīvino ye ca tat.sevāhita.kāriṇaḥ /	K.361a/ tad-.vRtti.jIvinaH ye ca tat.-sevA-hita.-kAriNaH /
   K.361b/ tad.bandhu.suhṛdo bhṛtyā āptās te tu na sākṣiṇaḥ //	K.361b/ tad-.banDu.-suhRdaH BRtyAH AptAH te tu na sAkziNaH //
   K.362a/ mātṛṣvasṛ.sutāś ca^eva sodaryā.suta.mātulāḥ /	K.362a/ mAtRzvasR.-sutAH ca^eva sodaryA.-suta.mAtulAH /
   K.362b/ ete sanābhayas tu^uktāḥ sākṣyaṃ teṣu na (yojayet //	K.362b/ ete sanABayaH tu^uktAH sAkzyam tezu na (yojayet //
   K.363a/ kulyāḥ saṃbandhinaś ca^eva vivāhyo bhaginī.patiḥ /	K.363a/ kulyAH saMbanDinaH ca^eva vivAhyaH BaginI.-patiH /
   K.363b/ pitā bandhuḥ pitṛvyaś ca śvaśuro guravas tathā //	K.363b/ pitA banDuH pitRvyaH ca SvaSuraH guravaH taTA //
   K.364a/ nagara.grāma.deśeṣu niyuktā ye padeṣu ca /	K.364a/ nagara.-grAma.-deSezu niyuktAH ye padezu ca /
   K.364b/ vallabhāś ca na (pṛccheyur bhaktās te rāja.pūruṣāḥ //	K.364b/ vallaBAH ca na (pRcCeyuH BaktAH te rAja.-pUruzAH //
   K.365a/ ṛṇa.ādiṣu (parīkṣeta sākṣiṇaḥ sthira.karmasu /	K.365a/ RNa.Adizu (parIkzeta sAkziNaH sTira.karmasu /
   K.365b/ sāhasa.atyayike ca^eva parīkṣā kutracit smṛtā //	K.365b/ sAhasa.atyayike ca^eva parIkzA kutracid smRtAH //
   K.366a/ vyāghāteṣu nṛpa.ājñāyāḥ saṃgrahe sāhaseṣu ca /	K.366a/ vyAGAtezu nRpa.AjQAyAH saMgrahe sAhasezu ca /
   K.366b/ steya.pāruṣyayoś ca^eva na (parīkṣeta sākṣiṇaḥ //	K.366b/ steya.-pAruzyayoH ca^eva na (parIkzeta sAkziNaH //
   K.367a/ antarveśmani rātrau ca bahirgrāmāc ca yad (bhavet /	K.367a/ antarveSmani rAtrO ca bahis-grAmAt ca yat (Bavet /
   K.367b/ eteṣv eva^abhiyogaś cen na (parīkṣeta sākṣiṇaḥ //	K.367b/ etezu eva^aBiyogaH ced na (parIkzeta sAkziNaH //
   K.368a/ na sākṣyaṃ sākṣibhir vācyam apṛṣṭair arthinā sadā /	K.368a/ na sAkzyam sAkziBiH vAcyam apRzwEH arTinA sadA /
   K.368b/ na sākṣyaṃ teṣu (vidyeta svayam ātmani (yojayet //	K.368b/ na sAkzyam tezu (vidyeta svayam Atmani (yojayet //
   K.369a/ lekhya.ārūḍhaś ca^uttaraś ca sākṣī mārga.dvaya.anvitaḥ //	K.369a/ leKya-.ArUXaH ca^uttaraH ca sAkzI mArga.-dvaya-.anvitaH //
   K.370a/ atha svahastena^ārūḍhas tiṣṭhaṃś ca^ekaḥ sa eva tu /	K.370a/ aTa sva-hastena^ArUXaH tizWan ca^ekaH saH eva tu /
   K.370b/ na cet (pratyabhijānīyāt tat.svahastaiḥ (prasādhayet //	K.370b/ na ced (pratyaBijAnIyAt tat.sva-hastEH (prasADayet //
   K.371a/ arthinā svayam ānīto yo lekhye (saṃniveśyate /	K.371a/ arTinA svayam AnItaH yaH leKye (saMniveSyate /
