   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.07.045/1 tapyante lokatāpena sādhavaḥ prāyaśo janāḥ	Bhu-_08.07.045/1 tapyante loka-tApena sADavaH prAyaSas janAH
   BhP_08.07.045/3 paramārādhanaṃ taddhi puruṣasyākhilātmanaḥ	Bhu-_08.07.045/3 parama-ArADanam tat-hi puruzasya-aKila-AtmanaH
   BhP_08.07.046/1 niśamya karma tac chambhordevadevasya mīḍhuṣaḥ	Bhu-_08.07.046/1 niSamya karma tat SamBoH-devadevasya mIXuzaH
   BhP_08.07.046/3 prajā dākṣāyaṇī brahmā vaikuṇṭhaśca śaśaṃsire	Bhu-_08.07.046/3 prajAH dAkzAyaNI brahmA vEkuNWaH-ca SaSaMsire
   BhP_08.07.047/1 praskannaṃ pibataḥ pāṇeryat kiñcij jagṛhuḥ sma tat	Bhu-_08.07.047/1 praskannam pibataH pANeH-yat kiQcid jagRhuH sma tat-
   BhP_08.07.047/3 vṛścikāhiviṣauṣadhyo dandaśūkāśca ye 'pare	Bhu-_08.07.047/3 vRScika-ahi-viza-ozaDyaH dandaSUkAH-ca ye apare
   BhP_08.08.001/0 śrīśuka uvāca	BhP_08.08.001/0 SrI-SukaH uvAca
   BhP_08.08.001/1 pīte gare vṛṣāṅkeṇa prītāste 'maradānavāḥ	Bhu-_08.08.001/1 pIte gare vRzAFkeNa prItAH-te amara-dAnavAH
   BhP_08.08.001/3 mamanthustarasā sindhuṃ havirdhānī tato 'bhavat	Bhu-_08.08.001/3 mamanTuH-tarasA sinDum havirDAnI tatas aBavat-
   BhP_08.08.002/1 tāmagnihotrīmṛṣayo jagṛhurbrahmavādinaḥ	Bhu-_08.08.002/1 tAm-agni-hotrIm-RzayaH jagRhuH-brahma-vAdinaH
   BhP_08.08.002/3 yajñasya devayānasya medhyāya haviṣe nṛpa	Bhu-_08.08.002/3 yajQasya deva-yAnasya meDyAya havize nRpa
   BhP_08.08.003/1 tata uccaiḥśravā nāma hayo 'bhūc candrapāṇḍuraḥ	Bhu-_08.08.003/1 tatas uccEHSravAH nAma hayaH aBUt candra-pANxuraH
   BhP_08.08.003/3 tasmin baliḥ spṛhāṃ cakre nendra īśvaraśikṣayā	Bhu-_08.08.003/3 tasmin baliH spRhAm cakre na-indraH ISvara-SikzayA
   BhP_08.08.004/1 tata airāvato nāma vāraṇendro vinirgataḥ	Bhu-_08.08.004/1 tatas ErAvataH nAma vAraNa-indraH vinirgataH
   BhP_08.08.004/3 dantaiścaturbhiḥ śvetādrerharan bhagavato mahim	Bhu-_08.08.004/3 dantEH-caturBiH SvetAdreH-haran BagavataH mahim
   BhP_08.08.005/1 airāvaṇādayastvaṣṭau diggajā abhavaṃstataḥ	Bhu-_08.08.005/1 ErAvaNa-AdayaH-tu-azwO diggajAH aBavan=-tatas-
   BhP_08.08.005/3 abhramuprabhṛtayo 'ṣṭau ca kariṇyastvabhavan nṛpa	Bhu-_08.08.005/3 aBramu-praBRtayaH azwO ca kariNyaH-tu-aBavat nRpa
   BhP_08.08.006/1 kaustubhākhyamabhūdratnaṃ padmarāgo mahodadheḥ	Bhu-_08.08.006/1 kOstuBa-AKyam-aBUt-ratnam padmarAgaH mahA-udaDeH
   BhP_08.08.006/3 tasmin maṇau spṛhāṃ cakre vakṣo 'laṅkaraṇe hariḥ	Bhu-_08.08.006/3 tasmin maNO spRhAm cakre vakzaH alaFkaraNe hariH
   BhP_08.08.007/1 tato 'bhavat pārijātaḥ suralokavibhūṣaṇam	Bhu-_08.08.007/1 tatas aBavat pArijAtaH sura-loka-viBUzaNam
   BhP_08.08.007/3 pūrayaty arthino yo 'rthaiḥ śaśvadbhuvi yathā bhavān	Bhu-_08.08.007/3 pUrayati arTinaH yaH arTEH SaSvat-Buvi yaTA BavAn
   BhP_08.08.008/1 tataścāpsaraso jātā niṣkakaṇṭhyaḥ suvāsasaḥ	Bhu-_08.08.008/1 tatas-ca-apsarasaH jAtAH nizka-kaNWyaH su-vAsasaH
   BhP_08.08.008/3 ramaṇyaḥ svargiṇāṃ valgu gatilīlāvalokanaiḥ	Bhu-_08.08.008/3 ramaNyaH svargiNAm valgu gati-lIlA-avalokanEH
   BhP_08.08.009/1 tataścāvirabhūt sākṣāc chrī ramā bhagavatparā	Bhu-_08.08.009/1 tatas-ca-AviraBUt sAkzAt SrI ramA Bagavat-parA
   BhP_08.08.009/3 rañjayantī diśaḥ kāntyā vidyut saudāmanī yathā	Bhu-_08.08.009/3 raQjayantI diSaH kAntyA vidyut sOdAmanI yaTA
   BhP_08.08.010/1 tasyāṃ cakruḥ spṛhāṃ sarve sasurāsuramānavāḥ	Bhu-_08.08.010/1 tasyAm cakruH spRhAm sarve sa-sura-asura-mAnavAH
   BhP_08.08.010/3 rūpaudāryavayovarṇa mahimākṣiptacetasaḥ	Bhu-_08.08.010/3 rUpa-OdArya-vayaH-varNa mahimA-Akzipta-cetasaH
   BhP_08.08.011/1 tasyā āsanamāninye mahendro mahadadbhutam	Bhu-_08.08.011/1 tasyAH Asanam-Aninye mahA-indraH mahat-adButam
   BhP_08.08.011/3 mūrtimatyaḥ saricchreṣṭhā hemakumbhairjalaṃ śuci	Bhu-_08.08.011/3 mUrtimatyaH sarit-SrezWA hema-kumBEH-jalam Suci
   BhP_08.08.012/1 ābhiṣecanikā bhūmirāharat sakalauṣadhīḥ	Bhu-_08.08.012/1 ABizecanikA BUmiH-Aharat sakala-ozaDIH
   BhP_08.08.012/3 gāvaḥ pañca pavitrāṇi vasanto madhumādhavau	Bhu-_08.08.012/3 gAvaH paQca pavitrANi vasantaH maDu-mADavO
   BhP_08.08.013/1 ṛṣayaḥ kalpayāṃ cakrurābhiṣekaṃ yathāvidhi	Bhu-_08.08.013/1 RzayaH kalpayAm cakruH-A-aBizekam yaTAviDi
   BhP_08.08.013/3 jagurbhadrāṇi gandharvā naṭyaśca nanṛturjaguḥ	Bhu-_08.08.013/3 jaguH-BadrANi ganDarvAH nawyaH-ca nanRtuH-jaguH
   BhP_08.08.014/1 meghā mṛdaṅgapaṇava murajānakagomukhān	Bhu-_08.08.014/1 meGAH mRdaFga-paNava muraja-Anaka-gomuKAn
   BhP_08.08.014/3 vyanādayan śaṅkhaveṇu vīṇāstumulaniḥsvanān	Bhu-_08.08.014/3 vyanAdayan SaFKa-veNu vINAH-tumula-niHsvanAn
   BhP_08.08.015/1 tato 'bhiṣiṣicurdevīṃ śriyaṃ padmakarāṃ satīm	Bhu-_08.08.015/1 tatas aBizizicuH-devIm Sriyam padma-karAm satIm
   BhP_08.08.015/3 digibhāḥ pūrṇakalaśaiḥ sūktavākyairdvijeritaiḥ	Bhu-_08.08.015/3 digiBAH pUrNa-kalaSEH sUkta-vAkyEH-dvija-IritEH
   BhP_08.08.016/1 samudraḥ pītakauśeya vāsasī samupāharat	BhP_08.08.016/1 samudraH pIta-kOSeya vAsasI samupAharat-
   BhP_08.08.016/3 varuṇaḥ srajaṃ vaijayantīṃ madhunā mattaṣaṭpadām	BhP_08.08.016/3 varuNaH srajam vEjayantIm maDunA matta-zawpadAm
   BhP_08.08.017/1 bhūṣaṇāni vicitrāṇi viśvakarmā prajāpatiḥ	Bhu-_08.08.017/1 BUzaNAni vicitrANi viSvakarmA prajApatiH
   BhP_08.08.017/3 hāraṃ sarasvatī padmamajo nāgāśca kuṇḍale	Bhu-_08.08.017/3 hAram sarasvatI padmam-ajaH nAgAH-ca kuNxale
   BhP_08.08.018/1 tataḥ kṛtasvastyayanotpalasrajaṃ nadaddvirephāṃ parigṛhya	Bhu-_08.08.018/1 tatas kRta-svastyayana-utpala-srajam nadat-dvirePAm parigRhya
   pāṇinā	pANinA
   BhP_08.08.018/3 cacāla vaktraṃ sukapolakuṇḍalaṃ savrīḍahāsaṃ dadhatī	Bhu-_08.08.018/3 cacAla vaktram su-kapola-kuNxalam sa-vrIxa-hAsam daDatI
   suśobhanam	su-SoBanam
   BhP_08.08.019/1 stanadvayaṃ cātikṛśodarī samaṃ nirantaraṃ	Bhu-_08.08.019/1 stana-dvayam ca-ati-kRSa-udarI samam nirantaram
   candanakuṅkumokṣitam	candana-kuFkuma-ukzitam
   BhP_08.08.019/3 tatastato nūpuravalgu śiñjitair visarpatī hemalateva sā	Bhu-_08.08.019/3 tatas-tatas nUpura-valgu SiQjitEH visarpatI hema-latA-iva sA
   babhau	baBO
   BhP_08.08.020/1 vilokayantī niravadyamātmanaḥ padaṃ dhruvaṃ	Bhu-_08.08.020/1 vilokayantI niravadyam-AtmanaH padam Druvam
   cāvyabhicārisadguṇam	ca-avyaBicAri-sat-guNam
   BhP_08.08.020/3 gandharvasiddhāsurayakṣacāraṇa traipiṣṭapeyādiṣu	Bhu-_08.08.020/3 ganDarva-sidDa-asura-yakza-cAraNa trEpizwapeya-Adizu
   nānvavindata	na-anvavindata
   BhP_08.08.021/1 nūnaṃ tapo yasya na manyunirjayo jñānaṃ kvacit tac ca na	Bhu-_08.08.021/1 nUnam tapaH yasya na manyu-nirjayaH jQAnam kvacid tat ca na
   saṅgavarjitam	saFga-varjitam
   BhP_08.08.021/3 kaścin mahāṃstasya na kāmanirjayaḥ sa īśvaraḥ kiṃ parato	Bhu-_08.08.021/3 kaScid mahAn=-tasya na kAma-nirjayaH saH ISvaraH kim paratas-
   vyapāśrayaḥ	vyapASrayaH
   BhP_08.08.022/1 dharmaḥ kvacit tatra na bhūtasauhṛdaṃ tyāgaḥ kvacit tatra	Bhu-_08.08.022/1 DarmaH kvacid tatra na BUta-sOhRdam tyAgaH kvacid tatra
   na muktikāraṇam	na mukti-kAraNam
   BhP_08.08.022/3 vīryaṃ na puṃso 'sty ajaveganiṣkṛtaṃ na hi dvitīyo	Bhu-_08.08.022/3 vIryam na puMsaH asti aja-vega-nizkRtam na hi dvitIyaH-
   guṇasaṅgavarjitaḥ	guNa-saFga-varjitaH
   BhP_08.08.023/1 kvacic cirāyurna hi śīlamaṅgalaṃ kvacit tadapy asti na	Bhu-_08.08.023/1 kvacid cira-AyuH-na hi SIla-maFgalam kvacid tat-api asti na
   vedyamāyuṣaḥ	vedyam-AyuzaH
   BhP_08.08.023/3 yatrobhayaṃ kutra ca so 'py amaṅgalaḥ sumaṅgalaḥ kaśca na	Bhu-_08.08.023/3 yatra-uBayam kutra ca saH api amaFgalaH sumaFgalaH kaH-ca na
   kāṅkṣate hi mām	kAFkzate hi mAm
   BhP_08.08.024/1 evaṃ vimṛśyāvyabhicārisadguṇair varaṃ	Bhu-_08.08.024/1 evam vimRSya-avyaBicAri-sat-guNEH varam
   nijaikāśrayatayāguṇāśrayam	nija-eka-ASraya-tayA-aguNa-ASrayam
   BhP_08.08.024/3 vavre varaṃ sarvaguṇairapekṣitaṃ ramā mukundaṃ	Bhu-_08.08.024/3 vavre varam sarva-guNEH-apekzitam ramA mukundam
   nirapekṣamīpsitam	nirapekzam-Ipsitam
   BhP_08.08.025/1 tasyāṃsadeśa uśatīṃ navakañjamālāṃ	Bhu-_08.08.025/1 tasya-aMsa-deSaH uSatIm nava-kaQja-mAlAm
   BhP_08.08.025/2 mādyanmadhuvratavarūthagiropaghuṣṭām	Bhu-_08.08.025/2 mAdyat-maDu-vrata-varUTa-girA-upaGuzwAm
   BhP_08.08.025/3 tasthau nidhāya nikaṭe taduraḥ svadhāma	Bhu-_08.08.025/3 tasTO niDAya nikawe tad-uraH sva-DAma
   BhP_08.08.025/4 savrīḍahāsavikasannayanena yātā	Bhu-_08.08.025/4 sa-vrIxa-hAsa-vikasat-nayanena yAtA
   BhP_08.08.026/1 tasyāḥ śriyastrijagato janako jananyā	Bhu-_08.08.026/1 tasyAH SriyaH-trijagataH janakaH jananyA
   BhP_08.08.026/2 vakṣo nivāsamakarot paramaṃ vibhūteḥ	Bhu-_08.08.026/2 vakzaH nivAsam-akarot paramam viBUteH
   BhP_08.08.026/3 śrīḥ svāḥ prajāḥ sakaruṇena nirīkṣaṇena	Bhu-_08.08.026/3 SrIH svAH prajAH sa-karuNena nirIkzaNena
   BhP_08.08.026/4 yatra sthitaidhayata sādhipatīṃstrilokān	Bhu-_08.08.026/4 yatra sTitA-eDayata sa-aDipatIn=-tri-lokAn
   BhP_08.08.027/1 śaṅkhatūryamṛdaṅgānāṃ vāditrāṇāṃ pṛthuḥ svanaḥ	Bhu-_08.08.027/1 SaFKa-tUrya-mRdaFgAnAm vAditrANAm pRTuH svanaH
   BhP_08.08.027/3 devānugānāṃ sastrīṇāṃ nṛtyatāṃ gāyatāmabhūt	Bhu-_08.08.027/3 deva-anugAnAm sa-strINAm nRtyatAm gAyatAm-aBUt-
   BhP_08.08.028/1 brahmarudrāṅgiromukhyāḥ sarve viśvasṛjo vibhum	Bhu-_08.08.028/1 brahma-rudra-aFgiraH-muKyAH sarve viSvasRjaH viBum
   BhP_08.08.028/3 īḍire 'vitathairmantraistalliṅgaiḥ puṣpavarṣiṇaḥ	Bhu-_08.08.028/3 Ixire avitaTEH-mantrEH-tad-liFgEH puzpa-varziNaH
   BhP_08.08.029/1 śriyāvalokitā devāḥ saprajāpatayaḥ prajāḥ	Bhu-_08.08.029/1 SriyA-avalokitAH devAH sa-prajApatayaH prajAH
   BhP_08.08.029/3 śīlādiguṇasampannā lebhire nirvṛtiṃ parām	BhP_08.08.029/3 SIla-Adi-guNa-sampannA leBire nirvRtim parAm
   BhP_08.08.030/1 niḥsattvā lolupā rājan nirudyogā gatatrapāḥ	BhP_08.08.030/1 niHsattvAH lolupAH rAjan nirudyogAH gata-trapAH
   BhP_08.08.030/3 yadā copekṣitā lakṣmyā babhūvurdaityadānavāḥ	Bhu-_08.08.030/3 yadA ca-upekzitAH lakzmyA baBUvuH-dEtya-dAnavAH
   BhP_08.08.031/1 athāsīdvāruṇī devī kanyā kamalalocanā	BhP_08.08.031/1 aTa-AsIt-vAruNI devI kanyA kamala-locanA
   BhP_08.08.031/3 asurā jagṛhustāṃ vai hareranumatena te	Bhu-_08.08.031/3 asurAH jagRhuH-tAm vE hareH-anumatena te
   BhP_08.08.032/1 athodadhermathyamānāt kāśyapairamṛtārthibhiḥ	Bhu-_08.08.032/1 aTa-udaDeH-maTyamAnAt kASyapEH-amRta-arTiBiH
   BhP_08.08.032/3 udatiṣṭhan mahārāja puruṣaḥ paramādbhutaḥ	Bhu-_08.08.032/3 udatizWat mahA-rAja puruzaH parama-adButaH
   BhP_08.08.033/1 dīrghapīvaradordaṇḍaḥ kambugrīvo 'ruṇekṣaṇaḥ	Bhu-_08.08.033/1 dIrGa-pIvara-dos-daNxaH kambu-grIvaH aruNa-IkzaNaH
   BhP_08.08.033/3 śyāmalastaruṇaḥ sragvī sarvābharaṇabhūṣitaḥ	Bhu-_08.08.033/3 SyAmalaH-taruNaH sragvI sarva-ABaraNa-BUzitaH
   BhP_08.08.034/1 pītavāsā mahoraskaḥ sumṛṣṭamaṇikuṇḍalaḥ	Bhu-_08.08.034/1 pIta-vAsAH mahA-uraskaH su-mRzwa-maNi-kuNxalaH
   BhP_08.08.034/3 snigdhakuñcitakeśānta subhagaḥ siṃhavikramaḥ	Bhu-_08.08.034/3 snigDa-kuQcita-keSAnta suBagaH siMha-vikramaH
   BhP_08.08.035/1 amṛtāpūrṇakalasaṃ bibhradvalayabhūṣitaḥ	Bhu-_08.08.035/1 amRta-ApUrNa-kalasam biBrat-valaya-BUzitaH
   BhP_08.08.035/3 sa vai bhagavataḥ sākṣādviṣṇoraṃśāṃśasambhavaḥ	Bhu-_08.08.035/3 sa vE BagavataH sAkzAt-vizNoH-aMSa-aMSa-samBavaH
   BhP_08.08.036/1 dhanvantaririti khyāta āyurvedadṛg ijyabhāk	BhP_08.08.036/1 DanvantariH-iti KyAtaH Ayurveda-dRS ijya-BAj-
   BhP_08.08.036/3 tamālokyāsurāḥ sarve kalasaṃ cāmṛtābhṛtam	Bhu-_08.08.036/3 tam-Alokya-asurAH sarve kalasam ca-amRta-aBRtam
   BhP_08.08.037/1 lipsantaḥ sarvavastūni kalasaṃ tarasāharan	Bhu-_08.08.037/1 lipsantaH sarva-vastUni kalasam tarasA-aharan
   BhP_08.08.037/3 nīyamāne 'suraistasmin kalase 'mṛtabhājane	Bhu-_08.08.037/3 nIyamAne asurEH-tasmin kalase amRta-BAjane
   BhP_08.08.038/1 viṣaṇṇamanaso devā hariṃ śaraṇamāyayuḥ	Bhu-_08.08.038/1 vizaNNa-manasaH devAH harim SaraNam-AyayuH
   BhP_08.08.038/3 iti taddainyamālokya bhagavān bhṛtyakāmakṛt	BhP_08.08.038/3 iti tat-dEnyam-Alokya BagavAn BRtya-kAma-kRt
   BhP_08.08.038/5 mā khidyata mitho 'rthaṃ vaḥ sādhayiṣye svamāyayā	Bhu-_08.08.038/5 mA Kidyata miTas arTam vaH sADayizye sva-mAyayA
   BhP_08.08.039/1 mithaḥ kalirabhūt teṣāṃ tadarthe tarṣacetasām	Bhu-_08.08.039/1 miTas kaliH-aBUt tezAm tad-arTe tarza-cetasAm
   BhP_08.08.039/3 ahaṃ pūrvamahaṃ pūrvaṃ na tvaṃ na tvamiti prabho	Bhu-_08.08.039/3 aham pUrvam-aham pUrvam na tvam na tvam-iti praBo
   BhP_08.08.040/1 devāḥ svaṃ bhāgamarhanti ye tulyāyāsahetavaḥ	Bhu-_08.08.040/1 devAH svam BAgam-arhanti ye tulya-AyAsa-hetavaH
   BhP_08.08.040/3 satrayāga ivaitasminneṣa dharmaḥ sanātanaḥ	BhP-_08.08.040/3 satra-yAgaH iva-etasmin=-eza DarmaH sanAtanaH
   BhP_08.08.041/1 iti svān pratyaṣedhan vai daiteyā jātamatsarāḥ	Bhu-_08.08.041/1 iti svAn pratyazeDan vE dEteyAH jAta-matsarAH
   BhP_08.08.041/3 durbalāḥ prabalān rājan gṛhītakalasān muhuḥ	Bhu-_08.08.041/3 durbalAH prabalAn rAjan gRhIta-kalasAn muhur-
   BhP_08.08.042/1 etasminnantare viṣṇuḥ sarvopāyavidīśvaraḥ	Bhu-_08.08.042/1 etasmin=-antare vizNuH sarva-upAya-vid-ISvaraH
   BhP_08.08.042/3 yoṣidrūpamanirdeśyaṃ dadhāraparamādbhutam	Bhu-_08.08.042/3 yozit-rUpam-anirdeSyam daDAra-parama-adButam
   BhP_08.08.043/1 prekṣaṇīyotpalaśyāmaṃ sarvāvayavasundaram	Bhu-_08.08.043/1 prekzaNIya-utpala-SyAmam sarva-avayava-sundaram
   BhP_08.08.043/3 samānakarṇābharaṇaṃ sukapolonnasānanam	Bhu-_08.08.043/3 samAna-karNa-ABaraNam su-kapola-unnasa-Ananam
   BhP_08.08.044/1 navayauvananirvṛtta stanabhārakṛśodaram	Bhu-_08.08.044/1 nava-yOvana-nirvRtta stana-BAra-kRSa-udaram
   BhP_08.08.044/3 mukhāmodānuraktāli jhaṅkārodvignalocanam	BhP_08.08.044/3 muKa-Amoda-anurakta-ali JaFkAra-udvigna-locanam
   BhP_08.08.045/1 bibhrat sukeśabhāreṇa mālāmutphullamallikām	Bhu-_08.08.045/1 biBrat sukeSa-BAreNa mAlAm-utPulla-mallikAm
   BhP_08.08.045/3 sugrīvakaṇṭhābharaṇaṃ subhujāṅgadabhūṣitam	Bhu-_08.08.045/3 sugrIva-kaNWa-ABaraNam su-Buja-aFgada-BUzitam
   BhP_08.08.046/1 virajāmbarasaṃvīta nitambadvīpaśobhayā	Bhu-_08.08.046/1 viraja-ambara-saMvIta nitamba-dvIpa-SoBayA
   BhP_08.08.046/3 kāñcyā pravilasadvalgu calaccaraṇanūpuram	Bhu-_08.08.046/3 kAQcyA pravilasat-valgu calat-caraNa-nUpuram
   BhP_08.08.047/1 savrīḍasmitavikṣipta bhrūvilāsāvalokanaiḥ	Bhu-_08.08.047/1 sa-vrIxa-smita-vikzipta BrU-vilAsa-avalokanEH
   BhP_08.08.047/3 daityayūthapacetaḥsu kāmamuddīpayan muhuḥ	Bhu-_08.08.047/3 dEtya-yUTapa-cetaHsu kAmam-uddIpayan muhur-
   BhP_08.09.001/0 śrīśuka uvāca	BhP_08.09.001/0 SrI-SukaH uvAca
   BhP_08.09.001/1 te 'nyonyato 'surāḥ pātraṃ harantastyaktasauhṛdāḥ	Bhu-_08.09.001/1 te anyonyataH asurAH pAtram harantaH-tyakta-sOhRdAH
   BhP_08.09.001/3 kṣipanto dasyudharmāṇa āyāntīṃ dadṛśuḥ striyam	Bhu-_08.09.001/3 kzipantaH dasyu-DarmANaH AyAntIm dadRSuH striyam
   BhP_08.09.002/1 aho rūpamaho dhāma aho asyā navaṃ vayaḥ	Bhu-_08.09.002/1 aho rUpam-aho DAma aho asyAH navam vayaH
   BhP_08.09.002/3 iti te tāmabhidrutya papracchurjātahṛcchayāḥ	Bhu-_08.09.002/3 iti te tAm-aBidrutya papracCuH-jAta-hRd-CayAH
   BhP_08.09.003/1 kā tvaṃ kañjapalāśākṣi kuto vā kiṃ cikīrṣasi	BhP_08.09.003/1 kA tvam kaQja-palASa-akzi kutas vA kim cikIrzasi
   BhP_08.09.003/3 kasyāsi vada vāmoru mathnatīva manāṃsi naḥ	Bhu-_08.09.003/3 kasya-asi vada vAma-Uru maTnati-iva manAMsi naH
   BhP_08.09.004/1 na vayaṃ tvāmarairdaityaiḥ siddhagandharvacāraṇaiḥ	Bhu-_08.09.004/1 na vayam tvA-amarEH-dEtyEH sidDa-ganDarva-cAraNEH
   BhP_08.09.004/3 nāspṛṣṭapūrvāṃ jānīmo lokeśaiśca kuto nṛbhiḥ	Bhu-_08.09.004/3 na-aspRzwa-pUrvAm jAnImaH lokeSEH-ca kutas nRBiH
   BhP_08.09.005/1 nūnaṃ tvaṃ vidhinā subhrūḥ preṣitāsi śarīriṇām	Bhu-_08.09.005/1 nUnam tvam viDinA suBrUH prezitA-asi SarIriNAm
   BhP_08.09.005/3 sarvendriyamanaḥprītiṃ vidhātuṃ saghṛṇena kim	Bhu-_08.09.005/3 sarva-indriya-manaH-prItim viDAtum sa-GRNena kim
   BhP_08.09.006/1 sā tvaṃ naḥ spardhamānānāmekavastuni mānini	BhP_08.09.006/1 sA tvam naH sparDamAnAnAm-eka-vastuni mAnini
   BhP_08.09.006/3 jñātīnāṃ baddhavairāṇāṃ śaṃ vidhatsva sumadhyame	Bhu-_08.09.006/3 jQAtInAm badDa-vErANAm Sam viDatsva sumaDyame
   BhP_08.09.007/1 vayaṃ kaśyapadāyādā bhrātaraḥ kṛtapauruṣāḥ	Bhu-_08.09.007/1 vayam kaSyapa-dAyAdAH BrAtaraH kRta-pOruzAH
   BhP_08.09.007/3 vibhajasva yathānyāyaṃ naiva bhedo yathā bhavet	Bhu-_08.09.007/3 viBajasva yaTAnyAyam na-eva BedaH yaTA Bavet-
   BhP_08.09.008/1 ity upāmantrito daityairmāyāyoṣidvapurhariḥ	Bhu-_08.09.008/1 iti upAmantritaH dEtyEH-mAyA-yozit-vapuH-hariH
   BhP_08.09.008/3 prahasya rucirāpāṅgairnirīkṣannidamabravīt	Bhu-_08.09.008/3 prahasya rucira-apAFgEH-nirIkzan=-idam-abravIt
   BhP_08.09.009/0 śrībhagavān uvāca	Bhu-_08.09.009/0 SrI-BagavAn uvAca
   BhP_08.09.009/1 kathaṃ kaśyapadāyādāḥ puṃścalyāṃ mayi saṅgatāḥ	Bhu-_08.09.009/1 kaTam kaSyapa-dAyAdAH puMScalyAm mayi saFgatAH
   BhP_08.09.009/3 viśvāsaṃ paṇḍito jātu kāminīṣu na yāti hi	Bhu-_08.09.009/3 viSvAsam paNxitaH jAtu kAminIzu na yAti hi
   BhP_08.09.010/1 sālāvṛkāṇāṃ strīṇāṃ ca svairiṇīnāṃ suradviṣaḥ	Bhu-_08.09.010/1 sAlAvRkANAm strINAm ca svEriNInAm suradvizaH
   BhP_08.09.010/3 sakhyāny āhuranityāni nūtnaṃ nūtnaṃ vicinvatām	Bhu-_08.09.010/3 saKyAni AhuH-anityAni nUtnam nUtnam vicinvatAm
   BhP_08.09.011/0 śrīśuka uvāca	BhP_08.09.011/0 SrI-SukaH uvAca
   BhP_08.09.011/1 iti te kṣvelitaistasyā āśvastamanaso 'surāḥ	BhP_08.09.011/1 iti te kzvelitEH-tasyAH ASvasta-manasaH asurAH
   BhP_08.09.011/3 jahasurbhāvagambhīraṃ daduścāmṛtabhājanam	Bhu-_08.09.011/3 jahasuH-BAva-gamBIram daduH-ca-amRta-BAjanam
   BhP_08.09.012/1 tato gṛhītvāmṛtabhājanaṃ harir babhāṣa īṣatsmitaśobhayā	Bhu-_08.09.012/1 tatas gRhItvA-amRta-BAjanam hariH baBAza Izat-smita-SoBayA
   girā	girA
   BhP_08.09.012/3 yady abhyupetaṃ kva ca sādhvasādhu vā kṛtaṃ mayā vo	Bhu-_08.09.012/3 yadi aByupetam kva ca sADu-asADu vA kRtam mayA vaH-
   vibhaje sudhāmimām	viBaje suDAm-imAm
   BhP_08.09.013/1 ity abhivyāhṛtaṃ tasyā ākarṇyāsurapuṅgavāḥ	Bhu-_08.09.013/1 iti aBivyAhRtam tasyAH AkarNya-asura-puFgavAH
   BhP_08.09.013/3 apramāṇavidastasyāstat tathety anvamaṃsata	Bhu-_08.09.013/3 apramANa-vidaH-tasyAH-tat taTA-iti anvamaMsata
   BhP_08.09.014/1 athopoṣya kṛtasnānā hutvā ca haviṣānalam	Bhu-_08.09.014/1 aTa-upozya kRta-snAnA hutvA ca havizA-analam
   BhP_08.09.014/3 dattvā goviprabhūtebhyaḥ kṛtasvastyayanā dvijaiḥ	Bhu-_08.09.014/3 dattvA go-vipra-BUteByaH kRta-svastyayanAH dvijEH
   BhP_08.09.015/1 yathopajoṣaṃ vāsāṃsi paridhāyāhatāni te	Bhu-_08.09.015/1 yaTA-upajozam vAsAMsi pariDAya-AhatAni te
   BhP_08.09.015/3 kuśeṣu prāviśan sarve prāgagreṣvabhibhūṣitāḥ	Bhu-_08.09.015/3 kuSezu prAviSan sarve prAc-agrezu-aBiBUzitAH
   BhP_08.09.016/1 prāṅmukheṣūpaviṣṭeṣu sureṣu ditijeṣu ca	Bhu-_08.09.016/1 prAFmuKezu-upavizwezu surezu ditijezu ca
   BhP_08.09.016/3 dhūpāmoditaśālāyāṃjuṣṭāyāṃ mālyadīpakaiḥ	Bhu-_08.09.016/3 DUpa-Amodita-SAlAyAMjuzwAyAm mAlya-dIpakEH
   BhP_08.09.017/1 tasyāṃ narendra karabhoruruśaddukūla	Bhu-_08.09.017/1 tasyAm narendra karaBa-UruruSat-dukUla
   śroṇītaṭālasagatirmadavihvalākṣī	SroNI-tawa-alasa-gatiH-mada-vihvala-akzI
   BhP_08.09.017/3 sā kūjatī kanakanūpuraśiñjitena kumbhastanī	BhP_08.09.017/3 sA kUjatI kanaka-nUpura-SiQjitena kumBa-stanI
   kalasapāṇirathāviveśa	kalasa-pANiH-aTa-AviveSa
   BhP_08.09.018/1 tāṃ śrīsakhīṃ kanakakuṇḍalacārukarṇa nāsākapolavadanāṃ	Bhu-_08.09.018/1 tAm SrI-saKIm kanaka-kuNxala-cArukarNa nAsA-kapola-vadanAm
   paradevatākhyām	para-devatA-AKyAm
   BhP_08.09.018/3 saṃvīkṣya sammumuhurutsmitavīkṣaṇena devāsurā	Bhu-_08.09.018/3 saMvIkzya sammumuhuH-utsmita-vIkzaNena deva-asurA
   vigalitastanapaṭṭikāntām	vigalita-stana-pawwikA-antAm
   BhP_08.09.019/1 asurāṇāṃ sudhādānaṃ sarpāṇāmiva durnayam	Bhu-_08.09.019/1 asurANAm suDA-dAnam sarpANAm-iva durnayam
   BhP_08.09.019/3 matvā jātinṛśaṃsānāṃ na tāṃ vyabhajadacyutaḥ	Bhu-_08.09.019/3 matvA jAti-nRSaMsAnAm na tAm vyaBajat-acyutaH
