   saṅkalpa-kalpa-druma	saFkalpa--kalpa-druma
   yad anṛtam api pūrvarīti cetaḥ praviśati nādyatanaṃ tathā yathārtham	yat anRtam api pUrvarI-iti cetaH praviSati nAdyatanam taTA yaTArTam
   1. (b) priyatam udārao; 2. (b) cintāmaṇio; 3. obhāsaṃ; 4. (b) parividhad;	1. (b) priyatam udArao; 2. (b) cintAmaNio; 3. oBAsan; 4. (b) pariviDad;
   pratilavam api citram asya tat tat ka iva sudhīr avasānam ādadīta? ||15||	pratilavam api citram asya tat tat kaH iva suDIH avasAnam AdadIta? ||15||
   atha niśi rahasāgatāntarāyāṃ valajam ite stavavādyavidyaloke |	aTa niSi rahasA-Agata-antarAyAm vala-jam ite stava-vAdya-vidya-loke |
   vrajabhavanajanaḥ sahaiva jāgran manasi hariṃ dadhad āgataṃ nananda ||16||	vraja-Bavana-janaH saha-eva jAgrat manasi harim daDat Agatam nananda ||16||
   sa mathananinadaṃ sagītanādaṃ sasurabhidoharavaṃ sagopavādam |	sa maTana-ninadam sa-gIta-nAdam sa-suraBi-doha-ravam sa-gopa-vAdam |
   amṛtamathanayuk payodhitulyaṃ vrajakulam ullasitaṃ didhinva kṛṣṇam ||17||	amRta-maTana-yuj payoDi-tulyam vraja-kulam ullasitam diDinva kRzNam ||17||
   vrajapatimithunaṃ tadātha putrapramadamadaślathitapradānasetu |	vraja-pati-miTunam tadA-aTa putra-pramada-mada-SlaTita-pradAna-setu |
   tanayajaya1viruttatiṃ paṭhadbhyaḥ pracurataraṃ vitatāra vāravāram2 ||18||	tanaya-jaya1-viruttatim paWadByaH pracurataram vitatAra vAra-vAram2 ||18||
   iha lasati harer vilāsagehapratatir udārasudārasāravārā |	iha lasati hareH vilAsa-geha-pratatiH udAra-su-dAra-sAra-vArAH |
   śayanasukhamayī nikuñjavīthiḥ kvacana ca tādṛśatāṃ gatā vibhāti ||19||	Sayana-suKa-mayI nikuQja-vITiH kvacana ca tAdRSatAm gatAH viBAti ||19||
   nijanijaśayanaṃ gataṃ tam āliṅganavalitaṃ vidadhur vidhusutanvaḥ |	nija-nija-Sayanam gatam tam AliFgana-valitam vidaDuH viDusutanvaH |
   rajani viramaṇaṃ yathā yathāsīd aghaṭata dordraḍhimā tathā tathāsām ||20||	rajani viramaNam yaTA yaTA-AsIt aGawata dos-draXimA taTA taTA-AsAm ||20||
   iha paramaramā vibhāti rādhā saduḍugaṇe gagane yathendumūrtiḥ |	iha parama-ramA viBAti rADA sat-uxu-gaNe gagane yaTA-indu-mUrtiH |
   tad iyam adhikayā girā sabhājyā tadanugatiṃ dadhatāṃ parāḥ sapatnyaḥ	tat iyam aDikayA girA saBAjyA tad-anugatim daDatAm parAH sapatnyaH
   vrajasukṛtavilāsasāraratnākaravṛṣabhānusujātaśātalakṣmīḥ |	vraja-su-kRta-vilAsa-sAra-ratna-Akara-vRzaBa-anusujAta-SAta-lakzmIH |
   agharipuramaṇīramāsu mukhyā svayam anurāgavihārahārimūrtiḥ ||22||	aGaripura-maNI-ramAsu muKyA svayam anurAga-vihAra-hAri-mUrtiH ||22||
   dayitaghanataḍidvilāsivarṇā priyatamavarṇasva3varṇaśastavastrā |	dayita-Gana-taxit-vilAsi-varNA priyatama-varNa-sva3-varNa-Sasta-vastrA |
   harimaṇitaralādidivyadīvyanmaṇimayabhūṣaṇabhūṣaṇāṅgabhaṅgiḥ ||23||	hari-maNi-tarala-Adi-divya-dIvyat-maNi-maya-BUzaNa-BUzaNa-aFga-BaFgiH ||23||
   upamitipadavīṃ svam eva yāntīṃ suparimitivyatiśobhitāṅgasaṅghā |	upamiti-padavIm svam eva yAntIm su-parimiti-vyatiSoBita-aFga-saFGAH |
   pratikakubhaśubhaṅkaraprathābhiḥ sahajavilakṣaṇāṅkitaśrīḥ ||24||	pratikakuBaSu-BaFkara-praTABiH sahaja-vilakzaNa-aFkita-SrIH ||24||
   śaśikamalarucāṃ padāpi jetrī nijanakhakāntibhir ujjvalena tena |	SaSi-kamala-rucAm padA-api jetrI nija-naKa-kAntiBiH ujjvalena tena |
   avayavakulam anyad4 anyad astu pratinavarocir upāttakāntacittam ||25||	avayava-kulam anyad4 anyat astu pratinavara-UciH upAttaka-anta-cittam ||25||
   sukusumasukumāratāvatāras trijagati saurabhasaurabhākaraśrīḥ |	su-kusuma-sukumAra-tA-avatAraH trijagati sOraBa-sOraBa-Akara-SrIH |
   ṛtam itamadhurapriyārtharītipravalitavarṇanarītilabdhavarṇā ||26||	Rtam ita-maDura-priya-arTa-rIti-pravalita-varNana-rIti-labDa-varNAH ||26||
   sumatim atiguruḥ samastavidyā sakalakalāvalitātinamracittā |	sumatim atiguruH samasta-vidyA sakala-kalA-Avalita-atinamra-cittA |
   hriyam anu vinayaṃ nayaṃ samajñām api dadhatī svajanādi śarmadātrī ||27||	hriyam anu vinayam nayam samajQAm api daDatI sva-jana-Adi Sarma-dAtrI ||27||
   nikhilagakaruṇādikair guṇais taṃ svadayitam eva tulāṃ sadāpi dhartrī |	niKila-ga-karuNa-AdikEH guNEH tam sva-dayitam eva tulAm sadA-api DartrI |
   gurunikaradayāspadātibhaktiḥ sthiracarahārdasukhāmṛtābhiṣiktā ||28||	guru-nikara-dayA-AspadA-ati-BaktiH sTira-cara-hArda-suKa-amRta-aBiziktA ||28||
   priyapadanakhakāntileśanirmañchanaparacittadaśāvaśānuvelam |	priya-pada-naKa-kAnti-leSa-nirmaQCana-para-citta-daSA-vaSa-anuvelam |
   bhramaram api tadīyadūtabuddhyā praṇayajacitragirā vicitrayantī ||29||	Bramaram api tadIya-dUta-budDyA praNaya-ja-citra-girA vicitrayantI ||29||
   marud api calati svabhāvataś cet kvacid anukūlatayā nijābhisāre |	marut api calati svaBAvataH ced kvacid anukUla-tayA nija-aBisAre |
   navavidham api tatra bhaktabhāvaṃ vinidadhatī priyabhaktacittasaktā ||30||	navaviDam api tatra Bakta-BAvam vinidaDatI priya-Bakta-citta-saktA ||30||
   bahir anumitidūrabhāvapūrasvacarita5cārutayā sadāvasantī |	bahis anumiti-dUra-BAva-pUra-sva-carita5-cAru-tayA sadAvasantI |
   racayati rahasi priyājane sā svadayitam anv api narmakeliśarma ||31||	racayati rahasi priyA-jane sA sva-dayitam anu api narmakeli-SarmaH ||31||
   [navabhiḥ]	[navaBiH]
   1. (b) ojanao; 2. (a) vāraṃ vāram; 3. (b) osao; 4. (b) anyam; 5. (b)	1. (b) ojanao; 2. (a) vAram vAram; 3. (b) osao; 4. (b) anyam; 5. (b)
   oracitao;	oracitao;
   bhrukuṭinayanabhaṅgisaṅgi1 kutrāpy ativinayaprathi cāṭu kutracic ca |	Brukuwi-nayana-BaFgi-saFgi1 kutra-api ati-vinaya-praTi cAwu kutracid ca |
   vaśayati dayitaṃ hariṃ priyā sā kim idam iti prathanāya nāham īśe ||32||	vaSayati dayitam harim priyA sA kim idam iti praTanAya na-aham ISe ||32||
   harir api śuśubhe sa yābhir uccair anugatimāditayā sugānadhāmni |	hariH api SuSuBe sa yABiH uccEs anugatim-AditayA sugAna-DAmni |
   praṇayaṛṇidaśām2 avāpa yāsāṃ prathatamā khalu tāsu saiva seva3 ||33||	praNaya-RNidaSAm2 avApa yAsAm praTatamA Kalu tAsu sA-eva seva3 ||33||
   śṛṇu guṇam aparaṃ kṛpāvilāsaṃ vṛṣaravijām anu rāsakelinaktam |	SRNu guNam aparam kRpA-vilAsam vRza-ravijAm anu rAsa-keli-naktam |
   mararipur amukāṃ nināya dūraṃ nijanayanaṃ bubudhe mudā tu neyam ||34||	mara-ripuH amukAm ninAya dUram nija-nayanam bubuDe mudA tu na-iyam ||34||
   tad api tad asahiṣṇavaḥ sapatnyaḥ kim api jajalpur amūr amūṃ vinindya |	tat api tat asahizNavaH sapatnyaH kim api jajalpuH amUH amUm vinindya |
   iyam api tu murārimelanāya svayam upapattim adād amūṣu suṣṭhu ||35||	iyam api tu murAri-melanAya svayam upapattim adAt amUzu suzWu ||35||
   [yugmakam]	[yugmakam]
   guṇakulam aparaṃ kim aṅga varṇyaṃ harirativāridhibhaṅgasaṅgharūpam |	guNa-kulam aparam kim aFga varNyam hariH-ati-vAriDi-BaFga-saFGa-rUpam |
   ayi śṛṇu hṛdaya4 prage ca tasyāś caritam idaṃ mṛdu tatpriyasya cātha	ayi SRNu hRdaya4 prage ca tasyAH caritam idam mRdu tad-priyasya ca-aTa
   anumitam akarod yadālpakalpaṃ rajanivibhāgam5 iyaṃ tadā tu kāntam |	anumitam akarot yadA-alpa-kalpam rajani-viBAgam5 iyam tadA tu kAntam |
   akuruta bhujapāśabaddham asrasnapitanibhaṃ kurute sma varṣma cāsya ||37||	akuruta Buja-pASa-badDam asra-snapita-niBam kurute sma varzma ca-asya ||37||
   atha bahuvinayaṃ dadhan murārinayanapayāṃsy apasārayan amuṣyāḥ |	aTa bahu-vinayam daDan murAri-nayana-payAMsi apasArayan amuzyAH |
   svanayanasalilena sārdham6 aṅgaṃ nijam akarot idam iyam apy abhīkṣṇam	sva-nayana-salilena sArDam6 aFgam nijam akarot idam iyam api aBIkzNam
   tadanu ca lalitāviśākhike dve samavayasāv anayor upetya pārśvam |	tadanu ca lalita-aviSAKike dve samavayasO anayoH upetya pArSvam |
   ahimakarahimarturaśmitulyāt kharavacanāt paṭu lumpataḥ sma jāḍyam ||39||	ahi-makara-hima-Rtu-raSmi-tulyAt Kara-vacanAt pawu lumpataH sma jAxyam ||39||
   hriyam iyam abalā tadā tu yātā dayitatanor upagūhanaṃ visṛjya |	hriyam iyam abalA tadA tu yAtAH dayita-tanoH upagUhanam visRjya |
   svapanam iva gatā kṣaṇaṃ nirīhā punar iva jāgaraṇaṃ bhayād dadambha ||40||	svapanam iva gatA kzaNam nirIhA punar iva jAgaraNam BayAt dadamBaH ||40||
   ahar uditanibhaṃ parāś ca yātā haridayitā harimātaraṃ bhaveyuḥ |	ahar udita-niBam parAH ca yAtAH hari-dayitAH hari-mAtaram BaveyuH |
   iti taduditasambhramād ayāsīd aharudayānugakarmadharmadhāma ||41||	iti tad-udita-samBramAt ayAsIt ahar-udayA-anuga-karma-Darma-DAma ||41||
   rajanivilasitaprasaṅgivāsaḥ kulam ajahāt tad iyaṃ yad eva hṛdyam |	rajani-vilasita-prasaFgi-vAsaH kulam ajahAt tat iyam yat eva hRdyam |
   aparam akurutāṅgasaṅgi yat skhalayitum7 iṣṭam aho balī tu diṣṭaḥ ||42||	aparam akuruta-aFga-saFgi yat sKalayitum7 izwam aho balI tu dizwaH ||42||
   padakaravadanaṃ muhuḥ punānā yad iha jalaṃ visasarja śubhrapātre |	pada-kara-vadanam muhur punAnA yat iha jalam visasarja SuBra-pAtre |
   bhuvam api tad idaṃ bhuvaḥsvarādīny api bhuvanāni sadā punad vibhāti	Buvam api tat idam BuvaH-svara-AdIni api BuvanAni sadA punat viBAti
   akuruta na paraṃ bahiḥ snihaṃ sā haridayitā muhur antarasnihaṃ ca |	akuruta na param bahis sniham sA hari-dayitA muhur antara-sniham ca |
   harivapurupayuktatailaśeṣaṃ vinidadhatī khalu yā tulāṃ siṣeve ||44||	hari-vapuH-upayukta-tEla-Sezam vinidaDatI Kalu yA tulAm sizeve ||44||
   surabhibhir atha mardanāni kṛtvāsnapayad amūm udakena tādṛśena |	suraBiBiH aTa mardanAni kRtvA-asnapayat amUm udakena tAdRSena |
   sahajasurabhitā tatas tadaṅgād udayam itā vijitā diśaś cakāra ||45||	sahaja-suH-aBitA tatas tad-aFgAt udayam itA vijitAH diSaH cakAra ||45||
   [yugmakam]	[yugmakam]
   tanum anu vavase varāṃśukaṃ sā tadapi tanuś chavim ujjagāra tasyāḥ |	tanum anu vavase vara-aMSukam sA tat-api tanuH Cavim ujjagAra tasyAH |
   ghanatatipihite 'pi sūryabimbe diśi diśi rājati tasya raśmisaṅghaḥ ||46||	Gana-tati-pihite api sUrya-bimbe diSi diSi rAjati tasya raSmi-saFGaH ||46||
   athavā,	aTavA,
   hariratir atigupyate tayā sā tadapi ca tacchavir īkṣyate bahiś ca |	hari-ratiH atigupyate tayA sA tat-api ca tat-SaviH Ikzyate bahis ca |
   1. (b) saṅgibhaṅgi; 2. jīva has not made sandhi of ṛ. 3. (b) saiva saiva;	1. (b) saFgi-BaFgi; 2. jIva has not made sanDi of R. 3. (b) sA-eva sA-eva;
   4. (b) hṛdaye; 5. (b) vibhāvam; 6. (b) sārdram;	4. (b) hRdaye; 5. (b) viBAvam; 6. (b) sArdram;
   vividhamaṇivibhūṣaṇaṃ varākṣyāḥ sukhayati tāḥ svasakhīr itīdam ittham |	viviDa-maNi-viBUzaNam varAkzyAH suKayati tAH sva-saKIH iti-idam itTam |
   iha ca hariguṇasmṛtipradīptaṃ pulakamukhaṃ sukhabhūṣaṇaṃ kim īḍe ||47||1	iha ca hari-guNa-smRti-pradIptam pulaka-muKam suKa-BUzaNam kim Ixe ||47||1
   vrajanṛpamithunasya cāṅghritīrthaṃ vrajanṛpates tanayasya ca prapīya |	vraja-nRpa-miTunasya ca-aFGritIrTam vraja-nRpateH tanayasya ca prapIya |
   japavidhivihitadvivarṇamantrā harijananīm avalokituṃ pratasthe ||48||	japa-viDi-vihita-dvi-varNa-mantrAH hari-jananIm avalokitum pratasTe ||48||
   atha harijananīṃ prati prayātāpy abhimukham eti na sā sakhīvṛtāpi |	aTa hari-jananIm prati prayAtA-api aBimuKam eti na sA saKI-vRtA-api |
   api tu kuṭilavartmanānugamya praṇamati tatpadayor nidhāya bhālam ||49||	api tu kuwila-vartmanA-anugamya praNamati tad-padayoH niDAya BAlam ||49||
   atha harijananī svayaṃ karābhyāṃ śirasi samunnamite sayatnam asyāḥ |	aTa hari-jananI svayam karAByAm Sirasi samunnamite sa-yatnam asyAH |
   parimalam upalabhya sāsram enāṃ pihitatanuṃ parirabhyanandati sma ||50||	parimalam upalaBya sa-asram enAm pihita-tanum pariraByanandati sma ||50||
   tadanu tadupadeśataḥ samastāṃ guruvanitām avanamya ramyacittā |	tadanu tad-upadeSataH samastAm guru-vani-tAm avanamya ramya-cittAH |
   pṛthag upaviśatī samastadṛṣṭīr aharata candramukhī cakoratulyāḥ ||51||	pRTak upaviSatI samasta-dRzwIH aharata candra-muKI cakora-tulyAH ||51||
   yadapi muhur iyaṃ sadānubhūtā tadapi tadā milatī pratisvam ārdram |	yat-api muhur iyam sadA-anuBUtA tat-api tadA milatI pratisvam Ardram |
   rajani virahitā2 ca kāravarṣājanir iva gharmakanīyasī samastam ||52||	rajani virahitA2 ca kAravarza-ajaniH iva Garma-kanIyasI samastam ||52||
   iti sati carite haripriyāyā haricaritaṃ śṛṇu citta varṇayāmi |	iti sati carite haripriyAyAH hari-caritam SRNu citta varNayAmi |
   gṛhagatavibhave suvarṇite syād gṛhapativarṇanam āśu saukhyadāyi ||53||	gRha-gata-viBave suvarNite syAt gRhapati-varNanam ASu sOKya-dAyi ||53||
   haridayitatamā yadāśu talpād dinamukhakṛtyakṛte kṛteham āsīt3 |	haridayitatamA yadA-ASu talpAt dina-muKa-kRtya-kRte kRtA-iham AsIt3 |
   harir api sa tadā tadartham ātmapriyasakhadāsagaṇena sevyate sma ||54||	hariH api sa tadA tad-arTam Atma-priya-saKa-dAsa-gaNena sevyate sma ||54||
   sa rajanivasanaṃ sasarja tac ca sphuṭam iva sūcayati sma gūḍhavṛttam |	sa rajani-vasanam sasarja tat ca sPuwam iva sUcayati sma gUXa-vRttam |
   iha ca tad idam antaraṅgam itthaṃ piśunam itīva tadā smitaṃ suhṛdbhiḥ	iha ca tat idam antaraFgam itTam piSunam iti-iva tadA smitam suhRdBiH
   mukhakaracaraṇaṃ hareḥ sudhautaṃ kamalavanāni jigāya tac ca paśya |	muKa-kara-caraNam hareH su-DOtam kamala-vanAni jigAya tat ca paSya |
   vrajam anu kamalālayāpi yasya śrayati rajaḥ padayor yathātra vandī ||56||	vrajam anu kamalAlayA-api yasya Srayati rajaH padayoH yaTA-atra vandI ||56||
   bahuvidham api tailam iṣṭagandhaṃ dhṛtam abhitaḥ sa vidagdhatānidigdhaḥ |	bahuviDam api tElam izwa-ganDam DRtam aBitas sa vidagDa-tA-nidigDaH |
   surabhitam iha rādhayā tu devyā svayam urarīkurute sma kṛṣṇacandraḥ ||57||	suraBitam iha rADayA tu devyA svayam urarIkurute sma kRzNa-candraH ||57||
   tad aghajiti sutailam ādadāne samajani pūṣitā na tat tu citram |	tat aGajiti su-tElam AdadAne samajani pUzitA na tat tu citram |
   prathamam api sa tan mudābhijighrann agamad amūdṛśatāṃ tad eva citram	praTamam api sa tat mudA-aBijiGran agamat amUdRSatAm tat eva citram
   sa śucisurabhiṇā jalena siktaṃ svavapur akārayad īdṛśaṃ vidhātum |	sa Suci-suraBiNA jalena siktam sva-vapuH akArayat IdRSam viDAtum |
   ahaha śṛṇu manas tad eva tat tad guṇamahasā samabhūd atīvasāndram ||59||	ahaha SRNu manaH tat eva tat tat guNa-mahasA samaBUt atIva-sAndram ||59||
   haritanum anu mārjanaṃ vidhitsan mṛdur iyam ity adhigatya kampate sma |	haritanum anu mArjanam viDitsan mRduH iyam iti aDigatya kampate sma |
   jalaguruvasanaṃ visarjayaṃs taddvayam aparaṃ sa dadhat4 praphullati sma	jala-guru-vasanam visarjayan tad-dvayam aparam sa daDat4 praPullati sma
   kanakanibhapaṭadvayaṃ paṭīyān paridadhad ambudarocir uptakeśaḥ |	kanaka-niBa-pawa-dvayam pawIyAn paridaDat ambudarociH upta-keSaH |
   satilakalaghubhūṣaṇaḥ svakāntyā trijagati kāntidayā sakhīn didhinva ||61||	sa-tilaka-laGu-BUzaNaH sva-kAntyA trijagati kAnti-dayA saKIn diDinvaH ||61||
   harir atha kanakāsane niviśya vyaracayad ācamanaṃ yathā nidiṣṭam |	hariH aTa kanaka-Asane niviSya vyaracayat Acamanam yaTA nidizwam |
   paridadhad upavītam anyad āsīj japam anu sandadhad apy adīpi tatra ||62||	paridaDat upavItam anyat AsIt japam anu sandaDat api adIpi tatra ||62||
   yadupuram anu yat pradhānabhāvaṃ harir akaroj janake 'pi vidyamāne |	yadu-puram anu yat praDAna-BAvam hariH akarot janake api vidyamAne |
   taducitam ucitaṃ tu nātra yasmāt pitṛsutatāgatatāratamyam asti ||63||	tat-ucitam ucitam tu na-atra yasmAt pitR-suta-tA-gata-tAratamyam asti ||63||
   1. this line not found in (b); 2. cirahitā; 3. (b) kṛtehayāsīt; 4. (a)	1. TiH line na-ut fount id (b); 2. cira-hitA; 3. (b) kRta-Ihaya-AsIt; 4. (a)
   dadat vraja-pati-mithune1 sadāpi bālyaṃ harim anucintayad evam āha nityam	dadat vraja-pati--miTune1 sadA-api bAlyam harim anucintayat evam Aha nityam
   vayam iha2 sukṛtāni yāni kurmaḥ pratinidhayas tava tatra na svatantrāḥ	vayam iha2 su-kRtAni yAni kurmaH pratiniDayaH tava tatra na svatantrAH
   iti harir iha nātidharmakarmāṇy uṣasi karoti pituḥ pramodakārī |	iti hariH iha na-ati-Darma-karmANi uzasi karoti pituH pramoda-kArI |
   api tu tadanumodanānukūlāṃ bhavikakṛtiṃ vidadhāti mātur agre ||65||	api tu tad-anumodana-anukUlAm Bavika-kRtim vidaDAti mAtuH agre ||65||
   harir atha calati sma mātṛpārśvam saha sakhibhir dhvanayan bhūṣaṇāni |	hariH aTa calati sma mAtR-pArSvam saha saKiBiH Dvanayan BUzaNAni |
   sa tad avakalayan vadhūnikāyaḥ sapadi sasāra rahasyapākadhāma ||66||	sa tat avakalayan vaDU-nikAyaH sapadi sasAra rahasya-pAka-DAma ||66||
   atha harijananī hariṃ nirīkṣya vrajamahilābhir iyāya tasya pārśvam |	aTa hari-jananI harim nirIkzya vraja-mahilABiH iyAya tasya pArSvam |
   sutam anugamanaṃ vyaloki dhenoḥ samam anayā natarāṃ gavāṃ param āsām||67||	sutam anugamanam vyaloki DenoH samam anayA natarAm gavAm param AsAm||67||
   padam anu patanaṃ bhaven na tasyāḥ savidhajuṣā hariṇā drutaṃ milantyāḥ	padam anu patanam Bavet na tasyAH saviDa-juzA hariNA drutam milantyAH
   iti harir avanamya dūradeśāc ciram iva tadvad atiṣṭhad iṣṭabhaktiḥ3 ||68||	iti hariH avanamya dUra-deSAt ciram iva tadvat atizWat izwa-BaktiH3 ||68||
   drutam atha jananī tam etya putraṃ drutam udanīnayad4 āgrahaṃ dadhānā |	drutam aTa jananI tam etya putram drutam udanInayad4 Agraham daDAnAH |
   tadanu ca suciraṃ prasajya mūrdhni sravadudakākṣiyugaṃ tam āluloke ||69||	tadanu ca su-ciram prasajya mUrDni sravat-udaka-akzi-yugam tam Alu-loke ||69||
   harir avakalayan sarohiṇīkā vrajamahilā jananīsamānabhāvāḥ |	hariH avakalayan sa-rohiNIkAH vraja-mahilAH jananI-samAna-BAvAH |
   tadanuguṇakabhaktibhāg amūṣāṃ namanakṛdasrajalena sicyate sma ||70||	tad-anuguNaka-Bakti-BAj amUzAm namana-kRt-asra-jalena sicyate sma ||70||
   atha balavalitāḥ pare sakhāyaḥ sahamadhumaṅgalakāḥ samāgatās te |	aTa bala-valitAH pare saKAyaH saha-maDu-maFgalakAH samAgatAH te |
   yad ajitam abhajaṃs tad ahni citraṃ vidhum anuṣajya subhagrahā virejuḥ	yat ajitam aBajan tat ahni citram viDum anuzajya suBagrahAH virejuH
   atha punar upaveśam āgatās te haribalamātṛmukhāḥ sukhād aśeṣāḥ |	aTa punar upaveSam AgatAH te hari-bala-mAtR-muKAH suKAt aSezAH |
   haribalavalitā yathāsvam āsann adhi vividhāsanam udyadasranetrāḥ ||72||	hari-bala-valitAH yaTAsvam Asan aDi viviDAsanam udyat-asra-netrAH ||72||
   atha purugurudāralambhitāśīr baṭusahitāḥ pratipadya viprabhāryāḥ |	aTa puru-guru-dAra-lamBita-ASIH bawu-sahitAH pratipadya vipra-BAryAH |
   valayitasakalaḥ sarāmakṛṣṇaḥ praṇamanasaṅgatam unnaman didhinva ||73||	valayita-sakalaH sarAma-kRzNaH praNamana-saFgatam unnaman diDinvaH ||73||
   dvijakulamahilā baṭupradhānā dinadinam āśiṣam adbhutāṃ dadānāḥ |	dvija-kula-mahilA bawu-praDAnAH dinadinam ASizam adButAm dadAnAH |
   tadudayam api śaśvad īkṣamāṇā vidadhati sākṣatalājapuṣpavṛṣṭim ||74||	tad-udayam api SaSvat IkzamANA vidaDati sa-akzata-lAja-puzpa-vRzwim ||74||
   harir atha kapilāḥ sanavyavatsā rajatakhuraprakarāḥ suvarṇaśṛṅgāḥ |	hariH aTa kapilAH sanavya-vatsAH rajata-Kura-prakarAH suvarNa-SRFgAH |
   vividhamaṇibhūṣaṇāḥ samarcya dvijabaṭusādakarod vidhānayuktam ||75||	viviDa-maNi-BUzaNAH samarcya dvija-bawu-sAda-karot viDAna-yuktam ||75||
   dhṛtamaṇinavakaṃ suvarṇapātraṃ ghṛtaparipūritabhūrikāntimadhyam |	DRta-maNi-navakam suvarNa-pAtram GRta-paripUrita-BUri-kAnti-maDyam |
   paricitamukhabimbabimbam īśas tithigaṇakāya dideśa deśarūpam ||76||	paricita-muKa-bimba-bimbam ISaH tiTi-gaNakAya dideSa deSa-rUpam ||76||
   dvijakulajasatīr baṭūṃś ca kṛṣṇaḥ praṇamana5pūrvakam īpsayābhinandya |	dvija-kula-ja-satIH bawUn ca kRzNaH praNamana5-pUrvakam IpsayA-aBinandya |
   madhurataragirā visṛjya dhāmne nijajananīrucimaṅgalaṃ pupoṣa ||77||	maDuratara-girA visRjya DAmne nija-jana-nIruci-maFgalam pupozaH ||77||
   janayitṛjananīsvasṛḥ pitṛvyādikavanitāś ca vadhūsutāvimiśrāḥ |	janayitR-jananIsvasRH pitRvya-Adika-vanitAH ca vaDU-suta-avimiSrAH |
   anunayavinayapraṇāmapūjādibhir upaveśatayā harir didhinva ||78||	anunaya-vinaya-praNAma-pUjA-AdiBiH upaveSa-tayA hariH diDinvaH ||78||
   iti purukṛtamaṅgalaḥ sa kṛṣṇaḥ svakagṛhanirmitatatkṛtir balaś ca |	iti purukRta-maFgalaH sa kRzNaH svaka-gRha-nirmita-tad-kRtiH balaH ca |
   sakhicitam ucitapradeśam añcann aśanavidhiṃ vidhinā vidhitsati sma ||79||	sa-Ki-citam ucita-pradeSam aQcan aSana-viDim viDinA viDitsati sma ||79||
   asitakuṭilakeśaveśabhaṅgījanajanalobhanaśobhayā manojñam |	asita-kuwila-keSaveSa-BaFgI-jana-jana-loBana-SoBayA manojQam |
   nirupamavadanaṃ6 sanīlaśubhracchavi savilāsasaśoṇakoṇanetram ||81||	nirupama-vadanan6 sa-nIla-SuBra=-Cavi sa-vilAsa-sa-SoNa-koNa-netram ||81||
   1. (b) omithunaṃ; 2. (b) api; 3. (a) obhakti; 4. (a) udanīnamamat; 5. (a)	1. (b) omiTunaM; 2. (b) api; 3. (a) oBakti; 4. (a) udanInamamat; 5. (a)
   praṇamanaṃ; 6. (b) ovadanaḥ	praNamanan; 6. (b) ovadanaH
   alakavitatabhālamaṇḍitapuṇḍraṃ pṛthutaranīradamuktaṃ muktanāsam |	alaka-vitata-BAla-maNxita-puNxram pRTutara-nIradam-uktam mukta-nAsam |
   maṇigaṇamayakuṇḍalaprabhābhiḥ śavalitagaṇḍarucātirocituṇḍam ||82||	maNi-gaNa-maya-kuNxala-praBABiH Savalita-gaNxa-rucA-ati-roci-tuNxam ||82||
   galavalayavibhūṣaṇātiramyaṃ maṇisaramadhyanibaddharatnavaryam |	gala-valaya-viBUzaNa-ati-ramyam maNi-sara-maDya-nibadDa-ratna-varyam |
   valayavilasadūrmikāṅgadānāṃ cchavicaladūrmibhujadvayāticāru ||83||	valaya-vilasat-UrmikA-aFgadAnAm cCavi-cala-t-Urmi-Buja-dvaya-ati-cAru ||83||
   nṛharivadavalagnalagnakāñcīstavakacalāñcalacañcadaṃsujālam1 |	nR-hari-vat-avalagna-lagna-kAQcI-stava-kacala-aQcala-caQca-daMsu-jAlam1 |
