   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.08.005/1 sagaraścakravartyāsīt sāgaro yatsutaiḥ kṛtaḥ	Bhu-_09.08.005/1 sagaraH-cakravartI-AsIt sAgaraH yad-sutEH kRtaH
   BhP_09.08.005/2 yastālajaṅghān yavanāñ chakān haihayabarbarān	Bhu-_09.08.005/2 yaH-tAla-jaFGAn yavanAn CakAn hEhaya-barbarAn
   BhP_09.08.006/1 nāvadhīdguruvākyena cakre vikṛtaveṣiṇaḥ	Bhu-_09.08.006/1 na-avaDIt-guru-vAkyena cakre vikRta-veziNaH
   BhP_09.08.006/2 muṇḍān chmaśrudharān kāṃścin muktakeśārdhamuṇḍitān	Bhu-_09.08.006/2 muNxAn SmaSru-DarAn kAMScid mukta-keSa-arDa-muNxitAn
   BhP_09.08.007/1 anantarvāsasaḥ kāṃścidabahirvāsaso 'parān	Bhu-_09.08.007/1 anantarvAsasaH kAMScid-abahis-vAsasaH aparAn
   BhP_09.08.007/2 so 'śvamedhairayajata sarvavedasurātmakam	Bhu-_09.08.007/2 saH aSvameDEH-ayajata sarva-veda-surA-Atmakam
   BhP_09.08.008/1 aurvopadiṣṭayogena harimātmānamīśvaram	Bhu-_09.08.008/1 Orva-upadizwa-yogena harim-AtmAnam-ISvaram
   BhP_09.08.008/2 tasyotsṛṣṭaṃ paśuṃ yajñe jahārāśvaṃ purandaraḥ	Bhu-_09.08.008/2 tasya-utsRzwam paSum yajQe jahAra-aSvam purandaraH
   BhP_09.08.009/1 sumatyāstanayā dṛptāḥ piturādeśakāriṇaḥ	Bhu-_09.08.009/1 sumatyAH-tanayAH dRptAH pituH-AdeSa-kAriNaH
   BhP_09.08.009/2 hayamanveṣamāṇāste samantān nyakhanan mahīm	Bhu-_09.08.009/2 hayam-anvezamANAH-te samantAt nyaKanan mahIm
   BhP_09.08.010/1 prāgudīcyāṃ diśi hayaṃ dadṛśuḥ kapilāntike	Bhu-_09.08.010/1 prAc-udIcyAm diSi hayam dadRSuH kapila-antike
   BhP_09.08.010/2 eṣa vājiharaścaura āste mīlitalocanaḥ	Bhu-_09.08.010/2 eza vAji-haraH-cOraH Aste mIlita-locanaH
   BhP_09.08.011/1 hanyatāṃ hanyatāṃ pāpa iti ṣaṣṭisahasriṇaḥ	Bhu-_09.08.011/1 hanyatAm hanyatAm pApaH iti zazwi-sahasriNaH
   BhP_09.08.011/2 udāyudhā abhiyayurunmimeṣa tadā muniḥ	Bhu-_09.08.011/2 udAyuDAH aBiyayuH-unmim-eza tadA muniH
   BhP_09.08.012/1 svaśarīrāgninā tāvan mahendrahṛtacetasaḥ	Bhu-_09.08.012/1 sva-SarIra-agninA tAvat mahA-indra-hRta-cetasaH
   BhP_09.08.012/2 mahadvyatikramahatā bhasmasādabhavan kṣaṇāt	Bhu-_09.08.012/2 mahat-vyatikrama-hatA BasmasAt-aBavan kzaNAt-
   BhP_09.08.013/1 na sādhuvādo munikopabharjitā nṛpendraputrā iti	Bhu-_09.08.013/1 na sADuvAdaH muni-kopa-BarjitAH nRpa-indra-putrAH iti
   sattvadhāmani	sattva-DAmani
   BhP_09.08.013/2 kathaṃ tamo roṣamayaṃ vibhāvyate jagatpavitrātmani khe	Bhu-_09.08.013/2 kaTam tamaH roza-mayam viBAvyate jagat-pavitra-Atmani Ke
   rajo bhuvaḥ	rajaH BuvaH
   BhP_09.08.014/1 yasyeritā sāṅkhyamayī dṛḍheha naur yayā mumukṣustarate	Bhu-_09.08.014/1 yasya-IritA sAFKya-mayI dRXa-iha nOH yayA mumukzuH-tarate
   duratyayam	duratyayam
   BhP_09.08.014/2 bhavārṇavaṃ mṛtyupathaṃ vipaścitaḥ parātmabhūtasya kathaṃ	BhP_09.08.014/2 Bava-arNavam mRtyu-paTam vipaScitaH para-Atma-BUtasya kaTam
   pṛthaṅmatiḥ	pRTak-matiH
   BhP_09.08.015/1 yo 'samañjasa ityuktaḥ sa keśinyā nṛpātmajaḥ	Bhu-_09.08.015/1 yaH asamaQjasaH iti-uktaH sa keSinyAH nRpa-AtmajaH
   BhP_09.08.015/2 tasya putro 'ṃśumān nāma pitāmahahite rataḥ	Bhu-_09.08.015/2 tasya putraH aMSumAn nAma pitAmaha-hite rataH
   BhP_09.08.016/1 asamañjasa ātmānaṃ darśayannasamañjasam	Bhu-_09.08.016/1 asamaQjasaH AtmAnam darSayan=-asamaQjasam
   BhP_09.08.016/2 jātismaraḥ purā saṅgādyogī yogādvicālitaḥ	Bhu-_09.08.016/2 jAtismaraH purA saFgAt-yogI yogAt-vicAlitaH
   BhP_09.08.017/1 ācaran garhitaṃ loke jñātīnāṃ karma vipriyam	Bhu-_09.08.017/1 Acaran garhitam loke jQAtInAm karma vipriyam
   BhP_09.08.017/2 sarayvāṃ krīḍato bālān prāsyadudvejayan janam	Bhu-_09.08.017/2 sarayvAm krIxataH bAlAn prAsyat-udvejayan janam
   BhP_09.08.018/1 evaṃ vṛttaḥ parityaktaḥ pitrā snehamapohya vai	Bhu-_09.08.018/1 evam vRttaH parityaktaH pitrA sneham-apohya vE
   BhP_09.08.018/2 yogaiśvaryeṇa bālāṃstān darśayitvā tato yayau	Bhu-_09.08.018/2 yoga-ESvaryeNa bAlAn=-tAn darSayitvA tatas yayO
   BhP_09.08.019/1 ayodhyāvāsinaḥ sarve bālakān punarāgatān	Bhu-_09.08.019/1 ayoDyA-vAsinaH sarve bAlakAn punar-AgatAn
   BhP_09.08.019/2 dṛṣṭvā visismire rājan rājā cāpyanvatapyata	Bhu-_09.08.019/2 dRzwvA visismire rAjan rAjA ca-api-anvatapyata
   BhP_09.08.020/1 aṃśumāṃścodito rājñā turagānveṣaṇe yayau	Bhu-_09.08.020/1 aMSumAn=-coditaH rAjQA turaga-anvezaNe yayO
   BhP_09.08.020/2 pitṛvyakhātānupathaṃ bhasmānti dadṛśe hayam	Bhu-_09.08.020/2 pitRvya-KAta-anupaTam Basma-anti dadRSe hayam
   BhP_09.08.021/1 tatrāsīnaṃ muniṃ vīkṣya kapilākhyamadhokṣajam	Bhu-_09.08.021/1 tatra-AsInam munim vIkzya kapila-AKyam-aDokzajam
   BhP_09.08.021/2 astaut samāhitamanāḥ prāñjaliḥ praṇato mahān	Bhu-_09.08.021/2 astOt samAhita-manAH prAQjaliH praNataH mahAn
   BhP_09.08.022/0 aṃśumān uvāca	Bhu-_09.08.022/0 aMSumAn uvAca
   BhP_09.08.022/1 na paśyati tvāṃ paramātmano 'jano na budhyate 'dyāpi	Bhu-_09.08.022/1 na paSyati tvAm paramAtmanaH ajanaH na buDyate adya-api
   samādhiyuktibhiḥ	samADi-yuktiBiH
   BhP_09.08.022/2 kuto 'pare tasya manaḥśarīradhī visargasṛṣṭā	Bhu-_09.08.022/2 kutas apare tasya manaH-SarIra-DI visarga-sRzwA
   vayamaprakāśāḥ	vayam-aprakASAH
   BhP_09.08.023/1 ye dehabhājastriguṇapradhānā guṇān vipaśyantyuta vā	Bhu-_09.08.023/1 ye dehaBAjaH-triguNa-praDAnAH guNAn vipaSyanti-uta vA
   tamaśca	tamaH-ca
   BhP_09.08.023/2 yanmāyayā mohitacetasastvāṃ viduḥ svasaṃsthaṃ na	Bhu-_09.08.023/2 yat-mAyayA mohita-cetasaH-tvAm viduH sva-saMsTam na
   bahiḥprakāśāḥ	bahis-prakASAH
   BhP_09.08.024/1 taṃ tvāṃ ahaṃ jñānaghanaṃ svabhāva	Bhu-_09.08.024/1 tam tvAm aham jQAna-Ganam svaBAva
   pradhvastamāyāguṇabhedamohaiḥ	praDvasta-mAyA-guNa-Beda-mohEH
   BhP_09.08.024/2 sanandanādyairmunibhirvibhāvyaṃ kathaṃ vimūḍhaḥ	Bhu-_09.08.024/2 sanandana-AdyEH-muniBiH-viBAvyam kaTam vimUXaH
   paribhāvayāmi	pariBAvayAmi
   BhP_09.08.025/1 praśānta māyāguṇakarmaliṅgam anāmarūpaṃ sadasadvimuktam	Bhu-_09.08.025/1 praSAnta mAyA-guNa-karma-liFgam anAma-rUpam sat-asat-vimuktam
   BhP_09.08.025/2 jñānopadeśāya gṛhītadehaṃ namāmahe tvāṃ puruṣaṃ purāṇam	Bhu-_09.08.025/2 jQAna-upadeSAya gRhIta-deham namAmahe tvAm puruzam purANam
   BhP_09.08.026/1 tvanmāyāracite loke vastubuddhyā gṛhādiṣu	Bhu-_09.08.026/1 tvad-mAyA-racite loke vastu-budDyA gRha-Adizu
   BhP_09.08.026/2 bhramanti kāmalobherṣyā mohavibhrāntacetasaḥ	Bhu-_09.08.026/2 Bramanti kAma-loBa-IrzyA moha-viBrAnta-cetasaH
   BhP_09.08.027/1 adya naḥ sarvabhūtātman kāmakarmendriyāśayaḥ	Bhu-_09.08.027/1 adya naH sarva-BUta-Atman kAma-karmendriya-ASayaH
   BhP_09.08.027/2 mohapāśo dṛḍhaśchinno bhagavaṃstava darśanāt	Bhu-_09.08.027/2 moha-pASaH dRXaH-CinnaH Bagavan=-tava darSanAt-
   BhP_09.08.028/0 śrīśuka uvāca	BhP_09.08.028/0 SrI-SukaH uvAca
   BhP_09.08.028/1 itthaṃ gītānubhāvastaṃ bhagavān kapilo muniḥ	Bhu-_09.08.028/1 itTam gIta-anuBAvaH-tam BagavAn kapilaH muniH
   BhP_09.08.028/2 aṃśumantamuvācedamanugrāhya dhiyā nṛpa	Bhu-_09.08.028/2 aMSumantam-uvAca-idam-anugrAhya DiyA nRpa
   BhP_09.08.029/0 śrībhagavān uvāca	Bhu-_09.08.029/0 SrI-BagavAn uvAca
   BhP_09.08.029/1 aśvo 'yaṃ nīyatāṃ vatsa pitāmahapaśustava	Bhu-_09.08.029/1 aSvaH ayam nIyatAm vatsa pitAmaha-paSuH-tava
   BhP_09.08.029/2 ime ca pitaro dagdhā gaṅgāmbho 'rhanti netarat	Bhu-_09.08.029/2 ime ca pitaraH dagDA gaFgA-amBaH arhanti na-itarat-
   BhP_09.08.030/1 taṃ parikramya śirasā prasādya hayamānayat	Bhu-_09.08.030/1 tam parikramya SirasA prasAdya hayam-Anayat-
   BhP_09.08.030/2 sagarastena paśunā yajñaśeṣaṃ samāpayat	Bhu-_09.08.030/2 sagaraH-tena paSunA yajQa-Sezam samApayat-
   BhP_09.08.031/1 rājyamaṃśumate nyasya niḥspṛho muktabandhanaḥ	Bhu-_09.08.031/1 rAjyam-aMSumate nyasya niHspRhaH mukta-banDanaH
   BhP_09.08.031/2 aurvopadiṣṭamārgeṇa lebhe gatimanuttamām	Bhu-_09.08.031/2 Orva-upadizwa-mArgeNa leBe gatim-anuttamAm
   BhP_09.09.001/0 śrīśuka uvāca	BhP_09.09.001/0 SrI-SukaH uvAca
   BhP_09.09.001/1 aṃśumāṃśca tapastepe gaṅgānayanakāmyayā	Bhu-_09.09.001/1 aMSumAn=-ca tapaH-tepe gaFgA-nayana-kAmyayA
   BhP_09.09.001/2 kālaṃ mahāntaṃ nāśaknot tataḥ kālena saṃsthitaḥ	Bhu-_09.09.001/2 kAlam mahAntam na-aSaknot tatas kAlena saMsTitaH
   BhP_09.09.002/1 dilīpastatsutastadvadaśaktaḥ kālameyivān	Bhu-_09.09.002/1 dilIpaH-tad-sutaH-tadvat-aSaktaH kAlam-eyivAn
   BhP_09.09.002/2 bhagīrathastasya sutastepe sa sumahat tapaḥ	Bhu-_09.09.002/2 BagIraTaH-tasya sutaH-tepe sa su-mahat tapaH
   BhP_09.09.003/1 darśayāmāsa taṃ devī prasannā varadāsmi te	Bhu-_09.09.003/1 darSayAmAsa tam devI prasannA vara-dA-asmi te
   BhP_09.09.003/2 ityuktaḥ svamabhiprāyaṃ śaśaṃsāvanato nṛpaḥ	Bhu-_09.09.003/2 iti-uktaH svam-aBiprAyam SaSaMsa-avanataH nRpaH
   BhP_09.09.004/1 ko 'pi dhārayitā vegaṃ patantyā me mahītale	Bhu-_09.09.004/1 kaH api DArayitA vegam patantyA me mahI-tale
   BhP_09.09.004/2 anyathā bhūtalaṃ bhittvā nṛpa yāsye rasātalam	Bhu-_09.09.004/2 anyaTA BU-talam BittvA nRpa yAsye rasAtalam
   BhP_09.09.005/1 kiṃ cāhaṃ na bhuvaṃ yāsye narā mayyāmṛjantyagham	Bhu-_09.09.005/1 kim ca-aham na Buvam yAsye narAH mayyAm-Rjanti-aGam
   BhP_09.09.005/2 mṛjāmi tadaghaṃ kvāhaṃ rājaṃstatra vicintyatām	Bhu-_09.09.005/2 mRjAmi tat-aGam kva-aham rAjan=-tatra vicintyatAm
   BhP_09.09.006/0 śrībhagīratha uvāca	BhP_09.09.006/0 SrI-BagIraTaH uvAca
   BhP_09.09.006/1 sādhavo nyāsinaḥ śāntā brahmiṣṭhā lokapāvanāḥ	Bhu-_09.09.006/1 sADavaH nyAsinaH SAntAH brahmizWAH loka-pAvanAH
   BhP_09.09.006/2 harantyaghaṃ te 'ṅgasaṅgāt teṣv āste hyaghabhiddhariḥ	Bhu-_09.09.006/2 haranti-aGam te aFga-saFgAt tezu Aste hi-aGa-Bid-hariH
   BhP_09.09.007/1 dhārayiṣyati te vegaṃ rudrastv ātmā śarīriṇām	Bhu-_09.09.007/1 DArayizyati te vegam rudraH-tu AtmA SarIriNAm
   BhP_09.09.007/2 yasminnotamidaṃ protaṃ viśvaṃ śāṭīva tantuṣu	Bhu-_09.09.007/2 yasmin-notam-idam protam viSvam SAwI-iva tantuzu
   BhP_09.09.008/1 ityuktvā sa nṛpo devaṃ tapasātoṣayac chivam	Bhu-_09.09.008/1 iti-uktvA sa nRpaH devam tapasA-atozayat Sivam
   BhP_09.09.008/2 kālenālpīyasā rājaṃstasyeśaścāśv atuṣyata	Bhu-_09.09.008/2 kAlena-alpIyasA rAjan=-tasya-ISaH-ca-ASu atuzyata
   BhP_09.09.009/1 tatheti rājñābhihitaṃ sarvalokahitaḥ śivaḥ	Bhu-_09.09.009/1 taTA-iti rAjQA-aBihitam sarva-loka-hitaH SivaH
   BhP_09.09.009/2 dadhārāvahito gaṅgāṃ pādapūtajalāṃ hareḥ	Bhu-_09.09.009/2 daDAra-avahitaH gaFgAm pAda-pUta-jalAm hareH
   BhP_09.09.010/1 bhagīrathaḥ sa rājarṣirninye bhuvanapāvanīm	Bhu-_09.09.010/1 BagIraTaH sa rAjarziH-ninye Buvana-pAvanIm
   BhP_09.09.010/2 yatra svapit-ṇāṃ dehā bhasmībhūtāḥ sma śerate	Bhu-_09.09.010/2 yatra sva-pit-NAm dehAH BasmIBUtAH sma Serate
   BhP_09.09.011/1 rathena vāyuvegena prayāntamanudhāvatī	Bhu-_09.09.011/1 raTena vAyu-vegena prayAntam-anuDAvatI
   BhP_09.09.011/2 deśān punantī nirdagdhān āsiñcat sagarātmajān	Bhu-_09.09.011/2 deSAn punantI nirdagDAn AsiQcat sagara-AtmajAn
   BhP_09.09.012/1 yajjalasparśamātreṇa brahmadaṇḍahatā api	Bhu-_09.09.012/1 yat-jala-sparSa-mAtreNa brahmadaNxa-hatAH api
   BhP_09.09.012/2 sagarātmajā divaṃ jagmuḥ kevalaṃ dehabhasmabhiḥ	Bhu-_09.09.012/2 sagara-AtmajAH divam jagmuH kevalam deha-BasmaBiH
   BhP_09.09.013/1 bhasmībhūtāṅgasaṅgena svaryātāḥ sagarātmajāḥ	Bhu-_09.09.013/1 BasmIBUta-aFga-saFgena svaryAtAH sagara-AtmajAH
   BhP_09.09.013/2 kiṃ punaḥ śraddhayā devīṃ sevante ye dhṛtavratāḥ	Bhu-_09.09.013/2 kim punar SradDayA devIm sevante ye DRta-vratAH
   BhP_09.09.014/1 na hyetat paramāścaryaṃ svardhunyā yadihoditam	Bhu-_09.09.014/1 na hi-etat parama-AScaryam svarDunyAH yat-iha-uditam
   BhP_09.09.014/2 anantacaraṇāmbhoja prasūtāyā bhavacchidaḥ	Bhu-_09.09.014/2 ananta-caraNa-amBoja prasUtAyAH Bava=-CidaH
   BhP_09.09.015/1 sanniveśya mano yasmiñ chraddhayā munayo 'malāḥ	Bhu-_09.09.015/1 sanniveSya manaH yasmin CradDayA munayaH amalAH
   BhP_09.09.015/2 traiguṇyaṃ dustyajaṃ hitvā sadyo yātāstadātmatām	Bhu-_09.09.015/2 trEguNyam dustyajam hitvA sadyas yAtAH-tad-Atma-tAm
   BhP_09.09.016/1 śruto bhagīrathāj jajñe tasya nābho 'paro 'bhavat	Bhu-_09.09.016/1 SrutaH BagIraTAt jajQe tasya nABaH aparaH aBavat-
   BhP_09.09.016/2 sindhudvīpastatastasmādayutāyustato 'bhavat	BhP_09.09.016/2 sinDudvIpaH-tatas-tasmAt-ayutAyuH-tatas aBavat-
   BhP_09.09.017/1 ṛtūparṇo nalasakho yo 'śvavidyāmayān nalāt	Bhu-_09.09.017/1 Rtu-uparNaH nala-saKaH yaH aSva-vidyA-mayAn nalAt-
   BhP_09.09.017/2 dattvākṣahṛdayaṃ cāsmai sarvakāmastu tatsutam	Bhu-_09.09.017/2 dattvA-akza-hRdayam ca-asmE sarva-kAmaH-tu tad-sutam
   BhP_09.09.018/1 tataḥ sudāsastatputro damayantīpatirnṛpaḥ	Bhu-_09.09.018/1 tatas sudAsaH-tad-putraH damayantI-patiH-nRpaH
   BhP_09.09.018/2 āhurmitrasahaṃ yaṃ vai kalmāṣāṅghrimuta kvacit	Bhu-_09.09.018/2 AhuH-mitra-saham yam vE kalmAza-aFGrim-uta kvacid-
   BhP_09.09.018/3 vasiṣṭhaśāpādrakṣo 'bhūdanapatyaḥ svakarmaṇā	Bhu-_09.09.018/3 vasizWa-SApAt-rakzaH aBUt-anapatyaH sva-karmaNA
   BhP_09.09.019/0 śrīrājovāca	BhP_09.09.019/0 SrI-rAjA-uvAca
   BhP_09.09.019/1 kiṃ nimitto guroḥ śāpaḥ saudāsasya mahātmanaḥ	Bhu-_09.09.019/1 kim nimittaH guroH SApaH sOdAsasya mahAtmanaH
   BhP_09.09.019/2 etadveditumicchāmaḥ kathyatāṃ na raho yadi	Bhu-_09.09.019/2 etat-veditum-icCAmaH kaTyatAm na rahaH yadi
   BhP_09.09.020/0 śrīśuka uvāca	BhP_09.09.020/0 SrI-SukaH uvAca
   BhP_09.09.020/1 saudāso mṛgayāṃ kiñcic caran rakṣo jaghāna ha	Bhu-_09.09.020/1 sOdAsaH mRgayAm kiQcid caran rakzaH jaGAna ha
   BhP_09.09.020/2 mumoca bhrātaraṃ so 'tha gataḥ praticikīrṣayā	Bhu-_09.09.020/2 mumoca BrAtaram saH aTa gataH praticikIrzayA
   BhP_09.09.021/1 sañcintayannaghaṃ rājñaḥ sūdarūpadharo gṛhe	Bhu-_09.09.021/1 saQcintayan=-aGam rAjQaH sUda-rUpa-DaraH gRhe
   BhP_09.09.021/2 gurave bhoktukāmāya paktvā ninye narāmiṣam	Bhu-_09.09.021/2 gurave Boktu-kAmAya paktvA ninye nara-Amizam
   BhP_09.09.022/1 parivekṣyamāṇaṃ bhagavān vilokyābhakṣyamañjasā	Bhu-_09.09.022/1 parivekzyamANam BagavAn vilokya-aBakzyam-aQjasA
   BhP_09.09.022/2 rājānamaśapat kruddho rakṣo hyevaṃ bhaviṣyasi	Bhu-_09.09.022/2 rAjAnam-aSapat krudDaH rakzaH hi-evam Bavizyasi
   BhP_09.09.023/1 rakṣaḥkṛtaṃ tadviditvā cakre dvādaśavārṣikam	Bhu-_09.09.023/1 rakzaH-kRtam tat-viditvA cakre dvAdaSa-vArzikam
   BhP_09.09.023/2 so 'pyapo 'ñjalimādāya guruṃ śaptuṃ samudyataḥ	Bhu-_09.09.023/2 saH api-apaH aQjalim-AdAya gurum Saptum samudyataH
   BhP_09.09.024/1 vārito madayantyāpo ruśatīḥ pādayorjahau	Bhu-_09.09.024/1 vAritaH madayanti-ApaH ruSatIH pAdayoH-jahO
   BhP_09.09.024/2 diśaḥ khamavanīṃ sarvaṃ paśyan jīvamayaṃ nṛpaḥ	Bhu-_09.09.024/2 diSaH Kam-avanIm sarvam paSyan jIva-mayam nRpaH
   BhP_09.09.025/1 rākṣasaṃ bhāvamāpannaḥ pāde kalmāṣatāṃ gataḥ	Bhu-_09.09.025/1 rAkzasam BAvam-ApannaH pAde kalmAzatAm gataH
   BhP_09.09.025/2 vyavāyakāle dadṛśe vanaukodampatī dvijau	Bhu-_09.09.025/2 vyavAya-kAle dadRSe vanOkaH-dampatI dvijO
   BhP_09.09.026/1 kṣudhārto jagṛhe vipraṃ tatpatnyāhākṛtārthavat	Bhu-_09.09.026/1 kzuDA-ArtaH jagRhe vipram tad-patnyAha-akRta-arTa-vat
   BhP_09.09.026/2 na bhavān rākṣasaḥ sākṣādikṣvākūṇāṃ mahārathaḥ	Bhu-_09.09.026/2 na BavAn rAkzasaH sAkzAt-ikzvAkUNAm mahA-raTaH
   BhP_09.09.027/1 madayantyāḥ patirvīra nādharmaṃ kartumarhasi	Bhu-_09.09.027/1 madayantyAH patiH-vIra na-aDarmam kartum-arhasi
   BhP_09.09.027/2 dehi me 'patyakāmāyā akṛtārthaṃ patiṃ dvijam	Bhu-_09.09.027/2 dehi me apatya-kAmAyAH akRtArTam patim dvijam
   BhP_09.09.028/1 deho 'yaṃ mānuṣo rājan puruṣasyākhilārthadaḥ	Bhu-_09.09.028/1 dehaH ayam mAnuzaH rAjan puruzasya-aKila-arTa-daH
   BhP_09.09.028/2 tasmādasya vadho vīra sarvārthavadha ucyate	Bhu-_09.09.028/2 tasmAt-asya vaDaH vIra sarva-arTa-vaDaH ucyate
   BhP_09.09.029/1 eṣa hi brāhmaṇo vidvāṃstapaḥśīlaguṇānvitaḥ	Bhu-_09.09.029/1 eza hi brAhmaNaH vidvAn=-tapaH-SIla-guNa-anvitaH
   BhP_09.09.029/2 ārirādhayiṣurbrahma mahāpuruṣasaṃjñitam	Bhu-_09.09.029/2 ArirADayizuH-brahma mahApuruza-saMjQitam
   BhP_09.09.029/3 sarvabhūtātmabhāvena bhūteṣv antarhitaṃ guṇaiḥ	Bhu-_09.09.029/3 sarva-BUta-Atma-BAvena BUtezu antarhitam guNEH
   BhP_09.09.030/1 so 'yaṃ brahmarṣivaryaste rājarṣipravarādvibho	Bhu-_09.09.030/1 saH ayam brahmarzi-varyaH-te rAjarzi-pravarAt-viBo
   BhP_09.09.030/2 kathamarhati dharmajña vadhaṃ piturivātmajaḥ	Bhu-_09.09.030/2 kaTam-arhati Darma-jQa vaDam pituH-iva-AtmajaH
   BhP_09.09.031/1 tasya sādhorapāpasya bhrūṇasya brahmavādinaḥ	Bhu-_09.09.031/1 tasya sADoH-a-pApasya BrUNasya brahma-vAdinaH
   BhP_09.09.031/2 kathaṃ vadhaṃ yathā babhrormanyate sanmato bhavān	Bhu-_09.09.031/2 kaTam vaDam yaTA baBroH-manyate sat-mataH BavAn
   BhP_09.09.032/1 yadyayaṃ kriyate bhakṣyastarhi māṃ khāda pūrvataḥ	Bhu-_09.09.032/1 yadi-ayam kriyate BakzyaH-tarhi mAm KAda pUrvatas-
   BhP_09.09.032/2 na jīviṣye vinā yena kṣaṇaṃ ca mṛtakaṃ yathā	Bhu-_09.09.032/2 na jIvizye vinA yena kzaNam ca mRtakam yaTA
   BhP_09.09.033/1 evaṃ karuṇabhāṣiṇyā vilapantyā anāthavat	Bhu-_09.09.033/1 evam karuNa-BAziNyA vilapantyE anATa-vat-
   BhP_09.09.033/2 vyāghraḥ paśumivākhādat saudāsaḥ śāpamohitaḥ	Bhu-_09.09.033/2 vyAGraH paSum-iva-AKAdat sOdAsaH SApa-mohitaH
   BhP_09.09.034/1 brāhmaṇī vīkṣya didhiṣuṃ puruṣādena bhakṣitam	Bha-a_09.09.034/1 brAhmaNI vIkzya diDizum puruzAdena Bakzitam
   BhP_09.09.034/2 śocantyātmānamurvīśamaśapat kupitā satī	Bhu-_09.09.034/2 Socanti-AtmAnam-urvISam-aSapat kupitA satI
   BhP_09.09.035/1 yasmān me bhakṣitaḥ pāpa kāmārtāyāḥ patistvayā	Bhu-_09.09.035/1 yasmAt me BakzitaH pApa kAma-ArtAyAH patiH-tvayA
   BhP_09.09.035/2 tavāpi mṛtyurādhānādakṛtaprajña darśitaḥ	Bhu-_09.09.035/2 tava-api mRtyuH-ADAnAt-akRta-prajQa darSitaH
   BhP_09.09.036/1 evaṃ mitrasahaṃ śaptvā patilokaparāyaṇā	Bhu-_09.09.036/1 evam mitra-saham SaptvA pati-loka-parAyaNA
   BhP_09.09.036/2 tadasthīni samiddhe 'gnau prāsya bharturgatiṃ gatā	Bhu-_09.09.036/2 tad-asTIni samidDe agnO prAsya BartuH-gatim gatA
   BhP_09.09.037/1 viśāpo dvādaśābdānte maithunāya samudyataḥ	Bhu-_09.09.037/1 viSApaH dvAdaSa-abda-ante mETunAya samudyataH
   BhP_09.09.037/2 vijñāpya brāhmaṇīśāpaṃ mahiṣyā sa nivāritaḥ	Bhu-_09.09.037/2 vijQApya brAhmaNI-SApam mahizyA sa nivAritaH
   BhP_09.09.038/1 ata ūrdhvaṃ sa tatyāja strīsukhaṃ karmaṇāprajāḥ	Bhu-_09.09.038/1 atas UrDvam sa tatyAja strI-suKam karmaNA-aprajAH
   BhP_09.09.038/2 vasiṣṭhastadanujñāto madayantyāṃ prajāmadhāt	BhP_09.09.038/2 vasizWaH-tad-anujQAtaH madayantyAm prajAm-aDAt-
   BhP_09.09.039/1 sā vai sapta samā garbhamabibhran na vyajāyata	Bhu-_09.09.039/1 sA vE sapta samAH garBam-abiBrat na vyajAyata
   BhP_09.09.039/2 jaghne 'śmanodaraṃ tasyāḥ so 'śmakastena kathyate	Bhu-_09.09.039/2 jaGne aSmanodaram tasyAH saH aSmakaH-tena kaTyate
   BhP_09.09.040/1 aśmakādbāliko jajñe yaḥ strībhiḥ parirakṣitaḥ	Bhu-_09.09.040/1 aSmakAt-bAlikaH jajQe yaH strIBiH parirakzitaH
   BhP_09.09.040/2 nārīkavaca ityukto niḥkṣatre mūlako 'bhavat	BhP_09.09.040/2 nArIkavacaH iti-uktaH niHkzatre mUlakaH aBavat-
   BhP_09.09.041/1 tato daśarathastasmāt putra aiḍaviḍistataḥ	Bhu-_09.09.041/1 tatas daSaraTaH-tasmAt putraH ExavixiH-tatas-
   BhP_09.09.041/2 rājā viśvasaho yasya khaṭvāṅgaścakravartyabhūt	Bhu-_09.09.041/2 rAjA viSvasahaH yasya KawvAFgaH-cakravartI-aBUt
   BhP_09.09.042/1 yo devairarthito daityān avadhīdyudhi durjayaḥ	Bhu-_09.09.042/1 yaH devEH-arTitaH dEtyAn avaDIt-yuDi durjayaH
   BhP_09.09.042/2 muhūrtamāyurjñātvaitya svapuraṃ sandadhe manaḥ	Bhu-_09.09.042/2 muhUrtam-AyuH-jQAtvA-etya sva-puram sandaDe manaH
   BhP_09.09.043/1 na me brahmakulāt prāṇāḥ kuladaivān na cātmajāḥ	Bhu-_09.09.043/1 na me brahma-kulAt prANAH kula-dEvAt na ca-AtmajAH
   BhP_09.09.043/2 na śriyo na mahī rājyaṃ na dārāścātivallabhāḥ	Bhu-_09.09.043/2 na SriyaH na mahI rAjyam na dArAH-ca-ati-vallaBAH
   BhP_09.09.044/1 na bālye 'pi matirmahyamadharme ramate kvacit	Bhu-_09.09.044/1 na bAlye api matiH-mahyam-aDarme ramate kvacid-
   BhP_09.09.044/2 nāpaśyamuttamaślokādanyat kiñcana vastv aham	Bhu-_09.09.044/2 na-apaSyam-uttamaSlokAt-anyat kiQcana vastu aham
   BhP_09.09.045/1 devaiḥ kāmavaro datto mahyaṃ tribhuvaneśvaraiḥ	Bhu-_09.09.045/1 devEH kAma-varaH dattaH mahyam triBuvana-ISvarEH
