   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.09.001/0 sūta uvāca	BhP_12.09.001/0 sUtaH uvAca
   BhP_12.09.001/1 saṃstuto bhagavān itthaṃ mārkaṇḍeyena dhīmatā	Bhu-_12.09.001/1 saMstutaH BagavAn itTam mArkaNxeyena DImatA
   BhP_12.09.001/3 nārāyaṇo nara-sakhaḥ prīta āha bhṛgūdvaham	Bhu-_12.09.001/3 nArAyaNaH nara--saKaH prItaH Aha BRgu-udvaham
   BhP_12.09.002/0 śrī-bhagavān uvāca	Bhu-_12.09.002/0 SrI--BagavAn uvAca
   BhP_12.09.002/1 bho bho brahmarṣi-varyo 'si siddha ātma-samādhinā	BhP_12.09.002/1 Bo Bo brahmarzi--varyaH asi sidDaH Atma--samADinA
   BhP_12.09.002/3 mayi bhaktyānapāyinyā tapaḥ-svādhyāya-saṃyamaiḥ	Bhu-_12.09.002/3 mayi BaktyA-anapAyinyA tapaH--svADyAya--saMyamEH
   BhP_12.09.003/1 vayaṃ te parituṣṭāḥ sma tvad-bṛhad-vrata-caryayā	Bhu-_12.09.003/1 vayam te parituzwAH sma tvad--bRhad-vrata--caryayA
   BhP_12.09.003/3 varaṃ pratīccha bhadraṃ te vara-do 'smi tvad-īpsitam	Bhu-_12.09.003/3 varam pratIcCa Badram te vara-daH asmi tvad--Ipsitam
   BhP_12.09.004/0 śrī-ṛṣir uvāca	BhP_12.09.004/0 SrI-RziH uvAca
   BhP_12.09.004/1 jitaṃ te deva-deveśa prapannārti-harācyuta	Bhu-_12.09.004/1 jitam te deva-deveSa prapanna-Arti-hara-acyuta
   BhP_12.09.004/3 vareṇaitāvatālaṃ no yad bhavān samadṛśyata	Bhu-_12.09.004/3 vareNa-etAvatAlam naH yat BavAn samadRSyata
   BhP_12.09.005/1 gṛhītvājādayo yasya śrīmat-pādābja-darśanam	Bhu-_12.09.005/1 gRhItvA-aja-AdayaH yasya SrImat--pAda-abja--darSanam
   BhP_12.09.005/3 manasā yoga-pakvena sa bhavān me 'kṣi-gocaraḥ	Bhu-_12.09.005/3 manasA yoga--pakvena sa BavAn me akzi--gocaraH
   BhP_12.09.006/1 athāpy ambuja-patrākṣa puṇya-śloka-śikhāmaṇe	Bhu-_12.09.006/1 aTa-api ambuja--patra-akza puNya-Sloka--SiKAmaNe
   BhP_12.09.006/3 drakṣye māyāṃ yayā lokaḥ sa-pālo veda sad-bhidām	Bhu-_12.09.006/3 drakzye mAyAm yayA lokaH sa-pAlaH veda sat--BidAm
   BhP_12.09.007/0 sūta uvāca	BhP_12.09.007/0 sUtaH uvAca
   BhP_12.09.007/1 itīḍito 'rcitaḥ kāmam ṛṣiṇā bhagavān mune	Bhu-_12.09.007/1 itIxitaH arcitaH kAmam RziNA BagavAn mune
   BhP_12.09.007/3 tatheti sa smayan prāgād badary-āśramam īśvaraḥ	Bhu-_12.09.007/3 taTA-iti sa smayan prAgAt badary-ASramam ISvaraH
   BhP_12.09.008/1 tam eva cintayann artham ṛṣiḥ svāśrama eva saḥ	Bhu-_12.09.008/1 tam eva cintayan arTam RziH sva-ASramaH eva saH
   BhP_12.09.008/3 vasann agny-arka-somāmbu- bhū-vāyu-viyad-ātmasu	Bhu-_12.09.008/3 vasan agni--arka-soma-ambu BU-vAyu--viyad-Atmasu
   BhP_12.09.009/1 dhyāyan sarvatra ca hariṃ bhāva-dravyair apūjayat	Bhu-_12.09.009/1 DyAyan sarvatra ca harim BAva--dravyEH apUjayat-
   BhP_12.09.009/3 kvacit pūjāṃ visasmāra prema-prasara-samplutaḥ	Bhu-_12.09.009/3 kvacid pUjAm visasmAra prema--prasara--samplutaH
   BhP_12.09.010/1 tasyaikadā bhṛgu-śreṣṭha puṣpabhadrā-taṭe muneḥ	Bhu-_12.09.010/1 tasya-ekadA BRgu--SrezWa puzpaBadrA--tawe muneH
   BhP_12.09.010/3 upāsīnasya sandhyāyāṃ brahman vāyur abhūn mahān	Bhu-_12.09.010/3 upAsInasya sanDyAyAm brahman vAyuH aBUt mahAn
   BhP_12.09.011/1 taṃ caṇḍa-śabdaṃ samudīrayantaṃ balāhakā anv abhavan	Bhu-_12.09.011/1 tam caNxa--Sabdam samudIrayantam balAhakAH anu aBavan
   karālāḥ	karAlAH
   BhP_12.09.011/3 akṣa-sthaviṣṭhā mumucus taḍidbhiḥ svananta uccair abhi	Bhu-_12.09.011/3 akza--sTa-vizWAH mumucuH taxidBiH su-anantaH uccEs aBi
   varṣa-dhārāḥ	varza--DArAH
   BhP_12.09.012/1 tato vyadṛśyanta catuḥ samudrāḥ samantataḥ kṣmā-talam	Bhu-_12.09.012/1 tatas vyadRSyanta catuH samudrAH samantataH kzmA-talam
   āgrasantaḥ	AgrasantaH
   BhP_12.09.012/3 samīra-vegormibhir ugra-nakra-	Bhu-_12.09.012/3 samIra-vega-UrmiBiH ugra-nakra-
   mahā-bhayāvarta-gabhīra-ghoṣāḥ	mahA-Baya-Avarta-gaBIra--GozAH
   BhP_12.09.013/1 antar bahiś cādbhir ati-dyubhiḥ kharaiḥ	Bhu-_12.09.013/1 antar bahis ca-adBiH ati-dyuBiH KarEH
   BhP_12.09.013/2 śatahradābhir upatāpitaṃ jagat	Bhu-_12.09.013/2 SatahradABiH upatApitam jagat-
   BhP_12.09.013/3 catur-vidhaṃ vīkṣya sahātmanā munir	Bhu-_12.09.013/3 catur-viDam vIkzya saha-AtmanA muniH-
   BhP_12.09.013/4 jalāplutāṃ kṣmāṃ vimanāḥ samatrasat	Bhu-_12.09.013/4 jala-AplutAm kzmAm vimanAH samatrasat-
   BhP_12.09.014/1 tasyaivam udvīkṣata ūrmi-bhīṣaṇaḥ prabhañjanāghūrṇita-vār	Bhu-_12.09.014/1 tasya-evam udvIkzataH Urmi--BIzaNaH praBaQjana-AGUrNita-vAr
   mahārṇavaḥ	mahA-arNavaH
   BhP_12.09.014/3 āpūryamāṇo varaṣadbhir ambudaiḥ kṣmām apyadhād	Bhu-_12.09.014/3 ApUryamANaH varazadBiH ambudEH kzmAm api-aDAd
   dvīpa-varṣādribhiḥ samam	dvIpa-varza-adriBiH samam
   BhP_12.09.015/1 sa-kṣmāntarikṣaṃ sa-divaṃ sa-bhā-gaṇaṃ	Bhu-_12.09.015/1 sa-kzma-antarikzam sa-divam sa-BA--gaNam
   BhP_12.09.015/2 trai-lokyam āsīt saha digbhir āplutam	Bhu-_12.09.015/2 trE-lokyam AsIt saha digBiH Aplutam
   BhP_12.09.015/3 sa eka evorvarito mahā-munir	Bhu-_12.09.015/3 saH ekaH eva-uH-varitaH mahA--muniH-
   BhP_12.09.015/4 babhrāma vikṣipya jaṭā jaḍāndha-vat	Bhu-_12.09.015/4 baBrAma vikzipya jawA jaxa-anDa-vat
   BhP_12.09.016/1 kṣut-tṛṭ-parīto makarais timiṅgilair	Bhu-_12.09.016/1 kzut--tRw--parItaH makarEH timiFgilEH-
   BhP_12.09.016/2 upadruto vīci-nabhasvatāhataḥ	Bhu-_12.09.016/2 upadrutaH vIci-naBasvata-AhataH
   BhP_12.09.016/3 tamasy apāre patito bhraman diśo	Bhu-_12.09.016/3 tamasi apAre patitaH Braman diSaH-
   BhP_12.09.016/4 na veda khaṃ gāṃ ca pariśrameṣitaḥ	Bhu-_12.09.016/4 na veda Kam gAm ca pariSramezitaH
   BhP_12.09.017/1 kracin magno mahāvarte taralais tāḍitaḥ kvacit	Bhu-_12.09.017/1 kracid magnaH mahAvarte taralEH tAxitaH kvacid-
   BhP_12.09.017/3 yādobhir bhakṣyate kvāpi svayam anyonya-ghātibhiḥ	Bhu-_12.09.017/3 yAdoBiH Bakzyate kvApi svayam anyonya-GAtiBiH
   BhP_12.09.018/1 kvacic chokaṃ kvacin mohaṃ kvacid duḥkhaṃ sukhaṃ bhayam	Bhu-_12.09.018/1 kvacid Sokam kvacid moham kvacid duHKam suKam Bayam
   BhP_12.09.018/3 kvacin mṛtyum avāpnoti vyādhy-ādibhir utārditaḥ	Bhu-_12.09.018/3 kvacid mRtyum avApnoti vyADi--AdiBiH uta-arditaH
   BhP_12.09.019/1 ayutāyata-varṣāṇāṃ sahasrāṇi śatāni ca	Bhu-_12.09.019/1 ayuta-Ayata--varzANAm sahasrANi SatAni ca
   BhP_12.09.019/3 vyatīyur bhramatas tasmin viṣṇu-māyāvṛtātmanaḥ	Bhu-_12.09.019/3 vyatIyuH BramataH tasmin vizNu-mAyA-AvRta-AtmanaH
   BhP_12.09.020/1 sa kadācid bhramaṃs tasmin pṛthivyāḥ kakudi dvijaḥ	Bhu-_12.09.020/1 sa kadAcid Braman tasmin pRTivyAH kakudi dvijaH
   BhP_12.09.020/3 nyāgrodha-potaṃ dadṛśe phala-pallava-śobhitam	Bhu-_12.09.020/3 nyAgroDa-potam dadRSe Pala--pallava--SoBitam
   BhP_12.09.021/1 prāg-uttarasyāṃ śākhāyāṃ tasyāpi dadṛśe śiśum	BhP_12.09.021/1 prAk--uttarasyAm SAKAyAm tasya-api dadRSe SiSum
   BhP_12.09.021/3 śayānaṃ parṇa-puṭake grasantaṃ prabhayā tamaḥ	Bhu-_12.09.021/3 SayAnam parNa--puwake grasantam praBayA tamaH
   BhP_12.09.022/1 mahā-marakata-śyāmaṃ śrīmad-vadana-paṅkajam	Bhu-_12.09.022/1 mahA-marakata-SyAmam SrImat--vadana--paFkajam
   BhP_12.09.022/3 kambu-grīvaṃ mahoraskaṃ su-nasaṃ sundara-bhruvam	Bhu-_12.09.022/3 kambu-grIvam mahA-uraskam su-nasam sundara--Bruvam
   BhP_12.09.023/1 śvāsaijad-alakābhātaṃ kambu-śrī-karṇa-dāḍimam	Bhu-_12.09.023/1 SvAsa-ejad-alaka-ABAtam kambu--SrI-karNa--dAximam
   BhP_12.09.023/3 vidrumādhara-bhāseṣac- choṇāyita-sudhā-smitam	Bhu-_12.09.023/3 vidruma-aDara--BAseza-c CoNAyita--su-DA--smitam
   BhP_12.09.024/1 padma-garbhāruṇāpāṅgaṃ hṛdya-hāsāvalokanam	Bhu-_12.09.024/1 padma-garBa-aruNa-apAFgam hRdya--hAsa-avalokanam
   BhP_12.09.024/3 śvāsaijad-vali-saṃvigna- nimna-nābhi-dalodaram	Bhu-_12.09.024/3 SvAsa-ejad-vali--saMvigna nimna-nABi-dala-udaram
   BhP_12.09.025/1 cārv-aṅgulibhyāṃ pāṇibhyām unnīya caraṇāmbujam	Bhu-_12.09.025/1 cAru--aFguliByAm pANiByAm unnIya caraNa-ambujam
   BhP_12.09.025/3 mukhe nidhāya viprendro dhayantaṃ vīkṣya vismitaḥ	Bhu-_12.09.025/3 muKe niDAya vipra-indraH Dayantam vIkzya vismitaH
   BhP_12.09.026/1 tad-darśanād vīta-pariśramo mudā	Bhu-_12.09.026/1 tad--darSanAt vIta--pariSramaH mudA
   protphulla-hṛt-paulma-vilocanāmbujaḥ	protPulla--hRt--pOlma--vilocana-ambujaH
   BhP_12.09.026/3 prahṛṣṭa-romādbhuta-bhāva-śaṅkitaḥ praṣṭuṃ puras taṃ	Bhu-_12.09.026/3 prahRzwa--roma-adButa-BAva--SaFkitaH prazwum puras tam
   prasasāra bālakam	prasasAra bAlakam
   BhP_12.09.027/1 tāvac chiśor vai śvasitena bhārgavaḥ	Bhu-_12.09.027/1 tAvat SiSoH vE Svasitena BArgavaH
   BhP_12.09.027/2 so 'ntaḥ śarīraṃ maśako yathāviśat	Bhu-_12.09.027/2 saH antar SarIram maSakaH yaTA-AviSat
   BhP_12.09.027/3 tatrāpy ado nyastam acaṣṭa kṛtsnaśo	Bhu-_12.09.027/3 tatra-api adaH nyastam acazwa kRtsnaSas-
   BhP_12.09.027/4 yathā purāmuhyad atīva vismitaḥ	Bhu-_12.09.027/4 yaTA purAmuhyat atIva vismitaH
   BhP_12.09.028/1 khaṃ rodasī bhā-gaṇān adri-sāgarān dvīpān sa-varṣān	Bhu-_12.09.028/1 Kam rodasI BA-gaNAn adri-sAgarAn dvIpAn sa-varzAn
   kakubhaḥ surāsurān	kakuBaH sura-asurAn
   BhP_12.09.028/3 vanāni deśān saritaḥ purākarān kheṭān vrajān	Bhu-_12.09.028/3 vanAni deSAn saritaH purAkarAn KewAn vrajAn
   āśrama-varṇa-vṛttayaḥ	ASrama--varNa-vRttayaH
   BhP_12.09.029/1 mahānti bhūtāny atha bhautikāny asau kālaṃ ca	Bhu-_12.09.029/1 mahAnti BUtAni aTa BOtikAni asO kAlam ca
   nānā-yuga-kalpa-kalpanam	nAnA--yuga-kalpa--kalpanam
   BhP_12.09.029/3 yat kiñcid anyad vyavahāra-kāraṇaṃ dadarśa viśvaṃ sad	BhP_12.09.029/3 yat kiQcid anyat vyavahAra--kAraNam dadarSa viSvam sat-
   ivāvabhāsitam	iva-avaBAsitam
   BhP_12.09.030/1 himālayaṃ puṣpavahāṃ ca tāṃ nadīṃ nijāśramaṃ yatra ṛṣī	Bhu-_12.09.030/1 himAlayam puzpa-vahAm ca tAm nadIm nija-ASramam yatra RzI
   apaśyata	apaSyata
   BhP_12.09.030/3 viśvaṃ vipaśyañ chvasitāc chiśor vai bahir nirasto	Bhu-_12.09.030/3 viSvam vipaSyan CvasitAt SiSoH vE bahis nirastaH-
   nyapatal layābdhau	nyapatat laya-abDO
   BhP_12.09.031/1 tasmin pṛthivyāḥ kakudi prarūḍhaṃ vaṭaṃ ca tat-parṇa-puṭe	Bhu-_12.09.031/1 tasmin pRTivyAH kakudi prarUXam vawam ca tat-parNa--puwe
   śayānam	SayAnam
   BhP_12.09.031/3 tokaṃ ca tat-prema-sudhā-smitena nirīkṣito	Bhu-_12.09.031/3 tokam ca tat--prema--su-DA--smitena nirIkzitaH-
   'pāṅga-nirīkṣaṇena	apAFga--nirIkzaNena
   BhP_12.09.032/1 atha taṃ bālakaṃ vīkṣya netrābhyāṃ dhiṣṭhitaṃ hṛdi	Bhu-_12.09.032/1 aTa tam bAlakam vIkzya netrAByAm DizWitam hRdi
   BhP_12.09.032/3 abhyayād ati-saṅkliṣṭaḥ pariṣvaktum adhokṣajam	Bhu-_12.09.032/3 aByayAt ati-saFklizwaH parizvaktum aDokzajam
   BhP_12.09.033/1 tāvat sa bhagavān sākṣād yogādhīśo guhā-śayaḥ	Bhu-_12.09.033/1 tAvat sa BagavAn sAkzAt yoga-aDISaH guhA-SayaH
   BhP_12.09.033/3 antardadha ṛṣeḥ sadyo yathehānīśa-nirmitā	Bhu-_12.09.033/3 antardaDe RzeH sadyas yaTA-iha-anISa--nirmitA
   BhP_12.09.034/1 tam anv atha vaṭo brahman salilaṃ loka-samplavaḥ	Bhu-_12.09.034/1 tam anu aTa vawaH brahman salilam loka-samplavaH
   BhP_12.09.034/3 tirodhāyi kṣaṇād asya svāśrame pūrva-vat sthitaḥ	Bhu-_12.09.034/3 tiroDAyi kzaNAt asya sva-ASrame pUrva-vat sTitaH
   BhP_12.10.001/0 sūta uvāca	BhP_12.10.001/0 sUtaH uvAca
   BhP_12.10.001/1 sa evam anubhūyedaṃ nārāyaṇa-vinirmitam	Bhu-_12.10.001/1 saH evam anuBUya-idam nArAyaNa--vinirmitam
   BhP_12.10.001/3 vaibhavaṃ yoga-māyāyās tam eva śaraṇaṃ yayau	Bhu-_12.10.001/3 vEBavam yoga-mAyAyAH tam eva SaraNam yayO
   BhP_12.10.002/0 śrī-mārkaṇḍeya uvāca	Bhu-_12.10.002/0 SrI--mArkaNxeyaH uvAca
   BhP_12.10.002/1 prapanno 'smy aṅghri-mūlaṃ te prapannābhaya-daṃ hare	Bhu-_12.10.002/1 prapannaH asmi aFGri-mUlam te prapanna-aBaya-dam hare
   BhP_12.10.002/3 yan-māyayāpi vibudhā muhyanti jñāna-kāśayā	Bhu-_12.10.002/3 yan-mAyayA-api vibuDAH muhyanti jQAna--kASayA
   BhP_12.10.003/0 sūta uvāca	BhP_12.10.003/0 sUtaH uvAca
   BhP_12.10.003/1 tam evaṃ nibhṛtātmānaṃ vṛṣeṇa divi paryaṭan	Bhu-_12.10.003/1 tam evam niBRta-AtmAnam vRzeNa divi paryawan
   BhP_12.10.003/3 rudrāṇyā bhagavān rudro dadarśa sva-gaṇair vṛtaḥ	BhP_12.10.003/3 rudrANyAH BagavAn rudraH dadarSa sva--gaNEH vRtaH
   BhP_12.10.004/1 athomā tam ṛṣiṃ vīkṣya giriśaṃ samabhāṣata	Bhu-_12.10.004/1 aTa-umA tam Rzim vIkzya giriSam samaBAzata
   BhP_12.10.004/3 paśyemaṃ bhagavan vipraṃ nibhṛtātmendriyāśayam	Bhu-_12.10.004/3 paSya-imam Bagavan vipram niBRta-Atma-indriya-ASayam
   BhP_12.10.005/1 nibhṛtoda-jhaṣa-vrāto vātāpāye yathārṇavaḥ	BhP_12.10.005/1 niBRta-uda-Jaza-vrAtaH vAta-apAye yaTA-arNavaH
   BhP_12.10.005/3 kurv asya tapasaḥ sākṣāt saṃsiddhiṃ siddhi-do bhavān	Bhu-_12.10.005/3 kuru asya tapasaH sAkzAt saMsidDim sidDi-daH BavAn
   BhP_12.10.006/0 śrī-bhagavān uvāca	Bhu-_12.10.006/0 SrI--BagavAn uvAca
   BhP_12.10.006/1 naivecchaty āśiṣaḥ kvāpi brahmarṣir mokṣam apy uta	Bhu-_12.10.006/1 na-eva-icCati ASizaH kvApi brahmarziH mokzam api uta
   BhP_12.10.006/3 bhaktiṃ parāṃ bhagavati labdhavān puruṣe 'vyaye	Bhu-_12.10.006/3 Baktim parAm Bagavati labDavAn puruze avyaye
   BhP_12.10.007/1 athāpi saṃvadiṣyāmo bhavāny etena sādhunā	Bhu-_12.10.007/1 aTa-api saMvadizyAmaH BavAni etena sADunA
   BhP_12.10.007/3 ayaṃ hi paramo lābho nṛṇāṃ sādhu-samāgamaḥ	Bhu-_12.10.007/3 ayam hi paramaH lABaH nRNAm sADu--samAgamaH
   BhP_12.10.008/0 sūta uvāca	BhP_12.10.008/0 sUtaH uvAca
   BhP_12.10.008/1 ity uktvā tam upeyāya bhagavān sa satāṃ gatiḥ	Bhu-_12.10.008/1 iti uktvA tam upeyAya BagavAn sa satAm gatiH
   BhP_12.10.008/3 īśānaḥ sarva-vidyānām īśvaraḥ sarva-dehinām	Bhu-_12.10.008/3 ISAnaH sarva-vidyAnAm ISvaraH sarva-dehinAm
   BhP_12.10.009/1 tayor āgamanaṃ sākṣād īśayor jagad-ātmanoḥ	Bhu-_12.10.009/1 tayoH Agamanam sAkzAt ISayoH jagad-AtmanoH
   BhP_12.10.009/3 na veda ruddha-dhī-vṛttir ātmānaṃ viśvam eva ca	Bhu-_12.10.009/3 na veda rudDa--DI-vRttiH AtmAnam viSvam eva ca
   BhP_12.10.010/1 bhagavāṃs tad abhijñāya giriśo yoga-māyayā	Bhu-_12.10.010/1 BagavAn tat aBijQAya giriSaH yoga-mAyayA
   BhP_12.10.010/3 āviśat tad-guhākāśaṃ vāyuś chidram iveśvaraḥ	Bhu-_12.10.010/3 AviSat tat--guhA-AkASam vAyuH Cidram iva-ISvaraH
   BhP_12.10.011/1 ātmany api śivaṃ prāptaṃ taḍit-piṅga-jaṭā-dharam	Bhu-_12.10.011/1 Atmani api Sivam prAptam taxit--piFga--jawA-Daram
   BhP_12.10.011/3 try-akṣaṃ daśa-bhujaṃ prāṃśum udyantam iva bhāskaram	Bhu-_12.10.011/3 tri--akzam daSa--Bujam prAMSum udyantam iva BAskaram
   BhP_12.10.012/1 vyāghra-carmāmbaraṃ śūla- dhanur-iṣv-asi-carmabhiḥ	Bhu-_12.10.012/1 vyAGra--carma-ambaram SUla DanuH--izu--asi--carmaBiH
   BhP_12.10.012/3 akṣa-mālā-ḍamaruka- kapālaṃ paraśuṃ saha	Bhu-_12.10.012/3 akza-mAlA--xamaruka kapAlam paraSum saha
   BhP_12.10.013/1 bibhrāṇaṃ sahasā bhātaṃ vicakṣya hṛdi vismitaḥ	Bhu-_12.10.013/1 biBrANam sahasA BAtam vicakzya hRdi vismitaH
   BhP_12.10.013/3 kim idaṃ kuta eveti samādher virato muniḥ	Bhu-_12.10.013/3 kim idam kutas eva-iti samADeH virataH muniH
   BhP_12.10.014/1 netre unmīlya dadṛśe sa-gaṇaṃ somayāgatam	Bhu-_12.10.014/1 netre unmIlya dadRSe sa-gaNam sa-umaya-Agatam
   BhP_12.10.014/3 rudraṃ tri-lokaika-guruṃ nanāma śirasā muniḥ	Bhu-_12.10.014/3 rudram tri-loka-eka--gurum nanAma SirasA muniH
   BhP_12.10.015/1 tasmai saparyāṃ vyadadhāt sa-gaṇāya sahomayā	Bhu-_12.10.015/1 tasmE saparyAm vyadaDAt sa-gaNAya saha-umayA
   BhP_12.10.015/3 svāgatāsana-pādyārghya- gandha-srag-dhūpa-dīpakaiḥ	Bhu-_12.10.015/3 svAgata-Asana-pAdya-arGya ganDa--sraj--DUpa-dIpakEH
   BhP_12.10.016/1 āha tv ātmānubhāvena pūrṇa-kāmasya te vibho	BhP_12.10.016/1 Aha tu Atma-anuBAvena pUrNa-kAmasya te viBo
   BhP_12.10.016/3 karavāma kim īśāna yenedaṃ nirvṛtaṃ jagat	Bhu-_12.10.016/3 karavAma kim ISAna yena-idam nirvRtam jagat-
   BhP_12.10.017/1 namaḥ śivāya śāntāya sattvāya pramṛḍāya ca	Bhu-_12.10.017/1 namaH SivAya SAntAya sattvAya pramRxAya ca
   BhP_12.10.017/3 rajo-juṣe 'tha ghorāya namas tubhyaṃ tamo-juṣe	Bhu-_12.10.017/3 rajaH---juze aTa GorAya namaH tuByam tam-aH--juze
   BhP_12.10.018/0 sūta uvāca	BhP_12.10.018/0 sUtaH uvAca
   BhP_12.10.018/1 evaṃ stutaḥ sa bhagavān ādi-devaḥ satāṃ gatiḥ	Bhu-_12.10.018/1 evam stutaH sa BagavAn Adi-devaH satAm gatiH
   BhP_12.10.018/3 parituṣṭaḥ prasannātmā prahasaṃs tam abhāṣata	Bhu-_12.10.018/3 parituzwaH prasanna-AtmA prahasan tam aBAzata
   BhP_12.10.019/0 śrī-bhagavān uvāca	Bhu-_12.10.019/0 SrI--BagavAn uvAca
   BhP_12.10.019/1 varaṃ vṛṇīṣva naḥ kāmaṃ vara-deśā vayaṃ trayaḥ	Bhu-_12.10.019/1 varam vRNIzva naH kAmam vara-deSAH vayam trayaH
   BhP_12.10.019/3 amoghaṃ darśanaṃ yeṣāṃ martyo yad vindate 'mṛtam	Bhu-_12.10.019/3 amoGam darSanam yezAm martyaH yat vindate amRtam
   BhP_12.10.020/1 brāhmaṇāḥ sādhavaḥ śāntā niḥsaṅgā bhūta-vatsalāḥ	Bhu-_12.10.020/1 brAhmaNAH sADavaH SAntAH niHsaFgAH BUta-vatsalAH
   BhP_12.10.020/3 ekānta-bhaktā asmāsu nirvairāḥ sama-darśinaḥ	Bhu-_12.10.020/3 ekAnta--BaktAH asmAsu nirvErAH sama-darSinaH
   BhP_12.10.021/1 sa-lokā loka-pālās tān vandanty arcanty upāsate	Bhu-_12.10.021/1 sa-lokAH loka-pAlAH tAn vandanti arcanti upAsate
   BhP_12.10.021/3 ahaṃ ca bhagavān brahmā svayaṃ ca harir īśvaraḥ	Bhu-_12.10.021/3 aham ca BagavAn brahmA svayam ca hariH ISvaraH
   BhP_12.10.022/1 na te mayy acyute 'je ca bhidām aṇv api cakṣate	Bhu-_12.10.022/1 na te mayi acyute aje ca BidAm aNu api cakzate
   BhP_12.10.022/3 nātmanaś ca janasyāpi tad yuṣmān vayam īmahi	Bhu-_12.10.022/3 na-AtmanaH ca janasya-api tat yuzmAn vayam Imahi
   BhP_12.10.023/1 na hy am-mayāni tīrthāni na devāś cetanojjhitāḥ	Bhu-_12.10.023/1 na hi am-mayAni tIrTAni na devAH cetanA-ujJitAH
   BhP_12.10.023/3 te punanty uru-kālena yūyaṃ darśana-mātrataḥ	Bhu-_12.10.023/3 te punanti uru---kAlena yUyam darSana--mAtrataH
   BhP_12.10.024/1 brāhmaṇebhyo namasyāmo ye 'smad-rūpaṃ trayī-mayam	Bhu-_12.10.024/1 brAhmaNeByaH namasyAmaH ye asmad--rUpam trayI-mayam
   BhP_12.10.024/3 bibhraty ātma-samādhāna- tapaḥ-svādhyāya-saṃyamaiḥ	Bhu-_12.10.024/3 biBrati Atma--samADAna tapaH--svADyAya--saMyamEH
   BhP_12.10.025/1 śravaṇād darśanād vāpi mahā-pātakino 'pi vaḥ	Bhu-_12.10.025/1 SravaNAt darSanAt vA-api mahA-pAtakinaH api vaH
   BhP_12.10.025/3 śudhyerann antya-jāś cāpi kim u sambhāṣaṇādibhiḥ	Bhu-_12.10.025/3 SuDyeran antya-jAH ca-api kim u samBAzaNa-AdiBiH
   BhP_12.10.026/0 sūta uvāca	BhP_12.10.026/0 sUtaH uvAca
   BhP_12.10.026/1 iti candra-lalāmasya dharma-gahyopabṛṃhitam	BhP_12.10.026/1 iti candra-lalAm-asya Darma-gahya-upabRMhitam
   BhP_12.10.026/3 vaco 'mṛtāyanam ṛṣir nātṛpyat karṇayoḥ piban	Bhu-_12.10.026/3 vacaH amRta-ayanam RziH na-atRpyat karNayoH piban
   BhP_12.10.027/1 sa ciraṃ māyayā viṣṇor bhrāmitaḥ karśito bhṛśam	Bhu-_12.10.027/1 sa ciram mAyayA vizNoH BrAmitaH karSitaH BRSam
   BhP_12.10.027/3 śiva-vāg-amṛta-dhvasta- kleśa-puñjas tam abravīt	BhP_12.10.027/3 Siva-vAc--amRta-Dvasta kleSa-puQjaH tam abravIt-
   BhP_12.10.028/0 śrī-mārkaṇḍeya uvāca	Bhu-_12.10.028/0 SrI--mArkaNxeyaH uvAca
   BhP_12.10.028/1 aho īśvara-līleyaṃ durvibhāvyā śarīriṇām	Bhu-_12.10.028/1 aho ISvara--lIlA-iyam durviBAvyA SarIriNAm
   BhP_12.10.028/3 yan namantīśitavyāni stuvanti jagad-īśvarāḥ	Bhu-_12.10.028/3 yat namanti-ISitavyAni stuvanti jagat--ISvarAH
   BhP_12.10.029/1 dharmaṃ grāhayituṃ prāyaḥ pravaktāraś ca dehinām	Bhu-_12.10.029/1 Darmam grAhayitum prAyas pravaktAraH ca dehinAm
   BhP_12.10.029/3 ācaranty anumodante kriyamāṇaṃ stuvanti ca	Bhu-_12.10.029/3 Acaranti anumodante kriyamANam stuvanti ca
   BhP_12.10.030/1 naitāvatā bhagavataḥ sva-māyā-maya-vṛttibhiḥ	Bhu-_12.10.030/1 na-etAvatA BagavataH sva-mAyA-maya--vRttiBiH
   BhP_12.10.030/3 na duṣyetānubhāvas tair māyinaḥ kuhakaṃ yathā	Bhu-_12.10.030/3 na duzyeta-anuBAvaH tEH mAyinaH kuhakam yaTA
   BhP_12.10.031/1 sṛṣṭvedaṃ manasā viśvam ātmanānupraviśya yaḥ	Bhu-_12.10.031/1 sRzwvA-idam manasA viSvam AtmanA-anupraviSya yaH
   BhP_12.10.031/3 guṇaiḥ kurvadbhir ābhāti karteva svapna-dṛg yathā	Bhu-_12.10.031/3 guNEH kurvadBiH ABAti kartA-iva svapna-dRS yaTA
   BhP_12.10.032/1 tasmai namo bhagavate tri-guṇāya guṇātmane	Bhu-_12.10.032/1 tasmE namaH Bagavate tri-guNAya guNa-Atmane
   BhP_12.10.032/3 kevalāyādvitīyāya gurave brahma-mūrtaye	Bhu-_12.10.032/3 kevalAya-advitIyAya gurave brahma--mUrtaye
   BhP_12.10.033/1 kaṃ vṛṇe nu paraṃ bhūman varaṃ tvad vara-darśanāt	Bhu-_12.10.033/1 kam vRNe nu param BUman varam tvat vara-darSanAt-
   BhP_12.10.033/3 yad-darśanāt pūrṇa-kāmaḥ satya-kāmaḥ pumān bhavet	Bhu-_12.10.033/3 yat--darSanAt pUrNa-kAmaH satya-kAmaH pumAn Bavet-
